NAME|XCORD|YCORD|ADDR
한양아이클래스 구로|37.4948114|126.8576396|서울특별시 구로구 개봉로23가길 10
장안 삼성쉐르빌|37.571338|127.0680832|서울특별시 동대문구 장한로 119 (장안제1동, 장안삼성쉐르빌) 
신촌역사 주차장|37.5595706|126.9399688|서울특별시 서대문구 신촌역로 30 (신촌동, 신촌민자역사) 
서초프라임 요양병원|37.4766856|126.9817134|서울특별시 서초구 방배천로2길 22 (방배2동)
부원빌딩|37.5241482|126.8019792|경기도 부천시 원종로 37 (원종동) 
승재밀레니엄|37.5038996|126.7514452|경기도 부천시 소향로 55-15 (상2동, 승재밀레니엄오피스텔) 
오송 미래프라자|36.630737|127.3270243|충청북도 청주시 흥덕구 오송생명5로 184-6 (오송읍, 모아미래도프라자) 
여의도 아일렉스빌딩|37.5210236|126.9218176|서울특별시 영등포구 의사당대로 108 (여의동, 아일렉스) 
LG베스트샵 역촌점|37.618528|126.9137189|서울특별시 은평구 연서로 143 (갈현제2동) 
무등산랜드 주차장|35.1623101|126.8046414|광주광역시 광산구 무진대로 239 (우산동) 
성남 웅진베어스빌|37.4424412|127.1335559|경기도 성남시 수정구 탄리로 73
안산 대우마이빌 주차장|37.3204661|126.8271128|경기도 안산시 단원구 고잔로 23-12 
포항 상원주차장|36.0399984|129.3638914|경상북도 포항시 북구 중앙로 303-1
오산 우먼필병원 본원|37.1460285|127.070122|경기도 오산시 대원로 34 
청라경연타워 주차장|37.5269747|126.6398114 |인천광역시 서구 크리스탈로102번길 22 
경남은행 진주영업부|35.1757597|128.143791|경상남도 진주시 충의로 26 
전주 메가시네마 전주점|35.8208267|127.1414583|전라북도 전주시 완산구 전주객사4길 74-10
안양 안변빌딩|37.3905616|126.9322842|경기도 안양시 만안구 전파로 24 
강서 가양상가|37.5620088|126.8503476|서울특별시 강서구 양천로 470 
안성 한국유통|37.0059072|127.2643651|경기도 안성시 내혜홀3길 39 (안성2동) 
의정부 메가타워|37.7401894|127.0831266|경기도 의정부시 오목로205번길 55 
수원고색 중앙스포츠랜드|37.2461659|126.9529684|경기도 수원시 권선구 매송고색로 755 
동백 삼성타워|37.2722172|127.1488105|경기도 용인시 기흥구 동백중앙로 213 
목감 메이저타워|37.3742813|126.8469076|경기도 시흥시 목감남서로 9-27 
김천 신남라인프라자|36.1214822|128.1816217|경상북도 김천시 혁신2로 50
울산 웰컴시티|35.5532858|129.3176046|울산광역시 중구 젊음의2거리 29 
농협은행 경남영업본부|35.227387|128.6825637|경상남도 창원시 의창구 원이대로 627
미사 엘큐브|37.5655936|127.1875225|경기도 하남시 미사강변중앙로204번길 22 
성남 대덕프라자2|37.3523763|127.1034803|경기도 성남시 분당구 정자일로 25
김해 경보사우나|35.2356106|128.8639247|경상남도 김해시 내외로77번길 12
수원 롯데프라자|37.2471332|127.0602488|경기도 수원시 영통구 덕영대로1555번길 20 
대구 나이스 공항주차장|35.8953967|128.6410978|대구광역시 동구 공항로53길 34-5 
상암 월드시티 주차장|37.5489023|126.8794472|서울특별시 마포구 월드컵로34길 13 
일산 뉴시티프라자 주차장|37.6788094|126.7622255|경기도 고양시 일산서구 일산로 571 
순천 미미갈비생각 주차장|34.961523|127.515301|전라남도 순천시 조례신대앞길 31 
봉담 수성빌딩|37.216404|126.9571767|경기도 화성시 동화길 6 
김포 장기음식주차타운|37.6448097|126.6684664 |경기도 김포시 김포한강1로78번길 7
고양 글로벌테마프라자 주차장|37.6275929|126.8275585|경기도 고양시 덕양구 성신로 10
멤브로메디컬센터|37.5736851|126.8096356|서울특별시 강서구 양천로 73 
진접농협 양지지점|37.6983262|127.200112|경기도 남양주시 진건오남로797번길 6
프로방스레지던스|37.0795414|127.0478656|경기도 평택시 신장로 46-1
동부빌딩지하주차장|37.2948943|127.6344969|경기도 여주시 세종로 31
진성주차장|35.8109369|128.5089781|대구광역시 달성군 비슬로543길 27 
에코브리지|37.5755978|127.1835394|경기도 하남시 미사강변중앙로 193
미디어주차장|37.7435989|127.0400053|경기도 의정부시 가능로98번길 65 
미금농협호평지점|37.6574578|127.2439284|경기도 남양주시 호평로67번길 21
충현빌딩|35.0771362|128.9753211|부산광역시 사하구 다대로 281 
이오스 오피스텔|37.2607464|127.0288622|경기도 수원시 권선구 권광로 145 
롯데슈퍼 내손점|37.3904725|126.9749502|경기도 의왕시 평의길 34 
로얄주차장|37.5660293|127.0221907|서울특별시 중구 난계로11길 29 (황학동) 
서린프라자|35.5754643|129.2384936|울산광역시 울주군 구영로 78 
아시스타워|37.4152678|126.6752862|인천광역시 연수구 용담로 111
신장림레포츠|35.0739425|128.974658|부산광역시 사하구 다대로 317
방학명품ESA2단지|37.6663901|127.0433991|서울특별시 도봉구 도봉로150길 43
하남성심병원|35.1667644|126.7986007|광주광역시 광산구 용아로 259 
오산 비비피아|37.145052|127.0688968|경기도 오산시 원동로37번길 30 
의정부 골든프라자3|37.7448522|127.095311| 경기도 의정부시 오목로205번길 21 (민락동) 
오산 탑프라자|37.14403|127.065896|경기도 오산시 오산로 193
흥덕웰스프라자|37.2765317|127.0693266|경기도 용인시 기흥구 흥덕중앙로 41 (영덕동, 흥덕웰스프라자)
화성메트로프라자|37.2109169|127.036113|경기도 화성시 병점로 37-6 (진안동, 메트로 프라자)
현대리치모아|37.4711795|126.8073852|경기도 부천시 범안로 117 (범박동, 현대리치모아)
하우스디엘타워 지식산업센터|37.5572389|127.1825079|경기도 하남시 미사동로 102-129 (풍산동) 조정대로 35
하남에스비비즈타워|37.5638098|127.1903054|경기도 하남시 미사강변동로 72 (망월동, 에스비비즈타워)
포천미들상가 주차장|37.9401188|127.1951647|경기도 포천시 용정경제로1길 13-13
평택 비전스퀘어|37.0027896|127.1029474|경기도 평택시 만세로 1866 (비전동) 비전동 1001-3
티엠(TM)타워|36.8591855|127.4362228|충청북도 진천군 중앙북로 14 (진천읍)
티앤스타빌딩|37.5203494|126.9281704|세종특별자치시 마음로 272-5 (고운동, 티앤스타빌딩) 
통진 원마트(롯데슈퍼)주차장|37.6901753|126.5962238|경기도 김포시 김포대로 2232 (통진읍)
통진 백산빌딩(국민은행)주차장|37.6900858|126.5965724|경기도 김포시 김포대로 2228 (통진읍)
케이스퀘어강남|37.4989239|127.0260184|서울특별시 강남구 테헤란로1길 10 (역삼1동, 세경빌딩) 역산동 819
청라 청연프라자|37.5315262|126.649617|인천 서구 중봉대로586번길 15
진접농협 본점|37.7195195|127.181192|경기도 남양주시 장현로107번길 1 (진접읍)
일산 모아주차프라자|37.6844844|126.7609578|경기도 고양시 일산서구 일산로 530 (일산동, 모아프라자)
이천 그랜드웨딩홀|37.277555|127.4455714|경기도 이천시 중리천로 98 (중리동, 그랜드웨딩홀)
용인한국마트|37.2929737|127.1230567|경기도 용인시 기흥구 구성로 134 (언남동) 237-3 한국마트
왜관대경주차장|35.9965244|128.3967112|경상북도 칠곡군 중앙로 241 (왜관읍)
옥포 세한푸드타워|35.8804509|128.4663573|대구광역시 달성군 돌미상업로1길 25 (옥포읍) 교항리 2911
오산세교 원진주차장|37.1757761|127.0501805|경기도 오산시 수목원로468번길 6-3 (신장동) 금암동 500-3
역삼세일빌딩|37.497205|127.0368578|서울특별시 강남구 논현로 414 (역삼2동, 세일빌딩)
여주종합터미널B 주차장|37.2886195|127.6334752|경기도 여주시 세종로113번길 11-12 (여흥동)
여주종합터미널A 주차장|37.2908952|127.63266|경기도 여주시 세종로 85 (여흥동, 여주종합터미널)
여주 동부주차장|37.2941638|127.6354617|경기도 여주시 여흥로128번길 13-10 (여흥동) 홍문동203
양주드림월드|37.7957233|127.0775284|경기도 양주시 고읍남로 6-9 (양주2동) 드림월드 주차장
스카이드림씨티|37.3522502|126.7370954|경기도 시흥시 역전로 298 (정왕본동) 역전로 300
순천 한국병원|34.9476189|127.5103158|전라남도 순천시 우명길 42 (연향동, 한국병원)
순천 워터피아주차장|34.9538755|127.5204318|전라남도 순천시 장선배기1길 20 (왕조2동, 워터피아) 4층 주차장
수화공단|37.5289951|126.8909453|서울특별시 영등포구 선유로 176 (양평제1동)
속초조광주차장|38.2019841|128.5886908|강원도 속초시 청초호반로 308 (금호동)
세양에이팩스타워|37.5184705|127.0238653|서울특별시 강남구 도산대로 158 
서희스타힐스(동대문)|37.5689415|127.068109|서울특별시 동대문구 장한로20길 7 
샤르망프라자|37.4378174|126.7936779|경기도 시흥시 은계번영길 40 (은행동, 샤르망프라자)
삼부르네상스|37.4785484|126.8984297|서울특별시 금천구 시흥대로152길 11-43 (독산제3동, 삼부 르네상스 플러스)
봉담 이원타워|37.2169058|126.9561378|경기도 화성시 동화길 85 (봉담읍)
발안 월드식자재마트|37.1296516|126.9082706|경기도 화성시 삼천병마로 190-8 (향남읍) 삼천병마로 192
반월MTV|37.2963923|126.7583745|경기도 안산시 단원구 시화호수로841번길 8 (성곡동)
미사푸르지오시티A동|37.5758531|127.1971715|경기도 하남시 미사동로37번길 125 (풍산동)
마포 정우상가맨션|37.5426678|126.9451845|서울특별시 마포구 토정로37길 46
마곡테크노타워I|37.5598886|126.8327042|서울특별시 강서구 마곡중앙6로 63 (마곡동, 마곡테크노타워) 
마곡 플레이스H|37.5619227|126.8247303|서울특별시 강서구 강서로 395 (가양제1동, 플레이스에이치)
롯데슈퍼가락|37.5005816|127.1212233|서울특별시 송파구 오금로36길 8 (가락본동)
롯데슈퍼 포항점|36.0306353|129.3655737|경상북도 포항시 북구 포스코대로 277 (죽도동)
롯데슈퍼 연수점|37.4069447|126.6706587|인천광역시 연수구 앵고개로 266 (동춘동, 한양2차아파트(롯데슈퍼))
로니관광호텔|37.2148492|127.0770401|전라북도 전주시 완산구 전주객사4길 74-50 (중앙동, MEDICALTOWER)
동탄 세정인디안타워|37.2148492|127.0770401|경기도 화성시 삼성1로 130 (동탄1동, 새정인디안타워)
동탄 비전월드|37.2111853|127.0342024|경기도 화성시 효행로 990 (진안동, 비젼월드)
동방숯가마사우나|37.5214311|126.8442394|서울특별시 양천구 신월로 220 (신월2동, 동방아파트)
대일빌딩 주차장|37.5673546|126.9815105|서울특별시 중구 남대문로10길 19 (명동)
대방디엠시티2차|37.568762|126.8380844|서울특별시 강서구 마곡동로10길 23 (마곡동, 마곡파크뷰대방디엠시티오피스텔)
뉴금천휘트니스|37.4700218|126.9051793|서울특별시 금천구 독산로54길 32 (시흥제4동, 금천구스포츠센타)
농협은행 포항시지부|36.0340274|129.3621871|경상북도 포항시 북구 죽도로 31 (죽도동, 농협)
농협 속초시지부|38.2025931|128.5872646|강원도 속초시 중앙로 165 (금호동)
나이스파크 월피점|37.3296172|126.8437994|경기도 안산시 상록구 예술광장1로 32 (월피동, 민방위교육장) 월피동 445-12
김포 현대프라자|37.6447248|126.6652338|경기도 김포시 김포한강4로 176 (장기동)
김포 원랜드아울렛(사우동) 지상주차장|37.618714|126.7145297|경기도 김포시 봉화로 14-12 (사우동) 사우동 241번지
김포 신유프라자|37.6366759|126.6387783|경기도 김포시 김포한강8로 169 (마산동)
김포 성원프라자|37.6874213|126.5862426|경기도 김포시 마송1로84번길 72 ★변동
권선종합상가|37.2558|127.0228405|경기도 수원시 권선구 세권로195번길 13 (권선동, 권선종합상가)
광주 성준빌딩|35.1469481|126.8710325|광주광역시 서구 월드컵4강로 114 (화정3동)
계산동 삼환1빌딩|37.5429992|126.723777|인천광역시 계양구 경명대로 1074 (계산1동, 삼환1빌딩)
경남은행 창원영업부|35.2181026|128.6723729|경상남도 창원시 성산구 중앙대로 23 (중앙동, 경남은행 창원영업부)
강릉교동 주차장|37.7680042|128.8750063|강원도 강릉시 하슬라로206번길 13 (교1동) 하슬라로206번길 12
LG베스트샵 전주본점|35.8333771|127.1211363|전라북도 전주시 완산구 백제대로 450 (서신동, 동원빌딩)
LG베스트샵 은평점|37.6012724|126.9223546|서울특별시 은평구 은평로 153 (응암동)
LG베스트샵 목동점|37.524808|126.8724435|서울특별시 양천구 오목로 335 (목1동)
LG베스트샵 동대전본점|36.3554061|127.4316755|대전광역시 동구 한밭대로 1269 (용전동)
LG베스트샵 금오본점|37.7536511|127.0677378|경기도 의정부시 호국로1519번길 2-5 (금오동)
일산 성원프라자|37.6766502|126.7827826|경기도 고양시 일산동구 하늘마을1로 8 (중산동) 
LG베스트샵 강릉본점|37.7701964|128.9177797|강원도 강릉시 경강로 2368 (송정동)
GS슈퍼 김포사우점 주차장|37.6188366|126.7156116|경기도 김포시 돌문로 43 (사우동)
대구 드림유료주차장|35.824865|128.5225896|대구광역시 달서구 조암로 42 (월성동) 
지구주차타워(구 창덕주차장)|37.6424364|126.7845068|경기도 고양시 일산동구 장백로 60 (백석2동) 
롯데슈퍼 일산점|37.6568885|126.773326|경기도 고양시 일산동구 고봉로 250 (중산동) 
동탄 GTX광장프라자|37.1984723|127.0958896|경기도 화성시 동탄오산로 86-11 동탄프리미엄빌
세종 금강프라자|37.4345126|126.9810044|세종특별자치시  한누리대로 157 (한솔동, 금강프라자) (반석 정형외과)
동탄 훼미리프라자|37.1942732|127.0715766|경기도 화성시 동탄솔빛로 61 (동탄2동, 훼미리빌딩) 
가나안빌딩|37.4886054|126.9806121|서울특별시 서초구 동작대로 134 (방배4동, 도림빌딩) 
나이스1사옥|37.5282927|126.9186154|서울특별시 영등포구 은행로 17 (여의동, 신화빌딩) 
석촌 CJ나인파크 B동|37.5062569|127.0968784|서울특별시 송파구 송파대로49길 53 (석촌동) 석촌동 24
석촌 CJ나인파크 A동|37.5062569|127.0968784|서울특별시 송파구 송파대로49길 53 (석촌동) 석촌동 24
우리은행 화양동지점|37.5479317|127.0635174|서울특별시 성동구 광나루로 324 (성수2가제3동, 우리은행화양동지점) 
우리은행 용문역지점|36.338279|127.3914915|대전광역시 서구 계룡로 645 (용문동, 우리은행) 
공덕더샵|37.5531089|126.948715|서울특별시 마포구 백범로 170 (아현동) 
진영상가 유료주차장|36.1342453|128.1141156|경상북도 김천시 부거리길 20 (대신동) 
에비뉴8번가 주차장|35.8676198|128.5915739|대구광역시 중구 중앙대로 391 (동성로3가) 
월드코아|37.3171226|126.8363793|경기도 안산시 단원구 중앙대로 915 (고잔2동, 월드코아빌딩) 
한라비발디루트|37.7439352|127.0468746|경기도 의정부시 호국로 1303 (의정부1동, 한라비발디루트) 
서학빌딩|37.4835176|126.9946212|서울특별시 서초구 효령로33길 55 (방배동) 
청석골 목포점|34.8134184|126.4193409|전라남도 목포시 옥암로 173 (하당동) 
트럼프스타주차장|35.8216392|128.5258144|대구 달서구 조암남로 42번지(월성동) 신한은행 월성
청주 미소랑코아 건물 주차장|36.6278849|127.4299131|충북 청주시 흥덕구 가경동 1137
안산 한국산업단지공단 경기지역본부|37.3139046|126.7937403|경기도 안산시 단원구 동산로 57 (초지동, 한국산업단지공단) 
경기캠퍼스프라자|37.301128|127.0431537|경기도 수원시 영통구 대학로 34 (이의동) 
동탄 청윤빌딩|37.208546|127.0605379|경기도 화성시 반송동 43-4(씨티병원)
세종 메가시티|36.5024513|127.2462489|세종특별자치시  도움1로 106 (종촌동, 메가시티) 
파주메트로프라자 상가주차장(원 게이트)|37.7543458|126.7789283|경기도 파주시 가나무로 143 (금릉동, 파주메트로프라자) 
한아름528|37.5434357|127.0677423|서울특별시 광진구 능동로13길 39 (화양동, 한아름건물) 한아름쇼핑센타
효성인텔리안 주차장|37.5525126|126.9543613|서울특별시 마포구 마포대로 208 (공덕동, 효성인텔리안) 
강남센터뷰|37.476614|127.112889|서울특별시 강남구 밤고개로 215 (자곡동, 방죽주유소) 자곡동 56-101
LG베스트샵 신대방점|37.4977532|126.9181762|서울특별시 동작구 여의대방로 122 (신대방제2동, OUTBACK신대방점) 
SR타워|37.878214|127.7243664|강원도 춘천시 명동길 23 (약사명동) 춘천시 죽림동 7-1(에스알타워)
초림프라자|37.3773683|127.1104292|경기도 성남시 분당구 백현로101번길 17 (수내1동, 초림프라자) 
화도 오월빌딩|37.6508288|127.2972643|경기도 남양주시 경춘로 1896-8 
롯데슈퍼 부곡점|37.5571033|126.9081313|경기도 의왕시 부곡시장4길 7 (부곡동, 롯데슈퍼) 
홍익대학교 제3기숙사|37.5571033|126.9081313|서울특별시 마포구 월드컵북로11길 33 (성산제1동) 성미산로 55 
동탄 메디피아|37.2060603|127.1087709|경기도 화성시 동탄순환대로 685 (영천동) 
LK트리플렉스주차장|36.632258|127.446328|충청북도 청주시 흥덕구 대농로 39 엘케이트리플렉스
용인 새롬프라자|37.2714241|127.1490305|경기도 용인시 기흥구 동백3로11번길 33 (동백동, 새롬프라자) 
대구리치프라자|35.8857957|128.5839037|대구광역시 북구 옥산로17길 14 (칠성동, 칠성동 리치프라자) 
탑마트 경남 고성점|34.9763071|128.3103639|경남 고성군 고성읍 성내로 28 (고성지점)
LG베스트샵 마산본점|35.2296846|128.5733112|경남 창원시 마산회원구 석전동 258-6
의왕농협 포일지점|37.397004|126.9841187|경기도 의왕시 포일세거리로 7 (포일동, 의왕농협 포일지점) 
산본 세종빌딩 주차장|37.359216|126.9281932|경기도 군포시 광정로 68
마곡G2프라자|37.5650604|126.8153269|서울시 강서구 마곡중앙6로 65
현대해상 울산점|35.5367654|129.3255424|울산광역시 남구 번영로 131
엔마트 아산점|36.912123|127.0554167|충청남도 아산시 둔포면 석곡길 16
엔마트 용인점|37.2409096|127.1014383|경기도 용인시 기흥구 공세로 236 (기흥동, 아가방물류센타) 
관정재단(한진해운)|35.1092566|129.0366195|부산광역시 중구 충장대로9번길 46 (중앙동, 한진해운빌딩)
중랑 신아타운|37.6063572|127.0924441|서울특별시 중랑구 봉화산로 194 (신내2동, 신아타운) 
탑마트 감천점|37.2617118|127.0274456|부산광역시 사하구 감천로 29 (감천제1동) 
지오베르크 오피스텔|37.2617118|127.0274456|경기도 수원시 권선구 효원로256번길 7 (권선동, 지오베르크) 
울산 포린마트|35.5356032|129.3387707|울산광역시 남구 화합로 122 (삼산동) 
탑마트 김해회동점 부설주차장|35.2305547|128.8560899|경상남도 김해시 분성로 104 (내외동) 1층 부설주차장
탑마트 기장점|35.237127|129.2152505|부산광역시 기장군 대청로71번길 5 (기장읍, 탑마트기장점) 
창원 SK테크노파크|35.2055412|128.6615544|경상남도 창원시 성산구 완암로 50 (웅남동, SK테크노파크) 
통탄 삼우메디타워|37.2042033|127.1333967|경기도 화성시 동탄순환대로 686(영천동 681-8)
용인 칼리지포인트|37.271814|127.1247818|경기도 용인시 기흥구 강남로 13 (구갈동, 칼리지포인트) 
탑마트 통영죽림점|34.8766157|128.4132737|경상남도 통영시 신죽1길 18 (광도면) 
김천 신협본점 주차장|36.1259188|128.0997472|경상북도 김천시 부곡중앙4길 32
LG베스트샵 원주단구점|37.3293631|\127.947881|강원도 원주시 서원대로 416 (단구동) 
김포 월드에비뉴주차타워|37.6354604|126.4948019|경기도 김포시 김포한강7로 93 (구래동, 월드에비뉴주차빌딩) 
농협은행 경산시지부|35.824185|128.7371478|경상북도 경산시 원효로 15 (중앙동, 농협중앙회 경산지부) 
탑마트 정관점|35.3147841|129.1701753|부산광역시 기장군 산단1로 133 
탑마트 연제점|35.8248607|128.5225896|부산광역시 연제구 중앙대로 1174 (거제제1동) 
대구플러스타워|35.8248607|128.5225896|대구광역시 달서구 조암로 42 (월성동) 
해피타워 주차빌딩|37.7517991|127.0662663|경기도 의정부시 부용로95번길 18 (자금동, 해피타워,해피플러스III) 
LG베스트샵 화명점|35.1618691|128.1127214|부산광역시 북구 금곡대로 260 (화명동) 
탑마트 진주호탄점|35.1618691|128.1127214|경상남도 진주시 동부로 73 (가호동) 
농협은행 김해동지점|35.2362637|128.9126394|경상남도 김해시 분성로 629 (안동) 
탑마트 김해외동점|35.2305547|128.8560899|경상남도 김해시 분성로 104 (내외동) 
한담노을주차장|33.4582314|126.3080042|제주 제주시 애월읍 곽지리 1365
남천 마리나|35.141911|129.1055539|부산광역시 수영구 광안해변로 44 (남천동, 남천 마리나) 
스흥테크노밸리지식산업센터|37.3053066|126.7852944|경기도 안산시 단원구 산단로 107 (초지동, 서흥테크노밸리) 
탑마트 죽도점|36.032985|129.3680955|경상북도 포항시 북구 죽도로 90 (죽도동) 
탑마트 사천점|35.0793862|128.084881|경상남도 사천시 옥산로 38 (서원유통(주)탑마트사천점) 
탑마트 온천점|35.2034664|129.0640643|부산광역시 동래구 아시아드대로 215 (온천동) 
IBK기업은행 창원지점|37.2810842|126.4829934|경상남도 창원시 성산구 용지로 38 (중앙동, 중소기업은행창원지점) 
십리포해수욕장 제2주차장|37.2810842|126.4829934|인천광역시 옹진군 영흥북로 411 (십리포해수욕장주차장) 에이원마트
십리포해수욕장 제1주차장|37.2816735|126.4844948|인천광역시 옹진군 영흥북로 382 (십리포해수욕장주차장) 우성리조트
탑마트 기장서부점|35.2457715|129.2077996|부산광역시 기장군 읍내로 49 (기장읍, 탑마트) 
율곡스퀘어KTX|36.1148597|128.1791781|경상북도 김천시 율곡동 814 율곡스퀘어KTX
에이원프라자|35.1530719|129.0585339|부산광역시 부산진구 중앙대로 668 (부전동, 에이원플라자)
엔프라자(노스마트수원)|37.2777217|126.9765985|경기도 수원시 권선구 수인로196번길 1 (서둔동) 
세정아울렛 장림점|35.0837307|128.9755757|부산광역시 사하구 다대로 207 (장림2동, 세정아울렛) 
금천 새마을금고 빌딩|36.6286861|127.5089412|충청북도 청주시 상당구 중고개로 320 (금천동, 정성크리닉센타) 
탑마트 초량점|35.5391765|129.3396054|부산광역시 동구 초량로13번길 53 (초량제2동) 
LG베스트샵 남울산점|35.5391765|129.3396054|울산광역시 남구 삼산로 300 (삼산동) (엘지베스트샵)
오창프라자1|36.7120664|127.4263053|충청북도 청주시 청원구 중심상업로 7 
청라 청연프라자|37.5222273|126.6322879|인천광역시 서구 중봉대로589번길 9-19
나이스파크 월피점|37.329613|126.8437941|경기도 안산시 상록구 예술광장1로 32
용인 한국마트|37.2919432|127.1208557|경기도 용인시 기흥구 구성로 134
여주종합터미널 B주차장|37.2908754|127.6332206|경기도 여주시 세종로113번길 11-22
여주종합터미널 A주차장|37.5704182|126.9758442|경기도 여주시 세종로 85
수화공단|37.5289909|126.8909453|서울특별시 영등포구 선유로 176
양주드림월드|37.7957191|127.0775284|경기도 양주시 고읍남로 6-9
권선종합상가|37.2557892|127.0231847|경기도 수원시 권선구 세권로195번길 13
세양에이팩스타워|37.5184663|127.02386|서울특별시 강남구 도산대로 158
대일빌딩 주차장|37.5673504|126.9815052|서울특별시 중구 남대문로10길 19
마포 정우상가맨션|37.5426636|126.9451792|서울특별시 마포구 토정로37길 46
동탄 세정인디안타워|37.215362|127.0768059|경기도 화성시 삼성1로 130
동탄 비전월드|37.2111787|127.0341655|경기도 화성시 효행로 990
LG베스트샵 동대전본점|36.35509|127.4356715|대전광역시 동구 한밭대로 1269(용전동)
농협은행 속초시지부|38.2062339|128.5877084|강원도 속초시 중앙로 165(금호동)
석촌 CJ나인파크|37.5061626|127.0989321|서울특별시 송파구 석촌동 24
신촌역사 주차장|37.5598311|126.9400482|서울특별시 서대문구 신촌역로 30(신촌동,신촌민자역사)
나이스1사옥|37.5283199|126.9207620|서울시 영등포구 은행로 17
에스유종합건설|36.1207070|128.1753949|경상북도 김천시 해오름1로1길 6-13
강화준프라자| 37.7453893 |126.4868322|인천광역시 강화군 강화대로 395
이마트에브리데이 오포신현점|37.366664|127.161019|경기도 광주시 오포읍 새말길 78
이마트에브리데이 신영통점|37.2361283|127.0601558|경기도 화성시 영통로 75 (반월동) 
속초크루즈호텔 주차장|38.2031086|128.5819174|강원도 속초시 청학로 11 (교동) 청학동 482-525
가평 플러스마트 현리점|37.8179967|127.3493882|경기도 가평군 조종희망로 8 
순천종합터미널|34.9476100|127.4913698|전라남도 순천시 장천3길 13 (장천동, 순천종합버스터미널) 
에그엘로우 주차장|37.4809645|126.9521038|서울특별시 관악구 남부순환로 1820 (청룡동, 에그엘로우) 
홍익대학교|37.5512063|126.9255395|서울특별시 마포구 와우산로 94 (서강동, 홍익대학교) 
판부농협 하나로마트|37.3206590|127.9645577|강원도 원주시 치악로 1531 (반곡관설동, 판부농협) 
판부농협 지상주차장|37.3206590|127.9645577|강원도 원주시 치악로 1531 (반곡관설동, 판부농협) 
오산 코스모타워|37.1414843|127.0704107|경기도 오산시 오산로160번길 15 (대원동, 코스모타워) 
안양103에비뉴|37.3991582|126.9354289|경기도 안양시 동안구 관악대로 103 (비산1동) 
성서중앙빌딩주차장|35.8549529|128.5109883|대구광역시 달서구 이곡공원로 32 (이곡1동) 
서초현대타워|37.4963728|127.0278635|서울특별시 서초구 강남대로 375 (서초2동, 서초현대타워아파트) 
북부정류장 주차장| 35.8852860 |128.5551351|대구광역시 서구 서대구로 295 (비산7동) 
동탄 신유메디프라자|37.1971942|127.0977682|경기도 화성시 동탄대로19길 10 (오산동) 
동아대학교 승학캠퍼스|35.1161349|128.9675077|부산광역시 사하구 낙동대로550번길 37 (하단제2동, 동아대학교) 
동아대학교 부민캠퍼스|35.1049071|129.0187732|부산광역시 서구 구덕로 225 (부민동, 동아대학교부민캠퍼스) 
동아대학교 구덕캠퍼스|35.1207570| 129.0187250 |부산광역시 서구 대신공원로 32 (동대신동3가, 동아대학교구덕캠퍼스) 
건국빌딩|37.5735293|126.9873226|서울특별시 종로구 삼일대로 437 (종로1.2.3.4가동, 건국빌딩) 
강일타워|37.5656489|127.1738035|서울특별시 강동구 아리수로93길 27 (강일동, 강일타워) 
청룡빌딩| 35.1886456 | 126.8986869 |광주광역시 북구 설죽로 325 (매곡동) 
용인강남앤플러스| 37.2710531 | 35.1886456 |경기도 용인시 기흥구 강남로 3 (구갈동, 강남앤플러스) 
미광스포렉스 신관|35.8549421|128.5117272|대구광역시 달서구 이곡공원로 38 (이곡1동) 신관
미광스포렉스 본관|35.8543241|128.5123314|대구광역시 달서구 이곡동로 55 (이곡1동) 
로얄타운|37.3539121|126.7239898|경기도 시흥시 옥구상가2길 4 (정왕3동, 로얄타운) 
농협은행 삼천포지점|34.9288346|128.0737125|경상남도 사천시 수남길 8 (선구동, 농협중앙회삼천포지점) 
농협은행 창원시지부|35.2199010|128.6792250|경상남도 창원시 성산구 상남로 63 (중앙동) 
파르코오피스텔|37.6801905|127.0558154|서울특별시 노원구 동일로 1700 (상계1동, 토마토파르코) 
창원 새롬아이포빌|35.2177711|128.6771978|경상남도 창원시 성산구 상남로 35 (중앙동, 새롬아이포빌) 
신창비바패밀리 오피스텔|37.5612965|127.0633446|서울특별시 성동구 천호대로 400 (용답동, 신창비바패밀리) 
등촌노블리움|37.5605380|126.8555624|서울특별시 강서구 양천로 500 (등촌제1동, 노블리움오피스텔) 
공주터미널 주차장|36.4684442|127.1348665|충청남도 공주시 신관로 74 (신관동) 
강남 미림타워|37.4972954|127.0296173|서울특별시 강남구 테헤란로4길 14 (역삼1동, 미림타워) 
울산 이정프라자| 35.5602990 |129.3576939|울산광역시 북구 명촌2길 3 (효문동) 
양산 치선프라자(치선타운)|35.3287175|129.0143016|경상남도 양산시 범어로 62 (치선타운) 
넥스타워| 35.1220917 |126.8982889|광주광역시 남구 서문대로701번길 2 (진월동) 
산본원광대병원|37.3594231|126.9335932|경기도 군포시 산본로 321 (광정동, 원광대학교의과대학산본병원) 
부산 지오플레이스 주차장|35.1494526|129.0639977|부산광역시 부산진구 동천로 4 (전포제1동, 지오플레이스) 
더블유타워|37.5669962|126.8170516|서울특별시 강서구 방화대로 294 (방화제1동, 마곡더블유타워) 
김천혁신농협|36.1214150|128.1815030|경상북도 김천시 혁신로 238 (율곡동, NH빌딩) 
롯데마트 삼계점|35.2330280|128.5040713|경상남도 창원시 마산회원구 경남대로 927 (내서읍, 롯데마트 삼계점) 
마산 메트로몰상가|35.2237254|128.5845665|경상남도 창원시 마산회원구 삼호로 80 (양덕2동, 메트로시티2단지) 
