BRANCH|SERVICENM|TELL|ADDR|XCORD|YCORD
풍향점 기아오토큐|전문서비스|0622668285|광주광역시 북구 필문대로 105  풍향동|126.932375|35.158315
양산점 기아오토큐|전문서비스|0625720777|광주광역시 북구 하서로 381  양산동|126.875589|35.205708
금호점 기아오토큐|전문서비스|0623738575|광주광역시 서구 금호운천길 3|126.8596278|35.1325
농성점 기아오토큐|전문서비스|0623518582|광주광역시 서구 상무대로 1094-1  농성동|126.8837083|35.1495417
상무점 기아오토큐|전문서비스|0623768272|광주광역시 서구 상무민주로5번길 20  쌍촌동|126.8584694|35.1464028
광주서비스센터|직영서비스센터|0623718585|광주광역시 서구 죽봉대로 36 (농성동)|126.878725|35.1573167
쌍촌점 기아오토큐|전문서비스|0623838272|광주광역시 서구 천변좌하로 430  유촌동|126.8606278|35.1636083
본리점 기아오토큐|전문서비스|0535620303|대구 달서구 용산로 14-1|128.533249|35.835786
대명점 기아오토큐|전문서비스|0536538285|대구광역시 남구 대명로 85  대명동, 기아자동차|128.569572|35.836782
신당점|전문서비스|0535838582|대구광역시 달서구 달구벌대로 1204  신당동|128.5013961|35.8485309
남대구종합서비스|종합서비스|0535825211|대구광역시 달서구 성서공단로54길 8|128.5133972|35.8316944
상인점 기아오토큐|전문서비스|0536373939|대구광역시 달서구 월곡로45길 6  상인동|128.542941|35.811935
㈜현풍점 기아오토큐|전문서비스|0536140085|대구광역시 달성군 현풍면 비슬로 626 (원교리 1087-10)| | 
화원점|전문서비스|0536369002|대구광역시 달성군 화원읍 사문진로 361|128.4914474|35.8045806
신천점 기아 오토큐|전문서비스|0537551722|대구광역시 동구 국채보상로 839  신천동|128.624992|35.864625
신천동부점 기아오토큐|전문서비스|0537410120|대구광역시 동구 동부로 61  신천동|128.62153|35.872313
신암점 기아오토큐|전문서비스|0539568285|대구광역시 동구 동북로 312 (신암동)|128.628183|35.887445
용계점 기아오토큐|전문서비스|0539848206|대구광역시 동구 동촌로 356  용계동|128.680444|35.873809
(버스전담)창신종합중기정비|종합서비스|0533825900|대구광역시 북구 신천동로 980  산격동|128.59715|35.899423
고성점 기아 오토큐|전문서비스|0533590330|대구광역시 북구 옥산로 72  고성동3가|128.585623|35.881526
태전점 기아오토큐|전문서비스|0533128955|대구광역시 북구 태전로 52  태전동|128.546648|35.922242
동천점 기아오토큐|전문서비스|0533260303|대구광역시 북구 팔거천동로26길 4-20  동천동|128.558546|35.931763
대구서비스센터|직영서비스센터|0533518585|대구광역시 북구 팔달로 53  노원동3가|128.5584167|35.8879417
평리점 기아오토큐|전문서비스|0535591030|대구광역시 서구 북비산로 231-4  평리동|128.560398|35.876344
서대구서비스기아오토큐|종합서비스|0532958585|대구광역시 서구 서대구로63길 57|128.5568237|35.8875293
중리점 기아오토큐|전문서비스|0535667999|대구광역시 서구 평리로 249  중리동|128.552958|35.8598423
들안길상동점|전문서비스|0537616556|대구광역시 수성구  들안로 95|128.6186944|35.8354333
노변점 기아오토큐|전문서비스|0537943883|대구광역시 수성구 고산로 71 , 74-1 노변동|128.706024|35.834141
만촌점 기아오토큐|전문서비스|0537465777|대구광역시 수성구 무열로 79  만촌동|128.651673|35.862377
중동점 기아오토큐|전문서비스|0537668584|대구광역시 수성구 수성로 254|128.6155242|35.845484
수성종합서비스 기아오토큐|종합서비스|0537680119|대구광역시 수성구 신천동로 25(상동)| | 
가양점|전문서비스|0426311993|대전 동구 가양로 4|127.439785|36.335564
가장점㈜|전문서비스|0425350331|대전 서구 갈마로 301(가장동)|127.3878479|36.3282287
도안점기아오토큐|전문서비스|0425328585|대전 유성구 원신흥로100번길 3-14|127.3501281|36.3359955
안영점㈜|전문서비스|0425840050|대전 중구 안영동 660-1| | 
대전서비스센터|직영서비스센터|0426218585|대전광역시 대덕구 대화로50번길 89 (대화동)|127.4208056|36.3666083
상서점|전문서비스|0429328534|대전광역시 대덕구 덕암로 160  상서동|127.424412|36.43179
덕암점|전문서비스|0429365757|대전광역시 대덕구 덕암로 264  덕암동|127.427898|36.440929
신탄진종합서비스|종합서비스|0429318282|대전광역시 대덕구 벚꽃길 106 (상서동 292)|127.4249267|36.4265093
송촌점|전문서비스|0426733436|대전광역시 대덕구 선비마을로6번길 7-23  송촌동|127.449134|36.359678
으뜸자동차|종합서비스|0422821500|대전광역시 동구 대전로 261  대성동, 으뜸자동차공업사|127.4645843|36.2885038
용전점|전문서비스|0426738582|대전광역시 동구 한밭대로 1309-1  용전동|127.4426574|36.3497704
(자)유승기업사|종합서비스|0425230033|대전광역시 서구 계룡로 510  탄방동|127.381989|36.341175
관저점기아오토큐|전문서비스|0425418001|대전광역시 서구 구봉산북로21번길 64-9 (관저동)|127.3276214|36.2943166
남선점기아오토큐|전문서비스|0425344803|대전광역시 서구 도산로 469|127.401978|36.340705
갈마점|전문서비스|0425368570|대전광역시 서구 신갈마로 177  갈마동|127.370036|36.346591
도룡점|전문서비스|0428615556|대전광역시 유성구 가정로 316  도룡동|127.3796691|36.3823759
테크노밸리점|전문서비스|0429348588|대전광역시 유성구 관평동 738|127.3937683|36.4243967
노은점|전문서비스|0424778024|대전광역시 유성구 노은서로76번길 27|127.3163222|36.364625
구암점|전문서비스|0428258585|대전광역시 유성구 유성대로 640  구암동|127.3306579|36.3482439
대흥점|전문서비스|0422548572|대전광역시 중구 대흥로 56  대흥동|127.421184|36.320543
목동점|전문서비스|0422268031|대전광역시 중구 동서대로 1361 (목동)| | 
대창기업|종합서비스|0425821701|대전광역시 중구 유등천동로324번길 6  산성동|127.390193|36.308331
모라점|전문서비스|0513256677|부산 사상구 모라2동 1361|128.9922806|35.1811472
해금모터스|종합서비스|0518319910|부산광역시 강서구 녹산산업북로193번길 32 (송정동 1556-6) 송정동|128.8461917|35.0962222
에이플러스모터스|종합서비스|0515214972|부산광역시 금정구 공단로 49  금사동 73-6 , 73-7|129.1162109|35.2151902
남산점 기아오토큐|전문서비스|0515148285|부산광역시 금정구 금강로 600  남산동, 기아자동차서비스센터|129.0902167|35.2578972
부곡점 기아오토큐|전문서비스|0515158514|부산광역시 금정구 서부곡로 20  부곡동, 기아카센터|129.09228|35.223338
금정모터스|종합서비스|0515182525|부산광역시 금정구 중앙대로 1691  부곡동, 부산시지정 자동차검사소|129.0937194|35.2322333
기장점 기아 오토큐|전문서비스|0517242291|부산광역시 기장군 기장읍 대청로 33  |129.2157897|35.2350771
정관점 기아오토큐|전문서비스|0517284545|부산광역시 기장군 정관면 용수로 72  미세린타이어정관대리점|129.1764861|35.3252806
현대기아남구정비서비|종합서비스|0516219204|부산광역시 남구 신선로 340  용당동, 기아자동차금성정비|129.098544|35.113398
용호점 기아오토큐|전문서비스|0516111184|부산광역시 남구 용호로 176  용호동, 기아자동차큐서비스|129.112983|35.113607
사직점 기아오토큐|전문서비스|0515072828|부산광역시 동래구 미남로 17  사직동|129.0738583|35.1925222
안락점 기아오토큐|전문서비스|0515328285|부산광역시 동래구 충렬대로 498  안락동|129.114736|35.191246
원스탑1급자동차정비|종합서비스|0518921649|부산광역시 부산진구 가야대로 561  가야동|129.035705|35.151591
당감점 기아오토큐|전문서비스|0518919119|부산광역시 부산진구 동평로 53  당감동|129.037675|35.1621278
수정자동차정비|종합서비스|0513358285|부산광역시 북구 금곡대로 100  덕천동, 수정자동차공업사|129.008265|35.214893
화명점 기아오토큐|전문서비스|0513615555|부산광역시 북구 금곡대로 418  화명동|129.0154944|35.24275
만덕점 기아오토큐|전문서비스|0513358297|부산광역시 북구 만덕3로 12  만덕동, 기아모터스|129.027415|35.209297
부산서비스센터|직영서비스센터|0513148585|부산광역시 사상구 가야대로 141  감전동, 기아자동차써비스부산사업소|128.9904251|35.1470606
주례점|전문서비스|0513158285|부산광역시 사상구 가야대로 336|129.0116806|35.1476956
삼덕정비|종합서비스|0513153225|부산광역시 사상구 가야대로 85  감전동, 삼덕자동차정비|128.984457|35.147871
괘법점|전문서비스|0513150025|부산광역시 사상구 새벽로 189|128.9858856|35.1550776
경남정비공업사|종합서비스|0513130501|부산광역시 사상구 학감대로237번길 13  감전동, 경남정비공업사|128.991789|35.148869
제일정비|종합서비스|0513121001|부산광역시 사상구 학장로317번길 82  학장동, 1급사상오토월드정비|128.9978583|35.145625
다대점 기아오토큐|전문서비스|0512637770|부산광역시 사하구 다대로 605  다대동|128.9735167|35.0495083
사하정비공업사|종합서비스|0512665511|부산광역시 사하구 다대로320번길 14  장림동|128.9769333|35.0710194
부산정비|종합서비스|0512632111|부산광역시 사하구 을숙도대로 670  장림동|128.9810167|35.0814667
하단점 기아오토큐|전문서비스|0512088528|부산광역시 사하구 하신번영로 381-2  하단동|128.9623222|35.1119389
부산부기산업|종합서비스|0512654477|부산광역시 사하구 하신중앙로 107 (신평동 370-76) 신평동|128.9672241|35.0858978
서대신점 기아오토큐|전문서비스|0512558285|부산광역시 서구 보수대로 228  동대신동3가|129.0157972|35.1103972
민락점 기아오토큐|전문서비스|0517598585|부산광역시 수영구 광남로 232 (민락동)|129.1263504|35.1557859
망미점 기아 오토큐|전문서비스|0517510082|부산광역시 수영구 연수로 290-1  망미동|129.1051635|35.169915
거제점 기아오토큐|전문서비스|0518628554|부산광역시 연제구 거제대로 144  거제동|129.0721806|35.1781389
연산점 기아오토큐|전문서비스|0518649098|부산광역시 연제구 반송로 110  연산동|129.092648|35.189471
협신자동차서비스㈜|종합서비스|0518610430|부산광역시 연제구 월드컵대로 180  거제동|129.0794139|35.1850444
영도점 기아오토큐|전문서비스|0514038286|부산광역시 영도구 태종로 156 (봉래동3가) |129.0693806|35.066475
영주점 기아오토큐|전문서비스|0514661717|부산광역시 중구 대영로 237  영주동|129.0387889|35.1091472
우동점 기아오토큐|전문서비스|0517444123|부산광역시 해운대구 우동1로 9-7|129.1572778|35.1594333
동부산종합서비스 기아오토큐 |종합서비스|0517025600|부산광역시 해운대구 해운대로 1083 (송정동)| | 
중동점|전문서비스|0517311322|부산광역시 해운대구 해운대로 759 (중동)|129.1746861|35.1642222
재송점 기아오토큐|전문서비스|0517820835|부산광역시 해운대구 해운대로61번길 20  재송동|129.1239667|35.1888639
세종서비스 기아오토큐|종합서비스|0448638080|세종특별자치시 조치원읍 번암공단2길 2|127.2964019|36.5801948
조치원점|전문서비스|0448650886|세종특별자치시 조치원읍 충현로 198|127.296293|36.603296
삼산점 기아오토큐|전문서비스|0522612966|울산광역시 남구 삼산로301번길 12-27  삼산동|129.3438778|35.5385611
신정점 기아오토큐|전문서비스|0522273901|울산광역시 남구 신정로 186  신정동|129.3197278|35.5449611
달동점|전문서비스|0522769201|울산광역시 남구 중앙로128번길 10 (달동)|129.3186583|35.5263917
동영1급종합정비|종합서비스|0522661424|울산광역시 남구 화합로14(여천동)|129.3463639|35.5238583
방어점 기아오토큐|전문서비스|0522010277|울산광역시 동구 문현로 76  방어동|129.4135513|35.4788186
호계점 기아오토큐|전문서비스|0522923800|울산광역시 북구 동대8길 1  호계동|129.3581771|35.6247008
울산북구모터스|종합서비스|0522949310|울산광역시 북구 산업로 1472|129.3469848|35.636186
무거점 기아오토큐|전문서비스|0522477007|울산광역시 울주군 범서읍 장검길 21 (굴화리 343-4) |129.2571792|35.5534632
언양점 기아오토큐|전문서비스|0522625001|울산광역시 울주군 삼남면 남상평3길 52 (남상평3길52)|129.1134111|35.5623389
온산점 기아 오토큐|전문서비스|0522371162|울산광역시 울주군 온산읍 신경5길 4  |129.3096008|35.4304904
삼영공업사|종합서비스|0522573939|울산광역시 울주군 청량면 온산로 732-10|129.310875|35.4895389
교동점 기아오토큐|전문서비스|0522451651|울산광역시 중구 명륜로 125  교동|129.318883|35.557491
병영점 기아오토큐|전문서비스|0522962630|울산광역시 중구 병영로 74 (서동 222-2) 서동|129.3486|35.5730194
제일공업사|종합서비스|0522873901|울산시 북구 염포로 248-2 (효문동)|129.36798|35.557639
세기자동차|종합서비스|0328338585|인천 남구 학익동 587-71|126.6378972|37.4377056
만수점 기아오토큐㈜|전문서비스|0324668285|인천 남동구 구월로 342 (만수동 947-2)| | 
간석점 기아오토큐|전문서비스|0324395246|인천 남동구 백범로 419-1|126.706625|37.4645389
신포점 기아오토큐|전문서비스|0327654455|인천 중구 사동 24-2|126.6280167|37.4655972
강화점 기아오토큐|전문서비스|0329340202|인천광역시 강화군 강화읍 중앙로 79  |126.4903717|37.7361029
계산교대점 기아오토큐|전문서비스|0325545714|인천광역시 계양구 경명대로 1027  계산동|126.7230056|37.5410889
서운점 기아오토큐|전문서비스|0325415415|인천광역시 계양구 아나지로 391  작전동|126.7380065|37.5228727
계산점|전문서비스|0325418582|인천광역시 계양구 용마루길 6, 계산점기아오토큐(주) (용종동)|126.7446823|37.5397433
효성점 기아오토큐|전문서비스|0325494236|인천광역시 계양구 효서로 100  효성동|126.708873|37.524849
도림점|전문서비스|0324415583|인천광역시 남동구 논고개로 259  도림동|126.7279417|37.4111333
구월점|전문서비스|0324689201|인천광역시 남동구 인주대로 722|126.7193832|37.4462009
승일자동차공업|종합서비스|0324428572|인천광역시 남동구 청능대로 459  고잔동, 승일자동차정비공장|126.712841|37.396429
동인천서비스|종합서비스|0327618285|인천광역시 동구 인중로 429|126.624382|37.4844787
주안점 기아오토큐|전문서비스|0324338582|인천광역시 미추홀구 경원대로 720 (주안동)|126.6923217|37.4439478
인천서비스센터|직영서비스센터|0325818585|인천광역시 미추홀구 경인로 309 (도화동 378-15), 기아자동차정비사업소|126.6774368|37.4573075
학익점 기아오토큐|전문서비스|0328745201|인천광역시 미추홀구 매소홀로 452, (학익동) (학익동)|126.673975|37.436844
도화중부점 기아오토큐|전문서비스|0328758285|인천광역시 미추홀구 석정로 292, (도화동) (도화동)|126.669686|37.464981
주안남부점|전문서비스|0328740949|인천광역시 미추홀구 인주대로 322-1 (주안동)|126.6807833|37.4489611
용현점|전문서비스|0328861551|인천광역시 미추홀구 토금중로 12 (용현동)|126.6367861|37.451
부개점 기아오토큐|전문서비스|0325040331|인천광역시 부평구 경인로 1096(부개동)|126.7436028|37.48295
부평점 기아오토큐|전문서비스|0325018582|인천광역시 부평구 부흥로 379-1  부개동|126.7364389|37.4953083
갈산점 기아오토큐|전문서비스|0325231538|인천광역시 부평구 장제로257번길 9  갈산동|126.7330583|37.5058361
삼신공업사|종합서비스|0325283030|인천광역시 부평구 청중로 104  청천동|126.7108639|37.5139389
가좌서부점 기아오토큐|전문서비스|0325848585|인천광역시 서구 건지로 296  가좌동|126.677189|37.496283
인천대형서비스 기아오토큐|종합서비스|0325814572|인천광역시 서구 건지로 45-41| | 
왕길점㈜|전문서비스|0325682277|인천광역시 서구 봉수대로 1372|126.6544647|37.5935179
북인천서비스|종합서비스|0325848031|인천광역시 서구 봉수대로170번길 9|126.663568|37.488112
연희점㈜|전문서비스|0325676100|인천광역시 서구 서곶로 340|126.6792221|37.5451775
서인천서비스|종합서비스|0325768582|인천광역시 서구 열우물로 205 (가좌동)|126.6889114|37.4787514
석남점기아오토큐|전문서비스|0325798285|인천광역시 서구 염곡로 280  석남동, 기아 모터스|126.670646|37.50677
마전점|전문서비스|0325611255|인천광역시 서구 완정로34번길 57-25|126.6773452|37.5954718
가좌점|전문서비스|0325752422|인천광역시 서구 원적로 120 1층 가좌동, 인성프라자|126.6876373|37.4934788
동춘점㈜|전문서비스|0328315101|인천광역시 연수구 앵고개로 125| | 
연수점㈜|전문서비스|0328157784|인천광역시 연수구 한나루로124번길 4|126.653656|37.4195852
동서자동차|종합서비스|0328815511|인천광역시 중구 서해대로 402|126.635494|37.459516
영종점 기아오토큐|전문서비스|0327518588|인천광역시 중구 운남동로3번길 5  운남동|126.5351638|37.4854191
연안자동차|종합서비스|0328898585|인천광역시 중구 축항대로86번길 66  항동7가|126.6053161|37.448686
논현고잔점|전문서비스|0324340478|인천시 남동구 논현고잔로 144|126.7167358|37.392878
대성자동차써비스㈜|종합서비스|0613373232|전남 나주시 금천면 영산로 5678 (원곡리 257)|126.7515972|35.0318861
학동점 기아오토큐(유)|전문서비스|0616858682|전남 여수시 선소로 15|127.6656188|34.7542252
완도점|전문서비스|0615532877|전남 완도군 완도읍 개포로 11-14 (군내리 1263-4)|126.75332|34.313444
장흥점 기아오토큐|전문서비스|0618642929|전남 장흥군 장흥읍 원도리 82-1번지|126.9197194|34.6810639
강진공업사|종합서비스|0614330049|전라남도 강진군 강진읍 해강로 1404  |126.759165|34.626258
고흥점 기아오토큐|전문서비스|0618358575|전라남도 고흥군 고흥읍 고흥로 1583-3  |127.2773194|34.593025
고흥자동차정비공업사|종합서비스|0618331001|전라남도 고흥군 고흥읍 봉동주공길 6|127.290192|34.604227
도양점|전문서비스|0618430055|전라남도 고흥군 도양읍 우주항공로 7|127.1427993|34.5217003
광양자동차공업|종합서비스|0617938585|전라남도 광양시 강변로 93  광영동|127.730647|34.952337
광양점 기아오토큐|전문서비스|0617622662|전라남도 광양시 광양읍 순광로 634 (인서리 367-1) |127.5933056|34.9681806
(유)메디컬자동차공업사|종합서비스|0617232711|전라남도 광양시 광양읍 주령길 7|127.5527194|34.9618361
중마점 기아오토큐|전문서비스|0617938572|전라남도 광양시 발섬3길 14  중동|127.701925|34.9308222
기아오토큐 백운점|전문서비스|0617944141|전라남도 광양시 오류로 17  중동|127.6969604|34.9370115
구례점 기아오토큐|전문서비스|0617818585|전라남도 구례군 구례읍 동편제길 27  기아모터스|127.463748|35.21213
1급대양자동차정비공|종합서비스|0613370678|전라남도 나주시 세지면 예향로 3148  1급대양자동차정비공업사|126.7147861|34.9359833
송월점 기아오토큐|전문서비스|0613338872|전라남도 나주시 예향로 4190  송월동, 기아자동차 카클리닉 남외점|126.7137278|35.0238833
담양점 기아오토큐|전문서비스|0613818590|전라남도 담양군 담양읍 추성로 1227  |126.974516|35.315627
목포서비스 기아오토큐(유)|종합서비스|0612838777|전라남도 목포시 남악로58번길 10|126.4473571|34.8004347
옥암점 기아오토큐|전문서비스|0612838235|전라남도 목포시 부흥로 115  옥암동|126.435121|34.802094
용해점 기아오토큐|전문서비스|0612786556|전라남도 목포시 삼학로 263  용해동|126.409713|34.791214
상동점 기아오토큐|전문서비스|0612848585|전라남도 목포시 석현로35번길 1 (석현동 668-6) 석현동|126.4263|34.8135257
산정점 기아오토큐|전문서비스|0612728277|전라남도 목포시 연산로 81 (산정동 233-17) 산정동|126.3857111|34.8009833
태원정비|종합서비스|0612831194|전라남도 목포시 영산로 600  석현동|126.4235839|34.8152842
무안자동차정비공업사|종합서비스|0614537600|전라남도 무안군 무안읍 무안중앙로 76  기아자동차공업사|126.473456|34.988257
신흥정비공업사|종합서비스|0618574972|전라남도 보성군 벌교읍 채동선로 85  |127.345831|34.828855
보성점 기아오토큐|전문서비스|0618520025|전라남도 보성군 보성읍 봉화로 38|127.0795669|34.7599587
조례점 기아오토큐|전문서비스|0617274500|전라남도 순천시 남신월길 43(조례동)|127.5226669|34.9538699
동외점|전문서비스|0617438544|전라남도 순천시 동문외1길 3  동외동|127.490715|34.952319
동명자동차공업사|종합서비스|0617458585|전라남도 순천시 원연향길 16  연향동, 동명자동차공업사|127.52317|34.931314
(버스전담)효천종합자동차정비|종합서비스|0617448266|전라남도 순천시 인월동 산8-1|127.4859008|34.8964194
가곡점 기아오토큐|전문서비스|0617510880|전라남도 순천시 중앙로 397  가곡동, 기아자동차Q서비스|127.4870944|34.9775667
풍덕점 기아오토큐|전문서비스|0617458582|전라남도 순천시 풍덕동 1283-9|127.496075|34.9380389
순천서비스기아오토큐|종합서비스|0617250900|전라남도 순천시 해룡면 상성길 302|127.5388183|34.940791
봉산점 기아오토큐|전문서비스|0616422682|전라남도 여수시 대교로 17-1  봉산동|127.725442|34.733039
둔덕점 기아오토큐|전문서비스|0616817731|전라남도 여수시 둔덕8길 7-7 (둔덕동 436-2) 둔덕동|127.6963653|34.766608
여천점 기아오토큐|전문서비스|0616618585|전라남도 여수시 반월길 13-3  여천동|127.6638793|34.7738618
화장점 기아오토큐|전문서비스|0616818585|전라남도 여수시 성산3길 7  화장동|127.6502167|34.7742972
남여수종합서비스㈜|종합서비스|0616928285|전라남도 여수시 소라면 소호관기로 143| | 
문수점 기아오토큐|전문서비스|0616548585|전라남도 여수시 여문2로 121  문수동|127.700613|34.751179
엑스포정비서비스|종합서비스|0616917116|전라남도 여수시 여수산단로 232|127.667827|34.800046
여수자동차공업사|종합서비스|0616544958|전라남도 여수시 좌수영로 422  미평동|127.705357|34.763844
영광점 기아오토큐|전문서비스|0613535568|전라남도 영광군 영광읍 천년로10길 4  |126.501851|35.269241
한진1급 자동차공업사|종합서비스|0613928822|전라남도 장성군 장성읍 축령로 51  |126.7762374|35.3052095
장성점 기아오토큐|전문서비스|0613928538|전라남도 장성군 황룡면 함장로 5310  |126.7714996|35.2907568
진도점 기아오토큐|전문서비스|0615425788|전라남도 진도군 진도읍 동외1길 28  |126.272923|34.478918
(유)함평제일종합서비스|종합서비스|0613241472|전라남도 함평군 함평읍 함평천좌길 12| | 
장공업사|종합서비스|0615368181|전라남도 해남군 해남읍 읍관동길 15  장공업사|126.5891723|34.5754811
해남점 기아오토큐|전문서비스|0615328280|전라남도 해남군 해남읍 중앙1로 366|126.5865861|34.5752028
신해남점 기아오토큐|전문서비스|0615348271|전라남도 해남군 해남읍 해리3길 13-1  기아모터스|126.610608|34.568277
화순점 기아오토큐|전문서비스|0613747929|전라남도 화순군 화순읍 만연로 101  |126.992125|35.061597
광진자동차|종합서비스|0635642774|전라북도 고창군 고창읍 보릿골로 128  광진자동차공업사|126.698097|35.433737
고창점 기아오토큐|전문서비스|0635648586|전라북도 고창군 고창읍 소반7길 28  기아자동차서비스|126.697456|35.436472
사정점 기아오토큐|전문서비스|0634528285|전라북도 군산시 번영로 331  사정동,기아오토큐 사정점|126.755636|35.960866
나운점 기아오토큐|전문서비스|0634658597|전라북도 군산시 서수송1길 23  나운동, KIA MOTORS|126.71025|35.961255
신풍점 기아오토큐|전문서비스|0635448582|전라북도 김제시 동서로 282  신풍동|126.8996361|35.8005111
교동점 기아오토큐|전문서비스|0635468861|전라북도 김제시 벽지산로 276  교동|126.8784139|35.7966861
금동점 기아오토큐|전문서비스|0636360204|전라북도 남원시 금동로 70|127.3742218|35.4019758
춘향자동차|종합서비스|0636265114|전라북도 남원시 박달길 7  용정동, 춘향자동차정비공사|127.3810653|35.4305942
무주점 기아오토큐|전문서비스|0633228285|전라북도 무주군 무주읍 당산강변로 216|127.620697|36.0134085
부안점 기아오토큐|전문서비스|0635848255|전라북도 부안군 부안읍 오리정로 63  기아모터스|126.7310583|35.7204194
순창점 기아오토큐|전문서비스|0636538572|전라북도 순창군 순창읍 순창로 268|127.145277|35.375424
삼례점 기아오토큐|전문서비스|0632910022|전라북도 완주군 삼례읍 삼례로 398|127.0732167|35.9092583
(유)풍남자동차|종합서비스|0632291800|전라북도 완주군 이서면 이서남로 361-22|127.0350417|35.8212944
영등점 기아오토큐|전문서비스|0638574654|전라북도 익산시 고봉로 225  영등동, 기아자동차Q서비스|126.9706917|35.9495833
(유)제일자동차|종합서비스|0638525119|전라북도 익산시 군익로 446-1  송학동|126.936367|35.940181
신흥점(유) 기아오토큐|전문서비스|0638338253|전라북도 익산시 서동로 318(신흥동)|126.9866889|35.9376722
어양점 기아오토큐|전문서비스|0638364772|전라북도 익산시 선화로 607  어양동, 기아모터스|126.995814|35.949742
신동점 기아오토큐|전문서비스|0638518700|전라북도 익산시 인북로 362  신동, 기아자동차큐서비스|126.964217|35.957534
송학점 기아오토큐|전문서비스|0638540002|전라북도 익산시 학곤로 52  송학동(송학점 기아오토큐)|126.9428444|35.9344806
장계점 기아오토큐|전문서비스|0633521515|전라북도 장수군 장계면 한들1길 2|127.5823694|35.7297278
인후남부점 기아오토큐|전문서비스|0632418572|전라북도 전주시 덕진구 견훤로 170  인후동1가|127.1628639|35.8241222
송천점 기아오토큐|전문서비스|0632788586|전라북도 전주시 덕진구 두간로 48  송천동1가|127.12211|35.862116
서전주서비스|종합서비스|0632118100|전라북도 전주시 덕진구 비석날로 131(팔복동2가)|127.0870194|35.8594444
인후점 기아오토큐|전문서비스|0632428572|전라북도 전주시 덕진구 안덕원로 287 인후동1가,기아오토큐 인후점|127.1603417|35.8343833
전주서비스센터|직영서비스센터|0632198585|전라북도 전주시 덕진구 온고을로 246  팔복동3가, 기아자동차전주서비스센터|127.1012|35.8377139
금암점 기아오토큐|전문서비스|0632759988|전라북도 전주시 덕진구 전주천동로 485  금암동, KIA MOTORS금암점|127.1319556|35.8332083
동산점 기아오토큐|전문서비스|0632148572|전라북도 전주시 덕진구 쪽구름2길 10  동산동, KIA MOTORS|127.078089|35.870742
효자점 기아오토큐|전문서비스|0632728582|전라북도 전주시 완산구 서곡6길 6|127.104686|35.833208
중화산점 기아오토큐|전문서비스|0632258283|전라북도 전주시 완산구 어은로 41 (중화산동2가 218,517-58,206-1) 중화산동2가|127.1291198|35.8146248
서학점 기아오토큐|전문서비스|0632868572|전라북도 전주시 완산구 장승배기로 328  서서학동, KIA MOTORS|127.1493028|35.7985389
효자중부점 기아오토큐|전문서비스|0632238582|전라북도 전주시 완산구 천잠로 176  효자동2가|127.1003646|35.8002759
시기점 기아오토큐|전문서비스|0635328782|전라북도 정읍시 관통로 46  시기동, 기아모터스|126.8611611|35.5599361
농소점 기아오토큐|전문서비스|0635372653|전라북도 정읍시 명덕1길 85 82-1 농소동.기아오토큐 농소점|126.8543548|35.5796087
(유)신성자동차|종합서비스|0635378585|전라북도 정읍시 충정로 501  공평동, 신성자동차공업사|126.834649|35.578391
진안점 기아오토큐|전문서비스|0634331101|전라북도 진안군 진안읍 진장로 17|127.4351306|35.789
미룡점|전문서비스|0634675245|전북 군산시 미룡동 442-5|126.6877136|35.9475136
군산서비스(유)|종합서비스|0634630100|전북 군산시 미성로 502-2 (미룡동 587)|126.6779403|35.9514275
성산점 기아오토큐|전문서비스|0647849752|제주 서귀포시 성산읍 일주동로 4402 (고성리 1745-2)|126.9126806|33.4438139
남원점 기아오토큐|전문서비스|0647673800|제주특별자치도 서귀포시 남원읍 일주동로 8052  |126.6280556|33.260325
대정점 기아오토큐|전문서비스|0647943692|제주특별자치도 서귀포시 대정읍 동일하모로 227-3  |126.2575327|33.2225556
서귀포중부점|전문서비스|0647324062|제주특별자치도 서귀포시 중산간동로 8240-2 (호근동)|126.561363|33.258565
㈜신안자동차|종합서비스|0647679105|제주특별자치도 서귀포시 토평공단로115번길 12 (토평동 3279-9) 토평동|126.583435|33.2884427
하원중문점 기아오토큐|전문서비스|0647388209|제주특별자치도 서귀포시 하원동 1334-1번지|126.460075|33.2510556
영도모터스|종합서비스|0647497888|제주특별자치도 제주시 노형동 3115-2번지|126.4672241|33.4776035
노형점 기아오토큐|전문서비스|0647488285|제주특별자치도 제주시 노형로 358  노형동|126.4767694|33.4790861
조흥자동차공업사|종합서비스|0647222581|제주특별자치도 제주시 선반로10길 5  화북일동|126.5691833|33.5117721
제주서비스센터|직영서비스센터|0647248585|제주특별자치도 제주시 선반로6길 12  화북일동|126.56365|33.5105444
외도점 기아오토큐|전문서비스|0647117733|제주특별자치도 제주시 연대마을길 75  외도이동|126.420846|33.485452
오라점 기아오토큐|전문서비스|0647488181|제주특별자치도 제주시 연삼로 116 (오라삼동 2811-4) 오라삼동|126.5067138|33.4897665
도남점 기아오토큐|전문서비스|0647210021|제주특별자치도 제주시 연삼로 291  도남동|126.5275389|33.4891611
화북점 기아오토큐|전문서비스|0647551472|제주특별자치도 제주시 일주동로 14  화북이동|126.55161|33.508207
충남공업사|종합서비스|0418533649|충남 공주시 신관동 160-6|127.1425306|36.46195
㈜태안기아서비스|종합서비스|0416756666|충남 태안군 태안읍 서해로 2068-16 (평천리 63-13)|126.3343811|36.7537123
