##NAME|SUBNAME|TELNUM|NEWADDR|ETCADDR|TYPE|SINCE|WEBSITE@@작은도서관
더클래스작은도서관|||전라북도 전주시 덕진구 출판로 87, (장동, 호반베르디움더클래스) 호반베르디움더클래스||사립|2015|
덕진품애작은도서관|||전라북도 전주시 덕진구 기린대로 541-11, (덕진동1가) 덕진동청소년문화의집 1층||공립|2013|
도통동공립문고|||전라북도 남원시 역재3길 8, (도통동) 도통동주민센터 내||사립|2004|
독우물작은도서관|||전북 남원시 금지면 독우물길 33 석정새마을회관 2층||공립|2008|
동계작은도서관|||전라북도 순창군 동계면 동계1길 14,  동계작은도서관||공립|2015|
동네방네 작은도서관|||전라북도 전주시 완산구 오두정1길 18-3(서현교회) 서현교회||사립|2014|
동문사립작은도서관|||전북 군산시 나운동 740-4||사립|2007|
동부사립문고작은도서관|||전북 완주군 삼례읍 삼례리 1074-1||사립|2002|
동산작은도서관|||전라북도 익산시 동천로7길 26-1(주공아파트) 2층 동산작은도서관||공립|2008|
동신교회문고|||전북 전주시 완산구  효자동1가   1가 462-2||사립|2003|
드림사립작은도서관|||전라북도 군산시 옥서면 양포로 116,  성남교회||사립|2016|
마이성결작은도서관|||전북 진안군 진안읍 군상리 895번지||사립|2005|
마이작은도서관|||전북 진안군 진안읍 중앙로 28번지||공립|2007|
마하나임 작은도서관|||전라북도 전주시 완산구 완산2길 26 좋은 교회||사립|2013|
맑은누리작은도서관|||전라북도 전주시 완산구 태진로 15-14, (태평동) 15-14번지||공립|2009|
메카센트럴 작은도서관|||전라북도 남원시 요천로 1300(메카센트럴) 메카센트럴아파트 주민복지시설 3층||공립|2014|
명산사립작은도서관|||전북 군산시 명산동 10-15(명산8길 2층)||사립|2013|
명주골작은도서관|||전라북도 전주시 덕진구 백제대로 728, (인후동2가) 새전북신문사지하||공립|2015|
모롱지 작은도서관|||전북 전주시 완산구 효자동3가 1485||공립|2010|
모모에게 말 걸기 작은도서관|||전라북도 남원시 용성로 207, (도통동, 부영1차아파트) 105동 101호||사립|2016|
모현뜰작은도서관|||전북 익산시 모현동(선화로) 전북 익산시 모현동(선화로 16길 100-12)||공립|2009|
무궁화문고|||전라북도 전주시 완산구 유연로 180, (효자동3가) 전북경찰청||사립|2003|
무궁화작은도서관|||전라북도 완주군 봉동읍 완주산단7로 157-45,  무궁화작은도서관||공립|2014|
무장글샘작은도서관|||전북 고창군 무장면 성내리 75||공립|2013|
무주만나작은도서관|||전북 무주군 안성면 진성로 2393||공립|2011|
무지개나라|||전북 완주군 소양면 황운리 661||사립|2006|
무지개빛 작은도서관|||전북 임실군 관촌면 사선 2길 96-24||공립|2008|
무지개사립작은도서관|||전북 군산시 지곡동 상지곡1길 6호 착한동네||사립|2010|
무지개작은도서관|||전라북도 전주시 덕진구 덕용3길 7(무지개작은도서관)||공립|2007|
문화의집작은도서관|||전북 정읍시 연지동 조곡천1길 7||공립|2012|
미룡작은도서관|||전북 군산시 미룡동 900-1 미룡주공3단지 주민복지관2층||공립|2008|
미미작은도서관|||전라북도 전주시 완산구 감나무4길 27, (서신동) 미미어린이집 내||사립|2006|
미성작은도서관|||전북 군산시 산북동 3601-3번지 근로자종합복지관 1층||공립|2008|
미소뜰도서관|||전북 전주시 완산구  평화동1가   457-4 동도미소드림아파트 내||사립|2008|
반딧불 도서관|||전라북도 전주시 완산구 세내로 241(효자1차엘드수목토아파트) 관리동2층||사립|2013|
반딧불 작은도서관|||전북 무주군 설천면 하평지길 8-8||공립|2010|
반석문고|||전북 익산시 인북로 48길 19(영등동)||사립|2005|
반올림작은도서관|||전북 전주시 완산구  효자동2가   2가 100-1 포스코더샵1차A, 관리동 2층||사립|2005|
반태산 작은도서관|||전라북도 전주시 덕진구 반태산6길 10-1, (인후동1가) 늘사랑교회||사립|2016|
방주사립작은도서관|||전라북도 군산시 서흥길 32, (서흥남동) 방주교회||사립|2016|
배산작은도서관|||전북 익산시 동서로(모현동2가) 103 배산작은도서관||공립|2009|
백운 흰구름 작은도서관|||전북 진안군 백운면 임진로 1326-31||공립|2009|
버들눈도서관|||전북 고창군 해리면 월봉성산길 88||사립|2011|
번암작은도서관|||전북 장수군 번암면 장수로 480 주민자치센터 2층||공립|2010|
복지 작은도서관|||전라북도 정읍시 신태인읍 석지로 287-7,  복지 작은도서관||사립|2016|
봄나루작은도서관|||전북 익산시 춘포면 춘포2길 11||공립|2008|
부송열린문고|||전북 익산시 부송로(부송동) 66||사립|2003|
부송작은도서관|||전라북도 익산시 무왕로22길 12, (부송동, 주공1차아파트) 무왕로 22-12 부송종합사회복지관 내 3층||공립|2008|
부영3차 작은도서관|||전라북도 전주시 덕진구 아중로 180(부영3차아파트) 부영 3차||사립|2013|
북면작은도서관|||전북 정읍시 북면 정읍북로 534 (북면복지회관 1층)||공립|2008|
북카페 뜰안 작은도서관|||전라북도 진안군 성수면 관진로 804-1,  성수교회 북카페 뜰안 작은도서관||사립|2016|
비전작은도서관|||전라북도 전주시 완산구 고사평2길 9, (서신동) 비젼작은도서관||사립|2002|
빨간사과 작은도서관|||전라북도 남원시 관서당길 35(남원청소년문화의집) 빨간사과작은도서관||공립|2000|
사랑마을사립작은도서관|||전라북도 군산시 나포면 서왕길 84-7,  사랑마을요양원||사립|2016|
산단작은도서관|||전라북도 군산시 산단남북로 169(한국산업단지공단 군산지사) 2층||공립|2014|
산서문고|||전북 장수군 산서면 신덕길 9-4||사립|2005|
삼성어린이작은도서관|||전라북도 익산시 부송로 125(삼성동주민센터) 2층||공립|2004|
상관기찻길작은도서관|||전북 완주군 상관면 완주군 상관면주민자치센터 3층||공립|2009|
상교작은도서관|||전라북도 정읍시 서부산업도로 168-8, (상평동) (구 주민자치센터)||공립|2014|
상동작은도서관|||전라북도 정읍시 학산로 97, (상동) 우미타운 관리사무소 2층||공립|2009|
새마을 작은 도서관|||전라북도 김제시 동서로 213 요촌동||공립|2011|
새싹작은도서관|||전북 남원시 인월면 인월로 64 지리산새마을금고 2층||공립|2013|
샘누리작은도서관|||전라북도 무주군 무주읍 신교로3길 10, (무주반딧불아파트) 반딧불아파트 관리사무소 2층||공립|2014|
샛별사립문고|||전북 정읍시 시기3동 유창2차상가301호||사립|2009|
서곡주공작은도서관|||전라북도 전주시 완산구 서곡로 8(서곡주공아파트) 서곡 주공||사립|2011|
서수작은도서관|||전라북도 군산시 탑천로 596(사회복지회관) 2층||공립|2014|
선향작은도서관|||전라북도 익산시 익산대로15길 17-11, (모현동1가) 선향작은도서관||사립|2015|
성결작은도서관|||전북 전주시 완산구  고사동  441-1||사립|2012|
성원사립작은도서관|||전북 군산시 서흥남동 816-49(축동로 151)||사립|2007|
성원솔로몬문고|||전북 전주시 덕진구  호성동2가   2가815||사립|2005|
세광문고|||전라북도 전주시 완산구 모악로 4685-22(전주세광교회) 세광교회||사립|1998|
세븐팰리스작은도서관|||전라북도 전주시 완산구 우전로 180, (효자동2가, 엘에이치세븐팰리스) 세븐팰리스아파트||사립|2015|
세움사립작은도서관|||전라북도 군산시 상지곡안1길 16-1, (지곡동) 추수교회||사립|2016|
소양철쭉작은도서관|||전북 완주군 소양면 완주군 소양면 소양로 194 소양주민자치센터 1층||공립|2010|
솔내음사립작은도서관|||전북 군산시 대야면 서악길 20||사립|2005|
송동 작은도서관|||전북 남원시 송동면 송기길 38||공립|2013|
송천뜨란채 도서관|||전북 전주시 덕진구  송천동1가   붓내 3길 29||사립|2007|
수목토작은도서관|||전북 정읍시 상동 학산로 89-25(엘드수목토@관리실3층)||공립|2011|
수미작은도서관|||전라북도 군산시 수송동로 20(한라비발디2단지아파트) 복지관 2층||공립|2014|
수성작은도서관|||전북 정읍시 수성동  수성2로 13-11(수성2차아파트 관리동 2층)||공립|2013|
순창군 문화의집 작은도서관|||전북 순창군 순창읍 장류로 407-11||공립|2011|
숲속작은도서관|||전라북도 진안군 정천면 봉학로 171-22,  (정천 에코에듀센터내)||공립|2015|
신일강변아파트 도서관|||전북 전주시 완산구  삼천동1가   1가 723-2 신일강변아파트 관리동 2층||사립|1999|
신풍숲사립작은도서관|||전라북도 군산시 군중길 19, (문화동) 신풍교회||사립|2016|
실버작은도서관|||전라북도 정읍시 금붕1길 190(내장산실버아파트) (금붕동)||공립|2014|
아가페사립작은도서관|||전라북도 군산시 미원로 32(군산삼학대우아파트) 대우아파트 상가 3층||사립|2007|
아낌없이주는나무 작은도서관|||전북 임실군 임실읍 치즈마을 2길 16-6||공립|2012|
아르펠리스 작은도서관|||전라북도 전주시 완산구 호암로 41(아르팰리스휴먼시아) 휴먼시아||사립|2013|
아름다운 문고|||전라북도 익산시 선화로61길 36 36-1||사립|1998|
아산선운산작은도서관|||전북 고창군 아산면 하갑리 190-2||공립|2009|
아이소리사립작은도서관|||전북 군산시 경암동 547-11 (경촌안2길 26-1)||사립|2006|
아이좋은도서관|||전라북도 전주시 덕진구 오송로 47(송천아이파크) 송천 아이파크||사립|2013|
아이파크 도서관|||전라북도 전주시 완산구 홍산로 390(서부신시가지아이파크아파트) 아이파크||사립|2013|
안성작은도서관|||전라북도 무주군 안성면 안성로 288-15,  안성로 288||공립|2013|
안전 작은도서관|||전라북도 임실군 호국로 1630(전북119안전체험관) 안전작은도서관||공립|2013|
어깨동무 작은 도서관|||전라북도 전주시 덕진구 인봉3길 9  157-64||사립|2011|
어양작은도서관|||전라북도 익산시 동서로63길 43, (어양동) 어양작은도서관||공립|2016|
어울림작은도서관|||전라북도 전주시 덕진구 견훤로 333, (인후동1가, 위브어울림아파트) 위브어울림아파트||사립|2013|
어울림작은도서관|||전라북도 익산시 인북로 334, (신동, 익산 금호어울림) 어울림작은도서관||공립|2015|
에덴의쉼터사립작은도서관|||전라북도 군산시 의료원로 99-8(남성교회) 289-30||사립|2012|
에코르도서문고|||전라북도 전주시 완산구 화산천변로 50, (중화산동2가, 현대에코르아파트) 현대에코르아파트||사립|2008|
엘리트 작은도서관|||전라북도 전주시 덕진구 우아9길 2 엘리트||사립|2013|
여산교회문고|||전북 익산시 여산면 가람로 436||사립|2005|
열린점자 작은도서관|||전북 전주시 덕진구 학산길 26-3번지||공립|2009|
영화전문도서관|||전라북도 전주시 완산구 전주객사2길 28-27, (고사동) 2층||사립|2016|
예다음 작은도서관|||전라북도 전주시 덕진구 가련산로 24(영무예다음아파트) 예다음||사립|2013|
예문열린문고|||전라북도 익산시 동서로55길 7(예문교회) 644-3||사립|2002|
예벗작은도서관|||전북 전주시 완산구  삼천동1가   752-1 예벗교회내 1층||사립|1995|
예솔작은도서관|||전북 익산시 송학동 고현로 11번지 송학동주민센터 3층||공립|2009|
오네뜨늘벗작은도서관|||전라북도 전주시 완산구 덕적골1길 50, (평화동1가, 평화동오네뜨아파트) 평화동 오네뜨아파트||사립|2015|
오들 작은도서관|||전라북도 남원시 오들1길 26(부영5차아파트) 관리동 건물 3층||공립|2015|
오투꿈누리도서관|||전라북도 전주시 덕진구 경동로 19(제일오투그란데아파트) 도서관||사립|2014|
온누리작은도서관|||전라북도 남원시 옥정1길 16(예음피아노) 2층||사립|2009|
옹달샘작은도서관|||전라북도 정읍시 상동중앙로 41, (상동, 정읍신성미소지움아파트) 신성미소지움아파트 관리동 2층||공립|2012|
옹달샘작은도서관|||전북 전주시 덕진구  인후동1가   안덕원로 251(1029번지)||사립|2008|
왕궁작은도서관|||전북 익산시 왕궁로 544(흥암리 91-31)||공립|2011|
우미린 도서관|||전라북도 전주시 완산구 유연로 219(우미린) 우미린||사립|2013|
우아문화의집작은도서관|||전라북도 전주시 덕진구 우아2길 25(우아1동주민센터) 우아1동주민센터 2층||공립|2014|
운호문고|||전북 부안군 진서면 청자로 429-8||사립|2000|
울림작은도서관|||전라북도 익산시 무왕로26길 32, (부송동, 동아아파트) 동아a 1차 관리실2층||공립|2012|
월명작은도서관|||전북 군산시 월명동 18-16번지||공립|2008|
은총문고|||전북 익산시 모현동1가 244-6||사립|1998|
이그린작은도서관|||전라북도 남원시 황죽로 11, (고죽동, 경보e그린아파트) 아파트 공동시설내 이그린작은도서관||공립|2012|
이서배꽃뜰작은도서관|||전북 완주군 이서면 완주군 이서면 이서로 55 이서주민자치센터 3층||공립|2008|
이서별마루작은도서관|||전라북도 완주군 이서면 갈산1로 71, (이노힐스아파트) 이서별마루작은도서관||공립|2015|
이서지역아동센터문고|||전북 완주군 이서면 상개리 556-1||사립|2005|
익산작은도서관|||전라북도 익산시 익산대로8길 48, (인화동1가) 익산작은도서관||사립|2015|
인후문화의집 작은도서관|||전라북도 전주시 덕진구 견훤로 290, (인후동1가) 2층||공립|2012|
인후비젼 작은도서관|||전북 전주시 덕진구 심방죽로  37||공립|2008|
인후휴먼꿈나무|||전라북도 전주시 덕진구 팽나무2길 7, (인후동1가, 인후휴먼시아) 인후휴먼시아아파트||사립|2015|
작은 행복도서관|||전라북도 전주시 덕진구 천마산로 33(송천주공2차아파트) 송천주공2차아파트 관리동 2층||사립|2008|
장계문예복지관 작은도서관|||전라북도 장수군 장계면 백화로 60,  문예복지작은도서관||공립|2009|
장수청소년문화의집 작은도서관|||전북 장수군 장수읍 한누리로 393||공립|2008|
전북문학사관도서관|||전라북도 전주시 완산구 삼천천변2길 36-13, (삼천동1가)||사립|2009|
전주교회 작은도서관|||전라북도 전주시 덕진구 안덕원로 311-21(전주교회) 전주교회||사립|2014|
전주사진책도서관|||전라북도 전주시 덕진구 권삼득로 455, (덕진동2가) 지하1층 사진공간 눈||사립|2016|
전주작은도서관|||전라북도 전주시 완산구 덕적골2길 10(평화주공3단지아파트) 전주종합사회복지관 2층||공립|2004|
정보화마을|||전북 완주군 동상면 대아리 288-2||사립|2005|
조은 작은도서관|||전라북도 전주시 완산구 거마중앙로 39 조은지역아동센터||사립|2005|
조촌작은도서관|||전북 군산시 조촌동 902번지 청소년문화의 집1층||공립|2010|
좋은씨앗 작은도서관|||전라북도 전주시 완산구 평화로 198-1 제자교회||사립|2010|
좋은열매도서관|||전라북도 남원시 비석길 66-16, (죽항동) 남원중앙교회 내||사립|2016|
주성열린사립작은도서관|||전북 군산시 산북동 3614-6(칠성4길 60)||사립|2006|
죽산작은도서관|||전라북도 김제시 죽산면 죽산1길 30-9,  죽산리 죽산1길 30-9||공립|2008|
중산작은도서관|||전라북도 전주시 완산구 메너머4길 11, (중화산동2가) 중산작은도서관||공립|2015|
중심교회문고|||전라북도 전주시 완산구 서신천변로 13 10-4||사립|1998|
지사랑 작은도서관|||전북 임실군 지사면 충효로2417||공립|2013|
지혜를 일구는 라인문고|||전북 익산시 동서로  39길 14||사립|2007|
진안사랑작은도서관|||전북 진안군 마령면 평지리 임진로 2123||사립|2002|
창대문고|||전라북도 전주시 덕진구 건산로 280(전주창대교회) 전주창대교회||사립|2004|
창북문고|||전북 부안군 계화면 창북안길 7-28||사립|2008|
책마루작은도서관|||전라북도 전주시 덕진구 솔내2길 21, (송천동1가) 롯데마트주차동||공립|2009|
책마을사립작은도서관|||전북 군산시 나운2동 주공5차 apt- 관리사무소 내 2층||사립|2000|
책이있어좋은우남도서관|||전북 익산시 동산동 995-5 동산우남아파트내||사립|2005|
청아 작은도서관|||전라북도 전주시 덕진구 추탄로 70 청아작은도서관||사립|2013|
청아나루 작은 도서관|||전라북도 전주시 완산구 선너머2길 37, (중화산동2가)||공립|2010|
청하사랑작은도서관|||전라북도 김제시 청하면 청하로 518,  청하사랑작은도서관||공립|2014|
초록우산작은도서관|||전북 전주시 완산구 서서학동 986-5번지||공립|2011|
초롱이문고|||전북 완주군 용진면 상운리 149-1(상운교회)||사립|2007|
초산작은도서관|||전라북도 정읍시 천변로 226(시기3동 주민센터) (초산동)||공립|2014|
충경작은도서관|||전라북도 임실군 감천로 338-14 35사단내 충경작은도서관||공립|2012|
코아루작은도서관|||전라북도 남원시 충정로 310, (월락동, 남원산이고운코아루아파트) 주민공동시설||사립|2016|
큰나루작은도서관|||전북 전주시 덕진구 덕진동2가 2가172||공립|2009|
태평작은도서관|||전북 전주시 완산구  중화산동2가   618||사립|2006|
팔복작은도서관|||전북 전주시 덕진구 팔복동1가 1가 138-6 팔복주민센터 2층||공립|2008|
팽나무 작은도서관|||전라북도 전주시 덕진구 팽나무3길 6-8, (인후동1가) 서머나교회||사립|2016|
평화꿈틀작은도서관|||전라북도 전주시 완산구 덕적골2길 25, (평화동1가, 주공아파트) 평화사회복지관 2층||공립|2008|
평화동작은도서관|||전라북도 전주시 완산구 양지2길 64(방주교회) 평화성결교회||사립|2014|
평화작은도서관|||전라북도 군산시 오룡로 9, (삼학동) 평화작은도서관||공립|2015|
풀림교회작은도서관|||전라북도 전주시 완산구 흑석로 54-6 새벽별 교회||사립|2014|
품안작은도서관|||전라북도 남원시 산내면 대정길 21,  산내면주민센터 옆 주민자치회 건물 2층||공립|2006|
필그림작은도서관|||전라북도 남원시 서문길 16-10 (왕정동) 필그림교회||사립|2015|
필봉 작은도서관|||전북 임실군 강진면 강운로 272||공립|2010|
하늘정원사립작은도서관|||전라북도 군산시 상신6길 11-4 나운동 752-3||사립|2013|
하룸 작은도서관|||전라북도 부안군 부안읍 오리정로 162-4,  4층||사립|2015|
한길 작은도서관|||전라북도 전주시 완산구 거마중앙로 16 한길 교회||사립|2013|
한누리문고|||전북 전주시 완산구  중화산동2가   2가 46-64||사립|2005|
한라비발디1단지작은도서관|||전라북도 전주시 덕진구 천마산로 113, (송천동2가, 한라비발디) 한라비발디아파트||사립|2015|
한라비발디2단지 작은도서관|||전라북도 전주시 덕진구 천마산로 115, (송천동2가, 한라비발디) 한라비발디2단지 아파트||사립|2016|
한무릎사립작은도서관|||전북 군산시 미장동 경포천로 34 미장휴먼시아 관리사무소 지하1층||사립|2012|
한우리사립작은도서관|||전북 군산시 소룡동 1563-6(칠성5길 166)||사립|2005|
함께하는 작은도서관|||전라북도 전주시 완산구 맏내2길 14, (평화동2가) 함께하는교회||사립|2015|
항일역사도서관|||전북 고창군 고창읍 중앙로 264 일광기념관||사립|2006|
해오름사립작은도서관|||전라북도 군산시 월명로 341, (서흥남동) 해오름교회||사립|2013|
행복나눔작은도서관|||전북 전주시 완산구 중화산동2가 555-1번지||공립|2011|
행복세상작은도서관|||전라북도 익산시 익산대로 415-7(원광사회복지관)||공립|2012|
혁신 작은도서관|||전라북도 전주시 덕진구 월방3길 18, (만성동) 옥계교회||사립|2016|
혁신호반베르디움작은도서관|||전라북도 전주시 완산구 오공로 71(호반베르디움) 호반베르디움||사립|2015|
호반꿈나래도서관|||전라북도 전주시 완산구 삼천천변3길 20, (삼천동1가, 호반리젠시빌아파트) 관리동2층||사립|2014|
호반베르디움 도서관|||전라북도 전주시 완산구 유연로 217(호반베르디움아파트) 호반베르디움||사립|2013|
호성작은도서관|||전북 전주시 덕진구 호성동1가 동부대로 869번지||공립|2008|
호혜책방 작은도서관|||전라북도 전주시 완산구 물왕멀3길 29, (서노송동) 사회적경제·도시재생지원센터||사립|2016|
혼불작은도서관|||전라북도 남원시 사매면 오신1길 9-2,  사매면주민센터 옆||공립|2008|
화산골작은도서관|||전북 완주군 화산면 와？군 화산면 화산로 830-14 화산면사무소 2층||공립|2011|
황등 작은도서관|||전북 익산시 황등면 황등면 10길 29||사립|2005|
황죽작은도서관|||전라북도 남원시 황죽천변길 6(㈜유진레저산업개발) 구 황죽마을회관||공립|2014|
효사랑푸른꿈작은도서관|||전라북도 전주시 완산구 용머리로 73, (효자동1가) 효자프라자 2층||공립|2011|
휴먼시아 작은도서관|||전라북도 남원시 가방뜰길 57, (금동, 금동휴먼시아) 관리사무소 1층||공립|2012|
휴먼시아아이린작은도서관|||전라북도 전주시 완산구 소태정로 1(휴먼시아아이린) 휴먼시아아이린||사립|2013|
흥남작은도서관|||전북 군산시 장재동 212 현대세솔apt- 101동 상가 내||공립|2008|
희망나눔도서관|||전라북도 전주시 덕진구 매봉로 40(두산그랜드프라자아파트) 희망나눔도서관||사립|2007|
희망남포작은도서관|||전북 김제시 성덕면 남포2길 85||공립|1995|
희망사립작은도서관|||전북 군산시 서수면 청룡로 94-3||사립|2007|
(신례1리)예촌작은도서관|||제주 서귀포시 남원읍 신례중앙로 37||사립|2012|
93대대새마을문고|||제주 서귀포시 토평동 산9-2||사립|1992|
가시리새마을문고|||제주 서귀포시 표선면 가시리 1899-1||사립|2007|
강구리새마을작은도서관|||제주 제주시 한림읍 강구로 92||사립|1992|
갯머리작은도서관|||제주 서귀포시 표선면 일주동로 6276 (2층)||사립|2012|
고성1리새마을작은도서관|||제주 제주시 애월읍 광성로 61-1||사립|2009|
광령1리새마을작은도서관|||제주특별자치도 제주시 광성로 298-1(광령1리사무소) 별관1층||사립|2002|
교래리새마을작은도서관|||제주 제주시 조천읍 교래3길 98||사립|2008|
귀덕3리새마을작은도서관|||제주 제주시 한림읍 한수풀로 337||사립|1985|
금능꿈차롱작은도서관|||제주 제주시 한림읍 금릉리 금능길 39||사립|2009|
금악리새마을작은도서관|||제주특별자치도 제주시 한림읍 금악로 2,  중산간서로 4316-6||사립|1988|
꿈이 있는 작은도서관|||제주 제주시 삼도1동 557-3(홍랑길10)||사립|2006|
꿈틔움새마을작은도서관|||제주특별자치도 서귀포시 서호남로 92-15, (서호동, 제주서귀포혁신도시엘에이치1단지) 꿈틔움도서관||사립|2016|
남원JC새마을문고|||제주특별자치도 서귀포시 남원읍 남위남성로 22,  남원jc회관1층||사립|1993|
납읍리새마을작은도서관|||제주 제주시 애월읍 납읍로2길 3||사립|1985|
노형꿈틀작은도서관|||제주 제주시 노형동  노형로 351||공립|2008|
노형부영2차새마을작은도서관|||제주 제주시 과원로 11(노형부영2차A)||사립|2009|
대림리새마을작은도서관|||제주 제주시 한림읍 한수풀로 180||사립|1985|
대평리새마을문고|||제주 서귀포시 안덕면 대평리 850||사립|2002|
도련주공새마을작은도서관|||제주 제주시 도련2길 14||사립|2007|
동광해바른작은도서관|||제주 서귀포시 안덕면 한창로 102||사립|2010|
동려새마을작은도서관|||제주 제주시 이도1동 광양4길 30-1||사립|2013|
동홍1동새마을문고|||제주 서귀포시 동홍동 147동흥아파트1단지내||사립|1996|
동홍3희망새마을문고|||제주 서귀포시 동홍동 353-1||사립|2009|
동홍6새마을 문고|||제주특별자치도 서귀포시 중앙로 198-9, (동홍동, 동홍6주공아파트) 관리사무소1층||사립|2009|
동홍대림새마을문고|||제주 서귀포시 동홍동 114-7 동홍대림아파트||사립|2006|
동홍반석아르미문고|||제주특별자치도 서귀포시 동홍로162번길 30, (동홍동, 동홍반석아르미) 관리동 2층||사립|2004|
동화새마을작은도서관|||제주 제주시 화북1동 동화로1길 35||사립|1998|
두맹이작은도서관|||제주 제주시 일도2동 동문로 14길 16-1||공립|2011|
뜨란채새마을작은도서관|||제주 제주시 수덕로 44(뜨란채아파트)||사립|2007|
명월리새마을작은도서관|||제주 제주시 한림읍 명월로 71||사립|1996|
바오밥 작은도서관|||제주특별자치도 제주시 정존15길 33, (노형동) 3층||사립|2016|
반딧불이 작은도서관|||제주특별자치도 제주시 연삼로 22, (연동) 4층||사립|2014|
보목 꿈터 작은도서관|||제주 서귀포시 보목동 칠십리로 483-1(보목동복지회관2층)||사립|2009|
복지새마을작은도서관|||제주 제주시 인다12길 1(아라종합사회복지관 2층)||사립|1993|
봉성새별작은도서관|||제주 제주시 애월읍 봉성로 75||사립|2010|
북촌리새마을작은도서관|||제주 제주시 조천읍 일주동로 1514||사립|1994|
비양리새마을작은도서관|||제주 제주시 한림읍 비양도길 2||사립|2004|
사계리새마을문고|||제주 서귀포시 안덕면 사계리 2657-3||사립|1985|
사평새마을작은도서관|||제주 제주시 사평4길 33||사립|2004|
산남새마을문고|||제주 서귀포시 동홍동 498-2||사립|2003|
삼달리작은도서관|||제주 서귀포시 성산읍 삼달로 208||사립|2010|
상가리새마을작은도서관|||제주 제주시 애월읍 상가중길 23||사립|1991|
상명리새마을작은도서관|||제주 제주시 한림읍 상명1길 16-1||사립|1992|
상모1리 새마을문고|||제주 서귀포시 대정읍 상모1리 2652-2||사립|1995|
상모3리새마을문고|||제주특별자치도 서귀포시 대정읍 영서중로 45-4,  상모3리복지회관2층||사립|1998|
상모서상동새마을문고|||제주 서귀포시 대정읍 상모리 3805||사립|1995|
상승새마을작은도서관|||제주 제주시 연동사서함 64-2||사립|1992|
상창바람소리작은도서관|||제주 서귀포시 안덕면 한창로 102||사립|2009|
색달새마을문고|||제주 서귀포시 색달동 29221||사립|1991|
서광서리새마을문고|||제주 서귀포시 안덕면 서광리 2163-3||사립|2004|
서광이 비치는(서광동리) 새마을 문고|||제주 서귀포시 안덕면 서광리63-1 마을회관2층||사립|2010|
서귀포JC새마을문고|||제주 제주시 서귀동 700-32||사립|2000|
설문대어린이도서관|||제주 제주시 연동 신대로10길 48-9||사립|1998|
성읍2리 새마을문고|||제주 서귀포시 표선면 성읍리2901번지||사립|1990|
성화새마을작은도서관|||제주 제주시 용해로 55||사립|1984|
세화1리새마을문고|||제주 서귀포시 표선면 세화리 1123-3||사립|1984|
수산리새마을작은도서관|||제주 제주시 애월읍 하소로 157||사립|2003|
신례2리 새마을문고|||제주특별자치도 서귀포시 남원읍 공천포로 69-1,  신례2리사무소||사립|2008|
신천지새마을작은도서관|||제주 제주시 천수로 72||사립|1996|
신촌리새마을작은도서관|||제주 제주시 조천읍 신북로 54||사립|1985|
아담한새마을문고|||제주특별자치도 서귀포시 홍중로 97(지산 오차드힐) 지산오차드힐 아파트||사립|2011|
아라스위첸새마을작은도서관|||제주 제주시 아란9길 22(아라스위첸A 109동)||사립|2013|
연동대림새마을작은도서관|||제주특별자치도 제주시 국기로 14(대림아파트)||사립|2001|
연미새마을작은도서관|||제주 제주시 연사길 142 (연미마을회관 2층)||사립|1985|
열린새마을작은도서관|||제주 제주시 동화로1길 10 관리동 2층||사립|1998|
염광새마을작은도서관|||제주 제주시 인다15길 5-6||사립|1992|
예래새마을문고|||제주특별자치도 서귀포시 열리로 80, (상예동) 예래새마을금고 4층||사립|1985|
예원새마을작은도서관|||제주 제주시 애월읍 예원로 95||사립|2003|
오도새마을작은도서관|||제주특별자치도 제주시 오도길 31(오도새마을회관)||사립|1983|
오라공설새마을작은도서관|||제주 제주시 공설로5길 4||사립|2001|
오석새마을문고|||제주특별자치도 서귀포시 중동로 43-2, (서귀동) 서귀포오석학교||사립|2003|
온평열운이작은도서관|||제주 서귀포시 성산읍 온평애향로 23번길 6||사립|2012|
와산매실작은도서관|||제주 제주시 조천읍 중산간동로 955||사립|2008|
외도1차부영새마을작은도서관|||제주 제주시 우정로11길 22||사립|2001|
외도2차부영새마을작은도서관|||제주 제주시 우평로 318||사립|2003|
용강새마을작은도서관|||제주 제주시 아봉로 549||사립|1988|
용흥새마을문고|||제주특별자치도 서귀포시 용흥로 67, (강정동) 용흥복지회관 2층||사립|1995|
우도새마을작은도서관|||제주 제주시 우도면 영일진사길 15-5 2층||사립|1991|
웃토산작은도서관|||제주 서귀포시 표선면 토산리 1370-1||사립|2013|
원당작은도서관|||제주특별자치도 제주시 선사로4길 42(삼양일동마을종합복지회관) 마을회관||사립|1985|
원앙새마을작은도서관|||제주 제주시 원노형로 93(부영1차아파트)||사립|2002|
월드컵새마을작은도서관|||제주 제주시 서광로29길 25||사립|2002|
월림리새마을작은도서관|||제주 제주시 한림읍 월림7길 2||사립|1994|
월정리새마을작은도서관|||제주 제주시 구좌읍 월정3길 53-3||사립|1993|
월평새마을작은도서관|||제주 제주시 월평5길 2||사립|1985|
위미1리 새마을문고|||제주특별자치도 서귀포시 남원읍 위미해안로 4-4,  위미1리복지회관3층||사립|1986|
위미2리새마을문고|||제주특별자치도 서귀포시 남원읍 태위로 197,  위미2리복지회관1층||사립|1990|
유수암청소년공부방|||제주 제주시 애월읍 유수암로 16||사립|1985|
