scode,code1,code2,분류,심볼명,Oid,변경내역
3235,32,35,신규심볼,우이신설선.bmp,573,170619_심볼추가
3236,32,36,신규심볼,동해선.bmp,574,170726_심볼추가
3237,32,37,신규심볼,환경부전기차충전소.BMP,575,170901_심볼추가
3238,32,38,신규심볼,한국전력전기차충전소.BMP,576,170901_심볼추가
3239,32,39,신규심볼,포스코ICT전기차충전소.BMP,577,170901_심볼추가
3240,32,40,신규심볼,현대자동차전기차충전소.BMP,578,170901_심볼추가
3241,32,41,신규심볼,한국전기차충전서비스.BMP,579,170901_심볼추가
3242,32,42,신규심볼,대구환경공단전기차충전소.BMP,580,170901_심볼추가
3243,32,43,신규심볼,제주도청전기차충전소.BMP,581,170901_심볼추가
3244,32,44,신규심볼,제주전기자동차서비스.BMP,582,170901_심볼추가
3245,32,45,신규심볼,기아자동차전기차충전소.BMP,583,170901_심볼추가
3246,32,46,신규심볼,서울시전기차충전소.BMP,584,170901_심볼추가
3247,32,47,신규심볼,테슬라전기차충전소.BMP,585,170901_심볼추가
3248,32,48,신규심볼,쉐보레전기차충전소.BMP,586,170901_심볼추가
3249,32,49,신규심볼,BMW전기차충전소.BMP,587,170901_심볼추가
3250,32,50,신규심볼,수원시전기차충전소.BMP,588,170901_심볼추가
3251,32,51,신규심볼,KT전기차충전소.BMP,589,180126_심볼추가
3252,32,52,신규심볼,지엔텔전기차충전소.BMP,590,180126_심볼추가
3253,32,53,신규심볼,에버온전기차충전소.BMP,591,180126_심볼추가
3254,32,54,신규심볼,인천국제공항전기차충전소.BMP,592,180126_심볼추가
3255,32,55,신규심볼,울릉군청전기차충전소.BMP,593,180126_심볼추가
3256,32,56,신규심볼,에스트래픽전기차충전소.BMP,594,180126_심볼추가
3257,32,57,신규심볼,대영채비전기차충전소.BMP,595,180126_심볼추가
3258,32,58,신규심볼,이마트24.BMP,596,180126_심볼추가
3259,32,59,신규심볼,롭스.BMP,597,180126_심볼추가
3260,32,60,신규심볼,왓슨스.BMP,598,180126_심볼추가
3261,32,61,신규심볼,서해선.BMP,599,180417_심볼추가
3262,32,62,신규심볼,김포도시철도.BMP,600,190425_심볼추가
3263,32,63,신규심볼,인천자기부상.BMP,601,191127_심볼추가
