NAME|BRANCH|ADDR|TELL|XCORD|YCORD
광주은행|KBC써밋|광주 서구 무진대로 919 2층[광천동]|126.88059360|35.16232280|0624561370
광주은행|Prime PB센터 상무|광주 서구 상무누리로 55 홀리데이인광주호텔 1층(치평동)|126.83839400|35.14741700|0623857791
광주은행|각화동|광주광역시 북구 동문대로 280 [각화동]|126.93350900|35.18606600|0622642951
광주은행|강남|서울특별시 강남구 테헤란로 234 삼익라비돌빌딩 1층 [역삼동]|127.04188550|37.50192940|025585021
광주은행|강진|전라남도 강진군 강진읍 보은로2길 35 [남성리]|126.76979600|34.63968500|0614329311
광주은행|경양로|광주광역시 동구 중앙로 358 [계림동]|126.92029800|35.16427600|0625235910
광주은행|계림|광주광역시 동구 중앙로 240 [동명동]|126.91969700|35.15320500|0622271236
광주은행|고흥|전라남도 고흥군 고흥읍 고흥로 1762 [남계리]|127.28688890|34.60738900|0618347501
광주은행|광교|경기도 용인시 수지구 광교중앙로 304 미주프라자 2층 [상현동]|127.06953910|37.29700730|0312170201
광주은행|광산구청|광주 광산구 광산로 29 광산구청 [송정동]|126.79363170|35.13963690|0624520022
광주은행|광양|전라남도 광양시 광양읍 희양현로 40 [인서리]|127.58720720|34.97447980|0617625511
광주은행|광주시청|광주광역시 서구 내방로 111, 광주시청 [치평동]|126.85167000|35.16002100|0623740601
광주은행|구월동|인천광역시 남동구 인하로 497-8 오아시스빌딩 3층 [구월동]|126.70199230|37.44350890|0324274700
광주은행|금남로|광주광역시 동구 금남로 201 [금남로4가]|126.91482600|35.15078600|0622233401
광주은행|금호동|광주광역시 서구 운천로 131 [쌍촌동]|126.85695300|35.14454600|0623768326
광주은행|길동|서울특별시 강동구 양재대로 1473 희헌타워 2층 [길동]|127.13966200|37.53749000|024740100
광주은행|김포|경기도 김포시 김포한강4로 119 승문프라자 3층 [장기동]|126.66770700|37.64438700|0319969500
광주은행|나주|전라남도 나주시 중앙로 34 [중앙동]|126.71975300|35.03235100|0613342715
광주은행|남순천|전라남도 순천시 팔마로 212 2층 [풍덕동]|127.50914070|34.94051890|0617412141
광주은행|남악|전라남도 무안군 삼향읍 남악4로 40, 110호 [남악리]|126.46609400|34.80896350|0612853788
광주은행|논현|서울특별시 서초구 강남대로 559 CK빌딩 3층 [잠원동]|127.02064900|37.51174500|025498100
광주은행|농성동|광주광역시 서구 경열로 38, 2층 [농성동]|126.89011400|35.15088000|0623652401
