##NAME|SUBNAME|TELNUM|ID|NEWADDR|ADDR|TYPE|ORGNAME|SOURCE2@@식신맛집
웅촌식육식당|||271273|울산 울주군 웅촌면 곡천리 323-1|울산광역시 울주군 웅촌면 곡천리 323-1|고기/구이류|웅촌식육식당|식신
베테랑바베큐|||257715|울산 울주군 서생면 해맞이로 924|울산광역시 울주군 서생면 신암리 222-3|고기/구이류|베테랑바베큐|식신
바다바라기|||329139|울산 북구 정자1길 111|울산광역시 북구 정자동 434-14|한식|바다바라기|식신
난스시|||256090|울산광역시 남구 정동로80번길 22 |울산광역시 남구 삼산동 225-3|일식/중식/세계음식|난스시|식신
원터가든|||155050|울산 울주군 웅촌면 웅촌로 642-9|울산광역시 울주군 웅촌면 대복리 461-3|고기/구이류|원터가든|식신
카페드파리울산본점|||264723|울산 중구 중앙길 133|울산광역시 중구 성남동 57-14|카페/디저트|카페드파리울산본점|식신
꽃바위동해반점|||271154|울산광역시 동구 꽃바위3길 63 |울산광역시 동구 방어동 1156-17    |일식/중식/세계음식|꽃바위동해반점|식신
오이시라멘울산성남점|||264602|울산 중구 먹자거리 9|울산광역시 중구 성남동 232|일식/중식/세계음식|오이시라멘울산성남점|식신
대왕하이루|||271155|울산 동구 해수욕장10길 74|울산광역시 동구 일산동 979-7|고기/구이류|대왕하이루|식신
만당|||329144|울산광역시 중구 신기길 125 |울산광역시 중구 태화동 489-9    |일식/중식/세계음식|만당|식신
오케이목장식당|||271272|울산 울주군 삼남면 방기로 1|울산광역시 울주군 삼남면 방기리 360-3|한식|오케이목장식당|식신
포도청석쇠구이|||264205|울산광역시 남구 번영로150번길 16 |울산광역시 남구 달동 1357-4    |고기/구이류|포도청석쇠구이|식신
남해꽃게탕|||256254|울산광역시 남구 돋질로302번길 17 |울산광역시 남구 삼산동 1548-6    |한식|남해꽃게탕|식신
오시오막창|||102624|울산 중구 곽남1길 26|울산광역시 중구 남외동 436-3|고기/구이류|오시오막창|식신
파스타올리브|||271407|울산 남구 문수로483번길 14|울산광역시 남구 신정동 1128-1|양식/레스토랑|파스타올리브|식신
언양불고기한마당한우촌|||271537|울산 울주군 언양읍 웃방천5길 10|울산광역시 울주군 언양읍 서부리 232-2|고기/구이류|언양불고기한마당한우촌|식신
모비딕|||271162|울산광역시 동구 해수욕장10길 70 |울산광역시 동구 일산동 976-1    |카페/디저트|모비딕|식신
도림/롯데호텔울산|||366594|울산광역시 남구 삼산로 282 롯데호텔 |울산광역시 남구 삼산동 1480-1|일식/중식/세계음식|도림 롯데호텔울산|식신
OAZO|||264603|울산광역시 중구 중앙길 130 |울산광역시 중구 성남동 55-4    |카페/디저트|OAZO|식신
만복래숯불구이|||271275|울산광역시 울주군 두동로 1789 |울산광역시 울주군 두동면 봉계리 871-7    |고기/구이류|만복래숯불구이|식신
저수지휴게실|||382984|울산 울주군 청량읍 상보두현길 53|울산광역시 울주군 청량면 문죽리 1213|한식|저수지휴게실|식신
수제비집|||419664|울산광역시 울주군 언양로 620 |울산광역시 울주군 언양읍 반천리 548-1    |한식|수제비집|식신
공주분식|||480169|울산광역시 동구 남목18길 2-2 |울산광역시 동구 동부동 328  |한식|공주분식|식신
봉계유통불고기|||368434|None|울산광역시 울주군 두동면 봉계리 520-3|고기/구이류|봉계유통불고기|식신
수림복국|||265980|울산 중구 종가6길 26|울산광역시 중구 우정동 500-10|한식|수림복국|식신
송강정|||256087|울산 남구 삼신로 52|울산광역시 남구 삼산동 1487-8|한식|송강정|식신
브라운시티|||366587|울산 남구 삼산로 273|울산광역시 남구 삼산동 1526-9|양식/레스토랑|브라운시티|식신
윤연당|||458691|울산 남구 삼산로122번길 9-1|울산광역시 남구 달동 704-2|카페/디저트|윤연당|식신
무주골장어|||271145|울산 중구 종가6길 32|울산광역시 중구 우정동 500-12|한식|무주골장어|식신
골목식당|||264763|울산광역시 중구 젊음의1거리 39 |울산광역시 중구 성남동 252-7    |한식|골목식당|식신
달동쭈꾸미|||264206|울산광역시 남구 삼산로 141 |울산광역시 남구 달동 627-1    |한식|달동쭈꾸미|식신
욘주라멘|||264762|울산광역시 중구 중앙시장1길 3 |울산광역시 중구 옥교동 275-11    |일식/중식/세계음식|욘주라멘|식신
김양집|||342924|울산 울주군 서생면 신암해안길 13|울산광역시 울주군 서생면 신암리 372|한식|김양집|식신
외가집|||366817|None|울산광역시 중구 학산동 171|한식|외가집|식신
나마스까르|||62983|울산광역시 남구 삼산중로48번길 11 |울산광역시 남구 삼산동 1478-7|일식/중식/세계음식|나마스까르|식신
투썸플레이스울산간절곶점|||374056|울산 울주군 서생면 간절곶1길 30-18|울산광역시 울주군 서생면 대송리 산115|카페/디저트|투썸플레이스울산간절곶점|식신
형제아구찜|||367121|None|울산광역시 중구 성안동 390-5|한식|형제아구찜|식신
화이트하우스|||271166|울산 동구 문현로 46-1|울산광역시 동구 방어동 1159-18|양식/레스토랑|화이트하우스|식신
공원불고기|||271548|울산광역시 울주군 헌양길 32 |울산광역시 울주군 언양읍 동부리 153-13    |고기/구이류|공원불고기|식신
달동테이블|||366661|울산 남구 왕생로 66|울산광역시 남구 달동 1362-1|양식/레스토랑|달동테이블|식신
고래명가|||278930|울산광역시 남구 장생포고래로 207 |울산광역시 남구 장생포동 87-12    |한식|고래명가|식신
안압루|||366659|울산광역시 남구 월평로 175 |울산광역시 남구 신정동 34-88   |고기/구이류|안압루|식신
고궁|||366815|울산광역시 중구 학성로 95-1|울산광역시 중구 성남동 31|한식|고궁|식신
금강장어|||366816|울산 중구 산전길 8-1|울산광역시 중구 남외동 567-8|한식|금강장어|식신
압구정한우국밥|||366660|울산 남구 달삼로 66|울산광역시 남구 달동 1299-1|고기/구이류|압구정한우국밥|식신
장진우식당|||631134|울산광역시 남구 삼산중로128번길 30 |울산광역시 남구 삼산동 1540-7  |양식/레스토랑|장진우식당|식신
싱귤러커피|||373621|울산 남구 대학로1번길 3-35|울산광역시 남구 무거동 1005-55|카페/디저트|싱귤러커피|식신
북경통닭|||373133|울산광역시 동구 바드래1길 3 |울산광역시 동구 전하동 300-264|고기/구이류|북경통닭|식신
동은|||367119|울산 남구 장생포고래로 265|울산광역시 남구 매암동 220-9|한식|동은|식신
종점식당|||366814||울산광역시 울주군 두동면 봉계리 520-4|고기/구이류|종점식당|식신
쿠지라|||999382|울산 중구 중앙시장길 2-5|울산광역시 중구 옥교동 275-7    |일식/중식/세계음식|쿠지라|식신
공감각적심상|||480139|울산 남구 삼산중로128번길 30|울산광역시 남구 삼산동 1540-7|카페/디저트|공감각적심상|식신
사량도자연산횟집|||873002|울산광역시 남구 삼산로181번길 33 |울산광역시 남구 달동 573-8    |한식|사량도자연산횟집|식신
정원암소숯불고기|||366813|울산광역시 울주군 두동로 1840 |울산광역시 울주군 두동면 봉계리 496-7|고기/구이류|정원암소숯불고기|식신
크리스티앙단디만주|||480824|울산광역시 남구 돋질로390번길 7 |울산광역시 남구 삼산동 204-11  |카페/디저트|크리스티앙단디만주|식신
기와집숯불고기|||366812|울산광역시 울주군 두동면 539-1 |울산광역시 울주군 두동면 봉계리 539-1|고기/구이류|기와집숯불고기|식신
거부돌곱창|||395425|울산 남구 봉월로8번길 9-1|울산광역시 남구 신정동 1217-3    |고기/구이류|거부돌곱창|식신
호재래|||415395|울산 중구 중앙길 77|울산광역시 중구 성남동 182-7|일식/중식/세계음식|호재래|식신
바게트호텔|||872614|울산광역시 남구 문수로423번길 18-13 |울산광역시 남구 신정동 1644-67 |카페/디저트|바게트호텔|식신
갓포이찌|||458768|울산광역시 남구 번영로150번길 20|울산광역시 남구 달동 1357-6|일식/중식/세계음식|갓포이찌|식신
황해해물칼국수1호점|||267557|인천 중구 용유로21번길 3|인천광역시 중구 덕교동 128-1|한식|황해해물칼국수1호점|식신
해송쌈밥|||271612|인천 중구 공항서로 177|인천광역시 중구 남북동 16-33|한식|해송쌈밥|식신
편가네된장|||263424|인천광역시 강화군 가능포로89번길 11|인천광역시 강화군 화도면 상방리 599-4|한식|편가네된장|식신
정아식당|||254360||인천광역시 부평구 산곡동 170-1|고기/구이류|정아식당|식신
와규홀릭|||253011|인천 남동구 인하로507번길 18|인천광역시 남동구 구월동 1474-2|양식/레스토랑|와규홀릭|식신
부암갈비|||253025|인천광역시 남동구 용천로 149 |인천광역시 남동구 간석동 130-12    |고기/구이류|부암갈비|식신
트리플듀에|||310416|인천 연수구 컨벤시아대로 126|인천광역시 연수구 송도동 22-22|양식/레스토랑|트리플듀에|식신
학운정|||254355|인천광역시 서구 열우물로208번길 12 |인천광역시 서구 가좌동 461-1    |한식|학운정|식신
통꼬집|||313670|인천 연수구 컨벤시아대로42번길 20|인천광역시 연수구 송도동 15-10|고기/구이류|통꼬집|식신
모녀떡볶이부평남부역점|||254209|인천 부평구 광장로 16|인천광역시 부평구 부평동 738-21|한식|모녀떡볶이부평남부역점|식신
충남서산집|||263426|인천 강화군 내가면 중앙로 1200|인천광역시 강화군 내가면 외포리 385|한식|충남서산집|식신
스시애본점|||254204|인천 부평구 부흥로 261|인천광역시 부평구 부평동 529-38|일식/중식/세계음식|스시애본점|식신
일미산장어숯불장어|||263427|인천 강화군 선원면 더리미길 2|인천광역시 강화군 선원면 신정리 316|한식|일미산장어숯불장어|식신
안스베이커리구월본점|||108401|인천 남동구 인주대로 664|인천광역시 남동구 구월동 279-3|카페/디저트|안스베이커리구월본점|식신
아띠오아나폴리핏제리아|||354839|인천광역시 연수구 컨벤시아대로 69|인천광역시 연수구 송도동 3-1|양식/레스토랑|아띠오아나폴리핏제리아|식신
우리옥|||263173|인천 강화군 강화읍 신문리 184-1|인천광역시 강화군 강화읍 신문리 184-1|한식|우리옥|식신
신승반점|||270676|인천광역시 중구 차이나타운로26번길 11-32 |인천광역시 중구 북성동2가 11-32|일식/중식/세계음식|신승반점|식신
청해김밥|||22057|인천 미추홀구 경인로 414|인천광역시 미추홀구 주안동 406-34|한식|청해김밥|식신
권오길손국수본점|||271366|인천광역시 서구 검단로 789 권오길 손국수 |인천광역시 서구 불로동 779-4|한식|권오길손국수본점|식신
가리비칼국수|||136003|None|인천광역시 남동구 도림동 636-2|한식|가리비칼국수|식신
덜렁이네횟집|||337743|인천 중구 월미문화로 95|인천광역시 중구 북성동1가 98-577|한식|덜렁이네횟집|식신
노을내리는아름다운집|||263422|None|인천광역시 강화군 삼산면 매음리 650-59|고기/구이류|노을내리는아름다운집|식신
라비스타|||257695|인천광역시 연수구 청량로70번길 40-12 |인천광역시 연수구 동춘동 806-21    |양식/레스토랑|라비스타|식신
충청도해안선조개구이|||271624|인천 중구 마시란로 91|인천광역시 중구 덕교동 산77-84|한식|충청도해안선조개구이|식신
벌말매운탕|||264264|인천 계양구 벌말로565번길 5|인천광역시 계양구 상야동 171-1|한식|벌말매운탕|식신
그리다디저트|||354862|인천 연수구 인천타워대로132번길 30|인천광역시 연수구 송도동 8-3|카페/디저트|그리다디저트|식신
잉글랜드왕돈까스|||265830|인천광역시 중구 우현로90번길 7 |인천광역시 중구 인현동 26-8|일식/중식/세계음식|잉글랜드왕돈까스|식신
생오리돌판구이|||254391|인천광역시 부평구 경원대로 1439 이십사시 생 오리돌판구이 |인천광역시 부평구 부평동 160-1|고기/구이류|생오리돌판구이|식신
인현통닭삼계탕|||284819|인천광역시 중구 참외전로 134-1 신세계약국,거상인력 |인천광역시 중구 인현동 23-1|고기/구이류|인현통닭삼계탕|식신
공화춘|||270678|인천광역시 중구 차이나타운로 43 공화춘 |인천광역시 중구 북성동3가 5-6|일식/중식/세계음식|공화춘|식신
만다복|||270677|인천 중구 차이나타운로 36|인천광역시 중구 북성동2가 9-11|일식/중식/세계음식|만다복|식신
신포닭강정|||257663|인천 중구 우현로49번길 3|인천광역시 중구 내동 209-57|고기/구이류|신포닭강정|식신
긴자송도유원지점|||254463|인천광역시 연수구 청량로120번길 10 |인천광역시 연수구 옥련동 573|일식/중식/세계음식|긴자송도유원지점|식신
할머니추어탕|||355085|인천광역시 남동구 경인로 734|인천광역시 남동구 간석동 773-2|한식|할머니추어탕|식신
연락골고추장추어탕|||337698|인천 서구 경서로 27|인천광역시 서구 경서동 산165-13|한식|연락골고추장추어탕|식신
함춘원|||267556|인천 남동구 문화로 91-1|인천광역시 남동구 구월동 1367-13|일식/중식/세계음식|함춘원|식신
성원닭갈비|||355084|인천광역시 계양구 오조산로57번길 7|인천광역시 계양구 계산동 1080-8|고기/구이류|성원닭갈비|식신
아로이아로이|||271620|인천광역시 중구 공항로424번길 72 IBC 디오빌 |인천광역시 중구 운서동 2850-7|일식/중식/세계음식|아로이아로이|식신
미다미|||337700|인천 서구 중봉대로 594|인천광역시 서구 청라동 162-15|한식|미다미|식신
태백산|||355088|인천 서구 완정로 151|인천광역시 서구 왕길동 663-2|고기/구이류|태백산|식신
닐리리손칼국수|||271381|인천 서구 서곶로 833|인천광역시 서구 당하동 1082-4|한식|닐리리손칼국수|식신
해변식당|||271362|인천광역시 중구 연안부두로 17 |인천광역시 중구 항동7가 27-207|한식|해변식당|식신
화선횟집|||265850|인천 중구 우현로49번길 11-25|인천광역시 중구 신포동 5-10|한식|화선횟집|식신
열두바구니송도점|||368041||인천광역시 연수구 송도동 3-5|한식|열두바구니송도점|식신
베네/쉐라톤그랜드인천호텔|||368048|인천 연수구 컨벤시아대로 153|인천광역시 연수구 송도동 6-9|양식/레스토랑|베네 쉐라톤그랜드인천호텔|식신
용화반점|||270609|인천 중구 참외전로174번길 7|인천광역시 중구 경동 4-10|일식/중식/세계음식|용화반점|식신
변가네옹진냉면|||271343|인천 미추홀구 한나루로586번길 92|인천광역시 미추홀구 주안동 509-13|한식|변가네옹진냉면|식신
향수레스토랑|||361199|인천 연수구 청량로70번길 43|인천광역시 연수구 동춘동 789-14|양식/레스토랑|향수레스토랑|식신
미야비/쉐라톤그랜드인천호텔|||323993|인천광역시 연수구 컨벤시아대로 153 쉐라톤인천호텔 |인천광역시 연수구 송도동 6-9|일식/중식/세계음식|미야비 쉐라톤그랜드인천호텔|식신
카페오라|||271610|인천 중구 용유서로 380|인천광역시 중구 운서동 773-61|카페/디저트|카페오라|식신
향촌왕족발|||271570|인천 남동구 백범로180번길 77|인천광역시 남동구 만수동 80-131|고기/구이류|향촌왕족발|식신
십리향|||270679|인천광역시 중구 차이나타운로 50-2 |인천광역시 중구 북성동2가 10-26    |일식/중식/세계음식|십리향|식신
산동만두|||265863|인천 중구 우현로49번길 33|인천광역시 중구 신포동 10-1|한식|산동만두|식신
인하의집|||270615|인천 중구 전동 19-1|인천광역시 중구 전동 19-1|한식|인하의집|식신
텐메이|||368139|인천 연수구 센트럴로 160|인천광역시 연수구 송도동 23-5|일식/중식/세계음식|텐메이|식신
부영선지국|||362074|인천 미추홀구 장천로14번길 20|인천광역시 미추홀구 숭의동 296-78    |한식|부영선지국|식신
원보|||270682|인천광역시 중구 차이나타운로 48 |인천광역시 중구 북성동2가 10-13|일식/중식/세계음식|원보|식신
청실홍실신포동점|||265852|인천광역시 중구 우현로35번길 23-1 |인천광역시 중구 신생동 2-1    |한식|청실홍실신포동점|식신
부원집|||368040|인천광역시 연수구 샘말로8번길 7-10|인천광역시 연수구 연수동 629-10|한식|부원집|식신
금문도|||263718|인천광역시 계양구 효서로 268 금문도 |인천광역시 계양구 작전동 416-5|일식/중식/세계음식|금문도|식신
홍두병|||364221|인천 중구 차이나타운로 48|인천광역시 중구 북성동2가 10-13|카페/디저트|홍두병|식신
스시이와|||373730|인천 연수구 센트럴로 194|인천광역시 연수구 송도동 23-4|일식/중식/세계음식|스시이와|식신
어스팩토리|||360512|인천광역시 남동구 인하로 497-15|인천광역시 남동구 구월동 1467-1|양식/레스토랑|어스팩토리|식신
송림동해장국|||360450|인천 동구 동산로87번길 6|인천광역시 동구 송림동 59-25|한식|송림동해장국|식신
원조할머니냉면|||360449|인천광역시 동구 화평로 24-2 |인천광역시 동구 화평동 531-118|한식|원조할머니냉면|식신
더히든키친|||448611|인천광역시 부평구 신트리로22번길 15-14 |인천광역시 부평구 부평동 885-5    |양식/레스토랑|더히든키친|식신
자연맛닭|||482231|인천광역시 남동구 선수촌공원로  37|인천광역시 남동구 구월동 1533-3  |고기/구이류|자연맛닭|식신
덕적식당|||806962|인천 중구 우현로49번길 25|인천광역시 중구 신포동 7-52|한식|덕적식당|식신
임파스토|||458609|인천 연수구 아트센터대로 203|인천광역시 연수구 송도동 83|양식/레스토랑|임파스토|식신
풀사이드228송도점|||355822|인천 연수구 해돋이로 157|인천광역시 연수구 송도동 22-8|양식/레스토랑|풀사이드228송도점|식신
삿뽀로계산점|||263655|인천 계양구 도두리로 31|인천광역시 계양구 계산동 1083-5|일식/중식/세계음식|삿뽀로계산점|식신
창영떡집|||364543|인천광역시 동구 우각로 79 |인천광역시 동구 창영동 106-4|한식|창영떡집|식신
뉴욕베이글송도|||354860|인천 연수구 컨벤시아대로 116|인천광역시 연수구 송도동 22-21|카페/디저트|뉴욕베이글송도|식신
속초코다리냉면|||259688|인천 연수구 아트센터대로 87|인천광역시 연수구 송도동 17-1|한식|속초코다리냉면|식신
뽀까뽀까신볶음닭주안점|||13631|인천 미추홀구 주안중로43번길 9|인천광역시 미추홀구 주안동 148-4|고기/구이류|뽀까뽀까신볶음닭주안점|식신
동해막국수|||271623|인천광역시 중구 용유서로479번길 16 동해막국수 |인천광역시 중구 을왕동 859-3|한식|동해막국수|식신
화미소금구이구월동본점|||253074|인천 남동구 용천로97번길 3|인천광역시 남동구 구월동 70-80|고기/구이류|화미소금구이구월동본점|식신
진흥각|||265837|인천광역시 중구 신포로23번길 20 |인천광역시 중구 중앙동4가 6-2    |일식/중식/세계음식|진흥각|식신
피플즈|||362322||인천광역시 부평구 부평동 152-9|양식/레스토랑|피플즈|식신
배가족발|||254334|인천광역시 부평구 마장로 428 |인천광역시 부평구 청천동 174-20    |고기/구이류|배가족발|식신
충남서산꽃게집|||254452|인천 연수구 대암로 15|인천광역시 연수구 옥련동 550-2|한식|충남서산꽃게집|식신
청실홍실|||271341|인천 미추홀구 미추홀대로 697|인천광역시 미추홀구 주안동 190-8|한식|청실홍실|식신
뉴욕반점|||254329||인천광역시 부평구 부평동 465-47|일식/중식/세계음식|뉴욕반점|식신
토가|||263431|인천광역시 강화군 해안남로 1912 토가 |인천광역시 강화군 화도면 흥왕리 566-1|한식|토가|식신
막줄래횟집|||267512|인천 미추홀구 경인로438번길 10|인천광역시 미추홀구 주안동 300-23|한식|막줄래횟집|식신
화미소금구이부평점|||345918|인천 부평구 부흥로 249-13|인천광역시 부평구 부평동 70-83|고기/구이류|화미소금구이부평점|식신
전가복|||271569|인천광역시 남동구 하촌로59번길 24 |인천광역시 남동구 만수동 953-6    |일식/중식/세계음식|전가복|식신
풍전식당|||271328|인천 미추홀구 제일로 41|인천광역시 미추홀구 도화동 442-5|한식|풍전식당|식신
평화옥|||872803|인천 중구 공항로 272|인천광역시 중구 운서동 2868|한식|평화옥|식신
제이스레시피송도점|||353953|인천 연수구 해돋이로 107|인천광역시 연수구 송도동 4-1|카페/디저트|제이스레시피송도점|식신
그랜드하얏트인천/레스토랑8|||271618|인천광역시 중구 영종해안남로321번길 208 |인천광역시 중구 운서동 2850-1|양식/레스토랑|그랜드하얏트인천 레스토랑8|식신
원조선창집장어구이|||263172|인천 강화군 선원면 더리미길13번길 7|인천광역시 강화군 선원면 신정리 320-2|한식|원조선창집장어구이|식신
미애네|||271614|인천광역시 중구 용유로21번길 53 |인천광역시 중구 덕교동 188    |한식|미애네|식신
명월집|||270669|인천 중구 신포로23번길 41|인천광역시 중구 중앙동3가 4-46|한식|명월집|식신
신성루|||265842|인천 중구 우현로 19-14|인천광역시 중구 신생동 9-12|일식/중식/세계음식|신성루|식신
우순임원조할머니쭈꾸미|||261455|인천 동구 만석동 54-1|인천광역시 동구 만석동 53-4|한식|우순임원조할머니쭈꾸미|식신
홀리데이인인천송도호텔/터치스카이루프톱바|||370311|인천광역시 연수구 인천타워대로 251|인천광역시 연수구 송도동 33-1|나이트라이프|홀리데이인인천송도호텔 터치스카이루프톱바|식신
꼭대기집약수터|||368051|인천 강화군 길상면 장흥로101번길 31-11|인천광역시 강화군 길상면 장흥리 220-3    |고기/구이류|꼭대기집약수터|식신
신신분식|||265846|인천 중구 자유공원로27번길 1|인천광역시 중구 내동 6-39|한식|신신분식|식신
할머니즉석떡볶이|||254423|인천광역시 연수구 청량로 235 |인천광역시 연수구 옥련동 269-9    |한식|할머니즉석떡볶이|식신
별미정숯불장어|||263429|인천 강화군 선원면 더리미길 10|인천광역시 강화군 선원면 신정리 323-2|한식|별미정숯불장어|식신
비하니|||254300|인천 부평구 광장로24번길 13|인천광역시 부평구 부평동 185-118|일식/중식/세계음식|비하니|식신
삼화정|||323690|인천광역시 남동구 남동대로922번길 14|인천광역시 남동구 간석동 176-5|고기/구이류|삼화정|식신
조양방직|||1038193|인천 강화군 강화읍 향나무길5번길 12|인천광역시 강화군 강화읍 신문리 587|카페/디저트|조양방직|식신
오구당당|||254331|인천 부평구 경원대로1377번길 47|인천광역시 부평구 부평동 546-83|한식|오구당당|식신
갯마을산낙지전문점|||271382|인천광역시 서구 담지로86번길 5-43 |인천광역시 서구 청라동 133-14|한식|갯마을산낙지전문점|식신
송도국제경양식|||265810|인천 연수구 센트럴로 194|인천광역시 연수구 송도동 23-4|일식/중식/세계음식|송도국제경양식|식신
진두강참장어|||263467|인천광역시 강화군 황청포구로 489 진두강참장어 |인천광역시 강화군 내가면 황청리 852-10|한식|진두강참장어|식신
금산식당|||254555|인천 연수구 청능대로53번길 24-4|인천광역시 연수구 청학동 483|한식|금산식당|식신
서문김밥|||677778|인천광역시 강화군 강화대로430번길 2-1 서문김밥 |인천광역시 강화군 강화읍 관청리 529 서문김밥  |한식|서문김밥|식신
평양옥|||265816|인천 중구 신흥동3가 18-1|인천광역시 중구 신흥동3가 18-1|한식|평양옥|식신
정든식당|||359577|인천 미추홀구 낙섬서로10번길 21-9|인천광역시 미추홀구 용현동 627-244|한식|정든식당|식신
산동포자|||303530|인천광역시 부평구 마장로 75|인천광역시 부평구 십정동 170-46|일식/중식/세계음식|산동포자|식신
연경|||270691|인천광역시 중구 차이나타운로 41 일동 |인천광역시 중구 북성동3가 5-1|일식/중식/세계음식|연경|식신
경남횟집|||265864|인천 중구 우현로49번길 25|인천광역시 중구 신포동 9-1|한식|경남횟집|식신
복화루|||363213|인천 부평구 부평대로32번길 16|인천광역시 부평구 부평동 211-125|일식/중식/세계음식|복화루|식신
버들정식당|||368039|None|인천광역시 연수구 동춘동 815-8|한식|버들정식당|식신
청강횟집|||263452|인천광역시 강화군 해안남로2845번길 19-1|인천광역시 강화군 화도면 내리 1829-8|한식|청강횟집|식신
삼강설렁탕|||270672|인천 중구 참외전로158번길 1|인천광역시 중구 경동 95-8|한식|삼강설렁탕|식신
베트남포다쌀국수|||362955|None|인천광역시 부평구 부평동 206-18|일식/중식/세계음식|베트남포다쌀국수|식신
사곶냉면|||323600|인천 남동구 논고개로 253-2|인천광역시 남동구 도림동 346-6|한식|사곶냉면|식신
프렌치빌|||265827|인천 중구 신포로 27-1|인천광역시 중구 관동3가 2-5|카페/디저트|프렌치빌|식신
통영식당|||265807|인천광역시 중구 서해대로458번길 6 |인천광역시 중구 신흥동2가 5-7|한식|통영식당|식신
전등사죽림다원|||263469|인천 강화군 길상면 전등사로 37-41|인천광역시 강화군 길상면 온수리 635|카페/디저트|전등사죽림다원|식신
경인면옥|||265877|인천 중구 신포로46번길 38|인천광역시 중구 내동 154|한식|경인면옥|식신
에픽|||363209|인천 부평구 경원대로1363번길 8|인천광역시 부평구 부평동 341-30|양식/레스토랑|에픽|식신
신포순대|||265856|인천 중구 제물량로166번길 33|인천광역시 중구 신포동 38-1|한식|신포순대|식신
궁중삼계탕|||362214|인천 미추홀구 학익소로63번길 23|인천광역시 미추홀구 학익동 37-9    |고기/구이류|궁중삼계탕|식신
복래춘|||270688|인천 중구 차이나타운로55번길 20-1|인천광역시 중구 선린동 10-2|일식/중식/세계음식|복래춘|식신
보광호|||396107|인천광역시 강화군 해안남로619번길 21|인천광역시 강화군 길상면 선두리 1043-11|한식|보광호|식신
스시/텐메이|||429782|인천광역시 남동구 미래로 23|인천광역시 남동구 구월동 1132-19|일식/중식/세계음식|스시 텐메이|식신
덕화원|||481346|인천광역시 부평구 원적로315번길 29-1 |인천광역시 부평구 산곡동 87-293  |일식/중식/세계음식|덕화원|식신
만강홍|||396032|인천 연수구 원인재로 88|인천광역시 연수구 동춘동 925-7|일식/중식/세계음식|만강홍|식신
북경장|||270704||인천광역시 중구 북성동2가 10-3|일식/중식/세계음식|북경장|식신
솟구쳐차기|||479864|인천광역시 연수구 컨벤시아대로 116 |인천광역시 연수구 송도동 22-21|일식/중식/세계음식|솟구쳐차기|식신
이태리공방|||457588|인천 서구 청라루비로42번길 5-16|인천광역시 서구 청라동 175-5|양식/레스토랑|이태리공방|식신
중국제과/담|||364298|인천 중구 차이나타운로 39-1|인천광역시 중구 북성동3가 4-4|카페/디저트|중국제과 담|식신
e99|||480657|인천광역시 연수구 컨벤시아대로 116|인천광역시 연수구 송도동 22-21|일식/중식/세계음식|e99|식신
물레방아|||372761|인천광역시 동구 화수로 80-1 |인천광역시 동구 화수동 35-28|고기/구이류|물레방아|식신
