##NAME|SUBNAME|TELNUM|ID|NEWADDR|ADDR|TYPE|ORGNAME|SOURCE2@@식신맛집
필경재|||255054|서울 강남구 광평로 205|서울특별시 강남구 수서동 739-1|한식|필경재|식신
정식당|||28566|서울 강남구 선릉로158길 11|서울특별시 강남구 청담동 83-24|한식|정식당|식신
새벽집/청담동점|||323|서울 강남구 도산대로101길 6|서울특별시 강남구 청담동 129-10|고기/구이류|새벽집 청담동점|식신
멜팅샵|||356354|서울특별시 강남구 압구정로46길 55 |서울특별시 강남구 신사동 647-19  |양식/레스토랑|멜팅샵|식신
밍글스|||350600|서울 강남구 도산대로67길 19|서울특별시 강남구 청담동 94-6|양식/레스토랑|밍글스|식신
리북집|||28432|서울 강남구 학동로2길 45|서울특별시 강남구 논현동 163-3|고기/구이류|리북집|식신
스시효/청담점|||341244|서울 강남구 선릉로146길 25|서울특별시 강남구 청담동 21-16|일식/중식/세계음식|스시효 청담점|식신
경천애인2237|||355231|서울 강남구 테헤란로 421|서울특별시 강남구 삼성동 142-46|고기/구이류|경천애인2237|식신
진주집|||16924|서울특별시 영등포구 국제금융로6길 33 |서울특별시 영등포구 여의도동 36-2|한식|진주집|식신
목포집|||242539|서울 강남구 강남대로152길 24|서울특별시 강남구 신사동 514-3|고기/구이류|목포집|식신
벽제갈비/방이본점|||148199|서울특별시 송파구 양재대로71길 1-4|서울특별시 송파구 방이동 205-8|고기/구이류|벽제갈비 방이본점|식신
스와니예|||348908|서울 서초구 반포대로39길 46|서울특별시 서초구 반포동 549-17|양식/레스토랑|스와니예|식신
스시선수|||242493|서울특별시 강남구 도산대로45길 6|서울특별시 강남구 신사동 651-16|일식/중식/세계음식|스시선수|식신
원조호수삼계탕|||3033|서울 영등포구 도림로 274-1|서울특별시 영등포구 신길동 342-325|고기/구이류|원조호수삼계탕|식신
주|||255570|서울특별시 서초구 동광로19길 16 |서울특별시 서초구 방배동 795-5|일식/중식/세계음식|주|식신
팔레드고몽|||96766|서울 강남구 도산대로81길 21|서울특별시 강남구 청담동 118-10|양식/레스토랑|팔레드고몽|식신
권숙수|||363138|서울 강남구 압구정로80길 37|서울특별시 강남구 청담동 92-18|한식|권숙수|식신
송죽장|||252939|서울 영등포구 영중로 21|서울특별시 영등포구 영등포동4가 55|일식/중식/세계음식|송죽장|식신
랩24|||245400|서울 강남구 압구정로42길 23|서울특별시 강남구 신사동 643-1|양식/레스토랑|랩24|식신
원강|||101542|서울특별시 강남구 학동로6길 16 |서울특별시 강남구 논현동 122-18  |고기/구이류|원강|식신
류니끄|||359292|서울 강남구 강남대로162길 40|서울특별시 강남구 신사동 520-1|양식/레스토랑|류니끄|식신
톡톡|||315233|서울특별시 강남구 도산대로51길 33 |서울특별시 강남구 신사동 656-6  |양식/레스토랑|톡톡|식신
봉피양/방이점|||148202|서울 송파구 양재대로71길 1-4|서울특별시 송파구 방이동 205|고기/구이류|봉피양 방이점|식신
리스토란테/에오|||5998|서울특별시 강남구 도산대로75길 15 |서울특별시 강남구 청담동 96-22|양식/레스토랑|리스토란테 에오|식신
평양면옥|||132786|서울특별시 강남구 논현로150길 6 |서울특별시 강남구 논현동 66-2  |한식|평양면옥|식신
미/피아체|||349263|서울특별시 강남구 압구정로80길 19-2|서울특별시 강남구 청담동 97-22|양식/레스토랑|미 피아체|식신
보나세라|||240985|서울 강남구 도산대로45길 18-2|서울특별시 강남구 신사동 650-1|양식/레스토랑|보나세라|식신
STAY/시그니엘서울|||479753|서울 송파구 올림픽로 300|서울특별시 송파구 신천동 29|양식/레스토랑|STAY 시그니엘서울|식신
송쉐프|||481838|서울특별시 강남구 도산대로1길 40 |서울특별시 강남구 신사동 507-11  |일식/중식/세계음식|송쉐프|식신
스시코우지|||359733|서울특별시 강남구 도산대로 404|서울특별시 강남구 청담동 1-1|일식/중식/세계음식|스시코우지|식신
몽고네/신사점|||369479|서울특별시 강남구 선릉로155길 5 |서울특별시 강남구 신사동 665-10 |양식/레스토랑|몽고네 신사점|식신
도사/바이/백승욱|||370013|서울 강남구 도산대로67길 7|서울특별시 강남구 청담동 92-12|양식/레스토랑|도사 바이 백승욱|식신
모퉁이우/Restaurant/RIPE|||1062467|서울 강남구 영동대로96길 26|서울특별시 강남구 삼성동 169-8|한식|모퉁이우 Restaurant RIPE|식신
알라프리마|||367118|서울 강남구 학동로17길 13|서울특별시 강남구 논현동 42-6|양식/레스토랑|알라프리마|식신
미즈컨테이너/강남/웨스트|||25472|서울 서초구 서초대로73길 9|서울특별시 서초구 서초동 1316-29|양식/레스토랑|미즈컨테이너 강남 웨스트|식신
봉피양/서초점|||8828|서울특별시 서초구 강남대로53길 11|서울특별시 서초구 서초동 1330|한식|봉피양 서초점|식신
바이킹스워프/롯데월드몰점|||357458|서울 송파구 올림픽로 300|서울특별시 송파구 신천동 29|양식/레스토랑|바이킹스워프 롯데월드몰점|식신
쉐이크쉑/강남점|||370470|서울 강남구 강남대로 452|서울특별시 강남구 역삼동 809-13|양식/레스토랑|쉐이크쉑 강남점|식신
강남교자본점|||56310|서울 서초구 강남대로69길 11|서울특별시 서초구 서초동 1308-1|한식|강남교자본점|식신
카페마마스/강남역점|||255991|서울특별시 서초구 서운로 138|서울특별시 서초구 서초동 1321-6|카페/디저트|카페마마스 강남역점|식신
딘타이펑/강남역점|||90079|서울특별시 서초구 서초대로73길 12 세계빌|서울특별시 서초구 서초동 1317-31|일식/중식/세계음식|딘타이펑 강남역점|식신
도치피자/강남점|||343390|서울 강남구 강남대로98길 27|서울특별시 강남구 역삼동 620-17|양식/레스토랑|도치피자 강남점|식신
마초쉐프/강남역점|||357780|서울특별시 강남구 강남대로98길 16|서울특별시 강남구 역삼동 817-35|양식/레스토랑|마초쉐프 강남역점|식신
을밀대/강남점|||131945|서울특별시 강남구 테헤란로4길 46|서울특별시 강남구 역삼동 826-37|한식|을밀대 강남점|식신
토끼정/강남점|||355422|서울 강남구 봉은사로6길 32|서울특별시 강남구 역삼동 812-5|일식/중식/세계음식|토끼정 강남점|식신
쟝블랑제리|||342696|서울 관악구 낙성대역길 8|서울특별시 관악구 봉천동 1660-7|카페/디저트|쟝블랑제리|식신
시골야채된장|||36923|서울특별시 서초구 강남대로69길 11|서울특별시 서초구 서초동 1308-1|한식|시골야채된장|식신
이춘복참치|||333683|서울특별시 서초구 강남대로 475 |서울특별시 서초구 반포동 748-12  |일식/중식/세계음식|이춘복참치|식신
구스테이크528|||245670|서울 강남구 압구정로 108|서울특별시 강남구 신사동 528-3|양식/레스토랑|구스테이크528|식신
나인로드피제리아/강남점|||357849|서울 서초구 서초대로73길 11|서울특별시 서초구 서초동 1316-30|양식/레스토랑|나인로드피제리아 강남점|식신
우래옥/강남점|||14220|서울 강남구 영동대로 313|서울특별시 강남구 대치동 983-13|한식|우래옥 강남점|식신
흑돈가/삼성점|||47825|서울 강남구 봉은사로86길 14|서울특별시 강남구 삼성동 147-15|고기/구이류|흑돈가 삼성점|식신
JS/가든/압구정점|||340905|서울 강남구 언주로174길 13|서울특별시 강남구 신사동 638-9|일식/중식/세계음식|JS 가든 압구정점|식신
아그라/롯데백화점에비뉴엘월드타워점|||357489|서울 송파구 올림픽로 300|서울특별시 송파구 신천동 29|일식/중식/세계음식|아그라 롯데백화점에비뉴엘월드타워점|식신
하동관/강남분점|||4016|서울 강남구 테헤란로78길 16|서울특별시 강남구 대치동 891-44|한식|하동관 강남분점|식신
JS가든/청담점|||341071|서울특별시 강남구 도산대로 318|서울특별시 강남구 논현동 92|일식/중식/세계음식|JS가든 청담점|식신
가락골마산아구찜|||316388|서울 송파구 송이로19길 3|서울특별시 송파구 가락동 49-7|한식|가락골마산아구찜|식신
부산양곱창|||4681|서울특별시 강남구 언주로98길 8-1|서울특별시 강남구 역삼동 700-15|고기/구이류|부산양곱창|식신
고에몬/강남점|||317367|서울 서초구 서초대로77길 7|서울특별시 서초구 서초동 1317-13|일식/중식/세계음식|고에몬 강남점|식신
몽중헌/청담점|||136001|서울 강남구 도산대로 445|서울특별시 강남구 청담동 97|일식/중식/세계음식|몽중헌 청담점|식신
전주전집|||254906|서울특별시 동작구 동작대로7길 19 |서울특별시 동작구 사당동 1032-1  |한식|전주전집|식신
개미집|||102327|서울 강남구 압구정로 110|서울특별시 강남구 신사동 528-4|나이트라이프|개미집|식신
서초면옥|||133037|서울 서초구 반포대로28길 46|서울특별시 서초구 서초동 1557-7|한식|서초면옥|식신
또순이네|||237854|서울 영등포구 선유로47길 16|서울특별시 영등포구 양평동4가 81|고기/구이류|또순이네|식신
애플하우스|||255418|서울특별시 서초구 신반포로 50 |서울특별시 서초구 반포동 978|한식|애플하우스|식신
백년옥|||14714|서울 서초구 남부순환로 2407|서울특별시 서초구 서초동 1450-6|한식|백년옥|식신
삼거리먼지막순대국|||266878|서울 영등포구 시흥대로185길 11|서울특별시 영등포구 대림동 963-9|한식|삼거리먼지막순대국|식신
부일갈비|||312|서울특별시 서초구 서초중앙로2길 42 |서울특별시 서초구 서초동 1427-6  |고기/구이류|부일갈비|식신
Midgard|||340806|서울특별시 강남구 도산대로17길 6 |서울특별시 강남구 신사동 561-11|양식/레스토랑|Midgard|식신
김종용누룽지통닭/화곡본점|||355562|서울 강서구 화곡로 113|서울특별시 강서구 화곡동 1068-31|고기/구이류|김종용누룽지통닭 화곡본점|식신
한신포차/논현점|||315191|서울 강남구 강남대로8길 11|서울특별시 강남구 논현동 182-29|나이트라이프|한신포차 논현점|식신
부산아구|||352874|서울특별시 강남구 강남대로150길 10 |서울특별시 강남구 논현동 16-1|한식|부산아구|식신
다미|||242331|서울 영등포구 국제금융로8길 34|서울특별시 영등포구 여의도동 36-4|일식/중식/세계음식|다미|식신
바른식시골보쌈&감자옹심이/사당본점|||254845|서울 서초구 방배천로2길 25|서울특별시 서초구 방배동 449-5|고기/구이류|바른식시골보쌈&감자옹심이 사당본점|식신
영양족발순대국|||254252|서울특별시 강서구 초록마을로2길 48 |서울특별시 강서구 화곡동 98-154|고기/구이류|영양족발순대국|식신
더/키친/살바토레/쿠오모|||240913|서울 강남구 언주로164길 29|서울특별시 강남구 신사동 646-2|양식/레스토랑|더 키친 살바토레 쿠오모|식신
비금도청담점|||5992|서울특별시 강남구 압구정로80길 26|서울특별시 강남구 청담동 95-4|한식|비금도청담점|식신
장꼬방묵은김치찌개전문|||50171|서울 서초구 효령로 364|서울특별시 서초구 서초동 1438-8|한식|장꼬방묵은김치찌개전문|식신
임병주산동칼국수|||251117|서울 서초구 강남대로37길 63|서울특별시 서초구 서초동 1365|한식|임병주산동칼국수|식신
개성집|||251783|서울특별시 양천구 목동중앙서로 48 |서울특별시 양천구 목동 799-7|한식|개성집|식신
뱀부하우스|||120685|서울 강남구 언주로107길 33|서울특별시 강남구 역삼동 658-8|고기/구이류|뱀부하우스|식신
창고43/본점1관점|||72732|서울 영등포구 국제금융로6길 33|서울특별시 영등포구 여의도동 36-2|고기/구이류|창고43 본점1관점|식신
세상의모든아침|||368150|서울 영등포구 여의대로 24|서울특별시 영등포구 여의도동 28-1|카페/디저트|세상의모든아침|식신
마포본가/사당본점|||254899|서울 서초구 방배천로4길 15-3|서울특별시 서초구 방배동 451-9|고기/구이류|마포본가 사당본점|식신
브리오슈도레/여의도역점|||11792|서울특별시 영등포구 의사당대로 108 |서울특별시 영등포구 여의도동 37|카페/디저트|브리오슈도레 여의도역점|식신
파오파오|||244047|서울 송파구 석촌호수로12길 22|서울특별시 송파구 잠실동 205-16|한식|파오파오|식신
황재벌|||349976|서울특별시 서초구 남부순환로347길 42-4|서울특별시 서초구 서초동 1360-47|한식|황재벌|식신
스시고|||306640|서울 서초구 사평대로22길 15|서울특별시 서초구 반포동 94-10|일식/중식/세계음식|스시고|식신
브루스리|||251130|서울특별시 서초구 양재천로 147-1 |서울특별시 서초구 양재동 87-5  |일식/중식/세계음식|브루스리|식신
해주냉면|||243885|서울 송파구 백제고분로7길 8-16|서울특별시 송파구 잠실동 195-9|한식|해주냉면|식신
블랑제리11-17|||337324|서울특별시 강동구 올림픽로 624 강동메디컬센터 |서울특별시 강동구 성내동 78-1|카페/디저트|블랑제리11-17|식신
가양칼국수버섯매운탕|||120770|서울 영등포구 국제금융로 78|서울특별시 영등포구 여의도동 43-3|한식|가양칼국수버섯매운탕|식신
프로간장게장|||242316|서울 서초구 강남대로97길 9|서울특별시 서초구 잠원동 27-1|한식|프로간장게장|식신
한추|||17931|서울특별시 강남구 논현로175길 68 |서울특별시 강남구 신사동 549-9  |고기/구이류|한추|식신
부여집|||266877|서울특별시 영등포구 선유동1로 24 |서울특별시 영등포구 당산동2가 162-13  |한식|부여집|식신
대가방|||80549|서울 강남구 선릉로145길 13|서울특별시 강남구 논현동 99-7|일식/중식/세계음식|대가방|식신
진순자계란말이김밥/봉천본점|||254996|서울 관악구 청룡1길 19|서울특별시 관악구 봉천동 894-2|한식|진순자계란말이김밥 봉천본점|식신
함경도찹쌀순대|||255207|서울특별시 송파구 송파대로28길 32 올림피아오피스텔 |서울특별시 송파구 가락동 79-7|한식|함경도찹쌀순대|식신
고성막국수|||254650|서울 강서구 방화대로49길 6-7|서울특별시 강서구 방화동 323-6|한식|고성막국수|식신
신온누리에돈까스|||254875|서울 동작구 여의대방로24길 107|서울특별시 동작구 대방동 407-27|일식/중식/세계음식|신온누리에돈까스|식신
소호정/본점|||251146|서울 서초구 논현로 27|서울특별시 서초구 양재동 392-11|한식|소호정 본점|식신
우미노히|||283819|서울 강남구 도산대로89길 12|서울특별시 강남구 청담동 125|일식/중식/세계음식|우미노히|식신
독천낙지골|||129774|서울 송파구 중대로 239|서울특별시 송파구 오금동 49-7|한식|독천낙지골|식신
만푸쿠|||355455|서울 송파구 오금로18길 4-9|서울특별시 송파구 송파동 52-1|일식/중식/세계음식|만푸쿠|식신
비채나|||302992|서울 송파구 올림픽로 300|서울특별시 송파구 신천동 29|한식|비채나|식신
정인면옥|||348871|서울특별시 영등포구 국회대로76길 10 |서울특별시 영등포구 여의도동 13-1|한식|정인면옥|식신
짱이네산곰장어|||9383|서울 강남구 언주로 605|서울특별시 강남구 논현동 237-5|한식|짱이네산곰장어|식신
봉산옥|||133048|서울특별시 서초구 반포대로8길 5-6 조강빌딩 |서울특별시 서초구 서초동 1451-9|한식|봉산옥|식신
강릉수산|||338063|서울특별시 동작구 노들로 688|서울특별시 동작구 노량진동 13-8|한식|강릉수산|식신
이도곰탕|||319974|서울 강남구 논현로94길 29-5|서울특별시 강남구 역삼동 671-17|한식|이도곰탕|식신
이조보쌈|||253072|서울특별시 영등포구 당산로 244 |서울특별시 영등포구 당산동6가 295  |고기/구이류|이조보쌈|식신
거북곱창|||243227|서울 서초구 서초대로50길 94|서울특별시 서초구 서초동 1565-8|고기/구이류|거북곱창|식신
히까리|||352014|서울특별시 강남구 강남대로 506 |서울특별시 강남구 논현동 164-11|일식/중식/세계음식|히까리|식신
테이블스타|||345642|서울특별시 강남구 논현로153길 62 |서울특별시 강남구 신사동 545-22|양식/레스토랑|테이블스타|식신
군산오징어/본점|||27859|서울 송파구 삼학사로 101|서울특별시 송파구 삼전동 130-15|한식|군산오징어 본점|식신
신사/닭한마리감자탕|||242546|서울 강남구 강남대로152길 13|서울특별시 강남구 신사동 512-18|한식|신사 닭한마리감자탕|식신
마루심|||255473|서울 서초구 고무래로10길 10|서울특별시 서초구 반포동 54-10|일식/중식/세계음식|마루심|식신
올라/여의도KBS점|||135033|서울 영등포구 의사당대로 38|서울특별시 영등포구 여의도동 17|양식/레스토랑|올라 여의도KBS점|식신
큰손제주흑돼지|||10709|서울 송파구 백제고분로45길 10|서울특별시 송파구 송파동 50|고기/구이류|큰손제주흑돼지|식신
남순남순대국/본점|||251490|서울특별시 강남구 도곡로4길 12 지엠빌딩 |서울특별시 강남구 도곡동 945-2|한식|남순남순대국 본점|식신
도스타코스/강남역점|||321423|서울특별시 서초구 강남대로 455 강남태영데시앙루브 |서울특별시 서초구 서초동 1303-35|일식/중식/세계음식|도스타코스 강남역점|식신
마산옥|||251329|서울 강남구 강남대로152길 9|서울특별시 강남구 신사동 512-20|한식|마산옥|식신
하쯔호|||240943|서울특별시 영등포구 여의동로 213|서울특별시 영등포구 여의도동 61|일식/중식/세계음식|하쯔호|식신
대도식당/삼성점|||24599|서울 강남구 삼성로 545|서울특별시 강남구 삼성동 127-3|고기/구이류|대도식당 삼성점|식신
돌곰네|||50296|서울특별시 강남구 언주로146길 18 |서울특별시 강남구 논현동 105|한식|돌곰네|식신
신림정|||358216|서울 관악구 봉천로 248|서울특별시 관악구 신림동 1428-5|고기/구이류|신림정|식신
천호곱창|||252282|서울 강동구 진황도로 17-1|서울특별시 강동구 천호동 556-2|고기/구이류|천호곱창|식신
영동족발/3호점|||16692|서울 서초구 남부순환로 2628-18|서울특별시 서초구 양재동 1-8|고기/구이류|영동족발 3호점|식신
스시만|||359809|서울 서초구 동광로27길 3|서울특별시 서초구 방배동 1-3|일식/중식/세계음식|스시만|식신
반포치킨|||255529|서울 서초구 신반포로 38|서울특별시 서초구 반포동 1048|고기/구이류|반포치킨|식신
황우양대창|||251286|서울특별시 강남구 언주로98길 5 |서울특별시 강남구 역삼동 689-14  |고기/구이류|황우양대창|식신
이수부|||357906|서울특별시 강남구 논현로 57길 38 |서울특별시 강남구 도곡동 546-8|양식/레스토랑|이수부|식신
쥬안|||354112|서울 강남구 압구정로72길 12|서울특별시 강남구 청담동 81-10|일식/중식/세계음식|쥬안|식신
엘본더테이블/가로수길/본점|||245667|서울 강남구 논현로175길 88|서울특별시 강남구 신사동 530-5|양식/레스토랑|엘본더테이블 가로수길 본점|식신
스타쉐프|||48635|서울특별시 강남구 논현로38길 38-6 |서울특별시 강남구 도곡동 417-2  |양식/레스토랑|스타쉐프|식신
꽃지/삼성점|||245534|서울 강남구 봉은사로 610|서울특별시 강남구 삼성동 160-18|한식|꽃지 삼성점|식신
몰타참치|||133916|서울특별시 강남구 삼성로85길 26|서울특별시 강남구 대치동 891-46|한식|몰타참치|식신
김영모과자점/도곡타워점|||255462|서울 강남구 언주로30길 10|서울특별시 강남구 도곡동 467-19|카페/디저트|김영모과자점 도곡타워점|식신
청송산오징어|||97136|서울특별시 관악구 남현1길 8|서울특별시 관악구 남현동 1065-1|한식|청송산오징어|식신
중앙해장|||370098|서울 강남구 영동대로86길 17|서울특별시 강남구 대치동 996-16|한식|중앙해장|식신
배드파머스/신사동점|||358424|서울 강남구 압구정로4길 31|서울특별시 강남구 신사동 523-21|양식/레스토랑|배드파머스 신사동점|식신
외고집설렁탕|||251076|서울 강남구 삼성로 555|서울특별시 강남구 삼성동 120-8|한식|외고집설렁탕|식신
뚜또/베네|||243846|서울 강남구 압구정로77길 5|서울특별시 강남구 청담동 118-9|양식/레스토랑|뚜또 베네|식신
샘밭막국수|||243215|서울 서초구 서초중앙로24길 27|서울특별시 서초구 서초동 1685-8|한식|샘밭막국수|식신
라싸브어|||134277|서울특별시 서초구 서래로 24|서울특별시 서초구 반포동 90-10|양식/레스토랑|라싸브어|식신
레트로오븐|||133677|서울 강남구 봉은사로55길 25|서울특별시 강남구 삼성동 35-22|카페/디저트|레트로오븐|식신
오모리찌개|||9324|서울 송파구 송파대로 471|서울특별시 송파구 석촌동 183-3|한식|오모리찌개|식신
진원조닭한마리/잠실신천점|||243801|서울 송파구 백제고분로7길 32-11|서울특별시 송파구 잠실동 188-2|한식|진원조닭한마리 잠실신천점|식신
한성돈까스|||242509|서울특별시 서초구 강남대로97길 10 |서울특별시 서초구 잠원동 21-5  |일식/중식/세계음식|한성돈까스|식신
여수여천168호|||334508|서울 동작구 노들로 674|서울특별시 동작구 노량진동 13-6|한식|여수여천168호|식신
오무라안|||13867|서울 강남구 논현로79길 66|서울특별시 강남구 역삼동 828-55|일식/중식/세계음식|오무라안|식신
옛날빈대떡|||250524|서울 양천구 공항대로 638|서울특별시 양천구 목동 515-5|한식|옛날빈대떡|식신
신길동매운짬뽕|||254857|서울 영등포구 영등포로62길 10-1|서울특별시 영등포구 신길동 48-20|일식/중식/세계음식|신길동매운짬뽕|식신
줄라이|||120396|서울 서초구 동광로 164|서울특별시 서초구 반포동 577-20|양식/레스토랑|줄라이|식신
진성한우곱창|||255211|서울특별시 송파구 송파대로28길 27 |서울특별시 송파구 가락동 80|고기/구이류|진성한우곱창|식신
교대곱창|||5911|서울 서초구 서초중앙로 77|서울특별시 서초구 서초동 1578-3|고기/구이류|교대곱창|식신
등나무집|||228627|서울특별시 동작구 대림로 52 |서울특별시 동작구 신대방동 687-14  |한식|등나무집|식신
현복집|||119937|서울특별시 강남구 도산대로50길 14 |서울특별시 강남구 논현동 96-15|한식|현복집|식신
영일분식|||315336|서울특별시 영등포구 도림로141가길 34-1 |서울특별시 영등포구 문래동4가 8-26  |한식|영일분식|식신
모던눌랑/센트럴시티점|||363253|서울 서초구 사평대로 205|서울특별시 서초구 반포동 118-6|일식/중식/세계음식|모던눌랑 센트럴시티점|식신
대합탕/수제비/포장마차|||251813|서울특별시 양천구 목동동로 350 |서울특별시 양천구 목동 912|한식|대합탕 수제비 포장마차|식신
유림|||254248|서울 강서구 양천로61길 90|서울특별시 강서구 염창동 5-17|고기/구이류|유림|식신
오시오떡볶이|||21652|서울 동작구 양녕로 278-2|서울특별시 동작구 상도1동 633-44|한식|오시오떡볶이|식신
페어링룸|||10695|서울특별시 강남구 도산대로81길 14 |서울특별시 강남구 청담동 117-12|양식/레스토랑|페어링룸|식신
골목길/신천점|||134532|서울 송파구 백제고분로7길 8-16|서울특별시 송파구 잠실동 195-9|한식|골목길 신천점|식신
울프강스테이크하우스|||359640|서울특별시 강남구 선릉로152길 21 영인빌딩 |서울특별시 강남구 청담동 89-6|양식/레스토랑|울프강스테이크하우스|식신
아나고야|||349036|서울 강남구 강남대로124길 3-9|서울특별시 강남구 논현동 143-9|한식|아나고야|식신
대치정육식당|||50073|서울특별시 강남구 역삼로 450 |서울특별시 강남구 대치동 911-8  |고기/구이류|대치정육식당|식신
송/현대백화점무역센터점|||315229|서울 강남구 테헤란로 517|서울특별시 강남구 삼성동 159-7|한식|송 현대백화점무역센터점|식신
갯바위|||255086|서울특별시 관악구 남부순환로216길 13 모산빌라 |서울특별시 관악구 봉천동 876-19|한식|갯바위|식신
다래식당|||50405|서울 동작구 만양로2길 2|서울특별시 동작구 상도동 17-61|한식|다래식당|식신
Just/Steak|||242002|서울 강남구 언주로152길 11-7|서울특별시 강남구 신사동 631-16|고기/구이류|Just Steak|식신
모꼬지에|||255178|서울특별시 송파구 송파대로36길 5-13 |서울특별시 송파구 송파동 195-1  |한식|모꼬지에|식신
산마루돌구이|||242726|서울 서초구 나루터로10길 29|서울특별시 서초구 잠원동 31-1|한식|산마루돌구이|식신
순천식당|||357116|서울 동작구 노량진로 82|서울특별시 동작구 노량진동 266-4|한식|순천식당|식신
산호|||102834|서울 강남구 논현로175길 111|서울특별시 강남구 신사동 525-7|한식|산호|식신
OK/Burger/여의도점|||358518|서울 영등포구 국제금융로2길 32|서울특별시 영등포구 여의도동 23-8|양식/레스토랑|OK Burger 여의도점|식신
서궁|||135019|서울 영등포구 국제금융로 86|서울특별시 영등포구 여의도동 43-4|일식/중식/세계음식|서궁|식신
성민양꼬치|||255029|서울특별시 관악구 관악로16길 38 |서울특별시 관악구 봉천동 1602-37  |일식/중식/세계음식|성민양꼬치|식신
등촌/최월선칼국수|||254422|서울 강서구 화곡로64길 68|서울특별시 강서구 등촌동 654-95|한식|등촌 최월선칼국수|식신
한아람|||251181|서울특별시 송파구 위례성대로 34|서울특별시 송파구 방이동 180-7|고기/구이류|한아람|식신
대우식당|||320015|서울특별시 강남구 테헤란로25길 34 |서울특별시 강남구 역삼동 641-18  |한식|대우식당|식신
호무랑|||320098|서울특별시 강남구 도산대로 442|서울특별시 강남구 청담동 4-1|일식/중식/세계음식|호무랑|식신
허브족발|||253174|서울특별시 영등포구 당산로48길 6 |서울특별시 영등포구 당산동6가 237-38|고기/구이류|허브족발|식신
나인온스버거|||346747|서울 관악구 관악로12길 109|서울특별시 관악구 봉천동 1626-20|양식/레스토랑|나인온스버거|식신
그라노|||14442|서울 강남구 언주로168길 16|서울특별시 강남구 신사동 645-1|양식/레스토랑|그라노|식신
영원식당|||349152|서울특별시 영등포구 여의나루로 117 |서울특별시 영등포구 여의도동 21-3  |한식|영원식당|식신
미미면가|||321844|서울 강남구 강남대로160길 29|서울특별시 강남구 신사동 521-16|일식/중식/세계음식|미미면가|식신
인뉴욕|||242000|서울 강남구 도산대로45길 8-3|서울특별시 강남구 신사동 651-5|양식/레스토랑|인뉴욕|식신
갓포아키/도산공원점|||359459|서울 강남구 도산대로45길 8-3|서울특별시 강남구 신사동 651-5|일식/중식/세계음식|갓포아키 도산공원점|식신
그안에맛있는이탈리안|||50266|서울특별시 강남구 언주로30길 26|서울특별시 강남구 도곡동 467-29  |양식/레스토랑|그안에맛있는이탈리안|식신
르알래스카/가로수길점|||105187|서울 강남구 압구정로14길 15|서울특별시 강남구 신사동 550-22|카페/디저트|르알래스카 가로수길점|식신
오목집/목동본점|||284258|서울 양천구 목동서로 155|서울특별시 양천구 목동 917|고기/구이류|오목집 목동본점|식신
우장군곱창|||254396|서울 강서구 강서로5나길 115|서울특별시 강서구 화곡동 929-4|고기/구이류|우장군곱창|식신
오뗄두스|||134280|서울 서초구 서래로10길 9|서울특별시 서초구 반포동 93-5|카페/디저트|오뗄두스|식신
산월수제비|||316219|서울 강남구 삼성로 212|서울특별시 강남구 대치동 316|한식|산월수제비|식신
스시산|||359820|서울 송파구 석촌호수로 118|서울특별시 송파구 잠실동 242-9|일식/중식/세계음식|스시산|식신
차이린|||315219|서울 강남구 삼성로112길 10|서울특별시 강남구 삼성동 71-24|일식/중식/세계음식|차이린|식신
대치골/한우/곱창|||132467|서울특별시 강남구 선릉로64길 11-5 |서울특별시 강남구 대치동 922-17  |고기/구이류|대치골 한우 곱창|식신
은행골/본점신관|||12806|서울 관악구 조원로 10-1|서울특별시 관악구 신림동 1654-8|일식/중식/세계음식|은행골 본점신관|식신
미나미|||316039|서울 서초구 서초대로58길 31-2|서울특별시 서초구 서초동 1668-7|일식/중식/세계음식|미나미|식신
외래향/서울대점|||349012|서울특별시 관악구 남부순환로 1801 |서울특별시 관악구 봉천동 874-4|일식/중식/세계음식|외래향 서울대점|식신
삼미/숯불/갈비|||82324|서울 강남구 학동로2길 30|서울특별시 강남구 논현동 143-10|고기/구이류|삼미 숯불 갈비|식신
스시초희|||351542|서울특별시 강남구 도산대로45길 18-6|서울특별시 강남구 신사동 650-6|일식/중식/세계음식|스시초희|식신
레스쁘아/뒤/이부|||243995|서울특별시 강남구 선릉로152길 33 |서울특별시 강남구 청담동 90-25|양식/레스토랑|레스쁘아 뒤 이부|식신
순댕이네얼큰수제비|||344211|서울특별시 금천구 시흥대로136길 1 |서울특별시 금천구 독산동 160-17  |한식|순댕이네얼큰수제비|식신
마담밍|||316077|서울특별시 강남구 선릉로86길 5-4 |서울특별시 강남구 대치동 889-65|일식/중식/세계음식|마담밍|식신
원가네손만두|||347640|서울 송파구 송파대로 111|서울특별시 송파구 문정동 618|한식|원가네손만두|식신
평가옥|||3743|서울 강남구 삼성로95길 37|서울특별시 강남구 삼성동 143-1|한식|평가옥|식신
한국순대|||301261|서울 서초구 바우뫼로35길 4|서울특별시 서초구 양재동 5-22|한식|한국순대|식신
부산양곱창|||244048|서울 송파구 백제고분로7길 52-24|서울특별시 송파구 잠실동 207-7|고기/구이류|부산양곱창|식신
데일리라운드/서초실버라벨|||315983|서울 서초구 서초대로42길 66|서울특별시 서초구 서초동 1544-10|카페/디저트|데일리라운드 서초실버라벨|식신
