##NAME|SUBNAME|TELNUM|ID|NEWADDR|TYPE|TYPE2|ORGNAME|SOURCE2@@레드테이블
라그릴리아(SPC스퀘어점)|라그릴리아(SPC스퀘어점)||45480|서울시 강남구 역삼동 831-23|카페|베이커리|라그릴리아(SPC스퀘어점)|레드테이블
가루|가루||79657|서울시 은평구 역촌동 78-44|카페|베이커리|가루|레드테이블
클럽에스프레소|클럽에스프레소||932|서울 종로구 부암동 257-1|카페|커피전문점|클럽에스프레소|레드테이블
영춘옥|영춘옥||1635|서울 종로구 돈의동 131|한식|설렁탕/곰탕|영춘옥|레드테이블
타코칠리칠리(가로수길점)|타코칠리칠리(가로수길점)||43756|서울 강남구 신사동 535-9|양식|아메리카|타코칠리칠리(가로수길점)|레드테이블
오뗄두스|오뗄두스||44581|서울 서초구 반포동 93-5|카페|베이커리|오뗄두스|레드테이블
브릭오븐|브릭오븐||43671|서울시 강남구 역삼동 617-4|양식|이탈리아식|브릭오븐|레드테이블
코발트|코발트||91731|서울시 강남구 신사동 521-20|카페|베이커리,카페|코발트|레드테이블
토라비|토라비||6163|서울 마포구 서교동 347-12|카페|커피전문점|토라비|레드테이블
눈나무집설목헌삼청동점|눈나무집설목헌삼청동점||949|서울 종로구 삼청동 12-5|한식|한정식|눈나무집설목헌삼청동점|레드테이블
이찌고야(명동본점)|이찌고야(명동본점)||45489|서울시 중구 명동1가 34-1|카페|베이커리|이찌고야(명동본점)|레드테이블
필동면옥|필동면옥||1685|서울 중구 필동3가 1-5|한식|냉면/막국수/밀면|필동면옥|레드테이블
아그라(이태원점)|아그라(이태원점)||3642|서울 용산구 이태원동 172-2 덕흥빌딩 지하 1층|양식|아시아식|아그라(이태원점)|레드테이블
팔색삼겹살(대학로점)|팔색삼겹살(대학로점)||7583|서울시 종로구 동숭동 1-65|한식|삼겹살/돼지구이|팔색삼겹살(대학로점)|레드테이블
지아니스나폴리(가로수길점)|지아니스나폴리(가로수길점)||25520|서울시 강남구 신사동 541-6|양식|이탈리아식|지아니스나폴리(가로수길점)|레드테이블
버거헌터(여의도IFC점)|버거헌터(여의도IFC점)||44983|서울시 영등포구 여의도동 23|양식|햄버거|버거헌터(여의도IFC점)|레드테이블
유다(서래마을점)|유다(서래마을점)||8573|서울 서초구 반포동 74-1|주점|이자카야|유다(서래마을점)|레드테이블
차이나팩토리(목동점)|차이나팩토리(목동점)||7965|서울 양천구 목동 917-1|중식|중식당|차이나팩토리(목동점)|레드테이블
스파이스테이블(이태원점)|스파이스테이블(이태원점)||8501|서울 용산구 이태원동 123-1|양식|이탈리아식|스파이스테이블(이태원점)|레드테이블
풍년쌀농산|풍년쌀농산||65065|서울 종로구 화동 85|한식|분식|풍년쌀농산|레드테이블
압구정볶는커피|압구정볶는커피||66727|서울시 강남구 청담동 21-17|카페|카페,베이커리|압구정볶는커피|레드테이블
명우관|명우관||31900|서울 영등포구 여의도동 43-4 롯데캐슬 지하 106호|한식|갈비|명우관|레드테이블
어글리스토브(강남역점)|어글리스토브(강남역점)||2057|서울 강남구 강남대로98길 20|양식|이탈리아식|어글리스토브(강남역점)|레드테이블
셰막(가로수길점)|셰막(가로수길점)||44012|서울시 강남구 신사동 517-30|주점|전통주점|셰막(가로수길점)|레드테이블
부추곱창|부추곱창||5922|서울 관악구 신림동 1433-32|한식|양/대창/곱창|부추곱창|레드테이블
목란|목란||17619|서울 서대문구 연희동 132-28|중식|중식당|목란|레드테이블
복성각|복성각||1265|서울 서대문구 창천동 31-8|중식|중식당|복성각|레드테이블
고양이부엌(강남점)|고양이부엌(강남점)||44411|서울시 서초구 서초동 1317-3|한식|분식|고양이부엌(강남점)|레드테이블
소프트리|소프트리||3855|서울특별시 강남구 신사동 551-3|카페|아이스크림/빙수/버블티|소프트리|레드테이블
스토브|스토브||24570|서울 서초구 반포동 88-1|양식|이탈리아식|스토브|레드테이블
자그마치|자그마치||124|서울 성동구 성수이로 88|카페|커피전문점|자그마치|레드테이블
롱브레드(명동롯데점)|롱브레드(명동롯데점)||45072|서울시 중구 남대문로2가 123|양식|햄버거|롱브레드(명동롯데점)|레드테이블
마루가메제면(강남점)|마루가메제면(강남점)||45174|서울시 강남구 역삼동 817|일식|라멘/우동/소바|마루가메제면(강남점)|레드테이블
여로집|여로집||3723|서울 영등포구 영등포동3가 15-1|한식|해산물|여로집|레드테이블
더페이머스램|더페이머스램||44346|서울시 마포구 동교동 203-30|카페|베이커리|더페이머스램|레드테이블
장꼬방|장꼬방||44548|서울시 서초구 서초동 1316|카페|베이커리|장꼬방|레드테이블
쌍판댁양념갈비|쌍판댁양념갈비||14850|서울 서대문구 창천동 53-7|한식|갈비|쌍판댁양념갈비|레드테이블
원대구탕|원대구탕||1458|서울 용산구 한강로1가 142-4|한식|매운탕/해물탕|원대구탕|레드테이블
미나미야마(서울역점)|미나미야마(서울역점)||49719|서울시 중구 중림동 325-1|일식|라멘/우동/소바|미나미야마(서울역점)|레드테이블
대성이네신촌|대성이네신촌||15957|서울 서대문구 창천동 62-26|한식|닭/오리|대성이네신촌|레드테이블
구이가(건대점)|구이가(건대점)||13874|서울 광진구 화양동 8-11|한식|갈비|구이가(건대점)|레드테이블
브루클린더버거조인트(본점)|브루클린더버거조인트(본점)||2865|서울 서초구 반포동 551-32|양식|햄버거|브루클린더버거조인트(본점)|레드테이블
스테파니카페|스테파니카페||4493|서울 강남구 신사동 563-2|양식|이탈리아식|스테파니카페|레드테이블
바우하우스|바우하우스||30595|서울 마포구 서교동 405-13|카페|테마카페|바우하우스|레드테이블
지구당|지구당||51475|서울 관악구 봉천동 1598-21|일식|카레/덮밥/도시락|지구당|레드테이블
오리엔탈스푼(강남역점)|오리엔탈스푼(강남역점)||46077|서울시 강남구 역삼동 812-15|양식|아시아식|오리엔탈스푼(강남역점)|레드테이블
코다차야|코다차야||27936|서울 강남구 신사동 548-4|주점|포장마차|코다차야|레드테이블
로운샤브샤브|로운샤브샤브||71116|서울시 마포구 동교동 159-12|한식|샤브샤브,찌개/전골|로운샤브샤브|레드테이블
쿠킹메이트(강남점)|쿠킹메이트(강남점)||17291|서울시 강남구 역삼동 812-13|카페|커피전문점|쿠킹메이트(강남점)|레드테이블
밀피유|밀피유||44654|서울시 중구 명동2가 2-2|일식|돈까스|밀피유|레드테이블
오장동흥남집|오장동흥남집||6952|서울 중구 오장동 101-7|한식|냉면/막국수/밀면|오장동흥남집|레드테이블
서울서둘째로잘하는집|서울서둘째로잘하는집||992|서울 종로구 삼청동 28-21|카페|떡/전통차|서울서둘째로잘하는집|레드테이블
창신동매운족발|창신동매운족발||82333|서울시 성북구 석관동 131-10|한식|고기구이|창신동매운족발|레드테이블
카페마마스(청계천점)|카페마마스(청계천점)||17332|서울 중구 수하동 67|카페|샌드위치/토스트|카페마마스(청계천점)|레드테이블
에반스라운지|에반스라운지||78539|서울시 마포구 서교동 401-3|주점,카페|와인바,칵테일바,카페,베이커리|에반스라운지|레드테이블
창고43|창고43||28400|서울 영등포구 여의도동 36-2|한식|소고기구이|창고43|레드테이블
더플라잉팬레드(서초점)|더플라잉팬레드(서초점)||43859|서울시 서초구 서초동 1317-23|양식|햄버거|더플라잉팬레드(서초점)|레드테이블
아브라소812|아브라소812||26461|서울 강남구 역삼동 812 지하1층|주점|와인바|아브라소812|레드테이블
명화원|명화원||44362|서울 용산구 한강로1가 14-28|중식|중식당|명화원|레드테이블
톰볼라|톰볼라||8273|서울 서초구 반포동 106-8|양식|이탈리아식|톰볼라|레드테이블
모두랑|모두랑||1176|서울 성북구 동선동1가 85-89|한식|분식|모두랑|레드테이블
올리아키친앤그로서리|올리아키친앤그로서리||8566|서울 용산구 이태원동 4-4|양식|이탈리아식|올리아키친앤그로서리|레드테이블
판다킹|판다킹||23826|서울 용산구 이태원1동 112-2|중식|중식당|판다킹|레드테이블
젠하이드어웨이(홍대점)|젠하이드어웨이(홍대점)||8353|서울 마포구 서교동 408-3|양식|유럽식|젠하이드어웨이(홍대점)|레드테이블
매운대|매운대||6011|서울 강남구 신사동 655-4|한식|갈비|매운대|레드테이블
가온길(강남점)|가온길(강남점)||44165|서울시 강남구 역삼동 813-11 1층|카페|베이커리|가온길(강남점)|레드테이블
육병장|육병장||3182|서울 송파구 잠실동 190-10|한식|삼겹살/돼지구이|육병장|레드테이블
종로불돼지|종로불돼지||16003|서울 종로구 청계천로 67|한식|삼겹살/돼지구이|종로불돼지|레드테이블
엘킨더블랙(신촌점)|엘킨더블랙(신촌점)||43876|서울시 서대문구 창천동 18-5 3층|양식|이탈리아식|엘킨더블랙(신촌점)|레드테이블
독도쭈꾸미|독도쭈꾸미||39104|서울 강동구 암사2동 512|한식|해산물|독도쭈꾸미|레드테이블
칠백집|칠백집||16027|서울 성북구 동선동2가 57|한식|삼겹살/돼지구이|칠백집|레드테이블
소담애(강남역점)|소담애(강남역점)||30496|서울 강남구 역삼동 619-5번지|한식|족발/보쌈|소담애(강남역점)|레드테이블
두대문집|두대문집||7137|서울 종로구 관훈동 64|한식|한정식|두대문집|레드테이블
코푸플레이트(명동점)|코푸플레이트(명동점)||17573|서울 중구 을지로2가 199-50|양식|패밀리레스토랑|코푸플레이트(명동점)|레드테이블
호미불닭발|호미불닭발||5926|서울 강남구 역삼동 812-3|한식|닭발|호미불닭발|레드테이블
스시메이진|스시메이진||92120|서울시 서초구 서초동 1307 성우빌리지 2F|양식|양식뷔페|스시메이진|레드테이블
왕타이|왕타이||43717|서울 용산구 이태원동 176-2|양식|아시아식|왕타이|레드테이블
지유가오카|지유가오카||97664|서울시 강남구 신사동 661-18|카페|카페,베이커리|지유가오카|레드테이블
뱅센느|뱅센느||43871|서울 서대문구 연희동 129-1|카페|베이커리|뱅센느|레드테이블
아벡누(가로수길점)|아벡누(가로수길점)||3923|서울 강남구 논현로151길 55 2층|카페|커피전문점|아벡누(가로수길점)|레드테이블
유라쿠|유라쿠||44000|서울 은평구 대조동 198-27|일식|스시/사시미|유라쿠|레드테이블
또보겠지떡볶이집|또보겠지떡볶이집||71240|서울시 마포구 서교동 366-14|한식|한식기타|또보겠지떡볶이집|레드테이블
심슨탕(명동점)|심슨탕(명동점)||44929|서울시 중구 명동2가 2-3|한식|찌개/전골|심슨탕(명동점)|레드테이블
대포찜닭|대포찜닭||85410|서울시 종로구 동숭동 1-83 3층|한식|닭/오리|대포찜닭|레드테이블
모로미|모로미||8702|서울 강남구 청담동 118-1|주점|이자카야|모로미|레드테이블
찬양집|찬양집||1619|서울 종로구 돈의동 27|한식|면/만두|찬양집|레드테이블
모단걸응접실|모단걸응접실||44266|서울시 강남구 신사동 539-1 지하 1층|양식|유럽식|모단걸응접실|레드테이블
갈스시|갈스시||713|서울 마포구 염리동 173-29|일식|스시/사시미|갈스시|레드테이블
코푸플레이트(종로점)|코푸플레이트(종로점)||44873|서울시 종로구 관철동 15-1|양식|이탈리아식|코푸플레이트(종로점)|레드테이블
그란구스또|그란구스또||4652|서울 강남구 대치동 962-11|양식|이탈리아식|그란구스또|레드테이블
타이오키드|타이오키드||4407|서울 용산구 한남동 736-9|양식|아시아식|타이오키드|레드테이블
애드빙|애드빙||51567|서울시 강남구 신사동 545-2|카페|아이스크림/빙수/버블티|애드빙|레드테이블
퍼블리칸바이츠합정|퍼블리칸바이츠합정||17253|서울 마포구 합정동 362-12|양식|이탈리아식|퍼블리칸바이츠합정|레드테이블
셰막(강남역점)|셰막(강남역점)||43979|서울시 강남구 역삼동 814-5|주점|전통주점|셰막(강남역점)|레드테이블
델쿠마라|델쿠마라||46179|서울시 양천구 목동 961 B1F (하이페리온2차 지하 1층)|양식|패밀리레스토랑|델쿠마라|레드테이블
민가다헌|민가다헌||5894|서울 종로구 경운동 66-7|한식|한정식|민가다헌|레드테이블
바다파스타|바다파스타||43621|서울 마포구 연남로1길 37 호산나빌|양식|이탈리아식|바다파스타|레드테이블
모모스테이크(건대점)|모모스테이크(건대점)||46027|서울시 광진구 화양동 3-43|양식|스테이크/바비큐|모모스테이크(건대점)|레드테이블
오베이|오베이||45594|서울시 용산구 이태원동 564|양식|햄버거|오베이|레드테이블
하루에|하루에||16505|서울 서대문구 대현동 53-23|카페|커피전문점|하루에|레드테이블
형제갈비|형제갈비||6813|서울 서대문구 창천동 31-35|한식|소고기구이|형제갈비|레드테이블
리틀파파포|리틀파파포||43703|서울시 마포구 합정동 413-15|양식|아시아식|리틀파파포|레드테이블
니뽕내뽕(압구정점)|니뽕내뽕(압구정점)||45269|서울시 강남구 신사동 642-8|중식|짬뽕|니뽕내뽕(압구정점)|레드테이블
달식탁(가로수길점)|달식탁(가로수길점)||43899|서울 강남구 신사동 541-11|한식|한정식|달식탁(가로수길점)|레드테이블
아마센|아마센||136|서울 광진구 화양동 3-33|일식|퓨전일식|아마센|레드테이블
사이드쇼|사이드쇼||71589|서울시 마포구 상수동 93-110|한식|한식기타,분식|사이드쇼|레드테이블
면채반|면채반||1749|서울 마포구 서교동 403-11|한식|면/만두|면채반|레드테이블
맛찬들왕소금구이|맛찬들왕소금구이||46192|서울특별시 강서구 가양동 1453|한식|생선회|맛찬들왕소금구이|레드테이블
리틀사이공|리틀사이공||44369|서울시 강서구 방화동 886 롯데몰 김포공항 지하2층|양식|아시아식|리틀사이공|레드테이블
퀸스타운|퀸스타운||15052|서울 종로구 동숭동 1-98|한식|삼겹살/돼지구이|퀸스타운|레드테이블
테이크아웃드로잉(한남동점)|테이크아웃드로잉(한남동점)||43775|서울 용산구 한남동 683-139|카페|베이커리|테이크아웃드로잉(한남동점)|레드테이블
달새는달만생각한다|달새는달만생각한다||16454|서울 종로구 관훈동 60|카페|떡/전통차|달새는달만생각한다|레드테이블
오뗄두스|오뗄두스||45719|서울시 중구 태평로1가 84 파이낸스 빌딩 B2F|카페|베이커리|오뗄두스|레드테이블
빈로이|빈로이||25312|서울 서초구 서초동 1321-8|양식|아시아식|빈로이|레드테이블
화동|화동||46862|서울시 마포구 서교동 358-53|주점|이자카야|화동|레드테이블
스시래|스시래||1955|서울 동대문구 경희대로4길 76|일식|스시/사시미|스시래|레드테이블
신사소곱창|신사소곱창||143|서울시 광진구 화양동 10-8 1층|한식|양/대창/곱창|신사소곱창|레드테이블
펭귄마카롱|펭귄마카롱||43676|서울시 종로구 명륜2가 32 1층|카페|베이커리|펭귄마카롱|레드테이블
산들해(반포동점)|산들해(반포동점)||9176|서울 서초구 반포동 18-3|한식|한정식|산들해(반포동점)|레드테이블
아리가또맘마(홍대점)|아리가또맘마(홍대점)||1853|서울 마포구 상수동 317-2 1층|일식|돈까스|아리가또맘마(홍대점)|레드테이블
마시찜(건대스타시티점)|마시찜(건대스타시티점)||103|서울 광진구 능동로 92 스타시티 롯데백화점3층|한식|갈비|마시찜(건대스타시티점)|레드테이블
치즈보스코(합정점)|치즈보스코(합정점)||43999|서울시 마포구 서교동 396-21|양식|이탈리아식|치즈보스코(합정점)|레드테이블
일미락(목동점)|일미락(목동점)||44428|서울시 양천구 목동 406-126|한식|삼겹살/돼지구이|일미락(목동점)|레드테이블
일마지오(여의도점)|일마지오(여의도점)||25464|서울 영등포구 여의도동 44-21|양식|이탈리아식|일마지오(여의도점)|레드테이블
호메오|호메오||1758|서울 마포구 와우산로29가길 80|카페|테마카페|호메오|레드테이블
박용석스시|박용석스시||71603|서울시 마포구 서교동 333-1|일식,한식|스시/사시미,생선회|박용석스시|레드테이블
알쌈꼬꼬(신촌점)|알쌈꼬꼬(신촌점)||43778|서울 서대문구 창천동 29-70|한식|닭/오리|알쌈꼬꼬(신촌점)|레드테이블
크래프트한스|크래프트한스||70439|서울시 용산구 이태원동 118-72|주점,한식|치킨/호프,닭/오리|크래프트한스|레드테이블
쿠킨스테이크(홍대점)|쿠킨스테이크(홍대점)||21923|서울 마포구 동교동 164-1 두영빌딩 2층|양식|스테이크/바비큐|쿠킨스테이크(홍대점)|레드테이블
매운대(강남역점)|매운대(강남역점)||50911|서울 강남구 역삼동 812|한식|갈비|매운대(강남역점)|레드테이블
니지신촌점|니지신촌점||17452|서울 서대문구 창천동 31-82|일식|스시/사시미|니지신촌점|레드테이블
하시엔다|하시엔다||43730|서울시 용산구 이태원동 128-15|양식|아메리카|하시엔다|레드테이블
벨리노(성북점)|벨리노(성북점)||1135|서울 성북구 성북동 350-5|양식|이탈리아식|벨리노(성북점)|레드테이블
레스쁘아|레스쁘아||3840|서울 강남구 청담동 91-5|양식|프랑스식|레스쁘아|레드테이블
밀크카우(강남점)|밀크카우(강남점)||45884|서울시 강남구 역삼동 812-18|카페|베이커리|밀크카우(강남점)|레드테이블
몬스터랩|몬스터랩||72483|서울시 마포구 서교동 368-1|카페|카페,베이커리|몬스터랩|레드테이블
가온길(혜화점)|가온길(혜화점)||617|서울시 종로구 혜화동 135|카페|커피전문점|가온길(혜화점)|레드테이블
한잔의추억(한추)|한잔의추억(한추)||8835|서울 강남구 신사동 549-9|주점|치킨/호프|한잔의추억(한추)|레드테이블
다락|다락||11820|서울 마포구 상수동 86-55 2층|카페|커피전문점|다락|레드테이블
동아냉면|동아냉면||14143|서울 마포구 동교동 164-20|한식|냉면/막국수/밀면|동아냉면|레드테이블
매운대|매운대||45255|서울시 종로구 혜화동 195 1층|한식|갈비|매운대|레드테이블
제이에스키친|제이에스키친||44|서울 강남구 역삼동 619-1|양식|이탈리아식|제이에스키친|레드테이블
보노보노(삼성동점)|보노보노(삼성동점)||3793|서울 강남구 대치동 942-10|양식|양식뷔페|보노보노(삼성동점)|레드테이블
그린클라우드|그린클라우드||71965|서울시 마포구 창전동 6-4|카페|카페,베이커리|그린클라우드|레드테이블
유진식당|유진식당||3722|서울 종로구 낙원동 221|한식|냉면/막국수/밀면|유진식당|레드테이블
살롱드몽슈슈(가로수길점)|살롱드몽슈슈(가로수길점)||43627|서울시 강남구 신사동 524-36|카페|베이커리|살롱드몽슈슈(가로수길점)|레드테이블
깐풍기브라더스|깐풍기브라더스||71734|서울시 마포구 서교동 410-7|중식|퓨전중식|깐풍기브라더스|레드테이블
시타라|시타라||44791|서울시 마포구 합정동 413-18|양식|아시아식|시타라|레드테이블
엔그릴|엔그릴||25062|서울 용산구 용산동2가 1-3|양식|스테이크/바비큐|엔그릴|레드테이블
툭툭누들타이|툭툭누들타이||6599|서울 마포구 연남동 227-37 b1|양식|아시아식|툭툭누들타이|레드테이블
왕비집(종로점)|왕비집(종로점)||45253|서울 종로구 관철동 12-11|한식|소고기구이|왕비집(종로점)|레드테이블
샤이바나|샤이바나||3238|서울 서초구 반포4동 104-4|양식|아메리카|샤이바나|레드테이블
홍대포|홍대포||7371|서울 마포구 서교동 366-2|한식|소고기구이|홍대포|레드테이블
천하|천하||1828|서울 마포구 상수동 86-35|주점|이자카야|천하|레드테이블
대만야시장|대만야시장||78994|서울시 마포구 연남동 227-20 1층|양식|아시아식|대만야시장|레드테이블
황제해물보쌈|황제해물보쌈||86492|서울시 구로구 구로동 1272|한식|고기구이|황제해물보쌈|레드테이블
롱브레드(강남역점)|롱브레드(강남역점)||30|서울시 서초구 서초동 1317-23|양식|아시아식|롱브레드(강남역점)|레드테이블
아비꼬(신사가로수길점)|아비꼬(신사가로수길점)||22072|서울 강남구 신사동 537-4|일식|카레/덮밥/도시락|아비꼬(신사가로수길점)|레드테이블
유로구르메|유로구르메||1051|서울 종로구 통의동 23|양식|프랑스식|유로구르메|레드테이블
빈스플|빈스플||17158|서울시 강남구 역삼동 812-15|카페|베이커리|빈스플|레드테이블
아이해브어드림|아이해브어드림||4|서울시 강남구 역삼동 821-1|양식|이탈리아식|아이해브어드림|레드테이블
갓파스시(구로점)|갓파스시(구로점)||51000|서울시 구로구 구로동 212-8|일식|스시/사시미|갓파스시(구로점)|레드테이블
팝컨테이너|팝컨테이너||1257|서울 서대문구 명물길 70|카페|커피전문점|팝컨테이너|레드테이블
코벤트가든|코벤트가든||4344|서울 강남구 대치동 898-11|양식|이탈리아식|코벤트가든|레드테이블
고고스|고고스||30537|서울 송파구 잠실동 47|카페|커피전문점|고고스|레드테이블
리미니(명동점)|리미니(명동점)||6533|서울 중구 충무로1가 23-5|양식|이탈리아식|리미니(명동점)|레드테이블
생어거스틴(명동점)|생어거스틴(명동점)||45782|서울시 중구 명동2가 31-1|양식|아시아식|생어거스틴(명동점)|레드테이블
투썸플레이스(신촌점)|투썸플레이스(신촌점)||7642|서울 서대문구 창천동 30-8 1F|카페|커피전문점|투썸플레이스(신촌점)|레드테이블
산쪼메|산쪼메||46907|서울 마포구 동교동 164-32|일식|라멘/우동/소바|산쪼메|레드테이블
광화문집|광화문집||6930|서울 종로구 당주동 43|한식|김치찌개|광화문집|레드테이블
델리(홍대점)|델리(홍대점)||50693|서울 마포구 서교동 338-39|양식|아시아식|델리(홍대점)|레드테이블
르브와(신림점)|르브와(신림점)||2200|서울 관악구 신원로 34|양식|이탈리아식|르브와(신림점)|레드테이블
신사소곱창|신사소곱창||11300|서울시 강남구 신사동 512-10|한식|양/대창/곱창|신사소곱창|레드테이블
효자동초밥|효자동초밥||1030|서울 종로구 자하문로 14|일식|스시/사시미|효자동초밥|레드테이블
다이닝텐트(가로수길점)|다이닝텐트(가로수길점)||44856|서울시 강남구 신사동 525-12|양식|이탈리아식|다이닝텐트(가로수길점)|레드테이블
로이즈|로이즈||44400|서울 강남구 신사동 579-3|카페|아이스크림/빙수/버블티|로이즈|레드테이블
홉스피제리아|홉스피제리아||71823|서울시 마포구 동교동 165-8|양식|이탈리아식,양식기타|홉스피제리아|레드테이블
브레드05|브레드05||1824|서울 마포구 서교동 408-25|카페|베이커리|브레드05|레드테이블
블뤼테|블뤼테||45609|서울 마포구 상수동 86-10|카페|베이커리|블뤼테|레드테이블
2046팬스테이크(홍대점)|2046팬스테이크(홍대점)||43635|서울시 마포구 서교동 401-19|양식|스테이크/바비큐|2046팬스테이크(홍대점)|레드테이블
더다이닝랩|더다이닝랩||43747|서울시 마포구 동교동 153-5|양식|이탈리아식|더다이닝랩|레드테이블
카페이마|카페이마||364|서울 종로구 세종로 139-8|카페|커피전문점|카페이마|레드테이블
삼육공알파|삼육공알파||11884|서울 마포구 서교동 395-111|한식|삼겹살/돼지구이|삼육공알파|레드테이블
수하동|수하동||96617|서울시 송파구 신천동 29|한식|찌개/전골|수하동|레드테이블
혜화돌쇠아저씨|혜화돌쇠아저씨||648|서울 종로구 명륜4가 23|한식|분식|혜화돌쇠아저씨|레드테이블
코푸플레이트(대학로점)|코푸플레이트(대학로점)||17575|서울시 종로구 동숭동 1-44|양식|패밀리레스토랑|코푸플레이트(대학로점)|레드테이블
두레국수|두레국수||3713|서울 강남구 신사동 626-79|한식|면/만두|두레국수|레드테이블
르알래스카(압구정동점)|르알래스카(압구정동점)||3756|서울 강남구 신사동 653-9|카페|베이커리|르알래스카(압구정동점)|레드테이블
바바인디아(강남역점)|바바인디아(강남역점)||19|서울시 서초구 서초동 1328-11|양식|아시아식|바바인디아(강남역점)|레드테이블
오뗄두스(가로수길점)|오뗄두스(가로수길점)||43708|서울시 강남구 신사동 551|카페|베이커리|오뗄두스(가로수길점)|레드테이블
거북곱창|거북곱창||5889|서울 서초구 서초동 1578-2|한식|양/대창/곱창|거북곱창|레드테이블
슈퍼커피|슈퍼커피||99518|서울시 영등포구 여의도동 43-3 홍우빌딩 1층|카페|베이커리,카페|슈퍼커피|레드테이블
바피아노(삼성동점)|바피아노(삼성동점)||8503|서울 강남구 대치동 945-27|양식|이탈리아식|바피아노(삼성동점)|레드테이블
프리가|프리가||73407|서울시 동대문구 전농동 591-53|양식|양식뷔페|프리가|레드테이블
홍스쭈꾸미|홍스쭈꾸미||3299|서울 마포구 서교동 331-21|한식|해산물|홍스쭈꾸미|레드테이블
베나레스|베나레스||46114|서울 구로구 구로동 1124-72|양식|아시아식|베나레스|레드테이블
윤세영식당|윤세영식당||1502|서울시 용산구 한남동 795-1|양식|이탈리아식|윤세영식당|레드테이블
슈가대디|슈가대디||43657|서울시 용산구 이태원로 136-13|카페|베이커리|슈가대디|레드테이블
역전회관|역전회관||718|서울 마포구 염리동 173-21|한식|쌈밥/비빔밥/솥밥|역전회관|레드테이블
2046팬스테이크|2046팬스테이크||65975|서울시 종로구 계동 102-1|양식|퓨전양식,스테이크/바비큐,스테이크|2046팬스테이크|레드테이블
북촌손만두|북촌손만두||77492|서울시 중구 을지로6가 18-137|중식,한식|면/만두,만두/딤섬|북촌손만두|레드테이블
비스테카|비스테카||6404|서울 용산구 이태원2동 211-33|양식|이탈리아식|비스테카|레드테이블
하카다분코|하카다분코||1803|서울 마포구 상수동 93-28|일식|라멘/우동/소바|하카다분코|레드테이블
핸인핸버거|핸인핸버거||71783|서울시 마포구 창전동 6-42|카페,양식|브런치카페,샌드위치/토스트,햄버거|핸인핸버거|레드테이블
부자피자(1호점)|부자피자(1호점)||43750|서울시 용산구 한남동 743-33|양식|이탈리아식|부자피자(1호점)|레드테이블
이한스시|이한스시||100125|서울시 영등포구 당산동1가 256-184|일식,한식|생선회,스시/사시미|이한스시|레드테이블
카페마마스(시청점)|카페마마스(시청점)||43780|서울 중구 무교동 19|카페|샌드위치/토스트|카페마마스(시청점)|레드테이블
스시로(종로점)|스시로(종로점)||50459|서울 종로구 관철동 38-1|일식|스시/사시미|스시로(종로점)|레드테이블
빠리하노이|빠리하노이||8292|서울 종로구 명륜4가 83-1|양식|아시아식|빠리하노이|레드테이블
후쿠야|후쿠야||25697|서울 마포구 서교동 356-1|일식|철판요리/튀김|후쿠야|레드테이블
델리하인츠버그|델리하인츠버그||8227|서울 강남구 신사동 534-1|카페|샌드위치/토스트|델리하인츠버그|레드테이블
교대활화산조개구이|교대활화산조개구이||11219|서울 서초구 서초동 1577-6|한식|해산물|교대활화산조개구이|레드테이블
사가라멘(가로수길점)|사가라멘(가로수길점)||50873|서울 강남구 신사동 516-11|일식|라멘/우동/소바|사가라멘(가로수길점)|레드테이블
페스타마레(건대점)|페스타마레(건대점)||275|서울 광진구 자양동 2-14|양식|이탈리아식|페스타마레(건대점)|레드테이블
고양이다락방|고양이다락방||856|서울 중구 명동2가 51-14|카페|테마카페|고양이다락방|레드테이블
쉘위|쉘위||44624|서울 서초구 서초동 1317|카페|베이커리|쉘위|레드테이블
오지상함박스테이크|오지상함박스테이크||43666|서울시 용산구 이태원2동 662|양식|스테이크/바비큐|오지상함박스테이크|레드테이블
명화당(명동1호점)|명화당(명동1호점)||7325|서울 중구 명동2가 55-3|한식|면/만두|명화당(명동1호점)|레드테이블
다이닝텐트|다이닝텐트||3249|서울 강남구 신사동 525-13|양식|이탈리아식|다이닝텐트|레드테이블
그릴타이|그릴타이||65591|서울 광진구 화양동 49-11|양식|아시아식|그릴타이|레드테이블
스타킹크랩|스타킹크랩||46374|서울 중구 남대문로 4가 17-1|한식|대게/킹크랩/바닷가재|스타킹크랩|레드테이블
제니스카페(홍대점)|제니스카페(홍대점)||4404|서울 마포구 서교동 404-22|양식|이탈리아식|제니스카페(홍대점)|레드테이블
매드포갈릭(롯데월드몰점)|매드포갈릭(롯데월드몰점)||65648|서울 송파구 신천동 29|양식|이탈리아식|매드포갈릭(롯데월드몰점)|레드테이블
엘본더테이블(가로수길본점)|엘본더테이블(가로수길본점)||3914|서울 강남구 신사동 530-5|양식|이탈리아식|엘본더테이블(가로수길본점)|레드테이블
포탈라|포탈라||1617|서울 종로구 관철동 35-2|양식|이탈리아식|포탈라|레드테이블
올라|올라||24599|서울 영등포구 여의도동 17|양식|이탈리아식|올라|레드테이블
63뷔페파빌리온|63뷔페파빌리온||5529|서울 영등포구 여의도동 60|양식|양식뷔페|63뷔페파빌리온|레드테이블
미스터케밥|미스터케밥||70946|서울시 용산구 이태원동 136-45|양식|양식기타|미스터케밥|레드테이블
