##NAME|SUBNAME|TELNUM|ID|NEWADDR|TYPE|TYPE2|ORGNAME|SOURCE2@@레드테이블
이딸라시안|이딸라시안||3665|서울 종로구 신문로1가 24|양식|이탈리아식|이딸라시안|레드테이블
줄라이|줄라이||8315|서울 서초구 반포동 577-20|양식|프랑스식|줄라이|레드테이블
십원집|십원집||50138|서울 중구 서소문동 101-4|한식|삼겹살/돼지구이|십원집|레드테이블
허디거디(강남역CGV점)|허디거디(강남역CGV점)||25515|서울시 강남구 역삼동 620-6|양식|이탈리아식|허디거디(강남역CGV점)|레드테이블
코야코|코야코||612|서울 종로구 동숭길 68|한식|분식|코야코|레드테이블
슬로우레시피|슬로우레시피||1050|서울 종로구 자하문로10길 8|카페|커피전문점|슬로우레시피|레드테이블
도치피자(역삼점)|도치피자(역삼점)||43665|서울 강남구 역삼동 829-10|양식|이탈리아식|도치피자(역삼점)|레드테이블
별다방미스리(대학로점)|별다방미스리(대학로점)||2339|서울 종로구 동숭동 1-74|카페|커피전문점|별다방미스리(대학로점)|레드테이블
소프트리(홍대점)|소프트리(홍대점)||45073|서울시 마포구 서교동 367-38|카페|베이커리|소프트리(홍대점)|레드테이블
파머스반(대학로점)|파머스반(대학로점)||645|서울 종로구 명륜4가 132|양식|햄버거|파머스반(대학로점)|레드테이블
뉴욕아파트먼트|뉴욕아파트먼트||6595|서울 마포구 서교동 395-23|양식|햄버거|뉴욕아파트먼트|레드테이블
지구당|지구당||94039|서울시 관악구 봉천동 1598-23|일식|돈까스,카레/덮밥/도시락|지구당|레드테이블
라세느|라세느||3794|서울 중구 소공동 1|양식|양식뷔페|라세느|레드테이블
코다차야(강남점)|코다차야(강남점)||43904|서울시 강남구 역삼동 808-5|주점|이자카야|코다차야(강남점)|레드테이블
테이스팅룸(서래마을점)|테이스팅룸(서래마을점)||44656|서울 서초구 반포동 72-7|양식|이탈리아식|테이스팅룸(서래마을점)|레드테이블
쉐즈롤|쉐즈롤||1759|서울 마포구 와우산로23길 20-28 1층|카페|베이커리|쉐즈롤|레드테이블
토마틸로(이태원점)|토마틸로(이태원점)||45113|서울시 용산구 이태원동 112-4|양식|아메리카|토마틸로(이태원점)|레드테이블
코코브루니(가로수길점)|코코브루니(가로수길점)||6189|서울 강남구 신사동 536-18|카페|커피전문점|코코브루니(가로수길점)|레드테이블
맥파이(이태원점)|맥파이(이태원점)||43851|서울시 용산구 이태원동 691|주점|치킨/호프|맥파이(이태원점)|레드테이블
샤이바나|샤이바나||3907|서울 강남구 신사동 525-23|양식|아메리카|샤이바나|레드테이블
페르시안걸프|페르시안걸프||43797|서울시 광진구 화양동 12-40|양식|이탈리아식|페르시안걸프|레드테이블
리치망고(가로수길점)|리치망고(가로수길점)||43630|서울시 강남구 신사동 555|카페|베이커리|리치망고(가로수길점)|레드테이블
모우모우(홍대점)|모우모우(홍대점)||43770|서울시 마포구 서교동 373-4|주점|포장마차|모우모우(홍대점)|레드테이블
돈수백|돈수백||1847|서울 마포구 동교동 164-24|한식|국밥|돈수백|레드테이블
부자피자(2호점)|부자피자(2호점)||43662|서울시 용산구 한남동 740-1|양식|이탈리아식|부자피자(2호점)|레드테이블
어글리스토브(노원점)|어글리스토브(노원점)||449|서울 노원구 노해로81길 12-21 3층|양식|이탈리아식|어글리스토브(노원점)|레드테이블
애슐리|애슐리||93288|서울시 양천구 목동 917-6 행복한세상 백화점 5층|양식|패밀리레스토랑|애슐리|레드테이블
잉클링|잉클링||34|서울시 강남구 역삼동 619-10|주점|일반주점|잉클링|레드테이블
라구뜨(건대점)|라구뜨(건대점)||3355|서울 광진구 자양동 227-342|양식|양식뷔페|라구뜨(건대점)|레드테이블
파킹인플레이트|파킹인플레이트||8537|서울 중구 명동2가 32-27|양식|이탈리아식|파킹인플레이트|레드테이블
아웃닭(홍대점)|아웃닭(홍대점)||43723|서울시 마포구 서교동 409-17|주점|치킨/호프|아웃닭(홍대점)|레드테이블
마시찜|마시찜||40|서울시 강남구 역삼동 813|한식|갈비|마시찜|레드테이블
베르에블랑(Vertetblanc)|베르에블랑(Vertetblanc)||1799|서울 마포구 와우산로 50-1|양식|이탈리아식|베르에블랑(Vertetblanc)|레드테이블
조금|조금||25680|서울 종로구 관훈동 123-4|일식|일반일식|조금|레드테이블
향토|향토||98455|서울시 영등포구 여의도동 35-2|한식|한정식|향토|레드테이블
몽고네|몽고네||43814|서울 서대문구 연희로11가길 53|양식|이탈리아식|몽고네|레드테이블
꼬또여의도점|꼬또여의도점||5500|서울 영등포구 여의도동 23 IFC몰 지하 3층 312호|양식|이탈리아식|꼬또여의도점|레드테이블
파파초밥|파파초밥||44292|서울시 마포구 서교동 358-41|일식|스시/사시미|파파초밥|레드테이블
봉쥬르하와이|봉쥬르하와이||43701|서울시 마포구 서교동 395-112|양식|아메리카|봉쥬르하와이|레드테이블
커피츄|커피츄||1523|서울 용산구 한남동 682-10|카페|커피전문점|커피츄|레드테이블
카페마마스(강남역점)|카페마마스(강남역점)||17264|서울 서초구 서초동 1321-6|카페|샌드위치/토스트|카페마마스(강남역점)|레드테이블
유림면|유림면||363|서울 중구 서소문동 16|한식|냉면/막국수/밀면|유림면|레드테이블
콩부인|콩부인||45108|서울 강남구 청담동 90-20|양식|이탈리아식|콩부인|레드테이블
육쌈냉면(신림본점)|육쌈냉면(신림본점)||15137|서울 관악구 신림동 1638-20|한식|냉면/막국수/밀면|육쌈냉면(신림본점)|레드테이블
스시오|스시오||92647|서울시 강남구 역삼동 820-6|양식|양식뷔페|스시오|레드테이블
바피아노(디큐브점)|바피아노(디큐브점)||2323|서울 구로구 신도림동 360-51|양식|이탈리아식|바피아노(디큐브점)|레드테이블
츠키지(본점)|츠키지(본점)||3272|서울 강남구 도곡동 418|주점|이자카야|츠키지(본점)|레드테이블
김피라(홍대일호점)|김피라(홍대일호점)||45158|서울시 마포구 서교동 411-12 101호|한식|분식|김피라(홍대일호점)|레드테이블
북촌손만두|북촌손만두||71219|서울시 마포구 서교동 405-14|한식|면/만두|북촌손만두|레드테이블
애슐리|애슐리||80285|서울시 은평구 불광동 308-1 범서쇼핑 4층|양식|패밀리레스토랑|애슐리|레드테이블
빠네파스타(1호점)|빠네파스타(1호점)||3075|서울 중구 명동2가 26-3|양식|이탈리아식|빠네파스타(1호점)|레드테이블
허밍벨라|허밍벨라||64014|서울시 마포구 서교동 395-199|카페|베이커리,차전문점,카페|허밍벨라|레드테이블
베나레스|베나레스||50292|서울 용산구 청파동 2가 76-2|양식|아시아식|베나레스|레드테이블
킹콩스테이크|킹콩스테이크||6409|서울 강남구 신사동 550-1|양식|스테이크/바비큐|킹콩스테이크|레드테이블
밀탑(현대백화점목동점)|밀탑(현대백화점목동점)||2704|서울 양천구 목동 916|카페|아이스크림/빙수/버블티|밀탑(현대백화점목동점)|레드테이블
마코토|마코토||26001|서울 강남구 청담동 92-18|주점|이자카야|마코토|레드테이블
딘타이펑(강남역점)|딘타이펑(강남역점)||3805|서울 서초구 서초동 1317-31|중식|만두/딤섬|딘타이펑(강남역점)|레드테이블
코코이찌방야(강남점)|코코이찌방야(강남점)||2035|서울 강남구 역삼동 619-4|일식|카레/덮밥/도시락|코코이찌방야(강남점)|레드테이블
지유가오카|지유가오카||97596|서울시 강남구 신사동 589-10|주점|일반주점|지유가오카|레드테이블
쭈꾸미달인|쭈꾸미달인||3741|서울 노원구 상계동 595|한식|해산물|쭈꾸미달인|레드테이블
봉우화로(강남역점)|봉우화로(강남역점)||3122|서울 강남구 역삼1동 619-14|한식|소고기구이|봉우화로(강남역점)|레드테이블
희야네석쇠쭈꾸미(홍대점)|희야네석쇠쭈꾸미(홍대점)||43628|서울시 마포구 서교동 369-4|한식|해산물|희야네석쇠쭈꾸미(홍대점)|레드테이블
글래머러스펭귄|글래머러스펭귄||1498|서울 용산구 이태원로49길 16|카페|커피전문점|글래머러스펭귄|레드테이블
노리타|노리타||25220|서울 서초구 서초동 1317-13|양식|이탈리아식|노리타|레드테이블
블루크랩|블루크랩||43837|서울시 용산구 이태원1동 112-2 지하 1층|양식|이탈리아식|블루크랩|레드테이블
로얄맨션|로얄맨션||25557|서울시 용산구 한남동 26-5|양식|이탈리아식|로얄맨션|레드테이블
더글램핑|더글램핑||46057|서울시 용산구 이태원동 171-24|양식|이탈리아식|더글램핑|레드테이블
멘야산다이메|멘야산다이메||642|서울 종로구 명륜4가 147-1|일식|라멘/우동/소바|멘야산다이메|레드테이블
맛있는교토(홍대2호점)|맛있는교토(홍대2호점)||26442|서울 마포구 서교동 362-9|주점|이자카야|맛있는교토(홍대2호점)|레드테이블
브릭레인|브릭레인||44732|서울시 용산구 이태원동 532|카페|베이커리|브릭레인|레드테이블
TEAM1994|TEAM1994||1233|서울 서대문구 명물길 37|양식|이탈리아식|TEAM1994|레드테이블
레빠쥬|레빠쥬||3902|서울 강남구 신사동 506|양식|이탈리아식|레빠쥬|레드테이블
팔색삼겹살(신촌본점)|팔색삼겹살(신촌본점)||5058|서울 마포구 노고산동 107-111|한식|삼겹살/돼지구이|팔색삼겹살(신촌본점)|레드테이블
일마지오|일마지오||8249|서울 중구 을지로2가 199-46 충일빌딩 3층|양식|피자|일마지오|레드테이블
수카라|수카라||1887|서울 마포구 서교동 327-9|양식|이탈리아식|수카라|레드테이블
한끼야끼|한끼야끼||71638|서울시 마포구 서교동 408-27|일식|퓨전일식|한끼야끼|레드테이블
코요테살룬|코요테살룬||1810|서울 마포구 서교동 408-7 창성빌딩 2층|양식|이탈리아식|코요테살룬|레드테이블
유노추보|유노추보||22943|서울시 강남구 신사동 524-14 영진빌딩 1층|일식|스시/사시미|유노추보|레드테이블
니뽕내뽕(건대본점)|니뽕내뽕(건대본점)||108|서울 광진구 자양동 5-13|중식|짬뽕|니뽕내뽕(건대본점)|레드테이블
스모키살룬|스모키살룬||1546|서울 용산구 이태원동 123-5|양식|햄버거|스모키살룬|레드테이블
콩불(홍대점)|콩불(홍대점)||45376|서울시 마포구 서교동 345-1|한식|불고기|콩불(홍대점)|레드테이블
오쁘띠베르|오쁘띠베르||1063|서울 종로구 지하문로5가길 24|카페|커피전문점|오쁘띠베르|레드테이블
뉴욕뉴욕|뉴욕뉴욕||25528|서울 마포구 서교동 358-118|양식|이탈리아식|뉴욕뉴욕|레드테이블
박명수족발의명수|박명수족발의명수||11306|서울 마포구 서교동 408-6 1층|한식|족발/보쌈|박명수족발의명수|레드테이블
족발중심(홍대점)|족발중심(홍대점)||45161|서울시 마포구 서교동 409-19|한식|족발/보쌈|족발중심(홍대점)|레드테이블
오헤야|오헤야||3415|서울 강남구 신사동 525-5|일식|카레/덮밥/도시락|오헤야|레드테이블
란주라미엔(명동점)|란주라미엔(명동점)||23817|서울 중구 충무로1가 25-9|중식|중식당|란주라미엔(명동점)|레드테이블
타볼로24|타볼로24||85443|서울시 종로구 종로6가 289-3|양식|양식뷔페|타볼로24|레드테이블
부자피자(신사점)|부자피자(신사점)||43942|서울시 강남구 신사동 534-12|양식|이탈리아식|부자피자(신사점)|레드테이블
레이브릭스|레이브릭스||45899|서울시 강남구 신사동 555-13|카페|베이커리|레이브릭스|레드테이블
이태리총각|이태리총각||1056|서울 종로구 지하문로9길 11|양식|이탈리아식|이태리총각|레드테이블
메콩타이(강남역점)|메콩타이(강남역점)||25508|서울 서초구 서초동 1317-13|양식|아시아식|메콩타이(강남역점)|레드테이블
아그라(명동점)|아그라(명동점)||45180|서울시 중구 명동 52-13|양식|아시아식|아그라(명동점)|레드테이블
플로라(화동점)|플로라(화동점)||20466|서울 종로구 화동 138-14|양식|이탈리아식|플로라(화동점)|레드테이블
먹쉬돈나(명동점)|먹쉬돈나(명동점)||45293|서울시 중구 명동1가 59-25|한식|분식|먹쉬돈나(명동점)|레드테이블
순희네빈대떡|순희네빈대떡||689|서울 종로구 종로5가 138-9|주점|전통주점|순희네빈대떡|레드테이블
쿠킹메이트|쿠킹메이트||43820|서울시 마포구 서교동 358-58|양식|이탈리아식|쿠킹메이트|레드테이블
와인코르크|와인코르크||92074|서울시 강남구 역삼동 817-30|주점|와인바,칵테일바|와인코르크|레드테이블
노다보울|노다보울||3847|서울 강남구 신사동 535-23|일식|카레/덮밥/도시락|노다보울|레드테이블
마노디셰프(강남점)|마노디셰프(강남점)||2041|서울 강남구 테헤란로 110 캠브리지빌딩 지하1층|양식|이탈리아식|마노디셰프(강남점)|레드테이블
드미엘|드미엘||4428|서울 종로구 삼청동 140|양식|이탈리아식|드미엘|레드테이블
구슬함박|구슬함박||99231|서울시 영등포구 영등포동4가 442|양식|스테이크/바비큐,스테이크|구슬함박|레드테이블
스시인스시|스시인스시||78804|서울시 마포구 동교동 163-9|일식,한식|스시/사시미,생선회|스시인스시|레드테이블
창신육회|창신육회||13482|서울 종로구 종로4가 165-3|한식|소고기육회|창신육회|레드테이블
딘타이펑(타임스퀘어점)|딘타이펑(타임스퀘어점)||45033|서울시 영등포구 영등포동4가 442|중식|만두/딤섬|딘타이펑(타임스퀘어점)|레드테이블
경성팥집옥루몽|경성팥집옥루몽||1818|서울 마포구 서교동 402-18|카페|아이스크림/빙수/버블티|경성팥집옥루몽|레드테이블
틈새라면(본점)|틈새라면(본점)||13160|서울 중구 명동2가 4-1|한식|분식|틈새라면(본점)|레드테이블
메이비|메이비||51006|서울 구로구 구로동 1124-49|카페|브런치카페|메이비|레드테이블
스시웨이(노원점)|스시웨이(노원점)||463|서울 노원구 상계동 749|일식|스시/사시미|스시웨이(노원점)|레드테이블
키세키(홍대본점)|키세키(홍대본점)||17226|서울 마포구 서교동 346-18|카페|베이커리|키세키(홍대본점)|레드테이블
도리키친|도리키친||1516|서울 용산구 보광로59길 25|양식|이탈리아식|도리키친|레드테이블
로봇김밥(이태원점)|로봇김밥(이태원점)||45150|서울시 용산구 이태원동 563|한식|분식|로봇김밥(이태원점)|레드테이블
오리페코|오리페코||6116|서울 마포구 서교동 358-103|카페|커피전문점|오리페코|레드테이블
카페부라노|카페부라노||1425|서울 마포구 동교동 201-16|양식|이탈리아식|카페부라노|레드테이블
슈아브|슈아브||1733|서울 마포구 서교동 342-1|카페|베이커리|슈아브|레드테이블
해신(구로점)|해신(구로점)||2336|서울 관악구 신림동 1655-17|한식|생선회|해신(구로점)|레드테이블
빌라드스파이시|빌라드스파이시||3864|서울 강남구 신사동 541-10|한식|분식|빌라드스파이시|레드테이블
마노디셰프명동점|마노디셰프명동점||4487|서울 중구 명동2가 50-14|양식|이탈리아식|마노디셰프명동점|레드테이블
샤이바나(광화문점)|샤이바나(광화문점)||45999|서울시 중구 태평로1가 84|양식|햄버거|샤이바나(광화문점)|레드테이블
츄로101|츄로101||87073|서울시 마포구 서교동 346-1|양식|양식기타|츄로101|레드테이블
드라이작|드라이작||1815|서울 마포구 와우산로29바길 25|양식|이탈리아식|드라이작|레드테이블
고수닭갈비(강남점)|고수닭갈비(강남점)||16089|서울시 강남구 역삼동 635-11|한식|닭/오리|고수닭갈비(강남점)|레드테이블
멘야산다이메|멘야산다이메||44027|서울시 용산구 이태원1동 126-17 1F|일식|라멘/우동/소바|멘야산다이메|레드테이블
갓덴스시(강남점)|갓덴스시(강남점)||186|서울 강남구 역삼동 822-4|일식|스시/사시미|갓덴스시(강남점)|레드테이블
더플레이스(광화문점)|더플레이스(광화문점)||3172|서울 종로구 신문로1가 2|양식|이탈리아식|더플레이스(광화문점)|레드테이블
더베이커스테이블|더베이커스테이블||43691|서울시 용산구 이태원동 568|카페|베이커리|더베이커스테이블|레드테이블
애슐리|애슐리||99809|서울시 영등포구 당산동5가 16-7 당산NC Ladies 백화점 6층|양식|패밀리레스토랑|애슐리|레드테이블
타코벨(이태원점)|타코벨(이태원점)||25332|서울 용산구 이태원동 127-27|양식|아메리카|타코벨(이태원점)|레드테이블
학림다방|학림다방||626|서울 종로구 명륜4가 94-2|카페|커피전문점|학림다방|레드테이블
오월의종|오월의종||1541|서울 용산구 한남동 737-2|양식|아시아식|오월의종|레드테이블
원조호수삼계탕|원조호수삼계탕||5837|서울 영등포구 신길동 342-325|한식|삼계탕/백숙|원조호수삼계탕|레드테이블
파스타그라피|파스타그라피||8552|서울 마포구 서교동 402-10|양식|이탈리아식|파스타그라피|레드테이블
이뜰|이뜰||31010|서울 마포구 서교동 344-15|양식|이탈리아식|이뜰|레드테이블
송(현대백화점무역센터점)|송(현대백화점무역센터점)||5165|서울시 강남구 삼성동 159-7|한식|냉면/막국수/밀면|송(현대백화점무역센터점)|레드테이블
PETRA|PETRA||1591|서울 용산구 이태원동 552|양식|유럽식|PETRA|레드테이블
스페인클럽(이태원점)|스페인클럽(이태원점)||43940|서울시 용산구 한남동 736-8|양식|유럽식|스페인클럽(이태원점)|레드테이블
파샤|파샤||6471|서울 서초구 서초동 1317-31|양식|유럽식|파샤|레드테이블
팔러|팔러||44876|서울시 용산구 한남동 729-74|양식|유럽식|팔러|레드테이블
크리스탈제이드(명동점)|크리스탈제이드(명동점)||6305|서울 중구 명동2가 83-5|중식|중식당|크리스탈제이드(명동점)|레드테이블
잇푸도(신사점)|잇푸도(신사점)||22888|서울 강남구 신사동 645|일식|라멘/우동/소바|잇푸도(신사점)|레드테이블
펌킨테리어|펌킨테리어||43677|서울시 강남구 신사동 545-8|카페|베이커리|펌킨테리어|레드테이블
세븐스프링스(광화문점)|세븐스프링스(광화문점)||6213|서울 종로구 신문로 1가 226 지하 2층|양식|패밀리레스토랑|세븐스프링스(광화문점)|레드테이블
탐라도야지|탐라도야지||14648|서울 서초구 서초3동 1566-8|한식|삼겹살/돼지구이|탐라도야지|레드테이블
조박집|조박집||7242|서울 마포구 용강동 40-1|한식|갈비|조박집|레드테이블
고메이494|고메이494||64802|서울 강남구 압구정동 494|카페|카페,베이커리|고메이494|레드테이블
달(역삼점)|달(역삼점)||43687|서울 강남구 역삼동 737|양식|아시아식|달(역삼점)|레드테이블
머노까머나(대학로점)|머노까머나(대학로점)||610|서울 종로구 명륜동4가 187|양식|아시아식|머노까머나(대학로점)|레드테이블
월향(1호점)|월향(1호점)||43804|서울 마포구 서교동 335-5|주점|포장마차|월향(1호점)|레드테이블
스쿨푸드|스쿨푸드||71166|서울시 마포구 서교동 361-10|한식|퓨전한식|스쿨푸드|레드테이블
닥터로빈(명동점)|닥터로빈(명동점)||823|서울 중구 명동2가 83-5|카페|커피전문점|닥터로빈(명동점)|레드테이블
쿡앤하임|쿡앤하임||24621|서울 종로구 삼청동 63-28|양식|이탈리아식|쿡앤하임|레드테이블
마가렛리버|마가렛리버||43984|서울시 마포구 합정동 412-1|카페|베이커리|마가렛리버|레드테이블
올댓재즈|올댓재즈||43692|서울 용산구 이태원동 112-4|주점|칵테일바|올댓재즈|레드테이블
고등어블루스(신촌점)|고등어블루스(신촌점)||30044|서울 서대문구 창천동 72-1|일식|라멘/우동/소바|고등어블루스(신촌점)|레드테이블
그릴파이브타코(홍대점)|그릴파이브타코(홍대점)||1792|서울 마포구 서교동 409-8|양식|아메리카|그릴파이브타코(홍대점)|레드테이블
반짝반짝빛나는|반짝반짝빛나는||1618|서울 종로구 관훈동 6|카페|떡/전통차|반짝반짝빛나는|레드테이블
문타로|문타로||6672|서울 용산구 한남동 683-124|주점|이자카야|문타로|레드테이블
멘무샤(경방타임스퀘어점)|멘무샤(경방타임스퀘어점)||6630|서울 영등포구 영등포동4가 441-10|일식|라멘/우동/소바|멘무샤(경방타임스퀘어점)|레드테이블
카롱카롱|카롱카롱||1489|서울 용산구 회나무로35길 16|양식|아시아식|카롱카롱|레드테이블
코다차야|코다차야||46261|서울특별시 서초구 방배동 450-17|주점|이자카야|코다차야|레드테이블
훌리오(종로점)|훌리오(종로점)||44706|서울 종로구 관철동 11-14|양식|아메리카|훌리오(종로점)|레드테이블
신마포갈매기|신마포갈매기||78975|서울시 마포구 대흥동 152-1|한식|고기구이|신마포갈매기|레드테이블
오톤스테이션(강남역점)|오톤스테이션(강남역점)||156|서울 강남구 역삼동 617-3|양식|이탈리아식|오톤스테이션(강남역점)|레드테이블
사보텐|사보텐||91991|서울시 서초구 서초동 1320-10|일식|돈까스|사보텐|레드테이블
메이빌(본점)|메이빌(본점)||47669|서울 광진구 화양동 48-25|양식|이탈리아식|메이빌(본점)|레드테이블
을지면옥|을지면옥||3719|서울 중구 입정동 161|한식|냉면/막국수/밀면|을지면옥|레드테이블
카페마마스(시청점)|카페마마스(시청점)||351|서울 중구 순화동 6-17|카페|샌드위치/토스트|카페마마스(시청점)|레드테이블
심슨탕(홍대본점)|심슨탕(홍대본점)||16054|서울 마포구 서교동 355-21|한식|부대찌개|심슨탕(홍대본점)|레드테이블
멜로우|멜로우||6104|서울 마포구 서교동 368-7|카페|커피전문점|멜로우|레드테이블
빈브라더스|빈브라더스||46043|서울시 마포구 합정동 368-3|카페|베이커리|빈브라더스|레드테이블
돈부리모노|돈부리모노||43956|서울시 서대문구 창천동 5-95 2층|일식|카레/덮밥/도시락|돈부리모노|레드테이블
한신포차(홍대점)|한신포차(홍대점)||26449|서울 마포구 서교동 407-23|주점|포장마차|한신포차(홍대점)|레드테이블
마루가메제면|마루가메제면||50623|서울시 마포구 동교동 163-7|일식|라멘/우동/소바|마루가메제면|레드테이블
나인로드피제리아|나인로드피제리아||43658|서울시 서초구 서초동 1316-30|양식|이탈리아식|나인로드피제리아|레드테이블
꼼보포차|꼼보포차||72632|서울시 마포구 서교동 369-41|주점|전통주점,포장마차,일반주점|꼼보포차|레드테이블
스시오|스시오||25976|서울 마포구 서교동 358-8|일식|스시/사시미|스시오|레드테이블
레드브릭|레드브릭||8270|서울 서초구 반포동 72-8|양식|이탈리아식|레드브릭|레드테이블
와플하우스|와플하우스||24137|서울 용산구 청파동3가 29|카페|베이커리|와플하우스|레드테이블
마포본가|마포본가||34230|서울 서초구 방배동 451-9|한식|삼겹살/돼지구이|마포본가|레드테이블
엘레나가든(청량리점)|엘레나가든(청량리점)||44166|서울시 동대문구 전농동 620-69 롯데플라자 청량리점 4층|양식|패밀리레스토랑|엘레나가든(청량리점)|레드테이블
탑클라우드|탑클라우드||4409|서울 종로구 종로2가 1-1|양식|이탈리아식|탑클라우드|레드테이블
레이디엠|레이디엠||43655|서울시 강남구 논현동 37-19|카페|베이커리|레이디엠|레드테이블
곱|곱||11230|서울 영등포구 문래동3가 55-5|한식|양/대창/곱창|곱|레드테이블
더달달|더달달||13342|서울 강남구 역삼동 618-7|카페|커피전문점|더달달|레드테이블
창신동매운족발(왕십리1호점)|창신동매운족발(왕십리1호점)||15383|서울 종로구 창신동 142-29|한식|족발/보쌈|창신동매운족발(왕십리1호점)|레드테이블
호미빙|호미빙||72503|서울시 마포구 동교동 163-7|카페|카페,베이커리|호미빙|레드테이블
리틀파파(홍대역점)|리틀파파(홍대역점)||43718|서울시 마포구 서교동 335-19|양식|아시아식|리틀파파(홍대역점)|레드테이블
멘야산다이메|멘야산다이메||44670|서울시 광진구 화양동 48-23|일식|라멘/우동/소바|멘야산다이메|레드테이블
호무랑|호무랑||8520|서울 강남구 청담동 4-1|일식|돈까스|호무랑|레드테이블
르알래스카|르알래스카||4048|서울 강남구 압구정로 165|양식|아시아식|르알래스카|레드테이블
미미네(서교점)|미미네(서교점)||1846|서울 마포구 잔다리로2길 24|한식|분식|미미네(서교점)|레드테이블
라빠에야|라빠에야||3387|서울 마포구 서교동 345-3|양식|유럽식|라빠에야|레드테이블
르브런쉭(여의도IFC점)|르브런쉭(여의도IFC점)||44612|서울시 영등포구 여의도동 23|양식|프랑스식|르브런쉭(여의도IFC점)|레드테이블
기욤(청담본점)|기욤(청담본점)||3373|서울 강남구 청담동 88-37|카페|베이커리|기욤(청담본점)|레드테이블
카네마야제면소|카네마야제면소||43683|서울시 마포구 서교동 360-10|일식|라멘/우동/소바|카네마야제면소|레드테이블
스파카나폴리|스파카나폴리||43710|서울 마포구 합정동 413-2|양식|프랑스식|스파카나폴리|레드테이블
마이누들|마이누들||45027|서울 용산구 이태원동 119-8|양식|아시아식|마이누들|레드테이블
산호|산호||15931|서울 강남구 신사동 525-7|한식|해산물|산호|레드테이블
엘가|엘가||43829|서울시 관악구 신림동 1641-23|카페|베이커리|엘가|레드테이블
모스버거(명동중앙점)|모스버거(명동중앙점)||44558|서울시 중구 을지로2가 199-8|양식|햄버거|모스버거(명동중앙점)|레드테이블
로봇김밥(압구정로데오점)|로봇김밥(압구정로데오점)||43690|서울시 강남구 신사동 663-20 1층|한식|분식|로봇김밥(압구정로데오점)|레드테이블
퓨어아레나|퓨어아레나||328|서울 종로구 신문로2가 1-128|카페|커피전문점|퓨어아레나|레드테이블
야바이|야바이||25973|서울 서대문구 창천동 53-20|일식|철판요리/튀김|야바이|레드테이블
씨네드쉐프(압구정점)|씨네드쉐프(압구정점)||24572|서울 강남구 신사동 602|양식|유럽식|씨네드쉐프(압구정점)|레드테이블
설레임삼겹살|설레임삼겹살||1299|서울 서대문구 창천동 57-40|한식|삼겹살/돼지구이|설레임삼겹살|레드테이블
헤르지아|헤르지아||20473|서울 중구 예장동 8-98|양식|이탈리아식|헤르지아|레드테이블
오월의종|오월의종||44744|서울시 용산구 한남동 745-11|카페|베이커리|오월의종|레드테이블
매드포갈릭(사당점)|매드포갈릭(사당점)||24380|서울 서초구 방배동 444-3 파스텔시티 2층|양식|이탈리아식|매드포갈릭(사당점)|레드테이블
구루메(홍대)|구루메(홍대)||25766|서울시 마포구 상수동 313-2|일식|스시/사시미|구루메(홍대)|레드테이블
궁|궁||1637|서울 종로구 관훈동 30-11|한식|면/만두|궁|레드테이블
사모님돈가스|사모님돈가스||43616|서울시 마포구 상수동 92-2|일식|돈까스|사모님돈가스|레드테이블
까올리포차나(이태원점)|까올리포차나(이태원점)||43748|서울시 용산구 이태원2동 706|양식|아시아식|까올리포차나(이태원점)|레드테이블
차알|차알||23837|서울 강남구 신사동 525-15|중식|중식당|차알|레드테이블
청수정|청수정||957|서울 종로구 삼청동 88-23|한식|한정식|청수정|레드테이블
오늘한점(구로디지털역점)|오늘한점(구로디지털역점)||15537|서울 구로구 구로동 1124-36|한식|삼겹살/돼지구이|오늘한점(구로디지털역점)|레드테이블
루이|루이||7988|서울 중구 태평로1가 61-21|중식|중식당|루이|레드테이블
마키노차야(역삼점)|마키노차야(역삼점)||180|서울 강남구 역삼동 824-24|양식|양식뷔페|마키노차야(역삼점)|레드테이블
라세느(잠실점)|라세느(잠실점)||3350|서울 송파구 잠실동 40-1|양식|양식뷔페|라세느(잠실점)|레드테이블
텟팬|텟팬||6622|서울 마포구 서교동 409-1|일식|철판요리/튀김|텟팬|레드테이블
달고나|달고나||43736|서울 마포구 상수동 328-14|양식|이탈리아식|달고나|레드테이블
아조또(홍대본점)|아조또(홍대본점)||43753|서울시 마포구 서교동 366-19|카페|커피전문점|아조또(홍대본점)|레드테이블
코푸플레이트|코푸플레이트||71867|서울시 마포구 서교동 408-22|양식|퓨전양식,이탈리아식|코푸플레이트|레드테이블
올반|올반||99003|서울시 영등포구 여의도동 45-21|양식|양식뷔페|올반|레드테이블
리북집|리북집||3474|서울 강남구 논현동 163-3|한식|족발/보쌈|리북집|레드테이블
프랑스에다녀온붕어빵|프랑스에다녀온붕어빵||72406|서울시 마포구 서교동 364-19|카페|카페,베이커리|프랑스에다녀온붕어빵|레드테이블
한성문고(가로수길점)|한성문고(가로수길점)||44212|서울 강남구 신사동 542-3|일식|라멘/우동/소바|한성문고(가로수길점)|레드테이블
천진포자면관/만두관|천진포자면관/만두관||3578|서울 종로구 소격동 148-2|주점|포장마차|천진포자면관/만두관|레드테이블
강수곱창|강수곱창||39988|서울 마포구 서교동 365-5|한식|양/대창/곱창|강수곱창|레드테이블
