##NAME|SUBNAME|TELNUM|ADDR|NEWADDR|CODE|XCOORD|YCOORD@@SC제일은행
SC제일은행|공항동지점||서울특별시 강서구 공항동 32-3|서울특별시 강서구 공항대로 38 (공항동 32-3)|2543|458358|1128224
SC제일은행|광장동지점||서울특별시 광진구 구의3동 199-18|서울특별시 광진구 구의강변로 106 (구의3동 199-18)|2439|520868|1122394
SC제일은행|광화문지점||서울특별시 종로구 종로1가 |서울특별시 종로구 종로 1 (종로1가 )|2417|495146|1131006
SC제일은행|교대역지점||서울특별시 서초구 서초동 1675-1|서울특별시 서초구 서초대로 324 (서초동 1675-1)|2549|503747|1109702
SC제일은행|구로동지점||서울특별시 구로구 구로동 612-14|서울특별시 구로구 구로중앙로 212 (구로동 612-14)|2511|473003|1112664
SC제일은행|구로디지털지점||서울특별시 구로구 구로3동 1126-1|서울특별시 구로구 시흥대로 551 (구로3동 1126-1)|2503|478036|1106432
SC제일은행|구의동지점||서울특별시 광진구 구의2동 250-19|서울특별시 광진구 자양로 164 (구의2동 250-19)|2435|518639|1122990
SC제일은행|군자역지점||서울특별시 광진구 군자동 473-19|서울특별시 광진구 천호대로 540 (군자동 473-19)|2432|517274|1127177
SC제일은행|굽은다리역지점||서울특별시 강동구 명일동 346-1|서울특별시 강동구 양재대로 1576 (명일동 346-1)|5262|531686|1124089
SC제일은행|금호동지점||서울특별시 성동구 금호동4가 548-1|서울특별시 성동구 독서당로 302 (금호동4가 548-1)|2436|504994|1124614
SC제일은행|낙원지점||서울특별시 종로구 낙원동 251|서울특별시 종로구 삼일대로 428 (낙원동 251)|2415|497435|1131423
SC제일은행|남가좌동지점||서울특별시 서대문구 남가좌동 369-10|서울특별시 서대문구 증가로 150 (남가좌동 369-10)|2487|482813|1133042
SC제일은행|남역삼동지점||서울특별시 강남구 역삼동 832-2|서울특별시 강남구 강남대로 330 (역삼동 832-2)|2457|506772|1109194
SC제일은행|답십리지점||서울특별시 동대문구 답십리동 494-5|서울특별시 동대문구 천호대로 291-1 (답십리동 494-5)|2423|511812|1129790
SC제일은행|대림역지점||서울특별시 영등포구 대림동 710-10|서울특별시 영등포구 대림로 157 (대림동 710-10)|2510|477795|1109868
SC제일은행|대치동지점||서울특별시 강남구 대치동 1022|서울특별시 강남구 도곡로 438 (대치동 1022)|2559|512902|1110645
SC제일은행|도곡동지점||서울특별시 강남구 역삼동 772|서울특별시 강남구 언주로 337 (역삼동 772)|2545|509807|1110633
SC제일은행|도곡스위트지점||서울특별시 강남구 도곡동 467-7|서울특별시 강남구 남부순환로 2804 (도곡동 467-7)|4032|511365|1108152
SC제일은행|도봉동지점||서울특별시 도봉구 도봉동 563|서울특별시 도봉구 도봉로 873 (도봉동 563)|2478|510029|1161875
SC제일은행|도산로지점||서울특별시 강남구 논현동 91-7|서울특별시 강남구 도산대로 312 (논현동 91-7)|2460|507894|1117258
SC제일은행|독산동지점||서울특별시 금천구 독산동 287-7|서울특별시 금천구 시흥대로 414 (독산동 287-7)|2504|477539|1103085
SC제일은행|돈암동지점||서울특별시 성북구 동소문동5가  50-2|서울특별시 성북구 동소문로 84 (동소문동5가 50-2)|2470|503285|1136842
SC제일은행|동교동지점||서울특별시 마포구  |서울특별시 마포구 신촌로 12 ( )|2491|484023|1127393
SC제일은행|동대문역지점||서울특별시 종로구 창신동 440-10|서울특별시 종로구 율곡로 309 (창신동 440-10)|2420|502195|1130757
SC제일은행|등촌동지점||서울특별시 양천구 목3동 613-6|서울특별시 양천구 등촌로 216 (목3동 613-6)|2534|469922|1124850
SC제일은행|마장동지점||서울특별시 성동구 마장동 818|서울특별시 성동구 마장로35길 76 (마장동 818)|2443|509308|1130803
SC제일은행|마장역지점||서울특별시 성동구 마장동 773-3|서울특별시 성동구 마장로 291 (마장동 773-3)|2438|509247|1129512
SC제일은행|마천동지점||서울특별시 송파구 마천동 128-5|서울특별시 송파구 마천로41길 22 (마천동 128-5)|2455|533151|1110414
SC제일은행|마포역지점||서울특별시 마포구 도화동 292-20|서울특별시 마포구 마포대로 34 (도화동 292-20)|2493|488085|1122174
SC제일은행|명동지점||서울특별시 중구 명동2가 2-20 1층|서울특별시 중구 명동길 58 (명동2가 2-20 1층)|2405|496812|1128951
SC제일은행|명동역지점||서울특별시 중구 충무로2가 64-5|서울특별시 중구 퇴계로 131 (충무로2가 64-5)|2398|497024|1128251
SC제일은행|명일동지점||서울특별시 강동구 명일동 47-12|서울특별시 강동구 동남로73길 26 (명일동 47-12)|2562|534189|1126072
SC제일은행|목동5단지지점||서울특별시 양천구 목5동 912|서울특별시 양천구 목동동로 350 (목5동 912)|2540|473871|1120615
SC제일은행|목동9단지지점||서울특별시 양천구 신정동 312|서울특별시 양천구 목동서로 340 (신정동 312)|2542|469846|1116607
SC제일은행|목동사거리지점||서울특별시 양천구 목4동 792-5|서울특별시 양천구 등촌로 30 (목4동 792-5)|2536|469966|1120352
SC제일은행|목동역지점||서울특별시 양천구 신정동 994-5|서울특별시 양천구 목동로 189 (신정동 994-5)|2539|469981|1118281
SC제일은행|무역센터||서울특별시 강남구 삼성동 159|서울특별시 강남구 테헤란로87길 (삼성동 159)|2459|512833|1114337
SC제일은행|문정동지점||서울특별시 송파구 문정동 39-1|서울특별시 송파구 문정로 19 (문정동 39-1)|2465|527544|1107484
SC제일은행|반포지점||서울특별시 서초구 반포본동 810|서울특별시 서초구 신반포로 45 (반포본동 810)|2515|497240|1112177
SC제일은행|반포서래지점||서울특별시 서초구 반포동 96-7|서울특별시 서초구 서래로 23 (반포동 96-7)|2526|499581|1110448
SC제일은행|방배동지점||서울특별시 서초구 방배동 774-1|서울특별시 서초구 방배로 245 (방배동 774-1)|2518|497531|1109816
SC제일은행|방이역지점||서울특별시 송파구 방이동 207-8|서울특별시 송파구 마천로 39 (방이동 207-8)|2469|527696|1113811
SC제일은행|사당동지점||서울특별시 동작구 사당동 1042-17|서울특별시 동작구 동작대로 13 (사당동 1042-17)|2519|495871|1105059
SC제일은행|삼성타운점지점||서울 서초구 서초동 1320-10|서울 서초구 서초대로74길 11 (서초동 1320-10)|7412|505949|1110325
SC제일은행|상계동지점||서울특별시 노원구 상계동 649-8|서울특별시 노원구 동일로 1528 (상계동 649-8)|2481|512798|1157010
SC제일은행|상도동지점||서울특별시 동작구 상도동 324-1|서울특별시 동작구 상도로 102 (상도동 324-1)|2523|484927|1111319
SC제일은행|서교동지점||서울특별시 마포구 서교동 353-1|서울특별시 마포구 양화로 133 (서교동 353-1)|2411|482576|1126573
SC제일은행|서소문지점||서울특별시 중구 서소문동 75-95|서울특별시 중구 서소문로 116 (서소문동 75-95)|2482|494230|1128661
