TYPE|TEXT|LCODE|COMPLETE_DATE
시설|용문동 주민커뮤니티센터 - 2021.08 예정|589 693 1172|2021-08-30
도로 : 일반도로|검단일반산업단지 - 제2순환고속도로 검단IC 연결로 - 2021-08-30 부분개통완료|595 992 7575|2021-08-30
도로 : 일반도로|오송바이오폴리스 지하차도 주변도로 개통여부 확인|490 233 5066|2021-08-30
도로 : 일반도로|금장사거리-동대유치원 2021-08-30 확장완료|409 075 5390|2021-08-30
시설|광명역미디어아트밸리 - 2021-10-31|576 933 0355|2021-08-31
도로 : 일반도로|오송바이오폴리스-국도1호선 연결도로 2021년 8월 말 개통예정(7월임시개통중)|492 603 4673|2021-08-31
시설|덕풍근린공원 제3공영주차장 - 2021.08 준공 예정|589 713 3766|2021-08-31
도로 : 일반도로|물금읍행정복지센터 앞 회전교차로 - 2021.08 예정|349 305 3091|2021-08-31
시설|인천 119안전체험관 2021년 7월 예정|588 072 8125|2021-08-31
도로 : 일반도로|국도 37호선 괴산-음성 확포장 2021-08-31 준공예정|521 103 9158|2021-08-31
시설|세종시 보건소 2021-08-00 준공예정|488 053 4784|2021-08-31
시설|한국국토정보공사 경기지역본부 평택지사 - 2021.07 준공예정|537 563 2160|2021-08-31
시설|가평문화원 - 2021년 8월 예정|620 673 7114|2021-08-31
시설|나라키움 대구통합청사 - 2021.08 예정|410 555 0359|2021-08-31
시설|당사 해상캠핑장 조성예정 2021년 7월 준공 예정|378 485 8151|2021-08-31
시설|울산 골드테라스 - 2021.09 말 준공 예정|380 785 7168|2021-08-31
시설|도봉구 김근태기념도서관 - 2021.08 완공 예정|605 983 2096|2021-08-31
시설|고흥드론센터 준공 2021-08|273 933 3890|2021-08-31
시설|평택 스페이스365 - 2021.05 준공|532 733 2460|2021-08-31
시설|송정초등학교 2021년 9월 예정|577 403 4382|2021-09-01
아파트|전주우아한시티-2021년9월예정|407 563 3290|2021-09-01
아파트|힐스테이트호암 - 2021.09 입주 예정|526 904 1605|2021-09-01
시설|도림고등학교 신축 이전 - 2021.09 개교|577 142 8955|2021-09-01
아파트|광안리슈빌DS-2021년9월예정|332 475 4510|2021-09-01
아파트|E편한세상여수더퍼스트 - 2021.09 입주 예정|290 573 8718|2021-09-01
아파트|배산신일해피트리-2021년 10월 입주예정|418 753 1006|2021-09-01
아파트|르엘대치아파트 - 2021.09 예정|585 863 2315|2021-09-01
도로 : 일반도로|서부간선도로 지하차도 건설 2021년 9월 1일 정오 12시 개통 예정|586 533 0276|2021-09-01
시설|롯데시네마 영천점 2021-09-00 개관|419 685 2584|2021-09-01
시설|CGV 제천 2021-09-00 준공예정|545 034 4821|2021-09-01
시설|가온주차타워 2021-09-00 준공예정|583 742 9740|2021-09-01
시설|세종학생안전교육원 2021년 9월 준공예정|488 863 4714|2021-09-01
시설|다산별빛초등학교 - 2021.09 개교 예정|598 343 3410|2021-09-01
아파트|다산참아름3단지아파트 - 2021.09 예정|598 903 3223|2021-09-01
아파트|월산반도유보라아파트-2021년9월예정|332 003 0512|2021-09-01
아파트|제일풍경채위너스카이-2021년9월예정|476 503 4455|2021-09-01
아파트|래미안라클래시-2021년9월예정|587 593 2163|2021-09-01
시설|검단4초등학교 - 2021.09 예정|596 222 8454|2021-09-01
도로 : 일반도로|삼척중학교-건지주공A 횡단교량  2021년 9월15일 10 개통|579 035 4788|2021-09-01
시설|광주예술중고등학교 2021-09-00|335 803 0413|2021-09-01
아파트|서희스타힐스더베이2차-2021년9월예정|660 014 8904|2021-09-01
시설|검단2초등학교 - 2021.09 개교 예정|594 912 8465|2021-09-01
아파트|위례신혼희망타운A3-3b -2021년9월|584 313 3333|2021-09-01
아파트|동대구 이안 센트럴D 2021년 9월예정|410 804 9169|2021-09-01
시설|해남군청 신축공사 2021년 9월 청사 이전 예정|269 602 7298|2021-09-01
도로 : 일반도로|갈산1통 도시계획도로 2021-09-03 개통완료|562 263 6653|2021-09-03
도로 : 일반도로|임진강댑싸리공원 진입도로 2021-09-03 일방통행 변경|654 083 1863|2021-09-03
도로 : 일반도로|인당교-시외버스터미널 구간 2021-09-03 확장완료|371 623 9521|2021-09-03
시설|대구 MBC 신사옥 2021-09-03 이전완료 |404 725 0041|2021-09-03
시설|태안군건설기계공영주기장 2021-09-05 조성|506 642 3749|2021-09-05
시설|두산신사옥 2021년 1월 예정|571 023 2761|2021-09-06
아파트|부개역코오롱하늘채-2021년8월예정|584 902 8813|2021-09-06
시설|첨단2지구 대성베르힐 - 2021년 4월 예정|338 003 0166|2021-09-06
시설|여수중앙병원 2021-09-06 개원|290 543 9208|2021-09-06
아파트|강북태왕아너스더퍼스트-2021년8월예정|417 584 8387|2021-09-06
아파트|반포센트레빌아파트-2021년08월예정|586 063 1799|2021-09-06
도로 : 일반도로|경주IC-언양JC (울산방면) 구간단속 확인 요청|389 625 5191|2021-09-07
도로 : 기타(도로관련)|목포TG-무안IC (서울방면) 구간단속 확인 요청|308 632 6229|2021-09-07
도로 : 일반도로|무안IC-일로IC (목포방면) 구간단속 확인 요청|308 522 6225|2021-09-07
도로 : 주요간선|서하남로-감일남로 (감일~초이 남측도로)  2021-09-08 전구간 개통예정|586 683 3276|2021-09-08
도로 : 일반도로|신평동-부동삼거리 도로 2021-09-08 개설완료|411 254 9822|2021-09-08
도로 : 일반도로|국지도30호선 모곡램프 설치 - 2021-09-09 개통|344 914 7417|2021-09-09
시설|롯데아울렛 의왕점 (타임빌라스) - 2021.09.10 오픈|572 343 1733|2021-09-10
도로 : 지방도|국지도82호선 노은-북충주IC간 도로확장건설사업  2021-09-10 0시 개통예정|536 393 9884|2021-09-10
도로 : 일반도로|강릉 남대천 내곡교 하부 연결 도로 2021-09-10 개통|612 515 2017|2021-09-10
아파트|천마에버하임오션 2021-09-01 입주|158 472 7941|2021-09-13
시설|울산동학관 - 2021.05말 개관 예정|376 905 6365|2021-09-13
도로 : 일반도로|봉암리 도시계획도로(소로2-17호) 개설공사|484 203 4683|2021-09-13
도로 : 일반도로|지방도1016호선 우회도로 개설공사 2021-09-14 개통|309 664 3431|2021-09-14
도로 : 일반도로|대로 1-2호선 안흥-마암간 도시계획도로 2021-09-15 개통|561 553 6652|2021-09-15
시설|이차전지종합관리센터 - 2021-09-15 준공예정|420 015 8595|2021-09-15
도로 : 일반도로|양산 공암잠수교-> 공암교 재가설공사  2021-09-27 개통|358 515 3784|2021-09-15
도로 : 일반도로|서면힐링체육공원 진입도로 2021-09-15 임시개통|665 943 6243|2021-09-15
도로 : 일반도로|양주 하패리-동두천 연결교량 2021-09-16 개통|627 673 2138|2021-09-16
도로 : 일반도로|신평마을 진입로 확포장 2021-09-16 임시개통|314 854 2860|2021-09-16
도로 : 국도|국도 14호선 고성죽계-마산진전 2공구 |324 864 6475|2021-09-16
도로 : 일반도로|죽당천 제방도로 확포장공사 2021-09-17 개통완료|562 113 7083|2021-09-17
아파트|파주 운정신도시 우미 린 더퍼스트 2021-08-06 입주|610 982 8685|2021-09-20
아파트|진주옥봉 A-1블록행복주택 2021-09월 입주|336 564 3447|2021-09-20
시설|크라운빌 2차 오피스텔 2021-09-10 입주|586 543 0381|2021-09-20
시설|한양립스 이노와이즈 오피스텔 2021년 7월예정|593 153 1836|2021-09-20
도로 : 일반도로|대창리 웅천역(폐역) 구간 도로신설|449 032 7325|2021-09-20
시설|서울공예박물관 - 2021년 5월 개관|593 973 1442|2021-09-20
시설|청라 로데오시티 포레안 2021-08-10 입주|591 022 7869|2021-09-20
아파트|진천광혜원 2지구 2021-08-28 입주|531 043 6375|2021-09-20
시설|여의도노블루체91 오피스텔 2021-08-17 입주|587 613 0664|2021-09-20
도로 : 일반도로|강구안-중앙로 도로확장공사 2021-10-26 준공|298 804 6997|2021-09-20
아파트|양재비버리하임3차 2021-09월 입주|582 313 2067|2021-09-20
아파트|송학동2차영무예다음아파트 2021-09월 입주|417 093 0854|2021-09-20
아파트|가포금호어울림 NHF S1블록 9월예정|332 484 8676|2021-09-20
도로 : 일반도로|원정리 금강펠리스 앞 도로 과속방지턱 신설|530 852 9941|2021-09-20
도로 : 일반도로|서수지IC사거리 차선정보 변경|566 493 2262|2021-09-20
시설|문막휴게소 수소충전소 2021-09-01 오픈|568 014 0898|2021-09-20
시설|하이넷 당진정미 수소충전소 2021-09-01 오픈|514 232 7126|2021-09-20
아파트|시흥장현 A-5 블록 2021-08-30 입주|572 832 9297|2021-09-20
시설|거창버스터미널공영주차장 2021-09-23 준공|389 694 1595|2021-09-23
시설|회성동 공영주차장 2021-09-23 개장|340 614 8518|2021-09-23
시설|신태인 파크골프장 2021-09-23 개장|388 883 0383|2021-09-23
시설|태백시농업기술센터 - 2021-09-24 준공예정|553 945 3075|2021-09-24
시설|전곡전통시장 공영주차타워 2021-09-24 운영예정|642 623 2348|2021-09-24
아파트|나보나시티아파트 - 2021년 4월 입주|491 243 6250|2021-09-27
시설|서면힐링체육공원 2021-09 신설|665 853 6254|2021-09-27
시설|경주 유기동물보호센터 - 2021.08 예정|412 145 5800|2021-09-27
시설|운서역 공영주차장 빌딩 신축 2021-05-00|585 062 6155|2021-09-27
시설|강내일반산업단지 준공|486 843 5404|2021-09-27
도로 : 일반도로|청주 오창 복현교 재가설 공사 - 2021.09 준공 예정|504 543 6508|2021-09-27
시설|도평 파크골프장 2021-09-09 개장|413 984 9461|2021-09-27
시설|이안 강동 컴홈스테이 오피스텔 2021년 9월 예정|589 743 3016|2021-09-27
시설|해밀동 복합커뮤니티센터 2021년 6월 예정|480 643 4521|2021-09-27
시설|죽림종합문화센터 2021년 5월 예정|302 124 6973|2021-09-27
시설|뜨레어린이공원 숲주차장  2021-09-15 개장|545 794 4494|2021-09-27
도로 : 일반도로|개봉철도고가차도 가교설치 2021-09-28 양방향 개통예정|585 273 0010|2021-09-28
아파트|남양주별내 A13블록 2021-09-28 입주예정|601 423 2926|2021-09-28
아파트|의정부역 리버카운티 2021-09-28 입주예정|612 073 2201|2021-09-28
도로 : 일반도로|생강골공원 도시계획도로 2021-09-28 개통|416 413 3354|2021-09-28
도로 : 일반도로|봉덕리 도로 선형변경 2021-09-29 준공|457 102 7270|2021-09-29
도로 : 일반도로|구천면길 도로확장 - 2021-09-29 준공|590 953 3091|2021-09-29
도로 : 일반도로|봉덕리 신설도로 2021-09-29 준공|459 202 7278|2021-09-29
시설|정석프라자4 롯데시네마 2021-09-00|511 523 2792|2021-09-30
시설|애기봉 평화 생태공원 조성 2021.06 시범개관 예정|613 042 7225|2021-09-30
도로 : 일반도로|연천 재인폭포 진입로 및 주차장 확인 요청|647 673 3134|2021-09-30
시설|경부고속도로 안성휴게소 서울방향 공공의료기관 - 2021.09 운영 예정|539 953 3049|2021-09-30
아파트|LH판교밸리포레자이 - 2021-09-30 입주 예정|578 203 2655|2021-09-30
아파트|춘천센트럴파크푸르지오-2021년9월예정|625 423 9307|2021-09-30
시설|대전 골든하이 쇼핑센터 2021-09-00|461 883 5338|2021-09-30
도로 : 일반도로|김천 복전터널 확장 2021년 9월17일 개통|437 694 2690|2021-09-30
시설|연봉공원 공영주차장 |335 755 4136|2021-09-30
시설|천안교육지원청 증축공사 - 2021.09 준공 예정|510 093 2808|2021-09-30
아파트|약사지구모아엘가센텀뷰 -2021년9월|625 983 9444|2021-09-30
시설|당감생활문화센터 - 2021.09 준공 예정|333 805 3619|2021-09-30
시설|새마을금고역사관 - 2021년 9월 예정|361 024 1144|2021-09-30
시설|배방공수지구공영주차타워 - 2021.09 준공 예정|507 493 2203|2021-09-30
도로 : 일반도로|대천3동 도로 폐쇄 2021-09-30 |462 272 7461|2021-09-30
아파트|합덕우강유탑유블레스-2021년10월예정|511 202 9258|2021-10-01
아파트|고양지축 S1블록 - 2021.10 입주 예정|601 883 0817|2021-10-01
아파트|마곡센트레빌 - 2021.10 입주 예정|593 562 9636|2021-10-01
시설|영천~신경주 복선전철 아화역 - 2021.09 준공 예정|412 555 3789|2021-10-01
아파트|분당더샵파크리버-2021년10월예정|570 073 2883|2021-10-01
시설|도양 실내수영장 및 힐링해수탕 2021년 10월 운영 개시|265 273 2994|2021-10-01
아파트|감전엘크루센트로 - 2021.10 예정|332 435 3112|2021-10-01
아파트|이안동해센트럴 - 2021.10|588 545 4372|2021-10-01
아파트|동탄호수공원 계룡리슈빌위더스 2021년 10월예정|549 473 2760|2021-10-01
아파트|김천 더테라스휴 - 2021.10 입주 예정|443 534 3672|2021-10-01
아파트|웅천 골드클래스 테라스힐 - 2021년 10월 예정|288 763 9023|2021-10-01
시설|신정동 공영주차장 - 2021.10 준공 예정|587 983 0009|2021-10-01
아파트|쌍문동시티프라디움 2021-10-00 입주예정|601 593 1911|2021-10-01
아파트|화성비봉 A-1 행복주택 - 2021.10 입주 예정|558 023 0284|2021-10-01
시설|단국대병원 암센터 - 2021.11 개원 예정|514 663 3491|2021-10-01
시설|장승포동행정복지센터 신축 - 10월 준공|301 335 0278|2021-10-01
시설|파주장단콩웰빙마루 - 2021-10월 초 준공 예정|615 532 8237|2021-10-01
시설|송산3동 공공복합청사 신축 - 2021년10월|613 043 2851|2021-10-01
시설|문수청소년문화의집 재건축 - 2021.09준공 예정|375 335 6137|2021-10-01
아파트|보라매자이아파트-2021년10월예정|585 543 0825|2021-10-01
시설|공덕1구역 (자이힐스테이트아파트) - 철거확인|591 103 1162|2021-10-01
아파트|세종중흥S-클래스센텀뷰-2021년10월예정|477 113 4427|2021-10-01
시설|금강보행교 2021년 10월 완공 예정|476 003 4706|2021-10-01
아파트|감일에코앤이편한세상아파트-2021년 10월예정|586 183 3274|2021-10-01
아파트|간성스위트엠센트럴-2021년 10월예정|680 724 7583|2021-10-01
아파트|신내역힐데스하임참좋은-2021년10월예정|597 573 2765|2021-10-01
아파트|상주미소지움더퍼스트-2021년10월예정|469 444 4197|2021-10-01
아파트|전주에코시티데시앙14BL아파트 - 2021년 10월 예정|410 743 3021|2021-10-01
아파트|동탄역예미지3차-2021년10월예정|553 733 2675|2021-10-01
시설|의정부경전철 고산역 - 2021년 9월 예정|610 423 2655|2021-10-01
아파트|화성비봉A-2 행복주택 - 2021.10 입주 예정|557 953 0288|2021-10-01
아파트|검단신도시한신더휴 -2021년9월|595 362 8445|2021-10-04
도로 : 일반도로|거창 일반산업단지 연결도로 2021-09 중순 개통|387 744 1512|2021-10-04
도로 : 일반도로|교량 - (구)남한강교 보수공사로 인한 전면통제 확인 요청|559 193 9005|2021-10-04
아파트|시흥월곶역블루밍더마크 -2021년10월|573 762 8805|2021-10-04
도로 : 일반도로|제기동 정릉천동로 차선변경 2021-09-28|594 633 2011|2021-10-04
아파트|검단신도시유승한내들에듀파크아파트-2021년9월예정|595 082 8446|2021-10-04
시설|세종 남부 경찰서 2021-10-05 신설예정|475 663 4782|2021-10-05
시설|인천 소리공원 2021-07-16 조성|572 792 7736|2021-10-06
시설|펙스코 2021-10월 개관|413 514 9036|2021-10-07
시설|안양지구대 신청사 2021-10 이전|574 543 0712|2021-10-07
도로 : 일반도로|금광아파트 ~ 성황지구 간 도시계획도로 - 2021-10-08 개통예정|308 753 9022|2021-10-08
시설|춘천 삼악산 케이블카 조성 2021-10-08 개장 예정|625 303 9095|2021-10-08
시설|당진 시민봉사센터 2021-09-00|519 112 7498|2021-10-11
시설|담양일반산업단지|352 653 1692|2021-10-11
도로 : 일반도로|곡교천캠핑장 진입도로 2021-10-05 개설완료|509 763 1880|2021-10-11
시설|박상진호수공원 공영주차장 2021-10-05 준공|381 685 7244|2021-10-11
아파트|e편한세상중문-2021년 10월 준공|127 242 5474|2021-10-12
도로 : 일반도로|난지섬 난지대교 - 2021-10-14 개통예정|536 422 5613|2021-10-14
시설|춘천 약사 8구역 재정비 도로개설사업(중로1-74) 2021-09 중순 개통예정|626 113 9452|2021-10-15
