TYPE|TEXT|NID|LCODE|COMPLETE_DATE|LIMIT_DATE|RESULT|REQUEST_DATE|REVIEW_DATE|HEIGHT_LIMIT|WEIGHT_LIMIT|ROAD_WORK|TIME_ID|POI_CAT|POI_DATE|NET_CAT|NET_DATE|MAP_CAT|MAP_DATE|DATA_CHECK|SERVICE_CHECK|URL|CREATE_DATE|UPDATE_DATE|DEL_FLAG|CMMS_UPDATE_DATE
시설|충북도립대 기숙사 2023-02-00|4079|456 013 7810|2023-02-28|2022-08-31|미조사|2022-08-16||||||구축요청||구축요청| |구축요청| |No|No|http://www.okhsnews.com/news/articleView.html?idxno=20589|2018-10-31|2021-11-26|0|2021-12-23 09:08:50.537148|POLYGON ((1006567.37093079 1811414.40409201, 1006471.37093079 1811392.40409201, 1006495.37093079 1811306.90409201, 1006577.37093079 1811257.40409201, 1006611.87093079 1811308.90409201, 1006567.37093079 1811414.40409201))
도로 : 일반도로|언양 반송-삼동 상작간 도로개설공사 2023-02-00|6288|373 655 5268|2023-02-28|2022-08-30|미조사|2022-04-11||0.0|0.0|신규||해당없음||구축요청| |구축요청| |No|No|http://www.ksilbo.co.kr/news/articleView.html?idxno=738300|2019-03-15|2021-11-26|0|2021-12-23 09:08:50.537148|POLYGON ((1152113.74465551 1729851.81947526, 1152881.74465551 1729091.81947526, 1152665.74465551 1728619.81947526, 1152577.74465551 1728411.81947526, 1153745.74465551 1727603.81947526, 1154137.74465551 1726315.81947526, 1154249.74465551 1726355.81947526, 1153825.74465551 1727659.81947526, 1152657.74465551 1728451.81947526, 1152937.74465551 1729115.81947526, 1152177.74465551 1729955.81947526, 1152113.74465551 1729851.81947526))
시설|광명동초등학교 복합시설 - 2023.02 완공 예정|8039|583 913 0146|2023-02-28|2022-08-30|미조사|2022-08-15||||||예정||구축요청| |구축요청| |No|No|https://blog.naver.com/gmcityhall/222012098780|2019-06-20|2021-11-26|0|2021-12-23 09:08:50.537148|POLYGON ((943677.490035764 1942909.03158893, 943665.490035764 1942846.03158893, 943747.740035764 1942860.28158893, 943747.240035764 1942909.53158893, 943677.490035764 1942909.03158893))
시설|울주종합체육공원 내 울주종합체육센터 2023년 2월 준공 |7902|375 635 4390|2023-02-28|2022-08-30|미조사|2022-08-15||||||예정||구축요청| |구축요청| |No|No|http://www.ksilbo.co.kr/news/articleView.html?idxno=696114|2019-05-30|2021-11-26|0|2021-12-23 09:08:50.537148|POLYGON ((1145771.53137572 1730055.30821898, 1145680.35685734 1730018.40668772, 1145583.53137572 1729968.30821898, 1145680.53137572 1729905.30821898, 1145767.53137572 1729939.30821898, 1145864.53137572 1730005.30821898, 1145771.53137572 1730055.30821898))
아파트|시화MTV파라곤 - 2023.02 입주 예정|12814|566 782 8219|2023-02-28|2023-02-14|미조사|2023-02-27||0.0|0.0|||예정||구축요청| |완료| |No|No|https://blog.naver.com/ous9988/222050571916|2020-12-29|2021-11-23|0|2021-12-23 09:08:50.537148|POLYGON ((927737.144508901 1925550.25221248, 927634.144508901 1925420.25221248, 927815.144508901 1925274.25221248, 927925.144508901 1925406.25221248, 927737.144508901 1925550.25221248))
시설|구리시 청소년 문화의 집 - 2022 상반기 준공 예정|10541|595 513 3243|2023-03-01|2023-01-17|미조사|2023-01-02||0.0|0.0|||구축요청||구축요청||구축요청||||http://www.newsis.com/view/?id=NISX20200306_0000945753&cID=10804&pID=14000|2020-03-06|2021-12-13|0|2021-12-23 09:08:50.537148|POLYGON ((969081.318414628 1954645.30332481, 969124.568414628 1954636.55332481, 969130.943414628 1954641.05332481, 969126.693414628 1954674.92832481, 969081.693414628 1954680.30332481, 969074.818414628 1954656.67832481, 969081.318414628 1954645.30332481))
시설|부산 롯데타워|5183|326 245 3627|2023-03-01|2023-02-21|미조사|2023-02-06||0.0|0.0|||예정||구축요청| |구축요청| |No|No|http://realty.chosun.com/site/data/html_dir/2019/10/11/2019101101794.html|2019-01-29|2021-12-21|0|2021-12-23 09:08:50.537148|POLYGON ((1140099.77850903 1679285.88917771, 1140073.27850903 1679195.88917771, 1140056.77850903 1679126.88917771, 1140095.77850903 1679036.38917771, 1140183.27850903 1679114.88917771, 1140157.77850903 1679273.88917771, 1140099.77850903 1679285.88917771))
시설|무안군 보건소 신축 - 2023년 3월 준공 예정|12906|314 272 5929|2023-03-01|2023-01-17|미조사|2023-01-02||0.0|0.0|||예정||구축요청| |구축요청| |No|No|http://www.muannews.com/news/articleView.html?idxno=402691|2021-01-15|2021-12-06|0|2021-12-23 09:08:50.537148|POLYGON ((906226.463920549 1666285.50782334, 906267.463920549 1666239.50782334, 906291.713920549 1666267.75782334, 906244.713920549 1666309.25782334, 906226.463920549 1666285.50782334))
시설|흥덕청소년문화의집 - 2023년 3월 예정|11070|561 653 2429|2023-03-01|2023-01-30|미조사|2023-01-15||||||구축요청||구축요청||구축요청||||http://www.weeklytoday.com/news/articleView.html?idxno=163991|2020-04-01|2021-11-26|0|2021-12-23 09:08:50.537148|POLYGON ((962257.24 1919936.56, 962254.99 1919895.06, 962328.49 1919893.56, 962329.49 1919936.56, 962257.24 1919936.56))
아파트|시흥장현 A6블록 2023년 3월 예정|8498|573 022 9391|2023-03-01|2023-01-30|미조사|2023-02-06||||||구축요청||구축요청||구축요청|||||2019-07-17|2019-07-17|0|2021-12-23 09:08:50.537148|POLYGON ((937295.418034329 1931812.63679304, 937317.418034329 1931685.63679304, 937488.418034329 1931620.63679304, 937563.418034329 1931681.63679304, 937576.418034329 1931847.63679304, 937295.418034329 1931812.63679304))
시설|용인 기흥 국민체육센터 2023년 3월 예정|5994|561 643 2429|2023-03-01|2023-01-30|미조사|2023-01-15||||||구축요청||구축요청||구축요청||||http://www.weeklytoday.com/news/articleView.html?idxno=163991|2019-03-12|2021-11-26|0|2021-12-23 09:08:50.537148|POLYGON ((962258.445 1919899.935, 962257.865472748 1919857.13119734, 962326.615472748 1919855.38119734, 962326.945 1919899.935, 962258.445 1919899.935))
도로 : 일반도로|시도 6호선 광사-만송 도로확포장공사 2023-03-00|11037|616 053 2492|2023-03-01|2023-02-21|미조사|2022-02-07||0.0|0.0|확포장||구축요청||구축요청| |구축요청| |No|No|https://m.blog.naver.com/logiscgman89/221280887559|2020-03-30|2021-12-16|0|2021-12-23 09:08:50.537148|POLYGON ((963513.58887304 1976304.62554075, 963569.58887304 1976128.62554075, 963489.58887304 1976096.62554075, 963289.58887304 1976036.62554075, 963141.58887304 1975944.62554075, 962961.58887304 1975648.62554075, 962893.58887304 1975452.62554075, 962825.58887304 1975436.62554075, 962573.58887304 1975504.62554075, 962513.58887304 1975580.62554075, 962245.58887304 1975640.62554075, 962209.58887304 1975564.62554075, 962357.58887304 1975548.62554075, 962689.58887304 1975392.62554075, 962993.58887304 1975392.62554075, 963009.58887304 1975656.62554075, 963213.58887304 1975836.62554075, 963285.58887304 1975952.62554075, 963569.58887304 1976020.62554075, 963653.58887304 1976088.62554075, 963657.58887304 1976164.62554075, 963597.58887304 1976340.62554075, 963513.58887304 1976304.62554075))
시설|여주초등학교 이전 예정 2024-03-00|9338|562 083 8411|2023-03-01|2023-02-01|미조사|2023-01-17||||||예정||구축요청| |구축요청| |No|No|https://www.yna.co.kr/view/AKR20191010108200061|2019-10-14|2021-11-26|0|2021-12-23 09:08:50.537148|POLYGON ((1011354.2327759 1920320.14106643, 1011350.2327759 1920236.64106643, 1011418.9827759 1920230.39106643, 1011440.9827759 1920312.39106643, 1011354.2327759 1920320.14106643))
도로 : 일반도로|속초시 동해대로-조양로 도시계획도로 개설공사 |13062|660 064 8852|2023-03-01|2023-02-21|미조사|2022-02-07||0.0|0.0|신규||해당없음||구축요청| |구축요청| |No|No|https://www.pressian.com/pages/articles/2021030215565141043?utm_source=daum&utm_medium=search|2021-03-03|2021-12-17|0|2021-12-23 09:08:50.537148|POLYGON ((1095881.89390358 2021655.37461327, 1095895.89390358 2021282.37461327, 1095924.89390358 2021279.37461327, 1095920.89390358 2021659.37461327, 1095881.89390358 2021655.37461327))
아파트|검단역법조타운리슈빌S오피스텔|14219|595 772 8516|2023-03-01|2023-02-21|미조사|2022-03-28||0.0|0.0|||예정|2021-12-10|구축요청| |구축요청| |No|No|https://blog.naver.com/kjhyuk1818/222590114956|2021-12-09|2021-12-09|0|2021-12-23 09:08:50.537148|POLYGON ((930571.662628188 1954999.62816966, 930562.662628188 1955026.62816966, 930386.662628188 1955006.62816966, 930392.662628188 1954852.62816966, 930556.662628188 1954872.62816966, 930583.662628188 1954884.62816966, 930571.662628188 1954999.62816966))
도로 : 일반도로|제2안민터널 2023년 3월 개통 예정|3351|335 675 0098|2023-03-01|2023-01-31|미조사|2023-01-16||||신규||구축요청||구축요청| |구축요청| |No|No|http://www.knnews.co.kr/news/articleView.php?idxno=1352994|2018-08-29|2021-11-22|0|2021-12-23 09:08:50.537148|POLYGON ((1109763.74158 1685644.174172, 1110011.74158 1686180.174172, 1110235.74158 1686700.174172, 1110211.74158 1687820.174172, 1110203.74158 1688588.174172, 1110107.74158 1689012.174172, 1110379.74158 1689356.174172, 1110739.74158 1689284.174172, 1111083.74158 1689148.174172, 1111243.74158 1689356.174172, 1110499.74158 1689556.174172, 1110563.74158 1689812.174172, 1110531.74158 1689988.174172, 1110403.74158 1690004.174172, 1110419.74158 1689732.174172, 1110299.74158 1689564.174172, 1109843.74158 1689820.174172, 1109779.74158 1689740.174172, 1110083.74158 1689476.174172, 1110163.74158 1689380.174172, 1109675.74158 1688628.174172, 1109827.74158 1688492.174172, 1109979.74158 1688732.174172, 1110051.74158 1687924.174172, 1110123.74158 1686780.174172, 1109787.74158 1685908.174172, 1109635.74158 1685724.174172, 1109763.74158 1685644.174172))
시설|구로 예미지 어반코어 오피스텔 - 2023.03 입주예정|12460|585 442 9963|2023-03-01|2022-02-08|미조사|2022-01-24||||||예정||구축요청| |완료| |No|No|http://www.g-yemizi.co.kr/sub04_01.html|2020-10-30|2021-11-26|0|2021-12-23 09:08:50.537148|POLYGON ((942198.546664306 1944474.42604403, 942217.171664306 1944443.30104403, 942242.671664306 1944463.55104403, 942220.546664306 1944489.05104403, 942198.546664306 1944474.42604403))
시설|한국외국어대학교 송도캠퍼스 - 2023.03 전체 준공|8116|571 582 8016|2023-03-01|2023-01-30|재조사|2023-01-15|2020-01-17|||||구축요청||구축요청||구축요청|||||2019-06-27|2021-11-26|0|2021-12-23 09:08:50.537148|POLYGON ((926188.135453492 1930512.39393503, 926008.135453492 1930265.39393503, 926122.135453492 1930192.39393503, 926307.135453492 1930412.39393503, 926188.135453492 1930512.39393503))
아파트|계룡한라비발디더센트럴아파트-2023년03월예정|13446|452 303 4406|2023-03-01|2023-02-07|미조사|2023-04-03||||||예정||구축요청| |완료| |No|No|https://realty.daum.net/home/apt/danjis/80878|2021-06-02|2021-06-02|0|2021-12-23 09:08:50.537148|POLYGON ((978225.876089487 1807689.82152184, 978103.876089487 1807529.82152184, 978271.876089487 1807435.82152184, 978361.876089487 1807548.82152184, 978225.876089487 1807689.82152184))
아파트|당진수청2지구 호반써밋시그니처2차 - 2023.03 예정|12322|519 772 7882|2023-03-01|2023-02-14|미조사|2023-02-13||||||예정||구축요청| |완료| |No|No|http://hobansummit-dj2.co.kr/sub/layout.html|2020-10-12|2020-10-12|0|2021-12-23 09:08:50.537148|POLYGON ((924491.924165 1877280.666213, 924491.924165 1877020.166213, 924676.424165 1877019.666213, 924680.924165 1877280.666213, 924491.924165 1877280.666213))
아파트|서대구 영무예다음 - 2023.03 입주 예정|11715|410 314 8351|2023-03-01|2023-02-14|미조사|2023-02-06||||||예정||구축요청| |완료| |No|No|https://blog.naver.com/rkdgustlr79/221789903335|2020-06-08|2021-04-15|0|2021-12-23 09:08:50.537148|POLYGON ((1094516.6953033 1764867.31423069, 1094507.49 1764677.82, 1094760.6953033 1764742.31423069, 1094750.6953033 1764849.31423069, 1094516.6953033 1764867.31423069))
아파트|힐스테이트 관악 뉴포레 - 2023.03 완공 예정|11082|583 973 0599|2023-03-01|2023-02-14|미조사|2023-02-06||||||예정||구축요청| |완료| |No|No|https://blog.naver.com/kivy2459/221852099240|2020-04-02|2020-06-09|0|2021-12-23 09:08:50.537148|POLYGON ((947289.786276 1942969.931181, 947228.786276 1942875.431181, 947514.286276 1942860.931181, 947578.286276 1942904.431181, 947557.786276 1942976.431181, 947442.786276 1942961.931181, 947289.786276 1942969.931181))
아파트|e편한세상 영종국제도시센텀베뉴 - 2023.03 입주 예정|13206|584 402 6780|2023-03-01|2023-02-14|미조사|2023-02-20||||||예정||구축요청| |완료| |No|No|https://blog.naver.com/parapra/222228225912|2021-04-01|2021-04-01|0|2021-12-23 09:08:50.537148|POLYGON ((916166.252722059 1943888.20328144, 916067.252722059 1943799.20328144, 916044.252722059 1943720.20328144, 916017.252722059 1943417.20328144, 916292.252722059 1943405.20328144, 916296.252722059 1943545.20328144, 916324.252722059 1943596.20328144, 916197.252722059 1943701.20328144, 916284.252722059 1943792.20328144, 916166.252722059 1943888.20328144))
시설|낙동강아트홀 - 2023년 상반기 준공예정|12440|326 645 2190|2023-03-01|2023-01-17|미조사|2022-04-04||||||구축요청||구축요청| |구축요청| |No|No|https://www.bsgangseo.go.kr/mayor/data2020/plan/2-18.pdf|2020-10-29|2021-08-04|0|2021-12-23 09:08:50.537148|POLYGON ((1127936.56335285 1679459.54170599, 1127918.56335285 1679357.54170599, 1128033.56335285 1679348.54170599, 1128047.56335285 1679446.54170599, 1127936.56335285 1679459.54170599))
시설|김해종합운동장 신축 예정 2023-03-00|8935|343 505 1875|2023-03-01|2023-01-30|미조사|2023-01-15||||||구축요청||구축요청||구축요청||||https://www.pressian.com/pages/articles/2020042314344474411?utm_source=daum&utm_medium=search|2019-09-17|2021-11-26|0|2021-12-23 09:08:50.537148|POLYGON ((1125008.77066775 1696704.1434891, 1125094.27066775 1696591.1434891, 1125141.27066775 1696612.6434891, 1125102.27066775 1696741.6434891, 1125008.77066775 1696704.1434891))
시설|홍도동2구역 재건축 |10460|461 233 6241|2023-03-01|2023-01-17|미조사|2023-01-02||||||구축요청||구축요청||구축요청||||https://www.arunews.com/news/articleView.html?idxno=23458|2020-03-04|2021-11-23|0|2021-12-23 09:08:50.537148|POLYGON ((993412.53283963 1816736.71511104, 993499.53283963 1816581.71511104, 993605.53283963 1816640.71511104, 993495.53283963 1816824.71511104, 993412.53283963 1816736.71511104))
시설|상무대라수멀티하우스 - 2023.03 예정|12150|332 263 0025|2023-03-01|2023-02-14|미조사|2023-01-30||||||예정||구축요청| |완료| |No|No|https://blog.naver.com/alvin0128/222054822472|2020-08-28|2021-11-26|0|2021-12-23 09:08:50.537148|POLYGON ((940955.953480222 1684484.10776486, 940960.453480222 1684432.10776486, 941023.953480222 1684436.10776486, 941017.453480222 1684485.10776486, 940955.953480222 1684484.10776486))
아파트|이안 센트럴포레 장유 - 2023년 3월 입주예정|11631|337 155 0970|2023-03-01|2023-02-14|미조사|2023-02-06||||||예정||구축요청| |완료| |No|No|https://www.iaanjy.com:464/info/plan/|2020-06-01|2021-01-18|0|2021-12-23 09:08:50.537148|POLYGON ((1117375.71362522 1690165.95953368, 1117421.21362522 1690042.95953368, 1117569.71362522 1689884.45953368, 1117627.21362522 1689926.95953368, 1117614.83364307 1689960.8144044, 1117598.71362522 1690164.45953368, 1117577.21362522 1690240.95953368, 1117375.71362522 1690165.95953368))
시설|검단역 법조타운 리슈빌S - 2023.03 입주 예정|12500|595 182 8568|2023-03-01|2023-02-14|미조사|2023-02-13||||||예정||구축요청| |완료| |No|No|https://blog.naver.com/rudgns3672/222117490562|2020-11-06|2020-11-06|0|2021-12-23 09:08:50.537148|POLYGON ((930827.933163288 1954584.48363684, 930862.933163288 1954446.48363684, 930956.933163288 1954555.48363684, 930888.933163288 1954640.48363684, 930827.933163288 1954584.48363684))
시설|아산문화공원 2023-03 준공예정|13530|509 233 1657|2023-03-01|2023-02-14|미조사|2023-02-06||||||구축요청||구축요청| |구축요청| |No|No|http://www.dailycc.net/news/articleView.html?idxno=651383|2021-06-21|2021-06-21|0|2021-12-23 09:08:50.537148|POLYGON ((955512.565355929 1866180.71777543, 955553.565355929 1865969.71777543, 955820.565355929 1865992.71777543, 955800.565355929 1866248.21777543, 955512.565355929 1866180.71777543))
시설|구래동 상업지역 지하주차장|14235|601 282 7565|2023-03-01|2023-02-21|미조사|2023-02-06||0.0|0.0|||구축요청||구축요청| |구축요청| |No|No|https://newsis.com/view/?id=NISX20211209_0001682459&cID=14001&pID=14000|2021-12-13|2021-12-13|0|2021-12-23 09:08:50.537148|POLYGON ((922779.399975982 1960915.73189987, 922713.399975982 1960901.48189987, 922721.399975982 1960868.23189987, 922788.149975982 1960884.73189987, 922779.399975982 1960915.73189987))
도로 : 국도|제천시 국도대체우회도로 도화-송학 2023년 3월 예정|6448|551 004 5108|2023-03-01|2022-11-29|미조사|2022-11-14||0.0|0.0|신규||||구축요청||||||https://blog.naver.com/PostView.nhn?blogId=logiscgman89&logNo=221585527410&proxyReferer=https:%2F%2Fwww.google.com%2F|2019-03-21|2021-11-25|0|2021-12-23 09:08:50.537148|POLYGON ((1067684.001635 1909286.060936, 1067680.001635 1909558.060936, 1066932.001635 1909934.060936, 1066304.001635 1909930.060936, 1065900.001635 1909746.060936, 1065664.001635 1909262.060936, 1065336.001635 1909146.060936, 1065196.001635 1908982.060936, 1065168.001635 1908498.060936, 1066560.001635 1908494.060936, 1066788.001635 1908634.060936, 1067212.001635 1908346.060936, 1067348.001635 1908354.060936, 1067104.001635 1908850.060936, 1067684.001635 1909286.060936))
시설|유네스코 국제기록유산센터 |8473|493 133 6728|2023-03-01|2022-12-20|미조사|2022-12-05||0.0|0.0|||구축요청||구축요청| |구축요청| |No|No|https://www.yna.co.kr/view/AKR20210114108100064?input=1179m|2019-07-16|2021-12-21|0|2021-12-23 09:08:50.537148|POLYGON ((997538.249112156 1849460.40656861, 997538.775862486 1849442.20973902, 997569.231608853 1849442.44917099, 997568.848517704 1849462.51356993, 997538.249112156 1849460.40656861))
아파트|명지대역 서희 스타힐스 2023-03-00 입주|10060|558 253 3718|2023-03-01|2023-01-30|재조사|2023-01-30|2020-03-02|||||구축요청||구축요청||구축요청||||http://blogfiles.naver.net/MjAyMDAxMTRfMjgg/MDAxNTc4OTc4MjgyMjM2.b4s_12855IKafH8i-2ugpO0kxV2d_hlmjR7KT5db7b4g.ZykhWUmQntVRGrL7VT9tpt0_CaKcRUwI761NgUIR3j0g.JPEG.tygxggdv91/%BF%EB%C0%CE_%B8%ED%C1%F6%B4%EB%BF%AA_%BC%AD%C8%F1%BD%BA%C5%B8%C8%FA%BD%BA_%BA%D0%BE%E7%B0%A1_%287%29.jpg|2020-01-30|2020-03-09|0|2021-12-23 09:08:50.537148|POLYGON ((972774.757521337 1916372.1831387, 972870.757521337 1916307.6831387, 972945.757521337 1916392.6831387, 972843.757521337 1916453.6831387, 972774.757521337 1916372.1831387))
시설|북면1고등학교 2023년3월 개교 예정|9837|348 024 8869|2023-03-01|2023-02-14|미조사|2023-02-06||||||예정||구축요청| |구축요청| |No|No|http://www.kndaily.co.kr/news/articleView.html?idxno=138908|2019-12-23|2019-12-23|0|2021-12-23 09:08:50.537148|POLYGON ((1099653.10446 1701046.252047, 1099653.10446 1700947.252047, 1099779.10446 1700937.752047, 1099775.60446 1701049.752047, 1099653.10446 1701046.252047))
시설|곡반3 미래학교 - 2024.03 개교 예정|11944|557 903 1841|2023-03-01|2023-01-30|미조사|2023-06-05||||||구축요청||구축요청||구축요청||||https://www.upinews.kr/newsView/upi202106200015|2020-07-07|2020-07-07|0|2021-12-23 09:08:50.537148|POLYGON ((957391.253682514 1916128.35661185, 957393.253682514 1916020.35661185, 957507.253682514 1916050.35661185, 957511.253682514 1916136.35661185, 957391.253682514 1916128.35661185))
도로 : 국도|농소-하모 국도대체우회도로 건설공사 - 2023.03 예정|11717|378 122 9699|2023-03-01|2022-06-21|미조사|2022-06-06||0.0|0.0|신규||||구축요청||||||http://www.igj.co.kr/news/articleView.html?idxno=100661|2020-06-08|2021-11-25|0|2021-12-23 09:08:50.537148|POLYGON ((938158.064901 1732425.418945, 938482.064901 1731495.418945, 938717.064901 1731073.418945, 938960.064901 1730677.418945, 939071.064901 1730639.418945, 939083.064901 1730662.418945, 938986.064901 1730736.418945, 938214.064901 1732483.418945, 938158.064901 1732425.418945))
아파트|양평 휴먼빌 센트럴시티 - 2023.03 입주 예정|13212|584 393 6986|2023-03-01|2023-02-14|미조사|2023-02-20||||||예정||구축요청| |완료| |No|No|https://blog.naver.com/cyber-zip/222037225889|2021-04-01|2021-04-01|0|2021-12-23 09:08:50.537148|POLYGON ((999622.876278003 1943265.63786938, 999620.876278003 1943221.13786938, 999683.376278003 1943117.13786938, 999743.376278003 1943073.63786938, 999758.876278003 1943238.63786938, 999622.876278003 1943265.63786938))
아파트|망우역 신원 아침의도시 - 2023.03 입주 예정|12785|596 783 2694|2023-03-01|2023-02-14|미조사|2023-02-13||||||예정||구축요청| |완료| |No|No|https://blog.naver.com/inday134/222173014765|2020-12-21|2020-12-21|0|2021-12-23 09:08:50.537148|POLYGON ((964583.726926296 1955942.48934158, 964661.726926296 1955976.98934158, 964649.226926296 1956015.48934158, 964609.726926296 1956030.98934158, 964583.726926296 1955942.48934158))
아파트|위례자이더시티 - 2023.03 입주 예정|12961|582 653 3227|2023-03-01|2023-02-14|미조사|2023-02-13||||||예정||구축요청| |완료| |No|No|https://blog.naver.com/bea3058/222194766116|2021-01-29|2021-01-29|0|2021-12-23 09:08:50.537148|POLYGON ((968828.370726 1941687.741369, 968772.370726 1941299.741369, 968864.370726 1941265.741369, 969066.370726 1941249.741369, 969088.370726 1941469.741369, 968994.370726 1941485.741369, 969012.370726 1941673.741369, 968828.370726 1941687.741369))
시설|청주전시관 건립사업|7156|491 363 5234|2023-03-01|2023-01-24|미조사|2023-01-09||||||구축요청||구축요청||구축요청||||https://logiscgman89.blog.me/221515535068|2019-04-22|2021-11-23|0|2021-12-23 09:08:50.537148|POLYGON ((985125.45219679 1847989.22415935, 984921.45219679 1847455.22415935, 985451.45219679 1847447.22415935, 985333.45219679 1847827.22415935, 985125.45219679 1847989.22415935))
아파트|힐스테이트월산 2023년3월예정|13394|331 593 0504|2023-03-01|2023-02-14|미조사|2023-04-03||||||예정||구축요청| |완료| |No|No|https://blog.naver.com/kyungani/221953307478|2021-05-17|2021-05-17|0|2021-12-23 09:08:50.537148|POLYGON ((945056.920925606 1683893.52584148, 944912.920925606 1683862.52584148, 944973.920925606 1683575.52584148, 945141.920925606 1683649.52584148, 945056.920925606 1683893.52584148))
시설|나성동 도시상징광장 2023 상반기 준공예정|3661|476 193 4475|2023-03-01|2023-02-21|재조사|2023-02-06|2020-10-06|||신규||구축요청||구축요청| |구축요청| |No|No|https://www.dtnews24.com/news/articleView.html?idxno=705552|2018-10-01|2021-11-22|0|2021-12-23 09:08:50.537148|POLYGON ((978716.862744081 1832130.46197454, 978796.862744081 1831918.46197454, 979027.862744081 1832038.46197454, 978915.862744081 1832254.46197454, 978716.862744081 1832130.46197454))
시설|대구강북소방서 2023-03-00 신설예정|13790|417 504 8532|2023-03-01|2023-02-21|미조사|2023-01-09||||신규||구축요청||구축요청| |구축요청| |No|No|https://www.idaegu.co.kr/news/articleView.html?idxno=354653|2021-08-06|2021-11-22|0|2021-12-23 09:08:50.537148|POLYGON ((1096038.429399 1772356.363401, 1096030.429399 1772299.863401, 1096170.429399 1772280.613401, 1096178.429399 1772337.113401, 1096038.429399 1772356.363401))
시설|강남 수서동 도서관 2023-03-00 개관|10557|583 953 2636|2023-03-01|2023-01-30|미조사|2023-01-30||||||구축요청||구축요청||구축요청||||http://www.shinmoongo.net/sub_read.html?uid=134540|2020-03-10|2020-03-10|0|2021-12-23 09:08:50.537148|POLYGON ((964107.2541 1942847.261, 964073.7541 1942858.761, 964068.2541 1942775.761, 964109.7541 1942768.761, 964107.2541 1942847.261))
도로 : 국도|국도 27호선 석곡IC~겸면 평장 도로 개량 공사|12038|338 113 4180|2023-03-01|2022-05-16|미조사|2022-05-02||0.0|0.0|확포장||||구축요청||||||http://www.nbn-news.co.kr/news/articleView.html?idxno=43831|2020-07-29|2021-11-25|0|2021-12-23 09:08:50.537148|POLYGON ((977236.90338 1681220.397448, 977364.90338 1681212.397448, 977468.90338 1681408.397448, 977340.90338 1682096.397448, 977388.90338 1682260.397448, 977704.90338 1682372.397448, 977800.90338 1682384.397448, 977848.90338 1682712.397448, 978008.90338 1683152.397448, 978104.90338 1683476.397448, 977744.90338 1683772.397448, 977732.90338 1684244.397448, 977836.90338 1684580.397448, 977812.90338 1684772.397448, 977388.90338 1685188.397448, 977340.90338 1685588.397448, 976964.90338 1686028.397448, 976788.90338 1686196.397448, 976788.90338 1686516.397448, 976796.90338 1686708.397448, 976860.90338 1686860.397448, 976788.90338 1687020.397448, 976436.90338 1687212.397448, 976396.90338 1687692.397448, 976212.90338 1687972.397448, 976188.90338 1688220.397448, 975884.90338 1688940.397448, 975996.90338 1689100.397448, 976036.90338 1689668.397448, 976132.90338 1690276.397448, 976028.90338 1690540.397448, 976164.90338 1691012.397448, 976012.90338 1691516.397448, 975868.90338 1691764.397448, 975580.90338 1692044.397448, 975596.90338 1692300.397448, 975892.90338 1692612.397448, 975780.90338 1692684.397448, 975540.90338 1692660.397448, 975324.90338 1692524.397448, 975068.90338 1692596.397448, 974876.90338 1692860.397448, 974756.90338 1693132.397448, 974420.90338 1693060.397448, 974196.90338 1693140.397448, 973996.90338 1693348.397448, 973492.90338 1693468.397448, 973020.90338 1694060.397448, 972820.90338 1694132.397448, 972388.90338 1694444.397448, 972116.90338 1694484.397448, 971764.90338 1694868.397448, 971204.90338 1695140.397448, 970740.90338 1695380.397448, 970596.90338 1695556.397448, 970252.90338 1695612.397448, 969844.90338 1696164.397448, 969644.90338 1696364.397448, 969028.90338 1696716.397448, 968868.90338 1696932.397448, 968364.90338 1697172.397448, 968164.90338 1697276.397448, 968100.90338 1697164.397448, 968324.90338 1697084.397448, 968860.90338 1696756.397448, 969148.90338 1696508.397448, 969652.90338 1696252.397448, 969908.90338 1695852.397448, 970260.90338 1695468.397448, 970540.90338 1695412.397448, 970772.90338 1695220.397448, 971572.90338 1694796.397448, 972068.90338 1694364.397448, 972316.90338 1694364.397448, 972908.90338 1693964.397448, 973620.90338 1693252.397448, 973916.90338 1693252.397448, 974284.90338 1693004.397448, 974452.90338 1692924.397448, 974676.90338 1692980.397448, 974868.90338 1692580.397448, 975148.90338 1692436.397448, 975452.90338 1692460.397448, 975700.90338 1692612.397448, 975436.90338 1692316.397448, 975460.90338 1691988.397448, 975732.90338 1691668.397448, 975876.90338 1691556.397448, 976044.90338 1690956.397448, 975924.90338 1690476.397448, 976004.90338 1690068.397448, 975900.90338 1689132.397448, 975804.90338 1688780.397448, 976204.90338 1687740.397448, 976332.90338 1687188.397448, 976564.90338 1686956.397448, 976708.90338 1686908.397448, 976636.90338 1686588.397448, 976716.90338 1686108.397448, 977116.90338 1685740.397448, 977276.90338 1685180.397448, 977404.90338 1684964.397448, 977700.90338 1684684.397448, 977620.90338 1684108.397448, 977700.90338 1683748.397448, 977780.90338 1683644.397448, 978012.90338 1683444.397448, 977716.90338 1682596.397448, 977596.90338 1682388.397448, 977396.90338 1682356.397448, 977196.90338 1682012.397448, 977340.90338 1681420.397448, 977236.90338 1681220.397448))
