##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@요거프레소
요거프레소|화성장안점|||요거프레소||경기 화성시 장안면 3.1만세로 365||주차가능|평일&주말08:00~20:00(일요일휴무)|||||요거프레소 화성장안점||||80713
요거프레소|양벌점|||요거프레소||경기 광주시 오포읍 마루들길 222-3||주차가능|평일&주말10:00~22:00(일요일휴무)|||||요거프레소 양벌점||||80713
요거프레소|굴포천역점|||요거프레소||인천 부평구 충선로 209번길 13||불가|평일&주말10:00~22:00|||||요거프레소 굴포천역점||||80713
요거프레소|강원간성점|||요거프레소||강원 고성군 간성읍 간성로 66||주차가능|평일&토요일10:00~22:00(일요일휴무)|||||요거프레소 강원간성점||||80713
요거프레소|증평점(휴점)|||요거프레소||충북 증평군 증평읍 중앙로 224-1||불가|평일&주말10:00~22:00|||||요거프레소 증평점(휴점)|1층|||80713
요거프레소|동수부영로점|||요거프레소||인천 부평구 부영로 11||주차가능|평일09:00~19:00/토요일09:00~15:00/일요일휴무|||||요거프레소 동수부영로점|(광현빌딩)|||80713
요거프레소|순천오천점|||요거프레소||전남 순천시 오천6길 11||주차가능|평일&주말10:00~22:00|||||요거프레소 순천오천점||||80713
요거프레소|석모도점|||요거프레소||인천 강화군 삼산남로 828번길 18||주차가능|비수기(11월~2월)평일10:00~18:00주말(토)10:00~19:00(일)10:00~18:00;성수기(3월~10월)평일10:00~20:00주말(토)10:00~21:00(일)10:00~20:00|||||요거프레소 석모도점||||80713
요거프레소|송천솔내점|||요거프레소||전북 전주시 덕진구 두간로 60||불가|평일&주말10:00~22:00|||||요거프레소 송천솔내점||||80713
요거프레소|용인상하점|||요거프레소||경기 용인시 중부대로788번길 16||주차가능|평일&주말10:00~22:00|||||요거프레소 용인상하점||||80713
요거프레소|남양주평내점|||요거프레소||경기 남양주시 의안로 125||주차가능|평일&주말10:00~22:00|||||요거프레소 남양주평내점|(평내동)|||80713
요거프레소|서부병원점|||요거프레소||서울 은평구 은평로 145||불가|평일&주말09:00~22:00|||||요거프레소 서부병원점|1층|||80713
요거프레소|서산예천점|||요거프레소||충남 서산시 예천1로 24||주차가능|평일&주말09:30~22:00|||||요거프레소 서산예천점|103호|||80713
요거프레소|논현에코점|||요거프레소||인천 남동구 에코중앙로 156번길 5-12||주차가능|평일&주말09:30~22:00|||||요거프레소 논현에코점|1층|||80713
요거프레소|야탑점|||요거프레소||경기 성남시 분당구 벌말로 44||불가|평일&주말10:00~22:00|||||요거프레소 야탑점|101호|||80713
요거프레소|백암점|||요거프레소|||경기 용인시 처인구 백암면 백암리 447-12|주차가능|평일&주말10:00~22:00|||||요거프레소 백암점||||80713
요거프레소|아산테크노밸리점|||요거프레소||충남 아산시 둔포면 아산밸리 중앙로 82||주차가능|평일10:00~20:00/토요일10:00~17:00(일요일휴무)|||||요거프레소 아산테크노밸리점||||80713
요거프레소|시흥하상점|||요거프레소||경기 시흥시 연성로 83-1||주차가능|평일&주말09:30~22:30|||||요거프레소 시흥하상점||||80713
요거프레소|울산수암점|||요거프레소|||울산 남구 야음동 789-117|주차가능|평일&주말09:00~23:00|||||요거프레소 울산수암점|그린레포츠|||80713
요거프레소|오산고현점|||요거프레소||경기 오산시 고현동 남부대로 450||주차가능|평일&주말09:00~21:00|||||요거프레소 오산고현점|(현우프라자)|||80713
요거프레소|전남해제점|||요거프레소||전남 무안군 해제면 봉대로 40-1||주차가능|평일&주말10:00~21:00|||||요거프레소 전남해제점||||80713
요거프레소|일산장항점|||요거프레소||경기 고양시 일산동구 무궁화로 37||주차가능|평일&주말08:00~23:00|||||요거프레소 일산장항점||||80713
요거프레소|제주일도점|||요거프레소||제주 제주시 고마로 94||주차가능|평일&주말10:30~24:30|||||요거프레소 제주일도점|(일도이동,청풍아트빌)|||80713
요거프레소|화성기안마을점|||요거프레소||경기 화성시 융건로 91||주차가능|평일&주말11:00~21:00|||||요거프레소 화성기안마을점|신미주쇼핑타운 109호|||80713
요거프레소|전주천변점|||요거프레소||전북 전주시 덕진구 가리내로 508||불가|평일&주말10:00~23:00|||||요거프레소 전주천변점||||80713
요거프레소|대치사거리점|||요거프레소||서울 강남구 삼성로 329||불가|평일&주말08:30~22:30|||||요거프레소 대치사거리점|진성빌딩 1층|||80713
요거프레소|대전가수원점|||요거프레소||대전 서구 계백로 1153||주차가능|평일&주말10:00~22:00|||||요거프레소 대전가수원점||||80713
요거프레소|안산보화로점|||요거프레소||경기 안산시 단원구 보화로 47||불가|평일&주말10:00~22:00|||||요거프레소 안산보화로점||||80713
요거프레소|대구동촌점|||요거프레소||대구 동구 해동로 222||주차가능 (건물 외부 주차장0|평일&주말10:00~22:00|||||요거프레소 대구동촌점||||80713
요거프레소|장안공원점|||요거프레소||경기 수원시 장안구 팔달로 211||주차가능|평일&주말09:00~22:00|||||요거프레소 장안공원점||||80713
요거프레소|원주법원점|||요거프레소||강원 원주시 능라동길 48||주차가능|평일08:00~22:00/토요일10:00~22:00|||||요거프레소 원주법원점|1층 107호|||80713
요거프레소|서산대산점|||요거프레소||충남 서산시 대산읍 충의로 1926||건물 지하주차장 이용주차가능|평일&주말10:00~22:00|||||요거프레소 서산대산점||||80713
요거프레소|방배동점(휴점)|||요거프레소||서울 서초구 방배중앙로 141-1||주차불가|평일&주말11:00~22:00|||||요거프레소 방배동점(휴점)||||80713
요거프레소|경북도청점|||요거프레소||경북 안동시 풍천면 수호로 65||공영주차장 이용주차가능 (현재무료)|평일&주말10:00~22:00|||||요거프레소 경북도청점||||80713
요거프레소|검단사거리점|||요거프레소||인천 서구 완정로117번길 62||주차가능|평일&주말10:00~22:00|||||요거프레소 검단사거리점|이언빌딩 108호|||80713
요거프레소|부산숙등역점|||요거프레소||부산 북구 만덕대로 78||주차불가|평일&토요일09:00~21:00/;매주일요일휴무|||||요거프레소 부산숙등역점|2층|||80713
요거프레소|구미인동점|||요거프레소||경북 구미시 인동15길 섬계빌딩 105호 ||지하주차가능 (최대5대)|평일&주말10:00~22:00|||||요거프레소 구미인동점||||80713
요거프레소|별내중앙점|||요거프레소||경기 남양주시 별내5로5번길 8||주차가능 (1시간 무료)|평일&주말10:00~22:00|||||요거프레소 별내중앙점||||80713
요거프레소|문래점|||요거프레소||서울 영등포구 선유로 76||주차불가|평일&주말08:00~22:00|||||요거프레소 문래점|동국메뜨리앙 102호|||80713
요거프레소|인천주안점|||요거프레소||인천 남구 주안서로 18||주차불가|평일&주말10:00~22:00|||||요거프레소 인천주안점|힐탑플러스|||80713
요거프레소|경산역점|||요거프레소||경북 경산시옥산로 41||주차불가|평일&주말08:00~22:00|||||요거프레소 경산역점||||80713
요거프레소|광산사거리점|||요거프레소||서울특별시 강북구 삼각산로 164||주차가능|평일9:00~22:00/주말10:00~22:00|||||요거프레소 광산사거리점||||80713
요거프레소|진천혁신도시점|||요거프레소||충청북도 진천군 덕산면대월2길 57||주차가능|평일&주말10:00~20:00|||||요거프레소 진천혁신도시점||||80713
요거프레소|서정롯데캐슬점|||요거프레소||경기 평택시 송탄로 170||주차가능|평일&주말10:00~22:00|||||요거프레소 서정롯데캐슬점||||80713
요거프레소|향남시범점|||요거프레소||경기 화성시 향남읍행정중앙1로 4||주차가능|평일&주말09:00~21:00|||||요거프레소 향남시범점|1층 103호|||80713
요거프레소|홍천군청점|||요거프레소||강원 홍천군 홍천읍석화로 90||주차 불가|평일&주말:10:30~22:00|||||요거프레소 홍천군청점||||80713
요거프레소|설악해변점|||요거프레소||강원 양양군 강현면 뒷나루2길 5-4||매장 앞 주차가능|평일&주말10:00~22:00|||||요거프레소 설악해변점||||80713
요거프레소|안산초당점|||요거프레소||경기 안산시 상록구 장화2길 10||주차 불가|평일&주말11:00~22:00|||||요거프레소 안산초당점|1층|||80713
요거프레소|평촌스마트스퀘어점|||요거프레소||경기도 안양시 시민대로 327번길 7대명글로벌비즈스퀘어 107호 ||건물 내 주차장 이용주차가능|평일08:00~22:00/주말11:00~18:00|||||요거프레소 평촌스마트스퀘어점||||80713
요거프레소|양평국수점|||요거프레소||경기 양평군 양서면경강로 1031||노면 주차가능|평일&주말08:00~10:30|||||요거프레소 양평국수점||||80713
요거프레소|울산반구점|||요거프레소||울산 중구 내황11길 13||주차불가|평일&주말09:00~23:00|||||요거프레소 울산반구점|102호|||80713
요거프레소|화성마도산단점|||요거프레소||경기 화성시 마도면 마도공단로 202||주차가능|평일09:00~20:00/토요일만11:00~19:00|||||요거프레소 화성마도산단점||||80713
요거프레소|속초교동점|||요거프레소||강원 속초시 미시령로 3359번길 28||주차가능|평일&주말10:00~23:00|||||요거프레소 속초교동점||||80713
요거프레소|장위동방점|||요거프레소|||서울 성북구 장위동 219-205|불가|평일&주말10:00~22:30|||||요거프레소 장위동방점||||80713
요거프레소|새여수문수점|||요거프레소||전남 여수시 여문22로 76-1||주차가능|평일&주말09:00~22:00|||||요거프레소 새여수문수점||||80713
요거프레소|안동정하점|||요거프레소||경북 안동시 강남5길 48||주차가능|평일&주말10:00~22:00|||||요거프레소 안동정하점||||80713
요거프레소|광양우림필유점|||요거프레소||전남 광양시 눈소5길 58||주차가능|평일&주말09:00~23:00|||||요거프레소 광양우림필유점||||80713
요거프레소|공릉역점|||요거프레소||서울 노원구 동일로 1066||주차가능|평일08:00~23:00/주말10:00~23:00|||||요거프레소 공릉역점||||80713
요거프레소|창동역점|||요거프레소||서울 도봉구 마들로11길 57||불가|평일&주말10:00~22:00|||||요거프레소 창동역점|102호|||80713
요거프레소|여수노블호텔점|||요거프레소||전남 여수시 돌산읍 강남해안로 93||주차가능|평일&주말10:00~21:00|||||요거프레소 여수노블호텔점||||80713
요거프레소|용인죽전점|||요거프레소||경기 용인시 수지구 대지로 43||불가|평일&주말09:00~22:00|||||요거프레소 용인죽전점|금강프라자 110호|||80713
요거프레소|우송대점|||요거프레소||대전 동구 동대전로 163-3||불가|평일&주말10:00~22:00|||||요거프레소 우송대점||||80713
요거프레소|용산한강로점|||요거프레소||서울 용산구 한강대로46길 15||주차가능|평일&주말08:00~22:00|||||요거프레소 용산한강로점||||80713
요거프레소|대림우성사거리점|||요거프레소||서울 영등포구 대림로 149||불가|평일08:00~23:00/주말09:00~22:00|||||요거프레소 대림우성사거리점|103호|||80713
요거프레소|완도군청점|||요거프레소||전남 완도군 청해진남로 33||불가|평일&주말10:00~22:00|||||요거프레소 완도군청점||||80713
요거프레소|화성사강점|||요거프레소||경기 화성시 송산면 사강시장길 57||주차가능|평일&주말10:00~22:00|||||요거프레소 화성사강점||||80713
요거프레소|평화광장점|||요거프레소||전남 목포시 평화로 107번길 27||주차가능|평일&주말10:00~22:00|||||요거프레소 평화광장점||||80713
요거프레소|계양구청점|||요거프레소||인천 계양구 오조산로 89번길 9||주차가능|평일&주말10:00~22:30|||||요거프레소 계양구청점|태영프라자 105호|||80713
요거프레소|장충체육관점|||요거프레소||서울 중구 동호로 241||주차가능|평일&주말10:00~21:00|||||요거프레소 장충체육관점|장충체육관 2층|||80713
요거프레소|태릉입구역점|||요거프레소||서울 노원구 동일로 986101동 109||주차가능|평일&주말10:00~24:00|||||요거프레소 태릉입구역점|111,113호|||80713
요거프레소|광주운남점|||요거프레소|||광주 광산구 운남동 414-24|주차가능|평일&주말:10:00~22:00|||||요거프레소 광주운남점|1층|||80713
요거프레소|범박힐스테이점|||요거프레소|||경기 부천시 소사구 범박동 155-2|주차가능|평일09:00~22:00,주말10:00~22:00/공휴일,마지막주일요일휴무|||||요거프레소 범박힐스테이점|현대리치모아|||80713
요거프레소|고색산단점|||요거프레소||경기 수원시 권선구 산업로 182||주차가능|평일08:00~20:00/토요일09:00~16:00/일요일휴무|||||요거프레소 고색산단점|101호 (고색동)|||80713
요거프레소|천안단국대점|||요거프레소||충남 천안시 동남구 단대로 119-4||주차가능|평일&토요일10:00~22:00/일요일휴무|||||요거프레소 천안단국대점||||80713
요거프레소|진주봉곡점|||요거프레소||경남 진주시 창렬로 66||주차가능|평일&주말10:00~22:30|||||요거프레소 진주봉곡점|1층|||80713
요거프레소|반여농산물점|||요거프레소||부산 해운대구 수영강변대로 626||주차가능|평일&토요일:05:00~17:00/일요일휴무|||||요거프레소 반여농산물점|(반여동)반여농산물도매시장 서비스동 1층|||80713
요거프레소|안산창동사거리점|||요거프레소||경기 안산시 단원구 와동로 22||불가|평일&주말09:30~22:00|||||요거프레소 안산창동사거리점||||80713
요거프레소|일산라페스타점|||요거프레소||경기 고양시 일산동구 중앙로1275번길 56||주차가능|평일&주말10:00~22:00|||||요거프레소 일산라페스타점|1층 103호 (장항동 루비튜스데이)|||80713
요거프레소|인천도화점|||요거프레소||인천 남구한나루로 595||불가|평일&주말10:00~22:00|||||요거프레소 인천도화점||||80713
요거프레소|바오젠점|||요거프레소||제주 제주시 연동9길 18||주차가능|평일&주말12:30~24:30|||||요거프레소 바오젠점||||80713
요거프레소|평택수변공원점|||요거프레소||경기 평택시 비전9길 2-16||주차가능|평일&주말10:30~22:30|||||요거프레소 평택수변공원점||||80713
요거프레소|서산오스카빌점|||요거프레소||충남 서산시 지곡면무장길 453-4||주차가능|평일&주말10:00~22:00|||||요거프레소 서산오스카빌점|1층|||80713
요거프레소|부산초량점|||요거프레소||부산 동구 중앙대로296번길 3-2||불가|평일&주말08:00~22:00|||||요거프레소 부산초량점||||80713
요거프레소|정읍수성점|||요거프레소||전북 정읍시 수성2로 48||불가|평일&주말09:00~24:00|||||요거프레소 정읍수성점||||80713
요거프레소|파장그린점|||요거프레소||경기 수원시 장안구 경수대로 1043번길 3||불가|평일&주말11:00~22:00|||||요거프레소 파장그린점||||80713
요거프레소|대구칠성점|||요거프레소||대구 북구 칠성남로 121||주차가능|평일&주말10:00~22:30(매주일요일휴무)|||||요거프레소 대구칠성점|104호|||80713
요거프레소|부산반여점|||요거프레소||부산 해운대구 재반로 221-1||불가|평일&주말10:00~22:00|||||요거프레소 부산반여점|1층|||80713
요거프레소|청주봉명점|||요거프레소||충청북도 청주시 흥덕구 덕암로 37||건물 뒷편 주차 이용 주차가능(최대 6대)|평일,주말10:00~22:00|||||요거프레소 청주봉명점|1층 102호|||80713
요거프레소|안산신길지구점|||요거프레소||경기도 안산시 단원구 신길로 13||주차가능|평일&주말11:00~24:00|||||요거프레소 안산신길지구점|101호|||80713
요거프레소|전주오송점|||요거프레소||전북 전주시 덕진구 오송1길 37-13||건물 내 지하,지상주차장 이용주차가능|평일&주말:10:00~22:00|||||요거프레소 전주오송점||||80713
요거프레소|개봉사거리점|||요거프레소||서울시 구로구 경인로 334||빌딩 내 주차장 활용 주차가능|평일&주말10:00~22:00|||||요거프레소 개봉사거리점|101호|||80713
요거프레소|순천한국병원점|||요거프레소||전남 순천시구암 2길 16||건물 옆 주차가능|평일&주말10:00~22:00|||||요거프레소 순천한국병원점||||80713
요거프레소|동탄2신도시점|||요거프레소||경기 화성시 동탄대로시범길 148-54||주차가능|평일&주말09:00~21:00|||||요거프레소 동탄2신도시점||||80713
요거프레소|관악산점|||요거프레소||서울특별시 관악구 신림로3가길 7|||평일&펴일07:00~23:00|||||요거프레소 관악산점|2층|||80713
요거프레소|가야우리아동병원점|||요거프레소||부산광역시 부산진구 가야대로679번길 133||건물 주차장 이용주차가능 (병원 이용객 무료)|평일09:30~20:00/주말09:30~16:00|||||요거프레소 가야우리아동병원점||||80713
요거프레소|함평점|||요거프레소||전라남도 함평군 함평읍내바람길 62||주차가능(4대)|평일&주말10:00~23:00|||||요거프레소 함평점||||80713
요거프레소|안산성포점|||요거프레소||경기도 안산시 상록구 화랑로 501||상가 주차장 이용 주차가능|평일&주말11:00~23:30|||||요거프레소 안산성포점|예술프라자 108호|||80713
요거프레소|이천창전점|||요거프레소||경기도 이천시 영창로 189||주차불가|평일&주말09:00~22:00|||||요거프레소 이천창전점||||80713
요거프레소|공덕파크자이점|||요거프레소||서울특별시 마포구 백범로 152||상가 지하 무료 주차가능|평일&주말10:00~22:00|||||요거프레소 공덕파크자이점|101동 107층|||80713
요거프레소|산청원지점|||요거프레소||경상남도 산청군 원지로 22-1||주차가능|평일&주말09:00~23:00|||||요거프레소 산청원지점||||80713
요거프레소|조암비발디점|||요거프레소||경기도 화성시 우정읍조암동로 35번길 2||주차가능|평일&주말09:00~22:00|||||요거프레소 조암비발디점||||80713
요거프레소|원주혁신1호점|||요거프레소||강원도 원주시 삼보로 25에비뉴 파크 114호 ||상가 주차장 무료이용 주차가능|평일10:00~20:00/주말10:30~20:00|||||요거프레소 원주혁신1호점||||80713
요거프레소|영통구청점|||요거프레소||경기도 수원시 영통구 매탄로 100길 29||주차가능 (건물내 지하주차장)|평일,토요일:09:00~24:00/일요일:10:00~22:00|||||요거프레소 영통구청점|101호|||80713
요거프레소|원미사거리점|||요거프레소||경기 부천시 원미로 126||주차가능 (건물내 지하주차장)|평일&주말09:30~23:30|||||요거프레소 원미사거리점|103호|||80713
요거프레소|옥과점|||요거프레소||전남 곡성군 옥과면대학로 150||주차가능(매장 맞은 편 공영 주차장)|평일&주말10:00~22:00|||||요거프레소 옥과점||||80713
요거프레소|평택현촌지구점|||요거프레소||경기도 평택시 현촌5길 5||건물 내 주차장 무료|평일&주말10:00~23:00|||||요거프레소 평택현촌지구점|1동 107호|||80713
요거프레소|북항회타운점|||요거프레소||전남 목포시북항로 177||북항 선착장 주차장 이용 주차가능|평일&주말09:00~22:00|||||요거프레소 북항회타운점||||80713
요거프레소|거제남문점|||요거프레소|||경남 거제시아주동 1697-11|주차가능|평일&주말10:00~22:00|||||요거프레소 거제남문점||||80713
요거프레소|달동점|||요거프레소||울산광역시 남구삼산로122번길 8||건물 뒷편 주차가능(무료)|평일&주말09:00~23:00|||||요거프레소 달동점|1층|||80713
요거프레소|관곡지로점|||요거프레소||경기도 시흥시 관곡지로40번길 11-2||무료주차가능|평일&주말10:00~22:00|||||요거프레소 관곡지로점||||80713
요거프레소|김해삼계점|||요거프레소||경남 김해시 해반천로 144번길 35-27||불가|평일&주말10:00~23:00|||||요거프레소 김해삼계점||||80713
요거프레소|부평현대점|||요거프레소||인천광역시 부평구 산곡동 마장로 148||상가내 주차가능|평일&주말09:30~22:00|||||요거프레소 부평현대점||||80713
요거프레소|삼리점|||요거프레소||경기도 광주시 곤지암읍 평촌길 35-7||상가주차장 20대 가량 주차가능|평일&주말10:00~22:00|||||요거프레소 삼리점||||80713
요거프레소|하안두산위브점|||요거프레소||경기도 광명시 하안동 광덕산로 26||상가내 주차가능|평일&주말10:00~22:00|||||요거프레소 하안두산위브점|하안두산위브 후문 상가동 110호|||80713
요거프레소|작전점|||요거프레소||인천시 계양구계양대로 36||불가|평일&토요일08:00~23:00/일요일&공휴일09:00~23:00|||||요거프레소 작전점|1층|||80713
요거프레소|음성점|||요거프레소||충북 음성군 음성읍 읍내리시장로 102-1||주차불가|평일&주말10:00~22:00|||||요거프레소 음성점||||80713
요거프레소|구의강변로점|||요거프레소||서울특별시 광진구 구의강변로 45||주차확인 도장 있으면 한시간 무료|평일10:00~23:00/주말10:00~22:00|||||요거프레소 구의강변로점|1층 106호|||80713
요거프레소|장성상무대점|||요거프레소||전남 장성군 삼계면 능성로548길 상무대쇼핑타운 1층 ||쇼핑타운 주차장 150대 가량 주차가능|평일&주말10:00~22:00|||||요거프레소 장성상무대점||||80713
요거프레소|안산부곡점|||요거프레소||경기도 안산시 상록구부곡로 117|||평일&주말10:00~23:00|||||요거프레소 안산부곡점|1층 (부곡동)|||80713
요거프레소|원주한라비발디점|||요거프레소||강원도 원주시 모란1길 75||매장 옆 주차장 5대|평일&주말09:00~23:00|||||요거프레소 원주한라비발디점|(우산동)|||80713
요거프레소|삼송테크노밸리점|||요거프레소||경기 고양시 덕양구 통일로 140||주차가능 (테크노밸리 내)|평일&토요일08:00~21:00(일요일휴무)|||||요거프레소 삼송테크노밸리점|삼송테크노밸리 A동 154호|||80713
요거프레소|수원롯데몰점|||요거프레소||경기 수원시 권선구 세화로 120||매장 뒤 공용주차(할인권 제공)|평일&주말08:00~21:00|||||요거프레소 수원롯데몰점|1층|||80713
요거프레소|산본역점|||요거프레소||경기도 군포시 광정로 60우주티운 101호 ||주차가능(공영주차장)|평일&주말10:00~22:00|||||요거프레소 산본역점||||80713
요거프레소|사리역점|||요거프레소||경기도 안산시 상록구감골로 31||주차가능|평일&주말07:00~24:00|||||요거프레소 사리역점||||80713
요거프레소|시화정왕점|||요거프레소||경기도 시흥시중심상가2길 12-8||유료 주차가능|평일&주말08:00~23:00|||||요거프레소 시화정왕점||||80713
요거프레소|순천신대지구점|||요거프레소||전라남도 순천시 해룡면매안3길 31||건물 뒷편 이용 주차가능(무료)|평일&주말10:00~22:00|||||요거프레소 순천신대지구점|103호|||80713
요거프레소|보람점|||요거프레소||서울시 노원구 노원로34길 112||주차불가|평일&주말09:00~23:00|||||요거프레소 보람점||||80713
요거프레소|도봉산점|||요거프레소||서울 도봉구도봉산길 13||주차가능|평일&주말10:00~22:00|||||요거프레소 도봉산점||||80713
요거프레소|곡반정점|||요거프레소||경기도 수원시 권선구동수원로58번길 20||1대|평일10:00~23:00/주말10:00~24:00|||||요거프레소 곡반정점|1층 (곡반정동)|||80713
요거프레소|동원사거리점|||요거프레소||서울특별시 중랑구 상봉로 39||건물내 무료 (추후 변경주차가능성 있음)|평일&주말10:00~22:00|||||요거프레소 동원사거리점||||80713
요거프레소|간석어울림점|||요거프레소||인천광역시 남동구석산로 135||상가지하주차장 (10대)|평일&주말10:00~22:00|||||요거프레소 간석어울림점|(간석동)|||80713
요거프레소|안산본오점|||요거프레소||경기도 안산시샘골로 166||건물 내 무료주차가능|평일&주말08:30~24:00|||||요거프레소 안산본오점||||80713
요거프레소|전주평화점|||요거프레소||전라북도 전주시 완산구소대배기로 1||건물 뒤 주차장 무료이용|평일&주말09:00~23:00|||||요거프레소 전주평화점||||80713
요거프레소|양천향교점|||요거프레소||서울 강서구허준로 16||건물주차가능|평일/주말10:00~22:00|||||요거프레소 양천향교점|성지빌딩|||80713
요거프레소|화양동점|||요거프레소||서울특별시 광진구동일로 30길 51||불가|평일&주말10:00~24:00|||||요거프레소 화양동점||||80713
요거프레소|수락산역점|||요거프레소||서울시 노원구동일로242길 14|||평일&주말09:30~23:00|||||요거프레소 수락산역점||||80713
요거프레소|광양창덕점|||요거프레소||전라남도 광양읍용광로 29||건물주차가능 (1대)|평일&주말10:00~23:00|||||요거프레소 광양창덕점||||80713
요거프레소|용인서천점|||요거프레소||경기도 용인시 기흥구서천서로 12번길 4-20||건물주차가능|평일/주말10:00~23:00|||||요거프레소 용인서천점||||80713
요거프레소|강동성심점|||요거프레소|||서울시 강동구 성안로170에이치비골드빌 103동 102호 |건물내 무료주차가능|평일&주말10:00~22:00|||||요거프레소 강동성심점||||80713
요거프레소|홈플러스순천조례점|||요거프레소||전라남도 순천시 신월큰길 10||홈플러스 내 무료주차|평일&주말10:00~21:00(2,4째주일요일휴무)|||||요거프레소 홈플러스순천조례점|홈플러스 B1|||80713
요거프레소|평촌샛별마을점|||요거프레소||경기도 안양시 동안구 동안로 194||상가주차장 30대 이상|평일09:00~23:30/주말09:20~23:30|||||요거프레소 평촌샛별마을점|평촌 스포츠센터 1층 113호|||80713
요거프레소|천안백석점|||요거프레소||충청남도 천안시 서북구한들 3로 35-28||주차가능 (건물뒷편 예바교회)|평일&주말10:00~22:00|||||요거프레소 천안백석점|101호|||80713
요거프레소|고척프라자점|||요거프레소||서울시 구로구 중앙로 10길 7||주차가능|평일&주말9:00~23:00|||||요거프레소 고척프라자점||||80713
요거프레소|마두역점|||요거프레소||경기도 고양시 일산동구 장백로 184||건물 내 유료주차|평일08:00~23:00/토요일9:00~23:00/일요일10:00~23:00|||||요거프레소 마두역점|우신프라자 101호|||80713
요거프레소|용현점|||요거프레소||경기도 의정부시시민로 440||주차가능|평일&주말10:00~23:00|||||요거프레소 용현점||||80713
요거프레소|전주호성점|||요거프레소||전북 덕진구 호성로 136||주차불가|평일&주말08:00~22:00|||||요거프레소 전주호성점|108호|||80713
요거프레소|안심점|||요거프레소||대구 동구 안심로 448||주차가능|평일&주말10:30~22:30|||||요거프레소 안심점|1층,2층|||80713
요거프레소|수원SK스카이뷰점|||요거프레소||경기도 수원시 장안구 이목로 24수원sk스카이뷰아파트 603-102|||평일&주말10:00~22:00|||||요거프레소 수원SK스카이뷰점||||80713
요거프레소|화성남양점|||요거프레소||경기도 화성시 남양읍역골로 49번길 19||주차가능|평일&주말09:00~23:00|||||요거프레소 화성남양점||||80713
요거프레소|한세대점|||요거프레소||경기도 군포시 한세로66번길 12누리에뜰 상가 101동 104호 ||주차불가|평일&주말10:00~22:00|||||요거프레소 한세대점||||80713
요거프레소|인덕원래미안점|||요거프레소||경기도 안양 흥안대로456번길 82||주차불가|평일&주말10:00~21:00|||||요거프레소 인덕원래미안점|밀레니엄프라자|||80713
요거프레소|석계역점|||요거프레소||서울시 성북구한천로78길 49|||평일&주말11:00~23:00|||||요거프레소 석계역점||||80713
요거프레소|안산본오우체국점|||요거프레소||경기도 안산시 상록구각골로 50-1||주차가능|평일&주말08:00~01:00|||||요거프레소 안산본오우체국점||||80713
요거프레소|동소문점|||요거프레소||서울 성북구동소문로 35|||평일&주말09:00~22:00|||||요거프레소 동소문점||||80713
요거프레소|경희대점|||요거프레소||서울 동대문구경희대로 3길 21||주차가능|평일10:00~23:00/주말11:00~23:00|||||요거프레소 경희대점||||80713
요거프레소|구미옥계점|||요거프레소||경상북도 구미시 옥계북로 59현진에버빌엠파이어 상가 110호 ||도로변주차가능|평일&주말10:00~23:00|||||요거프레소 구미옥계점||||80713
요거프레소|마곡수명산점|||요거프레소||서울시 강서구 수명로 68-23||주차가능 (뒷편 2대)|평일&주말10:00~22:00|||||요거프레소 마곡수명산점|(유광타워 1층 101,102호)|||80713
요거프레소|포항흥해점|||요거프레소||경북 포항시 북구 흥해읍흥해로 29||주차가능 (롯데리아 맞은편 공터)|평일&주말11:00~23:00|||||요거프레소 포항흥해점|2층|||80713
요거프레소|노원문화점|||요거프레소||서울 노원구 상계로 113||주차불가|평일&주말11:00~22:00|||||요거프레소 노원문화점|2층|||80713
요거프레소|군자역점|||요거프레소||서울시 광진구 천호대로 576||상가 내 주차장 무료이용 주차가능|평일&주말:10:00~22:00|||||요거프레소 군자역점|1층|||80713
요거프레소|이천부발점|||요거프레소||경기도 이천시 부발읍무촌로 143||건물 앞 주차장 이용 주차가능(무료)|평일&주말10:00~22:00|||||요거프레소 이천부발점||||80713
요거프레소|밀양삼문점|||요거프레소||경상남도 밀양시 미리벌중앙로 67101-4호 ||건물 주차장 이용 주차가능(무료)|평일&주말11:00~22:00|||||요거프레소 밀양삼문점||||80713
요거프레소|당산SK점|||요거프레소||서울특별시 영등포구 당산로41길 1||지하 주차장 이용 주차가능|평일08:00~21:30/토요일09:00~20:30(일요일휴무)|||||요거프레소 당산SK점|sk v1센터 w동 120호|||80713
요거프레소|창원사림점|||요거프레소||경상남도 창원시 의창구사림로 47||건물 뒷편 주차가능|평일&주말10:00~22:00|||||요거프레소 창원사림점||||80713
요거프레소|목동14단지점|||요거프레소||서울시 양천구 목동동로8길 23||건물 주차장 이용주차가능|평일&주말10:00~22:00|||||요거프레소 목동14단지점|101호|||80713
요거프레소|안산단원점|||요거프레소||경기도 안산시 단원구선부광장1로 32||건물 주차장 이용주차가능|평일&주말09:00~23:00|||||요거프레소 안산단원점|107호|||80713
요거프레소|통영정량점|||요거프레소||경상남도 통영시동호로 9||매장 앞 주차가능|평일&주말10:00~22:00|||||요거프레소 통영정량점||||80713
