NAME|BRANCH|ADDR
죠스떡볶이|부산다대점|부산광역시 사하구다대동 35번지 양덕빌딩 111호
죠스떡볶이|부산대병원점|부산광역시 서구 구덕로 187 (아미동1가)부산대병원 
죠스떡볶이|부산대학교점|부산광역시 금정구 장전동 420-25번지 
죠스떡볶이|부산봉래점|부산광역시 영도구대교로 1 1층 104호
죠스떡볶이|부산사상점|부산광역시 사상구괘법동 546-16번지
죠스떡볶이|부산정관점|부산광역시 기장군 정관읍용수리 1366-5 금샘프라자 1층 102호
죠스떡볶이|부산주례점|부산 사상구주례동 74-22
죠스떡볶이|부산프리미엄아울렛점|부산광역시 기장군장안읍 정관로 1133번지 100동 461호
죠스떡볶이|부천역점|경기도 부천시 부일로459번길 31 (심곡동)1층
죠스떡볶이|분당점|경기도 성남시 분당구 불정로 134 (정자동)이마트 3층
죠스떡볶이|사천선인점|경상남도 사천시 사천읍선인리 195-5번지
죠스떡볶이|산본점|경기도 군포시 산본동1136 한솔프라자 107호
죠스떡볶이|삼척점|강원도 삼척시 남양동17-14
죠스떡볶이|상계역점|서울시 노원구 중계동591번지 대호프라자 1층106호
죠스떡볶이|상록수역점|경기도 안산시 상록구 본오동874-5 미림프라자 106호
죠스떡볶이|상봉망우엠코점|서울특별시 중랑구 망우로 353 (상봉동, 상봉 프레미어스 엠코)C동 106호
죠스떡볶이|상암DMC디지털큐브점|서울특별시 마포구상암산로 34 상암DMC디지털큐브B/D 지하 1층
죠스떡볶이|상일점|서울시 강동구상일로 10길 36
죠스떡볶이|서강대점|서울시 마포구노고산동 31-80
죠스떡볶이|서대문역점|서울시 서대문구 냉천동248
죠스떡볶이|서산호수공원점|충청남도 서산시예천동 1263-2 101호
죠스떡볶이|서초내곡점|서울특별시 서초구 청계산로9길 70 (내곡동)내곡SH플라자 1층 106호
죠스떡볶이|설악워터피아점|강원도 속초시장사동 24-1 설악워터피아내
죠스떡볶이|성남도촌점|경기도 성남시중원구 도촌동 567 105호
죠스떡볶이|성신여대입구역점|서울시 성북구 동선동4가38번지 1층
죠스떡볶이|세종시청점|세종특별자치시 한누리대로 2129 (보람동)스타힐타워2 B동 118호
죠스떡볶이|소하지구점|경기도 광명시 소하동1341-2 제일프라자 106호
죠스떡볶이|송도신도시점|인천광역시 연수구 송도동3-6 아크리아 1 101호
죠스떡볶이|송산그린시티점|경기도 화성시 수노을중앙로 136 (새솔동)송산메가타워빌딩 1동 1층 108호
죠스떡볶이|송파점|서울시 송파구 석촌동296외 1필지
죠스떡볶이|수방사점|서울특별시 관악구 과천대로 851 2층 수방사점 (전군1호점)
죠스떡볶이|수서벤처빌점|서울시 강남구 수서동713 현대벤쳐빌지하2층 212
죠스떡볶이|수원권선점|경기도 수원시 권선구 권선동 1192효림트윈타워 102-1호
죠스떡볶이|수원망포역점|경기도 수원시 영통구 덕영대로 1566 (영통동)지하1층 101호
죠스떡볶이|수원역점|경기도 수원시 팔달구 매산로 1가 57-105 비젼포에버 101
죠스떡볶이|수원정자동점|경기도 수원시 장안구 대평로 80 (정자동)정연메이져빌딩 1층 128호
죠스떡볶이|수원천천점|경기도 수원시 장안구 천천동527-7 센타프라자 1층 101호
죠스떡볶이|수원호매실점|경기도 수원시 권선구 금곡동1로드칠보프라자 106
죠스떡볶이|수유역점|서울시 강북구 수유동224-16 1층
죠스떡볶이|수지동천점|경기도 용인시 수지구 동천로113번길 10 (동천동, 한빛마을 래미안 이스트팰리스 2단지)상가동 1층 13호
죠스떡볶이|순화동점|서울시 중구 순화동151 외1 순화동 더 샵 1층 110호
죠스떡볶이|시흥은행점|경기도 시흥시 은행동533번지 행림빌딩 101호 
죠스떡볶이|신대방역점|서울시 관악구 신림동517-1
죠스떡볶이|신림2호점|서울시 관악구 신림동 1432-70 1층
죠스떡볶이|신림녹두점|서울시 관악구 신림동1538-2
죠스떡볶이|신월신곡점|서울시 양천구 신월동544-6 1층
죠스떡볶이|아주대점|경기도 수원시 영통구 매탄동153-22
죠스떡볶이|아트몰링장안점|서울특별시 동대문구 답십리로 288 (장안동)아트몰링 장안 10층
죠스떡볶이|아현역점|서울시 서대문구신촌로35길 10 e편한세상신촌 4단지 상가 110-2호
죠스떡볶이|안동옥동점|경상북도 안동시 옥동989-2
죠스떡볶이|안산고잔점|경기도 안산시 단원구 고잔로 54 (고잔동)에이스타워 111호
죠스떡볶이|안양메가트리아점|경기도 안양시만안구 안양동 148-1 1층
죠스떡볶이|안양평촌동점|경기도 안양시동안구 평촌동 117-3
죠스떡볶이|알펜시아오션700점|강원도 평창군대관령면 솔봉로 325 알펜시아리조트 오션700
죠스떡볶이|양덕지구점|경상북도 포항시 북구 양덕동1752 1층
죠스떡볶이|양산덕계점|경상남도 양산시 덕계동 724-23번지 외 1필지 
죠스떡볶이|양산증산점|경상남도 양산시물금읍 가촌리1280-3번지 1층 115호
죠스떡볶이|양재점|서울특별시 강남구 남부순환로363길 16 (도곡동)1층 102호
죠스떡볶이|양재하나로클럽점|서울특별시 서초구 청계산로 10 (양재동)양재하나로클럽
죠스떡볶이|여주점|경기도 여주시세종로 18-1
죠스떡볶이|영등포구청역점|서울시 영등포구 당산동3가211-3
죠스떡볶이|영등포푸르지오점|서울시 영등포구영등포동 618-264
죠스떡볶이|영종운서역점|인천광역시 중구 햇내로 18 (운서동)프라임시티2 108호
죠스떡볶이|영천야사점|경상북도 영천시 야사동192-1번지
죠스떡볶이|영통점|경기도 수원시 영통구 영통동960-3 115호
죠스떡볶이|오산세교점|경기도 오산시 오산대역로 210 (수청동)더시너지 B동 105호
죠스떡볶이|오산역점|경기도  오산시오산동 880-13
죠스떡볶이|오창점|충청북도 청원군 오창읍양청리 821-2 올리브상가 105호
죠스떡볶이|왕십리센트라스점|서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스)L동 1층 124호
죠스떡볶이|용인동백점|경기도 용인시 기흥구 동백동598-5 중앙프라자 제1층 102호
죠스떡볶이|용인역북점|경기도 용인시 처인구 명지로60번길 8-14 (역북동)1층 104호
죠스떡볶이|우장산역점|서울특별시 강서구 강서로45길 41 (화곡동, 수명연립및수명연립덕현상가)1층 102호
죠스떡볶이|울산구영점|울산광역시 울주군 범서읍 구영리851-7,8번지 M프라자 1층 108호
죠스떡볶이|울산다운점|울산광역시 중구다운동 776-5번지
죠스떡볶이|울산달동점|울산광역시 남구달동 758-2 삼성아파트 상가 106/103호
죠스떡볶이|울산매곡점|울산광역시 북구 신기1길 2 (매곡동)1층
죠스떡볶이|울산방어점|울산광역시 동구방어동 511-7번지
죠스떡볶이|울산송정점|울산광역시 북구 화산로 104 (송정동, 반도유보라 아이비파크)134동 408호
죠스떡볶이|울산언양점|울산광역시 울주군언양읍 남부리 152-2
죠스떡볶이|울산유곡점|울산 중구유곡동 469-4
죠스떡볶이|월계점|서울특별시 노원구 마들로3길 15 (월계동)월계이마트 1층
죠스떡볶이|월곡역점|서울시 성북구 하월곡동21-103
죠스떡볶이|위례창곡점|경기도 성남시 수정구 위례동로153 에이플타워 115호
죠스떡볶이|율량2지구점|충청북도 청주시 청원구주성동 362번지 
죠스떡볶이|응암역점|서울시 은평구응암동 91-7
죠스떡볶이|의정부로데오점|경기도 의정부시 의정부1동193-3
죠스떡볶이|의정부역점|경기도 의정부시 의정부동 494외 6필지 센트럴타워 109호
죠스떡볶이|이마트가양점|서울시 강서구양천로 559
죠스떡볶이|이마트도농점|경기도  남양주시 도농동 1-29 지하 1층 이마트 도농점 內
죠스떡볶이|이마트서북점|충청남도 천안시 서북구 삼성대로 20이마트 지하 1층 
죠스떡볶이|이마트천안터미널점|충청남도 천안시 동남구신부동 354-1 이마트 지하1층
죠스떡볶이|이마트구로점|서울시 구로구 디지털로32길 43이마트구로점 B1
죠스떡볶이|이마트대전터미널점|대전광역시 동구용전동 63-3번지
죠스떡볶이|이수역점|서울특별시 동작구 동작대로27길 23 (사당동)1층
죠스떡볶이|이천갈산점|경기도 이천시 안흥로 72 (갈산동)스마트빌딩 1층
죠스떡볶이|이촌점|서울시 용산구 이촌동301-10 로얄상가 105호
죠스떡볶이|익산영등점|전라북도 익산시 영등동767-1번지 104호
죠스떡볶이|인천CGV점|인천광역시 남동구 구월동1130번지 CGV 2층 259호
죠스떡볶이|인천검단당하점|인천광역시 서구 청마로34번길 6 (당하동, 인천 검단 힐스테이트 5차)513동 지1층 104호
죠스떡볶이|인천계양구청점|인천광역시 계양구 계산동1062 하이베라스 제1층 제씨106호
죠스떡볶이|인천논현점|인천광역시 남동구 논현동 631-10 메트로타워 109호
죠스떡볶이|인천동춘점|인천광역시 연수구앵고개로 262 동경프라자 103,108호
죠스떡볶이|인천만수점|인천광역시 남동구만수 6동 1030-7 인일 프라자 104호
죠스떡볶이|인천용현점|인천광역시 미추홀구 낙섬중로35번길 1 (용현동)1층
죠스떡볶이|인천청라점|인천광역시 서구 연희동799-21 영화블렌하임 113호
죠스떡볶이|인천향촌휴먼시아점|인천광역시 남동구 만수동1117-1 106호
죠스떡볶이|일산백마점|경기도 고양시 일산동구 일산로 238 (마두동)대일빌딩 103호
죠스떡볶이|일산웨스턴돔점|경기도 고양시 일산동구 장항동856-3 낙원프라자 제108호
죠스떡볶이|자곡점|서울특별시 강남구자곡동 655외 1필지 강남푸르지오시티 2차 104호
죠스떡볶이|잠실나루역점|서울시 송파구 신천동17-4번지 파크리오 상가 에이동143호
죠스떡볶이|잠실새내역점|서울특별시 송파구 석촌호수로 58 (잠실동)1층
죠스떡볶이|잠실야구장1루점|서울특별시 송파구 올림픽로 25 (잠실동)잠실야구장 내 1루
죠스떡볶이|장성점|경상북도 포항시 북구 두호동1080-2
죠스떡볶이|장안구청점|경기도 수원시 장안구 조원동898-1 메가플러스2차 110호
죠스떡볶이|전주혁신도시점|전라북도 전주시 덕진구 기지로 77 (장동, 전북혁신도시 더 M city 센텀)302동 1층 B-150, 151호 
죠스떡볶이|정읍상동점|전북 정읍시상동 205-5
죠스떡볶이|제주삼화점|제주특별자치도 제주시 화삼로 19 (화북일동)1층
죠스떡볶이|제주서귀포점|제주도 서귀포시서귀동 274-3호
죠스떡볶이|제주연동신시가지점|제주시  연동 1457번지
죠스떡볶이|제주제원점|제주시 연동262-1번지 
죠스떡볶이|제주중문점|제주도 서귀포시 중문동1789
죠스떡볶이|종각점|서울시 종로구 관철동16-10
죠스떡볶이|주안역점|인천광역시 남구 주안동140-1
죠스떡볶이|중계2동점|서울시 노원구 중계동 505롯데상가 1층 27호
죠스떡볶이|중계은행사거리점|서울시 노원구 중계동360-6 중계중흥빌딩 1층 102호
죠스떡볶이|중랑구청점|서울시 중랑구 신내동667 신내 14차 금강프라자 제1층 제107호
죠스떡볶이|중앙대점|서울시 동작구 흑석동181-16
죠스떡볶이|증평점|충청북도 증평군증평읍 중동리 60-2
죠스떡볶이|진영신도시점|경상남도 김해시 진영읍 진영리1612-4번지 나경타운상가 103호
죠스떡볶이|진영휴게소점순천방향|경상남도 김해시 진영읍 하계로96번길 68진영휴게소 순천방향
죠스떡볶이|진해이동점|경상남도 창원시 진해구 진해대로776번길 27 (이동)1층 102-2호
죠스떡볶이|창원NC파크점|경상남도 창원시 마산회원구 삼호로 63 (양덕동)창원NC파크 내
죠스떡볶이|창원스카이웰빙점|경상남도 창원시 성산구 상남동45-1 스카이웰빙파크 제1층 제109-1호, 110-2호
죠스떡볶이|창원유니시티점|경상남도 창원시 의창구 중동로 77 (중동, 창원중동유니시티3단지)321동 1층 105호
죠스떡볶이|창원팔용점|경상남도 창원시 의창구 팔용동100번지 드림피아상가 121호
죠스떡볶이|천안두정점|충청남도 천안시 서북구 두정로 165 (두정동)죠스떡볶이
죠스떡볶이|충남예산점|충청남도 예산군예산읍 벚꽃로 155번길 31 CN빌딩 나동 3호
죠스떡볶이|탄현점|경기도 고양시 일산서구 탄현동1573-1 삼정프라자 105
죠스떡볶이|파주가람마을점|경기도 파주시 미래로602번길 11 (와동동)1303-4 메디스타워 104호
죠스떡볶이|파주운정점|경기도 파주시 와석순환로 66 한솔프라자 103호
죠스떡볶이|판교봇들점|경기도 성남시 분당구 삼평동719 마크시티퍼플 102호
죠스떡볶이|평택안중점|경기도 평택시 안중읍 송담1로 85 (송담 지엔하임1차)죠스떡볶이
죠스떡볶이|평택역점|경기도 평택시 평택동 291-2로데오스타 101호
죠스떡볶이|포이사거리점|서울시 서초구 양재동276-7 104호
죠스떡볶이|포천송우리점|경기도 포천시 소흘읍 송우리187
죠스떡볶이|포항로데오점|경상북도 포항시 북구 대흥동 723-2번지
죠스떡볶이|포항문덕점|경상북도 포항시 남구 오천읍원리 893-24
죠스떡볶이|포항이동점|경상북도 포항시 남구 대잠동469-2번지 세명B/D
죠스떡볶이|포항흥해점|경상북도 포항시북구 흥해읍 중성로 32번길 11 1층
죠스떡볶이|풍암지구점|광주광역시 서구 풍암중앙로 51 (풍암동)1층
죠스떡볶이|하남점|경기도 하남시덕풍동 372-2 대동피렌체 107호
죠스떡볶이|학동사거리점|서울시 강남구 신사동 665-6
죠스떡볶이|한남역점|서울시 용산구 한남동 78-10 
죠스떡볶이|한양대점|서울시 성동구 행당동4-33번지
죠스떡볶이|한티역점|서울시 강남구 대치4동922-23
죠스떡볶이|화곡역점|서울시 강서구 화곡동1065-24
죠스떡볶이|화랑대역점|서울시  노원구 공릉동89-1 대덕프라자 103호
죠스떡볶이|화서점|경기도 수원시 팔달구 화서동725-2 우성빌딩 104호
죠스떡볶이|화성남양점|경기도 화성시 남양읍 시청로 101동 1층 101호
죠스떡볶이|화성봉담점|경기도 화성시 봉담읍 동화길 93-8쌍용프라자 109호
