서울특별시 종로구 자하문로 118, 들풀
서울특별시 종로구 옥인길 40-1, 에노테카친친
서울특별시 종로구 옥인길 44, 두플라워앤카페
서울특별시 종로구 옥인길 8, 에버슬로우브레드
서울특별시 종로구 필운대로 53-30, 연이야기
서울특별시 종로구 필운대로 55-1, 영광통닭
서울특별시 종로구 자하문로 13-2, 까페민석씨
서울특별시 종로구 자하문로 15, 죠스떡볶이
서울특별시 종로구 자하문로1가길 13, 순이네
서울특별시 종로구 자하문로1길 16, 체부동잔치집
서울특별시 종로구 자하문로1길 18, 최고집곱창
서울특별시 종로구 자하문로1길 20, 만선
서울특별시 종로구 자하문로1길 22, 오는정쪽갈비
서울특별시 종로구 자하문로1길 24, 전대감댁
서울특별시 종로구 자하문로1길 28, 오신매운갈비찜
서울특별시 종로구 자하문로1길 42, 효자바베
서울특별시 종로구 자하문로1길 6, 왔다산아나고구이
서울특별시 종로구 자하문로1라길 4, 경복집
서울특별시 종로구 자하문로1라길 4, 코코닭
서울특별시 종로구 자하문로1라길 8, 서촌181
서울특별시 종로구 자하문로5가길 9-1, 까예데고미스
서울특별시 종로구 자하문로5길 16-1, 까페어슬링스
서울특별시 종로구 자하문로5길 16-2, 꾸스꾸스
서울특별시 종로구 자하문로5길 4, 체부동수제비와보리밥
서울특별시 종로구 자하문로5길 5, 토속촌
서울특별시 종로구 자하문로5길 6, 미라보쇼콜라
서울특별시 종로구 자하문로7길 11, 하와이카레
서울특별시 종로구 자하문로7길 15, 도성
서울특별시 종로구 자하문로7길 19, 나의아름다운세탁소
서울특별시 종로구 사직로8길 5-5, 진주집
서울특별시 종로구 사직로9가길 12, 오디너리티
서울특별시 종로구 사직로9가길 12, 주반
서울특별시 종로구 사직로9길 16-1, 커피한잔
서울특별시 종로구 사직로9길 26, 키오스크
서울특별시 종로구 사직로9길 4, 사직분식
서울특별시 종로구 자하문로1길 39, 라면점빵
서울특별시 종로구 자하문로1길 49, 고기의잔치
서울특별시 종로구 자하문로1길 50-19, 가마솥국밥집
