##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@지역재래시장
북부산시장||128.9819626|35.1706422|지역재래시장||부산광역시 사상구 사상로285번길 8-3||공동시장;소형시장(점포 100개 미만);||||||북부산시장||||90302
사단법인수영건설시장||||지역재래시장||부산광역시 수영구 연수로415번길 6||공설시장;소형시장(점포 100개 미만);||||||사단법인수영건설시장||||90302
사상시장||||지역재래시장||부산광역시 사상구 사상로250번길 58||공동시장;중형시장(점포 100~499개);||||||사상시장|(괘법동)|||90302
사직시장||129.0627125|35.1999929|지역재래시장||부산광역시 동래구 사직북로34번길 48||공동시장;중형시장(점포 100~499개);||||||사직시장||||90302
사하시장||128.9855582|35.0975619|지역재래시장||부산광역시 사하구 장평로 451||공동시장;소형시장(점포 100개 미만);||||||사하시장||||90302
삼익비치A상가시장||||지역재래시장||부산광역시 수영구 광안해변로54번길 222||공동시장;중형시장(점포 100~499개);||||||삼익비치A상가시장||||90302
삼익비치B상가시장||||지역재래시장||부산광역시 수영구 광안해변로54번길 222||공동시장;중형시장(점포 100~499개);||||||삼익비치B상가시장||||90302
새감만종합시장||129.0817636|35.1163155|지역재래시장||부산광역시 남구 홍곡로 3||공동시장;소형시장(점포 100개 미만);||||||새감만종합시장||||90302
새영주시장||129.0364142|35.1127041|지역재래시장||부산광역시 중구 초량중로6번길 일원 ||공동시장;소형시장(점포 100개 미만);||||||새영주시장||||90302
서대신1동골목시장||129.0113636|35.1270353|지역재래시장||부산광역시 서구 대영로 30번길 5||공동시장;소형시장(점포 100개 미만);||||||서대신1동골목시장||||90302
서대신동골목시장||129.0167597|35.1102258|지역재래시장||부산광역시 서구 대영로45번길 5||공동시장;소형시장(점포 100개 미만);||||||서대신동골목시장||||90302
서동시장||129.1023514|35.2162897|지역재래시장||부산광역시 서동로141번길 21||공동시장;소형시장(점포 100개 미만);||||||서동시장||||90302
서동향토시장||129.103368|35.2159352|지역재래시장||부산광역시 금정구 구서중앙로15번길 1||공동시장;중형시장(점포 100~499개);||||||서동향토시장||||90302
서면시장||129.0581568|35.1556577|지역재래시장||부산광역시 부산진구 서면로 56||법인시장;중형시장(점포 100~499개);||||||서면시장||||90302
서면종합시장||129.0590007|35.161915|지역재래시장||부산광역시 부산진구 부전로 162번길 28||법인시장;중형시장(점포 100~499개);||||||서면종합시장||||90302
서면지하도상가/서면몰||||지역재래시장||부산광역시 부산진구 중앙대로 786||중형시장(점포 100~499개);||||||서면지하도상가 서면몰||||90302
서면지하상가/부전몰||129.0591334|35.1569111|지역재래시장||부산광역시 부산진구 중앙대로 737||중형시장(점포 100~499개);||||||서면지하상가 부전몰|서면지하상가 라-7|||90302
서원시장||129.0990342|35.2003889|지역재래시장||부산광역시 동래구 충렬대로359번길 55||공동시장;소형시장(점포 100개 미만);||||||서원시장||||90302
성곡종합시장||129.0482698|35.1748008|지역재래시장||부산광역시 부산진구 새싹로 207-6||법인시장;소형시장(점포 100개 미만);||||||성곡종합시장||||90302
성북시장||129.048432|35.1385032|지역재래시장||부산광역시 동구 성북로 56||공동시장;중형시장(점포 100~499개);||||||성북시장||||90302
세흥시장||||지역재래시장||부산광역시 수영구 남천바다로 16||공동시장;소형시장(점포 100개 미만);||||||세흥시장||||90302
송남시장||129.0167672|35.0784091|지역재래시장||부산광역시 서구 충무대로 34||법인시장;소형시장(점포 100개 미만);||||||송남시장||||90302
수영팔도시장||129.1169317|35.1698127|지역재래시장||부산광역시 수영구 수영로725번길 36||공동시장;중형시장(점포 100~499개);||||||수영팔도시장||||90302
수정시장||129.046407|35.1282628|지역재래시장||부산광역시 동구 고관로 106||법인시장;소형시장(점포 100개 미만);||||||수정시장||||90302
수정재래시장||129.046389|35.1301172|지역재래시장||부산광역시 동구 중앙대로371번길 50||공동시장;중형시장(점포 100~499개);||||||수정재래시장||||90302
신동아수산물종합시장||129.0289148|35.0967808|지역재래시장||부산광역시 중구 자갈치로 42||법인시장;중형시장(점포 100~499개);||||||신동아수산물종합시장||||90302
신정시장||||지역재래시장||부산광역시 동래구 아시아드대로134번길 62||개인시장;소형시장(점포 100개 미만);||||||신정시장||||90302
신창상가||129.0302161|35.1011776|지역재래시장||부산광역시 중구 중구로34번길 21-1||개인시장;중형시장(점포 100~499개);||||||신창상가||||90302
신천지시장||129.0278522|35.0970548|지역재래시장||부산광역시 중구 자갈치로 33||법인시장;중형시장(점포 100~499개);||||||신천지시장||||90302
신평골목시장||128.9774447|35.0909798|지역재래시장||부산광역시 사하구 다대로134번길 27||공동시장;소형시장(점포 100개 미만);||||||신평골목시장||||90302
신평종합시장||128.9768331|35.0915598|지역재래시장||부산광역시 사하구 다대로134번길 44||공동시장;중형시장(점포 100~499개);||||||신평종합시장|신평시장상가아파트|||90302
아리랑거리||129.0288529|35.1010767|지역재래시장||부산광역시 중구 중구로30번길 12||공동시장;소형시장(점포 100개 미만);||||||아리랑거리||||90302
아미시장||129.0174959|35.099649|지역재래시장||부산광역시 서구 아미초장로 132||공동시장;소형시장(점포 100개 미만);||||||아미시장||||90302
안락상가시장||129.1032338|35.1956221|지역재래시장||부산광역시 동래구 충렬대로410번길 21||공동시장;소형시장(점포 100개 미만);||||||안락상가시장||||90302
양정전통시장||||지역재래시장||부산광역시 부산진구 동평로420번길 18||||||||양정전통시장|양정상가아파트|||90302
에덴골목시장||128.9627383|35.1111483|지역재래시장||부산광역시 사하구 낙동대로535번길 33||공동시장;소형시장(점포 100개 미만);||||||에덴골목시장||||90302
에덴시장||128.963069|35.1114737|지역재래시장||부산광역시 사하구 낙동대로535번길 28||공동시장;소형시장(점포 100개 미만);||||||에덴시장||||90302
연동시장||129.092529|35.1888416|지역재래시장||부산광역시 연제구 연동로8번길 22||공동시장;소형시장(점포 100개 미만);||||||연동시장||||90302
연미새시장||129.0945856|35.1744343|지역재래시장||부산광역시 연제구 배산로22번길 3||공동시장;소형시장(점포 100개 미만);||||||연미새시장||||90302
연산/골목시장/상점가||||지역재래시장||부산광역시 연제구 월드컵대로19번길 8||중형시장(점포 100~499개);||||||연산 골목시장 상점가||||90302
연산1동골목상점가||129.0928344|35.1886045|지역재래시장||부산광역시 연제구 과정로327번길 9||소형시장(점포 100개 미만);||||||연산1동골목상점가||||90302
연일골목시장상점가||129.0848906|35.1862757|지역재래시장||부산광역시 연제구 고분로 20||소형시장(점포 100개 미만);||||||연일골목시장상점가||||90302
연일시장||129.0848858|35.1854436|지역재래시장||부산광역시 연제구 고분로 24||공동시장;소형시장(점포 100개 미만);||||||연일시장||||90302
연지시장||||지역재래시장||부산광역시 부산진구 연지로 14||공동시장;소형시장(점포 100개 미만);||||||연지시장||||90302
연천시장||129.0980588|35.1894343|지역재래시장||부산광역시 연제구 과정로276번길 28||공동시장;소형시장(점포 100개 미만);||||||연천시장||||90302
영남종합시장||129.0777646|35.1804604|지역재래시장||부산광역시 연제구 중앙대로 1031-1||공동시장;소형시장(점포 100개 미만);||||||영남종합시장||||90302
영도봉래시장||129.0681448|35.0912316|지역재래시장||부산광역시 영도구 태종로105번길 36||공동시장;소형시장(점포 100개 미만);||||||영도봉래시장||||90302
영주시장||129.0373797|35.1116782|지역재래시장||부산광역시 중구 대영로 242길 ||법인시장;소형시장(점포 100개 미만);||||||영주시장||||90302
영해종합시장||128.9879786|35.1407093|지역재래시장||부산광역시 사상구 학감대로 109-10||개인시장;소형시장(점포 100개 미만);||||||영해종합시장||||90302
온천로터리종합시장||||지역재래시장||부산광역시 동래구 동래로134번길 40-4||법인시장;소형시장(점포 100개 미만);||||||온천로터리종합시장||||90302
온천시장||129.0825445|35.2222318|지역재래시장||부산광역시 동래구 온천장로119번길 44-10||개인시장;소형시장(점포 100개 미만);||||||온천시장||||90302
온천인정시장||129.083027|35.2222536|지역재래시장||부산광역시 동래구 온천장로119번길 44-10||공동시장;중형시장(점포 100~499개);||||||온천인정시장||||90302
용호1동골목시장||129.1104743|35.1242143|지역재래시장||부산광역시 남구 용호로106번길 56||공동시장;소형시장(점포 100개 미만);||||||용호1동골목시장||||90302
용호골목시장||129.1134449|35.1148407|지역재래시장||부산광역시 남구 용호로 177번길 5||공동시장;중형시장(점포 100~499개);||||||용호골목시장||||90302
용호삼성시장||129.1105643|35.1238935|지역재래시장||부산광역시 남구 용호로 106번길 40||공동시장;소형시장(점포 100개 미만);||||||용호삼성시장||||90302
용호시장||129.1127975|35.1149024|지역재래시장||부산광역시 남구 동명로 152번길 93||법인시장;소형시장(점포 100개 미만);||||||용호시장||||90302
우동종합상가시장||129.1389879|35.1702563|지역재래시장||부산광역시 해운대구 해운대로383번길 37-10||공동시장;소형시장(점포 100개 미만);||||||우동종합상가시장||||90302
우신종합상가||||지역재래시장||부산광역시 사상구 백양대로 880||공동시장;중형시장(점포 100~499개);||||||우신종합상가||||90302
우암골목시장||129.0708729|35.1264978|지역재래시장||부산광역시 남구 장고개로 9-1||공동시장;소형시장(점포 100개 미만);||||||우암골목시장||||90302
월드밸리||129.0263746|35.1028056|지역재래시장||부산광역시 중구 대청로 60||공동시장;중형시장(점포 100~499개);||||||월드밸리||||90302
장림골목시장||||지역재래시장||부산광역시 사하구 장림시장 5길 95||공동시장;소형시장(점포 100개 미만);||||||장림골목시장||||90302
장림시장||128.9679|35.080756|지역재래시장||부산광역시 사하구 장림번영로 22||법인시장;소형시장(점포 100개 미만);||||||장림시장||||90302
장성시장||||지역재래시장||부산광역시 금정구 수림로61번길 53||공동시장;소형시장(점포 100개 미만);||||||장성시장||||90302
장전상가시장||129.0861129|35.2307746|지역재래시장||부산광역시 금정구 부산대학로49번길 13||공동시장;소형시장(점포 100개 미만);||||||장전상가시장||||90302
재송시장||129.123692|35.1866843|지역재래시장||부산광역시 해운대구 재송1로60번길 16||공동시장;소형시장(점포 100개 미만);||||||재송시장|서해재송아파트|||90302
재송한마음시장||||지역재래시장||부산광역시 해운대구 재반로 81-20||공동시장;소형시장(점포 100개 미만);||||||재송한마음시장||||90302
전포놀이터시장||129.0670332|35.1589826|지역재래시장||부산광역시 부산진구 전포대로 256번길 109||공동시장;소형시장(점포 100개 미만);||||||전포놀이터시장||||90302
좌동재래시장||129.1744835|35.1730343|지역재래시장||부산광역시 해운대구 좌동로91번길 20||공동시장;소형시장(점포 100개 미만);||||||좌동재래시장||||90302
주례럭키종합상가||||지역재래시장||부산광역시 사상구 가야대로 284번길 12||공동시장;소형시장(점포 100개 미만);||||||주례럭키종합상가||||90302
주례현대무지개상가||||지역재래시장||부산광역시 사상구 주례로 93||공동시장;소형시장(점포 100개 미만);||||||주례현대무지개상가||||90302
창선상가||129.0280481|35.0997249|지역재래시장||부산광역시 중구 중구로 44||법인시장;중형시장(점포 100~499개);||||||창선상가|331호|||90302
청학시장||129.060237|35.0965948|지역재래시장||부산광역시 영도구 태종로 316번길 1||공동시장;소형시장(점포 100개 미만);||||||청학시장||||90302
초량상가시장||129.0399593|35.1188898|지역재래시장||부산광역시 동구 초량로 15||공동시장;소형시장(점포 100개 미만);||||||초량상가시장||||90302
초량전통시장||129.0400366|35.1180652|지역재래시장||부산광역시 동구 초량로13번길 24||공동시장;소형시장(점포 100개 미만);||||||초량전통시장||||90302
초읍시장||129.0530683|35.1774399|지역재래시장||부산광역시 부산진구 성지로51번길 60||법인시장;소형시장(점포 100개 미만);||||||초읍시장||||90302
충렬상가시장||129.1099744|35.1980853|지역재래시장||부산광역시 동래구 충렬대로459번길 73-10||공동시장;소형시장(점포 100개 미만);||||||충렬상가시장||||90302
충무동골목시장||129.0222734|35.0960311|지역재래시장||부산광역시 서구 충무동 시장길 38||공동시장;중형시장(점포 100~499개);||||||충무동골목시장||||90302
충무동새벽시장||129.0247819|35.0931597|지역재래시장||부산광역시 서구 해안 새벽장길 68||공동시장;중형시장(점포 100~499개);||||||충무동새벽시장||||90302
충무동해안시장||129.0260133|35.0958562|지역재래시장||부산광역시 서구 자갈치로 14-12||공동시장;중형시장(점포 100~499개);||||||충무동해안시장||||90302
하단시장||128.9695891|35.1061729|지역재래시장||부산광역시 사하구 승학로2번길 1||공동시장;소형시장(점포 100개 미만);||||||하단시장||||90302
하단오일상설시장||128.9708181|35.1037185|지역재래시장||부산광역시 사하구 제석로17번길 1||공동시장;중형시장(점포 100~499개);||||||하단오일상설시장||||90302
학장반도보라상가||||지역재래시장||부산광역시 사상구 수산시 사상구 대동로 98||개인시장;중형시장(점포 100~499개);||||||학장반도보라상가||||90302
해운대시장||129.1623293|35.1614066|지역재래시장||부산광역시 해운대구 구남로41번길 22-1||공동시장;중형시장(점포 100~499개);||||||해운대시장||||90302
현대종합상가시장||129.1226904|35.1679783|지역재래시장||부산광역시 수영구 수영로741번길 12||공동시장;소형시장(점포 100개 미만);||||||현대종합상가시장||||90302
사러가시장||126.9103545|37.506107|지역재래시장||서울특별시 영등포구 신길로 155||법인시장;소형시장(점포 100개 미만);||||||사러가시장||||90302
가리봉시장||||지역재래시장||서울특별시 구로구 우마3길 15||||||||가리봉시장|(가리봉동)|||90302
강남개포시장||127.0688124|37.4893117|지역재래시장||서울특별시 강남구 개포로 510||중형시장(점포 100~499개);||||||강남개포시장||||90302
강남시장||126.9535395|37.4968806|지역재래시장||서울특별시 동작구 상도로 357||공동시장;소형시장(점포 100개 미만);||||||강남시장|아파트 시장|||90302
강남시장||127.0206714|37.518739|지역재래시장||서울특별시 강남구 압구정로 2길 46||법인시장;소형시장(점포 100개 미만);||||||강남시장||||90302
강남역지하도상점가||||지역재래시장||서울특별시 강남구 강남대로 지하396||중형시장(점포 100~499개);||||||강남역지하도상점가|(역삼동)|||90302
강남터미널지하도상점가1구역||||지역재래시장||서울특별시 서초구 신반포로 지하200||중형시장(점포 100~499개);||||||강남터미널지하도상점가1구역||||90302
강남터미널지하도상점가2구역||||지역재래시장||서울특별시 서초구 신반포로 지하200||중형시장(점포 100~499개);||||||강남터미널지하도상점가2구역||||90302
강남터미널지하도상점가3구역||||지역재래시장||서울특별시 서초구 신반포로 지하200||중형시장(점포 100~499개);||||||강남터미널지하도상점가3구역||||90302
강북북부시장||127.0303593|37.6362494|지역재래시장||서울특별시 강북구 한천로 123길 26||법인시장;소형시장(점포 100개 미만);||||||강북북부시장||||90302
강북종합전통시장||127.0261606|37.6417895|지역재래시장||서울특별시 강북구 한천로144길 12||공동시장;소형시장(점포 100개 미만);||||||강북종합전통시장||||90302
개봉중앙시장||126.8539413|37.4916611|지역재래시장||서울특별시 구로구 개봉로 17길 34||법인시장;소형시장(점포 100개 미만);||||||개봉중앙시장||||90302
경동광성상가||127.0388844|37.5800685|지역재래시장||서울특별시 동대문구 고산자로 464||공동시장;소형시장(점포 100개 미만);||||||경동광성상가||||90302
고덕전통시장||127.1688891|37.5579445|지역재래시장||서울특별시 강동구 고덕로 391||공동시장;소형시장(점포 100개 미만);||||||고덕전통시장||||90302
고분다리전통시장||127.131804|37.5422841|지역재래시장||서울특별시 강동구 구천면로34길 13||공동시장;소형시장(점포 100개 미만);||||||고분다리전통시장||||90302
공덕시장||||지역재래시장||서울특별시 마포구 만리재로길 19길 ||법인시장;소형시장(점포 100개 미만);||||||공덕시장||||90302
공릉동도깨비시장||127.056793|37.6541917|지역재래시장||서울특별시 노원구 동일로180길 53||공동시장;중형시장(점포 100~499개);||||||공릉동도깨비시장||||90302
관악신사시장||126.9169557|37.4862637|지역재래시장||서울특별시 관악구 관천로19길 89||공동시장;중형시장(점포 100~499개);||||||관악신사시장||||90302
관악종합시장||126.9279369|37.4816253|지역재래시장||서울특별시 관악구 신원로 23||법인시장;소형시장(점포 100개 미만);||||||관악종합시장||||90302
광성시장||127.0811123|37.5635454|지역재래시장||서울특별시 광진구 능동로 47길 30||법인시장;소형시장(점포 100개 미만);||||||광성시장||||90302
길동복조리시장||127.1426647|37.5362876|지역재래시장|||서울특별시 강동구 길동 400|공동시장;중형시장(점포 100~499개);||||||길동복조리시장||||90302
길음시장||127.0219693|37.603306|지역재래시장||서울특별시 성북구 동소문로 227||법인시장;중형시장(점포 100~499개);||||||길음시장|(길음동)|||90302
까치산시장||126.8472482|37.5317289|지역재래시장||서울특별시 강서구 강서로 12길 14||공동시장;중형시장(점포 100~499개);||||||까치산시장||||90302
남대문로지하상가||126.9771955|37.5603599|지역재래시장||서울특별시 중구 남대문로 지하14||소형시장(점포 100개 미만);||||||남대문로지하상가||||90302
남부골목시장||126.8415945|37.530398|지역재래시장||서울특별시 강서구 곰달래로 55길 4||공동시장;중형시장(점포 100~499개);||||||남부골목시장|(화곡동)|||90302
남부종합시장||126.9849416|37.4948417|지역재래시장||서울특별시 서초구 방배중앙로 27길 17||공동시장;소형시장(점포 100개 미만);||||||남부종합시장||||90302
남부화곡시장||126.8589924|37.5330576|지역재래시장||서울특별시 강서구 등촌로5길 80||법인시장;소형시장(점포 100개 미만);||||||남부화곡시장||||90302
남서울상가||126.907061|37.5204553|지역재래시장||서울특별시 영등포구 영중로14길 11||소형시장(점포 100개 미만);||||||남서울상가||||90302
남성역골목시장||||지역재래시장||서울특별시 동작구 사당로 16가길 19||||||||남성역골목시장||||90302
노룬산골목시장||127.0646075|37.5365836|지역재래시장||서울특별시 광진구 자양로 44-2||법인시장;소형시장(점포 100개 미만);|||||인정시장|노룬산골목시장||||90302
노룬산시장||127.0647771|37.5364146|지역재래시장||서울특별시 광진구 뚝섬로 491||법인시장;소형시장(점포 100개 미만);|||||건물형|노룬산시장|노룬산시장|||90302
논현종합시장||127.0347448|37.5099768|지역재래시장||서울특별시 강남구 봉은사로43길 8||공동시장;소형시장(점포 100개 미만);||||||논현종합시장||||90302
답십리시장||||지역재래시장||서울특별시 동대문구 답신리로51길 3-10||공동시장;소형시장(점포 100개 미만);||||||답십리시장||||90302
답십리현대시장||127.0592635|37.5669198|지역재래시장||서울특별시 동대문구 전농로 4길 38||공동시장;소형시장(점포 100개 미만);||||||답십리현대시장||||90302
대림골목시장||126.9174934|37.5878946|지역재래시장||서울특별시 은평구 응암로 12길 8||공동시장;소형시장(점포 100개 미만);||||||대림골목시장||||90302
대림중앙시장||126.8962283|37.5263715|지역재래시장||서울특별시 영등포구 디지털로 372||공동시장;소형시장(점포 100개 미만);||||||대림중앙시장||||90302
대신시장||126.9175497|37.5112289|지역재래시장||서울특별시 영등포구 도신로 60길 7||공동시장;중형시장(점포 100~499개);||||||대신시장||||90302
대원종합시장||126.8365055|37.5443957|지역재래시장||서울특별시 강서구 화곡로21길 78||법인시장;소형시장(점포 100개 미만);||||||대원종합시장||||90302
대조시장||126.9279005|37.6098026|지역재래시장||서울특별시 은평구 불광로 8||공동시장;소형시장(점포 100개 미만);||||||대조시장|(대조동)3층 303호|||90302
도화동상점가||126.9491333|37.5408565|지역재래시장||서울특별시 마포구 도화길 50||중형시장(점포 100~499개);||||||도화동상점가||||90302
돈암시장||127.015948|37.5914218|지역재래시장||서울특별시 성북구 동소문로 18길 12-3||공동시장;중형시장(점포 100~499개);||||||돈암시장||||90302
동남상가||126.9056408|37.5205602|지역재래시장||서울특별시 영등포구 영등포로 37길 4||공동시장;소형시장(점포 100개 미만);||||||동남상가||||90302
동대문지하쇼핑센터||127.009529|37.5703848|지역재래시장||서울특별시 종로구 율곡로 지하308||소형시장(점포 100개 미만);||||||동대문지하쇼핑센터|(종로6가)|||90302
동부시장||127.0523757|37.5674369|지역재래시장||서울특별시 동대문구 천호대로 281||법인시장;소형시장(점포 100개 미만);||||||동부시장||||90302
동북시장||127.018925|37.6202986|지역재래시장||서울특별시 강북구 솔샘로 233||법인시장;소형시장(점포 100개 미만);||||||동북시장||||90302
동서울시장||||지역재래시장||서울특별시 강동구 올림픽로80길 58||법인시장;소형시장(점포 100개 미만);||||||동서울시장||||90302
동성타워프라자||||지역재래시장||서울특별시 중랑구 봉화산로 221||공동시장;소형시장(점포 100개 미만);||||||동성타워프라자||||90302
동원||127.0898741|37.5897984|지역재래시장||서울특별시 중랑구 면목로74길 45||법인시장;소형시장(점포 100개 미만);||||||동원|(면목동)|||90302
동원골목시장||127.0933555|37.5902172|지역재래시장||서울특별시 중랑구 상봉로11길 27-3||공동시장;중형시장(점포 100~499개);||||||동원골목시장|(면목동)|||90302
동진시장||126.9266909|37.5623371|지역재래시장||서울특별시 마포구 성미산로 198||법인시장;소형시장(점포 100개 미만);||||||동진시장||||90302
동화상가||127.0068832|37.5685325|지역재래시장||서울특별시 중구 장충단로13길 34||법인시장;중대형시장(점포 500~999개);||||||동화상가|동화상가|||90302
둔촌역전통시장||127.1348324|37.5278588|지역재래시장||서울특별시 강동구 양재대로91길 20||공동시장;소형시장(점포 100개 미만);||||||둔촌역전통시장||||90302
등마루시장||||지역재래시장||서울특별시 강서구 화곡로68길 102||공동시장;소형시장(점포 100개 미만);||||||등마루시장||||90302
뚝도시장||127.0548153|37.5377581|지역재래시장|||서울특별시 성동구 성수2가 335-16|공동시장;중형시장(점포 100~499개);||||||뚝도시장||||90302
로데오거리상점가||127.1267575|37.5382669|지역재래시장||서울특별시 강동구 천호대로157길 40||중형시장(점포 100~499개);||||||로데오거리상점가||||90302
로타리상가||126.9056449|37.520053|지역재래시장||서울특별시 영등포구 영등포로 219||소형시장(점포 100개 미만);||||||로타리상가||||90302
마전교지하쇼핑센터||127.0016805|37.5702322|지역재래시장||서울특별시 종로구 동호로 지하392||소형시장(점포 100개 미만);||||||마전교지하쇼핑센터||||90302
마천시장||127.1505306|37.4980929|지역재래시장||서울특별시 송파구 성내천로30길 17-7||법인시장;중형시장(점포 100~499개);||||||마천시장|(마천동)|||90302
마천중앙시장||127.1513213|37.4983797|지역재래시장||서울특별시 송파구 마천로51가길 23||공동시장;중형시장(점포 100~499개);||||||마천중앙시장||||90302
마포농수산물시장||126.89847|37.5651596|지역재래시장|||서울특별시 마포구 성산동 533의 1|공설시장;중형시장(점포 100~499개);||||||마포농수산물시장||||90302
마포시장||126.9538455|37.5447971|지역재래시장||서울특별시 마포구 마포대로6길 16||법인시장;소형시장(점포 100개 미만);||||||마포시장|(공덕동)|||90302
만리시장||126.963478|37.5513263|지역재래시장||서울특별시 용산구 효창원로 270||법인시장;소형시장(점포 100개 미만);||||||만리시장|(서계동)|||90302
망원동월드컵시장||126.9045291|37.5575896|지역재래시장||서울특별시 마포구 망원로7길 30||공동시장;소형시장(점포 100개 미만);||||||망원동월드컵시장|(망원동)|||90302
망원시장||126.9053842|37.5561523|지역재래시장||서울특별시 마포구 포은로 6길27 ||공동시장;소형시장(점포 100개 미만);||||||망원시장||||90302
면목골목시장||127.0857922|37.5787805|지역재래시장||서울특별시 중랑구 사가정로50길 84||공동시장;소형시장(점포 100개 미만);||||||면목골목시장||||90302
면목시장||127.0863113|37.5795675|지역재래시장||서울특별시 중랑구 면목로39길 11||법인시장;소형시장(점포 100개 미만);||||||면목시장||||90302
명동역지하쇼핑센터||126.9856094|37.5610488|지역재래시장|||서울특별시 중구 남산동3가 13-20|소형시장(점포 100개 미만);||||||명동역지하쇼핑센터||||90302
명동지하쇼핑센터||126.9815063|37.5634661|지역재래시장||서울특별시 중구 남대문로 지하72||소형시장(점포 100개 미만);||||||명동지하쇼핑센터|(남대문로2가)|||90302
명일전통시장||127.1445934|37.5500012|지역재래시장||서울특별시 강동구 양재대로138길 20||공동시장;소형시장(점포 100개 미만);||||||명일전통시장||||90302
목2동시장||126.873898|37.5459169|지역재래시장||서울특별시 양천구 목동중앙북로 16길 3||공동시장;소형시장(점포 100개 미만);||||||목2동시장||||90302
방산시장||126.9996093|37.5673313|지역재래시장||서울특별시 중구 을지로33길 18의1 오성빌딩601호 ||대형시장(점포 1,000개 이상);||||||방산시장||||90302
방신전통시장||126.812633|37.5714455|지역재래시장||서울특별시 강서구 방화동로16길 32||공동시장;소형시장(점포 100개 미만);||||||방신전통시장||||90302
방이시장||127.1175355|37.5103117|지역재래시장||서울특별시 송파구 백제고분로48길 41||공동시장;중형시장(점포 100~499개);||||||방이시장||||90302
백련시장||126.923088|37.5769623|지역재래시장||서울특별시 서대문구 가재울로6길 53-87||공동시장;소형시장(점포 100개 미만);||||||백련시장|(남가좌동,백련시장아파트)|||90302
벨포스트||127.0119502|37.5680858|지역재래시장||서울특별시 중구 마장로 19||법인시장;중형시장(점포 100~499개);||||||벨포스트|(신당동)|||90302
보광시장||127.0002912|37.5271282|지역재래시장||서울특별시 용산구 보광로 30||법인시장;소형시장(점포 100개 미만);||||||보광시장||||90302
본동인정시장||126.9518871|37.5121819|지역재래시장||서울특별시 동작구 매봉로 177||공동시장;소형시장(점포 100개 미만);||||||본동인정시장||||90302
봉일시장||126.9383669|37.4858904|지역재래시장||서울특별시 관악구 은천로 28||법인시장;소형시장(점포 100개 미만);||||||봉일시장||||90302
봉천제일종합시장||||지역재래시장||서울특별시 관악구 청룡2길 29||공동시장;소형시장(점포 100개 미만);||||||봉천제일종합시장||||90302
봉천중앙시장||126.9541921|37.4839807|지역재래시장||서울특별시 관악구 관악로 211||법인시장;소형시장(점포 100개 미만);||||||봉천중앙시장||||90302
봉천현대시장||126.9465531|37.4865529|지역재래시장||서울특별시 관악구 양녕로 49||공동시장;소형시장(점포 100개 미만);||||||봉천현대시장||||90302
사가정시장||127.0843345|37.5817877|지역재래시장||서울특별시 중랑구 면목로44길 16||공동시장;중형시장(점포 100~499개);||||||사가정시장||||90302
사당1동/먹자골목/상점가||||지역재래시장||서울특별시 동작구 동작대로7길 79||중형시장(점포 100~499개);||||||사당1동 먹자골목 상점가||||90302
사당시장||126.9748808|37.4830336|지역재래시장||서울특별시 동작구 사당로 244||법인시장;소형시장(점포 100개 미만);||||||사당시장||||90302
삼구시장||126.9057883|37.5200696|지역재래시장||서울특별시 영등포구 영등포로 219||공동시장;소형시장(점포 100개 미만);||||||삼구시장|(영등포동5가)|||90302
삼성동시장||126.9305064|37.4669074|지역재래시장||서울특별시 관악구 원신1길 28-1||중형시장(점포 100~499개);||||||삼성동시장|(신림동)|||90302
상계중앙시장||127.0692288|37.6596568|지역재래시장||서울특별시 노원구 상계로 23가길 24||공동시장;소형시장(점포 100개 미만);||||||상계중앙시장||||90302
상도전통시장||||지역재래시장||서울특별시 동작구 상도로 37길 64||||||||상도전통시장||||90302
상암동상점가||||지역재래시장||서울특별시 마포구 월드컵북로 44길 82||중형시장(점포 100~499개);||||||상암동상점가||||90302
새마을시장||127.0849954|37.5091351|지역재래시장||서울특별시 송파구 백제고분로15길 42||공동시장;중형시장(점포 100~499개);||||||새마을시장|(잠실동) 지하1층|||90302
서교시장||126.9216835|37.5534532|지역재래시장||서울특별시 마포구 동교로22길 19||법인시장;소형시장(점포 100개 미만);||||||서교시장|(서교동)|||90302
서원동상점가||126.9296621|37.482195|지역재래시장||서울특별시 관악구 신림로 282||중형시장(점포 100~499개);||||||서원동상점가|(신림동)|||90302
석관시장||127.060318|37.6091085|지역재래시장||서울특별시 성북구 돌곶이로 22가길 27||법인시장;소형시장(점포 100개 미만);||||||석관시장||||90302
석관황금시장||127.0612979|37.6099056|지역재래시장||서울특별시 성북구 한천로 73길 33||공동시장;소형시장(점포 100개 미만);||||||석관황금시장||||90302
석촌시장||127.1077877|37.5005161|지역재래시장||서울특별시 송파구 송파대로 37길 52||공동시장;소형시장(점포 100개 미만);||||||석촌시장|2층|||90302
성내전통시장||127.1278216|37.5339542|지역재래시장||서울특별시 강동구 천호대로162길 61||법인시장;소형시장(점포 100개 미만);||||||성내전통시장||||90302
성대시장||126.9317661|37.4999142|지역재래시장||서울특별시 동작구상도로 102||법인시장;소형시장(점포 100개 미만);||||||성대시장||||90302
성대전통시장||||지역재래시장||서울특별시 동작구 국사봉1길 41||공동시장;소형시장(점포 100개 미만);||||||성대전통시장||||90302
