##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@레드테이블
명동교자||||레드테이블|||서울 중구 명동2가 25-2|||||||명동교자||||
카페마마스|코엑스몰점|||레드테이블|||서울특별시 강남구 삼성동 159|||||||카페마마스(코엑스몰점)||||
뽕나무쟁이족발||||레드테이블|||서울특별시 강남구 대치동 900-4|||||||뽕나무쟁이족발||||
수하동||||레드테이블|||서울시 강남구 삼성동 159-7|||||||수하동|10F|||
불독스||||레드테이블|||서울 용산구 이태원동 131-20|||||||불독스|2층|||
코만스||||레드테이블|||서울시 마포구 서교동 363-10|||||||코만스||||
스타쉐프||||레드테이블|||서울 강남구 도곡동 417-2|||||||스타쉐프||||
또순이네양평옥||||레드테이블|||서울 영등포구 양평동4가 77-2|||||||또순이네양평옥||||
홍미닭발|신사점|||레드테이블|||서울 강남구 신사동 502-1|||||||홍미닭발(신사점)||||
갈비씨|신림점|||레드테이블|||서울 관악구 신림동 1439-13|||||||갈비씨(신림점)|1층|||
쭈꾸미킹||||레드테이블|||서울시 광진구 화양동 10-1|||||||쭈꾸미킹|한아름쇼핑센터 1층|||
뿅뿅샤제록||||레드테이블|||서울시 강남구 신사동 663-12|||||||뿅뿅샤제록||||
삼청칼국수||||레드테이블|||서울 종로구 삼청동 62-13|||||||삼청칼국수||||
라시갈몽마르트||||레드테이블|||서울 용산구 이태원동 123-33|||||||라시갈몽마르트||||
롤링핀||||레드테이블|||서울시 송파구 신천동 7-26|||||||롤링핀||||
카페포엠|신사점|||레드테이블|||서울시 강남구 신사동 525-14|||||||카페포엠(신사점)||||
미트프레쉬|강남점|||레드테이블|||서울시 강남구 역삼1동 813-18|||||||미트프레쉬(강남점)||||
호수집||||레드테이블|||서울 중구 중림동 61-4|||||||호수집||||
치즈오타쿠김철수||||레드테이블|||서울시 마포구 서교동 347-24|||||||치즈오타쿠김철수|1F|||
프로간장새우||||레드테이블|||서울 강남구 논현동 166-4|||||||프로간장새우||||
초계국수|코엑스몰점|||레드테이블|||서울 강남구 삼성동 159|||||||초계국수(코엑스몰점)||||
르방||||레드테이블|||서울시 마포구 상수동 72-1|||||||르방||||
마리한정식||||레드테이블|||서울 서대문구 대신동 85-3|||||||마리한정식||||
풀잎채||||레드테이블|||서울시 서초구 방배동 444-3|||||||풀잎채||||
삼백집|가로수길직영점|||레드테이블|||서울시 강남구 신사동 561-11|||||||삼백집(가로수길직영점)||||
아날로그키친||||레드테이블|||서울 광진구 자양동 17-1|||||||아날로그키친||||
슬로우가든|건대점|||레드테이블|||서울 광진구 자양동 227-7|||||||슬로우가든(건대점)||||
만푸쿠||||레드테이블|||서울시 송파구 송파동 52-1|||||||만푸쿠||||
죽해수산||||레드테이블|||서울 서대문구 창천동 62-3|||||||죽해수산||||
버거베이홍대점||||레드테이블|||서울 마포구 서교동 346-33|||||||버거베이홍대점||||
안동찜닭||||레드테이블|||서울 강남구 역삼동 820-1|||||||안동찜닭||||
리더스나인|노원점|||레드테이블|||서울 노원구 중계본동 364-3|||||||리더스나인(노원점)||||
스시광||||레드테이블|||서울시 마포구 서교동 329-9|||||||스시광||||
진고개||||레드테이블|||서울 중구 충무로3가 30-16|||||||진고개||||
빌라드샬롯|롯데월드몰점|||레드테이블|||서울 송파구 신천동 29|||||||빌라드샬롯(롯데월드몰점)||||
오모야||||레드테이블|||서울 강남구 역삼동 814-6|||||||오모야||||
로니로티||||레드테이블|||서울시 관악구 서원동 1640-1|||||||로니로티||||
조우||||레드테이블|||서울시 강남구 도곡동 954-13|||||||조우||||
미야오|대학로점|||레드테이블|||서울 종로구 명륜동4가 54-1|||||||미야오(대학로점)||||
제너럴닥터||||레드테이블|||서울 마포구 서교동 362-1|||||||제너럴닥터||||
라카페갤러리||||레드테이블|||서울시 종로구 부암동 44-5|||||||라카페갤러리||||
먹쉬돈나||||레드테이블|||서울시 성동구 행당동 168-78|||||||먹쉬돈나||||
부아||||레드테이블|||서울시 용산구 이태원동 130-5|||||||부아||||
조개창고||||레드테이블|||서울시 송파구 잠실동 191-1|||||||조개창고|3층|||
크레바스||||레드테이블|||서울 서대문구 창천동 13-4|||||||크레바스||||
커피앤드에이||||레드테이블|||서울시 마포구 서교동 376-11|||||||커피앤드에이||||
난장캠프||||레드테이블|||서울특별시 강남구 신사동 519-26|||||||난장캠프||||
미도리||||레드테이블|||서울시 중구 남산동3가 13-20|||||||미도리||||
스시마이우||||레드테이블|||서울시 강남구 역삼동 697-45|||||||스시마이우||||
오레오스||||레드테이블|||서울 노원구 상계동 723|||||||오레오스||||
니시키||||레드테이블|||서울 용산구 한남동 683-122|||||||니시키|1F|||
카카오봄||||레드테이블|||서울 마포구 서교동 337-16|||||||카카오봄||||
뚜띠쿠치나|공덕점|||레드테이블|||서울시 마포구 공덕동 249-36|||||||뚜띠쿠치나(공덕점)||||
C27||||레드테이블|||서울시 강남구 신사동 545-12|||||||C27||||
스가타모리||||레드테이블|||서울 마포구 서교동 404-2|||||||스가타모리||||
이화원||||레드테이블|||서울 서대문구 연희동 189-8|||||||이화원||||
라그릴리아|광화문점|||레드테이블|||서울시 종로구 서린동 149|||||||라그릴리아(광화문점)||||
소년상회||||레드테이블|||서울 광진구 자양동 580-1|||||||소년상회||||
소담애||||레드테이블|||서울시 마포구 서교동 408-21|||||||소담애||||
뱃고동|강남점|||레드테이블|||서울시 강남구 역삼동 619-26|||||||뱃고동(강남점)||||
후레쉬빌||||레드테이블|||서울시 강남구 대치동 999|||||||후레쉬빌||||
바나나그릴|이태원점|||레드테이블|||서울 용산구 한남동 261-6|||||||바나나그릴(이태원점)||||
히메시야||||레드테이블|||서울시 마포구 상수동 313-1|||||||히메시야||||
버터핑거팬케이크|강남역점|||레드테이블|||서울시 서초구 서초동 1317|||||||버터핑거팬케이크(강남역점)||||
25카츠||||레드테이블|||서울시 강남구 역삼동 619-2|||||||25카츠||||
모던밥상||||레드테이블|||서울 강남구 신사동 545-20|||||||모던밥상||||
오엔||||레드테이블|||서울 강남구 압구정동 380-2|||||||오엔||||
하남돼지집||||레드테이블|||서울시 서초구 서초동 1308-24|||||||하남돼지집||||
나고미앤겐로쿠||||레드테이블|||서울 마포구 서교동 370-24|||||||나고미앤겐로쿠||||
에토네||||레드테이블|||서울 마포구 서교동 334-14|||||||에토네||||
모노치즈||||레드테이블|||서울시 마포구 창전동 6-172|||||||모노치즈||||
오가와||||레드테이블|||서울 종로구 당주동 5|||||||오가와||||
향미명동점||||레드테이블|||서울 중구 명동2가 106|||||||향미명동점||||
한남북엇국||||레드테이블|||서울시 용산구 한남동 73-2|||||||한남북엇국||||
아그라|코엑스몰점|||레드테이블|||서울 강남구 삼성동 159|||||||아그라(코엑스몰점)||||
오모리찌개|본점|||레드테이블|||서울 송파구 석촌동 183-2|||||||오모리찌개(본점)||||
선릉역매운떡볶이||||레드테이블|||서울시 강남구 대치동 898-4|||||||선릉역매운떡볶이||||
대성갈비||||레드테이블|||서울 성동구 성수동1가 668-21|||||||대성갈비||||
우통대창|왕십리점|||레드테이블|||서울 성동구 행당동 19-55|||||||우통대창(왕십리점)||||
오구반점||||레드테이블|||서울 중구 을지로3가 5-9|||||||오구반점||||
푸치니가꿈꾸는작은정원||||레드테이블|||서울 마포구 서교동 400-3|||||||푸치니가꿈꾸는작은정원||||
육회자매집||||레드테이블|||서울시 종로구 종로4가 177|||||||육회자매집||||
와일드와사비||||레드테이블|||서울 마포구 서교동 362-6|||||||와일드와사비||||
개화기요정||||레드테이블|||서울시 마포구 서교동 401-5|||||||개화기요정||||
카페소스||||레드테이블|||서울 마포구 서교동 343-10|||||||카페소스||||
녹슨드럼통|신천직영점|||레드테이블|||서울시 송파구 잠실동 180-4|||||||녹슨드럼통(신천직영점)||||
고블앤고||||레드테이블|||서울 강남구 신사동 628|||||||고블앤고||||
비꼴로||||레드테이블|||서울 중구 명동2가 2-6|||||||비꼴로||||
완차이||||레드테이블|||서울 서대문구 창천동 5-35|||||||완차이||||
육대장||||레드테이블|||서울시 종로구 삼청동 106-10|||||||육대장||||
라디오키친||||레드테이블|||서울시 마포구 서교동 358-53|||||||라디오키친||||
바달비||||레드테이블|||서울 관악구 신림동 1427-16|||||||바달비||||
타셴||||레드테이블|||서울 종로구 동숭동 1-81|||||||타셴||||
하노이의아침|서울역점|||레드테이블|||서울 용산구 동자동 12|||||||하노이의아침(서울역점)||||
