##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@현대자동차서비스블루핸즈
현대차블루핸즈|국제보링1급정비|||현대자동차서비스블루핸즈|055-2324442|경상남도 창원시 마산회원구 내서읍 중리 공단로 149||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 국제보링1급정비||||160405
현대차블루핸즈|대덕현대서비스|||현대자동차서비스블루핸즈|042-6256600|대전광역시 대덕구 신탄진로 375||||||||현대차블루핸즈 대덕현대서비스|(와동)|||160405
현대차블루핸즈|동성자동차공업|||현대자동차서비스블루핸즈|061-6658585|전라남도 여수시 연등8길 23||||||||현대차블루핸즈 동성자동차공업|(연등동)|||160405
현대차블루핸즈|명성공업사|||현대자동차서비스블루핸즈|061-4339909|전라남도 강진군 강진읍 강진공단길 20-5||||||||현대차블루핸즈 명성공업사||||160405
현대차블루핸즈|봉동현대서비스|||현대자동차서비스블루핸즈|063-2623600|전라북도 완주군 봉동읍 봉동로 459||||||||현대차블루핸즈 봉동현대서비스||||160405
현대차블루핸즈|삽진공업사|||현대자동차서비스블루핸즈|061-2787103|전라남도 목포시 대양로13번길 12||||||||현대차블루핸즈 삽진공업사|(연산동)|||160405
현대차블루핸즈|신성자동차공업|||현대자동차서비스블루핸즈|063-5338216|전라북도 정읍시 충정로 501||||||||현대차블루핸즈 신성자동차공업|(공평동)|||160405
현대차블루핸즈|제일자동차공업|||현대자동차서비스블루핸즈|063-8550020|전라북도 익산시 군익로 446-1||||||||현대차블루핸즈 제일자동차공업|(송학동)|||160405
현대차블루핸즈|태원자동차|||현대자동차서비스블루핸즈|061-2835514|전라남도 목포시 영산로 600||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 태원자동차|(석현동)|||160405
현대차블루핸즈|팔복현대서비스|||현대자동차서비스블루핸즈|063-2119688|전라북도 전주시 덕진구 동곡로 25||||||||현대차블루핸즈 팔복현대서비스|(팔복동2가)|||160405
현대차블루핸즈|평화점|||현대자동차서비스블루핸즈|061-2848504|전라남도 목포시 평화로107번길 5||||||||현대차블루핸즈 평화점|(상동)|||160405
현대차블루핸즈|풍남자동차써비스|||현대자동차서비스블루핸즈|063229-1800|전라북도 완주군 이서면 혁신로 15-28||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 풍남자동차써비스||||160405
현대차블루핸즈|하당점|||현대자동차서비스블루핸즈|061-2838272|전라남도 목포시 교육로 98||||||||현대차블루핸즈 하당점|(상동)|||160405
현대차블루핸즈|에이치디서비스|||현대자동차서비스블루핸즈|063-2124040|전라북도 전주시 덕진구 추천로 91-5||||||||현대차블루핸즈 에이치디서비스|(팔복동2가)|||160405
현대차블루핸즈|익산서비스|||현대자동차서비스블루핸즈|063837-7111|전라북도 익산시 서동로 491||||||||현대차블루핸즈 익산서비스|(용제동)|||160405
현대차블루핸즈|일광서비스|||현대자동차서비스블루핸즈|063-5458572|전라북도 김제시 봉남로 843||||||||현대차블루핸즈 일광서비스|(황산동)|||160405
현대차블루핸즈|신영자동차서비|||현대자동차서비스블루핸즈|032-5282324|인천광역시 부평구 평천로 7||||||||현대차블루핸즈 신영자동차서비|(청천동)|||160405
현대차블루핸즈|신흥공업사|||현대자동차서비스블루핸즈|033742-3533|강원도 원주시 강변로 577||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 신흥공업사|(학성동)|||160405
현대차블루핸즈|유승기업점|||현대자동차서비스블루핸즈|042-5230033|대전광역시 서구 계룡로 510||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 유승기업점|(탄방동)|||160405
현대차블루핸즈|1급언양종합정비|||현대자동차서비스블루핸즈|052-2638995|울산광역시 울주군 삼남면 반구대로 335||||||||현대차블루핸즈 1급언양종합정비||||160405
현대차블루핸즈|21세기자동차정비공업사|||현대자동차서비스블루핸즈|031-2040123|경기도 수원시 영통구 매영로 261||||||||현대차블루핸즈 21세기자동차정비공업사|(영통동59번지)|||160405
현대차블루핸즈|강진정비점|||현대자동차서비스블루핸즈|051-3114400|부산광역시 강서구 녹산산업북로 169||마이티;중형트럭;대형트럭||||||현대차블루핸즈 강진정비점|(송정동)|||160405
현대차블루핸즈|검단자동차|||현대자동차서비스블루핸즈|032563-7500|인천광역시 서구 단봉로 75||||||||현대차블루핸즈 검단자동차|(왕길동)|||160405
현대차블루핸즈|경기자동차|||현대자동차서비스블루핸즈|031-5280770|경기도 남양주시 진접읍 금강로 1943-11||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 경기자동차||||160405
현대차블루핸즈|경기자동차공업사|||현대자동차서비스블루핸즈|031-4532777|경기도 의왕시 경수대로391번길 11||||||||현대차블루핸즈 경기자동차공업사|(오전동)|||160405
현대차블루핸즈|경남정비공업사|||현대자동차서비스블루핸즈|051-3130501|부산광역시 사상구 학감대로237번길 13||||||||현대차블루핸즈 경남정비공업사|(감전동)|||160405
현대차블루핸즈|고잔점|||현대자동차서비스블루핸즈|031-4848572|경기도 안산시 단원구 중앙대로 951||||||||현대차블루핸즈 고잔점|(고잔동)|||160405
현대차블루핸즈|고잔점|||현대자동차서비스블루핸즈|032-8138283|인천광역시 남동구 은청로 26-24||||||||현대차블루핸즈 고잔점|(고잔동)|||160405
현대차블루핸즈|곤지암현대써비스|||현대자동차서비스블루핸즈|031-7698484|경기도 광주시 곤지암읍 대석동길 113||마이티;카운티;쏠라티||||||현대차블루핸즈 곤지암현대써비스|(곤지암리)|||160405
현대차블루핸즈|공단공업사|||현대자동차서비스블루핸즈|043-2714467|충청북도 청주시 흥덕구 월명로201번길 2||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 공단공업사|(봉명동)|||160405
현대차블루핸즈|관악정비센터|||현대자동차서비스블루핸즈|02-8770024|서울특별시 관악구 봉천로 412||||||||현대차블루핸즈 관악정비센터|(봉천동)|||160405
현대차블루핸즈|광양정비센터|||현대자동차서비스블루핸즈|061761-2222|전라남도 광양시 광양읍 해광로 888||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 광양정비센터||||160405
현대차블루핸즈|구미남부점|||현대자동차서비스블루핸즈|031-7165670|경기도 성남시 분당구 구미로116번길 3||||||||현대차블루핸즈 구미남부점|(구미동)|||160405
현대차블루핸즈|구미현대서비스|||현대자동차서비스블루핸즈|054-4643300|경상북도 구미시 비산로 45||||||||현대차블루핸즈 구미현대서비스|(비산동)|||160405
현대차블루핸즈|구산점|||현대자동차서비스블루핸즈|02-3638204|서울특별시 은평구 서오릉로 239||||||||현대차블루핸즈 구산점|(구산동)|||160405
현대차블루핸즈|궁내점|||현대자동차서비스블루핸즈|031-7126073|경기도 성남시 분당구 대왕판교로 301||||||||현대차블루핸즈 궁내점|(궁내동)|||160405
현대차블루핸즈|규석카독크|||현대자동차서비스블루핸즈|02-22932020|서울특별시 성동구 마조로18길 2||||||||현대차블루핸즈 규석카독크|(마장동)|||160405
현대차블루핸즈|금정모터스|||현대자동차서비스블루핸즈|051-5182525|부산광역시 금정구 중앙대로 1691||||||||현대차블루핸즈 금정모터스|(부곡동)|||160405
현대차블루핸즈|금흥점|||현대자동차서비스블루핸즈|041-8553308|충청남도 공주시 한적2길 52-7||||||||현대차블루핸즈 금흥점|(금흥동)|||160405
현대차블루핸즈|김포카독크|||현대자동차서비스블루핸즈|031983-4891|경기도 김포시 조리미로 17||||||||현대차블루핸즈 김포카독크|(사우동)|||160405
현대차블루핸즈|남동서비스|||현대자동차서비스블루핸즈|032-4462215|인천광역시 남동구 논현고잔로88번길 16||||||||현대차블루핸즈 남동서비스|(고잔동)|||160405
현대차블루핸즈|남부현대모터스|||현대자동차서비스블루핸즈|041-5648000|충청남도 천안시 동남구 광풍로 1765||||||||현대차블루핸즈 남부현대모터스|(청당동)|||160405
현대차블루핸즈|남부현대서비스|||현대자동차서비스블루핸즈|041-6681188|충청남도 서산시 남부순환로 20-8||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 남부현대서비스|(수석동)|||160405
현대차블루핸즈|남양공업사|||현대자동차서비스블루핸즈|031356-3816|경기도 화성시 주석로 370-17||마이티;중형트럭;대형트럭||||||현대차블루핸즈 남양공업사|(북양동)|||160405
현대차블루핸즈|남양현대서비스|||현대자동차서비스블루핸즈|031-3669930|경기도 화성시 마도면 화성로 881||||||||현대차블루핸즈 남양현대서비스||||160405
현대차블루핸즈|남한정비점|||현대자동차서비스블루핸즈|055-9437700|경상남도 거창군 거창읍 밤티재로 1262||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 남한정비점||||160405
현대차블루핸즈|네바퀴사랑|||현대자동차서비스블루핸즈|032584-0180|인천광역시 서구 방축로 335||||||||현대차블루핸즈 네바퀴사랑|(가좌동)|||160405
현대차블루핸즈|논산정비쎈타|||현대자동차서비스블루핸즈|041-7346061|충청남도 논산시 부적면 계백로 1473||마이티;중형트럭;카운티;쏠라티||||||현대차블루핸즈 논산정비쎈타||||160405
현대차블루핸즈|논현점|||현대자동차서비스블루핸즈|032-4412350|인천광역시 남동구 은봉로312번길 29-2||||||||현대차블루핸즈 논현점|(논현동)|||160405
현대차블루핸즈|달성현대서비스|||현대자동차서비스블루핸즈|053-6363100|대구광역시 달성군 논공읍 비슬로350길 4-5||||||||현대차블루핸즈 달성현대서비스||||160405
현대차블루핸즈|대광현대서비스|||현대자동차서비스블루핸즈|031-8811079|경기도 여주시 가남읍 여주남로 755||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 대광현대서비스|1층|||160405
현대차블루핸즈|대산공사점|||현대자동차서비스블루핸즈|031-7638162|경기도 광주시 곤지암읍 평촌길 100-9||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 대산공사점|(곤지암)|||160405
현대차블루핸즈|대원기업점|||현대자동차서비스블루핸즈|061-7926004|전라남도 광양시 담안길 82||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 대원기업점|(태인동)|||160405
현대차블루핸즈|대창기업점|||현대자동차서비스블루핸즈|042-5821701|대전광역시 중구 유등천동로324번길 6||||||||현대차블루핸즈 대창기업점|(산성동)|||160405
현대차블루핸즈|대화로점|||현대자동차서비스블루핸즈|031-9263345|경기도 고양시 일산서구 대화로 83||||||||현대차블루핸즈 대화로점|(대화동)|||160405
현대차블루핸즈|대흥점|||현대자동차서비스블루핸즈|041-5655001|충청남도 천안시 서북구 천안대로 937||||||||현대차블루핸즈 대흥점|(두정동)|||160405
현대차블루핸즈|동경자동차종합정비|||현대자동차서비스블루핸즈|054787-5555|경상북도 울진군 평해읍 동해대로 723||마이티;중형트럭;대형트럭;카운티;중대형버스||||||현대차블루핸즈 동경자동차종합정비||||160405
현대차블루핸즈|동김천현대서비스|||현대자동차서비스블루핸즈|054-4347757|경상북도 김천시 혁신로 316-17||||||||현대차블루핸즈 동김천현대서비스||||160405
현대차블루핸즈|동남모터스|||현대자동차서비스블루핸즈|0222930626|서울특별시 성동구 고산자로 224||||||||현대차블루핸즈 동남모터스|(행당동)|||160405
현대차블루핸즈|동부현대모터스|||현대자동차서비스블루핸즈|031-7648181|경기도 광주시 중앙로 21||||||||현대차블루핸즈 동부현대모터스|(쌍령동)|||160405
현대차블루핸즈|동부현대서비스|||현대자동차서비스블루핸즈|041-5610887|충청남도 천안시 동남구 목천읍 신계2길 12-11||||||||현대차블루핸즈 동부현대서비스||||160405
현대차블루핸즈|동빙고점|||현대자동차서비스블루핸즈|02-7920300|서울특별시 용산구 서빙고로 303||||||||현대차블루핸즈 동빙고점|(동빙고동)|||160405
현대차블루핸즈|동서울중기|||현대자동차서비스블루핸즈|031766-8826|경기도 광주시 오포읍 오포로 281||마이티;중형트럭;대형트럭;카운티;쏠라티||||||현대차블루핸즈 동서울중기|(오포읍)|||160405
현대차블루핸즈|동양공업사|||현대자동차서비스블루핸즈|031-7468104|경기도 성남시 중원구 순환로 116||||||||현대차블루핸즈 동양공업사|(상대원동)|||160405
현대차블루핸즈|동양모터스|||현대자동차서비스블루핸즈|041-3576811|충청남도 당진시 송악읍 대섬길 228||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 동양모터스||||160405
현대차블루핸즈|동인천서비스|||현대자동차서비스블루핸즈|032-8844005|인천광역시 중구 인중로 43||||||||현대차블루핸즈 동인천서비스|(신흥동3가)|||160405
현대차블루핸즈|동진자동차정비|||현대자동차서비스블루핸즈|055-6462525|경상남도 통영시 평인일주로 1106-88||마이티;중형트럭;카운티;쏠라티||||||현대차블루핸즈 동진자동차정비|(북신동)|||160405
현대차블루핸즈|동탄서부현대서비스|||현대자동차서비스블루핸즈|031-3766000|경기도 오산시 독산성로449번길 38-1||||||||현대차블루핸즈 동탄서부현대서비스|(세교동)|||160405
현대차블루핸즈|두일1급자동차|||현대자동차서비스블루핸즈|055882-2500|경상남도 하동군 하동읍 화심길 126||마이티;카운티;쏠라티||||||현대차블루핸즈 두일1급자동차||||160405
현대차블루핸즈|마이카써비스|||현대자동차서비스블루핸즈|051-6332661|부산광역시 동구 성남로 39||||||||현대차블루핸즈 마이카써비스|(좌천동)|||160405
현대차블루핸즈|만수동부점|||현대자동차서비스블루핸즈|032-4648204|인천광역시 남동구 백범로 73||||||||현대차블루핸즈 만수동부점|(만수동)|||160405
현대차블루핸즈|만안자동차정비써비스|||현대자동차서비스블루핸즈|031-4478400|경기도 안양시 만안구 박달로 473||||||||현대차블루핸즈 만안자동차정비써비스|(박달동)|||160405
현대차블루핸즈|명성모터스|||현대자동차서비스블루핸즈|031-7978111|경기도 광주시 회덕길 19-11||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 명성모터스|(회덕동)|||160405
현대차블루핸즈|방배모터스|||현대자동차서비스블루핸즈|02-525-8711|서울특별시 서초구 과천대로 904||||||||현대차블루핸즈 방배모터스|(방배동)|||160405
현대차블루핸즈|범어점|||현대자동차서비스블루핸즈|055385-3377|경상남도 양산시 물금읍 서남3길 11||||||||현대차블루핸즈 범어점||||160405
현대차블루핸즈|베스트원현대서비스|||현대자동차서비스블루핸즈|054-7012323|경상북도 경주시 태종로 266-3||마이티;중형트럭;대형트럭;카운티;쏠라티||||||현대차블루핸즈 베스트원현대서비스|(충효동)|||160405
현대차블루핸즈|보성자동차공업사|||현대자동차서비스블루핸즈|031-6357890|경기도 이천시 이섭대천로 1249||||||||현대차블루핸즈 보성자동차공업사|(창전동)|||160405
현대차블루핸즈|봉천점|||현대자동차서비스블루핸즈|02-8768204|서울특별시 관악구 남부순환로 1686||||||||현대차블루핸즈 봉천점|지상1층 (신림동)|||160405
현대차블루핸즈|부산정비점|||현대자동차서비스블루핸즈|051-2632111|부산광역시 사하구 을숙도대로 670||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 부산정비점|(장림동)|||160405
현대차블루핸즈|부여점|||현대자동차서비스블루핸즈|041-8323233|충청남도 부여군 부여읍 성왕로 369||||||||현대차블루핸즈 부여점||||160405
현대차블루핸즈|부천자동차공업|||현대자동차서비스블루핸즈|032-6725806|경기도 부천시 신흥로 384||||||||현대차블루핸즈 부천자동차공업||||160405
현대차블루핸즈|산지공업사|||현대자동차서비스블루핸즈|064-7587182|제주특별자치도 제주시 선반로 62||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 산지공업사|(화북일동)|||160405
현대차블루핸즈|삼공사점|||현대자동차서비스블루핸즈|032-7735544|인천광역시 동구 중봉대로 73||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 삼공사점|(송현동)|||160405
현대차블루핸즈|삼일/이알씨|||현대자동차서비스블루핸즈|054285-3030|경상북도 포항시 남구 철강로 159||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 삼일/이알씨|(장흥동)|||160405
현대차블루핸즈|상동점|||현대자동차서비스블루핸즈|032-6115400|경기도 부천시 장말로 174||||||||현대차블루핸즈 상동점||||160405
현대차블루핸즈|샤인모터스|||현대자동차서비스블루핸즈|031-9188272|경기도 고양시 일산서구 미래로 184-17||||||||현대차블루핸즈 샤인모터스||||160405
현대차블루핸즈|서림점|||현대자동차서비스블루핸즈|02-8884700|서울특별시 관악구 신림로 171||||||||현대차블루핸즈 서림점|금원프라자1층 (서림동)|||160405
현대차블루핸즈|서면서비스|||현대자동차서비스블루핸즈|051819-5550|부산광역시 부산진구 시민공원로 12||||||||현대차블루핸즈 서면서비스|(부암동)|||160405
현대차블루핸즈|서면자동차공업사|||현대자동차서비스블루핸즈|061-7553630|전라남도 순천시 서면 순천로 76||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 서면자동차공업사||||160405
현대차블루핸즈|석림점|||현대자동차서비스블루핸즈|041-6659761|충청남도 서산시 서해로 3447||||||||현대차블루핸즈 석림점|(석림동)|||160405
현대차블루핸즈|석촌현대자동차서비스|||현대자동차서비스블루핸즈|02-4130117|서울특별시 송파구 백제고분로39길 40||||||||현대차블루핸즈 석촌현대자동차서비스|(석촌동)|||160405
현대차블루핸즈|선두자동차|||현대자동차서비스블루핸즈|032-9347785|인천광역시 강화군 선원면 중앙로 148||||||||현대차블루핸즈 선두자동차||||160405
현대차블루핸즈|성도모터스|||현대자동차서비스블루핸즈|031-9071883|경기도 고양시 일산동구 백마로 488||마이티;중형트럭;카운티||||||현대차블루핸즈 성도모터스|(풍동)|||160405
현대차블루핸즈|성복점|||현대자동차서비스블루핸즈|031-2648811|경기도 용인시 수지구 수지로 106||||||||현대차블루핸즈 성복점|(성복동)|||160405
현대차블루핸즈|성사점|||현대자동차서비스블루핸즈|031-9676969|경기도 고양시 덕양구 고양대로 1361||||||||현대차블루핸즈 성사점|1층 (성사동)|||160405
현대차블루핸즈|성산현대서비스|||현대자동차서비스블루핸즈|055-2612119|경상남도 창원시 성산구 해원로374번길 5||||||||현대차블루핸즈 성산현대서비스|(성주동)|||160405
현대차블루핸즈|성원공업정비센타|||현대자동차서비스블루핸즈|031313-0022|경기도 시흥시 시흥대로 1124-2||||||||현대차블루핸즈 성원공업정비센타|(신천동)|||160405
현대차블루핸즈|성일공업사|||현대자동차서비스블루핸즈|031-9774992|경기도 고양시 일산동구 성석로 365||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 성일공업사|(성석동)|||160405
현대차블루핸즈|성정북부점|||현대자동차서비스블루핸즈|041-5747277|충청남도 천안시 서북구 쌍용대로 249||||||||현대차블루핸즈 성정북부점|(성정동)|||160405
현대차블루핸즈|세일점|||현대자동차서비스블루핸즈|054-5541422|경상북도 문경시 신기공단2길 5||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 세일점|(신기동)|||160405
현대차블루핸즈|세진자동차서비스|||현대자동차서비스블루핸즈|031-6524848|경기도 평택시 신평로 67||||||||현대차블루핸즈 세진자동차서비스|(유천동)|||160405
현대차블루핸즈|소사점|||현대자동차서비스블루핸즈|032-3423989|경기도 부천시 소사로 142||||||||현대차블루핸즈 소사점|(소사본동)|||160405
현대차블루핸즈|송도점|||현대자동차서비스블루핸즈|032-8150058|인천광역시 연수구 신송로 118번길 9||||||||현대차블루핸즈 송도점|115호 (송도동)|||160405
현대차블루핸즈|송림점|||현대자동차서비스블루핸즈|032-7778204|인천광역시 동구 송미로35번길 18||||||||현대차블루핸즈 송림점|(송림동)|||160405
현대차블루핸즈|송악서비스|||현대자동차서비스블루핸즈|041-3548272|충청남도 당진시 송악읍 덕적골길 14||||||||현대차블루핸즈 송악서비스||||160405
현대차블루핸즈|수지자동차|||현대자동차서비스블루핸즈|031-2651340|경기도 용인시 수지구 풍덕천로190번길 15-4||||||||현대차블루핸즈 수지자동차|(풍덕천동)|||160405
현대차블루핸즈|시흥현대모터스|||현대자동차서비스블루핸즈|031314-0123|경기도 시흥시 은행로 47||||||||현대차블루핸즈 시흥현대모터스|(은행동)|||160405
현대차블루핸즈|신도시카독크|||현대자동차서비스블루핸즈|031-9055555|경기도 고양시 일산동구 장대길 160-54||||||||현대차블루핸즈 신도시카독크|(장항동)|||160405
현대차블루핸즈|아진모터스|||현대자동차서비스블루핸즈|032546-2100|인천광역시 계양구 아나지로 434||||||||현대차블루핸즈 아진모터스|(작전동)|||160405
현대차블루핸즈|안산모터스|||현대자동차서비스블루핸즈|031493-5523|경기도 안산시 단원구 연수원로 17||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 안산모터스|(원시동)|||160405
현대차블루핸즈|안중동부|||현대자동차서비스블루핸즈|031-6842222|경기도 평택시 안중읍 안중6길 2-1||||||||현대차블루핸즈 안중동부|2층|||160405
현대차블루핸즈|양주자동차정비공업사|||현대자동차서비스블루핸즈|031858-1748|경기도 양주시 평화로 1617||마이티;중형트럭;대형트럭;카운티;쏠라티||||||현대차블루핸즈 양주자동차정비공업사|(회정동)|||160405
현대차블루핸즈|양주점|||현대자동차서비스블루핸즈|031841-0811|경기도 양주시 부흥로 1860-1||||||||현대차블루핸즈 양주점|(광사동)|||160405
현대차블루핸즈|역삼현대서비스|||현대자동차서비스블루핸즈|02-5619830|서울특별시 강남구 역삼로 238||||||||현대차블루핸즈 역삼현대서비스|(역삼동)|||160405
현대차블루핸즈|역촌점|||현대자동차서비스블루핸즈|02-3528272|서울특별시 은평구 진흥로 49||||||||현대차블루핸즈 역촌점|(역촌동)|||160405
현대차블루핸즈|연수점|||현대자동차서비스블루핸즈|032-8118204|인천광역시 연수구 동곡재로 31||||||||현대차블루핸즈 연수점|(동춘동)|||160405
현대차블루핸즈|연초자동차종합정비공장|||현대자동차서비스블루핸즈|055-6362600|경상남도 거제시 연초면 방곡길 3||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 연초자동차종합정비공장||||160405
현대차블루핸즈|염리점|||현대자동차서비스블루핸즈|02-7015705|서울특별시 마포구 백범로25길 49||||||||현대차블루핸즈 염리점|(염리동)|||160405
현대차블루핸즈|영남중공업|||현대자동차서비스블루핸즈|02-855-9966|서울특별시 금천구 시흥대로153길 26||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 영남중공업|(독산동)|||160405
현대차블루핸즈|오금동부점|||현대자동차서비스블루핸즈|02-4430049|서울특별시 송파구 위례성대로 194||||||||현대차블루핸즈 오금동부점|(오금동)|||160405
현대차블루핸즈|오미산오토랜드|||현대자동차서비스블루핸즈|031-9775651|경기도 고양시 일산동구 성현로 13||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 오미산오토랜드|(성석동)|||160405
현대차블루핸즈|오토맥스점|||현대자동차서비스블루핸즈|032-6658030|경기도 부천시 부천로 190||||||||현대차블루핸즈 오토맥스점||||160405
현대차블루핸즈|오토킹점|||현대자동차서비스블루핸즈|031-9780088|경기도 고양시 덕양구 충장로 208||||||||현대차블루핸즈 오토킹점|(화정동)|||160405
현대차블루핸즈|옥천현대상용서비스|||현대자동차서비스블루핸즈|043-7322200|충청북도 옥천군 옥천읍 중앙로 135||마이티;중형트럭;대형트럭||||||현대차블루핸즈 옥천현대상용서비스||||160405
현대차블루핸즈|옥천현대서비스|||현대자동차서비스블루핸즈|043-7318256|충청북도 옥천군 옥천읍 마장로 67||||||||현대차블루핸즈 옥천현대서비스||||160405
현대차블루핸즈|온누리오토프로|||현대자동차서비스블루핸즈|02-3818222|경기도 고양시 덕양구 권율대로 822||||||||현대차블루핸즈 온누리오토프로|(신원동)|||160405
현대차블루핸즈|용강점|||현대자동차서비스블루핸즈|02-7119228|서울특별시 마포구 토정로 270||||||||현대차블루핸즈 용강점|(용강동)|||160405
현대차블루핸즈|운남점|||현대자동차서비스블루핸즈|062-9554111|광주광역시 광산구 풍영철길로 151||||||||현대차블루핸즈 운남점|(운남동)|||160405
현대차블루핸즈|운암점|||현대자동차서비스블루핸즈|062-5158582|광주광역시 북구 북문대로 179||||||||현대차블루핸즈 운암점||||160405
현대차블루핸즈|원시점|||현대자동차서비스블루핸즈|031-5089990|경기도 안산시 단원구 산단로 107||||||||현대차블루핸즈 원시점|(원시동,서흥테크노밸리 101-1,2)|||160405
현대차블루핸즈|원진엠엔에스|||현대자동차서비스블루핸즈|02-900-0770|서울특별시 도봉구 도봉로140길 38||||||||현대차블루핸즈 원진엠엔에스|(창동)|||160405
현대차블루핸즈|유성현대서비스|||현대자동차서비스블루핸즈|042824-4972|대전광역시 유성구 한밭대로 398||||||||현대차블루핸즈 유성현대서비스|(궁동)|||160405
현대차블루핸즈|은현점|||현대자동차서비스블루핸즈|031-8592556|경기도 양주시 은현면 화합로 976||마이티;쏠라티||||||현대차블루핸즈 은현점||||160405
현대차블루핸즈|의정부현대서비스|||현대자동차서비스블루핸즈|031-8797700|경기도 의정부시 입석로 76||||||||현대차블루핸즈 의정부현대서비스||||160405
현대차블루핸즈|이천써비스|||현대자동차서비스블루핸즈|031-6370063|경기도 이천시 대월면 경충대로1937번길 43||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 이천써비스||||160405
현대차블루핸즈|이충점|||현대자동차서비스블루핸즈|031-6660952|경기도 평택시 서정역로36번길 96||||||||현대차블루핸즈 이충점|(이충동)|||160405
현대차블루핸즈|일신자동차공업|||현대자동차서비스블루핸즈|032527-3011|인천광역시 부평구 서촌로 23||||||||현대차블루핸즈 일신자동차공업|(일신동)|||160405
현대차블루핸즈|작전점|||현대자동차서비스블루핸즈|032-8885959|인천광역시 계양구 장제로 727||||||||현대차블루핸즈 작전점|(작전동)|||160405
현대차블루핸즈|전국정비점|||현대자동차서비스블루핸즈|055-3421677|경상남도 김해시 한림면 김해대로 1131-2||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 전국정비점||||160405
현대차블루핸즈|전북고속터미널|||현대자동차서비스블루핸즈|063-2701781|전라북도 전주시 덕진구 가리내로 30||||||||현대차블루핸즈 전북고속터미널|(금암동)|||160405
현대차블루핸즈|정릉점|||현대자동차서비스블루핸즈|02-9410466|서울특별시 성북구 솔샘로 35||||||||현대차블루핸즈 정릉점|(정릉동)|||160405
현대차블루핸즈|정왕점|||현대자동차서비스블루핸즈|031-4888217|경기도 시흥시 중심상가로 48||||||||현대차블루핸즈 정왕점|(정왕동)|||160405
현대차블루핸즈|중동점|||현대자동차서비스블루핸즈|032-6688272|경기도 부천시 원미구 장말로 177||||||||현대차블루핸즈 중동점|1층 (중동)|||160405
현대차블루핸즈|중앙고속점|||현대자동차서비스블루핸즈|031-3768288|경기도 화성시 풀무골로 1||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 중앙고속점|(영천동)|||160405
현대차블루핸즈|중앙공업사|||현대자동차서비스블루핸즈|043855-7000|충청북도 충주시 목행산단6로 27||||||||현대차블루핸즈 중앙공업사|(금릉동)|||160405
현대차블루핸즈|중앙로중앙점|||현대자동차서비스블루핸즈|0226428200|서울특별시 양천구 중앙로 229||||||||현대차블루핸즈 중앙로중앙점|(신정동)|||160405
현대차블루핸즈|지에스모터스|||현대자동차서비스블루핸즈|031-9188282|경기도 파주시 교하로863번길 5||||||||현대차블루핸즈 지에스모터스|(문발동)|||160405
