##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@현대자동차서비스블루핸즈
현대차블루핸즈|서성점|||현대자동차서비스블루핸즈|055-2430043|경상남도 창원시 마산합포구 남성로 21||||||||현대차블루핸즈 서성점||||160405
현대차블루핸즈|서신중부점|||현대자동차서비스블루핸즈|063278-8272|전라북도 전주시 완산구 전룡로 59||||||||현대차블루핸즈 서신중부점|(서신동)|||160405
현대차블루핸즈|서안동현대서비스|||현대자동차서비스블루핸즈|054-8593434|경상북도 안동시 풍산읍 풍산태사로 773||마이티;카운티;쏠라티||||||현대차블루핸즈 서안동현대서비스||||160405
현대차블루핸즈|서울공업사|||현대자동차서비스블루핸즈|033-5526000|강원도 태백시 황지로 104||||||||현대차블루핸즈 서울공업사|(황지동)|||160405
현대차블루핸즈|서울자동차서비스|||현대자동차서비스블루핸즈|02-554-2085|서울특별시 강남구 선릉로93길 46||||||||현대차블루핸즈 서울자동차서비스|(역삼동)|||160405
현대차블루핸즈|서인천현대모터스|||현대자동차서비스블루핸즈|032-5818601|인천광역시 서구 원석로 160||||||||현대차블루핸즈 서인천현대모터스|(원창동)|||160405
현대차블루핸즈|서일자동차정비|||현대자동차서비스블루핸즈|041-5551641|충청남도 천안시 서북구 두정공단1길 143||||||||현대차블루핸즈 서일자동차정비|(두정동)|||160405
현대차블루핸즈|서전주현대서비스|||현대자동차서비스블루핸즈|063-7143888|전라북도 전주시 덕진구 온고을로 438-1||||||||현대차블루핸즈 서전주현대서비스|1층 (만성동)|||160405
현대차블루핸즈|서창점|||현대자동차서비스블루핸즈|044-8658204|세종특별자치시 조치원읍 새내로 197-4||||||||현대차블루핸즈 서창점||||160405
현대차블루핸즈|서창점|||현대자동차서비스블루핸즈|032465-8204|인천광역시 남동구 장아산로174번길 13||||||||현대차블루핸즈 서창점|(서창동)|||160405
현대차블루핸즈|서천점|||현대자동차서비스블루핸즈|031-2038572|경기도 용인시 기흥구 서그내로53번길 3-29||||||||현대차블루핸즈 서천점||||160405
현대차블루핸즈|서천점|||현대자동차서비스블루핸즈|041-9524984|충청남도 서천군 서천읍 서천로 174||||||||현대차블루핸즈 서천점||||160405
현대차블루핸즈|서초남부점|||현대자동차서비스블루핸즈|02-593-7799|서울특별시 서초구 서초대로53길 16||||||||현대차블루핸즈 서초남부점|(서초동)|||160405
현대차블루핸즈|서초동부점|||현대자동차서비스블루핸즈|02-525-9797|서울특별시 서초구 서초대로42길 55||||||||현대차블루핸즈 서초동부점|(서초동)|||160405
현대차블루핸즈|서초서부점|||현대자동차서비스블루핸즈|02-5858204|서울특별시 서초구 효령로 359||||||||현대차블루핸즈 서초서부점|(서초동)|||160405
현대차블루핸즈|서초자동차공업|||현대자동차서비스블루핸즈|02-5811221|서울특별시 서초구 반포대로12길 15||||||||현대차블루핸즈 서초자동차공업|(서초동)|||160405
현대차블루핸즈|서하남로점|||현대자동차서비스블루핸즈|02-4839944|경기도 하남시 서하남로 264||||||||현대차블루핸즈 서하남로점|(광암동)|||160405
현대차블루핸즈|서현자동차서비스|||현대자동차서비스블루핸즈|031-7024040|경기도 성남시 분당구 새마을로 23||||||||현대차블루핸즈 서현자동차서비스|(서현동)|||160405
현대차블루핸즈|서호점|||현대자동차서비스블루핸즈|053-9638287|대구광역시 동구 안심로43길 2||||||||현대차블루핸즈 서호점|(서호동)|||160405
현대차블루핸즈|석남점|||현대자동차서비스블루핸즈|032-5838204|인천광역시 서구 길주로 82||||||||현대차블루핸즈 석남점|(석남동)|||160405
현대차블루핸즈|석모점|||현대자동차서비스블루핸즈|031982-8904|경기도 김포시 양촌읍 김포한강4로 260||||||||현대차블루핸즈 석모점||||160405
현대차블루핸즈|석봉점|||현대자동차서비스블루핸즈|042-9316855|대전광역시 대덕구 신탄진동로 35||||||||현대차블루핸즈 석봉점|(신탄진동)|||160405
현대차블루핸즈|석사점|||현대자동차서비스블루핸즈|033261-8210|강원도 춘천시 남춘로36번길 87||||||||현대차블루핸즈 석사점|(퇴계동)|||160405
현대차블루핸즈|석촌점|||현대자동차서비스블루핸즈|02-4214087|서울특별시 송파구 송파대로39길 6||||||||현대차블루핸즈 석촌점|(석촌동)|||160405
현대차블루핸즈|석현점|||현대자동차서비스블루핸즈|061-7538700|전라남도 순천시 삼산로 35||||||||현대차블루핸즈 석현점|(석현동)|||160405
현대차블루핸즈|석화자동차공업|||현대자동차서비스블루핸즈|033435-9650|강원도 홍천군 홍천읍 마지기로 187||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 석화자동차공업||||160405
현대차블루핸즈|선부점|||현대자동차서비스블루핸즈|031482-4300|경기도 안산시 단원구 화정천서로2안길 1||||||||현대차블루핸즈 선부점|(선부동)|||160405
현대차블루핸즈|선암점|||현대자동차서비스블루핸즈|052-2272555|울산광역시 남구 두왕로 80||||||||현대차블루핸즈 선암점|(선암동)|||160405
현대차블루핸즈|선지점|||현대자동차서비스블루핸즈|055-3381271|경상남도 김해시 주촌면 서부로 1762||||||||현대차블루핸즈 선지점||||160405
현대차블루핸즈|선진1급정비공업|||현대자동차서비스블루핸즈|031531-0808|경기도 포천시 일동면 화동로 790||마이티;중형트럭;대형트럭;카운티;중대형버스||||||현대차블루핸즈 선진1급정비공업||||160405
현대차블루핸즈|선진자동차공업서초점|||현대자동차서비스블루핸즈|02-34723796|서울특별시 서초구 반포대로18길 48||||||||현대차블루핸즈 선진자동차공업서초점|(서초동)|||160405
현대차블루핸즈|선화점|||현대자동차서비스블루핸즈|042-2428202|대전광역시 중구 우암로 1||||||||현대차블루핸즈 선화점|(선화동)|||160405
현대차블루핸즈|성거점|||현대자동차서비스블루핸즈|041-5551222|충청남도 천안시 서북구 성거읍 성거길 141||||||||현대차블루핸즈 성거점||||160405
현대차블루핸즈|성건점|||현대자동차서비스블루핸즈|054744-8204|경상북도 경주시 북문로 63||||||||현대차블루핸즈 성건점|(성건동)|||160405
현대차블루핸즈|성남점|||현대자동차서비스블루핸즈|031-7534533|경기도 성남시 중원구 산성대로 64-1||||||||현대차블루핸즈 성남점|(성남동)|||160405
현대차블루핸즈|성남현대자동차써비스|||현대자동차서비스블루핸즈|031722-2481|경기도 성남시 중원구 둔촌대로 365||||||||현대차블루핸즈 성남현대자동차써비스|(하대원동)|||160405
현대차블루핸즈|성내점|||현대자동차서비스블루핸즈|02-475-2634|서울특별시 강동구 성안로 11||||||||현대차블루핸즈 성내점|(성내동)|||160405
현대차블루핸즈|성동점|||현대자동차서비스블루핸즈|054771-7120|경상북도 경주시 알천남로 176-1||||||||현대차블루핸즈 성동점|(성동동)|||160405
현대차블루핸즈|성북삼선교점|||현대자동차서비스블루핸즈|02-7638204|서울특별시 성북구 성북로 38||||||||현대차블루핸즈 성북삼선교점|(성북동)|||160405
현대차블루핸즈|성산점|||현대자동차서비스블루핸즈|064-7848204|제주특별자치도 서귀포시 성산읍 서성일로 1194||||||||현대차블루핸즈 성산점||||160405
현대차블루핸즈|성석동부점|||현대자동차서비스블루핸즈|031-9770809|경기도 고양시 일산동구 성석로 325||||||||현대차블루핸즈 성석동부점|(성석동)|||160405
현대차블루핸즈|성안점|||현대자동차서비스블루핸즈|052-2454515|울산광역시 중구 백양로 94||||||||현대차블루핸즈 성안점|(성안동)|||160405
현대차블루핸즈|성우자동차공업|||현대자동차서비스블루핸즈|02-4641885|서울특별시 성동구 왕십리로16길 26||마이티;카운티;쏠라티||||||현대차블루핸즈 성우자동차공업|(성수동1가)|||160405
현대차블루핸즈|성원모터스|||현대자동차서비스블루핸즈|02-8911150|서울특별시 금천구 시흥대로 377||||||||현대차블루핸즈 성원모터스|(독산동)|||160405
현대차블루핸즈|성일자동차공업사|||현대자동차서비스블루핸즈|041-9560909|충청남도 서천군 장항읍 장서로 68||||||||현대차블루핸즈 성일자동차공업사||||160405
현대차블루핸즈|성정점|||현대자동차서비스블루핸즈|041-5798181|충청남도 천안시 서북구 서부대로 622||||||||현대차블루핸즈 성정점|(성정동)|||160405
현대차블루핸즈|성주점|||현대자동차서비스블루핸즈|054-9318204|경상북도 성주군 성주읍 성주순환로 226||||||||현대차블루핸즈 성주점||||160405
현대차블루핸즈|성환점|||현대자동차서비스블루핸즈|041-5824850|충청남도 천안시 서북구 성환읍 성환1로 69||||||||현대차블루핸즈 성환점||||160405
현대차블루핸즈|세교남부점|||현대자동차서비스블루핸즈|031-6186060|경기도 평택시 평택로 146||||||||현대차블루핸즈 세교남부점|(세교동)|||160405
현대차블루핸즈|세기자동차공업사|||현대자동차서비스블루핸즈|064-7139118|제주특별자치도 제주시 서광로 77||||||||현대차블루핸즈 세기자동차공업사|(용담이동)|||160405
현대차블루핸즈|세방정비공장|||현대자동차서비스블루핸즈|055-3813031|경상남도 양산시 물금읍 제방로 225||마이티;중형트럭;대형트럭||||||현대차블루핸즈 세방정비공장|(ICD10단지)|||160405
현대차블루핸즈|세종금남점현대블루핸즈|||현대자동차서비스블루핸즈|044-8685185|세종특별자치시 금남면 용포로 112||||||||현대차블루핸즈 세종금남점현대블루핸즈||||160405
현대차블루핸즈|세종부강점|||현대자동차서비스블루핸즈|044-8668203|세종특별자치시 부강면 연청로 1040||||||||현대차블루핸즈 세종부강점||||160405
현대차블루핸즈|세종서부점|||현대자동차서비스블루핸즈|044-8676671|세종특별자치시 장군면 장척로 536||||||||현대차블루핸즈 세종서부점|전부,428-4번지 1동|||160405
현대차블루핸즈|세종현대남부서비스|||현대자동차서비스블루핸즈|042-4762002|대전광역시 유성구 북유성대로 352||||||||현대차블루핸즈 세종현대남부서비스|(반석동)|||160405
현대차블루핸즈|소답점|||현대자동차서비스블루핸즈|055-2530201|경상남도 창원시 의창구 읍성로 124||||||||현대차블루핸즈 소답점|(소답동)|||160405
현대차블루핸즈|소양점|||현대자동차서비스블루핸즈|033-2548504|강원도 춘천시 소양로 161||||||||현대차블루핸즈 소양점|(소양로2가)|||160405
현대차블루핸즈|소하점|||현대자동차서비스블루핸즈|02-892-8572|경기도 광명시 오리로 449-1||||||||현대차블루핸즈 소하점|(소하동)|||160405
현대차블루핸즈|속초대형점|||현대자동차서비스블루핸즈|033-6363850|강원도 속초시 선사로 26-9||마이티;중형트럭;카운티;중대형버스||||||현대차블루핸즈 속초대형점|(조양동)|||160405
현대차블루핸즈|속초현대서비스|||현대자동차서비스블루핸즈|033-6365455|강원도 속초시 소평로 70||||||||현대차블루핸즈 속초현대서비스|(조양동)|||160405
현대차블루핸즈|송내점|||현대자동차서비스블루핸즈|031-8590482|경기도 동두천시 송내로 28||||||||현대차블루핸즈 송내점||||160405
현대차블루핸즈|송도점|||현대자동차서비스블루핸즈|054243-8204|경상북도 포항시 남구 송림로 106||||||||현대차블루핸즈 송도점|(송도동)|||160405
현대차블루핸즈|송도현대모터스|||현대자동차서비스블루핸즈|032831-5599|인천광역시 연수구 비류대로 81||||||||현대차블루핸즈 송도현대모터스|(옥련동)|||160405
현대차블루핸즈|송두점|||현대자동차서비스블루핸즈|043534-2338|충청북도 진천군 진천읍 덕금로 106-27||||||||현대차블루핸즈 송두점||||160405
현대차블루핸즈|송우점|||현대자동차서비스블루핸즈|031542-9090|경기도 포천시 소흘읍 호국로484번길 24||||||||현대차블루핸즈 송우점||||160405
현대차블루핸즈|송우중부점|||현대자동차서비스블루핸즈|031542-8235|경기도 포천시 소흘읍 송우로 166||||||||현대차블루핸즈 송우중부점||||160405
현대차블루핸즈|송우현대서비스|||현대자동차서비스블루핸즈|031-5411737|경기도 포천시 소흘읍 부흥로 129||마이티;중형트럭;대형트럭||||||현대차블루핸즈 송우현대서비스|(외2필지)|||160405
현대차블루핸즈|송월점|||현대자동차서비스블루핸즈|061331-8204|전라남도 나주시 예향로 4111||||||||현대차블루핸즈 송월점|(송월동)|||160405
현대차블루핸즈|송전점|||현대자동차서비스블루핸즈|031-3235300|경기도 용인시 처인구 백옥대로 20||||||||현대차블루핸즈 송전점|(제1동) (이동면)|||160405
현대차블루핸즈|송정점|||현대자동차서비스블루핸즈|055-9438875|경상남도 거창군 거창읍 강남로 70||||||||현대차블루핸즈 송정점||||160405
현대차블루핸즈|송정점|||현대자동차서비스블루핸즈|051704-1335|부산광역시 해운대구 해운대로 1130||||||||현대차블루핸즈 송정점|(송정동)|||160405
현대차블루핸즈|송정점|||현대자동차서비스블루핸즈|062-9458204|광주광역시 광산구 송도로 299||||||||현대차블루핸즈 송정점|(송정동)|||160405
현대차블루핸즈|송정점|||현대자동차서비스블루핸즈|054-4560080|경상북도 구미시 구미중앙로42길 5-22||||||||현대차블루핸즈 송정점|(송정동)|||160405
현대차블루핸즈|송천동부점|||현대자동차서비스블루핸즈|063-2548575|전라북도 전주시 덕진구 송천중앙로 248||||||||현대차블루핸즈 송천동부점|(송천동2가)|||160405
현대차블루핸즈|송천북부점|||현대자동차서비스블루핸즈|063-2759994|전라북도 전주시 덕진구 동부대로 1088||||||||현대차블루핸즈 송천북부점|(송천동2가)|||160405
현대차블루핸즈|송천점|||현대자동차서비스블루핸즈|063271-7272|전라북도 전주시 덕진구 송천3길 44-12||||||||현대차블루핸즈 송천점|(송천동1가)|||160405
현대차블루핸즈|송파현대써비스|||현대자동차서비스블루핸즈|02-4316586|서울특별시 송파구 송이로32길 38||||||||현대차블루핸즈 송파현대써비스|(문정동)|||160405
현대차블루핸즈|송학점|||현대자동차서비스블루핸즈|063853-6817|전라북도 익산시 고현로 17||||||||현대차블루핸즈 송학점|(송학동)|||160405
현대차블루핸즈|송현중부점|||현대자동차서비스블루핸즈|053657-8204|대구광역시 달서구 송현로 14||||||||현대차블루핸즈 송현중부점|(송현동)|||160405
현대차블루핸즈|수동현대서비스|||현대자동차서비스블루핸즈|031-5595599|경기도 남양주시 수동면 비룡로 544||||||||현대차블루핸즈 수동현대서비스||||160405
현대차블루핸즈|수름재점|||현대자동차서비스블루핸즈|043-2988205|충청북도 청주시 청원구 충청대로272번길 20||||||||현대차블루핸즈 수름재점|(주성동,3동)|||160405
현대차블루핸즈|수성점|||현대자동차서비스블루핸즈|063532-4114|전라북도 정읍시 남북로 61||||||||현대차블루핸즈 수성점|(수성동)|||160405
현대차블루핸즈|수성중부점|||현대자동차서비스블루핸즈|053-7558200|대구광역시 수성구 달구벌대로 2356||||||||현대차블루핸즈 수성중부점|(수성동3가)|||160405
현대차블루핸즈|수완점|||현대자동차서비스블루핸즈|062-9614111|광주광역시 광산구 수완로74번길 11-38||||||||현대차블루핸즈 수완점|(수완동)|||160405
현대차블루핸즈|수유중부점|||현대자동차서비스블루핸즈|02-9338204|서울특별시 강북구 인수봉로 183||||||||현대차블루핸즈 수유중부점|(수유동)|||160405
현대차블루핸즈|수지점|||현대자동차서비스블루핸즈|031-2611144|경기도 용인시 수지구 신수로683번길 23||||||||현대차블루핸즈 수지점|(풍덕천동)|||160405
현대차블루핸즈|수택점|||현대자동차서비스블루핸즈|031565-8204|경기도 구리시 원수택로 42||||||||현대차블루핸즈 수택점|(수택동)|||160405
현대차블루핸즈|순창공업사|||현대자동차서비스블루핸즈|063653-1234|전라북도 순창군 순창읍 강천로 19-6||||||||현대차블루핸즈 순창공업사||||160405
현대차블루핸즈|순창점|||현대자동차서비스블루핸즈|063653-8504|전라북도 순창군 순창읍 장류로 330-1||||||||현대차블루핸즈 순창점||||160405
현대차블루핸즈|시기점|||현대자동차서비스블루핸즈|063533-4027|전라북도 정읍시 정읍남로 1441-41||||||||현대차블루핸즈 시기점|(시기동)|||160405
현대차블루핸즈|시지점|||현대자동차서비스블루핸즈|053791-2868|대구광역시 수성구 달구벌대로 3018||||||||현대차블루핸즈 시지점|(시지동)|||160405
현대차블루핸즈|시흥남부점|||현대자동차서비스블루핸즈|02-8058204|서울특별시 금천구 시흥대로73길 12||||||||현대차블루핸즈 시흥남부점|(시흥동)|||160405
현대차블루핸즈|시흥중부점|||현대자동차서비스블루핸즈|02-8048272|서울특별시 금천구 시흥대로2길 8||||||||현대차블루핸즈 시흥중부점|(시흥동)|||160405
현대차블루핸즈|신곡남부점|||현대자동차서비스블루핸즈|031844-8200|경기도 의정부시 동일로 512||||||||현대차블루핸즈 신곡남부점|(신곡동)|||160405
현대차블루핸즈|신곡점|||현대자동차서비스블루핸즈|031-8218204|경기도 의정부시 부용로 9||||||||현대차블루핸즈 신곡점|(금오동)|||160405
현대차블루핸즈|신길남부점|||현대자동차서비스블루핸즈|02-8422715|서울특별시 영등포구 신길로 65-1||||||||현대차블루핸즈 신길남부점||||160405
현대차블루핸즈|신내점|||현대자동차서비스블루핸즈|02-4958664|서울특별시 중랑구 봉화산로 226||||||||현대차블루핸즈 신내점|(신내동)|||160405
현대차블루핸즈|신당중부점|||현대자동차서비스블루핸즈|053583-8205|대구광역시 달서구 달구벌대로 1206||||||||현대차블루핸즈 신당중부점|(신당동)|||160405
현대차블루핸즈|신라자동차1급정비|||현대자동차서비스블루핸즈|055-6740330|경상남도 고성군 고성읍 남해안대로 2524||마이티;중형트럭;카운티;쏠라티||||||현대차블루핸즈 신라자동차1급정비||||160405
현대차블루핸즈|신림점|||현대자동차서비스블루핸즈|02-866-8204|서울특별시 관악구 남부순환로 1499||||||||현대차블루핸즈 신림점|(신림동)|||160405
현대차블루핸즈|신목로점|||현대자동차서비스블루핸즈|0226548000|서울특별시 양천구 신목로 26||||||||현대차블루핸즈 신목로점|(신정동)|||160405
현대차블루핸즈|신봉점|||현대자동차서비스블루핸즈|054-5368510|경상북도 상주시 상산로 102||||||||현대차블루핸즈 신봉점|(신봉동)|||160405
현대차블루핸즈|신봉점|||현대자동차서비스블루핸즈|031-2641722|경기도 용인시 수지구 수지로227번길 2||||||||현대차블루핸즈 신봉점|(신봉동)|||160405
현대차블루핸즈|신사점|||현대자동차서비스블루핸즈|02-5158161|서울특별시 강남구 압구정로4길 14||||||||현대차블루핸즈 신사점|(신사동)|||160405
현대차블루핸즈|신설점|||현대자동차서비스블루핸즈|02-9240311|서울특별시 동대문구 왕산로 31||||||||현대차블루핸즈 신설점|(신설동,1층)|||160405
현대차블루핸즈|신성자동차정비공장|||현대자동차서비스블루핸즈|031-9537788|경기도 파주시 문산읍 문향로84번길 6||||||||현대차블루핸즈 신성자동차정비공장||||160405
현대차블루핸즈|신성종합자동차정비|||현대자동차서비스블루핸즈|055-5368558|경상남도 창녕군 영산면 영산도천로 400||마이티;카운티;쏠라티||||||현대차블루핸즈 신성종합자동차정비||||160405
현대차블루핸즈|신신자동차정비공장|||현대자동차서비스블루핸즈|053471-6611|대구광역시 남구 봉덕로 32||||||||현대차블루핸즈 신신자동차정비공장|(봉덕동)|||160405
현대차블루핸즈|신안원지점|||현대자동차서비스블루핸즈|055-9740971|경상남도 산청군 신안면 원지로 38||||||||현대차블루핸즈 신안원지점||||160405
현대차블루핸즈|신안점|||현대자동차서비스블루핸즈|055-7416464|경상남도 진주시 신안로 18||||||||현대차블루핸즈 신안점|(신안동)|||160405
현대차블루핸즈|신영자동차공업|||현대자동차서비스블루핸즈|031421-6900|경기도 안양시 동안구 벌말로 91||||||||현대차블루핸즈 신영자동차공업|(관양동)|||160405
현대차블루핸즈|신월남부점|||현대자동차서비스블루핸즈|0226957673|서울특별시 양천구 가로공원로 142-1||||||||현대차블루핸즈 신월남부점|(신월동)|||160405
현대차블루핸즈|신월대형점|||현대자동차서비스블루핸즈|02-26074343|서울특별시 양천구 남부순환로 563||마이티;중형트럭;대형트럭;카운티;쏠라티||||||현대차블루핸즈 신월대형점|(신월동)|||160405
현대차블루핸즈|신월점|||현대자동차서비스블루핸즈|055-2818572|경상남도 창원시 의창구 신사로35번길 26||||||||현대차블루핸즈 신월점|(신월동)|||160405
현대차블루핸즈|신월점|||현대자동차서비스블루핸즈|061-6412600|전라남도 여수시 신월로 569||||||||현대차블루핸즈 신월점|(신월동)|||160405
현대차블루핸즈|신월중부점|||현대자동차서비스블루핸즈|0226037784|서울특별시 양천구 오목로 13||||||||현대차블루핸즈 신월중부점|(신월동)|||160405
현대차블루핸즈|신장점|||현대자동차서비스블루핸즈|031-6630955|경기도 평택시 신장로 176||||||||현대차블루핸즈 신장점|(신장동)|||160405
현대차블루핸즈|신정남부점|||현대자동차서비스블루핸즈|052-2572217|울산광역시 남구 돋질로 111||||||||현대차블루핸즈 신정남부점|(신정동)|||160405
현대차블루핸즈|신정서부점|||현대자동차서비스블루핸즈|0226528271|서울특별시 양천구 목동남로 72||||||||현대차블루핸즈 신정서부점|(신정동)|||160405
현대차블루핸즈|신정중부점|||현대자동차서비스블루핸즈|052257-8272|울산광역시 남구 팔등로 3||||||||현대차블루핸즈 신정중부점|(신정동)|||160405
현대차블루핸즈|신정중부점|||현대자동차서비스블루핸즈|0226958201|서울특별시 양천구 신정중앙로 40||||||||현대차블루핸즈 신정중부점|(신정동)|||160405
현대차블루핸즈|신창진흥점|||현대자동차서비스블루핸즈|062-9613111|광주광역시 광산구 북문대로 482||||||||현대차블루핸즈 신창진흥점|(신창동)|||160405
현대차블루핸즈|신창현대서비스|||현대자동차서비스블루핸즈|041-8579977|충청남도 공주시 우금티로 616||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 신창현대서비스|(금학동)|||160405
현대차블루핸즈|신천점|||현대자동차서비스블루핸즈|053-9528204|대구광역시 동구 동부로 51||||||||현대차블루핸즈 신천점|(신천동)|||160405
현대차블루핸즈|신천점|||현대자동차서비스블루핸즈|031313-2040|경기도 시흥시 수인로3409번길 65||||||||현대차블루핸즈 신천점|(신천동)|||160405
현대차블루핸즈|신태인점|||현대자동차서비스블루핸즈|063571-5582|전라북도 정읍시 신태인읍 신태인중앙로 61||||||||현대차블루핸즈 신태인점||||160405
현대차블루핸즈|신평점|||현대자동차서비스블루핸즈|051-2718257|부산광역시 사하구 하신중앙로 118||||||||현대차블루핸즈 신평점|(신평동)|||160405
현대차블루핸즈|신평점|||현대자동차서비스블루핸즈|041-3636070|충청남도 당진시 신평면 서해로 7137||||||||현대차블루핸즈 신평점||||160405
현대차블루핸즈|신포점|||현대자동차서비스블루핸즈|032888-7117|인천광역시 중구 인중로182번길 6-3||||||||현대차블루핸즈 신포점|(사동)|||160405
현대차블루핸즈|실촌점|||현대자동차서비스블루핸즈|031-7646611|경기도 광주시 곤지암읍 도척로 42||||||||현대차블루핸즈 실촌점|(삼리)|||160405
현대차블루핸즈|심곡점|||현대자동차서비스블루핸즈|032566-3557|인천광역시 서구 심곡로 3||||||||현대차블루핸즈 심곡점|(심곡동)|||160405
현대차블루핸즈|십정중부점|||현대자동차서비스블루핸즈|032-5018855|인천광역시 부평구 경원대로 1208||||||||현대차블루핸즈 십정중부점|(십정동)|||160405
현대차블루핸즈|쌍문점|||현대자동차서비스블루핸즈|02-9023827|서울특별시 도봉구 도당로 22||||||||현대차블루핸즈 쌍문점|(쌍문동)|||160405
현대차블루핸즈|쌍용점|||현대자동차서비스블루핸즈|041-5768204|충청남도 천안시 서북구 월봉7길 39||||||||현대차블루핸즈 쌍용점|(쌍용동)|||160405
현대차블루핸즈|쌍촌점|||현대자동차서비스블루핸즈|062-3758204|광주광역시 서구 천변좌하로484번길 2||||||||현대차블루핸즈 쌍촌점||||160405
현대차블루핸즈|아라동부점|||현대자동차서비스블루핸즈|064-7227982|제주특별자치도 제주시 간월동로 67||||||||현대차블루핸즈 아라동부점||||160405
현대차블루핸즈|아라점|||현대자동차서비스블루핸즈|064-7598272|제주특별자치도 제주시 아봉로 11||||||||현대차블루핸즈 아라점|(아라이동)|||160405
현대차블루핸즈|아산현대서비스|||현대자동차서비스블루핸즈|041-5311122|충청남도 아산시 온천대로 1790-9||||||||현대차블루핸즈 아산현대서비스||||160405
현대차블루핸즈|아영점|||현대자동차서비스블루핸즈|063-6368282|전라북도 남원시 아영면 인월장터로 225||||||||현대차블루핸즈 아영점||||160405
현대차블루핸즈|안강점|||현대자동차서비스블루핸즈|054-7638205|경상북도 경주시 안강읍 안강중앙로 40-1||||||||현대차블루핸즈 안강점||||160405
현대차블루핸즈|안면점|||현대자동차서비스블루핸즈|041-6734351|충청남도 태안군 안면읍 장터로 50-1||||||||현대차블루핸즈 안면점||||160405
현대차블루핸즈|안민점|||현대자동차서비스블루핸즈|055-2648204|경상남도 창원시 성산구 공단로 734||||||||현대차블루핸즈 안민점|(안민동)|||160405
현대차블루핸즈|안산점|||현대자동차서비스블루핸즈|061-6838292|전라남도 여수시 장성3길 10||||||||현대차블루핸즈 안산점|(안산동)|||160405
현대차블루핸즈|안성현대서비스|||현대자동차서비스블루핸즈|031-6710004|경기도 안성시 미양면 안성대로 697-16||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 안성현대서비스||||160405
현대차블루핸즈|안암점|||현대자동차서비스블루핸즈|02-9220700|서울특별시 성북구 안암로 107||||||||현대차블루핸즈 안암점|(안암동5가)|||160405
현대차블루핸즈|안양북부점|||현대자동차서비스블루핸즈|031-4428204|경기도 안양시 만안구 만안로 290-1||||||||현대차블루핸즈 안양북부점|(안양동)|||160405
현대차블루핸즈|안양현대서비스|||현대자동차서비스블루핸즈|031-4226300|경기도 안양시 동안구 흥안대로439번길 8||||||||현대차블루핸즈 안양현대서비스|(관양동)|||160405
현대차블루핸즈|안영점|||현대자동차서비스블루핸즈|042-5861393|대전광역시 중구 대둔산로 237||||||||현대차블루핸즈 안영점|(안영동)|||160405
현대차블루핸즈|안중현대서비스|||현대자동차서비스블루핸즈|031-6821900|경기도 평택시 오성면 서동대로 2061||마이티;카운티;쏠라티||||||현대차블루핸즈 안중현대서비스||||160405
현대차블루핸즈|야사점|||현대자동차서비스블루핸즈|054-3380003|경상북도 영천시 충효로 171||||||||현대차블루핸즈 야사점|(야사동)|||160405
현대차블루핸즈|약대점|||현대자동차서비스블루핸즈|032-6752254|경기도 부천시 중동로 365||||||||현대차블루핸즈 약대점||||160405
현대차블루핸즈|양남점|||현대자동차서비스블루핸즈|054-7757890|경상북도 경주시 양남면 나아3길 6-4||||||||현대차블루핸즈 양남점||||160405
현대차블루핸즈|양덕동부점|||현대자동차서비스블루핸즈|055-2978204|경상남도 창원시 마산회원구 합성옛길 42||||||||현대차블루핸즈 양덕동부점||||160405
현대차블루핸즈|양덕점|||현대자동차서비스블루핸즈|055-2968204|경상남도 창원시 마산회원구 양덕남9길 88||||||||현대차블루핸즈 양덕점|(양덕동)|||160405
현대차블루핸즈|양덕점|||현대자동차서비스블루핸즈|054253-8383|경상북도 포항시 북구 양덕동 천마로 46번길 28-8||||||||현대차블루핸즈 양덕점||||160405
현대차블루핸즈|양산소토점|||현대자동차서비스블루핸즈|055-3741800|경상남도 양산시 양산대로 1223||||||||현대차블루핸즈 양산소토점||||160405
현대차블루핸즈|양산점|||현대자동차서비스블루핸즈|062-5728504|광주광역시 북구 하서로 353||||||||현대차블루핸즈 양산점|(양산동)|||160405
현대차블루핸즈|양서점|||현대자동차서비스블루핸즈|031-7753055||경기도 양평군 양서면 양수리 542-7|||||||현대차블루핸즈 양서점||||160405
현대차블루핸즈|양양점|||현대자동차서비스블루핸즈|033-6711918|강원도 양양군 양양읍 동해대로 2865||||||||현대차블루핸즈 양양점||||160405
현대차블루핸즈|양재남부점|||현대자동차서비스블루핸즈|02-576-0097|서울특별시 서초구 마방로 36||||||||현대차블루핸즈 양재남부점|(양재동)|||160405
현대차블루핸즈|양재동부점|||현대자동차서비스블루핸즈|02-573-5872|서울특별시 서초구 바우뫼로 187||||||||현대차블루핸즈 양재동부점|(양재동)|||160405
