##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@쌍용자동차서비스프라자
쌍용자동차서비스프라자|양천|||쌍용자동차서비스프라자|||서울특별시 양천구 신정동 874-4|||||||쌍용자동차서비스프라자 양천||||160414
쌍용자동차서비스프라자|양평|||쌍용자동차서비스프라자|||경기도 양평군 양평읍 양근리 504-12|||||||쌍용자동차서비스프라자 양평|(양근로 75)|||160414
쌍용자동차서비스프라자|언양|||쌍용자동차서비스프라자|||울산광역시 울주군 삼남면 교동리 205-8|||||||쌍용자동차서비스프라자 언양|(울산역2길 70)|||160414
쌍용자동차서비스프라자|여수|||쌍용자동차서비스프라자|||전라남도 여수시 둔덕동 491-4|||||||쌍용자동차서비스프라자 여수|(좌수영로 486)|||160414
쌍용자동차서비스프라자|여주|||쌍용자동차서비스프라자|||경기도 여주군 여주읍 점봉리 429-45|||||||쌍용자동차서비스프라자 여주|46 (세종로 356-8)|||160414
쌍용자동차서비스프라자|여천|||쌍용자동차서비스프라자||전라남도 여수시 성산로 120||||||||쌍용자동차서비스프라자 여천||||160414
쌍용자동차서비스프라자|연제|||쌍용자동차서비스프라자||부산광역시 연제구 고분로 151||||||||쌍용자동차서비스프라자 연제||||160414
쌍용자동차서비스프라자|연천|||쌍용자동차서비스프라자|||경기도 연천군 전곡읍 전곡리 219-1|||||||쌍용자동차서비스프라자 연천|(전곡로 11)|||160414
쌍용자동차서비스프라자|영광|||쌍용자동차서비스프라자|||전라남도 영광군 영광읍 신하리 840-3|||||||쌍용자동차서비스프라자 영광|(천년로11길 5)|||160414
쌍용자동차서비스프라자|영덕|||쌍용자동차서비스프라자|||경상북도 영덕군 영덕읍 우곡리 344-3|||||||쌍용자동차서비스프라자 영덕|(덕곡천길 10)|||160414
쌍용자동차서비스프라자|영도|||쌍용자동차서비스프라자|||부산광역시 영도구 청학동 217-1|||||||쌍용자동차서비스프라자 영도||||160414
쌍용자동차서비스프라자|영동|||쌍용자동차서비스프라자|||충청북도 영동군 영동읍 회동리 352-5|||||||쌍용자동차서비스프라자 영동||||160414
쌍용자동차서비스프라자|영암|||쌍용자동차서비스프라자|||전라남도 영암군 덕진면 덕진리 199-15|||||||쌍용자동차서비스프라자 영암|(예향로 1727)|||160414
쌍용자동차서비스프라자|영월|||쌍용자동차서비스프라자|||강원도 영월군 영월읍 영흥리 960-5|||||||쌍용자동차서비스프라자 영월|(단종로 30)|||160414
쌍용자동차서비스프라자|영종|||쌍용자동차서비스프라자||인천광역시 인천 중구 백운로61번길 40||||||||쌍용자동차서비스프라자 영종||||160414
쌍용자동차서비스프라자|영주|||쌍용자동차서비스프라자|||경상북도 영주시 휴천1동 1732|||||||쌍용자동차서비스프라자 영주|(구성로88번길 216)|||160414
쌍용자동차서비스프라자|영천|||쌍용자동차서비스프라자|||경상북도 영천시 성내동 175-6|||||||쌍용자동차서비스프라자 영천|(최무선로 224)|||160414
쌍용자동차서비스프라자|예산|||쌍용자동차서비스프라자||충청남도 충남 예산군 예산읍 벚꽃로 98-4||||||||쌍용자동차서비스프라자 예산||||160414
쌍용자동차서비스프라자|예천|||쌍용자동차서비스프라자|||경상북도 예천군 예천읍 청복리 860-2|||||||쌍용자동차서비스프라자 예천|(양궁로 56)|||160414
쌍용자동차서비스프라자|오창|||쌍용자동차서비스프라자|||충청북도 청원군 오창읍 송대리 317-2|||||||쌍용자동차서비스프라자 오창|(양청송대길 127)|||160414
쌍용자동차서비스프라자|오천|||쌍용자동차서비스프라자||경상북도 포항시 남구 오천읍 원리897-1 (냉천로270번길 28) ||||||||쌍용자동차서비스프라자 오천||||160414
쌍용자동차서비스프라자|옥천|||쌍용자동차서비스프라자|||충청북도 옥천군 옥천읍 금구리 202-59|||||||쌍용자동차서비스프라자 옥천|(옥천로 1563-5)|||160414
쌍용자동차서비스프라자|온산|||쌍용자동차서비스프라자||울산광역시 온산읍 덕남로 52||||||||쌍용자동차서비스프라자 온산||||160414
쌍용자동차서비스프라자|완도|||쌍용자동차서비스프라자|||전라남도 완도군 완도읍 가용리 1065-5|||||||쌍용자동차서비스프라자 완도|(개포로159번길 17-8)|||160414
쌍용자동차서비스프라자|왜관|||쌍용자동차서비스프라자|||경상북도 칠곡군 왜관읍 왜관리 1185-10|||||||쌍용자동차서비스프라자 왜관||||160414
쌍용자동차서비스프라자|용당|||쌍용자동차서비스프라자|||전라남도 목포시 용당동 1184-2|||||||쌍용자동차서비스프라자 용당|(목포시 용당동 1184-2)|||160414
쌍용자동차서비스프라자|용봉|||쌍용자동차서비스프라자|||광주광역시 북구 용봉동 1337-5|||||||쌍용자동차서비스프라자 용봉|(설죽로 265)|||160414
쌍용자동차서비스프라자|용산|||쌍용자동차서비스프라자|||서울특별시 용산구 갈월동 69-108|||||||쌍용자동차서비스프라자 용산|(한강대로 317)|||160414
쌍용자동차서비스프라자|용인|||쌍용자동차서비스프라자|||경기도 용인시 기흥구 중동 705-3|||||||쌍용자동차서비스프라자 용인|(어정로 134-18)|||160414
쌍용자동차서비스프라자|울산중구|||쌍용자동차서비스프라자|||울산광역시 중구 서동 56-6|||||||쌍용자동차서비스프라자 울산중구|(북부순환도로 842)|||160414
쌍용자동차서비스프라자|울진|||쌍용자동차서비스프라자|||경상북도 울진군 울진읍 읍남리 353-4|||||||쌍용자동차서비스프라자 울진|(토일1길 70-2)|||160414
쌍용자동차서비스프라자|웅상|||쌍용자동차서비스프라자||경상남도 경남 양산시 웅상대로 785||||||||쌍용자동차서비스프라자 웅상||||160414
쌍용자동차서비스프라자|원곡|||쌍용자동차서비스프라자|||경기도 안산시 원곡동 995-2|||||||쌍용자동차서비스프라자 원곡|(삼일로 187-1)|||160414
쌍용자동차서비스프라자|원주단계|||쌍용자동차서비스프라자||강원도 원주시 원문로 202||||||||쌍용자동차서비스프라자 원주단계||||160414
쌍용자동차서비스프라자|원주|||쌍용자동차서비스프라자|||강원도 원주시 단구동 576|||||||쌍용자동차서비스프라자 원주|(단구로 265)|||160414
쌍용자동차서비스프라자|원통|||쌍용자동차서비스프라자|||강원도 인제군 북면 원통리 465-1|||||||쌍용자동차서비스프라자 원통|(금강로18번길)|||160414
쌍용자동차서비스프라자|은평|||쌍용자동차서비스프라자|||서울특별시 은평구 응암3동 584-48|||||||쌍용자동차서비스프라자 은평|(가좌로 250)|||160414
쌍용자동차서비스프라자|음성|||쌍용자동차서비스프라자||충청북도 음성군 금왕읍 금석로 19||||||||쌍용자동차서비스프라자 음성||||160414
쌍용자동차서비스프라자|의성|||쌍용자동차서비스프라자|||경상북도 의성읍 원당리 243-2|||||||쌍용자동차서비스프라자 의성|(경북대로 5744)|||160414
쌍용자동차서비스프라자|의왕|||쌍용자동차서비스프라자|||경기도 의왕시 왕곡동 597-9|||||||쌍용자동차서비스프라자 의왕|(사천2길 16-1)|||160414
쌍용자동차서비스프라자|의정부|||쌍용자동차서비스프라자|||경기도 의정부시 녹양동 382-16|||||||쌍용자동차서비스프라자 의정부|(진등로 17)|||160414
쌍용자동차서비스프라자|이천|||쌍용자동차서비스프라자|||경기도 이천시 중리동 458-10|||||||쌍용자동차서비스프라자 이천|(이섭대천로1177번길 30)|||160414
쌍용자동차서비스프라자|익산|||쌍용자동차서비스프라자|||전라북도 익산시 남중동 323|||||||쌍용자동차서비스프라자 익산|(익산대로44길 1)|||160414
쌍용자동차서비스프라자|인천남구|||쌍용자동차서비스프라자|||인천광역시 남구 도화동 551-2|||||||쌍용자동차서비스프라자 인천남구|(경인로265번길 43)|||160414
쌍용자동차서비스프라자|인천서구|||쌍용자동차서비스프라자|||인천광역시 서구 오류동 55-4|||||||쌍용자동차서비스프라자 인천서구|(봉수대로 1458)|||160414
쌍용자동차서비스프라자|일산동구|||쌍용자동차서비스프라자||경기도 고양시 일산동구 경의로 367||||||||쌍용자동차서비스프라자 일산동구|(마두동)|||160414
쌍용자동차서비스프라자|일산|||쌍용자동차서비스프라자|||경기도 고양시 일산동구 식사동 504-5|||||||쌍용자동차서비스프라자 일산|(고양대로1119번길 41)|||160414
쌍용자동차서비스프라자|장성|||쌍용자동차서비스프라자|||전라남도 장성군 장성읍 영천리 1473-12|||||||쌍용자동차서비스프라자 장성|(역전로 130)|||160414
쌍용자동차서비스프라자|장안|||쌍용자동차서비스프라자||경기도 경기도 수원시 장안구 경수대로 1075||||||||쌍용자동차서비스프라자 장안||||160414
쌍용자동차서비스프라자|장유|||쌍용자동차서비스프라자|||경상남도 김해시 부곡동 317-4|||||||쌍용자동차서비스프라자 장유|(장유로 87)|||160414
쌍용자동차서비스프라자|정관|||쌍용자동차서비스프라자||부산광역시 정관읍 정관산업로 1123||||||||쌍용자동차서비스프라자 정관||||160414
쌍용자동차서비스프라자|정읍|||쌍용자동차서비스프라자|||전라북도 정읍시 농소동 48-63|||||||쌍용자동차서비스프라자 정읍|(벚꽃로 23)|||160414
쌍용자동차서비스프라자|제주|||쌍용자동차서비스프라자||제주도 제주시 노형동 1100로 3218||||||||쌍용자동차서비스프라자 제주||||160414
쌍용자동차서비스프라자|제천|||쌍용자동차서비스프라자||충청북도 제천시 내토로40나길 4||||||||쌍용자동차서비스프라자 제천||||160414
쌍용자동차서비스프라자|조치원|||쌍용자동차서비스프라자|||충청남도 연기군 조치원읍 서창리 295|||||||쌍용자동차서비스프라자 조치원|- 5 (돌마루5길 10)|||160414
쌍용자동차서비스프라자|종로|||쌍용자동차서비스프라자|||서울특별시 종로구 권농동 123|||||||쌍용자동차서비스프라자 종로|(율곡로10길 5)|||160414
쌍용자동차서비스프라자|중랑|||쌍용자동차서비스프라자||서울특별시 중랑구 중랑천로 182-1||||||||쌍용자동차서비스프라자 중랑||||160414
쌍용자동차서비스프라자|중리|||쌍용자동차서비스프라자||경상남도 창원시 마산회원구 내서읍 중리1117-1 (광려천남로 13) ||||||||쌍용자동차서비스프라자 중리||||160414
쌍용자동차서비스프라자|중흥|||쌍용자동차서비스프라자|||광주광역시 북구 중흥동 682-9|||||||쌍용자동차서비스프라자 중흥|(무등로262번길 61)|||160414
쌍용자동차서비스프라자|진도|||쌍용자동차서비스프라자|||전라남도 진도군 진도읍 쌍정리 257-3|||||||쌍용자동차서비스프라자 진도|(쌍정1길 8)|||160414
쌍용자동차서비스프라자|진량|||쌍용자동차서비스프라자|||경상북도 경산시 진량읍 부기리 365-1|||||||쌍용자동차서비스프라자 진량|(대학로 1334)|||160414
쌍용자동차서비스프라자|진안|||쌍용자동차서비스프라자|||전라북도 진안군 진안읍 311-4|||||||쌍용자동차서비스프라자 진안|(진무로 1008)|||160414
쌍용자동차서비스프라자|진영|||쌍용자동차서비스프라자||경상남도 김해시 진영읍 김해대로332번길 13-10||||||||쌍용자동차서비스프라자 진영||||160414
쌍용자동차서비스프라자|진접|||쌍용자동차서비스프라자|||경기도 남양주시 진접읍 팔야리 565|||||||쌍용자동차서비스프라자 진접|(금강로 1875)|||160414
쌍용자동차서비스프라자|진주|||쌍용자동차서비스프라자||경상남도 진주시 말티고개로100번길 16-12||||||||쌍용자동차서비스프라자 진주||||160414
쌍용자동차서비스프라자|진천|||쌍용자동차서비스프라자|||충청북도 진천군 진천읍 장관리 5-6|||||||쌍용자동차서비스프라자 진천||||160414
쌍용자동차서비스프라자|진해|||쌍용자동차서비스프라자|||경상남도 진해구 풍호동 750-15|||||||쌍용자동차서비스프라자 진해||||160414
쌍용자동차서비스프라자|창녕|||쌍용자동차서비스프라자|||경상남도 창녕군 창녕읍 말흘리 712-6|||||||쌍용자동차서비스프라자 창녕|(화왕산로 180-5)|||160414
쌍용자동차서비스프라자|창원|||쌍용자동차서비스프라자||경상남도 창원시 성산구 마디미로70번길 5||||||||쌍용자동차서비스프라자 창원||||160414
쌍용자동차서비스프라자|천안|||쌍용자동차서비스프라자|||충청남도 천안시 성정동 153블럭4롯드 |||||||쌍용자동차서비스프라자 천안||||160414
쌍용자동차서비스프라자|철원|||쌍용자동차서비스프라자|||강원도 철원군 동송읍 684-48|||||||쌍용자동차서비스프라자 철원|50 (금학로210번길 8-18)|||160414
쌍용자동차서비스프라자|첨단|||쌍용자동차서비스프라자|||광주광역시 북구 대촌동 628-3|||||||쌍용자동차서비스프라자 첨단|(삼소로 179)|||160414
쌍용자동차서비스프라자|청당|||쌍용자동차서비스프라자|||충청남도 천안시 목천읍 삼성리 203-9|||||||쌍용자동차서비스프라자 청당|(삼성4길 39)|||160414
쌍용자동차서비스프라자|청도|||쌍용자동차서비스프라자|||경상북도 청도군 청도읍 송읍리 526-1|||||||쌍용자동차서비스프라자 청도|(새마을로 1398)|||160414
쌍용자동차서비스프라자|청주|||쌍용자동차서비스프라자||충청북도 청주시 서원구 청남로 1833-50||||||||쌍용자동차서비스프라자 청주|(미평동)|||160414
쌍용자동차서비스프라자|청평|||쌍용자동차서비스프라자|||경기도 가평군 청평면 청평리 432-76|||||||쌍용자동차서비스프라자 청평|(여울길 24)|||160414
쌍용자동차서비스프라자|충효|||쌍용자동차서비스프라자|||경상북도 경주시 충효동 543-1|||||||쌍용자동차서비스프라자 충효|(태종로 410)|||160414
쌍용자동차서비스프라자|칠곡|||쌍용자동차서비스프라자|||대구광역시 북구 태전동 148-6|||||||쌍용자동차서비스프라자 칠곡|(태전로 18)|||160414
쌍용자동차서비스프라자|태백|||쌍용자동차서비스프라자||강원도 태백시 태백로 608||||||||쌍용자동차서비스프라자 태백|(화전동)|||160414
쌍용자동차서비스프라자|태안|||쌍용자동차서비스프라자|||충청남도 태안군 태안읍 동문리 885-6|||||||쌍용자동차서비스프라자 태안|(중앙로 176)|||160414
쌍용자동차서비스프라자|통영|||쌍용자동차서비스프라자|||경상남도 통영시 무전동 406|||||||쌍용자동차서비스프라자 통영|(안개4길 117)|||160414
쌍용자동차서비스프라자|파주|||쌍용자동차서비스프라자|||경기도 파주시 아동동 87-1|||||||쌍용자동차서비스프라자 파주|(통일로 578)|||160414
쌍용자동차서비스프라자|팔달|||쌍용자동차서비스프라자||경기도 경기 수원시 팔달구 경수대로 698||||||||쌍용자동차서비스프라자 팔달|( (우만동)|||160414
쌍용자동차서비스프라자|팔용|||쌍용자동차서비스프라자|||경상남도 창원시 팔용동 165-12|||||||쌍용자동차서비스프라자 팔용|(사화로17번길 21)|||160414
쌍용자동차서비스프라자|평창|||쌍용자동차서비스프라자||강원도 평창군 진부면 진부중앙로 161||||||||쌍용자동차서비스프라자 평창||||160414
쌍용자동차서비스프라자|평택|||쌍용자동차서비스프라자|||경기도 평택시 합정동 422-1|||||||쌍용자동차서비스프라자 평택||||160414
쌍용자동차서비스프라자|평화|||쌍용자동차서비스프라자|||전라북도 전주시 완산구 평화동2가 844-3|||||||쌍용자동차서비스프라자 평화|(맏내로 149)|||160414
쌍용자동차서비스프라자|포천|||쌍용자동차서비스프라자|||경기도 포천시 선단동 153-9|||||||쌍용자동차서비스프라자 포천|(호국로 1097)|||160414
쌍용자동차서비스프라자|포항남구|||쌍용자동차서비스프라자|||경상북도 포항시 남구 대잠동 909-8|||||||쌍용자동차서비스프라자 포항남구|(새천년대로 409)|||160414
쌍용자동차서비스프라자|하남|||쌍용자동차서비스프라자|||경기도 하남시 신장동 303-9|||||||쌍용자동차서비스프라자 하남|(신평로 180)|||160414
쌍용자동차서비스프라자|하단|||쌍용자동차서비스프라자|||부산광역시 사하구 하단동 611-49|||||||쌍용자동차서비스프라자 하단|50 (동매로 71)|||160414
쌍용자동차서비스프라자|하동|||쌍용자동차서비스프라자|||경상남도 하동군 하동읍 비파리 738|||||||쌍용자동차서비스프라자 하동|(군청로 85)|||160414
쌍용자동차서비스프라자|함안|||쌍용자동차서비스프라자|||경상남도 함안군 가야읍 광정리 308-1|||||||쌍용자동차서비스프라자 함안|8 (함안대로 456)|||160414
쌍용자동차서비스프라자|함양|||쌍용자동차서비스프라자|||경상남도 함양군 함양읍 운림리 337-3|||||||쌍용자동차서비스프라자 함양|(상림1길 18)|||160414
쌍용자동차서비스프라자|함평|||쌍용자동차서비스프라자||전라남도 전남 함평군 함평읍 함장로 1202-9||||||||쌍용자동차서비스프라자 함평||||160414
쌍용자동차서비스프라자|해남|||쌍용자동차서비스프라자||전라남도 해남군 해남읍 중앙1로 432||||||||쌍용자동차서비스프라자 해남||||160414
쌍용자동차서비스프라자|해룡|||쌍용자동차서비스프라자|||전라남도 순천시 해룡면 대안리 930-5|||||||쌍용자동차서비스프라자 해룡||||160414
쌍용자동차서비스프라자|해운대|||쌍용자동차서비스프라자|||부산광역시 해운대구 중동 290-11|||||||쌍용자동차서비스프라자 해운대|(좌동로10번길 52-3)|||160414
쌍용자동차서비스프라자|행신|||쌍용자동차서비스프라자|||경기도 고양시 덕양구 행신동 709|||||||쌍용자동차서비스프라자 행신|(무원로 8)|||160414
쌍용자동차서비스프라자|현풍|||쌍용자동차서비스프라자|||대구광역시 달성군 현풍면 원교리 131-3|||||||쌍용자동차서비스프라자 현풍|309-2 (비슬로 608-1)|||160414
쌍용자동차서비스프라자|호룡|||쌍용자동차서비스프라자|||경기도 평택시 독곡동 398-41|||||||쌍용자동차서비스프라자 호룡|(탄현로 387)|||160414
쌍용자동차서비스프라자|호원|||쌍용자동차서비스프라자|||경기도 의정부시 호원동 309-6|||||||쌍용자동차서비스프라자 호원|(신흥로 67)|||160414
쌍용자동차서비스프라자|홍성|||쌍용자동차서비스프라자|||충청남도 홍성군 홍성읍 월산리 59-1|||||||쌍용자동차서비스프라자 홍성|(월계1길 6)|||160414
쌍용자동차서비스프라자|홍천|||쌍용자동차서비스프라자|||강원도 홍천군 홍천읍 갈마곡리 489-3|||||||쌍용자동차서비스프라자 홍천|(설악로 1800)|||160414
쌍용자동차서비스프라자|화서|||쌍용자동차서비스프라자|||경기도 수원시 팔달구 화서동 737|||||||쌍용자동차서비스프라자 화서||||160414
쌍용자동차서비스프라자|화성|||쌍용자동차서비스프라자||경기도 화성시 팔탄면 삼천병마로 518-2||||||||쌍용자동차서비스프라자 화성||||160414
쌍용자동차서비스프라자|화성우정|||쌍용자동차서비스프라자||경기도 화성시 장안면 기아자동차로 649-14||||||||쌍용자동차서비스프라자 화성우정||||160414
쌍용자동차서비스프라자|화순|||쌍용자동차서비스프라자|||전라남도 화순군 화순읍 교리 209-1|||||||쌍용자동차서비스프라자 화순|(쌍충로 113)|||160414
쌍용자동차서비스프라자|화원|||쌍용자동차서비스프라자|||대구광역시 달성군 화원읍 명곡리 190|||||||쌍용자동차서비스프라자 화원|(비슬로 2496)|||160414
쌍용자동차서비스프라자|화천|||쌍용자동차서비스프라자|||강원도 화천군 하남면 용암리 1126-9|||||||쌍용자동차서비스프라자 화천|(춘화로 3258)|||160414
쌍용자동차서비스프라자|황금|||쌍용자동차서비스프라자|||대구광역시 수성구 중동 72-3|||||||쌍용자동차서비스프라자 황금|(희망로 144)|||160414
쌍용자동차서비스프라자|후평|||쌍용자동차서비스프라자|||강원도 춘천시 후평1동 292-4|||||||쌍용자동차서비스프라자 후평|(춘천로 391)|||160414
