##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@전문도매시장
간성시장||128.4672371|38.3783643|전문도매시장||강원도 고성군 간성시장3길 7-2||공동시장;소형시장(점포 100개 미만);||||||간성시장||||90303
강릉동부시장||128.8979012|37.7568508|전문도매시장||강원도 강릉시 수문길19번옆길 12-1||법인시장;중형시장(점포 100~499개);||||||강릉동부시장||||90303
강릉서부시장||128.8908612|37.7550085|전문도매시장||강원도 강릉시 임영로 155번길 6||법인시장;소형시장(점포 100개 미만);||||||강릉서부시장||||90303
강릉성남시장||128.8985537|37.7535607|전문도매시장||강원도 강릉시 중앙시장길 24-2||공동시장;중형시장(점포 100~499개);||||||강릉성남시장||||90303
동쪽바다중앙시장||129.1089492|37.5508313|전문도매시장||강원도 동해시 중앙시장길 12||공동시장;중형시장(점포 100~499개);||||||동쪽바다중앙시장||||90303
미로예술원주중앙시장||127.948753|37.3500385|전문도매시장||강원도 원주시 중앙시장길 6||법인시장;중형시장(점포 100~499개);|||||원주중앙시장|미로예술원주중앙시장||||90303
북평민속시장||129.1250137|37.4837244|전문도매시장||강원도 동해시 오일장길 32||공동시장;중형시장(점포 100~499개);||||||북평민속시장||||90303
삼척번개시장||129.16665|37.4411987|전문도매시장||강원도 삼척시 중앙로 14-27||공동시장;소형시장(점포 100개 미만);||||||삼척번개시장||||90303
삼척중앙시장||129.1652027|37.4420951|전문도매시장||강원도 삼척시진주로 12-21||법인시장;중형시장(점포 100~499개);||||||삼척중앙시장||||90303
서부공설시장||128.4664678|37.1826695|전문도매시장||강원도 영월군 영월읍 서부시장길 8-1||공설시장;소형시장(점포 100개 미만);||||||서부공설시장||||90303
속초종합중앙시장||128.5901534|38.2044495|전문도매시장||강원도 속초시 중앙로147번길 16||공동시장;중형시장(점포 100~499개);||||||속초종합중앙시장||||90303
속초중앙전통시장||128.5893773|38.2047696|전문도매시장||강원도 속초시 중앙시장로6길 2||공동시장;중형시장(점포 100~499개);||||||속초중앙전통시장|외 127필지|||90303
신철원시장||127.3132256|38.146609|전문도매시장||강원도 철원군 갈말읍 삼부연로18번길 16-2||법인시장;소형시장(점포 100개 미만);||||||신철원시장||||90303
양구중앙시장||127.9892966|38.1040942|전문도매시장||강원도 양구군 중앙길 68||법인시장;소형시장(점포 100개 미만);||||||양구중앙시장||||90303
영월서부시장||128.4667398|37.1833136|전문도매시장||강원도 영월군 중앙로 30-1||공동시장;소형시장(점포 100개 미만);||||||영월서부시장||||90303
영월종합상가시장||128.4666955|37.1827011|전문도매시장|||강원도 영월군 영월읍 하송안 길 |법인시장;소형시장(점포 100개 미만);||||||영월종합상가시장||||90303
와수시장||127.4398009|38.2392454|전문도매시장||강원도 철원군 서면 와수로 184번길 6-3||법인시장;소형시장(점포 100개 미만);||||||와수시장||||90303
임계사통팔달시장||128.8733065|37.4890961|전문도매시장||강원도 정선군 송계3길 12||공동시장;소형시장(점포 100개 미만);||||||임계사통팔달시장||||90303
자유시장||127.948704|37.3507413|전문도매시장||강원도 원주시 중앙시장길 11||법인시장;중형시장(점포 100~499개);||||||자유시장||||90303
장성중앙시장||129.0097928|37.100717|전문도매시장||강원도 태백시 장성1길 190||공동시장;중형시장(점포 100~499개);||||||장성중앙시장||||90303
정선사북시장||128.8007477|37.2207168|전문도매시장||강원도 정선군 사북읍 사북2길 6||공동시장;소형시장(점포 100개 미만);||||||정선사북시장|- 1|||90303
정선아리랑시장||128.6647828|37.3810796|전문도매시장||강원도 정선군 정선읍 봉양7길 39||공동시장;중형시장(점포 100~499개);||||||정선아리랑시장||||90303
주문진건어물시장||128.8278319|37.8926342|전문도매시장||강원도 강릉시 주문진읍 해안로 1748||공동시장;중형시장(점포 100~499개);||||||주문진건어물시장||||90303
주문진수산시장||128.8278609|37.8910555|전문도매시장||강원도 강릉시주문진읍 시장1길 4||법인시장;소형시장(점포 100개 미만);||||||주문진수산시장|- 1|||90303
주문진종합시장||128.8268202|37.8912268|전문도매시장||강원도 강릉시 주문진읍 구시장길 8||공동시장;중형시장(점포 100~499개);||||||주문진종합시장|- 1|||90303
진부전통시장||128.558152|37.6370025|전문도매시장||강원도 평창군 진부면 진부새싹길 28||공동시장;중형시장(점포 100~499개);||||||진부전통시장|- 7|||90303
춘천남부시장||127.7257638|37.8705169|전문도매시장||강원도 춘천시 공지로 367||법인시장;소형시장(점포 100개 미만);||||||춘천남부시장||||90303
춘천동부시장||127.7341235|37.8772117|전문도매시장||강원도 춘천시 동부시장길 8||법인시장;중형시장(점포 100~499개);||||||춘천동부시장||||90303
춘천서부시장||127.7246195|37.8847783|전문도매시장||강원도 춘천시 서부대성로 12||법인시장;소형시장(점포 100개 미만);||||||춘천서부시장||||90303
평창올림픽시장||128.394549|37.3668298|전문도매시장||강원도 평창군 평창읍 평창시장1길 10||공동시장;소형시장(점포 100개 미만);|||||평창전통시장|평창올림픽시장||||90303
횡성시장||127.9866799|37.4898313|전문도매시장|||강원도 횡성군 횡성읍 읍상리 277-3|법인시장;중형시장(점포 100~499개);||||||횡성시장||||90303
후평일단지시장||127.7461249|37.8809126|전문도매시장||강원도 춘천시 후평길 104||공동시장;소형시장(점포 100개 미만);||||||후평일단지시장||||90303
강남시장||126.7813182|37.5070753|전문도매시장||경기도 부천시 옥산로154번길 20||공동시장;중형시장(점포 100~499개);||||||강남시장||||90303
고리울동굴시장||126.8226901|37.5258102|전문도매시장||경기도 부천시 고리울로64번길 27||공동시장;소형시장(점포 100개 미만);||||||고리울동굴시장||||90303
관고전통시장||127.4403575|37.2807775|전문도매시장||경기도 이천시 중리천로 31번길 22||공동시장;중형시장(점포 100~499개);||||||관고전통시장||||90303
구천동공구상가||127.0178329|37.2724437|전문도매시장||경기도 수원시 팔달구 매산로 161||공동시장;소형시장(점포 100개 미만);||||||구천동공구상가||||90303
권선종합시장||127.0247579|37.25594|전문도매시장||경기도 수원시 권선구 세권로 185||공동시장;중형시장(점포 100~499개);||||||권선종합시장||||90303
금촌전통시장||126.7743725|37.7642011|전문도매시장||경기도 파주시 금정 24길 18-6||공동시장;소형시장(점포 100개 미만);||||||금촌전통시장||||90303
금호시장||127.1166617|37.3762615|전문도매시장||경기도 성남시 분당구 내정로 165번길 38||공동시장;중형시장(점포 100~499개);||||||금호시장||||90303
남문패션1번가시장||127.0160167|37.2762278|전문도매시장||경기도 수원시 팔달구 중부대로13번길 7||공동시장;중형시장(점포 100~499개);||||||남문패션1번가시장||||90303
능곡시장||||전문도매시장||경기도 고양시 덕양구 능곡로 12의 9||법인시장;중형시장(점포 100~499개);||||||능곡시장||||90303
단대전통시장||127.1623717|37.4451642|전문도매시장||경기도 성남시 중원구 광명로 289||공동시장;소형시장(점포 100개 미만);||||||단대전통시장||||90303
덕이동로데오메인타운||||전문도매시장||경기도 고양시 일산서구 탄중로 111||소형시장(점포 100개 미만);||||||덕이동로데오메인타운||||90303
덕이동패션1번지||||전문도매시장||경기도 고양시 일산서구 덕이동 탄중로101번길 13||공동시장;소형시장(점포 100개 미만);||||||덕이동패션1번지||||90303
덕풍전통시장||127.2035042|37.5417785|전문도매시장||경기도 하남시 수리북로 22||공동시장;중형시장(점포 100~499개);||||||덕풍전통시장||||90303
동두천큰시장||127.0520902|37.900451|전문도매시장||경기도 동두천시 큰시장로 52||공동시장;중형시장(점포 100~499개);||||||동두천큰시장||||90303
매산시장||127.0032978|37.2671401|전문도매시장||경기도 수원시 팔달구 매산로 16||공동시장;소형시장(점포 100개 미만);||||||매산시장||||90303
모란종합시장||127.1388351|37.4340286|전문도매시장||경기도 성남시 중원구 둔촌대로 79||법인시장;소형시장(점포 100개 미만);||||||모란종합시장||||90303
못골종합시장||127.0198219|37.2763511|전문도매시장||경기도 수원시 팔달구 수원천로 258번길 10의 12||공동시장;소형시장(점포 100개 미만);||||||못골종합시장||||90303
미나리광시장||127.0196232|37.2772406|전문도매시장||경기도 수원시 팔달구 수원천로 266의 4||공동시장;소형시장(점포 100개 미만);||||||미나리광시장||||90303
박달시장||126.9096111|37.4046107|전문도매시장||경기도 안양시 만안구 양화로 132-3||공동시장;중형시장(점포 100~499개);||||||박달시장||||90303
부천역지하도상가||126.7823107|37.4845435|전문도매시장||경기도 부천시 부천로 3||중형시장(점포 100~499개);||||||부천역지하도상가||||90303
부천자유시장||126.7798876|37.4839221|전문도매시장||경기도 부천시 소사구 자유로 33||공동시장;중형시장(점포 100~499개);||||||부천자유시장||||90303
부천제일시장||126.8105762|37.5282135|전문도매시장||경기도 부천시 고강로40번길 55||공동시장;중형시장(점포 100~499개);||||||부천제일시장||||90303
부천중동시장||126.7645709|37.4949311|전문도매시장||경기도 부천시 부흥로 200번길 28||공동시장;소형시장(점포 100개 미만);||||||부천중동시장||||90303
부천한신시장||126.7980454|37.4731129|전문도매시장||경기도 부천시 은성로 76번길 10||공동시장;소형시장(점포 100개 미만);||||||부천한신시장||||90303
북수원시장||126.9923908|37.3068872|전문도매시장||경기도 수원시 장안구 파장로 82번길 9||공동시장;중형시장(점포 100~499개);||||||북수원시장||||90303
소사종합시장||126.800017|37.4802924|전문도매시장||경기도 부천시 호현로 474번길 27||공동시장;소형시장(점포 100개 미만);||||||소사종합시장||||90303
시민상가시장||127.0179846|37.2766458|전문도매시장||경기도 수원시 팔달구 팔달문로4번길 23||공동시장;소형시장(점포 100개 미만);||||||시민상가시장||||90303
신장전통시장||127.2069721|37.5378624|전문도매시장||경기도 하남시 신장1로3번길 42||공동시장;소형시장(점포 100개 미만);||||||신장전통시장||||90303
신중동문화거리||||전문도매시장||경기도 부천시 중동로254번길 81||중형시장(점포 100~499개);||||||신중동문화거리||||90303
신흥시장||126.771013|37.5155112|전문도매시장||경기도 부천시 오정구 평천로721번길 14-2||공동시장;소형시장(점포 100개 미만);||||||신흥시장||||90303
안산시시민시장||126.8052733|37.3250378|전문도매시장||경기도 안산시 단원구 화랑로 149||공설시장;중형시장(점포 100~499개);||||||안산시시민시장||||90303
안양남부시장||126.9249443|37.3959009|전문도매시장||경기도 안양시 만안구 장내로 140번길 51||공동시장;중형시장(점포 100~499개);||||||안양남부시장||||90303
야탑에이스코아시장||127.1259514|37.4094716|전문도매시장||경기도 성남시 분당구 야탑로 64||공동시장;소형시장(점포 100개 미만);||||||야탑에이스코아시장||||90303
여주375아울렛상점가||||전문도매시장||경기도 여주시 명품로 316-8||중형시장(점포 100~499개);||||||여주375아울렛상점가||||90303
여주한글시장||127.634657|37.2973565|전문도매시장||경기도 여주시 세종로14번길 24-1||중형시장(점포 100~499개);|||||여주중앙로상점가|여주한글시장||||90303
역곡남부시장||126.8112342|37.4827423|전문도매시장||경기도 부천시 부광로16번길 33||공동시장;소형시장(점포 100개 미만);||||||역곡남부시장||||90303
역곡상상시장||126.8122947|37.4872437|전문도매시장||경기도 부천시 원미구 부일로749번길 31||공동시장;중형시장(점포 100~499개);|||||역곡북부시장|역곡상상시장||||90303
연무시장||127.027101|37.2956727|전문도매시장||경기도 수원시 장안구 월드컵로 428번길 ||공동시장;중형시장(점포 100~499개);||||||연무시장||||90303
영동시장||127.0187071|37.276842|전문도매시장||경기도 수원시 팔달구 수원천로 255번길 6||법인시장;중형시장(점포 100~499개);||||||영동시장||||90303
오정시장||126.7856905|37.525941|전문도매시장||경기도 부천시 부천로 470번길 50||공동시장;소형시장(점포 100개 미만);||||||오정시장||||90303
용인중앙시장||127.2061932|37.2361628|전문도매시장||경기도 용인시 처인구 금령로107번길 13||공동시장;중대형시장(점포 500~999개);||||||용인중앙시장||||90303
운정가구타운/상점가||||전문도매시장||경기도 파주시 송학2길 62-2||소형시장(점포 100개 미만);||||||운정가구타운 상점가||||90303
원미부흥시장||126.7900581|37.4926144|전문도매시장||경기도 부천시 부천로 96번길 81||공동시장;소형시장(점포 100개 미만);||||||원미부흥시장||||90303
원미종합시장||126.7910089|37.4952903|전문도매시장||경기도 부천시 조종로 49번길 21-3||공동시장;중형시장(점포 100~499개);||||||원미종합시장||||90303
원종시장||126.8060899|37.5196571|전문도매시장||경기도 부천시 오정구 삼작로 400||공동시장;소형시장(점포 100개 미만);||||||원종시장||||90303
원종종합시장||126.8058605|37.5192862|전문도매시장||경기도 부천시 삼작로 394||공동시장;소형시장(점포 100개 미만);||||||원종종합시장||||90303
원종중앙시장||126.802305|37.525024|전문도매시장||경기도 부천시 성오로 124번길 47||공동시장;소형시장(점포 100개 미만);||||||원종중앙시장||||90303
정왕시장||||전문도매시장||경기도 시흥시 정왕시장길 51||공동시장;소형시장(점포 100개 미만);||||||정왕시장||||90303
지동시장||127.0192485|37.2775277|전문도매시장||경기도 수원시 팔달구 팔달문로 19||법인시장;중형시장(점포 100~499개);||||||지동시장||||90303
청과물시장||126.7780768|37.4815237|전문도매시장||경기도 부천시 경인로206번길 43||공동시장;소형시장(점포 100개 미만);||||||청과물시장||||90303
팔달문시장||127.0175481|37.2770865|전문도매시장||경기도 수원시 팔달구 정조로776번길 18||공동시장;중형시장(점포 100~499개);||||||팔달문시장||||90303
평촌역상가||126.963159|37.3932795|전문도매시장||경기도 안양시 동안구 관평로170번길 43||대형시장(점포 1,000개 이상);||||||평촌역상가|훼미리빌딩 7층|||90303
하대원시장||127.1422552|37.4273763|전문도매시장||경기도 성남시 마지로 118||공설시장;중형시장(점포 100~499개);||||||하대원시장||||90303
화서시장||127.0020589|37.2784869|전문도매시장||경기도 수원시 팔달구 동말로 72||공동시장;중형시장(점포 100~499개);||||||화서시장||||90303
거제고현시장||128.6236773|34.886256|전문도매시장||경상남도 거제시 중앙로 1883-2||법인시장;소형시장(점포 100개 미만);||||||거제고현시장||||90303
대현프리몰||128.5818251|35.2415939|전문도매시장||경상남도 창원시 마산 회원구 3·15대로 지하758||중형시장(점포 100~499개);||||||대현프리몰||||90303
반송시장||128.6791638|35.2392216|전문도매시장||경상남도 창원시 성산구 윈이대로 473번길 20-11||공동시장;중형시장(점포 100~499개);||||||반송시장||||90303
북마산가구시장||||전문도매시장||경상남도 창원시 마산합포구 북성로 17||법인시장;소형시장(점포 100개 미만);||||||북마산가구시장||||90303
성원그랜드쇼핑상가||128.6909737|35.2189876|전문도매시장||경상남도 창원시 성산구 동산로 124||공동시장;중대형시장(점포 500~999개);||||||성원그랜드쇼핑상가||||90303
옥수동새시장||128.7319265|34.8753957|전문도매시장||경상남도 거제시 능포로 136-2||공동시장;소형시장(점포 100개 미만);||||||옥수동새시장||||90303
유신종합상가||128.6267975|35.2075599|전문도매시장||경상남도 창원시 성산구 신촌로 21||공동시장;소형시장(점포 100개 미만);||||||유신종합상가||||90303
지리산함양시장||127.7290406|35.5185882|전문도매시장||경상남도 함양군 함양읍 용평 중앙길 20||법인시장;중형시장(점포 100~499개);||||||지리산함양시장||||90303
충무데파트||128.4242952|34.8457052|전문도매시장||경상남도 통영시 중앙로 160||중형시장(점포 100~499개);||||||충무데파트||||90303
하동공설시장||127.7480257|35.0699599|전문도매시장||경상남도 하동군 하동읍 시장 1길 12-2||공설시장;중형시장(점포 100~499개);||||||하동공설시장||||90303
화개장터||127.6243474|35.1887194|전문도매시장||경상남도 하동군 화개면 쌍계로 21||공동시장;중형시장(점포 100~499개);||||||화개장터||||90303
강구시장||129.3784026|36.3586714|전문도매시장||경상북도 영덕군 강구면 강구시장1길 ||공설시장;소형시장(점포 100개 미만);||||||강구시장||||90303
경산공설시장||128.7354575|35.8204809|전문도매시장||경상북도 경산시 경안로31길 19||공설시장;중형시장(점포 100~499개);||||||경산공설시장||||90303
경주중앙시장||129.2063901|35.8440361|전문도매시장||경상북도 경주시 금성로 295||공동시장;중대형시장(점포 500~999개);||||||경주중앙시장||||90303
고령대가야시장||128.266784|35.7269221|전문도매시장||경상북도 고령군 대가야읍 시장3길 29||법인시장;중형시장(점포 100~499개);||||||고령대가야시장||||90303
구미산업유통단지||128.4029757|36.1095364|전문도매시장||경상북도 구미시 3공단1로 302-7||법인시장;중대형시장(점포 500~999개);||||||구미산업유통단지||||90303
구미종합상가||128.3304413|36.130498|전문도매시장||경상북도 구미시 구미중앙로9길 7||법인시장;소형시장(점포 100개 미만);||||||구미종합상가||||90303
남부시장||129.35614|36.0126258|전문도매시장||경상북도 포항시 남구 상공로 43||공동시장;소형시장(점포 100개 미만);||||||남부시장||||90303
대해종합시장||129.3685585|36.0187978|전문도매시장|||경상북도 포항시 남구 해도동 79-1|공동시장;소형시장(점포 100개 미만);||||||대해종합시장||||90303
봉양시장||128.5815335|36.2992992|전문도매시장||경상북도 의성군 봉양면 도리원6길 9-1||공설시장;소형시장(점포 100개 미만);||||||봉양시장||||90303
봉화춘양시장||128.9139398|36.9371158|전문도매시장||경상북도 봉화군 춘양면 의양로 60||공설시장;중형시장(점포 100~499개);|||||춘양시장|봉화춘양시장||||90303
부곡맛고을상가||||전문도매시장||경상북도 김천시 부곡맛고을2길 5||중형시장(점포 100~499개);||||||부곡맛고을상가||||90303
상대종합시장||129.3611053|36.0199299|전문도매시장||경상북도 포항시 남구 양학천로 76번길 13||공동시장;소형시장(점포 100개 미만);||||||상대종합시장||||90303
선산봉황시장||128.3445734|36.119485|전문도매시장||경상북도 구미시 선산읍 단계동길 24||법인시장;중형시장(점포 100~499개);||||||선산봉황시장||||90303
성주시장||128.2858234|35.9156109|전문도매시장||경상북도 성주군 성주읍 시장길 43||공설시장;소형시장(점포 100개 미만);||||||성주시장||||90303
신영주번개시장||128.6229|36.8123833|전문도매시장||경상북도 영주시 선비로79번길 ||공동시장;소형시장(점포 100개 미만);||||||신영주번개시장||||90303
신평전통시장||||전문도매시장||경상북도 구미시 칠성로6길 48||법인시장;소형시장(점포 100개 미만);||||||신평전통시장||||90303
신흥시장||128.2042449|36.6012608|전문도매시장||경상북도 문경시 신흥시장길 19||개인시장;소형시장(점포 100개 미만);||||||신흥시장||||90303
안강공설시장||129.2247477|35.8561719|전문도매시장||경상북도 경주시 안강읍 비화중로 3길 26-3||공설시장;중형시장(점포 100~499개);||||||안강공설시장||||90303
안동구시장||128.7282763|36.5654391|전문도매시장||경상북도 안동시 번영1길 55||공동시장;중형시장(점포 100~499개);||||||안동구시장||||90303
영덕시장||129.3659681|36.4150799|전문도매시장||경상북도 영덕군 영덕읍 남석길 23-48||공설시장;소형시장(점포 100개 미만);||||||영덕시장||||90303
영양시장||129.1158196|36.6646778|전문도매시장||경상북도 영양군 영양로 영양읍 시장5길 4||공설시장;소형시장(점포 100개 미만);||||||영양시장||||90303
영일대북부시장||||전문도매시장||경상북도 포항시 북구 대신로26번길 10-1||공설시장;중형시장(점포 100~499개);||||||영일대북부시장||||90303
