##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@작은도서관
염리동문고||||작은도서관||서울특별시 마포구 숭문길 14||||||||염리동문고|(염리동 주민센터) 염리동주민센터|||200102
염산문고||||작은도서관||서울특별시 마포구 대흥로24바길 21||||||||염산문고|(염산교회) 염산교회|||200102
영광영재도서관||||작은도서관||서울특별시 은평구 갈현로7가길 9||||||||영광영재도서관|(역촌동) 제일영광교회|||200102
영등포동/새마을공립/작은도서관||||작은도서관||서울특별시 영등포구 국회대로44길 4||||||||영등포동 새마을공립 작은도서관|(영등포동7가) 자치회관 1층|||200102
영등포본동/새마을공립작은도서관||||작은도서관||서울특별시 영등포구 신길로61길 17||||||||영등포본동 새마을공립작은도서관|(영등포본동주민센터) 3층|||200102
영재영어도서관||||작은도서관||서울특별시 마포구 토정로5길 17||||||||영재영어도서관|(합정동) 358-18|||200102
예광독서방||||작은도서관||서울특별시 중랑구 면목로78길 13||||||||예광독서방|(예광교회) 1층|||200102
예꿈틀어린이도서관||||작은도서관||서울특별시 송파구 오금로46길 28||||||||예꿈틀어린이도서관|(가락동) 191-6 중원빌딩3층|||200102
예능도서관||||작은도서관||서울특별시 종로구 평창문화로 81-5||||||||예능도서관|(평창동)|||200102
예드림문고||||작은도서관||서울특별시 광진구 구의로 61||||||||예드림문고|(구의동) 2층|||200102
예뜰도서관||||작은도서관||서울특별시 은평구 은평로3길 7||||||||예뜰도서관|(은평비전센터) 은평비젼센터 1층|||200102
예뜰작은도서관||||작은도서관||서울특별시 강서구 강서로17길 133||||||||예뜰작은도서관|(진성빌딩) 예뜰문고|||200102
예람작은도서관||||작은도서관||서울특별시 성동구 마장로39가길 40||||||||예람작은도서관|(마장동) 지하1층|||200102
예인작은도서관||||작은도서관||서울특별시 송파구 문정로11길 16||||||||예인작은도서관|(가락동) 2층|||200102
예인작은도서관||||작은도서관||서울특별시 강서구 방화대로34길 120||||||||예인작은도서관|(마곡동,신안빌라) 201호 신안빌라상가|||200102
예향/작은도서관||||작은도서관||서울특별시 구로구 경서로5길 20-5||||||||예향 작은도서관|(고척동) 145-209|||200102
오금동새마을문고(오동나무작은도서관)||||작은도서관||서울특별시 송파구 중대로25길 5||||||||오금동새마을문고(오동나무작은도서관)|(오금동주민센터) 동주민센터 2층|||200102
오렌지나무||||작은도서관||서울특별시 용산구 새창로12길 13||||||||오렌지나무|(도원동) 용문동주민센터 1층|||200102
오류1동/새마을/작은도서관||||작은도서관||서울특별시 구로구 경인로 221||||||||오류1동 새마을 작은도서관|(오류동) 31-138|||200102
오류2동/새마을/작은도서관||||작은도서관||서울특별시 구로구 오리로10길 44-5||||||||오류2동 새마을 작은도서관|(오류동)|||200102
오류문고||||작은도서관||서울특별시 구로구 경인로8길 75||||||||오류문고|(오류동,삼천리아파트) 340|||200102
오륜동새마을문고||||작은도서관||서울특별시 송파구 양재대로 1232||||||||오륜동새마을문고|(방이동) 동주민센터 3층|||200102
오패산마을공동체마을꿈터도서관||||작은도서관||서울특별시 강북구 오현로 31||||||||오패산마을공동체마을꿈터도서관|(삼화그린빌) 102호|||200102
온수골작은도서관||||작은도서관||서울특별시 구로구 부일로1길 62||||||||온수골작은도서관|(온수동) 1층|||200102
올리브나무/도서관||||작은도서관||서울특별시 은평구 은평터널로 198||||||||올리브나무 도서관|2층|||200102
올리브나무작은도서관||||작은도서관||서울특별시 성동구 독서당로 227||||||||올리브나무작은도서관|(옥수동) 4층|||200102
옹기종기작은도서관||||작은도서관||서울특별시 강서구 공항대로61길 50||||||||옹기종기작은도서관|(염창동지역정보센터) 염창지역정보센터 내|||200102
옹기종기작은도서관||||작은도서관||서울특별시 강동구 진황도로 190||||||||옹기종기작은도서관|2층|||200102
옹달샘/작은도서관||||작은도서관||서울특별시 도봉구 도봉로139길 43||||||||옹달샘 작은도서관|(쌍문동)|||200102
옹달샘/작은도서관||||작은도서관||서울특별시 강서구 곰달래로37길 13||||||||옹달샘 작은도서관|(화곡2동 주민센터) 2층|||200102
옹달샘/작은도서관(천왕/3단지)||||작은도서관||서울특별시 구로구 천왕로 56||||||||옹달샘 작은도서관(천왕 3단지)|(천왕동,천왕 이펜하우스 3단지) 천왕 이펜하우스 3단지 307동 관리사무소 옆|||200102
옹달샘어린이도서관||||작은도서관||서울특별시 마포구 월드컵로7길 41||||||||옹달샘어린이도서관|1층|||200102
와글와글/작은도서관||||작은도서관||서울특별시 마포구 월드컵북로 198||||||||와글와글 작은도서관|3층|||200102
왕십리도서관||||작은도서관||서울특별시 성동구 난계로 160||||||||왕십리도서관|(상왕십리동) 왕십리교회 5층|||200102
왕십리도선동/희망문고||||작은도서관||서울특별시 성동구 마장로 141||||||||왕십리도선동 희망문고|(상왕십리동) 왕십리도선동공공복합청사 2층|||200102
왕십리제2동/작은도서관||||작은도서관||서울특별시 성동구 무학봉길 69||||||||왕십리제2동 작은도서관|(하왕십리동) 왕십리제2동주민센터 3층|||200102
요셉의원작은도서관||||작은도서관||서울특별시 영등포구 경인로100길 6||||||||요셉의원작은도서관|(영등포동)|||200102
용강동작은도서관||||작은도서관||서울특별시 마포구 토정로31길 31||||||||용강동작은도서관|(용강동) 용강동복합청사 2층|||200102
용꿈꾸는/작은도서관||||작은도서관||서울특별시 관악구 관악로 145||||||||용꿈꾸는 작은도서관|(관악구청) 1층|||200102
용답동/어린이작은도서관||||작은도서관||서울특별시 성동구 용답중앙23길 20||||||||용답동 어린이작은도서관|(용답동) 용답동주민센터 2층|||200102
용산2가동/새마을문고||||작은도서관||서울특별시 용산구 신흥로 90||||||||용산2가동 새마을문고|(용산2가동 주민센터,용산치안센터) 지층|||200102
용산e편한세상/북카페||||작은도서관||서울특별시 용산구 원효로 216||||||||용산e편한세상 북카페|(용산e편한세상) 109동 1층|||200102
용신동/작은도서관||||작은도서관||서울특별시 동대문구 천호대로27길 35||||||||용신동 작은도서관|(용신동주민센터) 주민센터 3층|||200102
우리동네작은도서관||||작은도서관||서울특별시 강북구 덕릉로40다길 13||||||||우리동네작은도서관|(번동) 526-59|||200102
우리들문고||||작은도서관||서울특별시 성북구 돌곶이로 157||||||||우리들문고|(한전빌딩)|||200102
우리들작은도서관||||작은도서관||서울특별시 구로구 천왕로 42||||||||우리들작은도서관|(천왕동) 204호 쿠엔하우스 2층|||200102
우물골/마슬/문고||||작은도서관||서울특별시 은평구 진관2로 77||||||||우물골 마슬 문고|(은평뉴타운우물골) 206동 1층|||200102
우이동/새마을문고||||작은도서관||서울특별시 강북구 삼양로139길 49||||||||우이동 새마을문고|(수유동) 2층 새마을문고|||200102
운룡도서관||||작은도서관||서울특별시 광진구 자양로43길 85||||||||운룡도서관|(중곡동) 지층|||200102
원더풀도서관||||작은도서관||서울특별시 노원구 초안산로 19||||||||원더풀도서관|(월계동,월계주공2단지아파트) 지하1층|||200102
원천어린이도서관||||작은도서관||서울특별시 서대문구 연희로32길 19||||||||원천어린이도서관|(원천교회) 원천교회|||200102
월곡1동/새마을문고||||작은도서관||서울특별시 성북구 오패산로 96||||||||월곡1동 새마을문고|(하월곡동) 월곡1동 주민센터|||200102
육사작은도서관||||작은도서관||서울특별시 노원구 화랑로 564||||||||육사작은도서관|(공릉동,육사아파트) 1층|||200102
육아정책연구소/자료실||||작은도서관||서울특별시 서초구 남부순환로 2558||||||||육아정책연구소 자료실|(서초동) 외교센터 3층|||200102
윤봉길새책도서관||||작은도서관||서울특별시 서초구 매헌로 99||||||||윤봉길새책도서관|(양재동) 매헌기념관 2층|||200102
은광교회도서관||||작은도서관||서울특별시 은평구 통일로68길 11||||||||은광교회도서관||||200102
은성도서관||||작은도서관||서울특별시 구로구 고척로23길 20||||||||은성도서관|(개봉동)|||200102
은송愛書家/작은도서관||||작은도서관||서울특별시 송파구 올림픽로49길 8||||||||은송愛書家 작은도서관|(풍납동) 지하1층|||200102
은천2단지작은도서관||||작은도서관||서울특별시 관악구 인헌12길 46-1||||||||은천2단지작은도서관|(봉천동,은천아파트)|||200102
은천동/한울작은도서관||||작은도서관||서울특별시 관악구 국회단지2길 29-10||||||||은천동 한울작은도서관|(은천동자치회관) 2층|||200102
은평뉴타운/구파발/9단지/제1관리소/도서관||||작은도서관||서울특별시 은평구 진관3로 67||||||||은평뉴타운 구파발 9단지 제1관리소 도서관|(은평뉴타운구파발아파트) 912동 1층|||200102
은평뉴타운/상림마을/제7단지문고||||작은도서관||서울특별시 은평구 진관4로 100||||||||은평뉴타운 상림마을 제7단지문고|(진관동,은평뉴타운상림마을) 2번지 608동 1층|||200102
은평뉴타운/상림마을14단지마을문고||||작은도서관||서울특별시 은평구 진관4로 48-51||||||||은평뉴타운 상림마을14단지마을문고|(은평뉴타운상림마을) 730동 1층|||200102
은평어린이영어도서관||||작은도서관||서울특별시 은평구 서오릉로 87||||||||은평어린이영어도서관|(은평구평생학습관) 1층|||200102
은평역사한옥박물관/작은도서관||||작은도서관||서울특별시 은평구 연서로50길 8||||||||은평역사한옥박물관 작은도서관|(진관동) 1층|||200102
은평의마을/인문도서관/소담재||||작은도서관||서울특별시 은평구 갈현로15길 27-1||||||||은평의마을 인문도서관 소담재|(구산동) 은평의마을|||200102
은평작은도서관||||작은도서관||서울특별시 은평구 은평로 195||||||||은평작은도서관|(녹번동) 은평구청 1층|||200102
은행나무어린이도서관||||작은도서관||서울특별시 금천구 탑골로 43-8||||||||은행나무어린이도서관|(시흥동)|||200102
은행정/책마당||||작은도서관||서울 양천구 신월2동 오목로 110||||||||은행정 책마당|2층|||200102
은혜의숲/작은도서관||||작은도서관||서울특별시 중랑구 중랑역로 167||||||||은혜의숲 작은도서관|은혜의 숲 교회 2층|||200102
응봉동/어린이작은도서관||||작은도서관||서울특별시 성동구 독서당로 424||||||||응봉동 어린이작은도서관|(응봉동) 응봉동주민센터 2층|||200102
응암1동/은평문화의집/작은도서관||||작은도서관||서울특별시 은평구 백련산로 179||||||||응암1동 은평문화의집 작은도서관|(응암제1동주민센터) 응암1동주민센터|||200102
응암도서관||||작은도서관||서울특별시 은평구 응암로16길 12-1||||||||응암도서관|(응암교회교육관) 71--1|||200102
이니텍도서관||||작은도서관||서울특별시 구로구 벚꽃로 484||||||||이니텍도서관|(구로동) 3층|||200102
이레문고||||작은도서관||서울 양천구 목4동 목동중앙남로 57-7||||||||이레문고||||200102
이룸도서관||||작은도서관||서울특별시 구로구 고척로33길 48||||||||이룸도서관|(고척동) 이룸도서관|||200102
이룸도서관||||작은도서관||서울특별시 광진구 용마산로 49||||||||이룸도서관|(중곡동) 이룸도서관|||200102
이문1동/꿈꾸는/작은도서관||||작은도서관||서울특별시 동대문구 외대역동로 114-1||||||||이문1동 꿈꾸는 작은도서관|(이문1동 주민센터) 주민센터 3층|||200102
이문어린이도서관(숲속작은도서관)||||작은도서관||서울특별시 동대문구 천장산로9길 68||||||||이문어린이도서관(숲속작은도서관)|(고황경로당) 구)고황경로당|||200102
이문체육문화센터/어린이도서관||||작은도서관||서울특별시 동대문구 한천로58길 81-49||||||||이문체육문화센터 어린이도서관|(이문체육센터) 이문문화체육센터|||200102
이사랑나눔도서관||||작은도서관||서울특별시 송파구 마천로44길 3-8||||||||이사랑나눔도서관||||200102
이야기숲||||작은도서관||서울특별시 마포구 성미산로23길 46||||||||이야기숲|(연남동) 1층|||200102
이웃사랑작은도서관||||작은도서관||서울특별시 은평구 응암로22길 20||||||||이웃사랑작은도서관|(응암동)|||200102
이태원2동새마을문고||||작은도서관||서울특별시 용산구 회나무로13길 58||||||||이태원2동새마을문고|(이태원제2동주민센터) .|||200102
이편한세상/도서관||||작은도서관||서울특별시 강남구 헌릉로571길 20||||||||이편한세상 도서관|(세곡동,강남엘에이치1단지) 이편한세상 도서관|||200102
이화마을/작은도서관||||작은도서관||서울특별시 종로구 이화장길 33||||||||이화마을 작은도서관|(이화동주민센터) 2층|||200102
인덕문고||||작은도서관||서울특별시 은평구 연서로 415||||||||인덕문고|(진관동)|||200102
인헌동/보물섬/작은도서관||||작은도서관||서울특별시 관악구 남부순환로246가길 20||||||||인헌동 보물섬 작은도서관|(인헌동주민센터) 2층|||200102
일원1동/작은도서관||||작은도서관||서울특별시 강남구 양재대로55길 14||||||||일원1동 작은도서관|(일원동) 일원1동 주민센터|||200102
일원본동/작은도서관||||작은도서관||서울특별시 강남구 광평로 126||||||||일원본동 작은도서관|(일원본동주민센터) 일원본동주민센터내|||200102
자양1동/새마을작은도서관||||작은도서관||서울특별시 광진구 자양로13길 37||||||||자양1동 새마을작은도서관|(자양제1동주민센터) 자양1동 새마을작은도서관|||200102
자양2동/새마을작은도서관||||작은도서관||서울특별시 광진구 자양로3가길 26||||||||자양2동 새마을작은도서관|(자양2동주민센터) 669-2|||200102
자양3동/새마을작은도서관||||작은도서관||서울특별시 광진구 뚝섬로 568||||||||자양3동 새마을작은도서관||||200102
자양전통시장/작은도서관||||작은도서관||서울특별시 광진구 뚝섬로47길 45-2||||||||자양전통시장 작은도서관|(자양동) 2층|||200102
작고행복한청구3차도서관||||작은도서관||서울특별시 노원구 중계로 233||||||||작고행복한청구3차도서관|(청구3차아파트) 청구3차아파트관리동2층|||200102
작은도서관/사이||||작은도서관||서울특별시 종로구 자하문로 131||||||||작은도서관 사이|(청운동) 1층|||200102
작은도서관/삼봉서랑||||작은도서관||서울특별시 종로구 삼봉로 43||||||||작은도서관 삼봉서랑|(종로구청) 본관1층|||200102
작은도서관/책놀이터||||작은도서관||서울특별시 동대문구 외대역동로 61-1||||||||작은도서관 책놀이터|1층|||200102
작은도서관/책이랑/놀자||||작은도서관||서울특별시 강북구 삼양로79길 19-3||||||||작은도서관 책이랑 놀자|(수유동) 지하1층|||200102
작은도서관/함께놀자||||작은도서관||서울특별시 강북구 인수봉로72길 4||||||||작은도서관 함께놀자|(수유동,극동아파트) 13동 3층 2호|||200102
작은뜰작은도서관||||작은도서관||서울특별시 강서구 마곡서로 175||||||||작은뜰작은도서관|(마곡동,마곡엠밸리4단지) 작은뜰작은도서관|||200102
작은샘작은도서관||||작은도서관||서울특별시 강서구 강서로 294||||||||작은샘작은도서관|2층 작은샘 작은도서관|||200102
잠실3동새마을문고||||작은도서관||서울특별시 송파구 잠실로 51-31||||||||잠실3동새마을문고|(잠실3동주민센터) 동주민센터 2층|||200102
잠실4동새마을문고||||작은도서관||서울특별시 송파구 올림픽로35길 16||||||||잠실4동새마을문고|(잠실4동주민센터) 동주민센터 2층|||200102
잠실6동새마을문고(장미마을작은도서관)||||작은도서관||서울특별시 송파구 올림픽로35길 120||||||||잠실6동새마을문고(장미마을작은도서관)|(잠실6동주민센터) 동주민센터 3층|||200102
잠실7동새마을문고||||작은도서관||서울특별시 송파구 올림픽로4길 17||||||||잠실7동새마을문고|(아시아선수촌아파트) 송파문화원 1층|||200102
잠실본동새마을문고||||작은도서관||서울특별시 송파구 백제고분로15길 9||||||||잠실본동새마을문고|(잠실동) 동주민센터 1층|||200102
잠원동/작은도서관||||작은도서관||서울특별시 서초구 나루터로 38||||||||잠원동 작은도서관|(잠원동)|||200102
장안1동/작은도서관||||작은도서관||서울특별시 동대문구 장한로26가길 113||||||||장안1동 작은도서관|(장안1동자치회관) 자치회관 지층|||200102
장안2동/작은도서관||||작은도서관||서울특별시 동대문구 사가정로 230-1||||||||장안2동 작은도서관|(장안2동 주민센터) 주민센터 3층|||200102
장암교회/쉴만한/물가/작은도서관||||작은도서관||서울특별시 성북구 월곡로5길 39||||||||장암교회 쉴만한 물가 작은도서관|(대한예수교장로회장암교회)|||200102
장월SH빌/작은도서관||||작은도서관||서울특별시 성북구 한천로101길 54||||||||장월SH빌 작은도서관|(장월SH빌 1단지아파트) 장월SH빌 (아) 103동|||200102
장위1동/새마을문고||||작은도서관||서울특별시 성북구 장위로 61||||||||장위1동 새마을문고|(장위동) 장위1동 주민센터 2층|||200102
장지동새마을문고||||작은도서관||서울특별시 송파구 새말로19길 6||||||||장지동새마을문고|(장지동주민센터) 동주민센터 2층|||200102
전농2동/뜨락/작은도서관||||작은도서관||서울특별시 동대문구 사가정로 137||||||||전농2동 뜨락 작은도서관|(전농2동주민센터) 주민센터3층|||200102
정동어린이도서관/'하늘씨앗'||||작은도서관||서울특별시 중구 정동길 46||||||||정동어린이도서관 '하늘씨앗'|(정동) 정동제일교회|||200102
정릉1동/새마을문고||||작은도서관||서울특별시 성북구 정릉로38마길 33||||||||정릉1동 새마을문고|(정릉동) 정릉1동 주민센터 2층|||200102
정릉4동/새마을문고||||작은도서관||서울특별시 성북구 보국문로 106-1||||||||정릉4동 새마을문고|(정릉동) 정릉4동 주민센터 2층|||200102
정릉푸르지오/북카페||||작은도서관||서울특별시 성북구 보국문로 19||||||||정릉푸르지오 북카페|(정릉푸르지오아파트)|||200102
정임도서관||||작은도서관||서울특별시 은평구 통일로 951||||||||정임도서관|(서광교회) 2층|||200102
제기동/미래뜰/작은도서관||||작은도서관||서울특별시 동대문구 약령시로 71||||||||제기동 미래뜰 작은도서관|주민센터 2층|||200102
종암2차SK뷰(아)/작은도서관||||작은도서관||서울특별시 성북구 종암로24길 35||||||||종암2차SK뷰(아) 작은도서관|(종암2차SK뷰아파트) 종암2차SK뷰 (아)|||200102
종암동/새마을문고||||작은도서관||서울특별시 성북구 종암로 98-8||||||||종암동 새마을문고|(종암동) 종암동 주민센터 2층|||200102
종이비행기작은도서관||||작은도서관||서울 양천구 신월1동 월정로 145||||||||종이비행기작은도서관|삼보빌딩 5층|||200102
좋은/맘/작은도서관||||작은도서관||서울특별시 강북구 삼양로 430||||||||좋은 맘 작은도서관|(수유동) 2층|||200102
좋은친구어린이도서관||||작은도서관||서울특별시 강서구 방화대로6나길 28||||||||좋은친구어린이도서관|한사랑교회2층|||200102
주님의/교회/문고||||작은도서관||서울특별시 송파구 올림픽로4길 16||||||||주님의 교회 문고|(잠실동) 주님의교회 5층|||200102
주님의/숲||||작은도서관||서울특별시 동작구 사당로17길 31||||||||주님의 숲|(사당동) 사당중앙교회 1층|||200102
주영광/어린이도서관||||작은도서관||서울특별시 강북구 한천로109길 67||||||||주영광 어린이도서관|(번동) 2층|||200102
중계사랑북카페||||작은도서관||서울특별시 노원구 덕릉로82길 50||||||||중계사랑북카페|(중계4동주민센터) 369-2 중계4동주민센터|||200102
중계주공10단지책과친구들||||작은도서관||서울특별시 노원구 노원로22길 53||||||||중계주공10단지책과친구들|(주공10단지아파트) 주공10단지아파트관리사무소|||200102
중곡1동/새마을작은도서관||||작은도서관||서울특별시 광진구 긴고랑로12길 49||||||||중곡1동 새마을작은도서관|(중곡제1동주민센터) 중곡1동 새마을문고|||200102
중곡2동/새마을작은도서관||||작은도서관||서울특별시 광진구 능동로 346||||||||중곡2동 새마을작은도서관|(중곡제2동주민센터) 2층|||200102
중곡3동/새마을작은도서관||||작은도서관||서울특별시 광진구 동일로76가길 28||||||||중곡3동 새마을작은도서관|(중곡제3동주민센터) 1층|||200102
중곡4동/새마을작은도서관||||작은도서관||서울특별시 광진구 긴고랑로 131||||||||중곡4동 새마을작은도서관|1층|||200102
중곡교회작은도서관||||작은도서관||서울특별시 광진구 긴고랑로36길 56||||||||중곡교회작은도서관|(중곡교회) 지층|||200102
중구청/작은도서관||||작은도서관||서울특별시 중구 창경궁로 17||||||||중구청 작은도서관|(중구청) 별관4층|||200102
중랑구청/열린도서관||||작은도서관||서울특별시 중랑구 봉화산로 179||||||||중랑구청 열린도서관|(신내동) 구청로비|||200102
중랑소방서문고||||작은도서관||서울특별시 중랑구 신내로 183||||||||중랑소방서문고|(중랑소방서)|||200102
중앙동/새싹/작은도서관||||작은도서관||서울특별시 관악구 양녕로6다길 7||||||||중앙동 새싹 작은도서관|(중앙동주민센터) 1층|||200102
중앙하이츠도서관||||작은도서관||서울특별시 구로구 구로동로47길 24||||||||중앙하이츠도서관|(구로동,구로중앙하이츠아파트) 복지관 2층|||200102
중화어린이도서관||||작은도서관||서울특별시 중랑구 중랑역로3길 28||||||||중화어린이도서관|(중화동) 중화문화복지센터3층|||200102
즐거운가/작은도서관||||작은도서관||서울특별시 송파구 새말로 149||||||||즐거운가 작은도서관|(문정동) 지층|||200102
즐겨찾기/작은/도서관||||작은도서관||서울특별시 은평구 증산로15길 33-1||||||||즐겨찾기 작은 도서관|(신사동) 2층|||200102
증산동성산주민문고||||작은도서관||서울특별시 은평구 증산서길 90||||||||증산동성산주민문고|(성산교회)|||200102
지양마을작은도서관||||작은도서관||서울 양천구 신월7동 지양로17길 33||||||||지양마을작은도서관||||200102
지일작은도서관||||작은도서관||서울특별시 강서구 화곡로13길 107||||||||지일작은도서관|(화곡동,화곡푸르지오) C동 203호|||200102
지혜만들기/작은도서관||||작은도서관||서울특별시 종로구 종로35가길 19||||||||지혜만들기 작은도서관|(종로5-6가동주민센터) 종로56가동주민센터3층|||200102
지혜문고||||작은도서관||서울특별시 동작구 장승배기로19길 50||||||||지혜문고|(노량진2동어린이집) 지혜문고|||200102
지혜샘터/작은도서관||||작은도서관||서울특별시 동작구 상도로34길 34||||||||지혜샘터 작은도서관|(상도동) 1층|||200102
지혜어린이도서관||||작은도서관||서울특별시 강북구 도봉로65길 35||||||||지혜어린이도서관|(미아동) 3층|||200102
지혜의/숲/작은도서관||||작은도서관||서울특별시 서초구 청계산로7길 43||||||||지혜의 숲 작은도서관|(신원동,서초포레스타5단지) 신원동,서초포레스타5단지|||200102
지혜의숲||||작은도서관||서울특별시 금천구 시흥대로90길 25||||||||지혜의숲|(독산동) 신일교회 1층|||200102
징검다리도서관||||작은도서관||서울특별시 은평구 서오릉로 132||||||||징검다리도서관|징검다리도서관|||200102
참새/작은도서관||||작은도서관||서울특별시 금천구 한내로 69-15||||||||참새 작은도서관|(독산동,주공13단지아파트) 금천한내종합복지관 3층|||200102
참새소풍/작은도서관(천왕/2단지)||||작은도서관||서울특별시 구로구 천왕로 92||||||||참새소풍 작은도서관(천왕 2단지)|(천왕동,천왕이펜하우스2단지) 천왕이펜하우스 203동 1층 참새소풍 작은도서관|||200102
참솔도서관||||작은도서관||서울특별시 도봉구 시루봉로 193||||||||참솔도서관|(방학동) 2층|||200102
참좋은/작은도서관||||작은도서관||서울특별시 송파구 송이로26길 16-68||||||||참좋은 작은도서관|(지하)|||200102
창1동/공립/작은도서관||||작은도서관||서울특별시 도봉구 해등로 46||||||||창1동 공립 작은도서관|(창동) 창1동주민센터|||200102
창2동/공립/작은도서관||||작은도서관||서울특별시 도봉구 덕릉로59길 73-3||||||||창2동 공립 작은도서관|(창동) 창2동주민센터|||200102
창3동/공립/작은도서관||||작은도서관||서울특별시 도봉구 덕릉로62길 89||||||||창3동 공립 작은도서관|(창동) 창3동주민센터|||200102
창4동/공립/작은도서관||||작은도서관||서울특별시 도봉구 노해로69길 103||||||||창4동 공립 작은도서관|(창동,동아청솔아파트) 관리사무소 지하1층|||200102
창5동/공립/작은도서관||||작은도서관||서울특별시 도봉구 노해로 279-5||||||||창5동 공립 작은도서관|(창동) 창5동주민센터|||200102
창신1동하람/작은도서관||||작은도서관||서울특별시 종로구 지봉로 8-6||||||||창신1동하람 작은도서관|(창신제1동주민센터) 2층|||200102
창이/작은도서관||||작은도서관||서울특별시 종로구 창신길 62||||||||창이 작은도서관|(창신제2동주민센터) 583-3|||200102
창조회복작은도서관||||작은도서관||서울특별시 동작구 상도로 50||||||||창조회복작은도서관|(대방동) 3층|||200102
채우리작은도서관||||작은도서관||서울특별시 강동구 고덕로24길 49||||||||채우리작은도서관|(암사동) 암사1동자치회관 1층|||200102
채움/작은도서관||||작은도서관||서울특별시 강서구 개화동로23길 20||||||||채움 작은도서관|(방화2동주민센터) 2층|||200102
채움도서관||||작은도서관||서울 양천구 목1동 신목로 16길 23||||||||채움도서관||||200102
책과의/어울림/금호작은도서관||||작은도서관||서울특별시 송파구 송파대로32길 15||||||||책과의 어울림 금호작은도서관|(가락동,가락금호아파트) 금호 (아) 106동 1층 (가락동)|||200102
책깨비도서관||||작은도서관||서울특별시 중랑구 용마산로 250-12||||||||책깨비도서관|(면목동) 용마폭포공원|||200102
책꾸러미작은도서관||||작은도서관||서울특별시 강동구 상암로 260||||||||책꾸러미작은도서관|(명일동) 명일2동주민센터 2층|||200102
책놀이터작은도서관||||작은도서관||서울특별시 성북구 한천로 509||||||||책놀이터작은도서관|(코오롱아파트) 상가 2층 205호|||200102
책누리작은도서관||||작은도서관||서울특별시 노원구 중계로 143||||||||책누리작은도서관|(중계본동주민센터) 중계본동주민센터|||200102
책뜰에/도서관||||작은도서관||서울특별시 은평구 북한산로 2||||||||책뜰에 도서관|(은평뉴타운구파발) 1023동 1층|||200102
책마루/작은도서관||||작은도서관||서울특별시 강서구 강서로33가길 17||||||||책마루 작은도서관|(화곡3동 주민센터) 2층|||200102
책사랑북카페||||작은도서관||서울특별시 노원구 한글비석로 279||||||||책사랑북카페|(중계1동주민센터) 중계1동주민센터|||200102
책쉼터||||작은도서관|||서울 관악구 낙성대동 223-9|||||||책쉼터|2층|||200102
책이든거리/작은도서관||||작은도서관||서울특별시 금천구 범안로 1130||||||||책이든거리 작은도서관|(가산동) 독산역 2번출구 앞|||200102
책이랑놀이랑도서관||||작은도서관||서울특별시 관악구 행운1길 12||||||||책이랑놀이랑도서관|(신창문화복지센터) 1675-12 신창문화복지센터 2층 책이랑놀이랑도서관|||200102
책이랑친구랑작은도서관||||작은도서관||서울특별시 노원구 노원로1길 68||||||||책이랑친구랑작은도서관|(공릉2동청사) 공릉2동주민센터|||200102
책읽는/나무/의자||||작은도서관||서울특별시 송파구 토성로19길 7||||||||책읽는 나무 의자|(풍납동)|||200102
책읽는/마을||||작은도서관||서울특별시 강북구 삼양로54길 68||||||||책읽는 마을|(미아동) 1층|||200102
책읽는마을||||작은도서관||서울특별시 금천구 독산로74길 31||||||||책읽는마을|(독산동) 1층|||200102
책읽는쉼터||||작은도서관||서울 양천구 신정7동 목동동로 10||||||||책읽는쉼터||||200102
책읽는주민사랑방/작은도서관||||작은도서관||서울특별시 금천구 금하로21길 20||||||||책읽는주민사랑방 작은도서관|(시흥동) 시흥5동주민센터 2층|||200102
책향기도서관||||작은도서관||서울특별시 구로구 고척로18길 92||||||||책향기도서관|(오류동) 책향기도서관|||200102
책향기작은도서관||||작은도서관||서울특별시 강서구 강서로47길 54||||||||책향기작은도서관|(발산1동주민센터) 2층|||200102
천사작은도서관||||작은도서관||서울특별시 강서구 마곡서로 133||||||||천사작은도서관|(마곡동,마곡엠밸리7단지) 705동|||200102
천연동/하늘샘작은도서관||||작은도서관||서울특별시 서대문구 독립문로 27||||||||천연동 하늘샘작은도서관|(옥천동) 하늘샘작은도서관|||200102
천연뜨란채문고||||작은도서관||서울특별시 서대문구 독립문로8길 54||||||||천연뜨란채문고|(천연동,천연뜨란채) 천연뜨란채문고|||200102
천일어린이도서관||||작은도서관||서울특별시 강동구 구천면로42길 60||||||||천일어린이도서관|(천호동 노외주차장) 1,2층|||200102
천주교연신내성당/북카페||||작은도서관||서울특별시 은평구 연서로43길 6||||||||천주교연신내성당 북카페|(불광동) 6|||200102
청개구리/작은도서관||||작은도서관||서울특별시 금천구 독산로 317||||||||청개구리 작은도서관|(독산동) 독산3동주민센터 3층|||200102
청구동/새마을작은도서관||||작은도서관||서울특별시 중구 다산로24가길 23||||||||청구동 새마을작은도서관|(동산 공영 주차장) 문화마당 1층|||200102
청룡동/숯고을/작은도서관||||작은도서관||서울특별시 관악구 쑥고개로 44||||||||청룡동 숯고을 작은도서관|(청룡동주민센터) 2층|||200102
청룡작은도서관||||작은도서관||서울특별시 관악구 청룡9길 12-39||||||||청룡작은도서관|(봉천동)|||200102
