##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@식신맛집
곡성한일순대국밥||||식신맛집||전남 곡성군 곡성읍 곡성로 856|전라남도 곡성군 곡성읍 읍내리 208|||||||곡성한일순대국밥||||
동산정||||식신맛집||전라남도 무안군 성남1길 173|전라남도 무안군 무안읍 성남리 266-3|||||||동산정|동산정|||
송이향||||식신맛집||전라남도 순천시 조례못등2길 3-19|전라남도 순천시 조례동 1623-2|||||||송이향|송이향|||
나주곰탕노안집||||식신맛집||전남 나주시 금성관길 1-3|전라남도 나주시 금계동 23-5|||||||나주곰탕노안집||||
이학식당||||식신맛집||전남 신안군 증도면 증도중앙길 39|전라남도 신안군 증도면 증동리 1691-7|||||||이학식당||||
서정스넥||||식신맛집||전라남도 여수시 서교2길 3-2|전라남도 여수시 서교동 518|||||||서정스넥||||
청룡식당||||식신맛집|||전라남도 광양시 진월면 신아리 1191-7|||||||청룡식당||||
만선식당||||식신맛집||전남 목포시 평화로 58|전라남도 목포시 상동 1154-5|||||||만선식당||||
다다한정식||||식신맛집||전남 여수시 여문1로 89|전라남도 여수시 문수동 284-3|||||||다다한정식||||
황소식당||||식신맛집||전남 여수시 봉산남3길 5|전라남도 여수시 봉산동 268-12|||||||황소식당||||
한일관||||식신맛집|||전라남도 여수시 봉산동 179-2|||||||한일관|한일관|||
두꺼비게장||||식신맛집||전라남도 여수시 봉산남3길 12|전라남도 여수시 봉산동 270-2|||||||두꺼비게장||||
명인집||||식신맛집||전라남도 목포시 하당로30번길 14|전라남도 목포시 상동 973-8|||||||명인집||||
동백회관||||식신맛집||전라남도 여수시 오동도로 74|전라남도 여수시 수정동 215-1|||||||동백회관||||
원앙식당||||식신맛집||전남 여수시 교동남1길 6-7|전라남도 여수시 교동 556|||||||원앙식당||||
해태식당||||식신맛집||전라남도 강진군 서성안길 6|전라남도 강진군 강진읍 남성리 33|||||||해태식당||||
미향식당||||식신맛집||전라남도 순천시 삼일로 73|전라남도 순천시 낙안면 동내리 265-38|||||||미향식당|상가|||
명동식당||||식신맛집||전라남도 강진군 서성안길 5|전라남도 강진군 강진읍 서성리 11-3|||||||명동식당||||
풍경횟집||||식신맛집||전라남도 여수시 대경도4길 41|전라남도 여수시 경호동 575|||||||풍경횟집||||
중앙식당||||식신맛집||전남 고흥군 도화면 당오천변1길 39|전라남도 고흥군 도화면 당오리 540-28|||||||중앙식당||||
청정게장촌||||식신맛집||전남 여수시 봉산남4길 23-32|전라남도 여수시 봉산동 273-36|||||||청정게장촌||||
해촌||||식신맛집|||전라남도 목포시 상동 1159-12|||||||해촌||||
이순신수제버거||||식신맛집||전남 여수시 중앙로 73|전라남도 여수시 중앙동 732|||||||이순신수제버거||||
거시기꼬막식당||||식신맛집||전남 보성군 벌교읍 계두길 3|전라남도 보성군 벌교읍 벌교리 869|||||||거시기꼬막식당||||
약산흑염소가든화순본점||||식신맛집||전남 화순군 화순읍 상삼2길 13-9|전라남도 화순군 화순읍 삼천리 505-11|||||||약산흑염소가든화순본점||||
전통식당||||식신맛집||전남 담양군 고서면 고읍현길 38-4|전라남도 담양군 고서면 고읍리 688-1|||||||전통식당||||
국일식당||||식신맛집||전남 보성군 벌교읍 태백산맥길 24-1|전라남도 보성군 벌교읍 벌교리 624-1|||||||국일식당||||
상록수식당||||식신맛집||전남 여수시 남면 금오로 854|전라남도 여수시 남면 우학리 652-17|||||||상록수식당||||
궁전음식점||||식신맛집||전라남도 진도군 옥주길 26|전라남도 진도군 진도읍 쌍정리 15-4|||||||궁전음식점|진도군수협|||
토담골한우곰탕||||식신맛집||전남 무안군 무안읍 성내1길 32-5|전라남도 무안군 무안읍 성내리 65|||||||토담골한우곰탕||||
꽃돌게장1번가||||식신맛집||전남 여수시 봉산2로 36|전라남도 여수시 봉산동 210-2|||||||꽃돌게장1번가||||
설성식당||||식신맛집|||전라남도 강진군 병영면 삼인리 334-14|||||||설성식당||||
미로횟집||||식신맛집||전라남도 여수시 시청서1길 8-2|전라남도 여수시 학동 104-11|||||||미로횟집||||
예향정하당점||||식신맛집||전남 목포시 통일대로 63|전라남도 목포시 상동 1036|||||||예향정하당점||||
키친205카페||||식신맛집||전남 함평군 함평읍 영수길 205|전라남도 함평군 함평읍 기각리 967-1|||||||키친205카페||||
수림정||||식신맛집||전남 화순군 화순읍 진각로 154|전라남도 화순군 화순읍 신기리 242-2|||||||수림정||||
영암어란집||||식신맛집||전남 영암군 영암읍 군청로 2-28|전라남도 영암군 영암읍 서남리 67-1|||||||영암어란집||||
서우담||||식신맛집||전라남도 진도군 남산로 130-46|전라남도 진도군 진도읍 쌍정리 168|||||||서우담||||
신녹원관||||식신맛집||전남 장흥군 장흥읍 중앙로 69|전라남도 장흥군 장흥읍 건산리 710-10|||||||신녹원관||||
해남해장국||||식신맛집||전남 목포시 삼학로18번길 2-2|전라남도 목포시 상락동1가 2-5|||||||해남해장국||||
대성식당||||식신맛집||전남 여수시 교동남1길 5-9|전라남도 여수시 교동 453|||||||대성식당||||
독천식당||||식신맛집||전라남도 영암군 독천로 162-1|전라남도 영암군 학산면 독천리 184-12|||||||독천식당||||
수복식당||||식신맛집||전남 보성군 보성읍 중앙로 102-1|전라남도 보성군 보성읍 보성리 767-7|||||||수복식당||||
원조소문난갈비탕||||식신맛집||전남 고흥군 동강면 고흥로 4259|전라남도 고흥군 동강면 유둔리 312|||||||원조소문난갈비탕||||
사랑채||||식신맛집||전라남도 나주시 금남길 61|전라남도 나주시 산정동 58|||||||사랑채||||
땅끝기와집||||식신맛집|||전라남도 해남군 해남읍 남외리 446-1|||||||땅끝기와집||||
송학낙지회관||||식신맛집||전라남도 목포시 하당로30번길 9|전라남도 목포시 상동 971-1|||||||송학낙지회관||||
포두식당||||식신맛집|||전라남도 고흥군 포두면 길두리 1298-10|||||||포두식당||||
맛나게장||||식신맛집||전남 여수시 신기남3길 22-4|전라남도 여수시 신기동 66-10|||||||맛나게장||||
원조동경낙지||||식신맛집||전라남도 순천시 금곡길 26|전라남도 순천시 행동 91-1|||||||원조동경낙지||||
목월빵집||||식신맛집||전남 구례군 구례읍 봉성산길 18|전라남도 구례군 구례읍 봉동리 291-17|||||||목월빵집||||
명동게장||||식신맛집||전남 여수시 봉산남4길 23-26|전라남도 여수시 봉산동 273-8|||||||명동게장||||
함남면옥||||식신맛집||전라남도 여수시 중앙1길 8|전라남도 여수시 중앙동 435|||||||함남면옥||||
유달콩물||||식신맛집||전남 목포시 호남로58번길 23-1|전라남도 목포시 대안동 11-5|||||||유달콩물||||
행복이가득한집카페||||식신맛집||전남 목포시 해안로165번길 45|전라남도 목포시 중앙동3가 1-3|||||||행복이가득한집카페||||
정가네원조꼬막회관||||식신맛집||전남 보성군 벌교읍 조정래길 55|전라남도 보성군 벌교읍 회정리 657|||||||정가네원조꼬막회관||||
곰집갈비||||식신맛집||전남 목포시 호남로58번길 14|전라남도 목포시 창평동 7-10|||||||곰집갈비||||
수인관||||식신맛집|||전라남도 강진군 병영면 삼인리 313-1|||||||수인관||||
미림횟집||||식신맛집||전라남도 여수시 대경도길 2|전라남도 여수시 경호동 614-1|||||||미림횟집||||
쌍교숯불갈비||||식신맛집||전남 담양군 봉산면 송강정로 212|전라남도 담양군 봉산면 양지리 2|||||||쌍교숯불갈비||||
여수1923||||식신맛집||전라남도 여수시 공화남2길 21|전라남도 여수시 공화동 1029|||||||여수1923||||
선경준치회집||||식신맛집||전남 목포시 해안로57번길 2|전라남도 목포시 온금동 186|||||||선경준치회집||||
옥과한우촌||||식신맛집||전남 곡성군 오산면 오산로 983|전라남도 곡성군 오산면 연화리 6|||||||옥과한우촌||||
신가네||||식신맛집||전남 장흥군 장흥읍 동교1길 16|전라남도 장흥군 장흥읍 건산리 752-4|||||||신가네||||
진남식당||||식신맛집||전라남도 여수시 통제영5길 10-6|전라남도 여수시 중앙동 668-1|||||||진남식당||||
진미꽃게탕||||식신맛집||전남 여수시 시청서1길 8-12|전라남도 여수시 학동 104-6|||||||진미꽃게탕||||
아와비||||식신맛집||전남 여수시 돌산읍 돌산로 595|전라남도 여수시 돌산읍 금성리 494-17|||||||아와비||||
부영식육식당맛대맛||||식신맛집||전남 나주시 남평읍 지석로 10|전라남도 나주시 남평읍 남평리 178-14|||||||부영식육식당맛대맛||||
전원가든||||식신맛집|||전라남도 구례군 구례읍 신월리 434-10|||||||전원가든||||
옛날진미국수||||식신맛집|||전라남도 담양군 담양읍 객사리 211-5|||||||옛날진미국수||||
길상식당||||식신맛집||전라남도 순천시 송광사안길 123|전라남도 순천시 송광면 신평리 132-8|||||||길상식당||||
남흥회관||||식신맛집||전라남도 순천시 장명2길 4|전라남도 순천시 장천동 51-1|||||||남흥회관|남흥회관|||
돌실숯불회관||||식신맛집|||전라남도 곡성군 석곡면 석곡리 212-6|||||||돌실숯불회관||||
거북이식당||||식신맛집||전라남도 여수시 거북선공원3길 12|전라남도 여수시 학동 78-10|||||||거북이식당||||
봉성식당||||식신맛집||전라남도 구례군 구례읍 상설시장길 20-11|전라남도 구례군 구례읍 봉동리 389-2|||||||봉성식당||||
시장통짜장||||식신맛집||전라남도 순천시 장평로 60|전라남도 순천시 풍덕동 1264|||||||시장통짜장||||
홍도전복집||||식신맛집||전라남도 목포시 후광대로143번안길 12|전라남도 목포시 옥암동 1211-2|||||||홍도전복집||||
서울분식||||식신맛집||전남 목포시 삼일로 51-2|전라남도 목포시 대성동 84-19|||||||서울분식||||
별천지가든||||식신맛집|||전라남도 곡성군 오곡면 압록리 393-2|||||||별천지가든||||
섬진강재첩국수||||식신맛집||전라남도 구례군 섬진강대로 4195|전라남도 구례군 토지면 외곡리 1062|||||||섬진강재첩국수||||
청솔가든||||식신맛집|||전라남도 곡성군 오곡면 압록리 179|||||||청솔가든||||
아나고회관||||식신맛집||전남 목포시 평화로 136-1|전라남도 목포시 옥암동 1095-7|||||||아나고회관||||
일품매우순천점||||식신맛집||전남 순천시 대석3길 3-26|전라남도 순천시 연향동 1468-6|||||||일품매우순천점||||
장원식당||||식신맛집||전라남도 순천시 승암교길 15|전라남도 순천시 승주읍 죽학리 758-1|||||||장원식당||||
낙원회관||||식신맛집||전라남도 순천시 중앙3길 5-1|전라남도 순천시 장천동 60-6|||||||낙원회관|낙원회관|||
외서댁꼬막나라||||식신맛집||전남 보성군 벌교읍 조정래길 56|전라남도 보성군 벌교읍 회정리 653-7|||||||외서댁꼬막나라||||
복춘식당||||식신맛집||전라남도 여수시 교동남1길 5-8|전라남도 여수시 교동 472|||||||복춘식당||||
벌교우렁집||||식신맛집||전남 보성군 벌교읍 채동선로 367|전라남도 보성군 벌교읍 벌교리 54-1|||||||벌교우렁집||||
등대식육식당||||식신맛집||전남 목포시 산대로 78|전라남도 목포시 산정동 169-1|||||||등대식육식당||||
수궁한정식||||식신맛집||전라남도 영암군 용당로 80-1|전라남도 영암군 삼호읍 삼포리 430-1|||||||수궁한정식||||
신안뻘낙지||||식신맛집|||전라남도 목포시 호남동 409|||||||신안뻘낙지||||
나주곰탕원조집60년남평할매집||||식신맛집||전남 나주시 금성관길 1-1|전라남도 나주시 금계동 19|||||||나주곰탕원조집60년남평할매집||||
삼기국밥||||식신맛집||전라남도 곡성군 읍내22길 9-1|전라남도 곡성군 곡성읍 읍내리 147-2|||||||삼기국밥||||
호산정||||식신맛집|||전라남도 해남군 해남읍 연동리 627-2|||||||호산정||||
바다회관||||식신맛집||전남 해남군 송지면 땅끝마을길 52|전라남도 해남군 송지면 송호리 1185|||||||바다회관||||
정남진만나숯불갈비식육식당||||식신맛집||전라남도 장흥군 물레방앗간길 4|전라남도 장흥군 장흥읍 건산리 379-22|||||||정남진만나숯불갈비식육식당||||
성식당||||식신맛집||전남 목포시 수강로4번길 6|전라남도 목포시 영해동1가 8-3|||||||성식당||||
은혜반점||||식신맛집||전남 여수시 공화북2길 21-2|전라남도 여수시 공화동 1078-1|||||||은혜반점||||
장원회관||||식신맛집||전남 광양시 광양읍 매천로 821-5|전라남도 광양시 광양읍 읍내리 239|||||||장원회관||||
여다지회마을||||식신맛집||전라남도 장흥군 한승원산책길 158|전라남도 장흥군 안양면 사촌리 557-5|||||||여다지회마을||||
61호명태전||||식신맛집||전라남도 순천시 장평로 60|전라남도 순천시 풍덕동 1264|||||||61호명태전||||
청운식당||||식신맛집||전남 담양군 담양읍 담주1길 7|전라남도 담양군 담양읍 담주리 85|||||||청운식당||||
돌문어상회||||식신맛집||전남 여수시 하멜로 78|전라남도 여수시 종화동 458|||||||돌문어상회||||
사시사철||||식신맛집||전남 여수시 교동남1길 5-11|전라남도 여수시 교동 450|||||||사시사철||||
프로방스베이커리||||식신맛집||전남 담양군 담양읍 깊은실길 2-17|전라남도 담양군 담양읍 학동리 586-1|||||||프로방스베이커리||||
전망좋은수협회센타||||식신맛집||전남 완도군 완도읍 해변공원로124번길 26|전라남도 완도군 완도읍 가용리 1100-1|||||||전망좋은수협회센타||||
뜰채||||식신맛집||전남 목포시 해양대학로 229|전라남도 목포시 죽교동 538-31|||||||뜰채||||
엄지빈||||식신맛집||전남 화순군 화순읍 진각로 168|전라남도 화순군 화순읍 신기리 313-4|||||||엄지빈||||
중앙횟집||||식신맛집||전남 목포시 번화로 44-1|전라남도 목포시 만호동 1-65|||||||중앙횟집||||
연우당||||식신맛집||전남 순천시 상사면 응령길 7|전라남도 순천시 상사면 응령리 564-13|||||||연우당||||
메리엘카페||||식신맛집||전남 여수시 만성리길 62|전라남도 여수시 만흥동 47|||||||메리엘카페||||
송치마을||||식신맛집||전남 순천시 월등면 송치안길 88|전라남도 순천시 월등면 계월리 82|||||||송치마을||||
흑산도영생식당||||식신맛집||전라남도 신안군 예리2길 45-1|전라남도 신안군 흑산면 예리 173-16|||||||흑산도영생식당|영생식당|||
화양원조굴구이||||식신맛집||전남 여수시 소호로 273|전라남도 여수시 소호동 940|||||||화양원조굴구이||||
장흥다원||||식신맛집||전라남도 장흥군 기산길 21|전라남도 장흥군 안양면 기산리 295|||||||장흥다원||||
바담||||식신맛집||전라남도 목포시 청호로219번길 48-16|전라남도 목포시 산정동 1110-15|||||||바담||||
성우정회관||||식신맛집||전남 신안군 흑산면 예리1길 56|전라남도 신안군 흑산면 예리 176-33|||||||성우정회관||||
녹원갈비||||식신맛집||전라남도 여수시 공화남3길 22-1|전라남도 여수시 공화동 595|||||||녹원갈비||||
김순옥댓잎찹쌀도너츠||||식신맛집||전남 담양군 담양읍 향교길 6-1|전라남도 담양군 담양읍 향교리 287-1|||||||김순옥댓잎찹쌀도너츠||||
담양제과||||식신맛집||전남 담양군 담양읍 객사4길 37-1|전라남도 담양군 담양읍 객사리 213-2|||||||담양제과||||
카페듀||||식신맛집||전남 여수시 중앙5길 15-1|전라남도 여수시 중앙동 176|||||||카페듀||||
북일기사식당||||식신맛집||전라남도 해남군 백도로 783|전라남도 해남군 북일면 신월리 185|||||||북일기사식당|북일기사식당|||
남경회관||||식신맛집||전라남도 목포시 하당로68번길 24|전라남도 목포시 상동 956-9|||||||남경회관||||
이순이김밥||||식신맛집||전라남도 목포시 용해지구로88번길 8|전라남도 목포시 용해동 1051|||||||이순이김밥|골드디움6차아파트|||
징광문화||||식신맛집||전라남도 보성군 원징광길 134-5|전라남도 보성군 벌교읍 징광리 875-1|||||||징광문화||||
모정명가||||식신맛집||전남 목포시 자유로 127|전라남도 목포시 산정동 1289-14|||||||모정명가||||
남도예담||||식신맛집||전라남도 담양군 월산면 담장로 143|전라남도 담양군 월산면 화방리 378-2|||||||남도예담||||
바다양푼이동태탕순천조례점||||식신맛집||전남 순천시 봉화2길 102|전라남도 순천시 조례동 960-5|||||||바다양푼이동태탕순천조례점||||
해창주조장||||식신맛집||전라남도 해남군 해창길 1|전라남도 해남군 화산면 해창리 6-2|||||||해창주조장||||
해빔||||식신맛집||전남 목포시 미항로 83|전라남도 목포시 상동 1153-12|||||||해빔||||
황토방국밥||||식신맛집|||전라남도 담양군 창평면 창평리 190-2|||||||황토방국밥||||
전통창평국밥||||식신맛집||전남 담양군 창평면 사동길 8-1|전라남도 담양군 창평면 창평리 244-7|||||||전통창평국밥||||
갯내음||||식신맛집||전남 목포시 신흥로59번길 11|전라남도 목포시 상동 870-2|||||||갯내음||||
영화식당||||식신맛집||전남 여수시 중앙로 72-27|전라남도 여수시 중앙동 828|||||||영화식당||||
세양회전문점||||식신맛집||전라남도 장흥군 장흥읍 건산로 40|전라남도 장흥군 장흥읍 건산리 479-6|||||||세양회전문점||||
굴다리쉼터|본점|||식신맛집||전라남도 목포시 평화로20번길 16|전라남도 목포시 상동 1117-18|||||||굴다리쉼터 본점||||
조선쫄복탕||||식신맛집||전라남도 목포시 해안로 115|전라남도 목포시 금화동 9-7|||||||조선쫄복탕||||
송옥정||||식신맛집||전남 목포시 평화로 104|전라남도 목포시 상동 1160-5|||||||송옥정||||
한일생태전문점||||식신맛집||전남 목포시 영산로40번길 26-6|전라남도 목포시 금동1가 2-1|||||||한일생태전문점||||
풍어관||||식신맛집||전남 목포시 삼향천로 106-5|전라남도 목포시 옥암동 974-3|||||||풍어관||||
부촌||||식신맛집||전남 목포시 미항로 143|전라남도 목포시 상동 1160-11|||||||부촌||||
중앙식당||||식신맛집||전남 여수시 교동남1길 3-1|전라남도 여수시 교동 463|||||||중앙식당||||
소도||||식신맛집||전남 목포시 부흥로 1|전라남도 목포시 상동 979-3|||||||소도||||
이성당||||식신맛집||전북 군산시 중앙로 177|전라북도 군산시 중앙로1가 12-2|||||||이성당||||
전라도음식이야기||||식신맛집||전라북도 전주시 덕진구 아중6길 14-6|전라북도 전주시 덕진구 우아동2가 899-1|||||||전라도음식이야기||||
백번집||||식신맛집||전북 전주시 완산구 전라감영2길 15|전라북도 전주시 완산구 다가동1가 44-7|||||||백번집||||
복성루||||식신맛집||전라북도 군산시 월명로 382|전라북도 군산시 미원동 332|||||||복성루|복성루|||
예지촌||||식신맛집||전북 전주시 완산구 안행로 38|전라북도 전주시 완산구 삼천동1가 751-13|||||||예지촌||||
남원집||||식신맛집|||전라북도 순창군 순창읍 순화리 216-2|||||||남원집||||
조점례남문피순대||||식신맛집|||전라북도 전주시 완산구 전동3가 2-198|||||||조점례남문피순대||||
다우랑||||식신맛집|||전라북도 전주시 완산구 교동 269-2|||||||다우랑||||
빵곰언니와호두파이공장||||식신맛집||전북 익산시 고봉로24길 25|전라북도 익산시 영등동 764-3|||||||빵곰언니와호두파이공장||||
본향한정식||||식신맛집||전북 익산시 무왕로 951-8|전라북도 익산시 신동 139-6|||||||본향한정식||||
현대옥전주본점||||식신맛집||전북 전주시 완산구 화산천변2길 7-4|전라북도 전주시 완산구 중화산동2가 757-3|||||||현대옥전주본점||||
옥천골한정식||||식신맛집||전북 순창군 순창읍 경천1로 78|전라북도 순창군 순창읍 교성리 394-21|||||||옥천골한정식||||
거시기삼계탕||||식신맛집|||전라북도 군산시 성산면 고봉리 1|||||||거시기삼계탕||||
가족회관||||식신맛집||전북 전주시 완산구 전라감영5길 17|전라북도 전주시 완산구 중앙동3가 80|||||||가족회관||||
한일관||||식신맛집||전라북도 전주시 완산구 어은로 48|전라북도 전주시 완산구 중화산동2가 4-34|||||||한일관|한일관|||
교동석갈비||||식신맛집||전북 전주시 완산구 태조로 26|전라북도 전주시 완산구 풍남동3가 66-2|||||||교동석갈비||||
한일옥||||식신맛집||전북 군산시 구영3길 63|전라북도 군산시 신창동 2-1|||||||한일옥||||
백제간장게장||||식신맛집||전북 전주시 완산구 쑥고개로 284-10|전라북도 전주시 완산구 효자동2가 785-6|||||||백제간장게장||||
이연국수||||식신맛집||전북 전주시 덕진구 견훤왕궁로 286-3|전라북도 전주시 덕진구 인후동2가 1529-19|||||||이연국수||||
금단양만||||식신맛집|||전라북도 고창군 심원면 월산리 548|||||||금단양만||||
조선옥||||식신맛집|||전라북도 익산시 영등동 291-86|||||||조선옥||||
길거리야본점||||식신맛집||전북 전주시 완산구 경기전길 124|전라북도 전주시 완산구 교동 267-2|||||||길거리야본점||||
옛날땡땡이상추튀김||||식신맛집||전라북도 전주시 덕진구 권삼득로 313|전라북도 전주시 덕진구 금암동 664-39|||||||옛날땡땡이상추튀김||||
군산식당||||식신맛집|||전라북도 부안군 변산면 격포리 508-5|||||||군산식당||||
용진집막걸리||||식신맛집||전북 전주시 완산구 거마산로 14|전라북도 전주시 완산구 삼천동1가 623-5|||||||용진집막걸리||||
변산명인바지락죽||||식신맛집|||전라북도 부안군 변산면 운산리 446-8|||||||변산명인바지락죽||||
지린성||||식신맛집||전북 군산시 미원로 87|전라북도 군산시 미원동 78|||||||지린성||||
진미식당||||식신맛집|||전라북도 익산시 황등면 황등리 902-2|||||||진미식당||||
베테랑||||식신맛집||전북 전주시 완산구 경기전길 135|전라북도 전주시 완산구 교동 85-1|||||||베테랑||||
백학정||||식신맛집||전북 정읍시 태인면 태인로 29-3|전라북도 정읍시 태인면 태성리 532|||||||백학정||||
갑기회관|본점|||식신맛집||전북 전주시 덕진구 상리로 50|전라북도 전주시 덕진구 팔복동2가 258-3|||||||갑기회관 본점||||
전주왱이집||||식신맛집||전북 전주시 완산구 동문길 88|전라북도 전주시 완산구 경원동2가 12-1|||||||전주왱이집||||
고궁전주본점||||식신맛집||전북 전주시 덕진구 송천중앙로 33|전라북도 전주시 덕진구 덕진동2가 168-9|||||||고궁전주본점||||
성미당||||식신맛집||전북 전주시 완산구 전라감영5길 19-9|전라북도 전주시 완산구 중앙동3가 31-2|||||||성미당||||
옛촌막걸리||||식신맛집||전라북도 전주시 완산구 서신천변로 11|전라북도 전주시 완산구 서신동 843-16|||||||옛촌막걸리||||
동서네낙지본점||||식신맛집||전라북도 익산시 동서로 300|전라북도 익산시 영등동 530-1|||||||동서네낙지본점|영등동|||
육일식당||||식신맛집||전북 전주시 완산구 서원로 189|전라북도 전주시 완산구 효자동1가 358-31|||||||육일식당||||
양자강||||식신맛집||전북 정읍시 우암로 57|전라북도 정읍시 수성동 668-1|||||||양자강||||
맘스브레드||||식신맛집||전라북도 전주시 완산구 호암로 81|전라북도 전주시 완산구 효자동2가 1318-3|||||||맘스브레드||||
PNB풍년제과본점||||식신맛집||전북 전주시 완산구 팔달로 180|전라북도 전주시 완산구 경원동1가 40-9|||||||PNB풍년제과본점||||
교동떡갈비||||식신맛집||전북 전주시 완산구 은행로 52|전라북도 전주시 완산구 풍남동3가 73-2|||||||교동떡갈비||||
삼백집전주본점||||식신맛집||전라북도 전주시 완산구 전주객사2길 22|전라북도 전주시 완산구 고사동 454-1|||||||삼백집전주본점||||
일해옥||||식신맛집||전라북도 군산시 구영7길 19|전라북도 군산시 월명동 17-7|||||||일해옥||||
시장비빔밥||||식신맛집||전북 익산시 황등면 황등7길 25|전라북도 익산시 황등면 황등리 588-2|||||||시장비빔밥||||
해변촌탈아리궁||||식신맛집||전북 부안군 변산면 마포로 27|전라북도 부안군 변산면 마포리 617-1|||||||해변촌탈아리궁||||
청림정금자할매집||||식신맛집||전라북도 고창군 인천강서길 12|전라북도 고창군 아산면 반암리 430-3|||||||청림정금자할매집|청림정금자할매집|||
할매추어탕||||식신맛집||전북 남원시 요천로 1467|전라북도 남원시 쌍교동 279|||||||할매추어탕||||
45년전통비빔밥종로회관||||식신맛집||전북 전주시 완산구 전동성당길 98|전라북도 전주시 완산구 전동 60-2|||||||45년전통비빔밥종로회관||||
반야돌솥밥||||식신맛집|||전라북도 전주시 완산구 효자동2가 1156-6|||||||반야돌솥밥||||
현식당||||식신맛집|||전라북도 남원시 천거동 160-192|||||||현식당||||
계화회관||||식신맛집||전라북도 부안군 변산로 95|전라북도 부안군 행안면 신기리 211-2|||||||계화회관|계화회관|||
한국관본점||||식신맛집||전북 전주시 덕진구 기린대로 425|전라북도 전주시 덕진구 금암동 712-3|||||||한국관본점||||
맛고을회관||||식신맛집||전북 무주군 설천면 만선로 16|전라북도 무주군 설천면 심곡리 679-8|||||||맛고을회관||||
김삿갓막걸리||||식신맛집||전북 전주시 완산구 서신천변로 4-3|전라북도 전주시 완산구 서신동 854-15|||||||김삿갓막걸리||||
금강식당||||식신맛집||전라북도 무주군 단천로 102|전라북도 무주군 무주읍 읍내리 246-7|||||||금강식당||||
외할머니솜씨||||식신맛집||전북 전주시 완산구 오목대길 81-8|전라북도 전주시 완산구 교동 97-1|||||||외할머니솜씨||||
원조화심순두부본점||||식신맛집||전북 완주군 소양면 전진로 1051|전라북도 완주군 소양면 화심리 532-1|||||||원조화심순두부본점||||
중동호떡||||식신맛집||전라북도 군산시 서래로 52|전라북도 군산시 경암동 365|||||||중동호떡||||
수송반점||||식신맛집||전북 군산시 동메3길 23|전라북도 군산시 서흥남동 426-8|||||||수송반점||||
한옥전통수제떡갈비||||식신맛집|||전라북도 전주시 완산구 풍남동1가 23-1|||||||한옥전통수제떡갈비||||
연기식당||||식신맛집||전북 고창군 아산면 선운대로 2727|전라북도 고창군 아산면 삼인리 29-29|||||||연기식당||||
정순순대||||식신맛집|||전라북도 익산시 창인동1가 103-2|||||||정순순대||||
전일갑오||||식신맛집||전라북도 전주시 완산구 현무2길 16|전라북도 전주시 완산구 경원동3가 13-12|||||||전일갑오||||
락원가든||||식신맛집|||전라북도 김제시 금산면 금산리 471-1|||||||락원가든||||
쌍용반점||||식신맛집||전북 군산시 내항2길 121|전라북도 군산시 금동 1-69|||||||쌍용반점||||
진미집전동본점||||식신맛집||전북 전주시 완산구 전주천동로 94|전라북도 전주시 완산구 전동 237|||||||진미집전동본점||||
새집추어탕||||식신맛집|||전라북도 남원시 천거동 160-206|||||||새집추어탕||||
명문제과||||식신맛집||전북 남원시 용성로 56|전라북도 남원시 하정동 1-5|||||||명문제과||||
노벨반점||||식신맛집||전북 전주시 완산구 풍남문2길 98-1|전라북도 전주시 완산구 전동3가 56-1|||||||노벨반점||||
카페산타로사||||식신맛집||전북 군산시 한밭로 76-12|전라북도 군산시 나운동 248-15|||||||카페산타로사||||
예촌||||식신맛집||전북 김제시 금구면 금구로 43-1|전라북도 김제시 금구면 금구리 435-2|||||||예촌||||
대흥각||||식신맛집|||전라북도 김제시 요촌동 182-52|||||||대흥각||||
우정회관||||식신맛집||전북 고창군 심원면 심원로 196|전라북도 고창군 심원면 연화리 729-7|||||||우정회관||||
칠산꽃게장||||식신맛집||전라북도 부안군 청자로 906|전라북도 부안군 진서면 곰소리 573|||||||칠산꽃게장||||
오목대사랑채||||식신맛집||전라북도 전주시 완산구 은행로 69|전라북도 전주시 완산구 교동 63-13|||||||오목대사랑채||||
두여인생막걸리||||식신맛집||전라북도 전주시 완산구 거마산로 9|전라북도 전주시 완산구 삼천동1가 620-1|||||||두여인생막걸리||||
1723||||식신맛집||전북 전주시 완산구 오목대길 83|전라북도 전주시 완산구 교동 98-2|||||||1723||||
분도정육점||||식신맛집|||전라북도 익산시 황등면 황등리 902-2|||||||분도정육점||||
산들애||||식신맛집||전라북도 무주군 만선1로 94|전라북도 무주군 설천면 심곡리 611-10|||||||산들애||||
대만원||||식신맛집|||전라북도 임실군 임실읍 이도리 693-6|||||||대만원||||
중앙회관||||식신맛집|||전라북도 전주시 완산구 중앙동3가 78-1|||||||중앙회관||||
풍남피순대||||식신맛집||전북 전주시 완산구 풍남문2길 63|전라북도 전주시 완산구 전동3가 2-242|||||||풍남피순대||||
슬지네찐빵|본점|||식신맛집||전북 부안군 부안읍 번영로 114|전라북도 부안군 부안읍 서외리 28-19|||||||슬지네찐빵 본점||||
원평지평선청보리한우촌||||식신맛집||전북 김제시 금산면 모악로 17|전라북도 김제시 금산면 원평리 1-1|||||||원평지평선청보리한우촌||||
