##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@비영리법인
무대음향협회||||비영리법인|||서울 강남구 신사동 502-5|사단법인||||||무대음향협회|뮤직메트로 7층|||210104
크로스포인트문화재단||||비영리법인||서울시 용산구 소월로 264||재단법인||||||(재)크로스포인트문화재단||||210104
한국캘리그래피디자인센터||||비영리법인||부산광역시 금정구 금정로 197||사단법인||||||(사)한국캘리그래피디자인센터||||210104
한국컬러유니버설디자인협회||||비영리법인||서울시 마포구 큰우물로 76||사단법인||||||(사)한국컬러유니버설디자인협회|고려빌딩 214호|||210104
한국문화복지재단||||비영리법인||대정광역시 유성구 덕명로 63||재단법인||||||(재)한국문화복지재단|107동 302호 (덕명동,하우스토리네오미아아파트)|||210104
유엔더블유티오스텝파운데이션||||비영리법인||서울시 중구 청계천로 40||재단법인||||||유엔더블유티오스텝파운데이션|한국관광공사 8층|||210104
아시아/어린이청소년/연예협회||||비영리법인||서울시 서초구 효령로 304||사단법인||||||아시아 어린이청소년 연예협회|국제전자센터 10층 33호|||210104
한국관악문화예술원||||비영리법인||경기도 양주시 화합로 1334||사단법인||||||한국관악문화예술원||||210104
재단법인/정효국악문화재단||||비영리법인||서울시 서초구 사임당로 18길 50||재단법인||||||재단법인 정효국악문화재단||||210104
퇴계학진흥회||||비영리법인||서울시 종로구 창경궁로29길 25||사단법인||||||퇴계학진흥회|명륜빌딩 4층|||210104
대한명인회||||비영리법인||광주광역시 광산구 사암로 106번길 99-21||사단법인||||||대한명인회||||210104
사단법인/한국문화예술지원협회||||비영리법인||서울특별시 종로구 이화장길 66||사단법인||||||사단법인 한국문화예술지원협회|객석빌딩 4층|||210104
게임개발자연대||||비영리법인||서울시 강남구 학동로 156||사단법인||||||게임개발자연대|성덕빌딩구관 402호|||210104
한국게임법학회||||비영리법인||서울시 서대문구 충정로 60||사단법인||||||한국게임법학회|KT&G,서대문타워 10층|||210104
담수회||||비영리법인||대구시 중구 중앙대로 79길 51||사단법인||||||담수회||||210104
한국의상협회||||비영리법인|||서울시 종로구 부암동 369-77|사단법인||||||한국의상협회||||210104
한빛문화기획자개발원||||비영리법인||서울시 서초구 효령로 236||사단법인||||||한빛문화기획자개발원|(서초동) (3층) (우: 06709)|||210104
한국일요화가회||||비영리법인|||종로구 경운동 64-6|사단법인||||||한국일요화가회|(우: 03148)|||210104
한민족윤리회의||||비영리법인|||서울시 종로구 낙원동 243-3|사단법인||||||한민족윤리회의|경동빌딩 601호|||210104
문공회||||비영리법인||서울시 종로구 삼일대로30길 21||사단법인||||||문공회|(우: 03132)|||210104
한국문화복지협의회||||비영리법인||서울시 송파구 중대로 220||사단법인||||||한국문화복지협의회|(가락동,국토빌딩 301호) (우: 05818)|||210104
다움문화예술기획연구회||||비영리법인|||서울시 성북구 성북동 94-1|사단법인||||||다움문화예술기획연구회|성북프라자 5층|||210104
우리문화사랑||||비영리법인||서울시 효령로 557길 (서초동) 서초로젠빌 1006||사단법인||||||우리문화사랑||||210104
우리문화진흥회||||비영리법인|||전주시 완산구 중앙동 3가 성원 오피스텔 1301호 |사단법인||||||우리문화진흥회||||210104
문화를/나누는사람들||||비영리법인|||서울시 강남구 자곡동 287|사단법인||||||문화를 나누는사람들|교수마을 13-3 2F (우: 06364)|||210104
이초려기념사업회||||비영리법인|||충남 공주시 상왕 3동 302|사단법인||||||이초려기념사업회||||210104
또하나의문화||||비영리법인||서울시 와우산로 174-5||사단법인||||||또하나의문화|(동교동,대재빌라) 302호 (우: 04057)|||210104
미래사회와종교성연구원||||비영리법인||서울시 종로구 사직로 12-9||사단법인||||||미래사회와종교성연구원|(행촌동) (우: 03166)|||210104
시민자치문화센터||||비영리법인|||서울시 마포구 공덕2동 120-10|사단법인||||||시민자치문화센터|302호|||210104
함께하는문화마당||||비영리법인|||구로구 신도림동 390-25|사단법인||||||함께하는문화마당||||210104
열린세상국민문화운동본부||||비영리법인||송파구 오금로 23길 07||사단법인||||||열린세상국민문화운동본부|(방이동) (우: 05642)|||210104
한국문화정책연구소||||비영리법인||서울시 종로구 삼봉로 81||사단법인||||||한국문화정책연구소|(수송동) 426호 (우: 03150)|||210104
문화네트워크||||비영리법인||서울시 마포구만리재옛길 59||사단법인||||||문화네트워크|(공덕동) (우 : 04205)|||210104
한국여가문화학회||||비영리법인||서울시 서대문구 거북골로 34||사단법인||||||한국여가문화학회|(남가좌동) 명지대학교경상관 7층 (우: 03674)|||210104
웰빙소사이어티||||비영리법인||서울시 서초구 서초대로 74길 51||사단법인||||||웰빙소사이어티|(서초동) 서초골드로즈 1512호|||210104
시민문화회의||||비영리법인||광주시 남구 백운로 53||사단법인||||||시민문화회의|2층|||210104
한국문화인류학회||||비영리법인||서울시 관악구 관악로 1||사단법인||||||한국문화인류학회|(신림동)비교문화연구소 내 (우: 08826)|||210104
중앙아시아학회||||비영리법인|||경기도 파주시 교하읍 문발리 513-3|사단법인||||||중앙아시아학회||||210104
문화문||||비영리법인||서울시 강남구 압구정로 30길 12||사단법인||||||문화문|(신사동) 서원빌딩 503호|||210104
일과여가문화연구원||||비영리법인||서울시 영등로구 국회대로 780||사단법인||||||일과여가문화연구원|(여의도동) LG 에클라트 1301호|||210104
문화사회연구소||||비영리법인||||사단법인||||||문화사회연구소||||210104
한국사회학회(공익)||||비영리법인|||종로구 사직동 304-28|사단법인||||||한국사회학회(공익)|(우 : 03028)|||210104
서동아트비전||||비영리법인|||전라북도 익산시 중앙동 3가 45|사단법인||||||서동아트비전|호남솔로몬 상호저축은행 6층|||210104
다문화열린사회||||비영리법인||서울시 종로구 경로장 1길 13||사단법인||||||다문화열린사회|2F|||210104
문화미래/이프||||비영리법인||서울 중구 다산로 32||사단법인||||||문화미래 이프|남산타운아파트 31동 1602호|||210104
국경없는/마을||||비영리법인||경기도 안산시 단원구 부부로 28-1||사단법인||||||국경없는 마을||||210104
아시아문예진흥원||||비영리법인||관악구 성현로 10||사단법인||||||아시아문예진흥원|3층 (우: 151806)|||210104
한국문화커뮤니케이션연구원||||비영리법인|||서초구 서초동 1542-19|사단법인||||||한국문화커뮤니케이션연구원|동일하이빌오피스 502호|||210104
디엠제트문화포럼||||비영리법인||서울시 종로구 인사동길 17-1||사단법인||||||디엠제트문화포럼|2층|||210104
풀로엮은/집||||비영리법인||서울시 독막로 8길 15||사단법인||||||풀로엮은 집|(합정동)|||210104
문화미래포럼||||비영리법인|||서울 종로구 명륜동 4가 72-2|사단법인||||||문화미래포럼||||210104
한국문화비전||||비영리법인|||서울 종로구 평창동 6-158|사단법인||||||한국문화비전||||210104
문화예술연합||||비영리법인||서울 종로구 송월길 110-7||사단법인||||||문화예술연합|(홍파동)|||210104
한국문명교류연구소||||비영리법인||서울 종로구 옥인길 8||사단법인||||||한국문명교류연구소|(옥인동) 형주빌딩 201호|||210104
문화인재경영협회||||비영리법인||서울 강남구 테헤란로 311||사단법인||||||문화인재경영협회|(역삼동) 아남타워 빌딩 1520호|||210104
여성문화네트워크||||비영리법인||서울특별시 서대문구 충정로 50||사단법인||||||여성문화네트워크|골든브릿지빌딩 1층|||210104
문화예술나눔||||비영리법인|||경기도 파주시 탄현면 법흥리 1652-81|사단법인||||||문화예술나눔||||210104
나봄문화||||비영리법인||서울시 중구 남대문로 30||사단법인||||||나봄문화|10층|||210104
한국문화가치연구협회||||비영리법인||서울시 서초구 강남대로 34길 8||사단법인||||||한국문화가치연구협회|(양재동 태진빌딩 6층)|||210104
세로토닌/문화||||비영리법인|||서초구 서초동 1618-11|사단법인||||||세로토닌 문화||||210104
나라(독도)/살리기/문화운동본부||||비영리법인||서울 동대문구 용산로 128||사단법인||||||나라(독도)살리기 문화운동본부|(용두동) 동의보감타워 1706호|||210104
다문화교류네트워크||||비영리법인||서울시 종로구 율곡로 14길 57||사단법인||||||(사)다문화교류네트워크|401호|||210104
화랑묘보존회||||비영리법인|||충남 예산군 예산읍 산성리 275-7|사단법인||||||화랑묘보존회||||210104
한국사진작가협회||||비영리법인|||종로구 동숭동 1-117|사단법인||||||한국사진작가협회|예총회관 404호 (우: 03086)|||210104
한국문화정책학회||||비영리법인||서울시 관악구 관악로 1||사단법인||||||(사)한국문화정책학회|(신림동) 서울대 행정대학원57동 402호|||210104
더불어/꿈||||비영리법인|||서울 영등포구 당산동2가 4|사단법인||||||더불어 꿈|아람빌딩 402 (150-042)|||210104
영토지킴이/독도사랑회||||비영리법인||고양시 일산서구고양대로 648||사단법인||||||영토지킴이 독도사랑회|(일산동,월드메르디앙) 201|||210104
독도문화협회||||비영리법인||충남 금산군 금산읍 향군길 61호2층 ||사단법인||||||독도문화협회||||210104
이노비||||비영리법인||서울시 송파구 송파대로 260제일오피스텔 1508호 (138-715) ||사단법인||||||이노비||||210104
다문화연예예술총연합회(2015.09.07.주무관청이전서울)/문체부)||||비영리법인||서울특별시 중구 퇴계로 430-1||사단법인||||||다문화연예예술총연합회(2015.09.07.주무관청이전서울 >문체부)|3층|||210104
세종대왕기념사업회||||비영리법인||서울시 동대문구 회기로 56||사단법인||||||세종대왕기념사업회||||210104
국어순화추진회||||비영리법인||서울시 동대문구 회기로 56||사단법인||||||국어순화추진회|(청량리동)|||210104
국어정보학회||||비영리법인||서울시 송파구 올림픽로 35가길 11||사단법인||||||국어정보학회|(신천동,한신잠실코아) 1306호|||210104
