##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@GS25
GS25|2테크노파크점|37.51826292|126.76388845|GS25||경기 부천시 오정구 석천로 345||toto;cafe25;post;battery;withdrawal||||||GS25 2테크노파크점|300동 114호 (삼정동 365)|||90702
GS25|38선휴게소점|38.00414846|128.73283627|GS25||강원 양양군 현북면 동해대로 1242||cafe25;drug;post;withdrawal;smart_atm||||||GS25 38선휴게소점|38선휴게소 (잔교리 41-10,38휴게소)|||90702
GS25|CBS점|37.52831065|126.87486792|GS25||서울 양천구 목동서로 159-1||post;battery||||||GS25 CBS점|(목1동 917-1,CBS방송국1층)|||90702
GS25|DDMC점|37.5783899|126.89294205|GS25||서울 마포구 매봉산로 75||cafe25;post||||||GS25 DDMC점|1층 107호 (상암동 1610)|||90702
GS25|DDP점|37.56703853|127.00978156|GS25||서울 중구 을지로 281||post;battery;tax||||||GS25 DDP점|(을지로7가 2-1)|||90702
GS25|DMC가재울점|37.57410234|126.91639401|GS25|||서울 서대문구 남가좌동 124-1|drug;post;withdrawal||||||GS25 DMC가재울점|DMC파크뷰자이 203동 101호|||90702
GS25|GS상당점|36.62142246|127.51590125|GS25||충북 청주시 상당구 호미로165번길 64||cafe25;drug;post;withdrawal;smart_atm||||||GS25 GS상당점|(용암동 2682)|||90702
GS25|GS칼텍스점|34.85012428|127.70150347|GS25||전남 여수시 여수산단로 918||||||||GS25 GS칼텍스점|(적량동 1320)|||90702
GS25|G강화가나안점|37.61326977|126.3826172|GS25||인천 강화군 화도면 해안남로 2351||post;withdrawal||||||GS25 G강화가나안점|(장화리 1106-2)|||90702
GS25|G고덕점|37.55513349|127.12956973|GS25||서울 강동구 고덕로 39||cafe25;drug;battery;withdrawal||||||GS25 G고덕점|(암사3동 441-14)|||90702
GS25|G국회대로점|37.52798374|126.91602067|GS25||서울 영등포구 국회대로 746||cafe25;post||||||GS25 G국회대로점|(여의도동 17-2)|||90702
GS25|G대구대림공단점|35.83533857|128.49134847|GS25||대구 달서구 달서대로 403||cafe25;drug;post;withdrawal;self_cook||||||GS25 G대구대림공단점|(호림동 482-2)|||90702
GS25|G대전갑천점|36.39266398|127.41356396|GS25||대전 대덕구 아리랑로55번길 187||cafe25;withdrawal;smart_atm||||||GS25 G대전갑천점|(신대동 426)|||90702
GS25|G대전톨게이트점|36.35272921|127.44361177|GS25||대전 대덕구 동서대로 1762||cafe25;post;withdrawal||||||GS25 G대전톨게이트점|(비래동 557-6)|||90702
GS25|G둔산우리점|36.35942773|127.38873147|GS25||대전 서구 청사로 224||cafe25||||||GS25 G둔산우리점|(둔산2동 916)|||90702
GS25|G목포합동점|34.82713588|126.42174376|GS25||전남 목포시 영산로 696||withdrawal||||||GS25 G목포합동점|(석현동 489-2)|||90702
GS25|G서초연일점|37.48257474|127.01849562|GS25||서울 서초구 남부순환로 2451||cafe25;drug;post;withdrawal||||||GS25 G서초연일점|(서초1동 1426-13,연일주유소)|||90702
GS25|G세종로점|36.52056157|127.24435727|GS25|||세종 세종로 1328|cafe25;drug;post;withdrawal||||||GS25 G세종로점|(아름동 816)|||90702
GS25|G스마트MTV점|37.29604193|126.76000014|GS25||경기 안산시 단원구 시화호수로841번길 4||drug;post||||||GS25 G스마트MTV점|(성곡동 851-7)|||90702
GS25|G시화공단점|37.33499997|126.7290724|GS25||경기 시흥시 공단1대로 256||cafe25;drug;withdrawal||||||GS25 G시화공단점|102호 (정왕1동 1367-2,시화공단3다)|||90702
GS25|G시흥하우로점|37.45831258|126.78605788|GS25||경기 시흥시 하우로 26-1||post;withdrawal||||||GS25 G시흥하우로점|GS칼텍스 하우고개주유소 내 1층 (대야동 57-5)|||90702
GS25|G신방우리네점|36.78939759|127.12847191|GS25||충남 천안시 동남구 서부대로 235||cafe25;drug;post;withdrawal||||||GS25 G신방우리네점|(신방동 49-25,우리네주유소)|||90702
GS25|G신사남서울점|37.51617873|127.018938|GS25||서울 서초구 나루터로 83||cafe25;bakery;instant;drug;post;withdrawal;smart_atm;self_cook||||||GS25 G신사남서울점|(잠원동 13-6,남서울주유소)|||90702
GS25|G여의도점|37.53035064|126.92556942|GS25||서울 영등포구 은행로 64||cafe25;drug;post;battery;withdrawal;jella_soft;self_cook||||||GS25 G여의도점|GS칼텍스內편의점 (여의도동 10-1)|||90702
GS25|G오토피아점|37.44954975|126.62831555|GS25||인천 중구 축항대로291번길 10||||||||GS25 G오토피아점|(신흥동3가 33-35)|||90702
GS25|G옥길로점|37.46045065|126.81381835|GS25||경기 부천시 옥길로 6||cafe25;post||||||GS25 G옥길로점|(옥길동 767-2)|||90702
GS25|G유성온천|36.35218594|127.34037821|GS25||대전 유성구 도안대로 583||withdrawal||||||GS25 G유성온천|(봉명동 554-6)|||90702
GS25|G일신동양점|37.48484702|126.74540954|GS25||인천 부평구 경인로 1130||cafe25;post;withdrawal||||||GS25 G일신동양점|(일신동 109-12)|||90702
GS25|G정왕IC점|37.37135836|126.73841695|GS25||경기 시흥시 서해안로 590||cafe25;drug;withdrawal;smart_atm;self_cook||||||GS25 G정왕IC점|(정왕동 1112-2)|||90702
GS25|G조례연향점|34.97646477|127.48346007|GS25||전남 순천시 강변로 1039||post;withdrawal||||||GS25 G조례연향점|(가곡동 937-21)|||90702
GS25|G창원관문점|35.21007654|128.62836958|GS25||경남 창원시 성산구 공단로 22||cafe25;withdrawal;self_cook||||||GS25 G창원관문점|(신촌동 19-1)|||90702
GS25|G춘천푸른강산점|37.86667107|127.72226237|GS25||강원 춘천시 춘천로 22||post||||||GS25 G춘천푸른강산점|(퇴계동 1187)|||90702
GS25|G파주조인점|37.77295071|126.76460915|GS25||경기 파주시 창곡동길 27||cafe25;drug;post;withdrawal||||||GS25 G파주조인점|(야동동 151-12)|||90702
GS25|G황금캐슬점|35.83885371|128.62696943|GS25||대구 수성구 청수로 172||drug;post;withdrawal||||||GS25 G황금캐슬점|(지산동 932)|||90702
GS25|HR아팰리스점|35.12370418|126.90725243|GS25||광주 남구 제석로 104||cafe25;instant;drug;post;atm;withdrawal;self_cook||||||GS25 HR아팰리스점|201동 102호 (봉선동 1095)|||90702
GS25|KD사옥점|37.54872267|127.0439634|GS25||서울 성동구 왕십리로 125||drug;post||||||GS25 KD사옥점|(성수동1가 656-292)|||90702
GS25|KNU산과대점|36.67009928|126.86050631|GS25||충남 예산군 예산읍 대학로 54||post;withdrawal||||||GS25 KNU산과대점|(대회리 1,학생회관)|||90702
GS25|LGD구미A1점|36.09945181|128.40404094|GS25||경북 구미시 3공단2로 209||cafe25;self_cook||||||GS25 LGD구미A1점|(진평동 642-3,LG디스플레이1공장)|||90702
GS25|LGD구미A2점|36.10284078|128.40401387|GS25||경북 구미시 3공단2로 235||cafe25||||||GS25 LGD구미A2점|지하1층 (진평동 642)|||90702
GS25|LGD구미복지동점|36.09511065|128.40844971|GS25||경북 구미시 3공단2로 174||cafe25||||||GS25 LGD구미복지동점|1층 (시미동 163,복지동)|||90702
GS25|LGD구미점|36.09608936|128.40422363|GS25||경북 구미시 3공단2로 181||cafe25||||||GS25 LGD구미점|1층 (시미동 162)|||90702
GS25|LGD나래원점|36.0778221|128.41678732|GS25||경북 칠곡군 석적읍 동중리9길 13||post||||||GS25 LGD나래원점|LG디스플레이 나래원 기숙사 복지관동 1층 (중리 224-1)|||90702
GS25|LGD파주A1동점|37.81197878|126.76261899|GS25||경기 파주시 월롱면 엘지로 245||cafe25||||||GS25 LGD파주A1동점|A1동 2층 (덕은리 1239)|||90702
GS25|LGD파주A2동점|37.81197878|126.76261899|GS25||경기 파주시 월롱면 엘지로 245||cafe25||||||GS25 LGD파주A2동점|A2동 2층 (덕은리 1239)|||90702
GS25|LGD파주Ru0026D점|37.81197878|126.76261899|GS25||경기 파주시 월롱면 엘지로 245||cafe25||||||GS25 LGD파주Ru0026D점|RD동 15층 (덕은리 1239)|||90702
GS25|LGD파주러닝센터점|37.80454096|126.76733077|GS25||경기 파주시 월롱면 엘씨디로 139||cafe25;post||||||GS25 LGD파주러닝센터점|(덕은리 1264)|||90702
GS25|LGD파주복지동B점|37.81076337|126.75842599|GS25||경기 파주시 월롱면 엘씨디로 231||cafe25||||||GS25 LGD파주복지동B점|G/H동 3층 (덕은리 1251)|||90702
GS25|LG광화문점|37.56939613|126.97147733|GS25||서울 종로구 새문안로 58||cafe25;post||||||GS25 LG광화문점|지하2층 (신문로2가 92,LG광화문빌딩)|||90702
GS25|LG기숙사점|37.81161909|126.7566968|GS25||경기 파주시 월롱면 엘씨디로241번길 8-15||toto;cafe25;instant;drug||||||GS25 LG기숙사점|(덕은리 1248-1)|||90702
GS25|LG복지동점|37.12964877|127.09098027|GS25||경기 평택시 진위면 엘지로 222||||||||GS25 LG복지동점|M동 1층 (청호리 1)|||90702
GS25|LG사이언스파크점|37.56410133|126.82870256|GS25||서울 강서구 마곡중앙10로 10||withdrawal;smart_atm||||||GS25 LG사이언스파크점|지하1층 (마곡동 770,엘지사이언스파크)|||90702
GS25|LG생산기술원점|37.12397163|127.08861743|GS25||경기 평택시 진위면 엘지로 222||||||||GS25 LG생산기술원점|(청호리 19-1,LG디지털파크)|||90702
GS25|LG연구동점|37.12397163|127.08861743|GS25||경기 평택시 진위면 엘지로 222||||||||GS25 LG연구동점|(R1동 (연구동)) (청호리 19-1,엘지전자 (주))|||90702
GS25|LG유플러스용산점|37.52377837|126.96347203|GS25||서울 용산구 한강대로 32||post||||||GS25 LG유플러스용산점|지하1층 (한강로3가 65-228,엘지유플러스)|||90702
GS25|LG이노텍3점|37.83827235|126.77928921|GS25||경기 파주시 문산읍 월롱산단2길 19||cafe25;instant;post;withdrawal;smart_atm||||||GS25 LG이노텍3점|(내포리 1636-4)|||90702
GS25|LG인화원점|37.21107113|127.35270425|GS25||경기 이천시 마장면 지산로 167-72||||||||GS25 LG인화원점|1층 일부 (해월리 165-1)|||90702
GS25|LG전자구미1점|36.10904306|128.3844192|GS25||경북 구미시 수출대로 168||||||||GS25 LG전자구미1점|LG전자 구미1공장 내 (공단동 191-5)|||90702
GS25|LG전자구미3점|36.09059598|128.38365198|GS25||경북 구미시 산호대로 77||||||||GS25 LG전자구미3점|(공단동 299)|||90702
GS25|LG전자기숙사점|36.1230617|128.36008065|GS25||경북 구미시 칠성로2길 19||||||||GS25 LG전자기숙사점|(신평동 150-27)|||90702
GS25|LG전자창원2점|35.20785417|128.66637546|GS25||경남 창원시 성산구 완암로 84||||||||GS25 LG전자창원2점|(성산동 76,LG전자창원2공장)|||90702
GS25|LIG합정점|37.54910493|126.91121074|GS25||서울 마포구 양화로 19||cafe25;post;battery;withdrawal||||||GS25 LIG합정점|101호 (합정동 471,지하1층)|||90702
GS25|LS엠트론점|37.37375778|126.94980094|GS25||경기 안양시 동안구 엘에스로116번길 39||cafe25;post||||||GS25 LS엠트론점|(호계1동 555-16)|||90702
GS25|NC소프트점|37.39937722|127.10805124|GS25||경기 성남시 분당구 대왕판교로644번길 12||self_cook||||||GS25 NC소프트점|지하1층 (삼평동 668,(주)엔씨소프트판교RD센터)|||90702
GS25|R강동4점|37.54003642|127.12653161|GS25||서울 강동구 구천면로 200||||||||GS25 R강동4점|강동지사 4층 (천호동 419-3,한국마사회)|||90702
GS25|R강북4점|37.63533645|127.02374093|GS25||서울 강북구 도봉로 302||||||||GS25 R강북4점|4층 (번동 449-6,한국마사회강북지점)|||90702
GS25|R강북6점|37.63533645|127.02374093|GS25||서울 강북구 도봉로 302||||||||GS25 R강북6점|6층 (번동 449-6,한국마사회강북지점)|||90702
GS25|R광주4점|35.15729359|126.91870112|GS25||광주 동구 구성로 257||||||||GS25 R광주4점|4층 (계림동 293-4)|||90702
GS25|R대구3점|35.78869095|128.63627689|GS25||대구 달성군 가창면 가창로175길 6||||||||GS25 R대구3점|(냉천리 27-17)|||90702
GS25|R대전5점|36.35653886|127.36362853|GS25||대전 서구 월평중로 21||||||||GS25 R대전5점|(월평동 519)|||90702
GS25|R도봉4점|37.65228704|127.04938016|GS25||서울 도봉구 노해로67길 14||||||||GS25 R도봉4점|4층 (창동 8,한국마사회)|||90702
GS25|R도봉8점|37.65228704|127.04938016|GS25||서울 도봉구 노해로67길 14||||||||GS25 R도봉8점|8층 일부 (창동 8,한국마사회창동지점)|||90702
GS25|R럭키빌남단1점|37.44746641|127.0170445|GS25||경기 과천시 경마공원대로 107||||||||GS25 R럭키빌남단1점|1층 (주암동 685,럭키빌)|||90702
GS25|R럭키빌중앙2점|37.44746641|127.0170445|GS25||경기 과천시 경마공원대로 107||||||||GS25 R럭키빌중앙2점|2층 (주암동 685,럭키빌)|||90702
GS25|R럭키빌중앙4점|37.44746641|127.0170445|GS25||경기 과천시 경마공원대로 107||||||||GS25 R럭키빌중앙4점|4층 (주암동 685,럭키빌)|||90702
GS25|R부경2|35.15516636|128.87095107|GS25||경남 김해시 가락대로 929-1||||||||GS25 R부경2|2층 (수가동 1333)|||90702
GS25|R부경3점|35.15561301|128.87900105|GS25||부산 강서구 가락대로 929||||||||GS25 R부경3점|(범방동 1833)|||90702
GS25|R부경4점|35.15516636|128.87095107|GS25||경남 김해시 가락대로 929-1||||||||GS25 R부경4점|4층 (수가동 1333)|||90702
GS25|R부산관람대1점|35.15516636|128.87095107|GS25||경남 김해시 가락대로 929-1||||||||GS25 R부산관람대1점|(수가동 1333)|||90702
GS25|R부산동구2점|35.13664235|129.06505424|GS25||부산 동구 자성로 134||||||||GS25 R부산동구2점|(범일2동 825-3,눌원빌딩)|||90702
GS25|R부산동구3점|35.13664235|129.06505424|GS25||부산 동구 자성로 134||||||||GS25 R부산동구3점|(범일2동 825-3,눌원빌딩)|||90702
GS25|R부산연제4점|35.18783219|129.07932581|GS25||부산 연제구 월드컵대로164번길 26||||||||GS25 R부산연제4점|4층 (연산동 1127-1,장연빌딩)|||90702
GS25|R서울강남4점|37.5250955|127.05158476|GS25||서울 강남구 도산대로 529||||||||GS25 R서울강남4점|4층 (청담동 125-17,KRA프라자)|||90702
GS25|R서울구남2점|37.44746641|127.0170445|GS25||경기 과천시 경마공원대로 107||||||||GS25 R서울구남2점|구관람대 2층 (주암동 685,한국마사회)|||90702
GS25|R서울구남4점|37.4536593|127.02715839|GS25||||||||||GS25 R서울구남4점||||90702
GS25|R서울구북3점|37.44746641|127.0170445|GS25||경기 과천시 경마공원대로 107||||||||GS25 R서울구북3점|렛츠런파크서울 해피빌 3층 북단 (주암동 685)|||90702
GS25|R서울구북4점|37.4536593|127.02715839|GS25||||||||||GS25 R서울구북4점||||90702
GS25|R서울박물관점|37.44746641|127.0170445|GS25||경기 과천시 경마공원대로 107||||||||GS25 R서울박물관점|(주암동 685)|||90702
GS25|R서울신북1점|37.44746641|127.0170445|GS25||경기 과천시 경마공원대로 107||||||||GS25 R서울신북1점|1층 (주암동 685,신림관대)|||90702
GS25|R서울신북2점|37.44746641|127.0170445|GS25||경기 과천시 경마공원대로 107||||||||GS25 R서울신북2점|신관람대 2층 (주암동 685,한국마사회)|||90702
GS25|R서울신북3점|37.44746641|127.0170445|GS25||경기 과천시 경마공원대로 107||||||||GS25 R서울신북3점|(주암동 685,신관람대3층북단)|||90702
GS25|R서울신북4점|37.44746641|127.0170445|GS25||경기 과천시 경마공원대로 107||||||||GS25 R서울신북4점|(주암동 685,신관람대4층북단)|||90702
GS25|R서울신중3점|37.44746641|127.0170445|GS25||경기 과천시 경마공원대로 107||||||||GS25 R서울신중3점|(주암동 685,신관람대3층 중앙)|||90702
GS25|R안산9점|37.33380803|126.81206627|GS25||경기 안산시 단원구 삼일로 310||||||||GS25 R안산9점|9층 GS25 R안산9 (선부동 1077)|||90702
GS25|R영등포8점|37.5181796|126.90713537|GS25||서울 영등포구 영중로8길 14||||||||GS25 R영등포8점|8층 (영등포동3가 18,마사회)|||90702
GS25|R의정부4점|37.73868319|127.04007341|GS25||경기 의정부시 시민로 45||||||||GS25 R의정부4점|4층 (가능동 754-21,안산빌딩)|||90702
GS25|R의정부5점|37.73868319|127.04007341|GS25||경기 의정부시 시민로 45||||||||GS25 R의정부5점|5층 (가능동 754-21,안산빌딩)|||90702
GS25|R인천중구5점|37.47183649|126.62249329|GS25||인천 중구 신포로23번길 49||||||||GS25 R인천중구5점|5층 (중앙동3가 4-41,중앙프라자)|||90702
GS25|R일산마사4층점|37.6595905|126.7684282|GS25||경기 고양시 일산동구 중앙로1275번길 60-19||||||||GS25 R일산마사4층점|4층 일부 (장항동 756-4)|||90702
GS25|R일산마사5층점|37.6595905|126.7684282|GS25||경기 고양시 일산동구 중앙로1275번길 60-19||||||||GS25 R일산마사5층점|5층 일부 (장항동 756-4)|||90702
GS25|R일산마사6층점|37.6595905|126.7684282|GS25||경기 고양시 일산동구 중앙로1275번길 60-19||||||||GS25 R일산마사6층점|6층 일부 (장항동 756-4,로데오 메탈릭타워 II)|||90702
GS25|R제주구관람대2점|33.40774512|126.39877211|GS25||제주 제주시 애월읍 평화로 2144||cafe25||||||GS25 R제주구관람대2점|2층 (유수암리 1206,구관람대)|||90702
GS25|R제주신관람대2점|33.40774512|126.39877211|GS25||제주 제주시 애월읍 평화로 2144||||||||GS25 R제주신관람대2점|2층 (유수암리 1206,신관람대)|||90702
GS25|R제주예시장점|33.40774512|126.39877211|GS25||제주 제주시 애월읍 평화로 2144||cafe25||||||GS25 R제주예시장점|예시장 (유수암리 1206)|||90702
GS25|R종로2점|37.57363484|127.02066398|GS25||서울 종로구 난계로29길 49||||||||GS25 R종로2점|2층 (숭인동 201-18,한국마사회 종로지사)|||90702
GS25|R창원3점|35.21905599|128.67501291|GS25||경남 창원시 성산구 중앙대로 33||||||||GS25 R창원3점|(중앙동 101-2,대흥인터빌)|||90702
GS25|R창원4점|35.21905599|128.67501291|GS25||경남 창원시 성산구 중앙대로 33||||||||GS25 R창원4점|(중앙동 101-2,대흥인터빌)|||90702
GS25|R천안2점|36.83090356|127.14186857|GS25||충남 천안시 서북구 성정두정로 62||||||||GS25 R천안2점|2층 (두정동 1394,희망빌딩)|||90702
GS25|S6고려대역점|37.59041163|127.03591174|GS25||||cafe25||||||GS25 S6고려대역점|6호선 고려대역 지하철역사 (종암동 29-18)|||90702
GS25|S6공덕역점|37.54351749|126.95192797|GS25||||cafe25||||||GS25 S6공덕역점|지하1층 (공덕동 439,공덕역)|||90702
GS25|S6광흥창역점|37.54744215|126.93238573|GS25||||||||||GS25 S6광흥창역점|6호 호선 광흥창역 (창전동 145-17)|||90702
GS25|S6구산역점|37.61093014|126.91667536|GS25||||cafe25||||||GS25 S6구산역점|6호선 구산역 지하1층 1001호 (구산동)|||90702
GS25|S6녹사평역점|37.53444061|126.98559185|GS25||||cafe25||||||GS25 S6녹사평역점|지하 (용산동4가 4)|||90702
GS25|S6대흥역점|37.54772106|126.94235176|GS25||||cafe25||||||GS25 S6대흥역점|6호 호선 대흥역 (대흥동 128-1)|||90702
GS25|S6독바위역점|37.61836671|126.9328336|GS25||||cafe25||||||GS25 S6독바위역점|지하1층 1001호 (불광동 13-33)|||90702
GS25|S6돌곶이역점|37.61055883|127.05709244|GS25||||cafe25||||||GS25 S6돌곶이역점|지하철 역사 (석관동 349-8,6호선)|||90702
GS25|S6동묘앞역점|37.57165724|127.01581079|GS25||||cafe25||||||GS25 S6동묘앞역점|(숭인동 316-3)|||90702
GS25|S6마포구청역점|37.56339473|126.90335112|GS25||||cafe25||||||GS25 S6마포구청역점|(성산동 592,마포구청역)|||90702
GS25|S6망원역점|37.55493609|126.91039025|GS25||||||||||GS25 S6망원역점|6호 호선 망원역 (망원동 378)|||90702
GS25|S6보문역점|37.58559262|127.01969212|GS25||||cafe25||||||GS25 S6보문역점|(보문동1가 127-1,6호선 보문역역사)|||90702
GS25|S6봉화산역점|37.61511613|127.09598856|GS25|||서울 중랑구 신내동 643-3|cafe25||||||GS25 S6봉화산역점|6호선 지하철 역사 내|||90702
GS25|S6불광역점|37.61051364|126.92928746|GS25||||cafe25||||||GS25 S6불광역점|6호선 불광역 지하2층 2002호 (대조동 14-1)|||90702
GS25|S6삼각지역점|37.53442196|126.97301013|GS25||||cafe25||||||GS25 S6삼각지역점|지하3층 (한강로1가 228-1,6호선 삼각지역)|||90702
GS25|S6상수역점|37.54811054|126.92264379|GS25||||cafe25||||||GS25 S6상수역점|6호 호선 상수역 (상수동 309-10)|||90702
GS25|S6상암DMC역2점|37.57713956|126.90184764|GS25|||서울 은평구 증산동 223-27|cafe25||||||GS25 S6상암DMC역2점|6호선 DMC역 지하1층|||90702
GS25|S6상월곡역점|37.60703041|127.04968461|GS25||||||||||GS25 S6상월곡역점|지하철 6호선 상월곡역 역사 내 (상월곡동 26-1)|||90702
GS25|S6새절역점|37.59114823|126.9132708|GS25||||||||||GS25 S6새절역점|지하1층 1001호 (신사동 337-5,6호선 새절역사무소)|||90702
GS25|S6석계역점|37.61547991|127.06747386|GS25|||서울 노원구 월계동 25-4|cafe25||||||GS25 S6석계역점|지하철 역사 내|||90702
GS25|S6신당역점|37.56756902|127.01611361|GS25||||cafe25||||||GS25 S6신당역점|지하 (흥인동 162-1,신동역 6호선)|||90702
GS25|S6안암역점|37.58608696|127.02935512|GS25||||cafe25||||||GS25 S6안암역점|6호선 지하철 역사 내 (안암동5가 146-1)|||90702
GS25|S6약수역점|37.55505047|127.01035898|GS25||||cafe25||||||GS25 S6약수역점|지하층 (신당동 369-2,약수역 6호선)|||90702
GS25|S6역촌역점|37.60621511|126.92327859|GS25||||cafe25||||||GS25 S6역촌역점|6호선 역촌역 지하1층 1001호 (녹번동 144-69)|||90702
GS25|S6연신내역점|37.6189243|126.92082983|GS25||||cafe25||||||GS25 S6연신내역점|6호선 연신내역 지하1층 1001호 (갈현동)|||90702
GS25|S6월곡역점|37.60182751|127.04140428|GS25||||cafe25||||||GS25 S6월곡역점|6호선 월곡역 역사 (하월곡동 35-1)|||90702
GS25|S6월드컵경기장역점|37.56440695|126.90854311|GS25|||서울 마포구 성산동 지하240|||||||GS25 S6월드컵경기장역점||||90702
GS25|S6응암역점|37.59927644|126.91532688|GS25||||cafe25||||||GS25 S6응암역점|지하2층 2001호 (6호선 응암역) (역촌동 85-41)|||90702
GS25|S6이태원역점|37.53454513|126.99465356|GS25||||cafe25||||||GS25 S6이태원역점|이태원역 B1 1001호 (이태원동 119-23)|||90702
GS25|S6증산역점|37.58372274|126.9092575|GS25||||cafe25||||||GS25 S6증산역점|6호선 증산역 지하1층 1001호 (증산동 199-8)|||90702
GS25|S6창신역점|37.57950922|127.01519797|GS25||||cafe25||||||GS25 S6창신역점|(창신동 20-8)|||90702
GS25|S6한강진역점|37.54077822|127.00183455|GS25||||cafe25||||||GS25 S6한강진역점|지하1층 (한남동 726-494,6호선 한강진역)|||90702
GS25|S6합정역점|37.5493759|126.9142171|GS25||||cafe25||||||GS25 S6합정역점|6호선 지하1층 편의점 (합정동)|||90702
GS25|S6화랑대역점|37.61988307|127.08319843|GS25||||cafe25||||||GS25 S6화랑대역점|지하철 역사 내 (공릉동 285-2)|||90702
GS25|S6효창공원앞역점|37.53961476|126.9609671|GS25||||||||||GS25 S6효창공원앞역점|6호선 효창공원앞역 지하1층 (효창동)|||90702
GS25|S8가락시장역점|37.49292916|127.11805624|GS25||||cafe25||||||GS25 S8가락시장역점|8호선 지하철 역사 (가락동 184-23)|||90702
GS25|S8강동구청역점|37.53069365|127.121832|GS25||||cafe25||||||GS25 S8강동구청역점|8호선 지하철 역사 내 (성내동)|||90702
GS25|S8남한산성입구역점|37.44970238|127.15720582|GS25||||||||||GS25 S8남한산성입구역점|8호선 지하철 역사 내 (단대동)|||90702
GS25|S8단대오거리역점|37.44530306|127.15565037|GS25|||경기 성남시 수정구 신흥동 2458|cafe25||||||GS25 S8단대오거리역점|8호선 지하철 역사 내부|||90702
GS25|S8모란역점|37.43424688|127.12955912|GS25||경기 성남시 수정구 산성대로 95||cafe25||||||GS25 S8모란역점|8호선 모란역 역사 내 (수진동)|||90702
GS25|S8몽촌토성역점|37.51695061|127.11073742|GS25||||||||||GS25 S8몽촌토성역점|신천동 8호선 지하철 역사 (신천동 19)|||90702
GS25|S8문정역점|37.48388318|127.13644637|GS25|||서울 송파구 장지동 56|cafe25||||||GS25 S8문정역점|8호선 지하철 역사 내부|||90702
GS25|S8복정역점|37.47231845|127.12852993|GS25|||서울 송파구 장지동 600|cafe25||||||GS25 S8복정역점|8호선지하철역사 내|||90702
GS25|S8산성역점|37.45692496|127.15035417|GS25||||cafe25||||||GS25 S8산성역점|8호선 산성역 역사 내 (신흥동)|||90702
GS25|S8석촌역점|37.50680082|127.10545134|GS25||||cafe25||||||GS25 S8석촌역점|8호선 지하철 역사 (석촌동 209)|||90702
GS25|S8송파역점|37.4997426|127.11223083|GS25||||cafe25||||||GS25 S8송파역점|(8호선 지하철 역사내) (가락동 459-4)|||90702
GS25|S8수진역점|37.43783154|127.1404224|GS25||경기 성남시 수정구 산성대로 203||cafe25||||||GS25 S8수진역점|8호선 수진역 역사 내 (수진동)|||90702
GS25|S8신흥역점|37.44842255|127.15212302|GS25||||cafe25||||||GS25 S8신흥역점|8호선 신흥역 역사 내 (신흥동)|||90702
GS25|S8암사역점|37.55115868|127.12818997|GS25||||cafe25||||||GS25 S8암사역점|지하철 8호선 암사역 역사 내 (암사동 501)|||90702
GS25|S8장지역점|37.47764679|127.12650077|GS25||||cafe25||||||GS25 S8장지역점|(장지동 201-5)|||90702
GS25|S9둔촌오륜역점|37.51974774|127.14046777|GS25||서울 강동구 강동대로 305||||||||GS25 S9둔촌오륜역점|지하철 9호선 둔촌오륜역 B1 (둔촌동 180-2)|||90702
GS25|S9봉은사역점|37.51442446|127.06028283|GS25||||cafe25||||||GS25 S9봉은사역점|,9호선봉은사역 내 (삼성동 111-8)|||90702
GS25|S9삼성중앙역점|37.51164542|127.04855386|GS25||||cafe25||||||GS25 S9삼성중앙역점|(삼성동 111-147)|||90702
GS25|S9삼전역점|37.50477315|127.0877409|GS25||서울 송파구 백제고분로 187||cafe25||||||GS25 S9삼전역점|(잠실동 250-5,파크인-수)|||90702
GS25|S9석촌고분역점|37.50260315|127.09614803|GS25|||서울 송파구 삼전동 157|||||||GS25 S9석촌고분역점||||90702
GS25|S9석촌역점|37.50680082|127.10545134|GS25||||cafe25||||||GS25 S9석촌역점|지하철 9호선 석촌역 (석촌동 209)|||90702
GS25|S9송파나루역점|37.50966154|127.11200026|GS25|||서울 송파구 송파동 3|||||||GS25 S9송파나루역점|지하철 9호선 송파나루역|||90702
GS25|S9언주역점|37.50748345|127.03423077|GS25||||||||||GS25 S9언주역점|지하1층 926-1호 (논현동 279-165,9호선 언주역)|||90702
GS25|S9올림픽공원역점|37.51619484|127.13024844|GS25|||서울 송파구 방이동 88-26|||||||GS25 S9올림픽공원역점|지하철9호선 올림픽공원역 B1층|||90702
GS25|S9종합운동장역점|37.51110199|127.07428261|GS25||||||||||GS25 S9종합운동장역점|9호선 종합운동장역 역사 (잠실동 122)|||90702
GS25|S9중앙보훈병원역점|37.52950193|127.14235846|GS25||서울 강동구 명일로 117||||||||GS25 S9중앙보훈병원역점|지하철9호선 중앙보훈병원역 지하1층 (둔촌동 545)|||90702
GS25|S9한성백제역점|37.5177242|127.1165654|GS25||서울 송파구 위례성대로 51||||||||GS25 S9한성백제역점|지하철9호선 한성백제역 지하1층 (방이동 88-21)|||90702
GS25|SDI점|35.51181215|129.09595806|GS25||울산 울주군 삼남면 반구대로 158||toto;drug;post;withdrawal||||||GS25 SDI점|(방기리 59-20)|||90702
