##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@식신맛집
신정||||식신맛집||서울 강남구 테헤란로8길 29|서울특별시 강남구 역삼동 828-2|||||||신정||||
더블트러블||||식신맛집||서울 강남구 봉은사로4길 22|서울특별시 강남구 역삼동 810-13|||||||더블트러블||||
할범탕수육||||식신맛집||서울 양천구 목동중앙북로 15|서울특별시 양천구 목동 610-26|||||||할범탕수육||||
권참치||||식신맛집||서울특별시 동작구 사당로30길 142|서울특별시 동작구 사당동 1032-29|||||||권참치||||
진대감|신사점|||식신맛집||서울 서초구 나루터로12길 18|서울특별시 서초구 잠원동 23-8|||||||진대감 신사점||||
베러댄비프||||식신맛집||서울 강남구 도산대로11길 5|서울특별시 강남구 신사동 514-9|||||||베러댄비프||||
버드나무집|서초동본점|||식신맛집||서울 서초구 효령로 434|서울특별시 서초구 서초동 1340-5|||||||버드나무집 서초동본점||||
스타쉐프/바이/후남||||식신맛집||서울 송파구 위례성대로 134|서울특별시 송파구 방이동 183-6|||||||스타쉐프 바이 후남||||
부자피자|신사점|||식신맛집||서울 강남구 압구정로10길 35-2|서울특별시 강남구 신사동 534-12|||||||부자피자 신사점||||
코리아하우스||||식신맛집||서울 강남구 압구정로79길 56|서울특별시 강남구 청담동 125-6|||||||코리아하우스||||
노들강/본채||||식신맛집||서울 강남구 강남대로114길 21|서울특별시 강남구 논현동 184-18|||||||노들강 본채||||
오메가강구항||||식신맛집||서울 강남구 봉은사로37길 9|서울특별시 강남구 논현동 232-19|||||||오메가강구항||||
먹거리양곱창||||식신맛집||서울특별시 서초구 강남대로99길 35|서울특별시 서초구 잠원동 22-1|||||||먹거리양곱창|원창빌딩|||
기욤|청담점|||식신맛집||서울 강남구 선릉로152길 17|서울특별시 강남구 청담동 88-38|||||||기욤 청담점||||
교대이층집|본점|||식신맛집||서울 서초구 서초대로50길 24|서울특별시 서초구 서초동 1571-18|||||||교대이층집 본점||||
마망갸또|강남역점|||식신맛집||서울특별시 강남구 봉은사로4길 31|서울특별시 강남구 역삼동 812-8|||||||마망갸또 강남역점||||
청담골||||식신맛집||서울 강남구 선릉로148길 48|서울특별시 강남구 청담동 19-17|||||||청담골||||
온더보더|코엑스도심공항점|||식신맛집||서울 강남구 테헤란로87길 22|서울특별시 강남구 삼성동 159-6|||||||온더보더 코엑스도심공항점||||
도쿄등심|롯데캐슬잠실점|||식신맛집||서울 송파구 올림픽로 269|서울특별시 송파구 신천동 7-18|||||||도쿄등심 롯데캐슬잠실점||||
남서울민물장어||||식신맛집||서울 강남구 봉은사로 137|서울특별시 강남구 논현동 204-3|||||||남서울민물장어||||
함지곱창||||식신맛집||서울 강남구 학동로2길 33|서울특별시 강남구 논현동 144-5|||||||함지곱창||||
일일향|3호점|||식신맛집||서울 서초구 서초대로78길 22|서울특별시 서초구 서초동 1327-2|||||||일일향 3호점||||
루엘드파리||||식신맛집||서울특별시 서초구 서초중앙로 18|서울특별시 서초구 서초동 1445-13|||||||루엘드파리||||
밀탑|현대백화점압구정본점|||식신맛집||서울 강남구 압구정로 165|서울특별시 강남구 압구정동 429|||||||밀탑 현대백화점압구정본점||||
브루클린더버거조인트|서래본점|||식신맛집||서울 서초구 서래로2길 27|서울특별시 서초구 반포동 78-12|||||||브루클린더버거조인트 서래본점||||
서동한우|강남점|||식신맛집||서울 서초구 서초대로74길 29|서울특별시 서초구 서초동 1327-29|||||||서동한우 강남점||||
초이||||식신맛집||서울 서초구 서래로 4|서울특별시 서초구 반포동 88-6|||||||초이||||
팬아시아|가로수점|||식신맛집||서울 강남구 압구정로14길 28|서울특별시 강남구 신사동 546-23|||||||팬아시아 가로수점||||
구슬함박|파미에스테이션점|||식신맛집||서울 서초구 사평대로 205|서울특별시 서초구 반포동 118-3|||||||구슬함박 파미에스테이션점||||
cuisson82||||식신맛집||서울 강남구 양재천로 167|서울특별시 강남구 도곡동 453-16|||||||cuisson82||||
두레국수||||식신맛집||서울특별시 강남구 도산대로37길 28|서울특별시 강남구 신사동 626-79|||||||두레국수||||
구스아일랜드브루하우스||||식신맛집||서울 강남구 역삼로 118|서울특별시 강남구 역삼동 833|||||||구스아일랜드브루하우스||||
암사민물장어|암사본점|||식신맛집||서울 강동구 고덕로 33|서울특별시 강동구 암사동 506-9|||||||암사민물장어 암사본점||||
마오|양재점|||식신맛집||서울특별시 서초구 양재천로 105|서울특별시 서초구 양재동 96-8|||||||마오 양재점||||
수담한정식||||식신맛집||서울 강남구 봉은사로 418|서울특별시 강남구 삼성동 113|||||||수담한정식||||
봉산집|삼성동점|||식신맛집||서울 강남구 삼성로 564|서울특별시 강남구 삼성동 145-19|||||||봉산집 삼성동점||||
파씨오네||||식신맛집||서울 강남구 언주로164길 39|서울특별시 강남구 신사동 646-23|||||||파씨오네||||
아야진생태찌개||||식신맛집||서울 강남구 삼성로108길 8|서울특별시 강남구 삼성동 150-2|||||||아야진생태찌개||||
삼원가든||||식신맛집||서울특별시 강남구 언주로 835|서울특별시 강남구 신사동 623-5|||||||삼원가든|삼원가든|||
테이스팅룸|롯데월드몰점|||식신맛집||서울 송파구 올림픽로 300|서울특별시 송파구 신천동 29|||||||테이스팅룸 롯데월드몰점||||
프로간장새우|본점|||식신맛집||서울특별시 강남구 강남대로122길 20|서울특별시 강남구 논현동 166-4|||||||프로간장새우 본점||||
골든타이||||식신맛집||서울 송파구 위례성대로 66|서울특별시 송파구 방이동 171-4|||||||골든타이||||
임진강민물장어||||식신맛집||서울특별시 강서구 양천로 723|서울특별시 강서구 염창동 252-5|||||||임진강민물장어||||
제주/오겹살/왕돌구이집|방이본점|||식신맛집||서울 송파구 오금로15길 9-12|서울특별시 송파구 방이동 69-10|||||||제주 오겹살 왕돌구이집 방이본점||||
방배/김밥||||식신맛집||서울특별시 동작구 동작대로27길 59-16|서울특별시 동작구 사당동 127-27|||||||방배 김밥|동성빌딩|||
메이비||||식신맛집||서울 구로구 디지털로32나길 51|서울특별시 구로구 구로동 1124-49|||||||메이비||||
지아니스나폴리||||식신맛집||서울 강남구 논현로94길 15|서울특별시 강남구 역삼동 669-18|||||||지아니스나폴리||||
서호김밥||||식신맛집||서울 서초구 방배중앙로 141-1|서울특별시 서초구 방배동 790-13|||||||서호김밥||||
신사연어||||식신맛집||서울특별시 강남구 압구정로2길 60|서울특별시 강남구 신사동 512-9|||||||신사연어||||
버터핑거팬케이크||||식신맛집||서울 강남구 선릉로152길 11|서울특별시 강남구 청담동 88-9|||||||버터핑거팬케이크||||
두리돈까스||||식신맛집||서울특별시 강동구 고덕로62길 55|서울특별시 강동구 명일동 48|||||||두리돈까스|주양쇼핑|||
현대정육식당||||식신맛집||서울특별시 강남구 선릉로146길 5|서울특별시 강남구 청담동 1-25|||||||현대정육식당||||
도쿄팡야|가로수길점|||식신맛집||서울 강남구 논현로151길 52|서울특별시 강남구 신사동 543-8|||||||도쿄팡야 가로수길점||||
논현삼계탕||||식신맛집||서울 서초구 사평대로56길 8|서울특별시 서초구 서초동 1302-45|||||||논현삼계탕||||
미우야||||식신맛집||서울 서초구 강남대로23길 90|서울특별시 서초구 양재동 116-5|||||||미우야||||
흑돈가|여의도점|||식신맛집||서울특별시 영등포구 여의대방로69길 23|서울특별시 영등포구 여의도동 44-3|||||||흑돈가 여의도점||||
지구당||||식신맛집||서울특별시 관악구 관악로12길 5|서울특별시 관악구 봉천동 1598-23|||||||지구당||||
강공순할매집전복신랑해물각시|본점|||식신맛집||서울특별시 영등포구 국제금융로8길 19|서울특별시 영등포구 여의도동 44-21|||||||강공순할매집전복신랑해물각시 본점||||
더벨로||||식신맛집||서울 서초구 마방로4길 28|서울특별시 서초구 양재동 250-3|||||||더벨로||||
차이나린찐||||식신맛집||서울 강동구 강동대로 217|서울특별시 강동구 성내동 448-17|||||||차이나린찐||||
오향가||||식신맛집||서울특별시 송파구 송이로 106|서울특별시 송파구 가락동 73-2|||||||오향가||||
만두집||||식신맛집||서울 강남구 압구정로 338|서울특별시 강남구 신사동 661-1|||||||만두집||||
채운||||식신맛집||서울 강남구 논현로175길 107|서울특별시 강남구 신사동 525-10|||||||채운||||
볼라레||||식신맛집||서울특별시 서초구 사평대로20길 8|서울특별시 서초구 반포동 107-2|||||||볼라레||||
레트로나파이||||식신맛집||서울특별시 강남구 압구정로20길 7|서울특별시 강남구 신사동 574-7|||||||레트로나파이||||
벽제갈비|서래점|||식신맛집||서울특별시 서초구 동광로 89|서울특별시 서초구 방배동 797-7|||||||벽제갈비 서래점||||
욥||||식신맛집||서울특별시 영등포구 당산로44길 3|서울특별시 영등포구 당산동5가 11-34|||||||욥||||
남포면옥||||식신맛집||서울특별시 강남구 학동로 231|서울특별시 강남구 논현동 89-10|||||||남포면옥||||
막내회센타||||식신맛집||서울 영등포구 도신로53길 7|서울특별시 영등포구 신길동 194-44|||||||막내회센타||||
셰프팔레트||||식신맛집||서울특별시 강남구 봉은사로 120|서울특별시 강남구 역삼동 602|||||||셰프팔레트||||
왕자장어||||식신맛집||서울특별시 강남구 언주로164길 35-4|서울특별시 강남구 신사동 646-16|||||||왕자장어||||
진주청국장||||식신맛집||서울 서초구 남부순환로 2561|서울특별시 서초구 서초동 1365-22|||||||진주청국장||||
모범떡볶이앤수제돈가스||||식신맛집||서울 강동구 진황도로 85|서울특별시 강동구 길동 415-13|||||||모범떡볶이앤수제돈가스||||
곰바위|본점|||식신맛집||서울 강남구 영동대로115길 10|서울특별시 강남구 삼성동 76-10|||||||곰바위 본점||||
이치에||||식신맛집||서울특별시 강남구 선릉로155길 23-3|서울특별시 강남구 신사동 656-7|||||||이치에||||
노독일처|신사점|||식신맛집|||서울 서초구 잠원동 15-10|||||||노독일처 신사점||||
오젠||||식신맛집||서울 강남구 봉은사로68길 6-5|서울특별시 강남구 삼성동 114-40|||||||오젠||||
삼수갑산||||식신맛집||서울 관악구 남현1길 38-9|서울특별시 관악구 남현동 1062-2|||||||삼수갑산||||
오향절면||||식신맛집||서울 강남구 남부순환로355길 13|서울특별시 강남구 도곡동 954-19|||||||오향절면||||
스페인클럽|가로수본점|||식신맛집||서울 강남구 압구정로10길 26|서울특별시 강남구 신사동 524-30|||||||스페인클럽 가로수본점||||
세시셀라|도산공원점|||식신맛집||서울특별시 강남구 도산대로45길 10-4|서울특별시 강남구 신사동 651-4|||||||세시셀라 도산공원점||||
목포자매집||||식신맛집||서울특별시 강남구 언주로115길 14|서울특별시 강남구 논현동 226-4|||||||목포자매집||||
서래오뎅||||식신맛집||서울 서초구 사평대로26길 22|서울특별시 서초구 반포동 92-4|||||||서래오뎅||||
공항칼국수||||식신맛집||서울 강서구 공항대로 18-1|서울특별시 강서구 공항동 49-2|||||||공항칼국수||||
강서복집||||식신맛집||서울 강서구 공항대로59길 8|서울특별시 강서구 등촌동 648|||||||강서복집||||
소울브레드||||식신맛집||서울특별시 서초구 바우뫼로7길 27|서울특별시 서초구 우면동 59|||||||소울브레드||||
떡볶이랑걸레만두랑||||식신맛집||서울특별시 금천구 시흥대로58길 13|서울특별시 금천구 시흥동 885-10|||||||떡볶이랑걸레만두랑||||
10/꼬르소/꼬모/카페||||식신맛집||서울 강남구 압구정로 416|서울특별시 강남구 청담동 79|||||||10 꼬르소 꼬모 카페||||
스시노미찌||||식신맛집||서울 양천구 목동동로 293|서울특별시 양천구 목동 917-9|||||||스시노미찌||||
리블랑제||||식신맛집||서울 서초구 방배로42길 46|서울특별시 서초구 방배동 796-4|||||||리블랑제||||
알라딘의양고기||||식신맛집||서울 송파구 백제고분로7길 42-16|서울특별시 송파구 잠실동 187-15|||||||알라딘의양고기||||
온더보더|롯데월드몰점|||식신맛집||서울 송파구 올림픽로 300|서울특별시 송파구 신천동 29|||||||온더보더 롯데월드몰점||||
이조면옥||||식신맛집||서울 양천구 신목로 88|서울특별시 양천구 신정동 118-1|||||||이조면옥||||
르챔버||||식신맛집||서울 강남구 도산대로55길 42|서울특별시 강남구 청담동 83-4|||||||르챔버||||
청계산곤드레집/본관||||식신맛집||서울 서초구 청룡마을1길 1|서울특별시 서초구 신원동 195-16|||||||청계산곤드레집 본관||||
신사소곱창|신사본점|||식신맛집||서울 강남구 압구정로2길 62|서울특별시 강남구 신사동 512-10|||||||신사소곱창 신사본점||||
빈티지1981||||식신맛집||서울 송파구 석촌호수로 194|서울특별시 송파구 석촌동 1-3|||||||빈티지1981||||
지심도밥상||||식신맛집||서울특별시 서초구 서초중앙로 142|서울특별시 서초구 서초동 1694-25|||||||지심도밥상||||
카페고고스||||식신맛집||서울 송파구 석촌호수로 197|서울특별시 송파구 잠실동 47|||||||카페고고스||||
다이닝텐트|삼성점|||식신맛집||서울 강남구 봉은사로68길 8|서울특별시 강남구 삼성동 114-44|||||||다이닝텐트 삼성점||||
와라쿠||||식신맛집||서울 강남구 압구정로4길 13-7|서울특별시 강남구 신사동 525-16|||||||와라쿠||||
서래양곱창||||식신맛집||서울 서초구 사평대로 130|서울특별시 서초구 반포동 93-2|||||||서래양곱창||||
삼팔교자관||||식신맛집||서울특별시 금천구 가산디지털1로 168|서울특별시 금천구 가산동 371-28|||||||삼팔교자관||||
불이아|역삼점|||식신맛집||서울 강남구 논현로 514|서울특별시 강남구 역삼동 668-14|||||||불이아 역삼점||||
볼트82||||식신맛집||서울 강남구 압구정로72길 22|서울특별시 강남구 청담동 95-15|||||||볼트82||||
베질루르||||식신맛집||서울특별시 강남구 논현로159길 57|서울특별시 강남구 신사동 554|||||||베질루르||||
어양||||식신맛집||서울 송파구 위례성대로 14|서울특별시 송파구 방이동 45|||||||어양||||
미수식당||||식신맛집||서울 강남구 도산대로55길 43|서울특별시 강남구 청담동 84-25|||||||미수식당||||
한와담|청담점|||식신맛집||서울 강남구 압구정로79길 59|서울특별시 강남구 청담동 127-4|||||||한와담 청담점||||
소문난쭈꾸미꼼장어||||식신맛집||서울 서초구 반포대로28길 84|서울특별시 서초구 서초동 1570-12|||||||소문난쭈꾸미꼼장어||||
텐푸라후루야||||식신맛집||서울특별시 강남구 도산대로75길 5|서울특별시 강남구 청담동 97-8|||||||텐푸라후루야||||
라틀리에/모니크||||식신맛집||서울 송파구 백제고분로39길 6-13|서울특별시 송파구 석촌동 175-9|||||||라틀리에 모니크||||
삼호/짱뚱이||||식신맛집||서울특별시 강남구 도산대로34길 11|서울특별시 강남구 논현동 64|||||||삼호 짱뚱이||||
송원/마포/돼지갈비||||식신맛집||서울 영등포구 도림로147길 1|서울특별시 영등포구 문래동4가 8-18|||||||송원 마포 돼지갈비||||
오아시스||||식신맛집||서울특별시 강남구 도산대로55길 20|서울특별시 강남구 청담동 88-5|||||||오아시스||||
우면산꽁보리밥집||||식신맛집||서울 서초구 반포대로 30|서울특별시 서초구 서초동 1451-2|||||||우면산꽁보리밥집||||
시추안하우스|삼성동점|||식신맛집||서울 강남구 테헤란로87길 29|서울특별시 강남구 삼성동 154-11|||||||시추안하우스 삼성동점||||
장사랑||||식신맛집||서울특별시 강남구 언주로165길 7-4|서울특별시 강남구 신사동 624-47|||||||장사랑||||
투뿔등심|고담삼성점|||식신맛집||서울 강남구 테헤란로87길 33|서울특별시 강남구 삼성동 154-10|||||||투뿔등심 고담삼성점||||
돼지연구소||||식신맛집||서울 강남구 논현로149길 77|서울특별시 강남구 논현동 13-1|||||||돼지연구소||||
뽀모도로|스타필드코엑스몰점|||식신맛집||서울특별시 강남구 봉은사로 524|서울특별시 강남구 삼성동 159|||||||뽀모도로 스타필드코엑스몰점||||
까사델비노|청담점|||식신맛집||서울 강남구 선릉로162길 43|서울특별시 강남구 청담동 80-5|||||||까사델비노 청담점||||
오남매닭갈비||||식신맛집||서울 강서구 강서로33길 16|서울특별시 강서구 화곡동 1050-31|||||||오남매닭갈비||||
담장옆에국화꽃|서래점|||식신맛집||서울 서초구 서래로10길 10|서울특별시 서초구 반포동 92-3|||||||담장옆에국화꽃 서래점||||
반포양자강||||식신맛집||서울 서초구 신반포로 257|서울특별시 서초구 잠원동 58-24|||||||반포양자강||||
머그포래빗|강남점|||식신맛집||서울 강남구 논현로159길 65|서울특별시 강남구 신사동 545-1|||||||머그포래빗 강남점||||
테이블/34||||식신맛집||서울 강남구 테헤란로 521|서울특별시 강남구 삼성동 159-8|||||||테이블 34||||
빌라/드/스파이시|가로수길점|||식신맛집||서울 강남구 도산대로13길 14-3|서울특별시 강남구 신사동 541-10|||||||빌라 드 스파이시 가로수길점||||
알베르||||식신맛집||서울특별시 강남구 강남대로102길 34|서울특별시 강남구 역삼동 618-11|||||||알베르||||
뜨락||||식신맛집||서울 강남구 영동대로142길 13-3|서울특별시 강남구 청담동 130-13|||||||뜨락||||
아리차이||||식신맛집||서울특별시 관악구 신림동길 4|서울특별시 관악구 신림동 1430-11|||||||아리차이||||
몽리/와인바||||식신맛집||서울 강남구 압구정로10길 30-7|서울특별시 강남구 신사동 524-21|||||||몽리 와인바||||
톰볼라||||식신맛집||서울 서초구 서래로7길 16|서울특별시 서초구 반포동 106-8|||||||톰볼라||||
갓포아키|청담점|||식신맛집||서울 강남구 선릉로162길 12|서울특별시 강남구 청담동 83-1|||||||갓포아키 청담점||||
올리버스윗/본사||||식신맛집||서울 서초구 사평대로8길 7|서울특별시 서초구 반포동 612-140|||||||올리버스윗 본사||||
줄리에뜨||||식신맛집||서울 서초구 동광로 178|서울특별시 서초구 반포동 577-41|||||||줄리에뜨||||
슌미/노보텔앰배서더강남||||식신맛집||서울특별시 강남구 봉은사로 130|서울특별시 강남구 역삼동 603|||||||슌미 노보텔앰배서더강남||||
뱅가||||식신맛집||서울 강남구 언주로168길 6|서울특별시 강남구 신사동 634-1|||||||뱅가||||
아우어베이커리|도산본점|||식신맛집||서울 강남구 도산대로45길 10-11|서울특별시 강남구 신사동 648-15|||||||아우어베이커리 도산본점||||
뺑드빱바||||식신맛집||서울특별시 강남구 압구정로20길 15|서울특별시 강남구 신사동 572-2|||||||뺑드빱바||||
스타차이나||||식신맛집||서울특별시 영등포구 여의대방로65길 24|서울특별시 영등포구 여의도동 44-22|||||||스타차이나||||
셀프하우스||||식신맛집||서울특별시 강동구 올림픽로 572|서울특별시 강동구 성내동 595|||||||셀프하우스||||
파크/하얏트/서울/더라운지||||식신맛집||서울 강남구 테헤란로 606|서울특별시 강남구 대치동 995-14|||||||파크 하얏트 서울 더라운지||||
루스티크||||식신맛집||서울 서초구 반포대로21길 39|서울특별시 서초구 서초동 1523-7|||||||루스티크||||
맛자랑||||식신맛집||서울 강남구 도곡로87길 7|서울특별시 강남구 대치동 987-7|||||||맛자랑||||
오엔||||식신맛집||서울 강남구 압구정로11길 37-30|서울특별시 강남구 압구정동 380-2|||||||오엔||||
평미가||||식신맛집||서울 양천구 목동동로10길 16|서울특별시 양천구 신정동 294-12|||||||평미가||||
매일낙지||||식신맛집||서울 강남구 삼성로 557|서울특별시 강남구 삼성동 120-7|||||||매일낙지||||
남경막국수||||식신맛집||서울특별시 송파구 백제고분로7길 52-29|서울특별시 송파구 잠실동 207-13|||||||남경막국수||||
삼성국수||||식신맛집||서울 강남구 영동대로 611|서울특별시 강남구 삼성동 77-9|||||||삼성국수||||
장원보쌈||||식신맛집||서울 송파구 백제고분로7길 46|서울특별시 송파구 잠실동 186|||||||장원보쌈||||
백리향||||식신맛집||서울특별시 영등포구 63로 50|서울특별시 영등포구 여의도동 60|||||||백리향||||
고센인코퍼레이티드|청담점|||식신맛집||서울 강남구 선릉로158길 18|서울특별시 강남구 청담동 88-23|||||||고센인코퍼레이티드 청담점||||
BISTROT/de/YOUNTVILLE||||식신맛집||서울 강남구 선릉로158길 13-7|서울특별시 강남구 청담동 83-6|||||||BISTROT de YOUNTVILLE||||
동경전통육개장||||식신맛집||서울특별시 강남구 테헤란로13길 8-3|서울특별시 강남구 역삼동 647-7|||||||동경전통육개장||||
고모네원조콩탕북어탕||||식신맛집||서울특별시 강동구 풍성로57길 13|서울특별시 강동구 성내동 413-13|||||||고모네원조콩탕북어탕||||
설매네||||식신맛집||서울특별시 강남구 압구정로30길 23|서울특별시 강남구 신사동 609-1|||||||설매네||||
37그릴앤바/콘래드서울||||식신맛집||서울특별시 영등포구 국제금융로 10|서울특별시 영등포구 여의도동 23|||||||37그릴앤바 콘래드서울||||
청도양꼬치|영등포점|||식신맛집||서울 영등포구 영중로6길 23-4|서울특별시 영등포구 영등포동3가 23-24|||||||청도양꼬치 영등포점||||
신의주찹쌀순대||||식신맛집||서울 강남구 영동대로 725|서울특별시 강남구 청담동 68-7|||||||신의주찹쌀순대||||
밀탑/현대백화점|목동점|||식신맛집||서울 양천구 목동동로 257|서울특별시 양천구 목동 916|||||||밀탑 현대백화점 목동점||||
할매재첩국|대치점|||식신맛집||서울특별시 강남구 삼성로 308|서울특별시 강남구 대치동 988-2|||||||할매재첩국 대치점||||
브라더후드키친||||식신맛집||서울 강남구 봉은사로4길 22|서울특별시 강남구 역삼동 810-13|||||||브라더후드키친||||
듀자미||||식신맛집||서울 강남구 도산대로11길 28|서울특별시 강남구 신사동 535-9|||||||듀자미||||
생클레어||||식신맛집||서울 송파구 위례성대로12길 27|서울특별시 송파구 방이동 197-1|||||||생클레어||||
Coffee/Bar/K||||식신맛집||서울특별시 강남구 언주로 517|서울특별시 강남구 역삼동 675-3|||||||Coffee Bar K|KT영동지사,신라 스테이호텔|||
광주식당||||식신맛집||서울특별시 강남구 역삼로 420|서울특별시 강남구 대치동 909-1|||||||광주식당||||
야마야||||식신맛집||서울 영등포구 여의대로 66|서울특별시 영등포구 여의도동 23-3|||||||야마야||||
뱃고동||||식신맛집||서울 강남구 언주로172길 54|서울특별시 강남구 신사동 663|||||||뱃고동||||
할머니포장마차멸치국수||||식신맛집||서울특별시 송파구 오금로11길 59|서울특별시 송파구 방이동 49-5|||||||할머니포장마차멸치국수||||
구마산||||식신맛집||서울 영등포구 국제금융로 70|서울특별시 영등포구 여의도동 43|||||||구마산||||
김영자나주곰탕||||식신맛집||서울 관악구 신림로28길 34|서울특별시 관악구 신림동 110-6|||||||김영자나주곰탕||||
JW메리어트호텔서울/더/라운지||||식신맛집||서울 서초구 신반포로 176|서울특별시 서초구 반포동 19-3|||||||JW메리어트호텔서울 더 라운지||||
비스트로누||||식신맛집||서울특별시 서초구 사평대로26길 26-6|서울특별시 서초구 반포동 92-7|||||||비스트로누|반포927빌딩|||
씨푸드박스||||식신맛집||서울 강동구 구천면로 149|서울특별시 강동구 천호동 338-17|||||||씨푸드박스||||
도셰프||||식신맛집||서울 서초구 강남대로89길 14|서울특별시 서초구 반포동 707-8|||||||도셰프||||
삐아프||||식신맛집||서울 강남구 압구정로4길 27-3|서울특별시 강남구 신사동 523-31|||||||삐아프||||
파리크라상|반포서래점|||식신맛집||서울특별시 서초구 서래로5길 2|서울특별시 서초구 반포동 95-9|||||||파리크라상 반포서래점|파리크라상|||
자인뭉티기||||식신맛집|||서울 서초구 서초동 1363-7|||||||자인뭉티기||||
슈밍화미코||||식신맛집||서울 강남구 도산대로85길 14|서울특별시 강남구 청담동 122-7|||||||슈밍화미코||||
화목순대국||||식신맛집||서울특별시 영등포구 여의대방로 383|서울특별시 영등포구 여의도동 44-14|||||||화목순대국||||
가람국시||||식신맛집||서울 강남구 언주로135길 13|서울특별시 강남구 논현동 83-19|||||||가람국시||||
동신면가||||식신맛집||서울 강동구 올림픽로 803|서울특별시 강동구 암사동 504-25|||||||동신면가||||
스시쇼우키||||식신맛집||서울 강남구 언주로93길 22-5|서울특별시 강남구 역삼동 673-29|||||||스시쇼우키||||
목로평양만두국||||식신맛집||서울특별시 강남구 압구정로28길 18|서울특별시 강남구 신사동 577-12|||||||목로평양만두국||||
가온||||식신맛집||서울특별시 강남구 도산대로 317|서울특별시 강남구 신사동 651-24|||||||가온||||
스시코마츠||||식신맛집||서울 강남구 언주로165길 7-10|서울특별시 강남구 신사동 624-19|||||||스시코마츠||||
삿뽀로블랙|여의도IFC점|||식신맛집||서울 영등포구 국제금융로 10|서울특별시 영등포구 여의도동 23|||||||삿뽀로블랙 여의도IFC점||||
노량진할머니왕파전||||식신맛집||서울특별시 동작구 만양로 90|서울특별시 동작구 노량진동 119-178|||||||노량진할머니왕파전||||
할랄가이즈|강남점|||식신맛집||서울특별시 서초구 강남대로69길 8|서울특별시 서초구 서초동 1309-8|||||||할랄가이즈 강남점||||
더플레이스|스타필드코엑스몰점|||식신맛집||서울 강남구 영동대로 513|서울특별시 강남구 삼성동 159|||||||더플레이스 스타필드코엑스몰점||||
데블스도어|센트럴시티점|||식신맛집||서울 서초구 사평대로 205|서울특별시 서초구 반포동 118-3|||||||데블스도어 센트럴시티점||||
브레드덕||||식신맛집||서울특별시 동작구 상도로30길 39|서울특별시 동작구 상도동 529|||||||브레드덕||||
동촌/보리밥과/돈까스||||식신맛집||서울 송파구 거마로 22|서울특별시 송파구 거여동 43|||||||동촌 보리밥과 돈까스||||
에스프레소/퍼블릭||||식신맛집||서울 강남구 강남대로102길 30|서울특별시 강남구 역삼동 618-16|||||||에스프레소 퍼블릭||||
보름쇠||||식신맛집||서울 강남구 테헤란로81길 36|서울특별시 강남구 삼성동 155-5|||||||보름쇠||||
춘천족발||||식신맛집||서울 강동구 구천면로25길 3|서울특별시 강동구 천호동 417-56|||||||춘천족발||||
양재닭집||||식신맛집||서울 서초구 남부순환로356길 15|서울특별시 서초구 양재동 1-7|||||||양재닭집||||
The/Round||||식신맛집||서울특별시 강남구 선릉로148길 37|서울특별시 강남구 청담동 3-16|||||||The Round||||
홍어와탁주||||식신맛집||서울특별시 강남구 강남대로114길 18|서울특별시 강남구 논현동 198-9|||||||홍어와탁주||||
화룽마라룽샤||||식신맛집||서울특별시 영등포구 대림로29길 13|서울특별시 영등포구 대림동 717|||||||화룽마라룽샤|대림동|||
엄지손칼국수||||식신맛집||서울특별시 송파구 가락로28길 15|서울특별시 송파구 송파동 148-3|||||||엄지손칼국수||||
달식탁||||식신맛집||서울특별시 강남구 도산대로15길 11|서울특별시 강남구 신사동 541-11|||||||달식탁||||
방이샤브샤브칼국수||||식신맛집||서울특별시 송파구 오금로31길 42|서울특별시 송파구 방이동 213-8|||||||방이샤브샤브칼국수||||
대여죽집||||식신맛집||서울특별시 영등포구 여의대방로67길 22|서울특별시 영등포구 여의도동 44-4|||||||대여죽집||||
낙원/메이필드호텔||||식신맛집||서울특별시 강서구 방화대로 94|서울특별시 강서구 외발산동 426|||||||낙원 메이필드호텔|메이필드호텔|||
피에세||||식신맛집||서울특별시 서초구 방배천로 24|서울특별시 서초구 방배동 452-1|||||||피에세||||
오통영|청담점|||식신맛집||서울 강남구 선릉로158길 10|서울특별시 강남구 청담동 88|||||||오통영 청담점||||
피자아이코닉||||식신맛집||서울특별시 강남구 봉은사로114길 42|서울특별시 강남구 삼성동 166-6|||||||피자아이코닉||||
화해당|여의도점|||식신맛집||서울특별시 영등포구 국회대로74길 20|서울특별시 영등포구 여의도동 13-21|||||||화해당 여의도점||||
무차초/서울||||식신맛집||서울 강남구 봉은사로4길 37|서울특별시 강남구 역삼동 812-18|||||||무차초 서울||||
서글렁탕||||식신맛집||서울특별시 영등포구 여의대방로 394|서울특별시 영등포구 여의도동 53|||||||서글렁탕||||
파낙스||||식신맛집||서울특별시 영등포구 여의대방로65길 17|서울특별시 영등포구 여의도동 45-15|||||||파낙스|서린빌딩|||
평가옥반포점||||식신맛집||서울특별시 서초구 사평대로 353|서울특별시 서초구 반포동 746-5|||||||평가옥반포점|서일빌딩|||
청키샤미엔||||식신맛집||서울 강남구 선릉로152길 15|서울특별시 강남구 청담동 88-10|||||||청키샤미엔||||
