##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@기아자동차오토큐
기아오토큐|이도점|129.115739|37.476092|기아자동차오토큐|0335218572|강원도 동해시 동해대로 4854||||||||기아오토큐 이도점|외1 이도동,기아모터스|||160412
기아오토큐|항도공업사|129.113575|37.491142|기아자동차오토큐|0335218585|강원도 동해시 동해대로 5026||||||||기아오토큐 항도공업사|효가동,항도공업사|||160412
기아오토큐|정상점|129.181245|37.444616|기아자동차오토큐|0335748572|강원도 삼척시 동해대로 4102||||||||기아오토큐 정상점|정상동,기아모터스|||160412
기아오토큐|삼척대형점|129.1766083|37.4510278|기아자동차오토큐|0335732940|강원도 삼척시 동해대로 4195-19||||||||기아오토큐 삼척대형점|교동,대흥카센타|||160412
기아오토큐|삼척서비스|129.1656036|37.4541691|기아자동차오토큐|0335735191|강원도 삼척시 동해대로 4303||||||||기아오토큐 삼척서비스|갈천동,흥우자동차정비공장|||160412
기아오토큐|교동점|128.573929|38.192746|기아자동차오토큐|0336376114|강원도 속초시 도리원길 118||||||||기아오토큐 교동점|교동|||160412
기아오토큐|속초서비스|128.5807342|38.1897042|기아자동차오토큐|0336334972|강원도 속초시 동해대로 4179||||||||기아오토큐 속초서비스|563-1,633-56,633-57,633-78,565 조양동|||160412
기아오토큐|평화공업사|127.9841889|38.0998361|기아자동차오토큐|0334827272|강원도 양구군 양구읍 박수근로 349||||||||기아오토큐 평화공업사||||160412
기아오토큐|새한자동차공업사|128.6270389|38.0733917|기아자동차오토큐|0336717740|강원도 양양군 양양읍 남문1길 3||||||||기아오토큐 새한자동차공업사||||160412
기아오토큐|영월점|128.4843167|37.1808694|기아자동차오토큐|0333731566|강원도 영월군 영월읍 영월로 2123||||||||기아오토큐 영월점||||160412
기아오토큐|단구점|127.9612778|37.3229111|기아자동차오토큐|0337648584|강원도 원주시 단구로 339||||||||기아오토큐 단구점|단구동|||160412
기아오토큐|신일자동차공업사|127.9805603|37.3849159|기아자동차오토큐|0337311391|강원도 원주시 소초면 치악로 2385||||||||기아오토큐 신일자동차공업사||||160412
기아오토큐|왕성모터스|127.9297485|37.3058384|기아자동차오토큐|0337615200|강원도 원주시 판부면 남원로 189||||||||기아오토큐 왕성모터스||||160412
기아오토큐|중부자동차서비스|127.9177551|37.3591246|기아자동차오토큐|0337439765|강원도 원주시 호저면 우무개로 393||||||||기아오토큐 중부자동차서비스|(만종리)|||160412
기아오토큐|인제점|128.1756222|38.0615611|기아자동차오토큐|0334627447|강원도 인제군 인제읍 인제로178번길 48-3||||||||기아오토큐 인제점||||160412
기아오토큐|정선점|128.653118|37.376827|기아자동차오토큐|0335638570|강원도 정선군 정선읍 정선로 1223||||||||기아오토큐 정선점||||160412
기아오토큐|동송점|127.2239761|38.1982402|기아자동차오토큐|0334557373|강원도 철원군 동송읍 금학로 133||||||||기아오토큐 동송점||||160412
기아오토큐|비너스자동차정비공장|127.7518222|37.8859639|기아자동차오토큐|0332542604|강원도 춘천시 공단로 30||||||||기아오토큐 비너스자동차정비공장|후평동,기아자동차서비스|||160412
기아오토큐|소양기공사|127.7171325|37.8739253|기아자동차오토큐|0332574102|강원도 춘천시 공지로494번길 4||||||||기아오토큐 소양기공사|근화동|||160412
기아오토큐|춘천중부1급정비|127.7611999|37.8463389|기아자동차오토큐|0332648222|강원도 춘천시 동내면 동내로 57||||||||기아오토큐 춘천중부1급정비|(신촌리 570-1)|||160412
기아오토큐|퇴계점|127.7237639|37.8543222|기아자동차오토큐|0332426816|강원도 춘천시 백석골길 8-6||||||||기아오토큐 퇴계점|798 퇴계동|||160412
기아오토큐|근화점|127.7145528|37.8759806|기아자동차오토큐|0332555916|강원도 춘천시 영서로 2468||||||||기아오토큐 근화점|근화동,기아자동차|||160412
기아오토큐|공신기업|127.754642|37.888554|기아자동차오토큐|0332536466|강원도 춘천시 춘천로 427||||||||기아오토큐 공신기업|후평동,KIA MOTORS (합)공신기업|||160412
기아오토큐|황지점|128.9876251|37.1515789|기아자동차오토큐|0335530608|강원도 태백시 서학로 1100||||||||기아오토큐 황지점|황지동|||160412
기아오토큐|태백형제모터스|128.9772338|37.1763506|기아자동차오토큐|0335528250|강원도 태백시 외솔배기길 64||||||||기아오토큐 태백형제모터스|(화전동)|||160412
기아오토큐|대화점|128.4508666|37.4734515|기아자동차오토큐|0333331925|강원도 평창군 대화면 평창대로 601||||||||기아오토큐 대화점||||160412
기아오토큐|봉평점|128.3805167|37.6118917|기아자동차오토큐|0333350210|강원도 평창군 봉평면 기풍로 121-13||||||||기아오토큐 봉평점||||160412
기아오토큐|하이테크1급써비스|128.4267425|37.5966197|기아자동차오토큐|0333342525|강원도 평창군 용평면 경강로 1828-2||||||||기아오토큐 하이테크1급써비스||||160412
기아오토큐|한서자동차|127.8620376|37.6801912|기아자동차오토큐|0334351925|강원도 홍천군 북방면 송학정로 36-13||||||||기아오토큐 한서자동차||||160412
기아오토큐|연봉점|127.8755667|37.6804944|기아자동차오토큐|0334342754|강원도 홍천군 홍천읍 무궁화로 38-3||||||||기아오토큐 연봉점||||160412
기아오토큐|희망점|127.889813|37.693732|기아자동차오토큐|0334348488|강원도 홍천군 홍천읍 석화로 118||||||||기아오토큐 희망점||||160412
기아오토큐|둔내점|128.215025|37.5094694|기아자동차오토큐|0333425766|강원도 횡성군 둔내면 둔내로 19||||||||기아오토큐 둔내점||||160412
기아오토큐|횡성점|127.9949972|37.4890111|기아자동차오토큐|0333457100|강원도 횡성군 횡성읍 태기로 82||||||||기아오토큐 횡성점||||160412
기아오토큐|인창점|127.1348876|37.6006191|기아자동차오토큐|0315572723|경기 구리시 동구릉로 30번길 3||||||||기아오토큐 인창점||||160412
기아오토큐|상동점|126.7623889|37.4856444|기아자동차오토큐|0326112133|경기 부천시 원미구 부일로 271||||||||기아오토큐 상동점|(상동,1층)|||160412
기아오토큐|이매점|127.131188|37.394849|기아자동차오토큐|0317035425||경기 성남시 분당구 이매동 94-1|||||||기아오토큐 이매점|9,10,11,12|||160412
기아오토큐|중앙자동차공업사|127.151858|37.4496|기아자동차오토큐|0317318877||경기 성남시 수정구 산성동 2129|||||||기아오토큐 중앙자동차공업사||||160412
기아오토큐|하대원점|127.1441879|37.4254896|기아자동차오토큐|0317558703||경기 성남시 중원구 하대원동 118-7|||||||기아오토큐 하대원점||||160412
기아오토큐|정왕북부점|126.7235028|37.3501111|기아자동차오토큐|0314312510||경기 시흥시 정왕동 1853-3|||||||기아오토큐 정왕북부점||||160412
기아오토큐|원곡점|126.7972194|37.3228028|기아자동차오토큐|0314938957|경기 안산시 단원구 원선로 1||||||||기아오토큐 원곡점|(원곡동)|||160412
기아오토큐|상하점|127.1457672|37.2524057|기아자동차오토큐|0312828588||경기 용인시 기흥구 상하동 135-2|||||||기아오토큐 상하점||||160412
기아오토큐|이천써비스|127.5028991|37.2368845|기아자동차오토큐|0316370063||경기 이천시 대월면 사동리 14-5|||||||기아오토큐 이천써비스||||160412
기아오토큐|안중점|126.933841|36.986954|기아자동차오토큐|0316813595||경기 평택시 안중읍 안중리 236-6|||||||기아오토큐 안중점||||160412
기아오토큐|송우점|127.152725|37.8261444|기아자동차오토큐|0315418285|경기 포천시 소흘읍 호국로 588||||||||기아오토큐 송우점||||160412
기아오토큐|남양점|126.8377833|37.2181389|기아자동차오토큐|0313578563|경기 화성시 화성로 1408-6||||||||기아오토큐 남양점|(북양동)|||160412
기아오토큐|가평점|127.5083923|37.8378272|기아자동차오토큐|0315815515|경기도 가평군 가평읍 가화로 255||||||||기아오토큐 가평점|(가평읍 승안리 11-36)|||160412
기아오토큐|청평점|127.4179458|37.7338987|기아자동차오토큐|0315842035|경기도 가평군 청평면 경춘로 789-1||||||||기아오토큐 청평점||||160412
기아오토큐|덕은점|126.8787307|37.5837057|기아자동차오토큐|0231597300|경기도 고양시 덕양구 덕은로 41||||||||기아오토큐 덕은점||||160412
기아오토큐|삼송점|126.891571|37.6493991|기아자동차오토큐|023815777|경기도 고양시 덕양구 삼송로 140||||||||기아오토큐 삼송점|(삼송동 143-12) 삼송동|||160412
기아오토큐|화정점|126.828624|37.624923|기아자동차오토큐|0319728255|경기도 고양시 덕양구 지도로92번길 90||||||||기아오토큐 화정점|토당동|||160412
기아오토큐|오토킹|126.8393249|37.6278453|기아자동차오토큐|0319780088|경기도 고양시 덕양구 충장로 208||||||||기아오토큐 오토킹|화정동,(주)오토킹|||160412
기아오토큐|고양점|126.9030685|37.699437|기아자동차오토큐|0319628538|경기도 고양시 덕양구 혜음로 17-11||||||||기아오토큐 고양점|고양동|||160412
기아오토큐|주교점|126.8344421|37.6479703|기아자동차오토큐|0319667657|경기도 고양시 덕양구 호국로716번길 10||||||||기아오토큐 주교점|성사동|||160412
기아오토큐|백석점|126.7803421|37.6426582|기아자동차오토큐|0319044972|경기도 고양시 일산동구 강촌로12번길 7-3||||||||기아오토큐 백석점|백석동|||160412
기아오토큐|굿모닝자동차서비스|126.7838439|37.6970374|기아자동차오토큐|0319010999|경기도 고양시 일산동구 고봉로 466||||||||기아오토큐 굿모닝자동차서비스|성석동|||160412
기아오토큐|21C일산현대자동차회사|126.797142|37.6743051|기아자동차오토큐|0319039955|경기도 고양시 일산동구 고양대로 900-28||||||||기아오토큐 21C일산현대자동차회사|풍동|||160412
기아오토큐|일산점|126.7857437|37.6659156|기아자동차오토큐|0319018505|경기도 고양시 일산동구 일산로372번길 30-2||||||||기아오토큐 일산점|정발산동|||160412
기아오토큐|일산중부점|126.7823181|37.6711239|기아자동차오토큐|0319173399|경기도 고양시 일산동구 일산로428번길 31||||||||기아오토큐 일산중부점|정발산동|||160412
기아오토큐|북부일산자동차서비스|126.7616195|37.6984967|기아자동차오토큐|0319229000|경기도 고양시 일산서구 경의로 939||||||||기아오토큐 북부일산자동차서비스|덕이동|||160412
기아오토큐|일산북부점|126.7791442|37.685082|기아자동차오토큐|0319768255|경기도 고양시 일산서구 고봉로 321||||||||기아오토큐 일산북부점|일산동,인산빌딩|||160412
기아오토큐|킨텍스점|126.757225|37.6751172|기아자동차오토큐|0319178086|경기도 고양시 일산서구 대산로211번길 3||||||||기아오토큐 킨텍스점|(대화동) (대화동)|||160412
기아오토큐|대화점|126.755249|37.6793974|기아자동차오토큐|0319178522|경기도 고양시 일산서구 대화로398번길 7-15||||||||기아오토큐 대화점|대화동|||160412
기아오토큐|한일카독크|126.7565994|37.6875061|기아자동차오토큐|0319188585|경기도 고양시 일산서구 덕이로 48||||||||기아오토큐 한일카독크|덕이동|||160412
기아오토큐|과천점|127.0003356|37.4455353|기아자동차오토큐|025036824|경기도 과천시 중앙로 388||||||||기아오토큐 과천점|과천동|||160412
기아오토큐|광명IC점|||기아자동차오토큐|0226192929|경기도 광명시 광명로 351||||||||기아오토큐 광명IC점||||160412
기아오토큐|광명점|126.853598|37.46564|기아자동차오토큐|0226848285|경기도 광명시 광명로812번길 37||||||||기아오토큐 광명점|광명동|||160412
기아오토큐|금옥자동차공업사|126.8766553|37.4557871|기아자동차오토큐|028974100|경기도 광명시 구름산로 11||||||||기아오토큐 금옥자동차공업사|하안동|||160412
기아오토큐|이화카독크|126.8790139|37.4554583|기아자동차오토큐|028973431|경기도 광명시 구름산로 33||||||||기아오토큐 이화카독크|하안동|||160412
기아오토큐|철산점|126.871733|37.485189|기아자동차오토큐|0226865671|경기도 광명시 시청로 152||||||||기아오토큐 철산점|철산동|||160412
기아오토큐|소하북부점|126.8909694|37.4452472|기아자동차오토큐|028058285|경기도 광명시 신촌로5번길 7||||||||기아오토큐 소하북부점|소하동|||160412
기아오토큐|KTX광명역점|126.8810958|37.4110431|기아자동차오토큐|028991121|경기도 광명시 오리로 127||||||||기아오토큐 KTX광명역점|일직동|||160412
기아오토큐|광주점|127.250473|37.4070254|기아자동차오토큐|0317685630|경기도 광주시 경안로 149||||||||기아오토큐 광주점|(경안동)|||160412
기아오토큐|삼운모터스|127.255271|37.351308|기아자동차오토큐|0317656100|경기도 광주시 오포읍 회안대로 40||||||||기아오토큐 삼운모터스||||160412
기아오토큐|곤지암점|127.3068695|37.3657617|기아자동차오토큐|0317641959|경기도 광주시 초월읍 경충대로 995-5||||||||기아오토큐 곤지암점|( 쌍동리 14-2 )|||160412
기아오토큐|상상초월|127.288427|37.389139|기아자동차오토큐|0317654972|경기도 광주시 초월읍 현산로 18||||||||기아오토큐 상상초월||||160412
기아오토큐|명성모터스|127.2429351|37.4271688|기아자동차오토큐|0317978111|경기도 광주시 회덕길 19-11||||||||기아오토큐 명성모터스|회덕동|||160412
기아오토큐|현대공업사|127.142338|37.614099|기아자동차오토큐|0315534576|경기도 구리시 동구릉로200번길 34||||||||기아오토큐 현대공업사|인창동|||160412
기아오토큐|수택점|127.143376|37.58934|기아자동차오토큐|0315555989|경기도 구리시 이문안로 87||||||||기아오토큐 수택점|수택동,기아큐서비스|||160412
기아오토큐|산본모터스|126.9590606|37.3470227|기아자동차오토큐|0314298585|경기도 군포시 고산로 126||||||||기아오토큐 산본모터스||||160412
기아오토큐|당동점|126.942871|37.3473769|기아자동차오토큐|0314556794|경기도 군포시 금당로 25||||||||기아오토큐 당동점|당동|||160412
기아오토큐|금정점|126.946325|37.3614722|기아자동차오토큐|0314563813|경기도 군포시 번영로 625||||||||기아오토큐 금정점|금정동|||160412
기아오토큐|고촌점|126.7746963|37.5986774|기아자동차오토큐|0319838583|경기도 김포시 고촌읍 은행영사정로 23||||||||기아오토큐 고촌점||||160412
기아오토큐|장기점|126.6770095|37.6442824|기아자동차오토큐|0319828383|경기도 김포시 김포한강2로24번길 114||||||||기아오토큐 장기점|장기동|||160412
기아오토큐|대곶점|126.596447|37.654637|기아자동차오토큐|0319818575|경기도 김포시 대곶면 율마로 60||||||||기아오토큐 대곶점||||160412
기아오토큐|김포서비스|126.6517715|37.6483367|기아자동차오토큐|0319977833|경기도 김포시 양촌읍 석모로5번길 16||||||||기아오토큐 김포서비스||||160412
기아오토큐|사우점(주|126.711963|37.619479|기아자동차오토큐|0319838285|경기도 김포시 중구로 3||||||||기아오토큐 사우점(주|(북변동)|||160412
기아오토큐|감정점|126.6987806|37.6219667|기아자동차오토큐|0319885189|경기도 김포시 중봉로25번길 14||||||||기아오토큐 감정점|감정동|||160412
기아오토큐|통진점|126.6205749|37.7089194|기아자동차오토큐|0319843504|경기도 김포시 통진읍 월하로 566||||||||기아오토큐 통진점||||160412
기아오토큐|한강자동차정비|126.6136627|37.6757156|기아자동차오토큐|0319860101|경기도 김포시 통진읍 흥신로 252||||||||기아오토큐 한강자동차정비||||160412
기아오토큐|지금점|127.1651306|37.605803|기아자동차오토큐|0315556530|경기도 남양주시 경춘로 448||||||||기아오토큐 지금점|지금동,기아자동차지금점|||160412
기아오토큐|금곡점|127.2069361|37.6297167|기아자동차오토큐|0315920034|경기도 남양주시 경춘로 924-10||||||||기아오토큐 금곡점|금곡동,KIA MORTORS AUTO Q|||160412
기아오토큐|남양주자동차|127.2061|37.6308722|기아자동차오토큐|0315598600|경기도 남양주시 금곡로 9||||||||기아오토큐 남양주자동차|금곡동,남양주자동차|||160412
기아오토큐|별내점|127.119522|37.6650791|기아자동차오토큐|0315742580|경기도 남양주시 덕송1로55번길 22||||||||기아오토큐 별내점|(별내동)|||160412
기아오토큐|북부자동차공업|127.1199951|37.7043522|기아자동차오토큐|0318437300|경기도 남양주시 별내면 청학로 79||||||||기아오토큐 북부자동차공업|(청학리 513-1)|||160412
기아오토큐|수동점|127.329|37.6992361|기아자동차오토큐|0315115109|경기도 남양주시 수동면 비룡로 708||||||||기아오토큐 수동점||||160412
기아오토큐|오남점|127.2029266|37.6980876|기아자동차오토큐|0315278282|경기도 남양주시 오남읍 진건오남로 836||||||||기아오토큐 오남점||||160412
기아오토큐|덕소모터스|127.2195358|37.5858123|기아자동차오토큐|0315777110|경기도 남양주시 와부읍 덕소리 수례로 52||||||||기아오토큐 덕소모터스|(와부읍 덕소리 141-1)|||160412
기아오토큐|덕소점|127.2197806|37.5874|기아자동차오토큐|0315770025|경기도 남양주시 와부읍 수레로 77||||||||기아오토큐 덕소점||||160412
기아오토큐|경기자동차|127.21934|37.752015|기아자동차오토큐|0315280770|경기도 남양주시 진접읍 금강로 1943-11||||||||기아오토큐 경기자동차||||160412
기아오토큐|진접점|127.1881561|37.7166739|기아자동차오토큐|0315285598|경기도 남양주시 진접읍 장현천로10번길 17-6||||||||기아오토큐 진접점|(진접읍 장현리 340-2,341-11,10)|||160412
기아오토큐|퇴계원점|127.1479187|37.6547479|기아자동차오토큐|0315728506|경기도 남양주시 퇴계원면 경춘북로613번길 101||||||||기아오토큐 퇴계원점|(퇴계원면)|||160412
기아오토큐|마석서비스|127.3172607|37.6489839|기아자동차오토큐|0315928586|경기도 남양주시 화도읍 경춘로 2050||||||||기아오토큐 마석서비스||||160412
기아오토큐|상패점|127.0497207|37.9009439|기아자동차오토큐|0318653311|경기도 동두천시 어수로 43||||||||기아오토큐 상패점||||160412
기아오토큐|지행점|127.059125|37.884951|기아자동차오토큐|0318638582|경기도 동두천시 평화로 2240||||||||기아오토큐 지행점|지행동|||160412
기아오토큐|신원자동차공업사|127.0601083|37.9396611|기아자동차오토큐|0318683342|경기도 동두천시 평화로 2855||||||||기아오토큐 신원자동차공업사|상봉암동|||160412
기아오토큐|역곡점|126.8063201|37.479362|기아자동차오토큐|0323421101|경기도 부천시 소사구 경인로 435||||||||기아오토큐 역곡점|(괴안동 1-25 )|||160412
기아오토큐|소사점|126.8081139|37.4721417|기아자동차오토큐|0323418200|경기도 부천시 소사구 소사동로 107||||||||기아오토큐 소사점|(소사택지사업지구) 괴안동|||160412
기아오토큐|작동점/AUTO/Q/KIA/MOTORS|126.8064278|37.5135028|기아자동차오토큐|0326824521|경기도 부천시 오정구 성오로 18-1||||||||기아오토큐 작동점/AUTO/Q/KIA/MOTORS|작동|||160412
기아오토큐|서부천서비스|126.7767028|37.5180795|기아자동차오토큐|0326798582|경기도 부천시 오정구 신흥로413번길 18||||||||기아오토큐 서부천서비스|삼정동|||160412
기아오토큐|중동점|126.774367|37.4844|기아자동차오토큐|0326682758|경기도 부천시 원미구 부일로 380||||||||기아오토큐 중동점|중동|||160412
기아오토큐|오토맥스|126.788793|37.497974|기아자동차오토큐|0326568030|경기도 부천시 원미구 부천로 190||||||||기아오토큐 오토맥스|춘의동,춘의동카센타|||160412
기아오토큐|약대점|126.7721939|37.5092382|기아자동차오토큐|0326847275|경기도 부천시 중동로 362||||||||기아오토큐 약대점|(약대동)|||160412
기아오토큐|구미점|127.112541|37.341984|기아자동차오토큐|0317128263|경기도 성남시 분당구 금곡로11번길 16||||||||기아오토큐 구미점|구미동|||160412
기아오토큐|판교점|127.1020472|37.3754222|기아자동차오토큐|0317056585|경기도 성남시 분당구 대왕판교로385번길 18||||||||기아오토큐 판교점|백현동|||160412
기아오토큐|정자남부점|127.1136583|37.3578694|기아자동차오토큐|0317177320|경기도 성남시 분당구 불정로65번길 5||||||||기아오토큐 정자남부점|정자동|||160412
기아오토큐|서현자동차서비스(주|127.135738|37.380808|기아자동차오토큐|0317024040|경기도 성남시 분당구 새마을로 23||||||||기아오토큐 서현자동차서비스(주|서현동|||160412
기아오토큐|동판교점|127.101593|37.4002784|기아자동차오토큐|0317028521|경기도 성남시 분당구 판교로227번길 6||||||||기아오토큐 동판교점|(삼평동 617 브릿지타워 )|||160412
기아오토큐|단대점|127.1618728|37.4536623|기아자동차오토큐|0317538523|경기도 성남시 수정구 논골로 25||||||||기아오토큐 단대점|(단대동 59-3)|||160412
기아오토큐|대림자동차정비서비스|127.1166687|37.4061584|기아자동차오토큐|0317238207|경기도 성남시 수정구 사송로77번길 72||||||||기아오토큐 대림자동차정비서비스|(사송동)|||160412
기아오토큐|고등점|||기아자동차오토큐|0317238204|경기도 성남시 수정구 설개로 7||||||||기아오토큐 고등점||||160412
기아오토큐|성남점|127.1393889|37.4373444|기아자동차오토큐|0317550836|경기도 성남시 수정구 탄리로52번길 4-16||||||||기아오토큐 성남점|(신흥동)|||160412
기아오토큐|동양공업사|127.181583|37.431125|기아자동차오토큐|0317338585|경기도 성남시 중원구 순환로 116||||||||기아오토큐 동양공업사|(상대원동)|||160412
기아오토큐|호매실점|126.9628753|37.2644465|기아자동차오토큐|0312928582|경기도 수원시 권선구 칠보로 200||||||||기아오토큐 호매실점|(호매실동 1374번지)|||160412
기아오토큐|세류점|127.012268|37.2519233|기아자동차오토큐|0312390777|경기도 수원시 권선구 덕영대로 1077||||||||기아오토큐 세류점|세류동|||160412
기아오토큐|우성공업사|126.991179|37.25085|기아자동차오토큐|0312967100|경기도 수원시 권선구 매송고색로 779||||||||기아오토큐 우성공업사|고색동|||160412
기아오토큐|권선점|127.029788|37.251929|기아자동차오토큐|0312398272|경기도 수원시 권선구 세권로 217||||||||기아오토큐 권선점|권선동|||160412
기아오토큐|광교종합서비스|||기아자동차오토큐|0312148521|경기도 수원시 영통구 월드컵로150번길 42||||||||기아오토큐 광교종합서비스|(원천동 572번지)|||160412
기아오토큐|밀코/동수원서비스|127.060173|37.2633658|기아자동차오토큐|0312118101|경기도 수원시 영통구 매영로 142||||||||기아오토큐 밀코/동수원서비스|매탄동|||160412
기아오토큐|수원중앙서비스|127.062561|37.2568386|기아자동차오토큐|0312162900|경기도 수원시 영통구 신원로 271||||||||기아오토큐 수원중앙서비스||||160412
기아오토큐|신동점|127.0615234|37.2417753|기아자동차오토큐|0312068572|경기도 수원시 영통구 영통로200번길 51||||||||기아오토큐 신동점|영통동|||160412
기아오토큐|영통점|127.0824203|37.2568141|기아자동차오토큐|0312050865|경기도 수원시 영통구 청명북로 92||||||||기아오토큐 영통점|영통동|||160412
기아오토큐|파장점|126.9939306|37.3071389|기아자동차오토큐|0312468585|경기도 수원시 장안구 경수대로 1101||||||||기아오토큐 파장점|파장동,기아써비스|||160412
기아오토큐|성대점|126.9801025|37.2857073|기아자동차오토큐|0312926800|경기도 수원시 장안구 일월로66번길 2||||||||기아오토큐 성대점||||160412
기아오토큐|화서점|127.0045623|37.2892487|기아자동차오토큐|0312538825|경기도 수원시 장안구 장안로 86-1||||||||기아오토큐 화서점||||160412
기아오토큐|이목점|126.9871528|37.3117917|기아자동차오토큐|0312528146|경기도 수원시 장안구 장안로378번길 3||||||||기아오토큐 이목점|이목동|||160412
기아오토큐|천천점|126.9821472|37.3001139|기아자동차오토큐|0312710015|경기도 수원시 장안구 하률로56번길 15||||||||기아오토큐 천천점|천천동,기아모터스|||160412
기아오토큐|인계점|127.0243306|37.2641722|기아자동차오토큐|0312341838|경기도 수원시 팔달구 세지로174번길 1||||||||기아오토큐 인계점|인계동|||160412
기아오토큐|대야점|126.8005278|37.4434444|기아자동차오토큐|0313128297|경기도 시흥시 대은로103번길 11||||||||기아오토큐 대야점|대야동|||160412
기아오토큐|신천점|126.7890167|37.4312475|기아자동차오토큐|0313115104|경기도 시흥시 두문로 76||||||||기아오토큐 신천점|(신천동)|||160412
기아오토큐|기아시화서비스|126.7314605|37.3351773|기아자동차오토큐|0314348585|경기도 시흥시 마유로238번길 14||||||||기아오토큐 기아시화서비스|정왕동|||160412
기아오토큐|정왕점|126.7452316|37.3419365|기아자동차오토큐|0314348582|경기도 시흥시 봉우재로 15||||||||기아오토큐 정왕점|101 정왕동,MOBIS부품대리점 거성상사|||160412
기아오토큐|목감점|126.8639694|37.3842111|기아자동차오토큐|0314858285|경기도 시흥시 수인로 2329-6||||||||기아오토큐 목감점|목감동,수인중앙교회|||160412
기아오토큐|시흥시청점|126.8032455|37.3783093|기아자동차오토큐|0313110541|경기도 시흥시 시청로68번길 12||||||||기아오토큐 시흥시청점|(장현동 545-4) 장현동|||160412
기아오토큐|시흥스마트|126.7180252|37.3116146|기아자동차오토큐|0314848585|경기도 시흥시 시화벤처로 360||||||||기아오토큐 시흥스마트|(정왕동,MTV산단내)|||160412
기아오토큐|하중점|126.805525|37.3929722|기아자동차오토큐|0314048581|경기도 시흥시 연성로29번길 64-1||||||||기아오토큐 하중점|하중동|||160412
기아오토큐|선부점|126.805762|37.338374|기아자동차오토큐|0314861417|경기도 안산시 단원구 선부로 77||||||||기아오토큐 선부점|선부동|||160412
기아오토큐|성곡점|126.7633514|37.3226235|기아자동차오토큐|0314958885|경기도 안산시 단원구 성곡로 176||||||||기아오토큐 성곡점|나동 129호 (성곡동,타원타크라지식산업센타)|||160412
기아오토큐|초지점|126.8172028|37.3123306|기아자동차오토큐|0314391155|경기도 안산시 단원구 원당2길 15||||||||기아오토큐 초지점|초지동|||160412
기아오토큐|와동점|126.8207972|37.3406583|기아자동차오토큐|0314861288|경기도 안산시 단원구 화정천동로 440||||||||기아오토큐 와동점|와동|||160412
기아오토큐|사동남부점|126.85555|37.292364|기아자동차오토큐|0314179985|경기도 안산시 상록구 석호로 203||||||||기아오토큐 사동남부점|사동|||160412
기아오토큐|안산사동자동차공업사|126.848891|37.27649|기아자동차오토큐|0314082031|경기도 안산시 상록구 선진로 30||||||||기아오토큐 안산사동자동차공업사|사동|||160412
기아오토큐|월피점|126.845625|37.3286972|기아자동차오토큐|0314855858|경기도 안산시 상록구 안산천서로 181||||||||기아오토큐 월피점|월피동|||160412
기아오토큐|청원자동차정비|126.878776|37.290043|기아자동차오토큐|0314094433|경기도 안산시 상록구 오목로 171||||||||기아오토큐 청원자동차정비|본오동,청원1급자동차정비|||160412
기아오토큐|사동점|126.850426|37.300399|기아자동차오토큐|0314168580|경기도 안산시 상록구 용신로 236||||||||기아오토큐 사동점|사동|||160412
기아오토큐|공도점|127.2063369|37.0072293|기아자동차오토큐|0316915857|경기도 안성시 공도읍 방축안말길 9-13||||||||기아오토큐 공도점|(마정리)|||160412
기아오토큐|기아안성서비스|127.2548828|37.0107463|기아자동차오토큐|0316732007|경기도 안성시 중앙로 215||||||||기아오토큐 기아안성서비스|(신건지동 7) 신건지동|||160412
기아오토큐|비산점|126.9435417|37.3909833|기아자동차오토큐|0314458889|경기도 안양시 동안구 경수대로 841||||||||기아오토큐 비산점|비산동|||160412
기아오토큐|영광자동차|126.9468307|37.3824064|기아자동차오토큐|0314291141|경기도 안양시 동안구 경수대로797번길 41||||||||기아오토큐 영광자동차||||160412
기아오토큐|대산자동차공업|126.9694556|37.3933889|기아자동차오토큐|0314228585|경기도 안양시 동안구 시민대로 333||||||||기아오토큐 대산자동차공업|관양동|||160412
기아오토큐|평촌써비스|126.9746194|37.393225|기아자동차오토큐|0314238585|경기도 안양시 동안구 시민대로393번길 21||||||||기아오토큐 평촌써비스|(관양동)|||160412
기아오토큐|군포자동차정비|126.952485|37.367771|기아자동차오토큐|0314591230|경기도 안양시 동안구 엘에스로 95||||||||기아오토큐 군포자동차정비|(호계동)|||160412
기아오토큐|안양서부점|126.9289627|37.3840855|기아자동차오토큐|0314697224|경기도 안양시 만안구 냉천로 60||||||||기아오토큐 안양서부점|안양동|||160412
기아오토큐|오토월드|126.9352874|37.3868454|기아자동차오토큐|0314468585|경기도 안양시 만안구 만안로 72||||||||기아오토큐 오토월드||||160412
기아오토큐|박달점|126.9177322|37.4002173|기아자동차오토큐|0314645524|경기도 안양시 만안구 박달로567번길 5||||||||기아오토큐 박달점|안양동|||160412
기아오토큐|광적점|126.9826889|37.8253556|기아자동차오토큐|0318770444|경기도 양주시 광적면 삼일로29번길 219||||||||기아오토큐 광적점||||160412
기아오토큐|덕정점|127.0650333|37.8358972|기아자동차오토큐|0318578280|경기도 양주시 독바위로 31||||||||기아오토큐 덕정점|덕정동|||160412
