##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@세븐일레븐
세븐일레븐|서화점|128.20982071|38.225490134|세븐일레븐||강원도 인제군 금강로 1450||스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 서화점||||90701
세븐일레븐|신남삼성점|128.08056161|37.96783962|세븐일레븐||강원도 인제군 남면 신남로 58번길 9-3||치킨;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 신남삼성점|(남면)|||90701
세븐일레븐|원통제일점|128.2033883|38.122192117|세븐일레븐||강원도 인제군 북면 원통로 170||스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 원통제일점|(북면)|||90701
세븐일레븐|인제로드점|128.17035151|38.069709742|세븐일레븐||강원도 인제군 원통로 261||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 인제로드점||||90701
세븐일레븐|인제상남점|128.2606253|37.872149876|세븐일레븐||강원도 인제군 상남면 내린천로 2554||||||||세븐일레븐 인제상남점||||90701
세븐일레븐|인제신남터미널점|128.07728405|37.965959785|세븐일레븐||강원도 인제군 신남로 23||카페;ATM||||||세븐일레븐 인제신남터미널점||||90701
세븐일레븐|인제천도리점|128.20867527|38.229144961|세븐일레븐||강원도 인제군 서화면 천도촌1길 7||스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 인제천도리점||||90701
세븐일레븐|인제하늘내린점|128.16831675|38.067304836|세븐일레븐|||강원 인제군 인제읍 상동리 318|카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 인제하늘내린점||||90701
세븐일레븐|인제합강점|128.1772579107089|38.071460523012036|세븐일레븐||강원도 인제군 인제로 250||||||||세븐일레븐 인제합강점||||90701
세븐일레븐|강원랜드점|128.82063885|37.212585431|세븐일레븐||강원도 정선군 하이원길 265||||||||세븐일레븐 강원랜드점|3층 직원매점 (강원랜드)|||90701
세븐일레븐|고한하이힐점|128.84285753|37.208360545|세븐일레븐||강원 정선군 고한로 30||카페;베이커리;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 고한하이힐점|고한읍|||90701
세븐일레븐|정선고한점|128.8541457|37.200339096|세븐일레븐||강원도 정선군 고한읍 고한로 165||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 정선고한점||||90701
세븐일레븐|정선고한중앙점|128.84902135|37.204866177|세븐일레븐||강원도 정선군 고한읍 고한로 97||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 정선고한중앙점||||90701
세븐일레븐|정선남면점|128.74054374505303|37.267636808566714|세븐일레븐||강원도 정선군 남면 칠현로 64||||||||세븐일레븐 정선남면점||||90701
세븐일레븐|정선북실점|128.65379103|37.379335155|세븐일레븐||강원도 정선군 정선로 1245-6||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 정선북실점|미소빌아파트|||90701
세븐일레븐|정선사북교차로점|128.81503858|37.227453805|세븐일레븐||강원도 정선군 사북읍 사북1길 54||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 정선사북교차로점||||90701
세븐일레븐|정선사북으뜸점|128.82583848437952|37.22641565375664|세븐일레븐||강원도 정선군 소금강로 3652||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 정선사북으뜸점||||90701
세븐일레븐|정선사북점|128.81813487|37.227838742|세븐일레븐||강원도 정선군 사북읍 사북2길 30||카페;치킨;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 정선사북점||||90701
세븐일레븐|정선점|128.66328963|37.38003076|세븐일레븐||강원도 정선군 정선읍 봉양6길 27||카페;치킨;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 정선점||||90701
세븐일레븐|정선파인앤유점|128.86084886736893|37.19445723653513|세븐일레븐||강원도 정선군 고한읍 고한7길 20||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 정선파인앤유점|106동 1층 (상가동)|||90701
세븐일레븐|정선함백점|128.67016688|37.215823213|세븐일레븐||강원도 정선군 함백로 330||카페;치킨;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 정선함백점||||90701
세븐일레븐|신철원터미널점|127.30815355301415|38.14537157640898|세븐일레븐||강원도 철원군 갈말읍 명성로 154||카페||||||세븐일레븐 신철원터미널점||||90701
세븐일레븐|철원고석정점|127.28782035|38.187192544|세븐일레븐||강원도 철원군 동송읍 태봉로 1825||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 철원고석정점||||90701
세븐일레븐|철원긴발리점|127.22604857|38.195464625|세븐일레븐||강원도 철원군 동송읍 금학로 62동송읍) ||||||||세븐일레븐 철원긴발리점||||90701
세븐일레븐|철원동송센터점|127.2191025144269|38.20739846096214|세븐일레븐||강원도 철원군 금학로210번길 4||||||||세븐일레븐 철원동송센터점||||90701
세븐일레븐|철원동송점|127.21743967|38.208781725|세븐일레븐||강원도 철원군 금학로 227||스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 철원동송점|김현대내과 1층|||90701
세븐일레븐|철원동송터미널점|127.21876537732898|38.2076729620639|세븐일레븐||강원도 철원군 동송읍 금학로 212||카페;치킨||||||세븐일레븐 철원동송터미널점|1층|||90701
세븐일레븐|철원문혜리점|127.32402202|38.182020766|세븐일레븐||강원도 철원군 두루미로 54||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 철원문혜리점||||90701
세븐일레븐|철원성모병원점|127.22041138|38.200722169|세븐일레븐||강원도 철원군 동송읍 금락로 167번길 23-16||||||||세븐일레븐 철원성모병원점||||90701
세븐일레븐|철원와수리점|127.43795152|38.23913877|세븐일레븐||강원도 철원군 서면 와수리 173번길 8||ATM||||||세븐일레븐 철원와수리점||||90701
세븐일레븐|철원화지리점|127.21512942|38.212122899|세븐일레븐||강원도 철원군 동송읍 금락로 269||스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 철원화지리점||||90701
세븐일레븐|강대천하점|127.73813154|37.869814065|세븐일레븐||강원도 춘천시 백령로 75||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 강대천하점|(효자동) 1층|||90701
세븐일레븐|강원대점|127.74483102|37.872842243|세븐일레븐||강원도 춘천시 서부대성로 241||스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 강원대점|(효자동)|||90701
세븐일레븐|강촌점|127.63610556|37.809531177|세븐일레븐||강원도 춘천시 남산면 강촌로 112||카페;ATM||||||세븐일레븐 강촌점|(남산면)|||90701
세븐일레븐|남춘천광장점|127.7356916|37.854852241|세븐일레븐||강원도 춘천시 우묵길 24-1||카페||||||세븐일레븐 남춘천광장점|세븐일레븐|||90701
세븐일레븐|춘천강남점|127.71873056|37.860128351|세븐일레븐||강원도 춘천시 춘주로92번길 21-2||카페;베이커리;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 춘천강남점|(온의동)|||90701
세븐일레븐|춘천거두공단점|127.77764833|37.863606342|세븐일레븐||강원도 춘천시 순환대로 940||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 춘천거두공단점||||90701
세븐일레븐|춘천거두점|127.75236751|37.854404516|세븐일레븐||강원도 춘천시 춘천순환로72번길 16||스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 춘천거두점|1층|||90701
세븐일레븐|춘천공지천점|127.70619554|37.87454705|세븐일레븐||강원도 춘천시 수변공원길 18||카페;치킨;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 춘천공지천점|의양공원 내 매점 (삼천동)|||90701
세븐일레븐|춘천교동점|127.73716485|37.882292597|세븐일레븐||강원도 춘천시 교동길 67||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 춘천교동점||||90701
세븐일레븐|춘천금호점|127.73727468|37.849058346|세븐일레븐|||강원 춘천시 퇴계동 945|카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 춘천금호점|금호아파트상가 1층 29호|||90701
세븐일레븐|춘천김유정역점|127.71517582|37.816807731|세븐일레븐|||강원도 춘천시 신동면 증리 1043-131|카페||||||세븐일레븐 춘천김유정역점||||90701
세븐일레븐|춘천남부점|127.72732122|37.870284961|세븐일레븐||강원도 춘천시 공지로 354||스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 춘천남부점|(효자동)|||90701
세븐일레븐|춘천남춘로점|127.73172453|37.864127738|세븐일레븐||강원도 춘천시 남춘로 36||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 춘천남춘로점|(효자동)|||90701
세븐일레븐|춘천당림점|127.61731152|37.829970878|세븐일레븐||강원도 춘천시 서면 경춘로 969||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 춘천당림점|(서면)|||90701
세븐일레븐|춘천두산위브점|127.75516703707335|37.88733900489308|세븐일레븐||강원도 춘천시 동면 삭주로 224||||||||세븐일레븐 춘천두산위브점|1층|||90701
세븐일레븐|춘천뜨란체점|127.74760612|37.849184205|세븐일레븐||강원도 춘천시 안마산로 324-9||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 춘천뜨란체점|(석사동)|||90701
세븐일레븐|춘천만천쉼터점|127.76258385|37.881658593|세븐일레븐||강원도 춘천시 만천로 110||카페;치킨;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 춘천만천쉼터점||||90701
세븐일레븐|춘천명동길점|127.72662627|37.87821384|세븐일레븐||강원도 춘천시 명동길 23||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 춘천명동길점|1층|||90701
세븐일레븐|춘천보람점|127.7379445|37.875217217|세븐일레븐||강원도 춘천시 도화길 5||스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 춘천보람점|1층|||90701
세븐일레븐|춘천본점|127.72426745|37.866224368|세븐일레븐||강원도 춘천시 퇴계로 21||카페||||||세븐일레븐 춘천본점||||90701
세븐일레븐|춘천상천길점|127.7848669|37.9302947|세븐일레븐||강원도 춘천시 신북읍 상천길 5||카페||||||세븐일레븐 춘천상천길점|1층|||90701
세븐일레븐|춘천새마을고개점|127.73486793|37.870313776|세븐일레븐||강원도 춘천시 법원뒷길 26||스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 춘천새마을고개점|1층 (효자동)|||90701
세븐일레븐|춘천석사점|127.75241491|37.866220832|세븐일레븐||강원도 춘천시 애막골길 11번길 22||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 춘천석사점|(석사동)|||90701
세븐일레븐|춘천석사제일점|127.73951451|37.862179903|세븐일레븐||강원도 춘천시 벌말길 111||카페;치킨;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 춘천석사제일점|1층 (석사동)|||90701
세븐일레븐|춘천석사중앙점|127.75291755|37.865583363|세븐일레븐||강원도 춘천시 우석로79번길 9||카페;치킨;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 춘천석사중앙점|(석사동)|||90701
세븐일레븐|춘천석사효석점|127.73957499|37.860954256|세븐일레븐||강원도 춘천시 후석로 45번길 36||카페;치킨;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 춘천석사효석점|(석사동)|||90701
세븐일레븐|춘천소양강점|127.79255521|37.932903295|세븐일레븐||강원도 춘천시 신북읍 상천3길 4||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 춘천소양강점|(신북읍)|||90701
세븐일레븐|춘천스마일점|127.7175982|37.8726987|세븐일레븐||강원도 춘천시 근화길15번길 21||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 춘천스마일점|1층 (근화동)|||90701
세븐일레븐|춘천애막골점|127.75326819|37.866982968|세븐일레븐||강원도 춘천시 애막골길11번길 34||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 춘천애막골점|(석사동)|||90701
세븐일레븐|춘천에버빌점|127.74819059|37.85035531|세븐일레븐||강원도 춘천시 석사동 지석로 115||스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 춘천에버빌점|(101 102호)|||90701
세븐일레븐|춘천예준점|127.73897806|37.872641281|세븐일레븐||강원도 춘천시 둥지길47번길 4||ATM||||||세븐일레븐 춘천예준점|(효자동)|||90701
세븐일레븐|춘천온의점|127.72104626|37.864074694|세븐일레븐||강원도 춘천시 영서로 2279번길 9||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 춘천온의점|(온의동)|||90701
세븐일레븐|춘천우두점|127.72914097|37.900393563|세븐일레븐||강원도 춘천시 충열로 10-14||ATM||||||세븐일레븐 춘천우두점|(우두동)|||90701
세븐일레븐|춘천우두풍년점|127.73576906|37.900575747|세븐일레븐||강원도 춘천시 충열로 78||카페;ATM||||||세븐일레븐 춘천우두풍년점|(우두동)|||90701
세븐일레븐|춘천유앤아이점|127.76249574|37.879727574|세븐일레븐||강원도 춘천시 만천로143번길 52||카페;베이커리;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 춘천유앤아이점||||90701
세븐일레븐|춘천이안점|127.73046149|37.857746167|세븐일레븐||강원도 춘천시 영서로 2169-1||스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 춘천이안점|분산상가동 101호,102호 (퇴계동,퇴계이안)|||90701
세븐일레븐|춘천장학주공점|127.75110889|37.896525593|세븐일레븐||강원도 춘천시 소양강로 100-1||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 춘천장학주공점|춘천장학 엘에이치1단지제상가동 제 1층 제 103호|||90701
세븐일레븐|춘천제일점|127.75395863|37.852206874|세븐일레븐||강원도 춘천시 동내면 거두택지길26번길 22||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 춘천제일점||||90701
세븐일레븐|춘천주공타운점|127.73588776|37.859496226|세븐일레븐||강원도 춘천시 퇴계로 145번길 4||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 춘천주공타운점|(퇴계동)|||90701
세븐일레븐|춘천지석로점|127.73852523|37.852322701|세븐일레븐||강원도 춘천시 지석로 29||스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 춘천지석로점|(퇴계동,퇴계주공5차)|||90701
세븐일레븐|춘천천전리점|127.78162771|37.929588934|세븐일레븐||강원도 춘천시 신샘밭로 648||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 춘천천전리점||||90701
세븐일레븐|춘천크리스탈점|127.74646826|37.85532858|세븐일레븐||강원도 춘천시 석사동 퇴계로 249||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 춘천크리스탈점|105-2호|||90701
세븐일레븐|춘천퇴계마루점|127.74444992|37.852134036|세븐일레븐||강원도 춘천시 퇴계농공로 12||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 춘천퇴계마루점|로얄프라자 1동 109호|||90701
세븐일레븐|춘천트루엘점|127.74582896404769|37.87713155764056|세븐일레븐||강원도 춘천시 백령로 215||치킨||||||세븐일레븐 춘천트루엘점|3동 6호 (후평동,춘천일성트루엘아파트 근린생활시설)|||90701
세븐일레븐|춘천학곡센터점|127.76048388285994|37.83438408452264|세븐일레븐||강원도 춘천시 동내면 영서로 1765||카페||||||세븐일레븐 춘천학곡센터점||||90701
세븐일레븐|춘천한림대에리트|127.7415529|37.885054312|세븐일레븐||강원도 춘천시 후평동 삭주로 89-8||카페;치킨;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 춘천한림대에리트||||90701
세븐일레븐|춘천한림대점|127.73383961|37.885344097|세븐일레븐||강원도 춘천시 봉의산길22번길 24-1||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 춘천한림대점|1층|||90701
세븐일레븐|춘천한미점|127.73630755|37.867425406|세븐일레븐||강원도 춘천시 백령로23번길 17-3||스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 춘천한미점|(효자동)|||90701
세븐일레븐|춘천향교점|127.7350485|37.880709383|세븐일레븐||강원도 춘천시 교동길 8-1||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 춘천향교점||||90701
세븐일레븐|춘천현대점|127.72614815|37.869802096|세븐일레븐||강원도 춘천시 춘천로68번길 16||카페;ATM||||||세븐일레븐 춘천현대점|(효자동)|||90701
세븐일레븐|춘천화목원점|127.72380783289161|37.922369416708236|세븐일레븐||강원도 춘천시 신샘밭로 119||||||||세븐일레븐 춘천화목원점|1층|||90701
세븐일레븐|춘천효자로점|127.73487666122931|37.87439673959669|세븐일레븐||강원도 춘천시 효자로 134-2||||||||세븐일레븐 춘천효자로점|(효자동)|||90701
세븐일레븐|춘천효자원룸점|127.74098455|37.875980129|세븐일레븐|||강원도 춘천시 효자동 40-6|스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 춘천효자원룸점||||90701
세븐일레븐|춘천후평점|127.75100691|37.887383638|세븐일레븐||강원도 춘천시 후평동 (춘천로 382) ||||||||세븐일레븐 춘천후평점||||90701
세븐일레븐|팔호광장점|127.73517731|37.875829143|세븐일레븐||강원도 춘천시 효자로 147||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 팔호광장점|(호자동)|||90701
세븐일레븐|태백대학길점|128.9814986|37.158888948|세븐일레븐|||강원도 태백시 황지동 404-3|카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 태백대학길점||||90701
세븐일레븐|태백로점|128.96140379|37.198924718|세븐일레븐||강원 태백시 태백로 437||ATM||||||세븐일레븐 태백로점|화전동|||90701
세븐일레븐|태백번영로점|128.98694477|37.146437227|세븐일레븐||강원도 태백시 번영로 17||카페;치킨;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 태백번영로점|1층|||90701
세븐일레븐|태백산점|128.96122686|37.131287073|세븐일레븐||강원도 태백시 태백산로 4772||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 태백산점|1층|||90701
세븐일레븐|태백예채점|128.9775063|37.159114217|세븐일레븐||강원도 태백시 대학길 79||스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 태백예채점|이원예체|||90701
세븐일레븐|태백주공점|128.9905653|37.1617357|세븐일레븐||강원도 태백시 황지로 31||카페;ATM||||||세븐일레븐 태백주공점|주공아파트2단지 상가동 101호|||90701
세븐일레븐|태백황지공원점|128.9903245|37.172834816|세븐일레븐||강원도 태백시 황지연못길 13||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 태백황지공원점|(황지동)|||90701
세븐일레븐|강원평창점|128.39570351|37.366219194|세븐일레븐||강원도 평창군 평창중앙로 4||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 강원평창점||||90701
세븐일레븐|대관령IC점|128.69855554|37.680721353|세븐일레븐||강원도 평창군 대관령면 경강로 5178||카페;베이커리;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 대관령IC점||||90701
세븐일레븐|봉평기풍로점|128.37824893|37.616315623|세븐일레븐||강원도 평창군 봉평면 기풍로 150-1||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 봉평기풍로점||||90701
세븐일레븐|평창대화점|128.45685655|37.494189924|세븐일레븐||강원도 평창군 대화면 대화중앙로 55||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 평창대화점||||90701
세븐일레븐|평창종부점|128.38807477|37.359951834|세븐일레븐||강원도 평창군 종부로 70||||||||세븐일레븐 평창종부점||||90701
세븐일레븐|평창중리점|128.40191171|37.368635999|세븐일레븐||강원도 평창군 노성로 212||카페;치킨;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 평창중리점||||90701
세븐일레븐|평창진부시대점|128.5537392|37.636232377|세븐일레븐|||강원도 평창군 진부면 하진부리 164-15|카페||||||세븐일레븐 평창진부시대점||||90701
세븐일레븐|평창하리점|128.3917579402906|37.36845681960891|세븐일레븐||강원도 평창군 평창읍 향교길 70||치킨;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 평창하리점||||90701
세븐일레븐|평창휴게소점|128.46340462|37.610785559|세븐일레븐||강원도 평창군 탑거리길 63||카페||||||세븐일레븐 평창휴게소점|평창상휴게소|||90701
세븐일레븐|평창흥정계곡점|128.35142639|37.622644073|세븐일레븐||강원도 평창군 흥정계곡길 9||스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 평창흥정계곡점||||90701
세븐일레븐|횡계동보점|128.71561255|37.670092692|세븐일레븐||강원도 평창군 대관령면 대관령마루길 52||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 횡계동보점||||90701
세븐일레븐|횡계에이스점|128.70897769|37.671958364|세븐일레븐||강원도 평창군 대관령로 116||카페;베이커리;ATM||||||세븐일레븐 횡계에이스점||||90701
세븐일레븐|횡계용산점|128.66395321|37.662721445|세븐일레븐||강원도 평창군 솔봉로 296||카페||||||세븐일레븐 횡계용산점|B층 24호|||90701
세븐일레븐|횡계유덕점|128.69551646|37.69664109|세븐일레븐||강원도 평창군 대관령면 차향길 110||스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 횡계유덕점||||90701
세븐일레븐|횡계점|128.7089572|37.673634293|세븐일레븐||강원도 평창군 대관령면 횡계길 34||카페||||||세븐일레븐 횡계점||||90701
세븐일레븐|홍천개운점|127.93055023711175|37.659408129805236|세븐일레븐||강원도 홍천군 동면 성수개운길 173||||||||세븐일레븐 홍천개운점||||90701
세븐일레븐|홍천꽃뫼로점|127.88861136|37.691830644|세븐일레븐||강원도 홍천군 꽃뫼로 133||스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 홍천꽃뫼로점||||90701
세븐일레븐|홍천로점|127.89697465762477|37.69941096600108|세븐일레븐||강원도 홍천군 홍천로 521||카페||||||세븐일레븐 홍천로점||||90701
세븐일레븐|홍천비발디점|127.67595725|37.613484253|세븐일레븐||강원도 홍천군 서면 한서로 2189||스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 홍천비발디점||||90701
세븐일레븐|홍천시동점|127.83086607|37.590504432|세븐일레븐|||강원도 홍천군 남면 시동리 916-33|스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 홍천시동점||||90701
세븐일레븐|홍천양덕원점|127.76834932|37.616562351|세븐일레븐||강원도 홍천군 남면 양덕원로 82||카페;베이커리;치킨;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 홍천양덕원점|1층|||90701
세븐일레븐|홍천연봉점|127.88199271591301|37.68553764796801|세븐일레븐|||강원도 홍천군 홍천읍 연봉리 453-8|카페||||||세븐일레븐 홍천연봉점||||90701
세븐일레븐|홍천오션점|127.69725167|37.682994239|세븐일레븐||강원도 홍천군 한치골길 813||ATM||||||세븐일레븐 홍천오션점||||90701
세븐일레븐|홍천점|127.88313769|37.690314925|세븐일레븐||강원도 홍천군 홍천읍 신장대로 62||ATM||||||세븐일레븐 홍천점|(홍천읍)|||90701
세븐일레븐|홍천주공점|127.90013596|37.6926622|세븐일레븐||강원도 홍천군 홍천읍 갈마로 28||카페;ATM||||||세븐일레븐 홍천주공점|(홍천읍)|||90701
세븐일레븐|홍천청계점|127.76815615|37.614520214|세븐일레븐|||강원 홍천군 남면 양덕원리 154-4|카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 홍천청계점||||90701
세븐일레븐|홍천화랑점|127.77322253|37.623403092|세븐일레븐||강원도 홍천군 남면 가작골길 3||카페;치킨;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 홍천화랑점||||90701
세븐일레븐|홍천힐링캠프점|127.76095362|37.597704337|세븐일레븐||강원도 홍천군 남면 설악로 99||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 홍천힐링캠프점||||90701
세븐일레븐|화천광덕초교점|127.49366766|38.066824505|세븐일레븐||강원도 화천군 사내면 포화로 810||||||||세븐일레븐 화천광덕초교점||||90701
세븐일레븐|화천데시앙점|127.7056765|38.111166181|세븐일레븐||강원도 화천군 상승로8길 25-13||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 화천데시앙점|동양농기 1층 101호|||90701
세븐일레븐|화천동보점|127.70207281|38.118254395|세븐일레븐||강원도 화천군 노신로 82-12||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 화천동보점|상가동 1층 (동보빌리지)|||90701
세븐일레븐|화천산양리점|127.66238076|38.207157697|세븐일레븐||강원도 화천군 상서면 영서로 7717||스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 화천산양리점||||90701
세븐일레븐|화천산천어점|127.70828006|38.110381149|세븐일레븐|||강원도 화천군 화천읍 상리 2-36|카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 화천산천어점|1층|||90701
세븐일레븐|화천점|127.70503876|38.103656532|세븐일레븐|||강원 화천군 화천읍 하리 42-12|카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 화천점||||90701
세븐일레븐|화천중앙로점|127.70760731|38.10328794|세븐일레븐||강원도 화천군 화천읍 중앙로 34||카페||||||세븐일레븐 화천중앙로점||||90701
세븐일레븐|횡성경찰서점|127.99354184|37.491063594|세븐일레븐||강원도 횡성군 성북동로 11||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 횡성경찰서점|1층|||90701
세븐일레븐|횡성대로점|127.98450828|37.486133419|세븐일레븐||강원도 횡성군 횡성읍 횡성로 368||스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 횡성대로점||||90701
세븐일레븐|횡성둔내대박점|128.21367886|37.512705651|세븐일레븐||강원도 횡성군 둔내면 둔내로 27||카페;치킨;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 횡성둔내대박점|1층|||90701
세븐일레븐|횡성둔내점|128.21829634|37.511771573|세븐일레븐||강원도 횡성군 둔내면 둔내로 51번길 20||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 횡성둔내점||||90701
세븐일레븐|횡성점|127.99062024|37.494158643|세븐일레븐||강원도 횡성군 북천로 2||스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 횡성점|1층|||90701
세븐일레븐|횡성터미널점|127.98371779|37.486896822|세븐일레븐||강원도 횡성군 앞들서1로 21-7||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 횡성터미널점|1층|||90701
세븐일레븐|가평군청점|127.51027044|37.832177054|세븐일레븐||경기도 가평군 가평읍 석봉로 192||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 가평군청점||||90701
세븐일레븐|가평남이옥점|127.50613267542815|37.83640052524002|세븐일레븐||경기도 가평군 가평읍 문화로 264||카페||||||세븐일레븐 가평남이옥점||||90701
세븐일레븐|가평도대리점|127.47197641|37.9597726|세븐일레븐||경기도 가평군 가화로 2463||스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 가평도대리점||||90701
세븐일레븐|가평목동점|127.54885524|37.887256457|세븐일레븐||경기도 가평군 화악산로11번길 12||카페||||||세븐일레븐 가평목동점|1층 1호|||90701
세븐일레븐|가평북면점|127.54683761|37.880667383|세븐일레븐||경기 가평군 북면 가화로 950||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 가평북면점||||90701
세븐일레븐|가평상천대로점|127.44034942|37.762253302|세븐일레븐||경기도 가평군 청평면 경춘로 1151||스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 가평상천대로점|1동 3호|||90701
