##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@삼성전자서비스
삼성전자서비스|강남센터|||삼성전자서비스|1588-3366|서울 강남구 도산대로 336|서울 강남구 논현동 94-2||월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무|||||삼성전자서비스 강남센터|디지털프라자 강남본점 4층;디지털프라자 강남본점 4층|||90504
삼성전자서비스|강동센터|||삼성전자서비스|1588-3366|서울 강동구 천호대로 1117|서울 강동구 길동 453-1||월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무|||||삼성전자서비스 강동센터|디지털프라자 길동점 4층;디지털프라자 길동점 4층|||90504
삼성전자서비스|강릉센터|||삼성전자서비스|1588-3366|강원 강릉시 경강로 2380|강원 강릉시 송정동 620||월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무|||||삼성전자서비스 강릉센터|디지털프라자 2층;디지털프라자 2층|||90504
삼성전자서비스|칠곡센터|||삼성전자서비스|1588-3366|대구 북구 칠곡중앙대로 332|대구 북구 태전동 1074-2||월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무|||||삼성전자서비스 칠곡센터|디지털프라자 강북점 2층;디지털프라자 강북점 2층|||90504
삼성전자서비스|성북센터|||삼성전자서비스|1588-3366|서울 성북구 월계로 28|서울 성북구 하월곡동 81-356||월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무|||||삼성전자서비스 성북센터|디지털프라자 강북본점 2층;디지털프라자 강북본점 2층|||90504
삼성전자서비스|양천센터|||삼성전자서비스|1588-3366|서울 강서구 공항대로 571|서울 강서구 염창동 277||월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무|||||삼성전자서비스 양천센터|디지털프라자 강서본점 2층;디지털프라자 강서본점 2층|||90504
삼성전자서비스|거제센터|||삼성전자서비스|1588-3366|경남 거제시 수양로 472|경남 거제시 양정동 966-14||월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무|||||삼성전자서비스 거제센터|디지털프라자 거제점 2층;디지털프라자 거제점 2층|||90504
삼성전자서비스|거창센터|||삼성전자서비스|1588-3366|경남 거창군 거열로 118|경남 거창군 거창읍 상림리 796-2||월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무|||||삼성전자서비스 거창센터|디지털프라자 거창점 3층;디지털프라자 거창점 3층|||90504
삼성전자서비스|광주센터|||삼성전자서비스|1588-3366|경기 광주시 이배재로 5|경기 광주시 탄벌동 126-1||월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무|||||삼성전자서비스 광주센터|디지털프라자 광주점 3층;디지털프라자 광주점 3층|||90504
삼성전자서비스|경산센터|||삼성전자서비스|1588-3366|경북 경산시 대학로 80|경북 경산시 중방동 818-53||월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무|||||삼성전자서비스 경산센터|디지털프라자 경산점 3층;디지털프라자 경산점 3층|||90504
삼성전자서비스|경주센터|||삼성전자서비스|1588-3366|경북 경주시 원화로 447|경북 경주시 황성동 362-2||월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무|||||삼성전자서비스 경주센터|디지털프라자 황성점 1층;디지털프라자 황성점 1층|||90504
삼성전자서비스|고양센터|||삼성전자서비스|1588-3366|경기 고양시 덕양구 화중로 48|경기 고양시 덕양구 화정동 984-2||월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무|||||삼성전자서비스 고양센터|디지털프라자 화정점 3층;디지털프라자 화정점 3층|||90504
삼성전자서비스|고잔휴대폰센터|||삼성전자서비스|1588-3366|경기 안산시 단원구 광덕4로 140|경기 안산시 단원구 고잔동 703||월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무|||||삼성전자서비스 고잔휴대폰센터|GD컨벤션 1층;GD컨벤션 1층|||90504
삼성전자서비스|공주센터|||삼성전자서비스|1588-3366|충남 공주시 번영1로 33|충남 공주시 신관동 586-3||월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무|||||삼성전자서비스 공주센터|디지털프라자 2층;디지털프라자 2층|||90504
삼성전자서비스|관악센터|||삼성전자서비스|1588-3366|서울 관악구 남부순환로 1719|서울 관악구 봉천동 931-5||월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무|||||삼성전자서비스 관악센터|디지털프라자 봉천점 2층;디지털프라자 봉천점 2층|||90504
삼성전자서비스|광명센터|||삼성전자서비스|1588-3366|경기 광명시 금하로 454|경기 광명시 소하1동 1340-4||월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무|||||삼성전자서비스 광명센터|디지털프라자 소하점 3층;디지털프라자 소하점 3층|||90504
삼성전자서비스|상무휴대폰센터|||삼성전자서비스|1588-3366|광주 서구 상무대로 873|광주 서구 쌍촌동 970-10||월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무|||||삼성전자서비스 상무휴대폰센터|디지털프라자 2층;디지털프라자 2층|||90504
삼성전자서비스|광안센터|||삼성전자서비스|1588-3366|부산 수영구 수영로 469|부산 수영구 남천동 48-11||월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무|||||삼성전자서비스 광안센터|디지털프라자 남천점 3층;디지털프라자 남천점 3층|||90504
삼성전자서비스|금천센터|||삼성전자서비스|1588-3366|서울 금천구 시흥대로 357|서울 금천구 독산동 1008-2||월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무|||||삼성전자서비스 금천센터|디지털프라자 금천점 3층;디지털프라자 금천점 3층|||90504
