##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@도서관
충청남도교육청평생교육원||||도서관||충남 천안시 동남구 목천읍 충절로 843||||||||충청남도교육청평생교육원|(신계리 300-2)|||200101
충청남도교육청학생교육문화원||||도서관||충남 천안시 동남구 예농고1길 41||||||||충청남도교육청학생교육문화원|(원성동 260-2)|||200101
충청남도금산교육지원청금산도서관||||도서관||충남 금산군 금산읍 금산천길 28||||||||충청남도금산교육지원청금산도서관|(상옥2리 467-160)|||200101
충청남도당진교육지원청당진도서관||||도서관||충남 당진시 서부로 139||||||||충청남도당진교육지원청당진도서관|(채운동 239)|||200101
충청남도보령교육지원청보령도서관||||도서관||충남 보령시 보령남로 27||||||||충청남도보령교육지원청보령도서관|(명천동)|||200101
충청남도보령교육지원청웅천도서관||||도서관|||충남 보령시 웅천읍 대창리 182-5|||||||충청남도보령교육지원청웅천도서관||||200101
충청남도부여교육지원청부여도서관||||도서관||충남 부여군 부여읍 성왕로 259||||||||충청남도부여교육지원청부여도서관||||200101
충청남도서산교육지원청해미도서관||||도서관||충남 서산시 해미면 서문4길 12||||||||충청남도서산교육지원청해미도서관||||200101
충청남도서천교육지원청서천도서관||||도서관|||충남 서천군 서천읍 군사리 176-4|||||||충청남도서천교육지원청서천도서관||||200101
충청남도아산교육지원청아산도서관||||도서관||충남 아산시 문화로 53||||||||충청남도아산교육지원청아산도서관|(실옥동 158-7번지)|||200101
충청남도예산교육지원청예산도서관||||도서관||충남 예산군 예산읍 예중길 42||||||||충청남도예산교육지원청예산도서관||||200101
충청남도천안교육지원청성환도서관||||도서관||충남 천안시 서북구 신선동길 25||||||||충청남도천안교육지원청성환도서관|(성환읍 성환리 358-13)|||200101
충청남도청양교육지원청청양도서관||||도서관||충남 청양군 청양읍 칠갑산로1길 15||||||||충청남도청양교육지원청청양도서관||||200101
충청남도태안교육지원청태안도서관||||도서관|||충남 태안군 태안읍 남문리 417-2|||||||충청남도태안교육지원청태안도서관||||200101
충청남도홍성교육지원청홍성도서관||||도서관|||충남 홍성군 홍성읍 오관리 375|||||||충청남도홍성교육지원청홍성도서관||||200101
태안군립안면도서관||||도서관||충남 태안군 안면읍 장터로 99-15||||||||태안군립안면도서관||||200101
태안군립중앙도서관||||도서관||충남 태안군 태안읍 백화로 184||||||||태안군립중앙도서관||||200101
고창군립도서관||||도서관||전북 고창군 고창읍 모양성로 11||||||||고창군립도서관||||200101
고창군립성호도서관||||도서관||전북 고창군 고창읍 모양성로 50||||||||고창군립성호도서관||||200101
군산교육문화회관||||도서관||전북 군산시 조촌4길 46||||||||군산교육문화회관|(조촌동 853-1)|||200101
군산교육문화회관/대야분관||||도서관||전라북도 군산시 대야면 석화로 84||||||||군산교육문화회관 대야분관||||200101
군산시립늘푸른도서관||||도서관||전북 군산시 하나운로 17||||||||군산시립늘푸른도서관|(나운동)|||200101
군산시립도서관(구/군산청소년/도서관)||||도서관||전북 군산시 축동로 72||||||||군산시립도서관(구 군산청소년 도서관)||||200101
군산시립설림도서관||||도서관||전북 군산시 설림길 25||||||||군산시립설림도서관||||200101
김제교육문화회관||||도서관||전북 김제시 요촌북로 72||||||||김제교육문화회관||||200101
김제교육문화회관/금산분관||||도서관||전북 김제시 금산면 원평로 97||||||||김제교육문화회관 금산분관||||200101
김제시립금구분관||||도서관||전북 김제시 양시7길 57||||||||김제시립금구분관||||200101
김제시립도서관||||도서관||전북 김제시 서낭당길 151||||||||김제시립도서관||||200101
김제시립도서관/만경분관||||도서관||전북 김제시 만경읍 만경로 776||||||||김제시립도서관 만경분관||||200101
남원교육문화회관||||도서관||전북 남원시 용성로 49||||||||남원교육문화회관||||200101
남원교육문화회관/운봉분관||||도서관||전북 남원시 운봉읍 서하길 7-8||||||||남원교육문화회관 운봉분관|(서천리 48-1)|||200101
남원시립도서관||||도서관||전북 남원시 광한북로 54||||||||남원시립도서관||||200101
마한교육문화회관||||도서관||전북 익산시 고봉로 55||||||||마한교육문화회관||||200101
마한교육문화회관/함열분관||||도서관||전북 익산시 함열중앙로 53||||||||마한교육문화회관 함열분관|(함열읍 와리 261-1)|||200101
부안교육문화회관||||도서관||전북 부안군 부안읍 남문안길 10||||||||부안교육문화회관||||200101
부안군립도서관||||도서관||전북 부안군 부안읍 매창로 125||||||||부안군립도서관||||200101
순창군립도서관||||도서관||전라북도 순창군 순창읍 순창5길 18||||||||순창군립도서관||||200101
완주군립고산도서관||||도서관||전북 완주군 고산면 고산로 69-13||||||||완주군립고산도서관||||200101
완주군립둔산영어도서관||||도서관||전라북도 완주군 봉동읍 둔산2로 62||||||||완주군립둔산영어도서관|(둔산리 898-1)|||200101
완주군립삼례도서관||||도서관||전북 완주군 삼례읍 삼봉로 215-12||||||||완주군립삼례도서관||||200101
완주군립중앙도서관||||도서관||전북 완주군 용진면 지암로 61||||||||완주군립중앙도서관||||200101
익산시립마동도서관(분관)||||도서관||전북 익산시 선화1로 99||||||||익산시립마동도서관(분관)|(마동)|||200101
익산시립모현도서관||||도서관||전북 익산시 선화로 6길 7||||||||익산시립모현도서관|(모현동)|||200101
익산시립부송도서관||||도서관||전북 익산시 무왕로25길 30||||||||익산시립부송도서관||||200101
익산시립영등도서관||||도서관||전북 익산시 궁동로 57||||||||익산시립영등도서관|(영등동)|||200101
임실군립도서관||||도서관||전북 임실군 오수면 충효로 2050||||||||임실군립도서관||||200101
장수군립도서관||||도서관||전북 장수군 장계면 장계7길 15||||||||장수군립도서관|(장계리 271-1)|||200101
전라북도교육청고창도서관||||도서관||전북 고창군 고창읍 천변북로 109||||||||전라북도교육청고창도서관||||200101
전라북도교육청무주도서관||||도서관||전북 무주군 무주읍 향한로 37||||||||전라북도교육청무주도서관|(읍내리 343)|||200101
전라북도교육청순창도서관||||도서관||전북 순창군 순창읍 장류로 379||||||||전라북도교육청순창도서관|(남계리 268-1)|||200101
전라북도교육청완주도서관||||도서관||전북 완주군 봉동동서로 109||||||||전라북도교육청완주도서관|(봉동읍 장기리 301)|||200101
전라북도교육청임실도서관||||도서관||전북 임실군 임실읍 봉황로 145||||||||전라북도교육청임실도서관||||200101
전라북도교육청장수도서관||||도서관||전북 장수군 장수읍 호비로 58||||||||전라북도교육청장수도서관||||200101
전라북도교육청진안도서관||||도서관||전북 진안군 진안읍 대광길 4||||||||전라북도교육청진안도서관||||200101
전북교육문화회관||||도서관||전북 전주시 덕진구 안덕원로 71||||||||전북교육문화회관|(진북동 301-70)|||200101
전주시립건지도서관||||도서관||전북 전주시 덕진구 호성로 25||||||||전주시립건지도서관||||200101
전주시립금암도서관||||도서관||전북 전주시 덕진구 거북바우로 13||||||||전주시립금암도서관||||200101
전주시립삼천도서관||||도서관||전북 전주시 완산구 용리로 107||||||||전주시립삼천도서관||||200101
전주시립서신도서관(서신분관)||||도서관||전북 전주시 완산구 서신천변14길 10||||||||전주시립서신도서관(서신분관)||||200101
전주시립송천도서관||||도서관||전북 전주시 덕진구 송내로 212||||||||전주시립송천도서관|(송천동 2가 168-5)|||200101
전주시립아중도서관||||도서관||전북 전주시 덕진구 무삼지2길 7||||||||전주시립아중도서관|(인후동1가 907-1)|||200101
전주시립완산도서관||||도서관||전북 전주시 완산구 곤지산4길 12||||||||전주시립완산도서관|(동완산동 1가 464-1)|||200101
전주시립인후도서관||||도서관||전북 전주시 덕진구 안덕원로 349||||||||전주시립인후도서관||||200101
전주시립쪽구름도서관||||도서관||전북 전주시 덕진구 여암2길 9||||||||전주시립쪽구름도서관||||200101
전주시립평화도서관(평화분관)||||도서관||전북 전주시 완산구 평화14길 27-51||||||||전주시립평화도서관(평화분관)||||200101
전주시립효자도서관||||도서관||전북 전주시 완산구 우전로 181||||||||전주시립효자도서관||||200101
정읍기적의도서관||||도서관||전북 정읍시 수성5로 45-5||||||||정읍기적의도서관||||200101
정읍시립도서관/신태인분관||||도서관||전북 정읍시 신태인읍 신태인중앙로 47||||||||정읍시립도서관 신태인분관|(구석리 416)|||200101
정읍시립중앙도서관||||도서관||전북 정읍시 벛꽃로 511||||||||정읍시립중앙도서관|(상동274-9번지)|||200101
정읍학생복지회관||||도서관||전북 정읍시 구미길 14-4||||||||정읍학생복지회관||||200101
강진군립도서관||||도서관||전남 강진군 강진읍 남문길 10||||||||강진군립도서관||||200101
고흥군립중앙도서관||||도서관||전남 고흥군 고흥읍 고흥로 1793||||||||고흥군립중앙도서관||||200101
고흥평생교육관||||도서관|||전남 고흥군 고흥읍 남계리 458-7|||||||고흥평생교육관||||200101
곡성교육문화회관(구/곡성공공도서관)||||도서관|||전남 곡성군 곡성읍 읍내리 726-3|||||||곡성교육문화회관(구 곡성공공도서관)||||200101
광양공공도서관||||도서관||전남 광양시 지동길 9||||||||광양공공도서관|(광양읍 성황동 342)|||200101
광양시립중마도서관||||도서관||전남 광양시 광장로 14||||||||광양시립중마도서관||||200101
광양시립중앙도서관||||도서관|||전남 광양시 광양읍 우산리 536|||||||광양시립중앙도서관||||200101
광양용강도서관||||도서관||전남 광양시 광양읍 기두5길 5||||||||광양용강도서관||||200101
광양평생교육관||||도서관||전남 광양시 안산길 23||||||||광양평생교육관||||200101
광양희망도서관||||도서관||전남 광양시 광양읍 인덕로 1022||||||||광양희망도서관||||200101
구례공공도서관||||도서관||전남 구례군 구례읍 학교길 119-6||||||||구례공공도서관||||200101
구례군매천도서관||||도서관||전남 구례군 구례읍 서시천로 76-22||||||||구례군매천도서관||||200101
금일공공도서관||||도서관||전남 완도군 금일읍 금일로 365-2||||||||금일공공도서관||||200101
나주공공도서관||||도서관||전남 나주시 남고문로 51||||||||나주공공도서관||||200101
나주시립도서관||||도서관||전남 나주시 영산포로 185-6||||||||나주시립도서관||||200101
남평공공도서관||||도서관||전남 나주시 남평읍 남평3로 14-11||||||||남평공공도서관||||200101
노화공공도서관||||도서관||전남 완도군 노화읍 노화로 816-1||||||||노화공공도서관||||200101
담양공공도서관||||도서관|||전남 담양군 담양읍 백동리 256-4|||||||담양공공도서관||||200101
목포공공도서관||||도서관||전남 목포시 원산주택로3번길 6||||||||목포공공도서관||||200101
목포시립도서관||||도서관||전남 목포시 용당로 160번길 32||||||||목포시립도서관||||200101
목포어린이도서관||||도서관||전남 목포시 옥암로186번길 30-7||||||||목포어린이도서관||||200101
무안공공도서관||||도서관|||전남 무안군 무안읍 교촌리 257-1|||||||무안공공도서관||||200101
무안군공공도서관||||도서관|||전남 무안군 해제면 신정리 23-3|||||||무안군공공도서관||||200101
벌교공공도서관||||도서관||전남 보성군 벌교읍 월곡길 13||||||||벌교공공도서관||||200101
보성공공도서관||||도서관||전남 보성군 보성읍 현충로 57-76||||||||보성공공도서관||||200101
순천시립그림책도서관||||도서관||전남 순천시 도서관길 33||||||||순천시립그림책도서관||||200101
순천시립기적의도서관||||도서관||전남 순천시 해룡면 기적의도서관길 60||||||||순천시립기적의도서관||||200101
순천시립삼산도서관||||도서관||순천시 중앙로 232||||||||순천시립삼산도서관|(석현동)|||200101
순천시립신대도서관||||도서관||전남 순천시 해룡면 매안로 162||||||||순천시립신대도서관||||200101
순천시립연향도서관||||도서관||전남 순천시 연향번영길 54||||||||순천시립연향도서관||||200101
순천시립조례호수도서관||||도서관||전남 순천시 조례2길 31||||||||순천시립조례호수도서관||||200101
신안군립도서관||||도서관||전남 신안군 압해면 압해로 825||||||||신안군립도서관|(학교리 694-10)|||200101
여수시립도서관||||도서관||전남 여수시 학동서4길 18-12||||||||여수시립도서관||||200101
여수시립쌍봉도서관/소라분관||||도서관||전남 여수시 소라면 덕양로 344||||||||여수시립쌍봉도서관 소라분관||||200101
여수시립쌍봉도서관/율촌분관||||도서관||전남 여수시 율촌면 율촌로 100-11||||||||여수시립쌍봉도서관 율촌분관||||200101
여수시립현암도서관||||도서관||전남 여수시 충민사길 43||||||||여수시립현암도서관|(덕충동)|||200101
여수시립현암도서관/돌산분관||||도서관||전남 여수시 돌산읍 강남해안로 129||||||||여수시립현암도서관 돌산분관||||200101
여수시립환경도서관||||도서관||전남 여수시 문수로 53-32||||||||여수시립환경도서관|(문수동)|||200101
영광공공도서관||||도서관||전남 영광군 영광읍 천년로 13길 2-16||||||||영광공공도서관||||200101
영광군립도서관||||도서관||전남 영광군 영광읍 중앙로 228-16||||||||영광군립도서관||||200101
영암공공도서관||||도서관||전남 영암군 영암읍 서남역로 27-11||||||||영암공공도서관||||200101
영암군삼호도서관||||도서관||전남 영암군 삼호읍 삼호중앙로 140||||||||영암군삼호도서관||||200101
영암도서관||||도서관||전남 영암군 영암읍 교동로 89-5||||||||영암도서관||||200101
옥과공공도서관||||도서관||전남 곡성군 옥과면 리문4길 16||||||||옥과공공도서관||||200101
완도군립도서관||||도서관||전남 완도군 완도읍 주도길 11-2||||||||완도군립도서관||||200101
장성공공도서관||||도서관||전남 장성군 장성읍 청운 7길 22||||||||장성공공도서관||||200101
장흥공공도서관||||도서관||전남 장흥군 장흥읍 중앙로2길 33||||||||장흥공공도서관||||200101
전라남도립도서관||||도서관||전남 무안군 삼향읍 남악로 210||||||||전라남도립도서관||||200101
전라남도학생교육문화회관||||도서관||전남 여수시 대통1길 55||||||||전라남도학생교육문화회관||||200101
진도공공도서관||||도서관||전남 진도군 진도읍 군강공원길 10-1||||||||진도공공도서관||||200101
함평공공도서관||||도서관||전남 함평군 함평읍 신기산길 46-12||||||||함평공공도서관||||200101
해남공공도서관||||도서관||전남 해남군 해남읍 서림길 20||||||||해남공공도서관||||200101
해남군립도서관||||도서관||전남 해남군 해남읍 군청길 4||||||||해남군립도서관|(성내리 4)|||200101
화순공공도서관||||도서관||전남 화순군 화순읍 도서관길 15||||||||화순공공도서관||||200101
(성주)청사도서관||||도서관||경북 성주군 성주읍 청사도서관길 13||||||||(성주)청사도서관||||200101
경산시립도서관||||도서관||경북 경산시 하양읍 문화로 10길 15||||||||경산시립도서관|(금락리 97)|||200101
경산시립장산도서관||||도서관||경북 경산시 경산로13길 7||||||||경산시립장산도서관||||200101
경상북도교육청/고령도서관||||도서관||경북 고령군 대가야읍 향교길 25||||||||경상북도교육청 고령도서관|(연조리 599-2)|||200101
경상북도교육청/구미도서관||||도서관||경북 구미시 산책길 41||||||||경상북도교육청 구미도서관|(원평동 964-616)|||200101
경상북도교육청/봉화도서관||||도서관||경북 봉화군 봉화읍 내성로3길 6||||||||경상북도교육청 봉화도서관|(내성리 194-4 번지)|||200101
경상북도교육청/상주도서관||||도서관||경북 상주시 상서문1길 127||||||||경상북도교육청 상주도서관|(남성동 118-3)|||200101
경상북도교육청/상주도서관/화령분관||||도서관||경북 상주시 화서면 중화로 2193||||||||경상북도교육청 상주도서관 화령분관||||200101
경상북도교육청/성주도서관||||도서관||경북 성주군 성주읍 주천로 15-11||||||||경상북도교육청 성주도서관|(예산리 612번지)|||200101
경상북도교육청/안동도서관||||도서관||경북 안동시 안기천로 48||||||||경상북도교육청 안동도서관|(당북동 333-157번지)|||200101
경상북도교육청/안동도서관/용상분관||||도서관||경북 안동시 경동로 884-8||||||||경상북도교육청 안동도서관 용상분관||||200101
경상북도교육청/안동도서관/풍산분관||||도서관||경북 안동시 풍산읍 하리들길 22||||||||경상북도교육청 안동도서관 풍산분관|(하리리247-1번지)|||200101
경상북도교육청/영덕도서관||||도서관||경북 영덕군 영덕읍 군청길 102||||||||경상북도교육청 영덕도서관|(화개리 87-8)|||200101
경상북도교육청/영양도서관||||도서관||경북 영양군 영양읍 팔수로 538||||||||경상북도교육청 영양도서관|(서부리)|||200101
경상북도교육청/영일도서관||||도서관|||경북 포항시 북구 흥해읍 약성리 100-2|||||||경상북도교육청 영일도서관||||200101
경상북도교육청/영주선비도서관||||도서관||경북 영주시 중앙로 7||||||||경상북도교육청 영주선비도서관||||200101
경상북도교육청/영주선비도서관/풍기분관||||도서관||경북 영주시 풍기읍 남원로 152-12||||||||경상북도교육청 영주선비도서관 풍기분관||||200101
경상북도교육청/영천금호도서관||||도서관||경북 영천시 금호읍 금호로 173||||||||경상북도교육청 영천금호도서관|(교대리 130-2번지)|||200101
경상북도교육청/예천도서관||||도서관||경북 예천군 예천읍 중앙로 40-5||||||||경상북도교육청 예천도서관||||200101
경상북도교육청/외동도서관||||도서관||경북 경주시 외동읍 입실로 98||||||||경상북도교육청 외동도서관||||200101
경상북도교육청/울릉도서관||||도서관||경북 울릉군 봉래길 128-10||||||||경상북도교육청 울릉도서관|(저동리 440)|||200101
경상북도교육청/울진도서관||||도서관||경북 울진군 울진읍 월변7길 17||||||||경상북도교육청 울진도서관||||200101
경상북도교육청/의성도서관||||도서관||경북 의성군 의성읍 중리길 44||||||||경상북도교육청 의성도서관||||200101
경상북도교육청/점촌도서관||||도서관||경북 문경시 호서로 133||||||||경상북도교육청 점촌도서관||||200101
경상북도교육청/점촌도서관/가은분관||||도서관||경북 문경시 가은읍 대야로 2508||||||||경상북도교육청 점촌도서관 가은분관||||200101
경상북도교육청/정보센터||||도서관||경북 경산시 원효로 60||||||||경상북도교육청 정보센터|(계양동 478-3번지)|||200101
경상북도교육청/청도도서관||||도서관||경북 청도군 청도읍 청화로 124||||||||경상북도교육청 청도도서관||||200101
경상북도교육청/청송도서관||||도서관||경북 청송군 청송읍 군청로 25||||||||경상북도교육청 청송도서관||||200101
경상북도교육청/칠곡도서관||||도서관||경북 칠곡군 왜관읍 군청3길 13||||||||경상북도교육청 칠곡도서관||||200101
경주시립도서관||||도서관||경북 경주시 원화로 431-12||||||||경주시립도서관|(황성동 370)|||200101
구미봉곡도서관||||도서관||경북 구미시 봉곡로15길 54||||||||구미봉곡도서관|(봉곡동)|||200101
구미시립도서관||||도서관|||경북 구미시 형곡동 142|||||||구미시립도서관|(경은로 85)|||200101
구미시립도서관/선산분관||||도서관||경북 구미시 선산읍 선산대로 1400-16||||||||구미시립도서관 선산분관|(동부리)|||200101
김천시립도서관||||도서관||경북 김천시 평화순환길 111||||||||김천시립도서관||||200101
다산도서관||||도서관||경북 고령군 다산면 다산로 681||||||||다산도서관||||200101
문경시립문희도서관||||도서관||경북 문경시 문경읍 체육관길 11||||||||문경시립문희도서관||||200101
문경시립중앙도서관||||도서관||경북 문경시 신흥로 101||||||||문경시립중앙도서관||||200101
삼국유사군위도서관||||도서관||경북 군위군 군위읍 군청로 175||||||||삼국유사군위도서관||||200101
안동시립도서관||||도서관||경북 안동시 태사길 78||||||||안동시립도서관|(동문동 446-2)|||200101
영천시립도서관||||도서관||경북 영천시 중앙동 1길 80||||||||영천시립도서관||||200101
의성군립도서관||||도서관||경북 의성군 안계면 안계길 114||||||||의성군립도서관||||200101
청도어린이도서관||||도서관||경북 청도군 화양읍 청화로 79-3||||||||청도어린이도서관||||200101
청송군립진보공공도서관||||도서관||경북 청송군 진보면 진보로 183-15||||||||청송군립진보공공도서관||||200101
칠곡군립도서관||||도서관||경북 칠곡군 왜관읍 달오1길 6-7||||||||칠곡군립도서관||||200101
포항시립포은도서관||||도서관||경북 포항시 북구 삼호로 31||||||||포항시립포은도서관||||200101
거제도서관||||도서관||경남 거제시 계룡로7길 2||||||||거제도서관|(고현동 511)|||200101
거창군립한마음도서관||||도서관||경남 거창군 거창읍 거열로6길 11||||||||거창군립한마음도서관||||200101
거창도서관||||도서관||경남 거창군 거창읍 하동1길 9||||||||거창도서관||||200101
경남대표도서관||||도서관||경남 창원시 의창구 사림로45번길 59||||||||경남대표도서관||||200101
고성도서관||||도서관||경남 고성군 고성읍 동외로195번길 6||||||||고성도서관||||200101
김해도서관||||도서관||경남 김해시 가락로93번길 72||||||||김해도서관||||200101
김해장유도서관||||도서관||경남 김해시 대청로176번길 7||||||||김해장유도서관|(대청동 299)|||200101
김해칠암도서관||||도서관||경상남도 김해시 활천로285번길 14||||||||김해칠암도서관||||200101
남해도서관||||도서관||경남 남해군 남해읍 화전로43번길 11-3||||||||남해도서관||||200101
마산도서관||||도서관||경남 창원시 마산합포구 용마산길 12||||||||마산도서관||||200101
마산도서관지혜의바다분관||||도서관|||경상남도 창원시 마산회원구 구암동 1333|||||||마산도서관지혜의바다분관||||200101
마산합포도서관||||도서관||경남 창원시 마산합포구 월영동16길 22||||||||마산합포도서관||||200101
마산회원도서관||||도서관||경남 창원시 마산회원구 3·15대로 558||||||||마산회원도서관||||200101
마산회원도서관/내서분관||||도서관||경남 창원시 마산회원구 내서읍 삼풍로 79||||||||마산회원도서관 내서분관||||200101
밀양도서관||||도서관||경남 밀양시 삼랑진읍 만어로 7||||||||밀양도서관|(송지리 162-7)|||200101
밀양시립도서관||||도서관||경남 밀양시 중앙로 265||||||||밀양시립도서관||||200101
밀양하남도서관||||도서관||경남 밀양시 하남읍 수산중앙로 63||||||||밀양하남도서관||||200101
사천도서관||||도서관||경남 사천시 사천읍 평화2길 21||||||||사천도서관||||200101
산청도서관||||도서관||경남 산청군 산청읍 꽃봉산로79번길 45||||||||산청도서관||||200101
삼천포도서관||||도서관||경남 사천시 삼천포 대교로 622||||||||삼천포도서관||||200101
성산도서관||||도서관||경남 창원시 성산구 외리로 47||||||||성산도서관|(남산동 산17번지)|||200101
성산도서관/상남분관||||도서관||경남 창원시 성산구 원이대로 810||||||||성산도서관 상남분관|(가음정동)|||200101
양산도서관||||도서관||경남 양산시 희망1길 25||||||||양산도서관||||200101
양산시립도서관||||도서관||경남 양산시 물금읍 청룡로 11||||||||양산시립도서관||||200101
양산영어도서관||||도서관||경남 양산시 대평들1길 9-10||||||||양산영어도서관||||200101
양산웅상도서관||||도서관||경남 양산시 웅상대로 1009-2||||||||양산웅상도서관|(웅상읍 주진리 산63-15)|||200101
의령도서관||||도서관||경남 의령군 의령읍 의병로25길 9-8||||||||의령도서관||||200101
의창도서관||||도서관||경남 창원시 의창구 용호로 50||||||||의창도서관|(반송동 산51-5번지)|||200101
의창도서관/고향의봄분관||||도서관||경남 창원시 의창구 평산로135번길 32||||||||의창도서관 고향의봄분관|(서상동 산60)|||200101
의창도서관/명곡도서관(분관)||||도서관||경남 창원시 의창구 서곡길 21||||||||의창도서관 명곡도서관(분관)|(명서동 31-1)|||200101
진동도서관||||도서관||경남 창원시 마산합포구 진동면 삼진의거대로 661-94||||||||진동도서관||||200101
진양도서관||||도서관||경남 진주시 문산읍 동부로588번길 24||||||||진양도서관||||200101
진영도서관||||도서관||경남 김해시 진영읍 진영로265번길 9-61||||||||진영도서관||||200101
진영한빛도서관||||도서관||경남 김해시 진영읍 김해대로 440||||||||진영한빛도서관||||200101
진주서부도서관||||도서관||경남 진주시 평거로 249||||||||진주서부도서관||||200101
진주연암도서관||||도서관||경남 진주시 모덕로47번길 13-17||||||||진주연암도서관||||200101
진해도서관||||도서관||경남 창원시 진해구 충장로 141||||||||진해도서관||||200101
진해동부도서관||||도서관||경남 창원시 진해구 용재로 66||||||||진해동부도서관||||200101
진해어린이전문도서관(진해기적의도서관)||||도서관||경상남도 창원시 진해구 석동로 70||||||||진해어린이전문도서관(진해기적의도서관)||||200101
창녕군영산도서관||||도서관||경남 창녕군 영산면 원다리길 34||||||||창녕군영산도서관||||200101
창녕남지도서관||||도서관||경남 창녕군 남지읍 낙동로 437||||||||창녕남지도서관||||200101
창녕도서관||||도서관|||경상남도 창녕군 창녕읍 말흘리 302|||||||창녕도서관||||200101
창원도서관||||도서관||경남 창원시 성산구 두대로 197-33||||||||창원도서관||||200101
통영도서관||||도서관||경남 통영시 봉수로 37||||||||통영도서관|(봉평동)|||200101
통영시립도서관||||도서관||경남 통영시 무전3길 29||||||||통영시립도서관||||200101
하동도서관||||도서관||경남 하동군 하동읍 경서대로 80||||||||하동도서관||||200101
함안군립칠원도서관||||도서관||경남 한안군 칠원면 원서로 56||||||||함안군립칠원도서관||||200101
함안도서관||||도서관||경남 함안군 가야읍 함안대로 495||||||||함안도서관||||200101
함양도서관||||도서관||경남 함양군 함양읍 함양로 1143-1||||||||함양도서관||||200101
합천도서관||||도서관||경남 합천군 합천읍 동서로 152||||||||합천도서관||||200101
동녘도서관||||도서관||제주특별자치도 제주시 구좌읍 일주동로 3132||||||||동녘도서관||||200101
서귀포기적의도서관||||도서관||제주특별자치도 서귀포시 일주동로 8593||||||||서귀포기적의도서관|(동홍동 646-1)|||200101
서귀포도서관||||도서관||제주특별자치도 서귀포시 중앙로150번길 4-1||||||||서귀포도서관||||200101
서귀포시동부도서관||||도서관||제주특별자치도 서귀포시 일주동로 8232||||||||서귀포시동부도서관||||200101
서귀포시삼매봉도서관||||도서관||제주특별자치도 서귀포시 남성중로 153번길 15||||||||서귀포시삼매봉도서관|(서홍동 621)|||200101
서귀포시서부도서관||||도서관||제주특별자치도 서귀포시 중문관광로 346||||||||서귀포시서부도서관|방초꽃집 (중문동 1921-1)|||200101
서귀포시성산일출도서관||||도서관||제주특별자치도 서귀포시 성산읍 고성오조로 133||||||||서귀포시성산일출도서관||||200101
서귀포시안덕산방도서관||||도서관||제주특별자치도 서귀포시 안덕면 화순서서로 44||||||||서귀포시안덕산방도서관||||200101
서귀포시중앙도서관||||도서관||제주특별자치도 서귀포시 김정문화로 32||||||||서귀포시중앙도서관||||200101
서귀포시표선도서관||||도서관||제주특별자치도 서귀포시 표선면 표선백사로110번길 17-10||||||||서귀포시표선도서관||||200101
송악도서관||||도서관||제주특별자치도 서귀포시 대정읍 동일하모로149번길 12||||||||송악도서관||||200101
애월도서관||||도서관||제주특별자치도 제주시 애월읍 일주서로 6339||||||||애월도서관||||200101
우당도서관||||도서관||제주특별자치도 제주시 사라봉동길 30||||||||우당도서관||||200101
제남도서관||||도서관||제주특별자치도 서귀포시 남원읍 남원체육관로 183||||||||제남도서관||||200101
제주기적의도서관||||도서관||제주특별자치도 제주시 동광로12길 19||||||||제주기적의도서관||||200101
제주도서관||||도서관||제주특별자치도 제주시 연삼로 489||||||||제주도서관|(이도2동 414)|||200101
조천도서관||||도서관||제주특별자치도 제주시 조천읍 일주동로 1189||||||||조천도서관|(함덕리 919)|||200101
탐라도서관||||도서관||제주특별자치도 제주시 정원로 50||||||||탐라도서관||||200101
한경도서관||||도서관||제주특별자치도 제주시 한경면 신한로 13||||||||한경도서관||||200101
한라도서관||||도서관||제주특별자치도 제주시 오남로 133||||||||한라도서관|(오라동 899-3)|||200101
한수풀도서관||||도서관||제주특별자치도 제주시 한림읍 한림상로 240-11||||||||한수풀도서관||||200101
