##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@식신맛집
원조국수집||||식신맛집||경기도 고양시 덕양구 행주로17번길 10|경기도 고양시 덕양구 행주내동 138-3|||||||원조국수집||||
알라딘가족밥상||||식신맛집||경기도 고양시 일산서구 송포로 26|경기도 고양시 일산서구 대화동 1446-2|||||||알라딘가족밥상||||
몬테비안코||||식신맛집||경기도 평택시 포승읍 평택항만길 73|경기도 평택시 포승읍 만호리 570-1|||||||몬테비안코|마린센터 15층|||
서현실비||||식신맛집||경기 성남시 분당구 황새울로311번길 14|경기도 성남시 분당구 서현동 274-4|||||||서현실비||||
다래식당||||식신맛집||경기도 수원시 권선구 세권로195번길 28-3|경기도 수원시 권선구 권선동 1046-13|||||||다래식당||||
초리골초계탕||||식신맛집||경기도 파주시 법원읍 초리골길 110|경기도 파주시 법원읍 법원리 391-3|||||||초리골초계탕||||
홍화루||||식신맛집||경기 수원시 팔달구 월드컵로321번길 5|경기도 수원시 팔달구 우만동 518-12|||||||홍화루||||
이서방왕족발보쌈||||식신맛집||경기도 화성시 동탄반송3길 36-10|경기도 화성시 반송동 23-3|||||||이서방왕족발보쌈||||
과림매운탕||||식신맛집||경기도 시흥시 과림저수지길 60|경기도 시흥시 과림동 208-16|||||||과림매운탕||||
큐슈/울트라아멘||||식신맛집||경기도 고양시 일산동구 정발산로 43-7|경기도 고양시 일산동구 장항동 856|||||||큐슈 울트라아멘|메리트 윈|||
천현한우집||||식신맛집||경기 광주시 초월읍 무갑길 68|경기도 광주시 초월읍 무갑리 607|||||||천현한우집||||
상해루||||식신맛집||경기도 화성시 노작로 147|경기도 화성시 반송동 106-3|||||||상해루||||
리하||||식신맛집||경기 구리시 장자대로86번길 14-7|경기도 구리시 수택동 875-3|||||||리하||||
소쇄원간장게장|김포본점|||식신맛집||경기도 김포시 하성면 금포로1915번길 53|경기도 김포시 하성면 전류리 74|||||||소쇄원간장게장 김포본점||||
돈파스타||||식신맛집||경기도 성남시 분당구 황새울로342번길 11|경기도 성남시 분당구 서현동 250-4|||||||돈파스타||||
국시집/밀가마||||식신맛집||경기도 의정부시 호국로1723번길 28|경기도 의정부시 자일동 355|||||||국시집 밀가마|밀가마국시집|||
해송식당||||식신맛집||경기도 평택시 포승읍 연암길 84|경기도 평택시 포승읍 만호리 264-19|||||||해송식당||||
어랑손만두국||||식신맛집||경기 남양주시 경춘로 1084-25|경기도 남양주시 금곡동 13-6|||||||어랑손만두국||||
완이네작은밥상||||식신맛집||경기도 파주시 문발로 220|경기도 파주시 문발동 510-1|||||||완이네작은밥상||||
팔당냉면본점||||식신맛집||경기 하남시 미사대로 624|경기도 하남시 신장동 288-5|||||||팔당냉면본점||||
백년꽃게장||||식신맛집||경기도 화성시 버들로 1564|경기도 화성시 팔탄면 월문리 227-8|||||||백년꽃게장||||
용성통닭본점||||식신맛집||경기 수원시 팔달구 정조로800번길 15|경기도 수원시 팔달구 팔달로1가 10-5|||||||용성통닭본점||||
강계봉진막국수||||식신맛집||경기도 여주시 대신면 천서리길 26|경기도 여주시 대신면 천서리 419-2|||||||강계봉진막국수||||
유가장||||식신맛집||경기도 여주시 세종로46번길 17-1|경기도 여주시 창동 157-1|||||||유가장||||
정통춘천닭갈비||||식신맛집||경기 성남시 분당구 내정로119번길 15|경기도 성남시 분당구 정자동 42-6|||||||정통춘천닭갈비||||
코코마리/레스토랑||||식신맛집||경기 성남시 분당구 분당로359번길 2-4|경기도 성남시 분당구 분당동 134-5|||||||코코마리 레스토랑||||
통일동산두부마을||||식신맛집||경기도 파주시 탄현면 필승로 480|경기도 파주시 탄현면 성동리 664-2|||||||통일동산두부마을||||
봉덕칼국수||||식신맛집||경기 의왕시 징계골길 9|경기도 의왕시 이동 459-2|||||||봉덕칼국수||||
그집||||식신맛집||경기도 김포시 양촌읍 구래로87번길 137|경기도 김포시 양촌면 구래리 107-3|||||||그집||||
원조두지리매운탕본점||||식신맛집||경기 파주시 적성면 술이홀로2316번길 45|경기도 파주시 적성면 두지리 90-7|||||||원조두지리매운탕본점||||
쏘렐라|1호점|||식신맛집||경기도 성남시 분당구 정자일로 177|경기도 성남시 분당구 정자동 24|||||||쏘렐라 1호점||||
복성원||||식신맛집|||경기도 부천시 원미동 72-2|||||||복성원||||
고릴라||||식신맛집||경기도 과천시 새술막길 38|경기도 과천시 중앙동 40-5|||||||고릴라|중앙빌딩 1층|||
남부정육||||식신맛집||경기 안양시 만안구 장내로150번길 34|경기도 안양시 만안구 안양동 622-110|||||||남부정육||||
소령원장단콩두부마을||||식신맛집||경기도 파주시 광탄면 소령원길 16|경기도 파주시 광탄면 영장리 277|||||||소령원장단콩두부마을||||
고산떡갈비||||식신맛집||경기도 의정부시 평화로562번길 13|경기도 의정부시 의정부동 202-15|||||||고산떡갈비||||
솔밭||||식신맛집||경기 성남시 분당구 동원로 3|경기도 성남시 분당구 동원동 62-4|||||||솔밭||||
신라갈비||||식신맛집||경기도 수원시 영통구 동수원로 538|경기도 수원시 영통구 원천동 89-7|||||||신라갈비||||
성신식당||||식신맛집||경기도 안성시 중앙로451번길 9|경기도 안성시 봉남동 5-1|||||||성신식당||||
고바우설렁탕||||식신맛집||경기도 양평군 용문면 은고갯길 3|경기도 양평군 용문면 광탄리 83-1|||||||고바우설렁탕||||
대동강식당||||식신맛집|||경기도 안산시 단원구 화정동 404-1|||||||대동강식당||||
삼낙촌||||식신맛집||경기 포천시 소흘읍 죽엽산로 559|경기도 포천시 소흘읍 직동리 249-7|||||||삼낙촌||||
도래샘||||식신맛집||경기도 의왕시 오매기 백운산길 67|경기도 의왕시 오전동 751|||||||도래샘||||
용천통닭||||식신맛집||경기도 의정부시 태평로89번길 8|경기도 의정부시 의정부동 150-11|||||||용천통닭||||
평남면옥||||식신맛집||경기도 동두천시 생연로 127|경기도 동두천시 생연동 824-28|||||||평남면옥||||
삼송빵집|현대백화점판교점|||식신맛집||경기 성남시 분당구 판교역로146번길 20|경기도 성남시 분당구 백현동 541|||||||삼송빵집 현대백화점판교점||||
금강산숯불닭갈비막국수||||식신맛집||경기도 가평군 상면 청군로 614|경기도 가평군 상면 임초리 44-1|||||||금강산숯불닭갈비막국수||||
미래식당||||식신맛집||경기 성남시 분당구 불정로376번길 31|경기도 성남시 분당구 서현동 311|||||||미래식당||||
만포면옥||||식신맛집||경기 고양시 덕양구 북한산로553번길 6|경기도 고양시 덕양구 효자동 96-12|||||||만포면옥||||
고래성손두부||||식신맛집||경기도 연천군 장남로 98|경기도 연천군 장남면 자작리 47-1|||||||고래성손두부|고래성손두부|||
모박사부대찌개안성본점||||식신맛집||경기 안성시 대덕면 서동대로 4653|경기도 안성시 대덕면 신령리 513|||||||모박사부대찌개안성본점||||
미미향||||식신맛집||경기 포천시 이동면 화동로 2063|경기도 포천시 이동면 장암리 242-15|||||||미미향||||
오리마을본점||||식신맛집||경기 의정부시 민락로 486-13|경기도 의정부시 낙양동 125|||||||오리마을본점||||
상해완탕||||식신맛집||경기 성남시 분당구 정자일로 120|경기도 성남시 분당구 정자동 170-1|||||||상해완탕||||
새말해장국||||식신맛집||경기 오산시 현충로 95|경기도 오산시 은계동 7|||||||새말해장국||||
아라비카||||식신맛집||경기 광주시 남한산성면 남한산성로 536-27|경기도 광주시 남한산성면 검복리 48|||||||아라비카||||
보배네집||||식신맛집||경기 여주시 여양로 576-16|경기도 여주시 오금동 405-1|||||||보배네집||||
들밥||||식신맛집||경기 이천시 마장면 지산로22번길 27|경기도 이천시 마장면 이평리 371|||||||들밥||||
포항물회집||||식신맛집||경기도 광명시 안재로2번길 33|경기도 광명시 하안동 606-10|||||||포항물회집||||
북한강막국수닭갈비||||식신맛집||경기 남양주시 조안면 북한강로 908|경기도 남양주시 조안면 삼봉리 193-2|||||||북한강막국수닭갈비||||
수타우동/겐||||식신맛집||경기도 성남시 분당구 야탑로 72|경기도 성남시 분당구 야탑동 503|||||||수타우동 겐|야탑시장주차장|||
몽실식당||||식신맛집||경기도 양평군 양평읍 양평장터길 9-1|경기도 양평군 양평읍 양근리 167-27|||||||몽실식당||||
감미옥분당점||||식신맛집||경기 성남시 분당구 탄천로 181|경기도 성남시 분당구 야탑동 537-7|||||||감미옥분당점||||
서동관||||식신맛집||경기 고양시 일산서구 호수로856번길 7-7|경기도 고양시 일산서구 대화동 2302-4|||||||서동관||||
로얄컵케익||||식신맛집||경기도 성남시 분당구 운중로138번길 28-2|경기도 성남시 분당구 운중동 931-4|||||||로얄컵케익||||
윤대감참숯등갈비||||식신맛집||경기도 군포시 당동로 22|경기도 군포시 당동 769-27|||||||윤대감참숯등갈비||||
일미정||||식신맛집||경기도 고양시 덕양구 행주산성로 168|경기도 고양시 덕양구 행주외동 213-8|||||||일미정||||
사또가든||||식신맛집||경기 용인시 기흥구 기흥단지로 89|경기도 용인시 기흥구 고매동 409-8|||||||사또가든||||
이천옥||||식신맛집||경기도 이천시 중리천로115번길 18|경기도 이천시 중리동 468-6|||||||이천옥||||
내고향가마솥||||식신맛집||경기도 과천시 광창로 33|경기도 과천시 과천동 135-3|||||||내고향가마솥||||
우정집||||식신맛집||경기도 안성시 낙원길 43|경기도 안성시 동본동 102|||||||우정집||||
라그로타||||식신맛집||경기 광주시 도척면 도척윗로 278|경기도 광주시 도척면 도웅리 534|||||||라그로타||||
고삼묵밥||||식신맛집||경기 안성시 고삼면 무쇠막안길 2-8|경기도 안성시 고삼면 가유리 194|||||||고삼묵밥||||
보광정가든||||식신맛집||경기 양평군 옥천면 용천로149번길 27|경기도 양평군 옥천면 용천리 220-3|||||||보광정가든||||
삼진어묵|현대백화점판교점|||식신맛집||경기도 성남시 분당구 판교역로146번길 20|경기도 성남시 분당구 백현동 541|||||||삼진어묵 현대백화점판교점||||
피노||||식신맛집||경기도 고양시 일산동구 애니골길 72|경기도 고양시 일산동구 풍동 613-3|||||||피노||||
토오루||||식신맛집||경기도 고양시 일산동구 장백로 178|경기도 고양시 일산동구 장항동 897|||||||토오루|1층 108호|||
은하장||||식신맛집||경기도 파주시 문산읍 문향로 78|경기도 파주시 문산읍 문산리 17-50|||||||은하장|뮤직갤러리|||
숯고개부대찌개||||식신맛집||경기도 평택시 쇼핑로 39-1|경기도 평택시 신장동 325-12|||||||숯고개부대찌개||||
스시카메||||식신맛집||경기 고양시 일산동구 호수로 340-28|경기도 고양시 일산동구 백석동 1318-4|||||||스시카메||||
진미식당||||식신맛집||경기 평택시 통복시장2로9번길 15|경기도 평택시 통복동 95-4|||||||진미식당||||
매향통닭||||식신맛집||경기 수원시 팔달구 수원천로 317|경기도 수원시 팔달구 남수동 130-1|||||||매향통닭||||
트리플제이||||식신맛집||경기 고양시 일산서구 호수로856번길 66-2|경기도 고양시 일산서구 대화동 2255|||||||트리플제이||||
포폴로피자||||식신맛집||경기도 고양시 일산동구 정발산로 47|경기도 고양시 일산동구 장항동 847|||||||포폴로피자|웅신아트|||
우리밀빵꿈터/건강담은||||식신맛집||경기 안양시 동안구 시민대로136번길 15|경기도 안양시 동안구 호계동 904-8|||||||우리밀빵꿈터 건강담은||||
옥천고읍냉면||||식신맛집||경기 양평군 옥천면 옥천길98번길 12|경기도 양평군 옥천면 옥천리 607-3|||||||옥천고읍냉면||||
평양면옥||||식신맛집||경기 양주시 장흥면 호국로 515|경기도 양주시 장흥면 교현리 115-9|||||||평양면옥||||
황소집||||식신맛집||경기도 평택시 중앙2로 21|경기도 평택시 평택동 291-6|||||||황소집||||
기성면옥||||식신맛집||경기도 용인시 수지구 심곡로 87|경기도 용인시 수지구 성복동 33-5|||||||기성면옥|수지 제일 아이조움|||
카롱시스터||||식신맛집||경기도 수원시 권선구 세지로42번길 31-2|경기도 수원시 권선구 세류동 1084-5|||||||카롱시스터||||
강천매운탕||||식신맛집||경기도 여주시 강천면 강천리길 85|경기도 여주시 강천면 강천리 601-5|||||||강천매운탕||||
키노야||||식신맛집||경기도 구리시 벌말로147번길 58-4|경기도 구리시 토평동 975-8|||||||키노야||||
스시료코||||식신맛집||경기도 성남시 분당구 수내로 38|경기도 성남시 분당구 수내동 4-2|||||||스시료코||||
진흥관||||식신맛집||경기 양주시 장흥면 호국로 550|경기도 양주시 장흥면 울대리 390-2|||||||진흥관||||
땡집||||식신맛집||경기 평택시 평택1로 38-1|경기도 평택시 비전동 633-7|||||||땡집||||
티하우스에덴||||식신맛집||경기도 이천시 서이천로 449-79|경기도 이천시 마장면 목리 417-4|||||||티하우스에덴||||
더카핑||||식신맛집||경기 용인시 기흥구 원고매로 29|경기도 용인시 기흥구 고매동 420|||||||더카핑||||
경남아구찜||||식신맛집||경기도 고양시 덕양구 일영로 154|경기도 고양시 덕양구 지축동 598|||||||경남아구찜||||
카페/도안||||식신맛집||경기도 수원시 팔달구 효원로307번길 61|경기도 수원시 팔달구 인계동 1118-7|||||||카페 도안||||
은수테이블||||식신맛집||경기 고양시 일산동구 일산로463번길 39|경기도 고양시 일산동구 정발산동 1157-13|||||||은수테이블||||
제이스버거|본점|||식신맛집||경기도 고양시 일산동구 호수로 336|경기도 고양시 일산동구 백석동 1330|||||||제이스버거 본점||||
더식당||||식신맛집||경기도 군포시 산본로323번길 16-29|경기도 군포시 산본동 1136-1|||||||더식당||||
테라로사|서종점|||식신맛집||경기도 양평군 북한강로 992|경기도 양평군 서종면 문호리 623|||||||테라로사 서종점||||
조은도너츠||||식신맛집||경기도 파주시 아동로 172|경기도 파주시 월롱면 영태리 527-3|||||||조은도너츠||||
언덕마루/가평잣두부집||||식신맛집||경기 가평군 상면 수목원로 248|경기도 가평군 상면 행현리 515|||||||언덕마루 가평잣두부집||||
호야덤블링||||식신맛집||경기도 광명시 가림로219번길 4|경기도 광명시 철산동 464-12|||||||호야덤블링||||
붓처스컷|아브뉴프랑판교점|||식신맛집||경기 성남시 분당구 동판교로177번길 25|경기도 성남시 분당구 삼평동 740|||||||붓처스컷 아브뉴프랑판교점||||
초대한정식||||식신맛집||경기도 남양주시 강변북로632번길 6-45|경기도 남양주시 수석동 183|||||||초대한정식|초대|||
최고집손짬뽕||||식신맛집||경기도 성남시 분당구 판교역로10번길 12-9|경기도 성남시 분당구 백현동 580-4|||||||최고집손짬뽕||||
왕십리대로식당||||식신맛집||경기 성남시 분당구 새마을로 41|경기도 성남시 분당구 서현동 196-17|||||||왕십리대로식당||||
아이닝||||식신맛집||경기도 성남시 분당구 정자일로 230|경기도 성남시 분당구 정자동 13-1|||||||아이닝||||
끌레드쉐프||||식신맛집||경기 안양시 동안구 시민대로 180|경기도 안양시 동안구 호계동 1039|||||||끌레드쉐프||||
안집||||식신맛집||경기 성남시 분당구 새마을로51번길 3|경기도 성남시 분당구 서현동 136-12|||||||안집||||
이우철한정식||||식신맛집||경기 의왕시 학현로 170-42|경기도 의왕시 학의동 433|||||||이우철한정식||||
나인블럭|북한강점|||식신맛집||경기 남양주시 조안면 북한강로 914|경기도 남양주시 조안면 삼봉리 200-18|||||||나인블럭 북한강점||||
한채당||||식신맛집||경기 하남시 미사동로 38|경기도 하남시 미사동 297|||||||한채당||||
취홍||||식신맛집||경기도 성남시 분당구 안골로 24|경기도 성남시 분당구 서현동 195-2|||||||취홍||||
남한산성건강한밥상||||식신맛집||경기 광주시 남한산성면 남한산성로 731-23|경기도 광주시 남한산성면 산성리 173|||||||남한산성건강한밥상||||
버터핑거팬케이크|정자동점|||식신맛집||경기도 성남시 분당구 정자일로 239|경기도 성남시 분당구 정자동 9|||||||버터핑거팬케이크 정자동점||||
임진강민물매운탕||||식신맛집||경기 의정부시 시민로416번길 106|경기도 의정부시 용현동 446-5|||||||임진강민물매운탕||||
차이란||||식신맛집||경기도 오산시 동부대로 516|경기도 오산시 원동 184|||||||차이란||||
청목||||식신맛집||경기도 이천시 경충대로 3046|경기도 이천시 사음동 626-1|||||||청목||||
삼다가||||식신맛집||경기 성남시 분당구 대왕판교로 288|경기도 성남시 분당구 궁내동 210-1|||||||삼다가||||
옛골토성|과천점|||식신맛집||경기 과천시 중앙로 381|경기도 과천시 과천동 522-33|||||||옛골토성 과천점||||
여주쌀밥집||||식신맛집|||경기도 여주시 상동 214-1|||||||여주쌀밥집||||
연지||||식신맛집||경기 용인시 수지구 신봉1로 291|경기도 용인시 수지구 신봉동 608-3|||||||연지||||
비루개||||식신맛집||경기 남양주시 별내면 용암비루개길 219-88|경기도 남양주시 별내면 용암리 227|||||||비루개||||
우야우야대패삼겹살||||식신맛집||경기 고양시 일산동구 무궁화로 43-50|경기도 고양시 일산동구 장항동 730|||||||우야우야대패삼겹살||||
호시||||식신맛집||경기 성남시 분당구 분당로53번길 14|경기도 성남시 분당구 서현동 268-4|||||||호시||||
하남돼지집본점||||식신맛집||경기 하남시 대청로137번길 12|경기도 하남시 창우동 100-19|||||||하남돼지집본점||||
김삿갓밥집||||식신맛집||경기 남양주시 경춘로 1158|경기도 남양주시 평내동 360-1|||||||김삿갓밥집||||
은진식당||||식신맛집||경기 파주시 광탄면 기산로 36|경기도 파주시 광탄면 영장리 304-6|||||||은진식당||||
송이향한정식||||식신맛집||경기 의왕시 백운로 413|경기도 의왕시 학의동 630-2|||||||송이향한정식||||
송정갈비||||식신맛집||경기 용인시 수지구 신봉1로330번길 10|경기도 용인시 수지구 신봉동 580-1|||||||송정갈비||||
털보네바베큐|미사동본점|||식신맛집||경기 하남시 미사동로 49|경기도 하남시 미사동 309|||||||털보네바베큐 미사동본점||||
달구벌뭉티기||||식신맛집||경기 성남시 분당구 황새울로319번길 6|경기도 성남시 분당구 서현동 272-3|||||||달구벌뭉티기||||
다연밥상||||식신맛집||경기도 안양시 동안구 흥안대로 376-3|경기도 안양시 동안구 평촌동 138-4|||||||다연밥상||||
카페랄로판교점||||식신맛집||경기 성남시 분당구 하오개로 246|경기도 성남시 분당구 운중동 552|||||||카페랄로판교점||||
평양초계탕막국수||||식신맛집||경기 의정부시 둔야로33번길 34|경기도 의정부시 의정부동 481-11|||||||평양초계탕막국수||||
손가주방||||식신맛집||경기도 파주시 가시내길 126-13|경기도 파주시 탄현면 법흥리 103-2|||||||손가주방||||
고가||||식신맛집||경기도 성남시 분당구 새마을로51번길 5-1|경기도 성남시 분당구 서현동 136-11|||||||고가||||
남해소반||||식신맛집||경기 성남시 분당구 내정로165번길 38|경기도 성남시 분당구 수내동 32|||||||남해소반||||
에버그린||||식신맛집||경기도 안양시 동안구 인덕원로 29-16|경기도 안양시 동안구 관양동 1487-28|||||||에버그린||||
깡통돌곱창||||식신맛집|||경기도 의정부시 의정부동 442-8|||||||깡통돌곱창||||
가마솥이천쌀밥||||식신맛집||경기 이천시 경충대로 2900|경기도 이천시 사음동 162-5|||||||가마솥이천쌀밥||||
미가훠궈양고기||||식신맛집||경기 용인시 수지구 풍덕천로148번길 22|경기도 용인시 수지구 풍덕천동 724-3|||||||미가훠궈양고기||||
조순금닭도리탕||||식신맛집|||경기도 안산시 상록구 본오동 873-11|||||||조순금닭도리탕||||
생포탄||||식신맛집||경기도 성남시 분당구 미금일로74번길 13-1|경기도 성남시 분당구 구미동 56-3|||||||생포탄||||
흑산도홍어||||식신맛집||경기 안양시 만안구 장내로 104|경기도 안양시 만안구 안양동 707-323|||||||흑산도홍어||||
삼도갈비||||식신맛집||경기 부천시 상이로85번길 32|경기도 부천시 상동 573-1|||||||삼도갈비||||
사각하늘||||식신맛집||경기도 양평군 서종면 길곡2길 53|경기도 양평군 서종면 문호리 512-3|||||||사각하늘||||
동기간||||식신맛집||경기도 가평군 보납로 459-158|경기도 가평군 가평읍 개곡리 487|||||||동기간|동기간|||
초가사랑||||식신맛집||경기 양평군 강하면 강남로 426|경기도 양평군 강하면 전수리 478-2|||||||초가사랑||||
백제장||||식신맛집||경기 광주시 남한산성면 남한산성로780번길 3|경기도 광주시 남한산성면 산성리 589|||||||백제장||||
엑성프로방스||||식신맛집||경기 성남시 분당구 정자일로 197|경기도 성남시 분당구 정자동 16-2|||||||엑성프로방스||||
민수라||||식신맛집||경기 성남시 분당구 새마을로7번길 5|경기도 성남시 분당구 서현동 77-5|||||||민수라||||
권선생||||식신맛집||경기 안양시 동안구 평촌대로 126|경기도 안양시 동안구 평촌동 922|||||||권선생||||
청담추어정||||식신맛집||경기 성남시 수정구 여수대로56번길 3|경기도 성남시 수정구 시흥동 37|||||||청담추어정||||
가월리순두부||||식신맛집||경기 파주시 적성면 감악산로 1473|경기도 파주시 적성면 가월리 154-2|||||||가월리순두부||||
참좋은생각||||식신맛집||경기도 양평군 강하면 수대골길 45|경기도 양평군 강하면 전수리 1073-4|||||||참좋은생각||||
별난버섯집||||식신맛집||경기 하남시 초광로 74|경기도 하남시 광암동 94-1|||||||별난버섯집||||
알렉스더커피|용인점|||식신맛집||경기 용인시 처인구 백암면 삼백로835번길 12|경기도 용인시 처인구 백암면 근삼리 282-1|||||||알렉스더커피 용인점||||
함흥곰보냉면||||식신맛집||경기 안양시 동안구 귀인로190번길 23|경기도 안양시 동안구 평촌동 903-3|||||||함흥곰보냉면||||
페삭||||식신맛집||경기도 성남시 분당구 황새울로214번길 8|경기도 성남시 분당구 수내동 21-1|||||||페삭||||
대동관||||식신맛집||경기도 고양시 일산동구 중앙로 1199|경기도 고양시 일산동구 장항동 890-1|||||||대동관||||
두향||||식신맛집||경기 성남시 분당구 불곡남로 5|경기도 성남시 분당구 정자동 225|||||||두향||||
청계산장||||식신맛집||경기도 성남시 수정구 청계산로 442|경기도 성남시 수정구 상적동 212-5|||||||청계산장||||
드/까르멜릿||||식신맛집||경기 하남시 동남로524번길 24|경기도 하남시 감북동 456-2|||||||드 까르멜릿||||
정든닭발|안산본점|||식신맛집||경기도 안산시 단원구 고잔1길 57|경기도 안산시 단원구 고잔동 539-15|||||||정든닭발 안산본점||||
알레그리아/판교/플래그십스토어||||식신맛집||경기도 성남시 분당구 판교역로 230|경기도 성남시 분당구 삼평동 679|||||||알레그리아 판교 플래그십스토어||||
안성마춤한우촌||||식신맛집||경기도 안성시 삼죽면 신미1길 126|경기도 안성시 삼죽면 미장리 82|||||||안성마춤한우촌||||
요새||||식신맛집||경기 남양주시 와부읍 경강로926번길 38|경기도 남양주시 와부읍 팔당리 785-2|||||||요새||||
마실밥상|안성점|||식신맛집||경기 안성시 원곡면 만세로 1210|경기도 안성시 원곡면 칠곡리 542-2|||||||마실밥상 안성점||||
지동관||||식신맛집||경기 의정부시 호국로1298번길 78|경기도 의정부시 의정부동 196-14|||||||지동관||||
어구미|본점|||식신맛집||경기 수원시 팔달구 권광로134번길 35|경기도 수원시 팔달구 인계동 1130-8|||||||어구미 본점||||
시골맛집||||식신맛집||경기도 여주시 장여로 1662|경기도 여주시 삼교동 459-46|||||||시골맛집||||
최고집칼국수의정부본점||||식신맛집||경기 의정부시 평화로 303|경기도 의정부시 호원동 440|||||||최고집칼국수의정부본점||||
개군할머니토종순대국||||식신맛집||경기 양평군 개군면 하자포길 31|경기도 양평군 개군면 하자포리 220-9|||||||개군할머니토종순대국||||
두지리함박골매운탕||||식신맛집||경기도 파주시 적성면 솥뒤로 263-31|경기도 파주시 적성면 두지리 113|||||||두지리함박골매운탕||||
소나무골||||식신맛집||경기도 용인시 처인구 유림로256번길 71|경기도 용인시 처인구 유방동 954|||||||소나무골||||
세렌||||식신맛집||경기 성남시 분당구 운중로188번길 11|경기도 성남시 분당구 운중동 1031-4|||||||세렌||||
산촌||||식신맛집||경기도 의왕시 백운로 140-10|경기도 의왕시 오전동 652|||||||산촌||||
원조광명할머니빈대떡||||식신맛집||경기 광명시 광이로13번길 21-5|경기도 광명시 광명동 158-55|||||||원조광명할머니빈대떡||||
광릉한옥집||||식신맛집||경기 남양주시 진접읍 광릉내로 36|경기도 남양주시 진접읍 부평리 602-1|||||||광릉한옥집||||
라리아레스토랑||||식신맛집||경기도 양평군 강남로 323|경기도 양평군 강하면 전수리 563-8|||||||라리아레스토랑||||
도스마스||||식신맛집||경기 안산시 상록구 학사2길 3-1|경기도 안산시 상록구 사동 1149-22|||||||도스마스||||
유명산가마솥할머니해장국||||식신맛집||경기 가평군 설악면 유명로 883|경기도 가평군 설악면 방일리 254|||||||유명산가마솥할머니해장국||||
풍덕천양곱창구이||||식신맛집||경기 용인시 수지구 포은대로 441|경기도 용인시 수지구 풍덕천동 724-2|||||||풍덕천양곱창구이||||
그집해장국||||식신맛집||경기도 수원시 장안구 송정로 142|경기도 수원시 장안구 조원동 778-8|||||||그집해장국|고집해장국|||
고등반점||||식신맛집||경기도 수원시 팔달구 팔달로52번길 43|경기도 수원시 팔달구 고등동 139-27|||||||고등반점||||
안채가든||||식신맛집||경기도 용인시 처인구 백암면 청계로 127|경기도 용인시 처인구 백암면 박곡리 283-2|||||||안채가든||||
신승반점|현대백화점판교점|||식신맛집||경기 성남시 분당구 판교역로146번길 20|경기도 성남시 분당구 백현동 541|||||||신승반점 현대백화점판교점||||
수원만두||||식신맛집||경기 수원시 팔달구 창룡대로8번길 6|경기도 수원시 팔달구 팔달로1가 5-2|||||||수원만두||||
단지촌||||식신맛집||경기도 시흥시 옥구천서로 333|경기도 시흥시 정왕동 1860-2|||||||단지촌||||
군포해물탕||||식신맛집||경기 화성시 동탄반송3길 40-11|경기도 화성시 반송동 16-10|||||||군포해물탕||||
오복손두부||||식신맛집||경기 광주시 남한산성면 남한산성로 745-10|경기도 광주시 남한산성면 산성리 413|||||||오복손두부||||
서종가든||||식신맛집||경기 양평군 서종면 무내미길 68|경기도 양평군 서종면 문호리 773-3|||||||서종가든||||
신포리쭈꾸미볶음||||식신맛집||경기 용인시 기흥구 이현로29번길 54-20|경기도 용인시 기흥구 보정동 906-6|||||||신포리쭈꾸미볶음||||
바위소리||||식신맛집||경기도 의정부시 송산로915번길 123|경기도 의정부시 산곡동 552-2|||||||바위소리||||
보배집||||식신맛집||경기도 파주시 시청로 13|경기도 파주시 금촌동 947-30|||||||보배집||||
윤밀원||||식신맛집||경기 성남시 분당구 불곡남로13번길 3|경기도 성남시 분당구 정자동 223-9|||||||윤밀원||||
마이알레||||식신맛집||경기 과천시 삼부골3로 17|경기도 과천시 주암동 434-6|||||||마이알레||||
국물없는/우동||||식신맛집||경기 파주시 탄현면 새오리로 88|경기도 파주시 탄현면 성동리 93-2|||||||국물없는 우동||||
행하령수제비||||식신맛집||경기 성남시 분당구 성남대로144번길 14|경기도 성남시 분당구 구미동 35-9|||||||행하령수제비||||
장수촌||||식신맛집||경기도 의왕시 청계로 183-1|경기도 의왕시 청계동 452|||||||장수촌||||
흘수선||||식신맛집||경기도 안양시 동안구 부림로 121|경기도 안양시 동안구 관양동 1608-4|||||||흘수선|동아프라자아케이드|||
앗싸곱창||||식신맛집||경기 의정부시 가능로 128|경기도 의정부시 의정부동 237-2|||||||앗싸곱창||||
화정가든||||식신맛집||경기도 고양시 덕양구 행주로17번길 5-32|경기도 고양시 덕양구 행주내동 141-2|||||||화정가든||||
밀밭식당||||식신맛집||경기도 파주시 문산읍 문향로 84|경기도 파주시 문산읍 문산리 17-46|||||||밀밭식당||||
하우스베이커리||||식신맛집|||경기도 양평군 서종면 문호리 338-1|||||||하우스베이커리||||
우리네코다리||||식신맛집||경기도 성남시 분당구 내정로165번길 38|경기도 성남시 분당구 수내동 32|||||||우리네코다리|양지마을|||
어울더울|청계산점|||식신맛집||경기 성남시 수정구 청계산로 462|경기도 성남시 수정구 상적동 169|||||||어울더울 청계산점||||
강릉동치미막국수과천점||||식신맛집||경기 과천시 구리안로 83|경기도 과천시 문원동 488-4|||||||강릉동치미막국수과천점||||
