경기도 용인시기흥구 구갈로72번길 31, 강릉짬뽕순두부 용인점
경기도 용인시기흥구 용구대로 1998, 강릉짬뽕순두부 용인점
강원도 강릉시 금성로12번길 8, 강릉커피콩빵 중앙시장점
강원도 강릉시 금성로13번길 19, 강릉커피콩빵 중앙시장점
경기도 시흥시 동서로 706-50, 강릉해변메밀막국수 시흥점
경기도 시흥시 동서로 679, 강릉해변메밀막국수 시흥점
경기도 안성시 도라지길 25, 강릉해변메밀막국수 안성점
경기도 안성시 서동대로 5878, 강릉해변메밀막국수 안성점
경기도 용인시기흥구 용구대로 2457, 강성은명과 본점
서울특별시 서초구 신반포로 176, 강성은명과 본점
서울특별시 중구 남대문로 81, 강성은명과 본점
대구광역시 북구 태평로 161, 강성은명과 본점
대구광역시 동구 동부로 149, 강성은명과 본점
경기도 고양시일산서구 호수로 817, 강성은명과 본점
서울특별시 영등포구 영중로 9, 강성은명과 본점
서울특별시 중구 소공로 63, 강성은명과 본점
서울특별시 서대문구 신촌로 83, 강성은명과 본점
경기도 의정부시 평화로 525, 강성은명과 본점
경상북도 포항시북구 삼흥로18번길 3, 강우동 장성점
경상북도 포항시북구 법원로8번길 5, 강우동 장성점
강원도 양구군 금송로 13, 강원도민일보 양구지사
강원도 양구군 양록길 28, 강원도민일보 양구지사
충청북도 청주시청원구 사뜸로61번길 7, 강유진화닭 본점
충청북도 청주시청원구 사뜸로 99, 강유진화닭 본점
경기도 군포시 번영로 492, 강정구의피자생각 군포산본점
경기도 군포시 산본로 339, 강정구의피자생각 군포산본점
경기도 부천시 신흥로67번길 43, 강정구의피자생각 부천대점
경기도 부천시 부일로308번길 22, 강정구의피자생각 부천대점
인천광역시 남동구 논현로46번길 14, 강정구의피자생각 인천논현점
인천광역시 남동구 논현남로 3, 강정구의피자생각 인천논현점
대구광역시 달서구 감삼남4길 53, 강정이기가막혀 장기감삼점
대구광역시 달서구 당산로21길 19-1, 강정이기가막혀 장기감삼점
전라북도 전주시덕진구 오공로 43-28, 강촌식당 전주혁신점
전라북도 완주군 기지로 50, 강촌식당 전주혁신점
경기도 성남시분당구 분당로 55, 개똥이네 분당점
경기도 성남시분당구 야탑로 241, 개똥이네 분당점
세종특별자치시  봉안길 61, 개똥이네 세종점
세종특별자치시  갈매로 351, 개똥이네 세종점
부산광역시 기장군 기장대로 515, 개미인력 기장점
부산광역시 해운대구 송정1로 20, 개미인력 기장점
부산광역시 동래구 동래로57번길 36, 개미인력 동래점
부산광역시 동래구 온천장로 14, 개미인력 동래점
부산광역시 중구 중구로30번길 22, 개미집 본점
부산광역시 중구 중구로30번길 20-2, 개미집 본점
전라북도 전주시덕진구 중상보로 48, 개성족발보쌈 아중점
전라북도 전주시덕진구 무삼지4길 28, 개성족발보쌈 아중점
강원도 강릉시 지변길24번길 1, 갤러리PC방 강릉원주대점
강원도 강릉시 죽헌길 7, 갤러리PC방 강릉원주대점
서울특별시 강동구 천중로16길 44, 거기시켜덮밥간식 강동점
서울특별시 강동구 구천면로 384, 거기시켜덮밥간식 강동점
충청남도 천안시서북구 성환중앙로 83, 거꾸로가는시간 천안점
충청남도 천안시서북구 백석공단1로 10, 거꾸로가는시간 천안점
강원도 춘천시 남춘로36번길 50-9, 거꾸로가는시간 퇴계점
강원도 춘천시 퇴계로 140, 거꾸로가는시간 퇴계점
전라북도 전주시덕진구 동부대로 715, 건국우유 덕진대리점
전라북도 전주시덕진구 명주6길 19-16, 건국우유 덕진대리점
경기도 수원시팔달구 동말로67번길 27, 건쓰 화서점
경기도 수원시팔달구 동말로 12, 건쓰 화서점
경상북도 경주시 용강상리길 8, 건영정기화물 경주영업소
경상북도 경주시 강변로 158-4, 건영정기화물 경주영업소
경기도 안산시단원구 다문화1길 73, 건일인력개발 수원지점
경기도 수원시팔달구 고화로 41, 건일인력개발 수원지점
대구광역시 중구 동성로3길 32-20, 걸리버막창 동성로점
대구광역시 중구 동성로4길 34, 걸리버막창 동성로점
경기도 파주시 회동길 390, 게스키즈 롯데프리미엄아울렛파주점
경기도 파주시 문발로 302, 게스키즈 롯데프리미엄아울렛파주점
부산광역시 사상구 가야대로277번길 29, 게이트맨 사상점
부산광역시 사상구 백양대로342번길 22, 게이트맨 사상점
대전광역시 서구 문정로 108, 게이트맨 서구대리점
대전광역시 서구 갈마중로 48-1, 게이트맨 서구대리점
충청북도 청주시상당구 쇠내로145번길 3, 게이트맨 청주대리점
충청북도 청주시상당구 사북로 122, 게이트맨 청주대리점
경기도 수원시팔달구 향교로 1-1, 결이고은에스테틱 수원점
경기도 수원시팔달구 권광로 181, 결이고은에스테틱 수원점
서울특별시 마포구 마포대로 127, 경남일보 서울지사
서울특별시 서초구 강남대로97길 27, 경남일보 서울지사
경기도 광주시 양벌로 195-8, 경덕재주간보호센터 오포점
경상북도 칠곡군 천평2길 58, 경명새마을금고 가산지점
부산광역시 동래구 명륜로187번길 51, 경보관 동래점
부산광역시 동래구 사직로 64, 경보관 동래점
경상북도 포항시남구 세계길 27, 경북오천신협 본점
경상북도 포항시남구 정몽주로669번길 2, 경북오천신협 본점
경상북도 포항시남구 해동로84번길 17, 경북항운노동조합 구내연락소
경상북도 포항시북구 문화로 13, 경북항운노동조합 구내연락소
경상북도 포항시북구 중흥로226번길 7, 경북항운노동조합 종철연락소
경상북도 포항시남구 중앙로121번길 20-1, 경북항운노동조합 종철연락소
경상북도 포항시남구 중앙로 145, 경북항운노동조합 종철연락소
경상북도 포항시북구 동빈로 51, 경북항운노동조합 종철연락소
경상북도 포항시남구 대해로90번길 37-2, 경북항운노동조합 종철연락소
경상북도 포항시남구 상공로221번길 28, 경북항운노동조합 종철연락소
경상북도 포항시남구 양학천로88번길 16, 경북항운노동조합 종철연락소
강원도 원주시 천사로 66, 경성꽈배기 원주점
강원도 원주시 봉화로 52, 경성꽈배기 원주점
울산광역시 중구 강북로 123, 경성팥집옥루몽 울산성남점
울산광역시 중구 성안로 182, 경성팥집옥루몽 울산성남점
서울특별시 중구 명동길 14, 경성함바그버거스캔들 명동점
서울특별시 중구 명동9길 31, 경성함바그버거스캔들 명동점
전라남도 광양시 행정1길 36, 경식이네알쌈쭈꾸미 중동점
전라남도 광양시 불로로 70, 경식이네알쌈쭈꾸미 중동점
대구광역시 달서구 달구벌대로 1680, 경신회계법인 분실
대구광역시 서구 통학로 53, 경신회계법인 분실
인천광역시 계양구 계산로 112, 경아두마리치킨 계산점
인천광역시 계양구 주부토로 478-2, 경아두마리치킨 계산점
대전광역시 대덕구 한남로12번길 33, 경아정다함돈가스 한남대점
대전광역시 대덕구 한남로 30, 경아정다함돈가스 한남대점
경상북도 경주시 경감로 142-7, 경주특산명과의집 본점
경상북도 경주시 북군길 15, 경주특산명과의집 본점
서울특별시 중구 정동길 3, 경향신문 서울지사
서울특별시 종로구 통일로 162, 경향신문 서울지사
광주광역시 서구 월드컵4강로 180, 경향신문 호남광주지사
광주광역시 서구 월드컵4강로182번길 18-1, 경향신문 호남광주지사
인천광역시 남동구 용천로 87, 계경순대국 구월점
인천광역시 남동구 호구포로765번길 18, 계경순대국 구월점
서울특별시 성북구 보국문로 55, 계경순대국 정릉점
서울특별시 성북구 보국문로20길 22, 계경순대국 정릉점
서울특별시 종로구 수표로 107, 계경순대국 종로3가점
서울특별시 종로구 수표로 107-1, 계경순대국 종로3가점
경기도 고양시일산동구 호수로 358-39, 계동치킨 백석점
경기도 고양시일산동구 강송로87번길 53-11, 계동치킨 백석점
경상북도 김천시 국사길 136, 계동치킨 아포점
경상북도 김천시 한지2길 38-26, 계동치킨 아포점
경기도 부천시 안곡로 61-1, 계동치킨 역곡점
경기도 부천시 삼작로423번길 13, 계동치킨 역곡점
경기도 부천시 지봉로 153, 계동치킨 역곡점
경기도 여주시 현암3길 19, 계동치킨 오학점
경기도 여주시 여양로 339, 계동치킨 오학점
경상남도 거제시 성산로 14, 계동치킨 옥포점
경상남도 거제시 옥포중앙로 81-1, 계동치킨 옥포점
경기도 안산시단원구 원본로3길 9-1, 계동치킨 원곡점
경기도 안산시단원구 신길로1길 46, 계동치킨 원곡점
대전광역시 서구 남선로9번길 35-5, 계동치킨 탄방점
대전광역시 서구 탄방로7번길 51, 계동치킨 탄방점
광주광역시 광산구 용아로379번길 64, 계동치킨 하남점
광주광역시 광산구 사암로215번길 31, 계동치킨 하남점
전라남도 목포시 장미로 74, 계동치킨 하당점
전라남도 목포시 통일대로75번길 10, 계동치킨 하당점
경상남도 거제시 장승포로 7, 계룡산숯불갈비 장승포점
경상남도 거제시 장승로 146-19, 계룡산숯불갈비 장승포점
경기도 시흥시 서울대학로278번길 19-14, 계림원 시흥배곧점
경기도 시흥시 서울대학로278번길 19-8, 계림원 시흥배곧점
인천광역시 서구 청라루비로42번길 6-17, 고구려짬뽕10101 청라루비로점
인천광역시 서구 보석로18번안길 14, 고구려짬뽕10101 청라루비로점
인천광역시 미추홀구 미추홀대로669번길 6, 고기극찬 미추홀점
인천광역시 미추홀구 인주대로174번길 27, 고기극찬 미추홀점
경기도 부천시 원미로 71, 고기극찬 부천점
경기도 부천시 부흥로187번길 21, 고기극찬 부천점
경상남도 창원시성산구 용지로121번길 25, 고기극찬 성산점
경상남도 창원시성산구 원이대로 663, 고기극찬 성산점
대구광역시 동구 화랑로75길 66, 고기듬뿍대왕비빔밥 방촌이시아점
대구광역시 동구 화랑로75길 72-1, 고기듬뿍대왕비빔밥 방촌이시아점
인천광역시 연수구 샘말로 106-10, 고기듬뿍대왕비빔밥 연수점
인천광역시 연수구 청능대로137번길 13, 고기듬뿍대왕비빔밥 연수점
경기도 시흥시 은계번영길 21, 고기원칙 시흥은계점
경기도 시흥시 은행로 178, 고기원칙 시흥은계점
경기도 평택시 송담1로 65, 고기쟁이정육점 안중점
