##번호|개방서비스명|개방서비스ID|개방자치단체코드|관리번호|SINCE|인허가취소일자|영업상태구분코드|영업상태명|상세영업상태코드|상세영업상태명|폐업일자|휴업시작일자|휴업종료일자|재개업일자|TELNUM|AREA|소재지우편번호|ADDR|NEWADDR|도로명우편번호|NAME|최종수정시점|데이터갱신구분|데이터갱신일자|업태구분명|X|Y|위생업태명|건물지상층수|건물지하층수|사용시작지상층|사용끝지상층|사용시작지하층|사용끝지하층|한실수|양실수|욕실수|발한실여부|의자수|조건부허가신고사유|조건부허가시작일자|조건부허가종료일자|건물소유구분명|세탁기수|여성종사자수|남성종사자수|회수건조수|침대수|다중이용업소여부|MTYPE@@TAXBATH
97|목욕장업|11_44_01_P|3000000|3000000-202-1963-00410|19630613||01|영업/정상|01|영업|||||02 7634343|249.10|110855|서울특별시 종로구 창신동 578-1번지 |서울특별시 종로구 창신길 22 (창신동)|03106|현대옥사우나|20171030151739|I|2018-08-31 23:59:59.0|공동탕업|200904.097306757    |452258.945717944    |공동탕업||||1||||||N|||||||||||N|찜질방
98|목욕장업|11_44_01_P|3000000|3000000-202-1970-00392|19701007||01|영업/정상|01|영업|||||0207335527|262.26|110043|서울특별시 종로구 통인동 147-4번지 |서울특별시 종로구 자하문로 35-6 (통인동)|03040|인왕탕|20110613103304|I|2018-08-31 23:59:59.0|공동탕업|197361.848625828    |452983.593503638    |공동탕업||||1||||||N|||||||||||N|찜질방
99|목욕장업|11_44_01_P|3000000|3000000-202-1987-00450|19871231||01|영업/정상|01|영업|||||02 7651341|281.11|110320|서울특별시 종로구 낙원동 190번지 |서울특별시 종로구 돈화문로5길 28-5 (낙원동)|03139|문화탕|20110328164025|I|2018-08-31 23:59:59.0|공동탕업|199080.68323112     |452074.808316084    |공동탕업|||1|1||2||||N|||||||||||N|찜질방
100|목욕장업|11_44_01_P|3000000|3000000-202-1972-00383|19720115||01|영업/정상|01|영업|||||0222652127|129.45|110123|서울특별시 종로구 종로3가 166-2번지 |서울특별시 종로구 돈화문로4길 37 (종로3가)|03193|세원탕|20171030151958|I|2018-08-31 23:59:59.0|공동탕업|199432.911450298    |451985.975945675    |공동탕업||||1||||||N|||||||||||N|찜질방
101|목욕장업|11_44_01_P|3000000|3000000-202-1988-00400|19881019||01|영업/정상|01|영업|||||0222722500|257.56|110836|서울특별시 종로구 종로5가 265-12번지 |서울특별시 종로구 종로 252-6 (종로5가)|03197|용림탕|20171030152247|I|2018-08-31 23:59:59.0|공동탕업|200434.09506233     |452049.068622985    |공동탕업||||||2||||N|||||||||||N|찜질방
102|목욕장업|11_44_01_P|3000000|3000000-202-1989-00454|19890615||01|영업/정상|01|영업|||||02 7635295|367.69|110540|서울특별시 종로구 창신동 582-21번지 |서울특별시 종로구 종로51길 31 (창신동)|03106|창신대중사우나|20171019161117|I|2018-08-31 23:59:59.0|공동탕업|200919.30031859     |452335.288046384    |공동탕업|4|||||2||||N|||||||||||N|찜질방
103|목욕장업|11_44_01_P|3000000|3000000-202-1972-00386|19720201||01|영업/정상|01|영업|||||0207251215|139.17|110210|서울특별시 종로구 화동 35번지 |서울특별시 종로구 삼청로4길 12-1 (화동)|03053|코리아탕|20030408000000|I|2018-08-31 23:59:59.0|공동탕업|198343.177621959    |453313.503942234    |공동탕업||||1||||||N|||||||||||N|찜질방
104|목욕장업|11_44_01_P|3000000|3000000-202-1998-00479|19980401||01|영업/정상|01|영업|||||02  765 8025|625.94|110350|서울특별시 종로구 운니동 65-1번지 |서울특별시 종로구 율곡로6길 36 (운니동)|03131|인사동 한증막|20171019160834|I|2018-08-31 23:59:59.0|공동탕업|198966.466796388    |452608.062544497    |공동탕업||||||2||||N|||||||||||N|찜질방
105|목욕장업|11_44_01_P|3000000|3000000-202-2001-00001|20011120||01|영업/정상|01|영업|||||02 7410906|1,243.48|110780|서울특별시 종로구 인의동 28-9번지 인의빌딩 지하1층 |서울특별시 종로구 창경궁로 112-7 (인의동,인의빌딩 지하1층)|03130|종로대중사우나|20171030153138|I|2018-08-31 23:59:59.0|공동탕업|199761.062396833    |452253.74185427     |공동탕업||||||||||N|||||||||||N|찜질방
106|목욕장업|11_44_01_P|3000000|3000000-202-1989-00457|19891228||01|영업/정상|01|영업|||||02 3794559|912.97|110803|서울특별시 종로구 구기동 110-1번지 |서울특별시 종로구 진흥로 432 (구기동)|03012|쉐레이 암반수사우나|20171019161019|I|2018-08-31 23:59:59.0|공동탕업|196092.743907822    |456198.595931715    |공동탕업||||||2||||N|||||||||||N|찜질방
107|목욕장업|11_44_01_P|3000000|3000000-202-2003-00004|20030630||01|영업/정상|01|영업|||||02 7389434|432.00|110070|서울특별시 종로구 내수동 167번지 |서울특별시 종로구 새문안로3길 30 (내수동)|03173|대호대중사우나|20171030151458|I|2018-08-31 23:59:59.0|공동탕업|197567.93800572     |452276.454633376    |공동탕업|||||1|1||||N|||||||||||N|찜질방
108|목욕장업|11_44_01_P|3000000|3000000-202-2010-00001|20100908||01|영업/정상|01|영업|||||02  720 2525|167.00|110759|서울특별시 종로구 당주동 128-27번지 동원빌딩 지하1층 |서울특별시 종로구 새문안로3길 15 (당주동,동원빌딩 지하1층)|03175|(주)광화문투엑스휘트니스|20180115120448|I|2018-08-31 23:59:59.0|공동탕업|197484.983910622    |452162.304535024    |공동탕업|10|3|||1|1|0|0|2|Y|0||||임대|0|||0|0|N|찜질방
109|목욕장업|11_44_01_P|3000000|3000000-202-2017-00001|20171227||01|영업/정상|01|영업|||||02  742 9500|219.86|110500|서울특별시 종로구 이화동 25-1번지 종로노인종합복지관 1층 |서울특별시 종로구 율곡로19길 17-8, 종로노인종합복지관 1층 (이화동)|03100|종로노인종합복지관|20171227141211|I|2018-08-31 23:59:59.0|목욕장업 기타|200462.615226273    |452715.017605206    |목욕장업 기타|0|0|1|1|||0|0|2|Y|0||||임대|0|0|0|0|0|N|찜질방
110|목욕장업|11_44_01_P|3000000|3000000-202-2018-00001|20180531||01|영업/정상|01|영업|||||02  738 6100|105.52|110290|서울특별시 종로구 인사동 34-2번지 지하2층 |서울특별시 종로구 인사동길 20-9, 지하2층 (인사동)|03163|마루|20180531140442|I|2018-08-31 23:59:59.0|공동탕업|198797.815432789    |452231.193562946    |공동탕업|0|0|||2|2|0|0|2|N|0|||||0|0|0|0|0|N|찜질방
111|목욕장업|11_44_01_P|3000000|3000000-202-2002-00001|20020311||01|영업/정상|01|영업|||||02 7417811|317.11|110842|서울특별시 종로구 창신동 444-14번지 |서울특별시 종로구 종로 286 (창신동)|03119|이스턴사우나|20180403155418|I|2018-08-31 23:59:59.0|한증막업|200846.171043058    |452069.005122414    |한증막업|||2|2||||||N|||||||||||N|찜질방
112|목욕장업|11_44_01_P|3000000|3000000-202-2011-00001|20110131||01|영업/정상|01|영업|||||02733 1776|1,708.59|110054|서울특별시 종로구 사직동 9번지 풍림스페이스본 301동 B205, 206, 207, 209호 |서울특별시 종로구 사직로8길 4, 301동 B205, 206, 207, 209호 (사직동, 풍림스페이스본)|03168|스페이스본사우나|20180319145024|I|2018-08-31 23:59:59.0|공동탕업+찜질시설서비스영업|197181.393301659    |452458.826651573    |공동탕업+찜질시설서비스영업|0|4|0|0|2|2|0|0|2|Y|0||||임대|0|||0|0|N|찜질방
113|목욕장업|11_44_01_P|3000000|3000000-202-1994-00468|19940418||01|영업/정상|01|영업|||||02 7662572|949.46|110320|서울특별시 종로구 낙원동 58-1번지 |서울특별시 종로구 삼일대로30길 21 (낙원동)|03132|종로대중|20171030152414|I|2018-08-31 23:59:59.0|공동탕업|198913.496136105    |452416.170780139    |공동탕업||||||2||||N|||||||||||N|찜질방
114|목욕장업|11_44_01_P|3000000|3000000-202-1970-00412|19701105||01|영업/정상|01|영업|||||02 9280832|173.46|110827|서울특별시 종로구 숭인동 1086번지 |서울특별시 종로구 숭인동길 46 (숭인동)|03111|은진탕|20171030151833|I|2018-08-31 23:59:59.0|공동탕업|201890.636280279    |452750.27617696     |공동탕업|5|||1|||||6|Y|||||||||||N|찜질방
115|목욕장업|11_44_01_P|3000000|3000000-202-2001-00002|20010901||01|영업/정상|01|영업|||||02 7348660|598.44|110052|서울특별시 종로구 적선동 122-1번지 생산성빌딩 지하2층 |서울특별시 종로구 새문안로5가길 32 (적선동,생산성빌딩 지하2층)|03170|현대목욕탕|20140912104735|I|2018-08-31 23:59:59.0|공동탕업|197583.394691008    |452513.612017871    |공동탕업|||||2|2||||N|||||||||||N|찜질방
116|목욕장업|11_44_01_P|3000000|3000000-202-2007-00001|20070130||01|영업/정상|01|영업|||||02764 8811|468.27|110521|서울특별시 종로구 명륜1가 10-16번지 지상2,4층 |서울특별시 종로구 명륜길 8 (명륜1가,지상2,4층)|03070|명성사우나|20171025114829|I|2018-08-31 23:59:59.0|공동탕업|199609.522606301    |453980.161955623    |공동탕업||||||||||N|||||||||||N|찜질방
117|목욕장업|11_44_01_P|3000000|3000000-202-2006-00001|20060703||01|영업/정상|01|영업|||||02  395 2941|356.00|110816|서울특별시 종로구 부암동 175-1번지 |서울특별시 종로구 자하문로 276, 지하1층 (부암동)|03017|퀸스파|20170811143138|I|2018-08-31 23:59:59.0|공동탕업|196629.359036534    |455080.991010485    |공동탕업|3|1|||1|1||||N|||||임대||||||N|찜질방
118|목욕장업|11_44_01_P|3000000|3000000-202-2014-00001|20140331||01|영업/정상|01|영업|||||02  67301133|193.31|||서울특별시 종로구 삼일대로30길 31 (익선동, 이비스 앰배서더 인사동 호텔)|03132|호텔 이비스앰배서더 인사동|20171101144332|I|2018-08-31 23:59:59.0|공동탕업|198999.525786224    |452484.270873427    |공동탕업|0|0|||1|1|0|0|2|N|0||||자가|0|||0|0|N|찜질방
119|목욕장업|11_44_01_P|3000000|3000000-202-1996-00476|19961101||01|영업/정상|01|영업|||||02 7432005|298.67|110320|서울특별시 종로구 낙원동 75번지 |서울특별시 종로구 삼일대로26길 7 (낙원동)|03133|송해|20161004140603|I|2018-08-31 23:59:59.0|공동탕업|198920.853316964    |452332.712151374    |공동탕업||||||2||||N|||||||||||N|찜질방
120|목욕장업|11_44_01_P|3000000|3000000-202-1997-00478|19970724||01|영업/정상|01|영업|||||02 7450014|951.56|110522|서울특별시 종로구 명륜2가 22-2번지 |서울특별시 종로구 창경궁로34길 18-5 (명륜2가)|03077|대학로불가마|20171211140927|I|2018-08-31 23:59:59.0|공동탕업+찜질시설서비스영업|200015.817024551    |453537.90354109     |공동탕업+찜질시설서비스영업||||||2||||N|||||||||||N|찜질방
121|목욕장업|11_44_01_P|3000000|3000000-202-2015-00002|20151215||01|영업/정상|01|영업|||||02  22720822|193.04|110430|서울특별시 종로구 장사동 227-1번지 지하1층 |서울특별시 종로구 청계천로 137, 지하1층 (장사동)|03193|센츄럴관광호텔 사우나|20171101144715|I|2018-08-31 23:59:59.0|공동탕업|199302.818541341    |451834.817165156    |공동탕업|0|0|||1|1|0|0|0|N|0||||임대|0|0|0|0|0|N|찜질방
122|목욕장업|11_44_01_P|3000000|3000000-202-2003-00001|20030123||01|영업/정상|01|영업|||||0222385515|1,750.00|110828|서울특별시 종로구 숭인동 1385번지 대경빌딩 |서울특별시 종로구 난계로 255, 지하1,2층 (숭인동, 대경빌딩)|03116|대경아쿠아월드|20180123174255|I|2018-08-31 23:59:59.0|공동탕업|201948.560407436    |452449.497992591    |공동탕업||||||2||||N|||||||||||N|찜질방
123|목욕장업|11_44_01_P|3000000|3000000-202-2015-00001|20150526||01|영업/정상|01|영업||||||6.00|||서울특별시 종로구 종로67길 3-16 (숭인동)|03112|토궁(자연의아침)|20171101144629|I|2018-08-31 23:59:59.0|찜질시설서비스영업|201741.450560034    |452510.374475331    |찜질시설서비스영업|1|0|1|1|||0|0|0|N|0|||||0|0|0|0|0|N|찜질방
124|목욕장업|11_44_01_P|3000000|3000000-202-2004-00001|20040618||01|영업/정상|01|영업|||||02  22686217|1,275.15|110420|서울특별시 종로구 관수동 20번지 외2필지 |서울특별시 종로구 수표로 96 (관수동,외2필지)|03192|국일관 황토 대중 목욕탕|20171030153301|I|2018-08-31 23:59:59.0|공동탕업+찜질시설서비스영업|199045.043602772    |451939.677286976    |공동탕업+찜질시설서비스영업|15|7|0|0|2|2|0|0|2|N|0|||||0|||0|0|N|찜질방
125|목욕장업|11_44_01_P|3000000|3000000-202-2003-00002|20030218||01|영업/정상|01|영업|||||02 7381668|480.00|110043|서울특별시 종로구 통인동 35-16번지 |서울특별시 종로구 필운대로6길 3 (통인동)|03036|송림사우나|20131104163222|I|2018-08-31 23:59:59.0|공동탕업|197178.364537562    |453178.512131734    |공동탕업||||||2||||N|||||||||||N|찜질방
126|목욕장업|11_44_01_P|3000000|3000000-202-2002-00003|20020629||01|영업/정상|01|영업|||||02 7664151|509.76|110862|서울특별시 종로구 숭인동 55-6번지 수석빌딩 지하101호 |서울특별시 종로구 지봉로 82, 지하101호 (숭인동, 수석빌딩)|03108|수석보석사우나|20171019161316|I|2018-08-31 23:59:59.0|공동탕업|201316.060458185    |452794.948641315    |공동탕업|8|1|||1|2||||N|||||||||||N|찜질방
127|목욕장업|11_44_01_P|3000000|3000000-202-2003-00009|20031013||01|영업/정상|01|영업|||||02 7226995|1,430.00|110718|서울특별시 종로구 관훈동 197-28번지 백상빌딩 지하2층 |서울특별시 종로구 인사동7길 12 (관훈동,백상빌딩 지하2층)|03149|백상대중탕|20171019161649|I|2018-08-31 23:59:59.0|공동탕업|198624.006469032    |452310.752960617    |공동탕업||||||2||||N|||||||||||N|찜질방
128|목욕장업|11_44_01_P|3000000|3000000-202-2004-00002|20040817||01|영업/정상|01|영업|||||02  763 8888|2,282.22|110841|서울특별시 종로구 창신동 328-18번지 외2필지 |서울특별시 종로구 지봉로 19 (창신동,외2필지)|03121|스파렉스24시불한증막|20180319145408|I|2018-08-31 23:59:59.0|공동탕업+찜질시설서비스영업|201273.887781838    |452163.292543039    |공동탕업+찜질시설서비스영업|13|5|13|13|0|0|0|0|2|N|0|||||0|||0|0|N|찜질방
278|목욕장업|11_44_01_P|3010000|3010000-202-1986-00332|19861115||01|영업/정상|01|영업|||||0222755315|.00|100281|서울특별시 중구 인현동1가 46-3번지 |서울특별시 중구 을지로16길 5-10 (인현동1가)|04549|매일온천|20110803093905|I|2018-08-31 23:59:59.0|공동탕업|199402.469073595    |451497.234574572    |공동탕업|0|0|1|3|1|1|0|0|6|N|0||||자가|0|||0|0|N|찜질방
279|목욕장업|11_44_01_P|3010000|3010000-202-1993-00288|19930510||01|영업/정상|01|영업|||||0222003117|417.50|100392|서울특별시 중구 장충동2가 208-0번지 |서울특별시 중구 장충단로 86 (장충동2가)|04605|서울크럽|20090619174848|I|2018-08-31 23:59:59.0|공동탕업|200255.626074093    |450093.361161044    |공동탕업|||1|1||||||N|||||||||||N|찜질방
280|목욕장업|11_44_01_P|3010000|3010000-202-2011-00001|20110420||01|영업/정상|01|영업|||||0222770060|257.29|100847|서울특별시 중구 을지로3가 259-1번지 드림오피스타운 지하1층 |서울특별시 중구 을지로 148 (을지로3가,드림오피스타운 지하1층)|04549|LK SPA|20110803093706|I|2018-08-31 23:59:59.0|공동탕업|199448.102922035    |451548.668257947    |공동탕업|0|0|||1||0|0|2|N|0||||임대|0|||0|0|N|찜질방
281|목욕장업|11_44_01_P|3010000|3010000-202-2002-00010|20020205||01|영업/정상|01|영업|||||22303520|1,596.37|100856|서울특별시 중구 장충동2가 202번지 |서울특별시 중구 동호로 249 (장충동2가)|04605|(주)호텔신라|20110721132044|I|2018-08-31 23:59:59.0|목욕장업 기타|200463.625303538    |450497.460903907    |목욕장업 기타|||3|3||||||N|||||||||||N|찜질방
282|목욕장업|11_44_01_P|3010000|3010000-202-2018-00001|20181019||01|영업/정상|01|영업||||||198.00|100860|서울특별시 중구 충무로2가 11-1번지 지하2층 |서울특별시 중구 명동8가길 27, 지하2층 (충무로2가)|04537|한강천지연 남탕|20181019174907|I|2018-10-21 02:37:58.0|공동탕업|198737.553769773    |451081.894647871    |공동탕업|0|0|2|2|||0|0|1|Y|0||||임대|0|0|0|0|0|Y|찜질방
283|목욕장업|11_44_01_P|3010000|3010000-202-2018-00002|20181228||01|영업/정상|01|영업|||||02  777 8200|1,003.80|100768|서울특별시 중구 태평로1가 84번지 파이낸스빌딩 지하2층 |서울특별시 중구 세종대로 136, 파이낸스빌딩 지하2층 (태평로1가)|04520|시그마 스포츠클럽|20181228153955|I|2018-12-30 02:20:33.0|공동탕업|197963.789217064    |451793.816975812    |공동탕업|0|0|||2|2|0|0|5|Y|0|||||0|0|0|0|0|N|찜질방
284|목욕장업|11_44_01_P|3010000|3010000-202-2012-00002|20120420||01|영업/정상|01|영업|||||000222692222|255.61|100861|서울특별시 중구 충무로2가 50-6번지 외1필지 1층 |서울특별시 중구 삼일대로4길 9, 1층 (충무로2가)|04553|서울사우나|20121129143441|I|2018-08-31 23:59:59.0|공동탕업|199023.967503662    |451105.474557896    |공동탕업|0|0|1|1|||0|0|2|N|0||||임대|0|||0|0|N|찜질방
285|목욕장업|11_44_01_P|3010000|3010000-202-2002-00011|20020226||01|영업/정상|01|영업|||||7380066|.00|100101|서울특별시 중구 태평로1가 61-1번지 |서울특별시 중구 세종대로 135 (태평로1가)|04519|(주)코리아나호텔휘트니스|20110803094050|I|2018-08-31 23:59:59.0|공동탕업|197867.156641113    |451779.880897566    |공동탕업|8|0|8|8|0|0|0|0|4|N|0||||임대|0|||0|0|N|찜질방
286|목욕장업|11_44_01_P|3010000|3010000-202-2007-00001|20070315||01|영업/정상|01|영업|||||0222378837|469.65|100440|서울특별시 중구 황학동 73-1번지 (지하1,2층) |서울특별시 중구 마장로9길 33 (황학동)|04571|주신사우나|20140103150328|I|2018-08-31 23:59:59.0|공동탕업|201637.855135326    |451945.75542127     |공동탕업|10|2|0|0|1|2|0|0|5|N|0||||자가|0|||0|0|N|찜질방
287|목욕장업|11_44_01_P|3010000|3010000-202-2000-00002|20001211||01|영업/정상|01|영업|||||20002663|400.00|100866|서울특별시 중구 필동1가 30번지 매일경제신문사 지하4층 |서울특별시 중구 퇴계로 190 (필동1가)|04627|매경휘트니스클럽|20140103150203|I|2018-08-31 23:59:59.0|공동탕업|199297.937259125    |450912.574992552    |공동탕업|0|0|0|0|4|4|0|0|3|N|0|||||0|||0|0|N|찜질방
288|목욕장업|11_44_01_P|3010000|3010000-202-1990-00300|19900117||01|영업/정상|01|영업|||||22351561|867.00|100450|서울특별시 중구 신당동 363-4번지 |서울특별시 중구 동호로11길 33 (신당동)|04598|수정대중사우나|20110721142040|I|2018-08-31 23:59:59.0|공동탕업|200756.091200185    |450154.733137123    |공동탕업|5|0|2|4|0|0|0|0|8|N|0||||자가|0|||0|0|N|찜질방
289|목욕장업|11_44_01_P|3010000|3010000-202-2001-00002|20010824||01|영업/정상|01|영업|||||02   3188011|782.48|100860|서울특별시 중구 충무로2가 11-1번지 션사인빌딩 지하2.3층 |서울특별시 중구 명동8가길 27 (충무로2가,션사인빌딩 지하2.3층)|04537|한강천지연|20190318152317|U|2019-03-20 02:40:00.0|공동탕업|198737.553769773    |451081.894647871    |공동탕업|0|2|0|0|2|2|0|0|11|N|0||||임대|0|||0|0|N|찜질방
290|목욕장업|11_44_01_P|3010000|3010000-202-2003-00008|20030226||01|영업/정상|01|영업|||||22685510|376.00|100846|서울특별시 중구 을지로3가 295-4번지 |서울특별시 중구 을지로14길 7 (을지로3가, 성진빌딩)|04550|하나머드한증막|20150615160648|I|2018-08-31 23:59:59.0|공동탕업|199243.719707907    |451518.197727854    |공동탕업|0|1|0|0|1|1|0|0|2|N|0||||임대|0|||0|0|N|찜질방
291|목욕장업|11_44_01_P|3010000|3010000-202-2011-00003|20110719||01|영업/정상|01|영업|||||02  22854582|660.00|100862|서울특별시 중구 충무로4가 12-1번지 지하1층 |서울특별시 중구 충무로2길 15 (충무로4가)|04556|일진사우나|20140103150616|I|2018-08-31 23:59:59.0|공동탕업|199403.987244984    |451162.497985058    |공동탕업|0|0|0|0|1|1|0|0|4|Y|0||||임대|0|||0|0|N|찜질방
292|목욕장업|11_44_01_P|3010000|3010000-202-1994-00293|19941112||01|영업/정상|01|영업|||||0222331356|793.20|100887|서울특별시 중구 신당동 213-2번지 |서울특별시 중구 마장로1가길 23 (신당동)|04568|동원대중목욕탕|20121012170447|I|2018-08-31 23:59:59.0|공동탕업|201125.519016657    |451867.372461174    |공동탕업|0|0|0|0|1|2|0|0|3|N|0|||||0|||0|0|N|찜질방
293|목욕장업|11_44_01_P|3010000|3010000-202-2011-00005|20111101||01|영업/정상|01|영업|||||000222318000|3,152.29|100440|서울특별시 중구 황학동 2545번지 롯데베네치아메가몰 지하2층 B2001,B2002 |서울특별시 중구 청계천로 지하 400 (황학동, 롯데베네치아메가몰 지하2층 B2001, B2002)||황금스파|20171011142844|I|2018-08-31 23:59:59.0|공동탕업+찜질시설서비스영업|201823.908977364    |452076.818664092    |공동탕업+찜질시설서비스영업|0|0|0|0|2|0|0|0|10|N|0|||||0|||0|0|N|찜질방
294|목욕장업|11_44_01_P|3010000|3010000-202-2011-00004|20111027||01|영업/정상|01|영업|||||02  777 0087|324.68|100042|서울특별시 중구 남산동2가 27-1번지 사보이빌딩 지하1층 |서울특별시 중구 퇴계로20길 지하 32, 1층 (남산동2가, 사보이빌딩)||지우스파|20111031171447|I|2018-08-31 23:59:59.0|공동탕업|198685.379305504    |450717.172958139    |공동탕업|0|0|||1|1|0|0|2|Y|0||||임대|0|||0|0|N|찜질방
295|목욕장업|11_44_01_P|3010000|3010000-202-1987-00240|19871111||01|영업/정상|01|영업|||||02 7566730|532.60|100180|서울특별시 중구 다동 92번지 |서울특별시 중구 다동길 46 (다동)|04522|다동탕|20140519111208|I|2018-08-31 23:59:59.0|공동탕업|198345.02215434     |451737.693394501    |공동탕업|0|1|0|0|1|1|0|0|0|N|0||||자가|0|||0|0|N|찜질방
296|목욕장업|11_44_01_P|3010000|3010000-202-1998-00285|19981010||01|영업/정상|01|영업|||||02 7791313|721.41|100802|서울특별시 중구 남대문로5가 171번지 남대문오피스텔B/D 지하1층 |서울특별시 중구 퇴계로 27 (남대문로5가,남대문오피스텔B/D 지하1층)|04527|남대문목욕탕|20110721142756|I|2018-08-31 23:59:59.0|공동탕업|197799.810120099    |450597.435927023    |공동탕업|10|1|0|0|1|1|0|0|5|N|0||||자가|0|||0|0|N|찜질방
297|목욕장업|11_44_01_P|3010000|3010000-202-2004-00003|20040406||01|영업/정상|01|영업|||||02  7521919|521.00|100011|서울특별시 중구 충무로1가 22-6번지 |서울특별시 중구 명동8나길 22 (충무로1가)|04536|명동머드|20110721140802|I|2018-08-31 23:59:59.0|공동탕업|198496.261600223    |451022.539250764    |공동탕업|6|1|3|6|0|0|0|0|3|N|0||||임대|0|||0|0|N|찜질방
298|목욕장업|11_44_01_P|3010000|3010000-202-2000-00003|20000916||01|영업/정상|01|영업|||||3123244|5,905.96|100858|서울특별시 중구 중림동 128-104번지 |서울특별시 중구 중림로 49 (중림동)|04507|실로암목욕탕|20120516112559|I|2018-08-31 23:59:59.0|공동탕업|197156.145532304    |450606.976833455    |공동탕업|6|0|0|0|1|1|0|0|16|N|0||||자가|0|||0|0|N|찜질방
299|목욕장업|11_44_01_P|3010000|3010000-202-1980-00257|19800922||01|영업/정상|01|영업|||||02 7777811|749.09|100042|서울특별시 중구 남산동2가 31-1번지 |서울특별시 중구 퇴계로20길 2 (남산동2가)|04631|퍼시픽호텔|20110721141029|I|2018-08-31 23:59:59.0|한증막업|198644.069040474    |450827.86176286     |한증막업|5|1|0|0|1|1|0|0|1|N|0|||||0|||0|0|N|찜질방
300|목욕장업|11_44_01_P|3010000|3010000-202-2007-00002|20070409||01|영업/정상|01|영업|||||02  755 4649|462.00|100810|서울특별시 중구 명동2가 53-1번지 (지상3층) |서울특별시 중구 명동4길 25 (명동2가,(지상3층))|04536|명동 서초 한증막|20110721140834|I|2018-08-31 23:59:59.0|한증막업|198525.848324122    |451141.226369577    |한증막업|6|1|3|3|0|0|0|0|4|N|0|||||0|||0|0|N|찜질방
301|목욕장업|11_44_01_P|3010000|3010000-202-1995-00250|19950211||01|영업/정상|01|영업|||||3170474|1,077.49|100070|서울특별시 중구 소공동 87-1번지 조선호텔 3층 |서울특별시 중구 소공로 106 (소공동)|04533|(주)신세계조선호텔 CAC|20180412132552|I|2018-08-31 23:59:59.0|목욕장업 기타|198172.151119488    |451350.969223428    |목욕장업 기타|20|0|2|2|0|0|0|0|6|N|0||||자가|0|||0|0|N|찜질방
302|목욕장업|11_44_01_P|3010000|3010000-202-2010-00002|20100526||01|영업/정상|01|영업|||||02  22508000|877.62|100856|서울특별시 중구 장충동2가 201번지 신관 2층 |서울특별시 중구 장충단로 60 (장충동2가, 신관 2층)|04605|반얀트리사우나(Banyan Tree Sauna)|20180207170714|I|2018-08-31 23:59:59.0|공동탕업|199977.75993654     |449777.515840267    |공동탕업|0|0|2|2|||0|0|0|N|0||||자가|0|||0|0|N|찜질방
303|목욕장업|11_44_01_P|3010000|3010000-202-1987-00310|19870209||01|영업/정상|01|영업|||||0222771141|776.54|100400|서울특별시 중구 쌍림동 240번지 |서울특별시 중구 퇴계로56길 18 (쌍림동)|04615|영빈사우나|20171020102621|I|2018-08-31 23:59:59.0|공동탕업|200419.832186515    |451197.291107237    |공동탕업|7|0|||1|1|0|0|5|N|0||||자가|0|||0|0|N|찜질방
304|목욕장업|11_44_01_P|3010000|3010000-202-2003-00015|20030617||01|영업/정상|01|영업|||||7255678|598.00|100101|서울특별시 중구 태평로1가 29-2번지 (호텔3층) |서울특별시 중구 세종대로22길 12 (태평로1가,(호텔3층))|04520|뉴국제호텔사우나|20180724145000|I|2018-08-31 23:59:59.0|한증막업|197984.6447186      |451739.947695781    |한증막업|16|2|3|3|||||3|Y|||||임대||||||N|찜질방
305|목욕장업|11_44_01_P|3010000|3010000-202-2014-00001|20141031||01|영업/정상|01|영업||||||98.50|100412|서울특별시 중구 광희동2가 238-1번지 |서울특별시 중구 퇴계로 334 (광희동2가)|04614|이비스 버젯 앰배서더 서울 동대문 호텔|20141031143153|I|2018-08-31 23:59:59.0|목욕장업 기타|200701.142404743    |451316.536804153    |목욕장업 기타|0|0|||2|2|0|0|0|N|0||||임대|0|0|0|0|0|N|찜질방
306|목욕장업|11_44_01_P|3010000|3010000-202-1997-00252|19970116||01|영업/정상|01|영업|||||0237055382|475.40|100021|서울특별시 중구 명동1가 4-1번지 |서울특별시 중구 명동11길 19 (명동1가)|04538|(주)전은서비스|20171019095700|I|2018-08-31 23:59:59.0|목욕장업 기타|198654.42352636     |451406.949541276    |목욕장업 기타|0|1|0|0|1|1|0|0|6|N|0||||자가|0|||0|0|N|찜질방
307|목욕장업|11_44_01_P|3010000|3010000-202-2006-00001|20060731||01|영업/정상|01|영업|||||0222331253|225.97|100450|서울특별시 중구 신당동 844번지 남산타운아파트 스포츠센타 |서울특별시 중구 다산로 32 (신당동,남산타운아파트 스포츠센타)|04595|레이(Lei)여성사우나|20170918135757|I|2018-08-31 23:59:59.0|공동탕업|200750.455125653    |449638.824308081    |공동탕업|0|0|1|1|0|0|0|0|3|N|0||||자가|0|||0|0|N|찜질방
308|목욕장업|11_44_01_P|3010000|3010000-202-1984-00255|19841013||01|영업/정상|01|영업|||||02  22703174|647.96|100392|서울특별시 중구 장충동2가 186-54번지 |서울특별시 중구 동호로 287 (장충동2가)|04618|그랜드 앰배서더 서울|20170907134054|I|2018-08-31 23:59:59.0|한증막업|200141.998469463    |450922.266835312    |한증막업|18|2|||2|2||||N|||||자가||||||N|찜질방
