##번호|개방서비스명|개방서비스ID|개방자치단체코드|관리번호|SINCE|인허가취소일자|영업상태구분코드|영업상태명|상세영업상태코드|상세영업상태명|폐업일자|휴업시작일자|휴업종료일자|재개업일자|TELNUM|AREA|소재지우편번호|ADDR|NEWADDR|도로명우편번호|NAME|최종수정시점|데이터갱신구분|데이터갱신일자|업태구분명|X|Y|위생업태명|건물지상층수|건물지하층수|사용시작지상층|사용끝지상층|사용시작지하층|사용끝지하층|한실수|양실수|욕실수|발한실여부|의자수|조건부허가신고사유|조건부허가시작일자|조건부허가종료일자|건물소유구분명|세탁기수|여성종사자수|남성종사자수|회수건조수|침대수|다중이용업소여부|MTYPE@@TAXBATH
5762|목욕장업|11_44_01_P|3420000|3420000-202-1989-00004|19890905||01|영업/정상|01|영업|||||053 9845377|428.72|701853|대구광역시 동구 지저동 771-4번지 |대구광역시 동구 해동로 24 (지저동)|41043|공항탕|20180523111637|I|2018-08-31 23:59:59.0|공동탕업|347772.750249       |267434.182782       |공동탕업|4|1|1|2|1|1|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5763|목욕장업|11_44_01_P|3420000|3420000-202-1984-00003|19840131||01|영업/정상|01|영업|||||053 9428810|878.27|701813|대구광역시 동구 신암동 123-23번지 |대구광역시 동구 동북로 394-13 (신암동)|41188|거북목욕탕|20180523110602|I|2018-08-31 23:59:59.0|공동탕업|347204.783471       |266347.746271       |공동탕업|4|1|1|2|1|1|0|0|2|Y|0||||임대|0|||0|0|N|찜질방
5764|목욕장업|11_44_01_P|3420000|3420000-202-1989-00001|19890619||01|영업/정상|01|영업|||||053 9823234|1,446.00|701806|대구광역시 동구 불로동 1158-11번지 |대구광역시 동구 팔공로31길 6 (불로동)|41034|해안목욕탕|20180627154412|I|2018-08-31 23:59:59.0|공동탕업|347994.597665       |269345.831707       |공동탕업|4|1|2|3|0|0|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5765|목욕장업|11_44_01_P|3420000|3420000-202-2013-00002|20130905||01|영업/정상|01|영업|||||053 281 7001|1,329.68|701847|대구광역시 동구 율하동 1226번지 |대구광역시 동구 안심로22길 14, 301,401호 (율하동)|41098|힐링사우나|20130905143316|I|2018-08-31 23:59:59.0|공동탕업|353118.733563       |264232.04016        |공동탕업|5|1|3|4|||0|0|2|N|0||||자가|0|||0|0|N|찜질방
5766|목욕장업|11_44_01_P|3420000|3420000-202-2003-00006|20031103||01|영업/정상|01|영업|||||053 9575000|1,095.26|701821|대구광역시 동구 신암동 679-41번지 |대구광역시 동구 큰고개로 50 (신암동)|41187|운천목욕탕|20121109162415|I|2018-08-31 23:59:59.0|공동탕업|346644.220538       |266640.588251       |공동탕업|4|2|1|4|1|2||||N|||||자가||||||N|찜질방
5767|목욕장업|11_44_01_P|3420000|3420000-202-1993-00001|19931016||01|영업/정상|01|영업|||||053 955 0580|539.30|701812|대구광역시 동구 신암동 252-11번지 |대구광역시 동구 아양로22길 7-1 (신암동)|41225|평화탕|20190221151442|U|2019-02-23 02:40:00.0|공동탕업|346787.605153       |266038.609497       |공동탕업|4|1|1|3|1|1|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5768|목욕장업|11_44_01_P|3420000|3420000-202-1977-00004|19770824||01|영업/정상|01|영업|||||053 4262438|284.00|701020|대구광역시 동구 신천동 672-14번지 , 19 |대구광역시 동구 송라로3길 20 (신천동,, 19)|41269|영신탕|20180523111123|I|2018-08-31 23:59:59.0|공동탕업|346155.202096       |264515.53992        |공동탕업|2|0|1|2|0|0|0|0|0|N|0|||||0|||0|0|N|찜질방
5769|목욕장업|11_44_01_P|3420000|3420000-202-1973-00001|19731109||01|영업/정상|01|영업|||||053 9411458|418.31|701816|대구광역시 동구 신암동 345-2번지 |대구광역시 동구 신암남로 180 (신암동)|41219|동남목욕탕|20040517000000|I|2018-08-31 23:59:59.0|공동탕업|347383.025214       |266186.28781        |공동탕업|3|1|1|1|1|1||||N|||||자가||||||N|찜질방
5770|목욕장업|11_44_01_P|3420000|3420000-202-2000-00004|20001009||01|영업/정상|01|영업|||||053 9868033|1,204.43|701520|대구광역시 동구 송정동 820번지 |대구광역시 동구 서촌로 145 (송정동)|41000|팔공산심천랜드목욕탕|20180523114413|I|2018-08-31 23:59:59.0|공동탕업|346029.802674       |277462.879247       |공동탕업|0|0|0|0|0|0|0|0|0|N|0|||||0|||0|0|N|찜질방
5771|목욕장업|11_44_01_P|3420000|3420000-202-1989-00003|19890926||01|영업/정상|01|영업|||||053 9851201|442.59|701866|대구광역시 동구 입석동 955-2번지 |대구광역시 동구 동촌로 28 (입석동)|41153|대동탕|20040517000000|I|2018-08-31 23:59:59.0|공동탕업|348539.377792       |266802.075929       |공동탕업||||||||||N|||||||||||N|찜질방
5772|목욕장업|11_44_01_P|3420000|3420000-202-2003-00007|20031128||01|영업/정상|01|영업|||||053 7526310|552.13|701844|대구광역시 동구 효목동 337번지 |대구광역시 동구 동북로 500, 702동 201호 (효목동, 태왕메트로시티)|41231|대호목욕탕|20131224111808|I|2018-08-31 23:59:59.0|공동탕업|347950.194975       |265687.62574        |공동탕업|2|1|1|2||1|||2|Y|||||자가||||||N|찜질방
5773|목욕장업|11_44_01_P|3420000|3420000-202-2003-00001|20030214||01|영업/정상|01|영업|||||053 4267103|662.88|701832|대구광역시 동구 신천동 824-33번지 |대구광역시 동구 국채보상로159길 7 (신천동)|41267|신천옥사우나|20050613000000|I|2018-08-31 23:59:59.0|공동탕업|345862.785286       |264353.661775       |공동탕업|3|1|2|3||||||N|||||자가||||||N|찜질방
5774|목욕장업|11_44_01_P|3420000|3420000-202-2002-00007|20021115||01|영업/정상|01|영업|||||053 9858080|2,155.38|701440|대구광역시 동구 용수동 89-16번지 |대구광역시 동구 팔공산로185길 11 (용수동)|41007|팔공산온천|20180523114354|I|2018-08-31 23:59:59.0|공동탕업|352470.098967       |278091.653532       |공동탕업|3|2|0|1|0|0|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5775|목욕장업|11_44_01_P|3420000|3420000-202-2007-00001|20070110||01|영업/정상|01|영업|||||053 9864419|1,132.00|701140|대구광역시 동구 신평동 313-1번지 |대구광역시 동구 신평로 113 (신평동)|41131|꿈채참숯가마|20180523114132|I|2018-08-31 23:59:59.0|공동탕업+찜질시설서비스영업|351837.890833       |265682.925978       |공동탕업+찜질시설서비스영업|1|1|1|1|1|1|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5776|목욕장업|11_44_01_P|3420000|3420000-202-1991-00003|19910223||01|영업/정상|01|영업|||||053 9612222|971.00|701847|대구광역시 동구 율하동 997번지 |대구광역시 동구 율하동로19길 53 (율하동)|41122|정안탕|20180920173547|U|2018-09-20 23:59:59.0|공동탕업|353122.506391       |264554.543602       |공동탕업|4|1|1|2|1|1|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5777|목욕장업|11_44_01_P|3420000|3420000-202-2003-00010|20031226||01|영업/정상|01|영업|||||053 9860349|1,141.84|701838|대구광역시 동구 지묘동 793번지 |대구광역시 동구 동화천로77길 61 (지묘동)|41002|공산시티월드헬스사우나|20190326173330|U|2019-03-28 02:40:00.0|공동탕업|347600.956001       |272481.737871       |공동탕업|5|1|2|4|0|0|0|0|2|N|0||||자가|0|||0|0|N|찜질방
5778|목욕장업|11_44_01_P|3420000|3420000-202-2018-00002|20181023||01|영업/정상|01|영업|||||053 944 5555|1,246.00|701290|대구광역시 동구 각산동 1032-4번지 |대구광역시 동구 이노밸리로26길 9, 2층 201호 (각산동)|41065|혁신스파|20190314180130|U|2019-03-16 02:40:00.0|목욕장업 기타|354510.585982       |265623.614109       |목욕장업 기타|0|0|2|2|0|0|0|0|2|N|0||||자가|0|0|0|0|0|N|찜질방
5779|목욕장업|11_44_01_P|3420000|3420000-202-2004-00003|20040603||01|영업/정상|01|영업|||||053 9825700|1,599.40|701835|대구광역시 동구 용계동 437-1번지 외1필지 |대구광역시 동구 화랑로91길 14 (용계동,외1필지)|41166|신세계휴랜드|20180523114257|I|2018-08-31 23:59:59.0|공동탕업+찜질시설서비스영업|351157.395283       |265398.092859       |공동탕업+찜질시설서비스영업|5|1|1|4|0|1|0|0|2|Y|3||||자가|0|||0|0|N|찜질방
5780|목욕장업|11_44_01_P|3420000|3420000-202-2003-00005|20030605||01|영업/정상|01|영업|||||053 9858000|909.96|701420|대구광역시 동구 진인동 123-13번지 |대구광역시 동구 갓바위로 223-35 (진인동)|41008|팔공산맥섬석유스호스텔(주)|20140812110346|I|2018-08-31 23:59:59.0|찜질시설서비스영업|355655.045544       |276154.019724       |찜질시설서비스영업|3|2|0|0|1|1|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5781|목욕장업|11_44_01_P|3420000|3420000-202-1980-00003|19801107||01|영업/정상|01|영업|||||053 9520454|509.00|701813|대구광역시 동구 신암동 133-104번지 |대구광역시 동구 동북로72길 11 (신암동)|41188|수강목욕탕|20041104000000|I|2018-08-31 23:59:59.0|공동탕업|346881.806733       |266548.910446       |공동탕업|3|1|2|3|1|1|||2|Y|||||자가||||||N|찜질방
5782|목욕장업|11_44_01_P|3420000|3420000-202-2000-00003|20000419||01|영업/정상|01|영업|||||053 9610005|660.00|701848|대구광역시 동구 동호동 91-1번지 |대구광역시 동구 안심로51길 97 (동호동)|41112|동호휴랜드|20190207093914|U|2019-02-09 02:40:00.0|공동탕업|354615.507123       |264736.879631       |공동탕업|0|0|0|0|0|0|0|0|0|N|0|||||0|||0|0|N|찜질방
5783|목욕장업|11_44_01_P|3420000|3420000-202-1985-00002|19850219||01|영업/정상|01|영업|||||053 7556858|555.72|701846|대구광역시 동구 효목동 604번지 |대구광역시 동구 화랑로25길 55 (효목동)|41232|귀성탕|20050829000000|I|2018-08-31 23:59:59.0|공동탕업|348221.421024       |265532.420389       |공동탕업|4|1|1|2||1|||2|Y|||||임대||||||N|찜질방
5784|목욕장업|11_44_01_P|3420000|3420000-202-1999-00001|19990213||01|영업/정상|01|영업|||||053 4227661|1,163.63|701831|대구광역시 동구 신천동 530-2번지 |대구광역시 동구 동부로 41 (신천동)|41263|로열사우나|20111114163731|I|2018-08-31 23:59:59.0|공동탕업|345959.885          |265038.783888       |공동탕업|5|1||3||1|||4|Y|||||임대||||||N|찜질방
5785|목욕장업|11_44_01_P|3420000|3420000-202-2000-00001|20000504||01|영업/정상|01|영업|||||053 9822030|165.00|701500|대구광역시 동구 중대동 38-1번지 |대구광역시 동구 파계로138길 51 (중대동)|41001|팔공산약초탕|20090611145433|I|2018-08-31 23:59:59.0|공동탕업|347684.20058        |278070.885647       |공동탕업|2||1|1|||||2|Y|||||임대||||||N|찜질방
5786|목욕장업|11_44_01_P|3420000|3420000-202-1974-00001|19740531||01|영업/정상|01|영업|||||053 9620472|430.22|701240|대구광역시 동구 서호동 19-1번지 |대구광역시 동구 안심로49길 92 (서호동)|41112|일신목욕탕|20180523114317|I|2018-08-31 23:59:59.0|공동탕업|354447.860529       |264690.962286       |공동탕업|3|1|1|2|1|1|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5787|목욕장업|11_44_01_P|3420000|3420000-202-1984-00001|19840418||01|영업/정상|01|영업|||||053 7545577|615.88|701830|대구광역시 동구 신천동 456-2번지 |대구광역시 동구 동부로32길 87-8 (신천동)|41248|은하목욕탕|20030927000000|I|2018-08-31 23:59:59.0|공동탕업|347150.22533        |264907.806811       |공동탕업|3|1|1|2|1|1|||2|Y|||||자가||||||N|찜질방
5788|목욕장업|11_44_01_P|3420000|3420000-202-1995-00005|19951011||01|영업/정상|01|영업|||||053 9635882|592.48|701867|대구광역시 동구 신서동 487-4번지 |대구광역시 동구 반야월로 379 (신서동)|41076|신정목욕탕|20030927000000|I|2018-08-31 23:59:59.0|공동탕업|356189.20016        |264937.100602       |공동탕업|4|1|2|3|||||2|Y|||||임대||||||N|찜질방
5789|목욕장업|11_44_01_P|3420000|3420000-202-1986-00003|19860916||01|영업/정상|01|영업|||||053 9560059|683.94|701812|대구광역시 동구 신암동 623-27번지 |대구광역시 동구 아양로15길 52 (신암동)|41193|보성목욕탕|20190315183635|U|2019-03-17 02:40:00.0|공동탕업|346504.764255       |266242.835335       |공동탕업|3|1|1|2|1|1|0|0|2|Y|0||||자가|0|2|2|0|0|N|찜질방
5790|목욕장업|11_44_01_P|3420000|3420000-202-1994-00002|19940201||01|영업/정상|01|영업|||||053 9846841|833.34|701802|대구광역시 동구 방촌동 889-1번지 |대구광역시 동구 동촌로45길 8 (방촌동)|41146|동호탕|20180523114042|I|2018-08-31 23:59:59.0|공동탕업|350351.711693       |265938.088413       |공동탕업|4|1|1|2|1|1|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5791|목욕장업|11_44_01_P|3420000|3420000-202-1987-00004|19871006||01|영업/정상|01|영업|||||053 7547999|423.21|701844|대구광역시 동구 효목동 441-1번지 |대구광역시 동구 효목로7길 31 (효목동)|41237|우천탕|20180523111537|I|2018-08-31 23:59:59.0|공동탕업|347764.014973       |265264.762253       |공동탕업|3|1|1|2|1|1|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5792|목욕장업|11_44_01_P|3420000|3420000-202-1995-00004|19950109||01|영업/정상|01|영업|||||053 9853530|456.24|701854|대구광역시 동구 지저동 801-22번지 |대구광역시 동구 공항로 282 (지저동)|41048|대림목욕탕|20180523111619|I|2018-08-31 23:59:59.0|공동탕업|348158.701157       |267199.076594       |공동탕업|4|1|2|3|0|0|0|0|0|N|0||||자가|0|||0|0|N|찜질방
5793|목욕장업|11_44_01_P|3420000|3420000-202-2002-00004|20020716||01|영업/정상|01|영업|||||053 9636633|1,502.28|701836|대구광역시 동구 율하동 130-5번지 태평양목욕탕 |대구광역시 동구 율하동로27길 26, 태평양목욕탕 1,2층 (율하동)|41118|태평양월드|20190305100915|U|2019-03-07 02:40:00.0|공동탕업|353446.536112       |264918.129448       |공동탕업|4|1|1|2|0|0|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5794|목욕장업|11_44_01_P|3420000|3420000-202-1974-00004|19740725||01|영업/정상|01|영업|||||053 7432841|660.36|701823|대구광역시 동구 신천동 276-5번지 |대구광역시 동구 송라로12길 17 (신천동)|41254|새대구목욕탕|20030927000000|I|2018-08-31 23:59:59.0|공동탕업|346241.972964       |264973.789842       |공동탕업|3|1|1|2|1|1|||2|Y|||||자가||||||N|찜질방
5795|목욕장업|11_44_01_P|3420000|3420000-202-1977-00002|19770822||01|영업/정상|01|영업|||||053 7415463|347.91|701828|대구광역시 동구 신천동 380-2번지 |대구광역시 동구 동부로32길 42 (신천동)|41248|천일탕|20030927000000|I|2018-08-31 23:59:59.0|공동탕업|347098.825028       |265142.989795       |공동탕업|3|1|1|2|||||2|Y|||||자가||||||N|찜질방
5796|목욕장업|11_44_01_P|3420000|3420000-202-2002-00001|20020130||01|영업/정상|01|영업|||||053 9523000|3,751.70|701815|대구광역시 동구 신암동 214-12번지 |대구광역시 동구 아양로 52 (신암동)|41208|궁전라벤더|20190218160707|U|2019-02-20 02:40:00.0|공동탕업+찜질시설서비스영업|346211.104023       |265821.274779       |공동탕업+찜질시설서비스영업|6|1|2|4|0|0|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5797|목욕장업|11_44_01_P|3420000|3420000-202-1982-00001|19820106||01|영업/정상|01|영업|||||053 9831539|449.69|701180|대구광역시 동구 도동 978-92번지 |대구광역시 동구 팔공로24길 33 (도동)|41036|불로탕|20030927000000|I|2018-08-31 23:59:59.0|공동탕업|348219.279053       |268922.184009       |공동탕업|2|1|1|2|1|1||||N|||||자가||||||N|찜질방
5798|목욕장업|11_44_01_P|3420000|3420000-202-1991-00002|19910513||01|영업/정상|01|영업|||||053 9550003|376.94|701816|대구광역시 동구 신암동 330-3번지 |대구광역시 동구 아양로34길 23 (신암동)|41218|삼영|20180523110543|I|2018-08-31 23:59:59.0|공동탕업|347171.021792       |266034.431996       |공동탕업|4|1|2|3|1|1|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5799|목욕장업|11_44_01_P|3420000|3420000-202-1995-00001|19950209||01|영업/정상|01|영업|||||053 9817090|569.18|701853|대구광역시 동구 지저동 776-33번지 |대구광역시 동구 해동로7길 6 (지저동)|41049|평화목욕탕|20180525153829|I|2018-08-31 23:59:59.0|공동탕업|347799.293849       |267187.335133       |공동탕업|4|1|2|3|1|1|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5800|목욕장업|11_44_01_P|3420000|3420000-202-2000-00002|20000512||01|영업/정상|01|영업|||||053 9558500|663.15|701818|대구광역시 동구 신암동 1190-22번지 |대구광역시 동구 신암로20길 11-4 (신암동)|41200|대천탕|20180523110328|I|2018-08-31 23:59:59.0|공동탕업|345438.459008       |265577.707704       |공동탕업|3|1|1|2|0|1|0|0|0|N|0|||||0|||0|0|N|찜질방
5801|목욕장업|11_44_01_P|3420000|3420000-202-1997-00002|19970814||01|영업/정상|01|영업|||||053 9839916|1,487.60|701804|대구광역시 동구 방촌동 1084-668번지 |대구광역시 동구 화랑로80길 59 (방촌동)|41147|강변스파휘트니스|20180928152823|U|2018-09-28 23:59:59.0|공동탕업+찜질시설서비스영업|350202.394298       |265223.242444       |공동탕업+찜질시설서비스영업|4|1|2|4|1|1|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5802|목욕장업|11_44_01_P|3420000|3420000-202-2018-00001|20180209||01|영업/정상|01|영업|||||053 981 5500|2,037.36|701854|대구광역시 동구 지저동 866-3번지 |대구광역시 동구 해동로 91, 4층,5층 401호,501호 (지저동)|41051|아양스파|20180403115109|I|2018-08-31 23:59:59.0|목욕장업 기타|348060.736141       |266908.487649       |목욕장업 기타|0|0|4|5|||0|0|2|N|0||||자가|0|0|0|0|0|N|찜질방
5803|목욕장업|11_44_01_P|3420000|3420000-202-1991-00005|19911223||01|영업/정상|01|영업|||||053 9425589|522.00|701819|대구광역시 동구 신암동 634-3번지 |대구광역시 동구 아양로11길 39-1 (신암동)|41194|아진목욕탕|20171127132534|I|2018-08-31 23:59:59.0|공동탕업|346223.491629       |266284.845258       |공동탕업|4|1|2|3|||||2|Y|||||자가||||||N|찜질방
5804|목욕장업|11_44_01_P|3420000|3420000-202-1987-00002|19870205||01|영업/정상|01|영업|||||053 9554343|674.80|701810|대구광역시 동구 신암동 43번지 |대구광역시 동구 아양로39길 26 (신암동)|41185|동서목욕탕|20180523114827|I|2018-08-31 23:59:59.0|공동탕업|347475.899438       |266532.616363       |공동탕업|3|1|1|2|0|0|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5805|목욕장업|11_44_01_P|3420000|3420000-202-2000-00005|20000512||01|영업/정상|01|영업|||||053 9594334|525.33|701841|대구광역시 동구 효목동 55-11번지 |대구광역시 동구 아양로46길 63 (효목동)|41168|진로|20190313093353|U|2019-03-15 02:40:00.0|공동탕업|347989.905383       |266175.1593         |공동탕업|3|1|1|2|1|1|0|0|2|N|0||||자가|0|||0|0|N|찜질방
5806|목욕장업|11_44_01_P|3420000|3420000-202-2016-00001|20160122||01|영업/정상|01|영업|||||053 746 5678|1,022.80|701824|대구광역시 동구 신천동 123-4번지 |대구광역시 동구 장등로 34, 2층,3층 (신천동)|41260|그린사우나|20190222161247|U|2019-02-24 02:40:00.0|공동탕업|346592.630726       |264561.070939       |공동탕업|0|0|2|3|||0|0|2|Y|0|||||0|0|0|0|0|N|찜질방
5807|목욕장업|11_44_01_P|3420000|3420000-202-1995-00003|19951222||01|영업/정상|01|영업|||||053 9854111|1,199.00|701839|대구광역시 동구 지묘동 330-2번지 |대구광역시 동구 팔공로101길 67 (지묘동)|41005|팔공대중탕|20160930133947|I|2018-08-31 23:59:59.0|공동탕업|347949.037438       |272399.84493        |공동탕업|4|1|1|2|1|1|||2|Y|||||자가||||||N|찜질방
5847|목욕장업|11_44_01_P|3430000|3430000-202-2003-00057|19950222||01|영업/정상|01|영업|||||053 5653829|458.00|703815|대구광역시 서구 비산동 444-6번지 |대구광역시 서구 달서로25길 8 (비산동)|41790|봉천사우나|20190227161033|U|2019-03-01 02:40:00.0|공동탕업|341756.850242       |264872.327666       |공동탕업|5|1|2|3|0|0|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5848|목욕장업|11_44_01_P|3430000|3430000-202-2003-00026|19910814||01|영업/정상|01|영업|||||053 3519337|423.00|703828|대구광역시 서구 원대동3가 1281-5번지 |대구광역시 서구 고성로15길 19-15 (원대동3가)|41730|세정목욕탕|20190227175153|U|2019-03-01 02:40:00.0|공동탕업|342283.203297       |266168.595491       |공동탕업|2|1|1|2|0||0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5849|목욕장업|11_44_01_P|3430000|3430000-202-2003-00013|19851012||01|영업/정상|01|영업|||||053 5559345|657.00|703846|대구광역시 서구 평리동 1219-14번지 |대구광역시 서구 국채보상로50길 3-6 (평리동)|41825|그린목욕탕|20190226164754|U|2019-02-28 02:40:00.0|공동탕업|340740.667289       |264495.647919       |공동탕업|3|1|1|2|0|0|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5850|목욕장업|11_44_01_P|3430000|3430000-202-2003-00054|19901213||01|영업/정상|01|영업|||||053 3547369|188.10|703820|대구광역시 서구 비산동 928-12번지 |대구광역시 서구 서대구로62길 52 (비산동)|41720|청수목욕탕|20190305102940|U|2019-03-07 02:40:00.0|공동탕업|340993.422943       |266217.269279       |공동탕업|5|1|1|3|0|0|0|0|2|N|0||||자가|0|||0|0|N|찜질방
5851|목욕장업|11_44_01_P|3430000|3430000-202-2003-00029|19830922||01|영업/정상|01|영업|||||053 5662788|615.75|703845|대구광역시 서구 평리동 1107-14번지 |대구광역시 서구 통학로20길 8 (평리동)|41819|대화목욕탕|20190227164807|U|2019-03-01 02:40:00.0|공동탕업|341273.472824       |264343.230467       |공동탕업|3|1|1|2|0|0|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5852|목욕장업|11_44_01_P|3430000|3430000-202-2003-00047|19980430||01|영업/정상|01|영업|||||053 5725906|1,769.00|703814|대구광역시 서구 비산동 275-7번지 |대구광역시 서구 달서로12길 23 (비산동)|41809|그린스파랜드|20190304151128|U|2019-03-06 02:40:00.0|공동탕업|342040.304258       |264224.281871       |공동탕업|6|1|2|5|0|0|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5853|목욕장업|11_44_01_P|3430000|3430000-202-2003-00043|19840423||01|영업/정상|01|영업|||||053 5520094|545.00|703838|대구광역시 서구 평리동 657-7번지 |대구광역시 서구 북비산로 303-1 (평리동)|41746|장수목욕탕|20190304145958|U|2019-03-06 02:40:00.0|공동탕업|341392.145593       |265528.959672       |공동탕업|4|1|1|2|0|0|0|0|2|Y|0||||임대|0|||0|0|N|찜질방
5854|목욕장업|11_44_01_P|3430000|3430000-202-2003-00021|19840901||01|영업/정상|01|영업|||||053 5672288|525.00|703848|대구광역시 서구 평리동 1436-1번지 |대구광역시 서구 서대구로19길 19 (평리동)|41835|대림목욕탕|20190227170412|U|2019-03-01 02:40:00.0|공동탕업|340228.501926       |264012.464595       |공동탕업|3|1|1|2|||||2|Y|||||자가||||||N|찜질방
5855|목욕장업|11_44_01_P|3430000|3430000-202-2003-00049|19871208||01|영업/정상|01|영업|||||053 5565085|332.55|703807|대구광역시 서구 내당동 924-4번지 |대구광역시 서구 평리로 422-6 (내당동)|41869|영진목욕탕|20190304095603|U|2019-03-06 02:40:00.0|공동탕업|341685.557146       |264080.534148       |공동탕업|3|1|1|2|1|1|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5856|목욕장업|11_44_01_P|3430000|3430000-202-2003-00007|19890127||01|영업/정상|01|영업|||||053 5673663|396.00|703817|대구광역시 서구 비산동 577-1번지 |대구광역시 서구 북비산로67길 5 (비산동)|41744|장생탕|20190304145627|U|2019-03-06 02:40:00.0|공동탕업|341682.992927       |265700.667759       |공동탕업|3|1|1|2|0|0|0|0|2|N|0||||임대|0|||0|0|N|찜질방
5857|목욕장업|11_44_01_P|3430000|3430000-202-2003-00037|19961014||01|영업/정상|01|영업|||||053 5613330|450.00|703812|대구광역시 서구 비산동 394-2번지 |대구광역시 서구 달서로26길 10 (비산동)|41799|비산새마을금고목욕탕|20190227161228|U|2019-03-01 02:40:00.0|공동탕업|341931.423796       |264779.770332       |공동탕업|5|1|2|3|0|0|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5858|목욕장업|11_44_01_P|3430000|3430000-202-2003-00042|19901221||01|영업/정상|01|영업|||||053 5582200|623.00|703849|대구광역시 서구 평리동 1485-4번지 |대구광역시 서구 문화로 160 (평리동)|41764|귀빈목욕탕|20190227161133|U|2019-03-01 02:40:00.0|공동탕업|339925.600698       |264916.502781       |공동탕업|4|1|1|2|0|0|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5859|목욕장업|11_44_01_P|3430000|3430000-202-2003-00041|19810721||01|영업/정상|01|영업|||||053 3570280|462.00|703819|대구광역시 서구 비산동 899-16번지 |대구광역시 서구 달서천로49길 13-1 (비산동)|41724|경명탕|20190304153124|U|2019-03-06 02:40:00.0|공동탕업|340776.33599        |266071.02745        |공동탕업|3|1|1|2|0|0|0|0|3|Y|0||||자가|0|||0|0|N|찜질방
5860|목욕장업|11_44_01_P|3430000|3430000-202-2003-00040|19871021||01|영업/정상|01|영업|||||053 5548890|282.53|703801|대구광역시 서구 내당동 34-1번지 |대구광역시 서구 달구벌대로361길 52 (내당동)|41861|대흥목욕탕|20190227164006|U|2019-03-01 02:40:00.0|공동탕업|340909.995495       |263787.545751       |공동탕업|3|1|1|2|1|1|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5861|목욕장업|11_44_01_P|3430000|3430000-202-2003-00032|19890204||01|영업/정상|01|영업|||||053 5580508|650.36|703806|대구광역시 서구 내당동 895-27번지 |대구광역시 서구 달구벌대로375길 27 (내당동)|41870|동경목욕탕|20190227162808|U|2019-03-01 02:40:00.0|공동탕업|341802.883255       |263712.288803       |공동탕업|4|1|2|3|||||2|Y|||||자가||||||N|찜질방
5862|목욕장업|11_44_01_P|3430000|3430000-202-2003-00056|19871231||01|영업/정상|01|영업|||||053 5547906|425.68|703839|대구광역시 서구 평리동 676-9번지 |대구광역시 서구 서대구로44길 32-1 (평리동)|41770|천호탕|20190304181419|U|2019-03-06 02:40:00.0|공동탕업|340678.382926       |265338.725811       |공동탕업|3|1|1|2|0|0|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5863|목욕장업|11_44_01_P|3430000|3430000-202-2003-00052|19951213||01|영업/정상|01|영업|||||053 5545359|609.00|703846|대구광역시 서구 평리동 1206-14번지 |대구광역시 서구 통학로17길 12 (평리동)|41826|영일목욕탕|20190227175342|U|2019-03-01 02:40:00.0|공동탕업|341024.250969       |264241.638331       |공동탕업|4|1|2|3|1|1|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
5864|목욕장업|11_44_01_P|3430000|3430000-202-2003-00035|19970909||01|영업/정상|01|영업|||||053 5581588|330.00|703833|대구광역시 서구 중리동 717-25번지 |대구광역시 서구 달구벌대로323길 103 (중리동)|41846|와룡목욕탕|20190304161959|U|2019-03-06 02:40:00.0|공동탕업|339199.7762         |262955.073277       |공동탕업|2|1|1|2|0|0|0|0|2|N|0||||자가|0|||0|0|N|찜질방
5865|목욕장업|11_44_01_P|3430000|3430000-202-2003-00031|20030718||01|영업/정상|01|영업|||||053 5594676|441.70|703842|대구광역시 서구 평리동 844-4번지 |대구광역시 서구 문화로 301 (평리동)|41786|평리목욕탕|20090730130257|I|2018-08-31 23:59:59.0|공동탕업|341306.30064        |265111.563468       |공동탕업|2|1|1|2|1|1|0|0|2|Y|0||||자가|0|||0|0|N|찜질방
