36,부산,강서구,강서문화원,배수신,1994. 12. 22,부산 강서구 대저1동 2300번지,051-972-6369,culture.bsgangseo.go.kr, 780 , 1 , 2 , - , 3 ,," 173,320 "," 13,000 "," 80,236 ", - ," 266,556 ", 67 , 55 , 300 , 150 , - , 574 ," 1,146 "," 7,020 "
37,부산,연제구,연제문화원,정분옥,1996. 12. 12,부산 연제구 거제대로 180,051-759-3113,yeonje.kccf.or.kr, 339 , 1 , 1 , - , 2 ,," 217,360 ", - ," 89,404 ", - ," 306,764 ", 85 , - , - , - , - , 557 , 642 ," 2,074 "
38,부산,수영구,수영문화원,전광수,2009. 7. 10,부산 수영구 광안해변로 219(광안동),051-758-0606,www.suyeongcc.or.kr, 350 , 1 , 1 , - , 2 ,," 95,385 "," 13,899 "," 124,157 ", - ," 233,441 ", 150 , - , - , - , - , 493 , 643 ," 4,240 "
39,부산,사상구,사상문화원,손영수,1999. 9. 30,부산 사상구 가야대로 196번길 51 다누림센터 2층,051-316-9111,sasangculture.or.kr, 871 , 1 , 3 , - , 4 ,," 507,050 ", - ," 96,120 ", - ," 603,170 ", 122 , 122 , 613 , - , 369 , 840 ," 2,066 "," 140,000 "
40,부산,기장군,기장문화원,송영우,1997. 8. 4,부산 기장군 기장읍 청강로 74번길 35-6,051-724-2224,gijangcc.or.kr, 500 , 1 , 2 , - , 3 ,," 307,500 "," 11,500 "," 73,023 ", - ," 392,023 ", 95 , 42 , 176 , 69 , - , 307 , 689 ," 5,000 "
부산 총계,,부산 총계,15,,,,,,,,,,,,,,,,,,,,,,,,
41,대구,중구,중구문화원,조영수,1991. 12. 14,대구 중구 봉산문화길 77 봉산문화회관 4층,053-255-5123,www.djc.kr, 88 , 1 , 1 , - , 2 ,," 94,767 ", - ," 18,104 ", - ," 112,871 ", 39 , 30 , - , - , - , - , 69 , 860 
42,대구,동구,동구팔공문화원,김성수,2000. 3. 20,대구 동구 팔공로 197길 25,053-984-8774,www.palgong.or.kr, 342 , 1 , 1 , - , 2 ," 4,625 "," 103,142 "," 13,000 "," 51,000 ", - ," 171,767 ", 27 , - , 124 , - , - , 511 , 662 ," 8,300 "
43,대구,서구,서구문화원,박수관,2000. 3. 21,대구 서구 당산로 403,053-563-9066,www.dgccf.or.kr, 173 , 1 , 1 , - , 2 ,," 193,000 "," 97,500 "," 22,386 "," 50,000 "," 362,886 ", 204 ,  -  ,  -  ,  -  ,  -  ,  -  ,  -  ," 13,000 "
44,대구,남구,남구문화원,이재녕,1998. 5. 6,대구 남구 앞산순환로 478; 대덕문화전당 2층,053-652-4450,www.daeduk.or.kr, 134 , 1 , 1 , - , 2 ,," 33,542 "," 9,000 ", - , - ," 42,542 ", 42 , 90 , - , 272 , - , - , 404 ," 3,577 "
45,대구,북구,북구문화원,남성희,1999. 12. 31,대구 북구 구암로 47; 어울아트센터 내 별관 2층(관음동),053-326-2553,http://dgbukgu.kccf.or.kr, 370 , 1 , 1 , - , 2 ,," 195,267 "," 9,554 "," 71,096 ", - ," 275,917 ", 83 , 50 , - , - , - , - , 133 ," 124,407 "
46,대구,수성구,수성문화원,윤종현,2005. 11. 7,대구 수성구 들안로 16길 78,053-768-0002,suseong.or.kr, 540 , 1 , 2 ,, 3 ,," 94,624 ", - ," 164,142 "," 79,204 "," 337,970 ", 50 , 50 , - , 198 , - , 207 , 504 ," 10,000 "
47,대구,달서구,달서구문화원,조영창,2000. 1. 31,대구 달서구 문화회관길 160(장기동),053-554-4800,www.dgccf.or.kr, 108 , 1 , 1 , - , 2 ,," 108,725 "," 2,500 "," 52,195 "," 146,615 "," 310,035 ", 56 ,  -  , 216 ,  -  ,  -  , 108 , 380 ," 4,500 "
48,대구,달성군,달성문화원,차준용,1985. 11. 21,대구 달성군 현풍면 현풍동로 92,053-611-0010,http://dalseong.kccf.or.kr, 858 , 1 , 4 , - , 5 ,," 464,364 ",," 75,552 ",  -  ," 539,916 ", 56 , 50 , 357 , 165 , 76 ," 1,468 "," 2,172 "," 160,000 "
대구 총계,,대구 총계,8,,,,,,,,,,,,,,,,,,,,,,,,
49,인천,중구,중구문화원,최춘자,2002. 12. 31,인천 중구 축항대로 296번길 81 중구문화회관내 1층,032-761-2778,jemulpo.kccf.or.kr, 170 , 1 , 2 , - , 3 ,," 174,159 "," 10,890 "," 19,798 ",  -  ," 204,847 ", 58 ,  -  ,  -  ,  -  ,  -  , 225 , 283 ," 5,300 "
50,인천,동구,화도진문화원,박미숙,2016.12. 1,인천 동구 염전로 40번길 70 2층(송림동; 주민행복센터),032-777-8956,blog.naver.com/hdjcc, 266 , 1 , 2 , - , 3 ,, - , - ," 26,000 ", - ," 26,000 ", 47 , 194 ," 1,013 ", - , - , - ," 1,254 ", 243 
51,인천,남구,남구학산문화원,이회만,2003. 10. 24,인천 남구 인하로 126(용현동 81-8),032-866-3994,www.haksanculture.or.kr," 2,223 ", 1 , 8 , - , 9 ,," 1,008,176 "," 15,000 "," 23,738 ", - ," 1,046,914 ", 80 , 36 , 103 ,, 124 , 486 , 829 ," 76,395 "
52,인천,연수구,연수문화원,조복순,2001. 10. 22,인천광역시 연수구 비류대로 299 청학문화센터,032-821-6229,yeonsu.or.kr," 18,000 ", 1 , 5 , - , 6 ,," 255,952 "," 72,000 "," 322,208 ", - ," 650,160 ", 68 , 135 , 354 , 315 , - , 320 ," 1,192 "," 48,806 "
53,인천,남동구,남동문화원,신홍순,2004. 8. 2,인천 남동구 아암대로 1437번길 32,032-468-1715,www.ndcc.kr," 1,118 ", 1 , 2 ,  -  , 3 ,," 67,132 "," 48,046 "," 101,315 "," 1,510 "," 218,003 ", 76 ,  -  , 110 ,  -  ,  -  , 40 , 226 ," 1,109 "
54,인천,부평구,부평문화원,정진철,1998. 5. 1,인천 부평구 굴포로 151,032-505-9001,bpcc.or.kr, 380 , 1 , 4 , - , 5 ,," 292,321 "," 21,000 "," 112,945 ", - ," 426,266 ", 106 , - , - , - , - , 288 , 393 ," 6,500 "
55,인천,계양구,계양문화원,이찬용,2005. 6. 10,인천 계양구 계산새로 88 6층 609호,032-450-5753,gyeyang.kccf.or.kr, 190 , 1 , 2 , - , 3 ,," 514,802 ",," 12,165 ",," 526,967 ", 300 , - , - , 660 , - , - , 960 ," 105,767 "
56,인천,서구,서구문화원,정군섭,2002. 5. 28,인천 서구 서달로 190 서구문화회관 2층,032-560-2931,seogucul.or.kr, 212 , 1 , 4 , - , 5 ,," 451,646 "," 78,500 "," 27,275 ", - ," 557,421 ", 113 , - , - , 400 , - , - , 513 ," 6,451 "
57,인천,강화군,강화문화원,황완익,1947. 10. 9,인천 강화군 강화읍 남문로 52,032-932-0011,www.ganghwacc.org, 551 , 1 , 4 , - , 5 ,," 187,113 "," 24,500 "," 26,200 ", - ," 237,813 ", 67 , 113 , - , - , 56 , 30 , 266 ," 1,000 "
58,인천,옹진군,옹진문화원,태동철,2017.9.27,인천광역시 중구 서해대로 374(3층),032-891-2131,,75,1,3,-,4,,-,-,23000,-,23000,73,74,225,-,-,-,372,0
인천 총계,,인천 총계,10,,,,,,,,,,,,,,,,,,,,,,,,
59,광주,동구,동구문화원,조연탁,1998. 1. 19,광주 동구 금남로 231(금남로2가),062-225-5815,gjdonggu.kccf.or.kr, 582 , 1 , - , - , 1 ,," 72,800 "," 95,500 "," 9,081 ", - ," 177,381 ", 14 , - , - , 46 , - , 6 , 66 ," 3,827 "
60,광주,서구,서구문화원,정인서,1961.4. 19,광주 서구 풍금로 182(금호동),062-681-4174,cafe.daum.net/segu-curlture," 1,215 ", 1 , 1 , - , 2 ,," 71,660 "," 19,000 "," 20,024 ", - ," 110,684 ", 92 , - , 206 , - , - , 36 , 334 ," 4,800 "
61,광주,남구,남구문화원,성현출,1999. 3. 24,광주 남구 봉선로 208 남구종합문화예술회관 4층,062-671-7356,kjnamgu.co.kr, 974 , 1 , 2 , - , 3 ,," 348,200 "," 22,200 "," 40,856 ",," 411,256 ", 52 , 82 , - , - , - , - , 134 ," 3,700 "
62,광주,북구,북구문화원,오동오,1995. 6. 16,광주 북구 향토문화로 65 북구평생학습관 4층,062-527-7701,gjbukgu.kccf.or.kr, 805 , 1 , 1 , - , 2 ,," 92,800 "," 112,930 "," 30,412 ", - ," 236,142 ", 18 , - , 72 , 33 , - , - , 122 ," 3,300 "
63,광주,광산구,광산문화원,이현선,1965. 2. 25,광주 광산구 상무대로 265,062-941-3377,gjgwangsan.kccf.or.kr," 1,616 ", 1 , 2 , - , 3 ,," 171,460 "," 65,900 "," 30,813 ", - ," 268,173 ", 103 , - , 502 , - , - , - , 605 ," 3,859 "
광주 총계,,광주 총계,5,,,,,,,,,,,,,,,,,,,,,,,,
64,대전,동구,동구문화원,길공섭,1996. 12. 20,대전 동구 백룡로 20,042-623-7211,dgcc.or.kr, 213 , 1 , 2 , - , 3 ,," 219,251 "," 25,000 "," 65,202 ", - ," 309,453 ", 164 , - , 192 , 96 , 401 , 136 , 990 ," 17,450 "
65,대전,중구,중구문화원,노덕일,1953.4.25,대전 중구 대흥로 109,042-256-3684,djcc.or.kr, 253 , 1 , 3 , - , 4 ,," 368,614 "," 105,400 "," 205,852 "," 51,905 "," 731,771 ", 91 , - , 247 , 289 , - , - , 627 ," 24,200 "
66,대전,서구,서구문화원,이강춘,1994. 12. 22,대전 서구 계룡로 533번길 38(탄방동),042-488-5474,sgcc.or.kr, 91 , 1 , 7 , - , 8 ,," 372,615 "," 9,150 "," 518,172 "," 8,434 "," 908,371 ", 170 , - , 775 , 363 , 95 ," 7,763 "," 9,166 "," 25,550 "
67,대전,유성구,유성문화원,최재각,1994. 8. 9,대전 유성구 문화원로 46(궁동),042-823-3915,www.yuseong.or.kr, 199 , 1 , 4 , 2 , 7 ,," 540,891 "," 197,000 "," 159,920 "," 201,500 "," 1,099,311 ", 66 ,  -  , 297 , 230 , 199 , 338 ," 1,130 "," 40,000 "
68,대전,대덕구,대덕문화원,이종철,1994. 12. 22,대전 대덕구 대전로 1348(읍내동),042-627-7517,ddcc.or.kr, 348 , 1 , 2 , - , 3 ,," 320,930 "," 101,900 "," 40,524 "," 61,800 "," 525,154 ", 66 , - , - , - , - , - , 66 ," 15,500 "
대전 총계,,대전 총계,5,,,,,,,,,,,,,,,,,,,,,,,,
69,울산,중구,중구문화원,박문태,2000. 7. 1,울산 중구 새즈믄해거리 37,052-244-2007,www.munhwa21.org, 500 , 1 , 3 , - , 4 ,," 542,000 "," 53,000 "," 91,000 "," 23,100 "," 709,100 ", 372 , - , - , - , - ," 1,277 "," 1,649 "," 5,300 "
70,울산,남구,남구문화원,김성용,2001. 10. 21,울산 남구 번영로 224; 1층,052-266-3786,www.ng518.kr, 598 , 1 , 5 , - , 6 ,," 364,943 "," 44,000 "," 71,757 "," 65,476 "," 546,176 ", 54 , - , - , 133 ,, 415 , 602 ," 31,000 "
71,울산,동구,동구문화원,한태곤,2001. 7. 2,울산 동구 화진6길 4; 1층(화정동),052-251-2261,www.udcc.or.kr, 91 , 1 , 1 , - , 2 ,," 118,000 "," 10,000 "," 41,540 ", - ," 169,540 ", 30 , 220 , - , - , - , 50 , 300 ," 5,120 "
72,울산,북구,북구문화원,박기수,2003. 9. 26,울산 북구 산업로 1104(송정동),052-294-2222,www.ubcc.or;kr, 319 , 1 , 1 , - , 2 ,," 220,130 ",   ," 67,578 ",     ," 287,708 ", 71 , 11 , 150 , 24 ,  -  , 101 , 357 ," 2,500 "
73,울산,울주군,울주문화원,노진달,1999. 9. 15,울산 울주군 온양읍 외고산1길 4-19 울주민속박물관,052-229-8406,www.ulju.or.kr, 707 , 1 , 7 , - , 8 ,," 655,037 "," 65,000 "," 80,328 "," 103,628 "," 903,993 ", 44 , - , - , 447 , 124 , - , 615 ," 72,524 "
울산 총계,,울산 총계,5,,,,,,,,,,,,,,,,,,,,,,,,
74,세종,세종특별자치시,세종문화원,임영이,1964. 10. 14,세종특별자치시 조치원읍 문화로 17,044-865-2411~2,www.sejongcult.or.kr, 411 , 1 , 5 , - , 6 ,," 551,600 "," 66,000 "," 22,200 "," 13,052 "," 652,852 ", 165 , - , 561 , 165 , 36 , 788 ," 1,715 "," 2,850 "
세종특별자치시 총계,,세종특별자치시 총계,1,,,,,,,,,,,,,,,,,,,,,,,,
75,경기,수원시,수원문화원,염상덕,1956. 10. 28,경기 수원시 팔달구 팔달산로 28,031-244-2161,suwonsarang.com," 1,000 ", 1 , 14 , - , 15 , - ," 1,389,818 ", - ," 271,500 ", - ," 1,661,318 ", 116 , 138 , 604 , - , - ," 2,454 "," 3,312 "," 150,000 "
76,경기,성남시,성남문화원,김대진,1978. 7. 5,경기 성남시 수정구 산성대로 215번길 7,031-756-1082,seongnamculture.or.kr, 73 , 1 , 2 , - , 3 ,," 710,771 "," 186,800 "," 73,266 ", - ," 970,837 ", 151 , 64 , 391 , 65 , - , 521 ," 1,191 "," 68,000 "
77,경기,의정부시,의정부문화원,조수기,1989. 12. 23,경기 의정부시 산단로 123(신곡동),031-872-5678,www.ujbcc.or.kr, 685 , 1 , 3 , - , 4 ,," 843,127 "," 26,000 "," 154,824 "," 21,000 "," 1,044,951 ", 76 , 135 , 284 , 90 , 182 ," 1,270 "," 2,036 "," 68,000 "
78,경기,안양시,안양문화원,정변규,1970. 1. 10,경기 안양시 만안구 현충로 53,031-449-4499,anyangculture.or.kr," 1,256 ", 1 , 3 , - , 4 ,," 115,400 "," 4,335 "," 214,123 ", - ," 333,858 ", 43 , 76 , 208 , 142 , - ," 2,179 "," 2,648 "," 30,000 "
79,경기,부천시,부천문화원,박형재,1966. 3. 14,경기 부천시 경인로 92번길 33 4층,032-651-3739,www.bucheonculture.or.kr, 330 , 1 , 6 , - , 7 ,," 876,830 "," 14,600 "," 79,837 ", - ," 971,267 ", 75 , 138 , 449 , 325 , - , 444 ," 1,431 "," 112,099 "
80,경기,광명시,광명문화원,안성근,1992. 4. 10,경기 광명시 철망산로 42,02-2618-5800,gmcc.or.kr, 485 , 1 , 6 , - , 7 ,," 621,741 "," 68,960 "," 189,027 "," 2,090 "," 881,818 ", 66 ,  -  ," 2,273 ",  -  ,  -  ,  -  ," 2,339 "," 49,072 "
81,경기,평택시,평택문화원,김은호,1971. 2. 20,경기 평택시 중앙로 277(남부문화예술회관 3층),031-655-2002,ptmunhwa.or.kr, 100 , 1 , 14 , - , 15 ,," 1,250,811 "," 79,842 "," 309,613 ", - ," 1,640,266 ", 104 , - , - , - , - , 44 , 148 ," 30,000 "
82,경기,동두천시,동두천문화원,정경철,1961. 3. 5,경기 동두천시 어수로4(상패동) 시민회관,031-865-2923,munhwawon.com, 215 , 1 , 1 , - , 2 ,," 197,085 "," 64,746 "," 29,062 "," 20,594 "," 311,487 ", 60 , - , - , - , - , - , 60 ," 5,200 "
83,경기,안산시,안산문화원,김봉식,1988. 2. 3,경기 안산시 상록구 석호로 144(사동),031-415-0041,ansanculture.or.kr, 226 , 1 , 6 , - , 7 ,," 887,046 "," 14,000 "," 202,167 "," 4,400 "," 1,107,613 ", 143 , - , 196 , 348 , 72 ," 1,234 "," 1,993 "," 66,500 "
84,경기,고양시,고양문화원,방규동,1984. 2. 23,경기 고양시 일산서구 한류월드로 280,031-963-0600,goyangcc.or.kr, 323 , 1 , 4 , - , 5 ,," 681,386 "," 51,000 "," 63,811 "," 277,642 "," 1,073,839 ", 96 , - , 663 , - , - ," 1,555 "," 2,315 "," 54,000 "
85,경기,과천시,과천문화원,이용석,1991. 3. 28,경기 과천시 문원로 40-1(문원동 31-7),02-504-6513,gccc.or.kr, 82 , 1 , 7 , - , 8 ,," 537,944 "," 23,000 "," 86,600 "," 232,870 "," 880,414 ", 149 , - , 231 , 451 , 125 ," 3,337 "," 4,293 "," 25,535 "
86,경기,구리시,구리문화원,김문경,1991. 10. 4,경기 구리시 동구릉로 217-14,031-557-6383,gurimh.or.kr, 515 , 1 , 2 , - , 3 ,," 256,000 "," 28,000 "," 87,900 "," 23,500 "," 395,400 ", 300 , 100 , 300 , - , 50 , 50 , 800 ," 25,100 "
87,경기,남양주시,남양주문화원,이보긍,1981. 5. 25,경기 남양주시 경춘로 883-3(금곡동 754-5),031-592-0667,nyj.or.kr, 358 , 1 , 1 , - , 2 ,," 170,000 "," 10,000 "," 56,480 ", - ," 236,480 ", 118 , 85 , 283 , - , 47 , - , 533 ," 4,560 "
88,경기,오산시,오산문화원,공창배,1994. 6. 16,경기 오산시 오산천로 275,031-375-7755,oscc.or.kr, 196 , 1 , 1 , - , 2 ,," 278,796 "," 13,000 "," 22,882 ", - ," 314,678 ", 44 , 69 , - , - , - , 17 , 130 , 625 
89,경기,시흥시,시흥문화원,정원철,1996. 12. 10,경기 시흥시 연성로 13번길 3 조은프라자 4층(하중동),031-317-0827,shculture.or.kr, 463 , 1 , 3 , - , 4 ,," 326,000 "," 52,000 "," 59,000 ", - ," 437,000 ", 100 , 170 , 83 , 204 , 60 , 166 , 783 ," 1,692 "
