1,서울,종로구,종로문화원,최창혁,1994. 12. 22,서울 종로구 율곡로 5,02-2148-4087,jongno.kccf.or.kr, 655 , 1 , 1 , - , 2 ,," 108,600 "," 17,000 "," 96,323 ", - ," 221,923 ", 83 , - , 83 , 83 , - , - , 248 , 980 
2,서울,중구,중구문화원,김장환,1995. 8. 17,서울 중구 청계천로 86(장교동 1번지),02-775-3001,www.junggucc.or.kr, 198 , 1 , 2 , - , 3 ,," 206,917 "," 14,225 "," 166,052 ", - ," 387,194 ", 50 , 111 , - , 179 , - , 49 , 389 ," 30,231 "
3,서울,용산구,용산문화원,박삼규,1997. 12. 9,서울 용산구 효창원로 8길 28,02-703-0052,yongsan.kccf.or.kr, 46 , 1 , 3 , - , 4 ,," 153,475 "," 90,850 "," 251,845 ", - ," 496,170 ", 271 , - , 482 , 220 , - , 314 ," 1,286 "," 11,846 "
4,서울,성동구,성동문화원,변대석,1997. 10. 21,서울 성동구 왕십리로 281 성동문화회관 2층,02-2286-6234,www.ssdc.or.kr, 180 , 1 , 2 , 1 , 4 ,," 60,000 "," 66,306 "," 115,535 ", - ," 241,841 ", 72 , 22 , - , - , - , 33 , 127 ," 28,000 "
5,서울,광진구,광진문화원,양회종,1996. 11. 11,서울 광진구 광나루로 56길 67,02-447-0244,kjcc.or.kr, 60 , 1 , 5 , 5 , 11 ,," 143,250 "," 793,667 "," 961,727 ", - ," 1,898,644 ", 251 , - , 416 , 85 , - ," 1,527 "," 2,279 "," 14,000 "
6,서울,동대문구,동대문문화원,김영섭,1998. 12. 28,서울 동대문구 답십리로 210-9,02-2241-9300,dongdemun.kccf.or.kr, 130 , 1 , 2 , - , 3 ,," 136,750 "," 45,000 "," 95,121 "," 91,750 "," 368,621 ", 60 , - , 277 , 255 , - , 40 , 632 ," 100,000 "
7,서울,중랑구,중랑문화원,김태웅,1998. 9. 26,서울 중랑구 면목로 238; 3층(면목동; 중랑구민회관),02-492-0066,ejnc.kr, 388 , 1 , 1 , 1 , 3 ,," 220,300 ", - ," 122,680 ", - ," 342,980 ", 109 , - , 616 , - , - , 123 , 849 ," 5,546 "
8,서울,성북구,성북문화원,조태권,1996. 12. 30,서울 성북구 성북로4길 13-8,02-765-1611,www.isbcc.or.kr, 169 , 1 , 4 , 3 , 8 ,," 160,888 "," 270,889 "," 233,510 ", - ," 665,287 ", 45.19 , 134.89 , 122.00 , -   , -   , 164.30 , 466.38 ," 37,265 "
9,서울,강북구,강북문화원,박순재,1996. 12. 12,서울 강북구 삼각산로 85; 강북문화예술회관 3층,02-999-8109,www.gbculture.or.kr, 103 , 1 , 2 , - , 3 ,, - ," 7,000 "," 137,814 "," 1,000 "," 145,814 ", 170 , - , - , - , - , 666 , 836 ," 10,000 "
10,서울,도봉구,도봉문화원,이영철,1994. 8. 20,서울 도봉구 도봉로 552(창동; 도봉구민회관),02-905-4026,www.dobong.or.kr, 677 , 1 , 5 , 1 , 7 ,," 355,750 ", - ," 345,203 ", - ," 700,953 ", 72 , - , - , 198 , - , 273 , 543 ," 10,882 "
11,서울,노원구,노원문화원,김진학,1997. 12. 9,서울 노원구 동일로 197길 24(공릉동),02-938-1244,www.nwcc.or.kr, 298 , 1 , 4 , - , 5 ,," 498,859 ", - ," 324,305 ", - ," 823,164 ", 69 , - , 171 , - , 69 , 278 , 587 ," 128,078 "
12,서울,은평구,은평문화원,김명자,1998. 11. 5,서울 은평구 녹번로 16 은평문화예술회관 2층,02-383-9300,eunpyeong.kccf.or.kr, 518 , 1 , - , - , 1 ,," 13,000 "," 400,100 "," 43,100 ", - ," 456,200 ", 137 , 회의실포함 , - , - , 50 , - , 187 ," 3,115 "
13,서울,서대문구,서대문문화원,신현준,2001. 10. 26,서울 서대문구 백련사길 39 서대문문화회관 2층,02-3217-1592,sdmcc.co.kr, 200 , 1 , 2 , - , 3 ,," 161,250 ", - ," 39,480 ", - ," 200,733 ", 185 , - , 157 , - , - , - , 343 ," 4,500 "
14,서울,마포구,마포문화원,최병길,1997. 9. 30,서울 마포구 백범로 227,02-312-1100,mapocc.or.kr," 3,020 ", 1 , 3 , 1 , 5 ,," 179,750 "," 54,250 "," 420,598 ", - ," 654,598 ", 50 , 50 , 194 , 58 , 180 , 931 ," 1,463 "," 175,450 "
15,서울,양천구,양천문화원,이경동,1997. 2. 28,서울 양천구 목동서로 367 양천문화회관 별관 5층,02-2651-5300,www.양천문화원.kr, 646 , 1 , 2 , - , 3 ,," 139,600 "," 44,250 "," 672,330 ", - ," 856,180 ", 60 , 40 , - , - , - , 495 , 594 ," 74,500 "
16,서울,강서구,강서문화원,김병희,1995. 5. 23,서울 강서구 화곡로 215,02-2607-4233,kcc2000.or.kr, 163 , 1 , 3 , - , 4 ,," 615,701 "," 392,000 "," 120,662 ", - ," 1,128,363 ", 120 , - , 113 , 339 , - ," 1,474 "," 2,046 "," 160,000 "
17,서울,구로구,구로문화원,최문식,2005. 3. 9,서울 구로구 경인로 393-7; 2동 5층(고척동; 일이삼전자타운),02-851-0837,www.gurocc.or.kr, 91 , 1 , 3 , - , 4 ,," 89,710 "," 11,000 "," 440,109 ", - ," 540,819 ", 29 , 222 , (강의실포함) , 23 , - , 30 , 304 ," 23,863 "
18,서울,금천구,금천문화원,이종학,1999. 6. 22,서울 금천구 시흥대로 38길 61,02-896-8552,geumcheon.kccf.or.kr, 77 , 1 , 1 , - , 2 ,," 77,500 "," 70,000 "," 120,000 ", - ," 267,500 ", 81 , - , 200 , 284 , 16 , - , 581 ," 5,000 "
19,서울,영등포구,영등포문화원,한천희,1999. 8. 7,서울 영등포구 신길로 275,02-846-0155,www.ydpcc.co.kr, 561 , 1 , 5 , - , 6 ,," 336,872 "," 25,500 "," 418,129 ", - ," 780,501 ", 174 , 765 , 523 , 471 , - ," 1,424 "," 3,357 "," 52,780 "
20,서울,동작구,동작문화원,송지현,1998. 12. 21,서울 동작구 장승배기로 10길 42; 3층(상도동; 동작문화복지센터),02-822-8500,www.dongjaktv.net, 90 , 1 , 6 , - , 7 ,," 113,250 "," 14,600 "," 1,227,308 ",  -  ," 1,355,158 ", 93 , 86 ," 1,362 ",  -  ,  -  , 966 ," 2,507 "," 30,000 "
21,서울,관악구,관악문화원,김윤철,1992. 2 28,서울 관악구 신림로3길 35(신림동),02-885-5975, www.gacc.or.kr, 512 , 1 , 2 , - , 3 ,," 81,830 "," 14,750 "," 213,924 "," 44,250 "," 354,754 ", 109 , - , 413 , - , - , 139 , 660 ," 89,675 "
22,서울,서초구,서초문화원,박기현,2008.12.15,서울 서초구 강남대로 201 서초문화예술회관 2층,02-2155-8607,http://socc.or.kr," 1,233 ", 1 , 3 , - , 4 ,," 184,948 "," 9,432 "," 503,900 ", - ," 698,280 ", 60 , - , - , - , - , 463 , 523 ," 7,227 "
23,서울,강남구,강남문화원,박양재,1998. 2. 19,서울 강남구 테헤란로8길 36; 3층,02-3454-1517,sgnc.or.kr, 530 , 1 , 3 , - , 4 ,, 232;72 , 44;25 , 245;82 , - , 522;79 , 63 , 345 , - , - , - , 156 , 564 ," 8,730 "
24,서울,송파구,송파문화원,김원섭,1994. 9. 7,서울 송파구 올림픽로 44,02-414-0354,www.spcc.or.kr, 243 , 1 , 6 , - , 7 ,," 360,990 "," 56,350 "," 841,817 ", - ," 1,259,157 ", 70 , - , 291 , 165 ,," 1,294 "," 1,820 "," 500,000 "
25,서울,강동구,강동문화원,양재곤,1999. 1. 29,서울 강동구 상암로168(강동구민회관 2층),02-488-0386,www.gdcc.or.kr, 355 , 1 , 3 , - , 4 ,," 261,466 "," 10,000 "," 272,873 ", - ," 544,339 ", 50 , 41 , 122 , - , - , - , 213 ," 3,000 "
서울 총계,,서울 총계,25,,,,,,,,,,,,,,,,,,,,,,,,
26,부산,서구,서구문화원,김허남,2009. 9. 15,부산 서구 까치고개로 197번길 46,051-231-4085,http://www.seogucc.or.kr, 172 , 1 , 1 , 3 , 5 ,," 265,200 "," 57,100 "," 31,043 ", - ," 353,343 ", 17 , - , 180 , 34 , 222 , - , 452 ," 25,960 "
27,부산,동구,동구문화원,박주석,2009. 8. 24,부산 동구 중앙대로 349번길 20,051-440-4928,http://caf?.daum.net/dgmhw, 210 , 1 , 1 , - , 2 ,," 50,700 "," 13,000 "," 31,515 ", - ," 95,215 ", 31 , 44 , 252 , - , - , 109 , 436 ," 34,224 "
28,부산,영도,영도문화원,성한경,2010. 6. 29,부산 영도구 함지로 79번길 6(동삼동 516-1 영도도서관 2층),051-403-1861,http://ydculture.com, 182 , 1 , 1 , - , 2 ,," 290,700 "," 48,000 "," 39,286 ", - ," 377,986 ", 137 , - , - , - , - , - , 137 ," 825,000 "
29,부산,부산진구,부산진문화원,박수용,2003. 9. 9,부산 부산진구시민공원로 19번길 28(부암동),051-817-9648,http://busanjin.kccf.or.kr, 860 , 1 , 1 ,, 2 ,," 103,200 ", - ," 116,576 ",  -  ," 219,776 ", 70 ,  -  , 154 , 84 ,  -  , 94 , 402 ," 16,000 "
30,부산,동래구,동래문화원,허창석,1998. 12. 30,부산 동래구 문화로  80,051-555-1441,dongnae.kccf.or.kr," 1,015 ", 1 , 2 , - , 3 ,," 487,700 "," 106,000 "," 159,936 "," 97,208 "," 850,844 ", 83 , 146 , - , - , - , 242 , 471 ," 71,489 "
31,부산,남구,남구문화원,성재영,2007. 12. 18,부산 남구 신선로 566-2(용호동 현장민원실 3층),051-624-1333,, 158 , 1 , 1 , - , 2 ,," 85,000 "," 20,000 "," 113,435 ", - ," 218,435 ", 36 , - , 185 , - , - , 203 , 423 ," 1,855 "
32,부산,북구,낙동문화원,박홍근,1998 .5. 28,부산 북구 금곡대로 46번길 50 북구문화빙상센터 2층,051-364-2710,http://nakdong.or.kr, 552 , 1 , 2 , - , 3 ,," 72,800 ",  -  ," 47,631 ",  -  ," 120,431 ", 51 ,  -  , 481 , 468 ,  -  , 201 ," 1,201 "," 520,000 "
33,부산,해운대구,해운대문화원,최수기,2017. 9. 6,부산 해운대구 센텀중앙로 170(재송동) 해운대구문화복합센터 1층,051-784-3400,www.hudcc.org, 76 , 1 , 3 , - , 4 ,," 50,000 ", - ," 55,000 ", - ," 105,000 ", 125 , 60 ," 1,400 ", 140 , 240 , - ," 1,965 "," 6,562 "
34,부산,사하구,사하문화원,배상진,2011.10.14,부산 사하구 낙동남로 1233번길 25(하단동) 을숙도문화회관 내,051-204-2587,http://sahacc.kr, 664 , 1 , 2 , - , 3 ,," 101,000 ",  -  ," 186,000 ",  -  ," 287,000 ", 66 , 221 , 996 , 261 ,  -  ,  -  ," 1,544 "," 9,500 "
35,부산,금정구,금정문화원,하용직,2000. 5. 3,부산 금정구 중앙대로 1826번길 10-4,051-581-9071, http://kumjung.or.kr, 392 , 1 , 1 , 1 , 3 ,," 149,700 "," 12,000 "," 103,579 ", - ," 265,279 ", 109 , - , - , - , - , 109 , 218 ," 10,913 "
